"","GO0043565_sequence_specific_DNA_binding"
"P27544_IDR_313_350",1
"P27658_IDR_35_592",1
"P27694_IDR_114_181",1
"P27695_IDR_1_57",1
"P27708_IDR_1814_1914",1
"P27797_IDR_357_417",1
"P27815_IDR_1_336",0.419850316838135
"P27815_IDR_712_840",0.287270539553601
"P27815_IDR_842_886",0.292879143608264
"P27816_IDR_53_1152",1
"P27824_IDR_1_55",0.599755023819956
"P27824_IDR_504_592",0.400244976180044
"P27986_IDR_82_112",1
"P27987_IDR_17_570",0.427124852116381
"P27987_IDR_573_641",0.572875147883619
"P28039_IDR_1_38",1
"P28358_IDR_1_153",0.512918908909573
"P28358_IDR_155_274",0.487081091090427
"P28360_IDR_1_175",1
"P28370_IDR_112_164",0.48919844302178
"P28370_IDR_1_84",0.51080155697822
"P28472_IDR_1_31",0.564131445782127
"P28472_IDR_336_436",0.435868554217873
"P28476_IDR_1_54",0.558002905387973
"P28476_IDR_355_427",0.441997094612027
"P28562_IDR_315_367",1
"P28566_IDR_214_282",1
"P28698_IDR_105_383",0.586690654212729
"P28698_IDR_1_68",0.413309345787271
"P28702_IDR_1_200",0.417813308174966
"P28702_IDR_271_334",0.582186691825034
"P28715_IDR_1024_1157",0.470376821643173
"P28715_IDR_296_736",0.529623178356827
"P28749_IDR_332_375",0.276983583475092
"P28749_IDR_616_691",0.220008937344418
"P29350_IDR_528_595",0.470717797452349
"P29353_IDR_1_143",0.4204402707512
"P29353_IDR_326_479",0.5795597292488
"P29371_IDR_1_40",0.383675110899094
"P29371_IDR_381_465",0.616324889100906
"P29372_IDR_1_74",1
"P29374_IDR_1203_1257",0.205855375165402
"P29374_IDR_128_169",0.175345496145696
"P29374_IDR_270_307",0.225188565074296
"P29374_IDR_406_608",0.20243069058947
"P29374_IDR_615_1167",0.191179873025136
"P29375_IDR_1277_1436",0.413530998395554
"P29375_IDR_1475_1609",0.26200342931948
"P29375_IDR_182_287",0.324465572284966
"P29376_IDR_244_276",0.502026627520551
"P29376_IDR_797_864",0.497973372479449
"P29400_IDR_1_1445",1
"P29466_IDR_86_131",1
"P29474_IDR_1_65",0.316829907385855
"P29474_IDR_595_641",0.338094682836274
"P30260_IDR_783_824",0.554712042904649
"P30273_IDR_47_86",1
"P30291_IDR_1_281",0.546366615067389
"P30291_IDR_603_646",0.45363338493261
"P30304_IDR_1_334",1
"P30305_IDR_1_378",1
"P30307_IDR_1_264",1
"P30405_IDR_1_43",1
"P30411_IDR_1_44",0.531693789881587
"P30411_IDR_354_391",0.468306210118413
"P30414_IDR_1284_1462",0.503500241989216
"P30414_IDR_180_1262",0.496499758010784
"P30419_IDR_1_85",1
"P30518_IDR_1_31",1
"P30519_IDR_1_31",0.317877792197363
"P30519_IDR_250_292",0.682122207802637
"P30531_IDR_1_43",1
"P30532_IDR_1_41",1
"P30533_IDR_1_51",1
"P30550_IDR_1_33",0.49705273026328
"P30989_IDR_387_418",0.533244627873903
"P31146_IDR_394_437",1
"P31152_IDR_336_415",0.634816821097123
"P31152_IDR_467_587",0.365183178902877
"P31249_IDR_1_432",1
"P31260_IDR_1_351",1
"P31267_IDR_1_156",1
"P31268_IDR_1_162",0.583727767829825
"P31268_IDR_186_230",0.416272232170175
"P31269_IDR_17_214",1
"P31270_IDR_1_247",1
"P31271_IDR_183_225",0.525832231545266
"P31271_IDR_25_169",0.474167768454734
"P31273_IDR_1_195",0.621246990881713
"P31273_IDR_205_242",0.378753009118287
"P31274_IDR_1_201",1
"P31275_IDR_1_94",0.385723739595551
"P31275_IDR_99_220",0.614276260404449
"P31276_IDR_21_176",0.437934424352571
"P31645_IDR_1_78",1
"P31689_IDR_367_397",1
"P31749_IDR_111_142",1
"P31751_IDR_112_143",1
"P31785_IDR_338_369",1
"P31948_IDR_188_223",1
"P31994_IDR_254_310",1
"P32004_IDR_1154_1218",1
"P32019_IDR_226_305",1
"P32121_IDR_350_382",1
"P32238_IDR_241_316",0.555072392794501
"P32238_IDR_390_428",0.444927607205499
"P32239_IDR_252_334",0.593164970658269
"P32239_IDR_412_447",0.406835029341731
"P32241_IDR_410_457",1
"P32242_IDR_1_354",1
"P32243_IDR_1_283",1
"P32247_IDR_1_35",0.437277935470568
"P32247_IDR_351_399",0.562722064529432
"P32248_IDR_1_38",1
"P32745_IDR_333_418",0.461718574658294
"P32780_IDR_271_373",0.48469695399317
"P32780_IDR_418_450",0.51530304600683
"P32926_IDR_865_914",1
"P32927_IDR_529_629",0.334281734538138
"P32927_IDR_634_756",0.214513482114928
"P32927_IDR_769_800",0.224137383973857
"P32927_IDR_831_862",0.227067399373077
"P32942_IDR_514_547",1
"P32970_IDR_1_48",1
"P32971_IDR_1_32",1
"P33032_IDR_1_32",1
"P33151_IDR_1_43",0.481565816257169
"P33151_IDR_666_700",0.518434183742831
"P33176_IDR_370_438",0.475426783078673
"P33176_IDR_886_963",0.524573216921327
"P33240_IDR_194_534",1
"P33241_IDR_1_221",0.588001011644102
"P33241_IDR_240_315",0.411998988355898
"P33316_IDR_1_109",1
"P33402_IDR_1_83",1
"P33527_IDR_269_306",0.486601161877642
"P33527_IDR_872_952",0.513398838122358
"P33778_IDR_1_35",1
"P33897_IDR_1_64",1
"P33908_IDR_1_189",1
"P33981_IDR_197_512",1
"P33991_IDR_1_146",1
"P34741_IDR_1_201",1
"P34969_IDR_1_73",0.307503360302231
"P34969_IDR_272_319",0.390205361390119
"P34969_IDR_408_479",0.30229127830765
"P34972_IDR_322_360",1
"P34981_IDR_224_260",0.455675207923763
"P34981_IDR_338_398",0.544324792076237
"P34995_IDR_1_38",0.345263614480468
"P34995_IDR_236_321",0.352526200171826
"P34995_IDR_371_402",0.302210185347706
"P34998_IDR_414_444",1
"P35052_IDR_402_443",0.495827364157729
"P35052_IDR_472_558",0.504172635842271
"P35070_IDR_143_178",0.453375485297398
"P35070_IDR_32_65",0.546624514702602
"P35125_IDR_1142_1306",0.469878054398814
"P35125_IDR_484_535",0.530121945601186
"P35212_IDR_109_141",0.353728334116754
"P35212_IDR_242_333",0.646271665883246
"P35221_IDR_635_673",0.473620073477585
"P35221_IDR_863_897",0.526379926522415
"P35222_IDR_1_64",0.50224026409709
"P35222_IDR_74_121",0.49775973590291
"P35226_IDR_232_326",1
"P35227_IDR_234_344",1
"P35228_IDR_13_79",1
"P35236_IDR_1_43",1
"P35240_IDR_443_528",1
"P35321_IDR_1_89",1
"P35325_IDR_1_72",1
"P35346_IDR_1_36",0.505017473897849
"P35346_IDR_324_364",0.494982526102151
"P35348_IDR_217_263",0.487377294983248
"P35348_IDR_350_423",0.512622705016752
"P35367_IDR_224_410",1
"P35368_IDR_1_39",0.22745174570571
"P35368_IDR_238_285",0.223940249289696
"P35368_IDR_369_478",0.299321128241027
"P35368_IDR_480_520",0.249286876763566
"P35372_IDR_1_64",0.471853621975183
"P35372_IDR_358_400",0.528146378024817
"P35398_IDR_119_238",0.554736122002812
"P35398_IDR_1_65",0.445263877997188
"P35408_IDR_220_272",0.446585469011524
"P35408_IDR_353_468",0.553414530988476
"P35414_IDR_328_380",1
"P35568_IDR_1152_1224",0.244665048907621
"P35579_IDR_1899_1960",1
"P35580_IDR_1906_1976",1
"P35590_IDR_788_828",1
"P35606_IDR_826_906",1
"P35610_IDR_1_42",0.45222595836025
"P35610_IDR_84_118",0.54777404163975
"P35611_IDR_1_37",0.309222727237815
"P35611_IDR_388_420",0.290456144732984
"P35611_IDR_422_574",0.194937447747086
"P35611_IDR_581_737",0.205383680282115
"P35613_IDR_349_385",1
"P35637_IDR_1_283",0.555594620667415
"P35637_IDR_373_526",0.444405379332585
"P35638_IDR_33_126",1
"P35658_IDR_408_699",0.227936790996099
"P35658_IDR_733_775",0.289828524449702
"P35659_IDR_1_76",0.585729603764786
"P35658_IDR_784_819",0.278818340269872
"P35658_IDR_886_2090",0.203416344284327
"P35869_IDR_1_36",0.147612283491411
"P35869_IDR_385_758",0.642549233446587
"P35869_IDR_805_848",0.209838483062002
"P35900_IDR_1_31",1
"P35908_IDR_1_110",0.540289286809721
"P35908_IDR_507_629",0.459710713190279
"P35913_IDR_819_854",1
"P35916_IDR_1177_1328",0.603826221805021
"P35916_IDR_962_1004",0.396173778194979
"P35968_IDR_1169_1304",0.544479136296327
"P35968_IDR_941_995",0.455520863703673
"P36021_IDR_1_90",0.444101353651622
"P36021_IDR_505_539",0.555898646348378
"P36269_IDR_1_34",1
"P36382_IDR_240_358",1
"P36383_IDR_104_166",0.407277778228296
"P36383_IDR_298_396",0.592722221771704
"P36507_IDR_1_41",0.50944904239578
"P36507_IDR_282_313",0.49055095760422
"P36508_IDR_365_422",1
"P37231_IDR_1_135",0.710663897654514
"P37231_IDR_187_251",0.289336102345486
"P37275_IDR_1_961",0.88248534603191
"P37275_IDR_964_1124",0.117514653968089
"P37288_IDR_1_45",0.356032613428069
"P37288_IDR_249_285",0.2944599424392
"P37288_IDR_369_418",0.349507444132731
"P37840_IDR_1_140",1
"P38159_IDR_82_391",1
"P38398_IDR_100_179",0.544411849040696
"P38398_IDR_184_1646",0.455588150959304
"P38432_IDR_99_447",1
"P38435_IDR_727_758",1
"P38570_IDR_158_198",1
"P38646_IDR_1_42",1
"P38935_IDR_649_725",0.530958944126197
"P38935_IDR_783_879",0.469041055873803
"P38936_IDR_81_164",1
"P39023_IDR_1_31",1
"P39059_IDR_1_36",0.394229237992636
"P40189_IDR_698_887",1
"P40197_IDR_474_505",1
"P40198_IDR_195_225",1
"P40200_IDR_384_446",0.507974847121323
"P40200_IDR_448_481",0.492025152878677
"P40222_IDR_1_172",0.475900090963778
"P40222_IDR_486_546",0.524099909036222
"P40225_IDR_174_353",1
"P40238_IDR_201_231",1
"P40305_IDR_1_50",1
"P40337_IDR_1_59",1
"P40424_IDR_1_80",0.302867553333933
"P40424_IDR_259_430",0.434240021080612
"P40424_IDR_85_148",0.262892425585455
"P40425_IDR_1_89",0.486823706825088
"P40425_IDR_289_430",0.293327436246407
"P40425_IDR_96_159",0.219848856928506
"P40426_IDR_1_45",0.3322037284292
"P40426_IDR_295_434",0.37675434838058
"P40426_IDR_90_151",0.29104192319022
"P41146_IDR_339_370",1
"P41161_IDR_1_290",1
"P41162_IDR_131_496",1
"P41180_IDR_877_961",0.623332346386726
"P41180_IDR_983_1061",0.376667653613274
"P41181_IDR_240_271",1
"P41182_IDR_130_516",1
"P41212_IDR_137_234",0.321190464448883
"P41212_IDR_1_48",0.177593698433357
"P41212_IDR_272_329",0.501215837117759
"P41214_IDR_181_258",1
"P41218_IDR_88_205",1
"P41219_IDR_1_86",1
"P41220_IDR_1_34",1
"P41221_IDR_1_34",1
"P41225_IDR_1_446",1
"P41227_IDR_160_235",1
"P41229_IDR_1316_1418",0.312079194973799
"P41229_IDR_1427_1560",0.314351053453133
"P41229_IDR_174_319",0.373569751573068
"P41231_IDR_320_377",1
"P41235_IDR_133_179",0.312327190105979
"P41235_IDR_1_54",0.3527510401056
"P41235_IDR_378_474",0.334921769788421
"P41236_IDR_1_205",1
"P42126_IDR_1_41",1
"P42127_IDR_20_99",1
"P42166_IDR_1_38",0.604375077299294
"P42166_IDR_48_454",0.395624922700706
"P42226_IDR_653_745",1
"P42229_IDR_708_794",1
"P42261_IDR_858_906",1
"P42263_IDR_855_886",1
"P42285_IDR_1_97",1
"P42345_IDR_1809_1868",0.468007727130983
"P42345_IDR_2434_2486",0.531992272869017
"P42566_IDR_298_896",1
"P42568_IDR_139_498",1
"P42574_IDR_1_34",1
"P42575_IDR_123_169",1
"P42658_IDR_1_127",1
"P42679_IDR_1_44",1
"P42680_IDR_148_180",1
"P42681_IDR_22_79",1
"P42684_IDR_1_106",0.688435931625397
"P42684_IDR_549_1081",0.311564068374603
"P42695_IDR_1267_1412",0.538273754488749
"P42695_IDR_154_200",0.461726245511251
"P43003_IDR_1_35",0.445620218420694
"P43003_IDR_505_542",0.554379781579306
"P43004_IDR_1_32",0.485167376764385
"P43004_IDR_505_536",0.514832623235615
"P43005_IDR_473_507",1
"P43007_IDR_485_532",1
"P43088_IDR_326_359",1
"P43115_IDR_1_51",1
"P43119_IDR_216_248",0.480416292524216
"P43119_IDR_313_385",0.519583707475784
"P43121_IDR_524_559",0.567458637719341
"P43121_IDR_588_646",0.432541362280659
"P43363_IDR_1_128",1
"P43364_IDR_1_216",1
"P43365_IDR_1_103",1
"P43366_IDR_1_104",0.503131009423544
"P43366_IDR_316_347",0.496868990576456
"P43403_IDR_258_314",1
"P43405_IDR_297_346",1
"P43487_IDR_167_201",1
"P43489_IDR_129_165",0.539522306383669
"P43489_IDR_167_277",0.460477693616331
"P43629_IDR_365_397",1
"P43630_IDR_362_455",1
"P43657_IDR_305_344",1
"P43681_IDR_365_557",1
"P43686_IDR_1_33",1
"P43694_IDR_1_210",0.511742758253752
"P43694_IDR_305_423",0.488257241746248
"P43699_IDR_1_207",0.432742317998437
"P43699_IDR_213_358",0.567257682001563
"P45378_IDR_1_191",1
"P46093_IDR_309_362",1
"P46095_IDR_1_66",1
"P46098_IDR_360_410",1
"P46108_IDR_196_229",1
"P46109_IDR_186_224",1
"Q6UB99_IDR_1_2435",1
"Q6UE05_IDR_227_265",1
"Q6ULP2_IDR_1_739",0.492212975153277
"Q6ULP2_IDR_741_893",0.507787024846723
"Q6UQ28_IDR_149_180",1
"Q6UUV7_IDR_1_549",1
"Q6UUV9_IDR_1_600",1
"Q6UVJ0_IDR_448_657",1
"Q6UVK1_IDR_2181_2305",1
"Q6UVM3_IDR_566_669",0.559945744320912
"Q6UVM3_IDR_981_1044",0.440054255679088
"Q6UVW9_IDR_1_50",1
"Q6UW15_IDR_1_32",1
"Q6UW49_IDR_137_210",0.540272729893559
"Q6UW49_IDR_50_119",0.459727270106441
"Q6UW88_IDR_1_51",1
"Q6UWP7_IDR_1_53",1
"Q6UWP8_IDR_1_570",1
"Q6UWS5_IDR_27_81",1
"Q6UWT2_IDR_35_76",1
"Q6UWV2_IDR_181_215",1
"Q6UWV7_IDR_94_154",1
"Q6UWW9_IDR_104_135",1
"Q6UWX4_IDR_1_32",0.561505195138651
"Q6UWX4_IDR_603_724",0.438494804861349
"Q6UWZ7_IDR_256_298",0.51302932761182
"Q6UWZ7_IDR_300_409",0.486970672388181
"Q6UX04_IDR_178_379",1
"Q6UX06_IDR_1_65",1
"Q6UX07_IDR_314_377",1
"Q6UX15_IDR_1_31",1
"Q6UX27_IDR_160_202",1
"Q6UX34_IDR_1_87",1
"Q6UX39_IDR_1_209",1
"Q6UX41_IDR_467_500",1
"Q6UX46_IDR_51_84",1
"Q6UX68_IDR_330_397",0.30852359971366
"Q6UX68_IDR_416_541",0.415870782347966
"Q6UX68_IDR_547_658",0.275605617938374
"Q6UX71_IDR_369_457",0.54478352779733
"Q6UX71_IDR_67_106",0.45521647220267
"Q6UX72_IDR_29_75",1
"Q6UXA7_IDR_22_197",1
"Q6UXB0_IDR_139_366",0.464925406318227
"Q6UXB0_IDR_45_132",0.535074593681773
"Q6UXB2_IDR_1_41",0.554483635441783
"Q6UXI9_IDR_298_379",1
"Q6UXK2_IDR_378_478",0.539989533226002
"Q6UXK2_IDR_623_732",0.460010466773998
"Q6UXM1_IDR_835_1119",1
"Q6UXN2_IDR_134_200",1
"Q6UXN8_IDR_15_66",1
"Q6UXT8_IDR_21_59",1
"Q6UXT9_IDR_1_63",0.503762131446592
"Q6UXT9_IDR_426_468",0.496237868553408
"Q6UXU4_IDR_277_308",0.509709988930327
"Q6UXU4_IDR_37_80",0.490290011069673
"Q6UXU6_IDR_49_159",1
"Q6UXV4_IDR_1_31",0.549755396884984
"Q6UXV4_IDR_185_268",0.450244603115016
"Q6UXX5_IDR_615_669",0.329450048388071
"Q6UXX5_IDR_671_931",0.317102726071137
"Q6UXX5_IDR_946_981",0.353447225540792
"Q6UXX9_IDR_199_243",1
"Q6UXY1_IDR_222_340",0.510841527470288
"Q6UXY8_IDR_1_369",0.628538023062472
"Q6VN20_IDR_345_504",0.555667733807432
"Q6VUC0_IDR_1_57",0.392958583689012
"Q6VUC0_IDR_68_206",0.607041416310988
"Q6VY07_IDR_1_95",0.195096027244
"Q6VY07_IDR_259_335",0.263932304077407
"Q6VY07_IDR_345_542",0.263001658488641
"Q6VY07_IDR_761_813",0.277970010189952
"Q6W0C5_IDR_1_57",0.503203882536992
"Q6W0C5_IDR_77_130",0.496796117463008
"Q6W2J9_IDR_1_1456",1
"Q6W3E5_IDR_493_623",1
"Q6W4X9_IDR_1224_2285",0.499264300484707
"Q6W4X9_IDR_2295_2343",0.500735699515292
"Q6W5P4_IDR_1_39",1
"Q6WKZ4_IDR_155_1218",1
"Q6WRI0_IDR_667_744",0.312860046580425
"Q6WRI0_IDR_861_916",0.290905125333039
"Q6WRI0_IDR_935_1398",0.396234828086536
"Q6X4T0_IDR_1_34",0.498140886732344
"Q6X4T0_IDR_60_127",0.501859113267656
"Q6Y2X3_IDR_654_702",0.477552704941139
"Q6Y7W6_IDR_1047_1119",0.2166197393579
"Q6Y7W6_IDR_1197_1269",0.265469747985806
"Q6Y7W6_IDR_595_1045",0.258393955371921
"Q6Y7W6_IDR_86_524",0.259516557284374
"Q6YBV0_IDR_1_56",1
"Q6YI46_IDR_1_128",0.511051426852831
"Q6YI46_IDR_348_380",0.488948573147169
"Q6YP21_IDR_1_41",1
"Q6ZMB0_IDR_1_79",1
"Q6ZMB5_IDR_1_43",1
"Q6ZMC9_IDR_291_328",1
"Q6ZMD2_IDR_1_38",1
"Q6ZMG9_IDR_334_384",1
"Q6ZMH5_IDR_1_32",0.298602802982321
"Q6ZMH5_IDR_308_379",0.307725825281458
"Q6ZMH5_IDR_70_153",0.393671371736221
"Q6ZMI0_IDR_149_263",0.199549791763248
"Q6ZMI0_IDR_30_112",0.167663524540048
"Q6ZMI0_IDR_446_700",0.265067674447439
"Q6ZMT4_IDR_479_941",0.759406575608153
"Q6ZMT9_IDR_1_164",1
"Q6ZMV5_IDR_653_832",1
"Q6ZMV9_IDR_380_423",0.288961778266394
"Q6ZMV9_IDR_433_556",0.418858621111465
"Q6ZMV9_IDR_692_782",0.292179600622141
"Q6ZMW2_IDR_61_270",1
"Q6ZMW3_IDR_1277_1355",0.504498539323788
"Q6ZMW3_IDR_607_671",0.495501460676212
"Q6ZMY3_IDR_1178_1216",0.227493299019606
"Q6ZMY3_IDR_1_605",0.275077795666978
"Q6ZMY3_IDR_700_859",0.28804728496844
"Q6ZMY3_IDR_990_1096",0.209381620344975
"Q6ZMY9_IDR_64_177",1
"Q6ZMZ0_IDR_1_114",0.61664163820421
"Q6ZMZ0_IDR_443_732",0.38335836179579
"Q6ZMZ3_IDR_890_926",1
"Q6ZN01_IDR_1_371",1
"Q6ZN04_IDR_1_60",0.334486238478885
"Q6ZN04_IDR_244_320",0.327349212632393
"Q6ZN19_IDR_1_87",1
"Q6ZN28_IDR_1_67",0.534557799855155
"Q6ZN28_IDR_99_135",0.465442200144845
"Q6ZN30_IDR_265_819",0.645169681644572
"Q6ZN30_IDR_52_83",0.109882260300766
"Q6ZN30_IDR_874_918",0.128366742049061
"Q6ZN30_IDR_966_1022",0.116581316005601
"Q6ZN32_IDR_147_215",0.4937818977903
"Q6ZN32_IDR_280_361",0.5062181022097
"Q6ZN44_IDR_357_427",1
"Q6ZN54_IDR_1_129",1
"Q6ZN57_IDR_1_103",1
"Q6ZN79_IDR_60_171",1
"Q6ZN84_IDR_174_345",1
"Q6ZNA4_IDR_1_830",0.717653236183827
"Q6ZNA4_IDR_892_938",0.282346763816173
"Q6ZNB6_IDR_1_126",1
"Q6ZNC4_IDR_1_386",1
"Q6ZNE5_IDR_404_434",0.491179955931358
"Q6ZNE5_IDR_436_471",0.508820044068642
"Q6ZNE9_IDR_177_409",1
"Q6ZNG0_IDR_64_169",1
"Q6ZNG2_IDR_131_187",0.302675821182036
"Q6ZNG2_IDR_1_41",0.225235932752387
"Q6ZNG2_IDR_239_339",0.225134040001861
"Q6ZNG2_IDR_47_99",0.246954206063716
"Q6ZNG9_IDR_445_492",1
"Q6ZNH5_IDR_1_189",1
"Q6ZQN5_IDR_188_296",0.421081435329191
"Q6ZQN5_IDR_48_80",0.578918564670809
"Q6ZQN7_IDR_1_85",0.486459860657883
"Q6ZQN7_IDR_694_724",0.513540139342117
"Q6ZQQ2_IDR_45_1576",1
"Q6ZQR2_IDR_1_111",0.377565772385977
"Q6ZQR2_IDR_182_219",0.286524563873727
"Q6ZQR2_IDR_221_271",0.335909663740296
"Q6ZQY2_IDR_1_50",1
"Q6ZR08_IDR_1_86",1
"Q6ZR62_IDR_1_55",0.440127928373643
"Q6ZR62_IDR_224_263",0.559872071626357
"Q6ZRC1_IDR_106_242",0.532368342900474
"Q6ZRC1_IDR_1_50",0.467631657099526
"Q6ZRF8_IDR_358_408",0.514334909941012
"Q6ZRF8_IDR_546_634",0.485665090058988
"Q6ZRH7_IDR_1121_1159",1
"Q6ZRI0_IDR_1475_2050",0.367143522428397
"Q6ZRI0_IDR_1_92",0.632856477571603
"Q6ZRI6_IDR_1_764",0.698953800547811
"Q6ZRI6_IDR_927_996",0.301046199452189
"Q6ZRI8_IDR_130_225",0.375761415069925
"Q6ZRI8_IDR_457_547",0.624238584930075
"Q6ZRK6_IDR_166_1079",1
"Q6ZRP0_IDR_1_53",0.410067964772667
"Q6ZRP0_IDR_169_262",0.589932035227333
"Q6ZRP7_IDR_1_50",0.445650494912104
"Q6ZRP7_IDR_566_698",0.554349505087896
"Q6ZRS2_IDR_1_92",0.213364643566586
"Q6ZRS2_IDR_224_600",0.199624398910172
"Q6ZS11_IDR_141_254",0.557395393468131
"Q6ZS11_IDR_533_566",0.442604606531869
"Q6ZS17_IDR_1_71",0.299114017716968
"Q6ZS17_IDR_325_790",0.393635424746777
"Q6ZS17_IDR_831_889",0.307250557536255
"Q6ZS27_IDR_1_156",1
"Q6ZS30_IDR_1279_1434",0.539786605906723
"Q6ZS30_IDR_1853_1883",0.460213394093277
"Q6ZS72_IDR_1_127",1
"Q6ZS81_IDR_1_38",0.239063265531315
"Q6ZS81_IDR_1833_1867",0.251540483987118
"Q6ZS81_IDR_2293_2369",0.254053685830041
"P46199_IDR_57_87",1
"P46527_IDR_1_33",0.468443727844719
"P46527_IDR_91_198",0.531556272155281
"P46531_IDR_1775_1838",0.187142423112511
"P46531_IDR_2120_2519",0.5444836051063
"P46531_IDR_2521_2555",0.268373971781189
"P46695_IDR_1_141",1
"P46721_IDR_627_670",1
"P46734_IDR_1_43",1
"P46776_IDR_1_38",1
"P46781_IDR_163_194",1
"P46783_IDR_95_165",1
"P46821_IDR_504_2352",1
"P46934_IDR_126_194",0.130728026476103
"P46934_IDR_1_33",0.119856506257394
"P47872_IDR_410_440",1
"P47897_IDR_190_225",1
"P47898_IDR_1_38",0.511837073654156
"P47898_IDR_232_274",0.488162926345844
"P47900_IDR_1_40",0.514316848246204
"P47900_IDR_340_373",0.485683151753796
"P47901_IDR_238_274",0.452773505180713
"P47901_IDR_359_424",0.547226494819287
"P47902_IDR_1_160",0.429700946656588
"P47902_IDR_205_265",0.570299053343412
"P47914_IDR_1_159",1
"P47928_IDR_115_161",0.594112903871967
"P47928_IDR_1_60",0.405887096128033
"P47972_IDR_87_216",1
"P47974_IDR_19_153",0.511127518699769
"P47974_IDR_219_482",0.488872481300231
"P47985_IDR_1_63",1
"P48023_IDR_27_141",1
"P48029_IDR_1_52",0.490417006319146
"P48378_IDR_275_334",0.403601188049286
"P48378_IDR_673_723",0.596398811950714
"P48380_IDR_1_31",0.264488411776526
"P48380_IDR_264_324",0.337195338734355
"P48380_IDR_658_749",0.398316249489118
"P48382_IDR_170_207",0.612851299390153
"P48382_IDR_233_616",0.387148700609847
"P48426_IDR_288_330",1
"P48431_IDR_1_317",1
"P48436_IDR_1_440",0.77131716317031
"P48436_IDR_457_497",0.22868283682969
"P48443_IDR_1_133",1
"P48444_IDR_159_268",1
"P48454_IDR_465_512",1
"P48544_IDR_1_48",0.488439075299428
"P48544_IDR_373_419",0.511560924700572
"P48546_IDR_413_466",1
"P48547_IDR_451_511",1
"P48549_IDR_1_43",0.629477785046759
"P48549_IDR_367_501",0.370522214953241
"P48736_IDR_1_33",1
"P48742_IDR_306_389",1
"P48751_IDR_1_316",0.236211164341685
"P48751_IDR_428_501",0.537745334836345
"P48751_IDR_630_673",0.22604350082197
"P48764_IDR_1_38",0.521019832359655
"P48764_IDR_549_834",0.478980167640345
"P48775_IDR_1_37",1
"P48788_IDR_141_182",1
"P48995_IDR_1_38",1
"P49006_IDR_1_195",1
"P49019_IDR_314_381",1
"P49023_IDR_1_347",1
"P49069_IDR_1_181",1
"P49116_IDR_180_353",1
"P49137_IDR_1_53",0.587272107227308
"P49137_IDR_367_400",0.412727892772692
"P49146_IDR_1_42",0.545348252657148
"P49448_IDR_1_61",1
"P49450_IDR_1_44",1
"P49454_IDR_1065_1791",0.247509288276654
"P49454_IDR_1_306",0.206069885925384
"P49454_IDR_1834_1885",0.198545484908812
"P49454_IDR_2788_3114",0.153924778718149
"P49454_IDR_606_846",0.193950562171001
"P49585_IDR_1_56",0.448083117276802
"P49585_IDR_303_367",0.551916882723198
"P49591_IDR_476_514",1
"P49593_IDR_421_454",1
"P49619_IDR_80_154",1
"P49640_IDR_1_186",0.636911388840004
"P49640_IDR_355_407",0.363088611159996
"P49641_IDR_1_41",1
"P49643_IDR_458_509",1
"P49674_IDR_297_416",1
"P49683_IDR_1_49",1
"P49685_IDR_322_360",1
"P49711_IDR_1_524",0.610786919925673
"P49771_IDR_163_235",1
"P49788_IDR_1_53",1
"P49790_IDR_1_58",0.579498950732272
"P49790_IDR_60_1475",0.420501049267728
"P49792_IDR_1136_1167",0.1139796386319
"P49792_IDR_1308_1344",0.108980729797399
"P49792_IDR_1806_1853",0.102026486151784
"P49792_IDR_2152_2306",0.105949688820387
"P49792_IDR_2445_2629",0.115722497317728
"P49792_IDR_2741_2836",0.105141566253854
"P49792_IDR_751_860",0.24616251588885
"P49792_IDR_978_1134",0.102036877138098
"P49795_IDR_1_76",1
"P49796_IDR_1002_1059",0.397890569670175
"P49796_IDR_381_420",0.280242813089349
"P49796_IDR_670_999",0.321866617240476
"P49802_IDR_205_252",0.490688778183485
"P49802_IDR_452_495",0.509311221816515
"P49810_IDR_1_103",1
"P49815_IDR_922_978",0.171117371657623
"P50747_IDR_25_157",1
"P50749_IDR_73_173",1
"P50750_IDR_322_372",1
"P50851_IDR_1_34",0.259969870329716
"P50851_IDR_1462_1535",0.286734716075267
"P50851_IDR_1548_1804",0.199769928330715
"P50851_IDR_930_1300",0.253525485264302
"P50914_IDR_129_215",1
"P50993_IDR_1_32",1
"P50995_IDR_1_189",1
"P51531_IDR_1332_1404",0.229199144418087
"P51531_IDR_1_334",0.350519158977359
"P51531_IDR_1509_1590",0.191749956819319
"P51531_IDR_510_697",0.228531739785236
"P51532_IDR_1254_1299",0.141465227482176
"P51532_IDR_1352_1454",0.143398279110375
"P51532_IDR_1_355",0.284912831278413
"P51532_IDR_1567_1647",0.154935094504962
"P51532_IDR_526_642",0.135671852238913
"P51532_IDR_645_699",0.139616715385162
"P51787_IDR_400_502",0.367091653955969
"P51787_IDR_619_676",0.331490295954517
"P51788_IDR_32_63",0.423081229391634
"P51788_IDR_644_772",0.270127885212194
"P51788_IDR_852_898",0.306790885396171
"P51790_IDR_1_76",1
"P51797_IDR_1_41",1
"P51798_IDR_1_91",1
"P51810_IDR_319_379",1
"P51811_IDR_401_444",1
"P51812_IDR_1_44",1
"P51813_IDR_152_207",1
"P51815_IDR_1_42",0.538855690968258
"P52292_IDR_18_72",1
"P52294_IDR_1_80",1
"P52298_IDR_126_156",1
"P52429_IDR_1_52",1
"P52564_IDR_1_32",1
"P52569_IDR_437_480",0.503132390237624
