"","GO0034660_ncRNA_metabolic_process"
"P50851_IDR_1462_1535",0.242909873854496
"P50851_IDR_1548_1804",0.231347850109079
"P50851_IDR_930_1300",0.268744219348231
"P50914_IDR_129_215",1
"P50993_IDR_1_32",1
"P50995_IDR_1_189",1
"P51531_IDR_1332_1404",0.25144525890818
"P51531_IDR_1_334",0.187549782178148
"P51531_IDR_1509_1590",0.286424614563461
"P51531_IDR_510_697",0.274580344350211
"P51532_IDR_1254_1299",0.161282653796135
"P51532_IDR_1352_1454",0.196209794001903
"P51532_IDR_1_355",0.13235193289832
"P51532_IDR_1567_1647",0.175531571686802
"P51532_IDR_526_642",0.167574661461937
"P51532_IDR_645_699",0.167049386154902
"P51787_IDR_400_502",0.361375742707295
"P51787_IDR_619_676",0.316988671313147
"P51788_IDR_32_63",0.338834049130568
"P51788_IDR_644_772",0.340719993281659
"P51788_IDR_852_898",0.320445957587773
"P51790_IDR_1_76",1
"P51797_IDR_1_41",1
"P51798_IDR_1_91",1
"P51810_IDR_319_379",1
"P51811_IDR_401_444",1
"P51812_IDR_1_44",1
"P51813_IDR_152_207",1
"P51815_IDR_1_42",0.472756309350456
"P52292_IDR_18_72",1
"P52294_IDR_1_80",1
"P52298_IDR_126_156",1
"P52429_IDR_1_52",1
"P52564_IDR_1_32",1
"P52569_IDR_437_480",0.460900233179701
"P52569_IDR_607_658",0.539099766820299
"P52594_IDR_130_562",1
"P52597_IDR_365_401",1
"P52630_IDR_702_790",1
"P52655_IDR_58_331",1
"P52701_IDR_1_86",0.38437649223994
"P52848_IDR_1_80",1
"P52849_IDR_1_35",0.491830483538854
"P52849_IDR_41_82",0.508169516461146
"P52926_IDR_1_109",1
"P52943_IDR_81_122",1
"P52945_IDR_1_189",0.482486527027871
"P52945_IDR_198_283",0.517513472972129
"P52948_IDR_1_350",0.322683501838249
"P52948_IDR_370_728",0.338414794376471
"P52951_IDR_1_251",1
"P52948_IDR_888_1105",0.33890170378528
"P53804_IDR_1179_1290",0.162933293574666
"P53804_IDR_1342_1458",0.141780811367196
"P53804_IDR_1731_1839",0.138906787538797
"P53804_IDR_1899_1951",0.157864622895423
"P53804_IDR_392_480",0.178021778100506
"P53804_IDR_745_808",0.220492706523412
"P53805_IDR_1_58",1
"P53814_IDR_1_797",1
"P53985_IDR_201_242",0.456979611009741
"P53985_IDR_446_500",0.543020388990259
"P53992_IDR_1_323",1
"P53999_IDR_1_60",1
"P54098_IDR_1_67",0.406144251647502
"P54098_IDR_498_533",0.593855748352498
"P54105_IDR_138_237",1
"P54132_IDR_1290_1417",0.521547402902386
"P54132_IDR_1_642",0.478452597097614
"P54198_IDR_399_447",0.490926136528643
"P54198_IDR_470_664",0.509073863471357
"P54219_IDR_89_133",0.478504428647123
"P54646_IDR_338_399",0.5052224291012
"P54646_IDR_475_533",0.4947775708988
"P54707_IDR_1_46",1
"P54725_IDR_80_159",1
"P54727_IDR_231_273",0.51077549541158
"P54727_IDR_78_180",0.48922450458842
"P54750_IDR_435_494",1
"P54756_IDR_1_35",1
"P54821_IDR_1_245",1
"P54826_IDR_1_42",0.448054362316962
"P54826_IDR_247_328",0.551945637683038
"P54829_IDR_132_162",0.495008709343385
"P54829_IDR_1_91",0.504991290656615
"P54840_IDR_623_703",1
"P54845_IDR_1_136",1
"P54868_IDR_1_43",1
"P55001_IDR_1_100",1
"P55010_IDR_147_229",0.575253847793266
"P55010_IDR_387_425",0.424746152206734
"P55011_IDR_1_204",0.481175306791778
"P55196_IDR_1106_1824",0.335642192578544
"P55196_IDR_139_203",0.358926025593789
"P55196_IDR_543_595",0.305431781827667
"P55201_IDR_49_87",0.18708552824258
"P55197_IDR_199_1035",1
"P55198_IDR_180_1093",1
"P55201_IDR_122_173",0.202828640806903
"P55201_IDR_453_507",0.208688446533632
"P55201_IDR_752_788",0.214959137055137
"P55201_IDR_795_1073",0.186438247361749
"P55209_IDR_131_163",0.351386893542051
"P55209_IDR_1_35",0.318631825434901
"P55209_IDR_348_391",0.329981281023048
"P55210_IDR_1_56",1
"P55211_IDR_95_147",1
"P55212_IDR_1_33",1
"P55265_IDR_1_125",0.231285027293587
"P55265_IDR_204_292",0.260462119293606
"P55265_IDR_359_453",0.255118540348067
"P55265_IDR_576_607",0.253134313064741
"P55899_IDR_325_365",1
"P56159_IDR_348_414",0.505078400237808
"P56159_IDR_416_465",0.494921599762192
"P56177_IDR_1_255",1
"P56178_IDR_1_155",0.499726625360409
"P56178_IDR_158_280",0.500273374639591
"P56180_IDR_1_76",1
"P56181_IDR_1_108",1
"P56182_IDR_233_292",0.41488166550139
"P56182_IDR_343_461",0.58511833449861
"P56211_IDR_1_112",1
"P56270_IDR_1_336",0.501120618062971
"P56270_IDR_427_477",0.498879381937029
"P56373_IDR_363_397",1
"P56524_IDR_1046_1084",0.53248087790231
"P56524_IDR_1_652",0.46751912209769
"P56645_IDR_1_49",0.356476300994893
"P56545_IDR_398_445",1
"P56645_IDR_416_785",0.317005110102855
"P56645_IDR_875_1095",0.326518588902253
"P56945_IDR_51_489",0.473887039122762
"P56945_IDR_600_739",0.526112960877238
"P56962_IDR_206_238",0.327270160677969
"P56962_IDR_258_302",0.347155787328827
"P56962_IDR_28_169",0.325574051993204
"P56975_IDR_118_288",0.235297461689076
"P56975_IDR_1_48",0.264444420466739
"P56975_IDR_312_360",0.261095448671722
"P56975_IDR_387_621",0.239162669172463
"P57052_IDR_87_281",1
"P57053_IDR_1_36",1
"P57054_IDR_1_31",1
"P57055_IDR_115_190",0.546841561918426
"P57055_IDR_1_35",0.453158438081574
"P57057_IDR_251_314",1
"P57058_IDR_1_38",0.513967214265291
"P57058_IDR_390_698",0.486032785734709
"P57059_IDR_350_755",1
"P57073_IDR_1_446",1
"P57077_IDR_1_131",1
"P57768_IDR_1_102",0.45097232389908
"P57768_IDR_247_331",0.54902767610092
"P57771_IDR_1_42",1
"P57773_IDR_112_144",0.549005722348256
"P57773_IDR_245_515",0.450994277651744
"P57789_IDR_1_50",0.385770108986119
"P57789_IDR_327_538",0.614229891013881
"P57796_IDR_1_103",1
"P58004_IDR_220_301",1
"P58005_IDR_271_316",1
"P59923_IDR_245_449",0.516378517580133
"P59942_IDR_25_63",1
"P59990_IDR_1_95",1
"P59991_IDR_1_146",1
"P60006_IDR_46_121",1
"P60014_IDR_1_249",1
"P60153_IDR_1_32",1
"P60321_IDR_27_58",1
"P60323_IDR_113_173",0.474516723255408
"P60323_IDR_21_53",0.525483276744592
"P61296_IDR_1_110",0.465627515468545
"P61296_IDR_160_203",0.534372484531455
"P61313_IDR_155_204",1
"P61328_IDR_1_38",0.499550352785583
"P61328_IDR_209_243",0.500449647214417
"P61366_IDR_30_133",1
"P61371_IDR_139_182",0.498441184363388
"P61371_IDR_233_349",0.501558815636612
"P61587_IDR_201_244",1
"P61647_IDR_40_94",1
"P62753_IDR_163_249",1
"P62807_IDR_1_35",1
"P62847_IDR_93_133",1
"P62851_IDR_1_42",1
"P62910_IDR_1_32",1
"P62955_IDR_209_275",1
"P62995_IDR_1_114",0.480820056128184
"P62995_IDR_209_288",0.519179943871816
"P63010_IDR_587_679",1
"P63027_IDR_1_43",1
"P63162_IDR_86_240",1
"P63252_IDR_1_41",0.484069947280379
"P63252_IDR_366_427",0.515930052719621
"P67809_IDR_119_324",0.563300578374643
"P67809_IDR_1_50",0.436699421625357
"P68400_IDR_332_391",1
"P68543_IDR_1_58",1
"P78310_IDR_264_346",1
"P78345_IDR_210_283",0.448097515032929
"P78345_IDR_57_101",0.551902484967071
"P78347_IDR_191_348",0.264432911991251
"P78347_IDR_655_718",0.246186513836212
"P78347_IDR_815_846",0.24579732817933
"P78347_IDR_951_998",0.243583245993207
"P78348_IDR_469_506",1
"P78352_IDR_1_34",0.499386272944189
"P78352_IDR_253_292",0.500613727055811
"P78356_IDR_293_335",1
"P78357_IDR_1230_1284",0.489689130686961
"P78357_IDR_1311_1384",0.510310869313039
"P78358_IDR_1_84",1
"P78362_IDR_1_59",0.363389898939441
"P78362_IDR_248_510",0.636610101060559
"P78363_IDR_1165_1200",0.494523761547235
"P78363_IDR_1279_1340",0.505476238452765
"P78364_IDR_1_934",1
"P78367_IDR_1_212",1
"P78368_IDR_1_38",0.520543979669938
"P78426_IDR_287_367",0.57227849070354
"P78504_IDR_1094_1218",1
"P78508_IDR_344_379",1
"P78524_IDR_1_683",1
"P78527_IDR_2030_2079",0.470798035344457
"P78527_IDR_2662_2733",0.529201964655543
"P78536_IDR_189_220",0.552205056240473
"P78536_IDR_696_794",0.447794943759527
"P78537_IDR_1_34",1
"P78545_IDR_144_270",1
"P78549_IDR_1_85",1
"P78552_IDR_1_31",1
"P78559_IDR_296_2686",1
"P78562_IDR_1_48",1
"P78563_IDR_155_224",0.391967341555625
"P78563_IDR_1_77",0.608032658444375
"P79522_IDR_1_156",1
"P80162_IDR_1_43",1
"P80192_IDR_1_51",0.518514852421037
"P82094_IDR_834_996",0.522741378038609
"P82673_IDR_1_63",1
"P82675_IDR_179_210",1
"P82909_IDR_1_72",1
"P82912_IDR_37_70",1
"P82970_IDR_1_282",1
"P82979_IDR_1_210",1
"P82987_IDR_1137_1169",1
"P83105_IDR_1_35",1
"P83111_IDR_1_98",0.394441325879628
"P83111_IDR_251_286",0.605558674120372
"P83369_IDR_228_334",0.469781053347508
"P83369_IDR_66_147",0.530218946652492
"P83731_IDR_60_157",1
"P83859_IDR_78_128",1
"P83916_IDR_73_114",1
"P84098_IDR_55_95",1
"P84101_IDR_1_59",1
"P84103_IDR_83_164",1
"P98082_IDR_1_34",0.535176574072017
"P98082_IDR_175_770",0.464823425927983
"P98088_IDR_1338_1371",0.124403367505698
"P98088_IDR_1481_1576",0.120124665823262
"P98088_IDR_1680_1737",0.121023621913978
"P98088_IDR_1849_1948",0.121825919996488
"P98179_IDR_82_157",1
"P98182_IDR_57_226",1
"Q00013_IDR_33_63",1
"Q00056_IDR_26_190",0.477233466287391
"Q00056_IDR_271_320",0.522766533712609
"Q00325_IDR_1_54",1
"Q00444_IDR_8_143",1
"Q00536_IDR_1_114",1
"Q00537_IDR_1_183",1
"Q00577_IDR_1_60",0.442837016195621
"Q00LT1_IDR_20_54",1
"Q01064_IDR_445_477",0.49651745151718
"Q01064_IDR_499_536",0.50348254848282
"Q01081_IDR_188_240",1
"Q01082_IDR_2088_2215",0.51173893987982
"Q01082_IDR_2308_2364",0.48826106012018
"Q01094_IDR_1_33",0.328308373259167
"Q01094_IDR_303_383",0.312998361385594
"Q01094_IDR_38_125",0.35869326535524
"Q01101_IDR_1_266",0.336507782185552
"Q01484_IDR_1567_3957",0.495833866585432
"Q01518_IDR_215_255",0.486766573488687
"Q01518_IDR_277_317",0.513233426511313
"Q01534_IDR_1_106",1
"Q01538_IDR_1_1011",1
"Q01543_IDR_1_119",0.498161744948363
"Q01543_IDR_200_262",0.501838255051637
"Q01546_IDR_1_59",0.513905349314883
"Q01546_IDR_512_638",0.486094650685117
"Q01628_IDR_1_40",1
"Q01629_IDR_1_39",1
"Q01650_IDR_1_41",1
"Q01664_IDR_103_338",0.500057496189542
"Q01664_IDR_1_71",0.499942503810458
"Q01668_IDR_1_100",0.166370486676123
"Q01668_IDR_1621_2062",0.16355674447474
"Q01668_IDR_2109_2157",0.188908570151384
"Q01668_IDR_449_493",0.210301817695383
"Q01668_IDR_760_847",0.27086238100237
"Q01726_IDR_1_34",1
"Q01851_IDR_1_263",1
"Q01860_IDR_1_137",1
"Q01892_IDR_1_166",1
"Q01954_IDR_187_374",0.469809239829718
"Q01954_IDR_377_925",0.530190760170282
"Q01955_IDR_1_1423",1
"Q01959_IDR_1_59",1
"Q01968_IDR_136_209",1
"Q01970_IDR_1194_1234",0.232242297956347
"Q01970_IDR_468_582",0.361506342707812
"Q01970_IDR_866_1111",0.40625135933584
"Q01973_IDR_1_44",0.331404436376702
"Q01973_IDR_428_464",0.356029675639666
"Q01973_IDR_751_937",0.312565887983632
"Q01974_IDR_429_462",0.530559151649882
"Q01974_IDR_752_943",0.469440848350118
"Q02040_IDR_270_378",0.539451323064676
"Q02040_IDR_381_695",0.460548676935324
"Q02078_IDR_72_507",1
"Q02080_IDR_89_365",1
"Q02297_IDR_269_640",0.293618304830675
"Q02318_IDR_1_53",1
"Q02363_IDR_1_32",0.513558090167313
"Q02363_IDR_84_134",0.486441909832687
"Q02383_IDR_1_582",1
"Q02386_IDR_52_163",1
"Q02388_IDR_1168_2789",1
"Q02410_IDR_1_439",0.51028433058142
"Q02410_IDR_481_511",0.48971566941858
"Q02413_IDR_772_805",0.502655341685329
"Q02413_IDR_959_1049",0.497344658314671
"Q02446_IDR_1_55",0.147523410057904
"Q02446_IDR_211_253",0.139241062220393
"Q02446_IDR_275_456",0.135391747999199
"Q02446_IDR_476_515",0.139857476483177
"Q02446_IDR_57_151",0.139874828823254
"Q02446_IDR_587_618",0.144473330794222
"Q02446_IDR_729_759",0.153638143621852
"Q02447_IDR_1_108",0.508007267529363
"Q02447_IDR_274_443",0.491992732470637
"Q02818_IDR_356_461",0.540216530939968
"Q02833_IDR_209_373",0.473502805701978
"Q02833_IDR_90_200",0.526497194298022
"Q02878_IDR_1_139",1
"Q02880_IDR_1206_1626",0.584488516748004
"Q02880_IDR_1_52",0.415511483251996
"Q02930_IDR_1_382",0.493498120665815
"Q02930_IDR_440_508",0.506501879334185
"Q02952_IDR_1_1782",1
"Q02962_IDR_128_264",1
"Q03014_IDR_1_270",1
"Q03052_IDR_1_251",0.480049799191065
"Q03052_IDR_393_451",0.519950200808935
"Q03060_IDR_1_54",0.497539970610376
"Q03060_IDR_75_166",0.502460029389624
"Q03111_IDR_146_489",1
"Q03112_IDR_1_49",0.329550091690463
"Q03112_IDR_190_377",0.329067710249418
"Q03112_IDR_386_1230",0.341382198060119
"Q03135_IDR_1_54",1
"Q03468_IDR_1010_1249",0.211344625121145
"Q03468_IDR_1318_1423",0.159997181923635
"Q03468_IDR_156_456",0.322621766731899
"Q03692_IDR_17_542",1
"Q03701_IDR_1018_1054",0.21370810843348
"Q03701_IDR_1_38",0.183773833659177
"Q03701_IDR_625_691",0.159026372716131
"Q03701_IDR_824_973",0.264343491660607
"Q03701_IDR_90_166",0.179148193530605
"Q03721_IDR_164_201",0.531370397920039
"Q03721_IDR_486_586",0.468629602079961
"Q03828_IDR_1_191",0.507859779358224
"Q03828_IDR_292_476",0.492140220641776
"Q03923_IDR_58_145",1
"Q03933_IDR_189_248",0.264630323057058
"Q03933_IDR_251_365",0.241375005468508
"Q03933_IDR_383_438",0.251773386605259
"Q03933_IDR_459_499",0.242221284869175
"Q05519_IDR_118_186",0.403577208711091
"Q05519_IDR_194_484",0.596422791288909
"Q05586_IDR_863_938",1
"Q05655_IDR_293_336",1
"Q05682_IDR_1_793",1
"Q05707_IDR_1378_1421",0.523959284327335
"Q05707_IDR_1425_1796",0.476040715672665
"Q05901_IDR_353_384",1
"Q05925_IDR_1_304",1
"Q05932_IDR_1_41",1
"Q06481_IDR_1_41",0.300655931528494
"Q06481_IDR_206_318",0.384597389940849
"Q06481_IDR_568_710",0.314746678530657
"Q06495_IDR_604_639",1
"Q06546_IDR_126_158",0.512438292561923
"Q06546_IDR_275_315",0.487561707438077
"Q06587_IDR_124_260",0.50554640847354
"Q06587_IDR_286_352",0.49445359152646
"Q06643_IDR_1_85",1
"Q07325_IDR_94_125",1
"Q07326_IDR_29_77",1
"Q07343_IDR_1_311",0.45864409984943
"Q07343_IDR_685_736",0.54135590015057
"Q07352_IDR_180_324",0.493118311046062
"Q07352_IDR_19_114",0.506881688953938
"Q07444_IDR_1_110",1
"Q07617_IDR_112_158",0.187041184687277
"Q07617_IDR_166_198",0.185932204630603
"Q07617_IDR_325_445",0.248920752413229
"Q07617_IDR_574_619",0.173397832141038
"Q07617_IDR_741_799",0.204708026127853
"Q07627_IDR_1_169",1
"Q07666_IDR_1_99",0.51069367157416
"Q07666_IDR_274_443",0.48930632842584
"Q07687_IDR_1_328",1
"Q07699_IDR_178_218",1
"Q08174_IDR_880_934",0.570908288755395
"Q08209_IDR_483_521",1
"Q08211_IDR_1152_1217",0.360506015611694
"Q08211_IDR_297_350",0.317391422849733
"Q08211_IDR_86_134",0.322102561538572
"Q08289_IDR_187_280",0.300660347609956
"Q08289_IDR_1_91",0.308942689788162
"Q08289_IDR_468_651",0.390396962601882
"Q08345_IDR_377_454",0.5056927588384
"Q08345_IDR_465_599",0.4943072411616
"Q08357_IDR_219_480",1
"Q08378_IDR_1352_1498",0.529871068595139
"Q08378_IDR_1_432",0.470128931404861
"Q08379_IDR_1_206",0.308597231370896
"Q08379_IDR_431_605",0.357954409945321
"Q08379_IDR_611_957",0.333448358683782
"Q08AG5_IDR_341_449",0.488364915799702
"Q08AM6_IDR_335_392",0.517347777548406
"Q08AM6_IDR_474_521",0.482652222451594
"Q08AN1_IDR_51_183",1
"Q08ER8_IDR_63_198",1
"Q08J23_IDR_1_35",0.330322541855615
"Q08J23_IDR_434_511",0.334073456822261
"Q08J23_IDR_708_767",0.335604001322124
"Q09013_IDR_360_395",0.506769457267542
"Q09013_IDR_411_629",0.493230542732458
"Q09019_IDR_386_423",0.273806637819076
"Q09019_IDR_38_94",0.242459838500926
"Q09019_IDR_452_575",0.244531740612831
"Q09019_IDR_634_674",0.239201783067167
"Q0D2I5_IDR_522_559",0.343884744757162
"Q0D2J5_IDR_48_142",1
"Q0D2K3_IDR_1_53",1
"Q0IIM8_IDR_1030_1071",0.325180611832817
"Q0IIM8_IDR_394_429",0.335426292342062
"Q0IIM8_IDR_913_960",0.339393095825121
"Q0JRZ9_IDR_256_540",1
"Q0P641_IDR_141_193",1
"Q0P651_IDR_268_336",1
"Q0P670_IDR_90_501",1
"Q0P6D2_IDR_1_44",1
"Q0P6D6_IDR_1_42",0.40764512959869
"Q0P6D6_IDR_51_864",0.59235487040131
"Q0P6H9_IDR_1_51",1
"Q0VAA2_IDR_1_77",1
"Q0VAQ4_IDR_1_97",1
"Q0VD83_IDR_32_1078",1
"Q0VD86_IDR_128_172",0.531521829979653
"Q0VD86_IDR_1_40",0.468478170020347
"Q0VDD7_IDR_1_668",1
"Q10570_IDR_895_925",0.34181284237548
"Q10571_IDR_1_1200",1
"Q10586_IDR_1_275",1
"Q10587_IDR_109_253",0.655986742445161
"Q10587_IDR_1_82",0.344013257554839
"Q10588_IDR_1_31",1
"Q10589_IDR_131_180",1
"Q11130_IDR_1_43",1
"Q11201_IDR_1_34",1
"Q12756_IDR_1091_1124",0.196730121890399
"Q12756_IDR_1402_1443",0.192970070711922
"Q12756_IDR_1467_1558",0.187959682649278
"Q12756_IDR_659_695",0.215914715791038
"Q12756_IDR_948_987",0.206425408957363
"Q12767_IDR_440_545",0.527784027978386
"Q12767_IDR_886_930",0.472215972021613
"Q12769_IDR_1_34",1
"Q12770_IDR_454_496",0.326827441124334
"Q12770_IDR_818_855",0.350763524831079
"Q12770_IDR_924_957",0.322409034044587
"Q12802_IDR_2440_2526",0.257077743486308
"Q12802_IDR_2542_2572",0.238348008766713
"Q12802_IDR_2667_2803",0.274569762723845
"Q12802_IDR_288_1952",0.230004485023134
"Q12809_IDR_135_369",0.506935661283017
"Q12809_IDR_866_1159",0.493064338716983
"Q12815_IDR_1_703",1
"Q12816_IDR_1_439",0.527958784021766
"Q12816_IDR_648_1431",0.472041215978234
"Q12824_IDR_66_163",1
"Q12829_IDR_238_278",1
"Q12830_IDR_1050_1794",0.154192929464598
"Q12830_IDR_1_222",0.164344097950184
"Q12830_IDR_1972_2010",0.135409443311338
"Q12830_IDR_2014_2113",0.128617742639636
"Q12830_IDR_2120_2294",0.113831636771658
"Q12830_IDR_2328_2863",0.133209161473032
"Q12830_IDR_562_776",0.170394988389553
"Q12834_IDR_1_107",1
"Q12837_IDR_1_253",1
"Q12887_IDR_1_49",0.47944270405435
"Q12887_IDR_63_138",0.52055729594565
"Q12888_IDR_1604_1714",0.534195031568246
"Q12888_IDR_26_1485",0.465804968431754
"Q12889_IDR_386_441",0.495647370759141
"Q12889_IDR_469_590",0.504352629240859
"Q12893_IDR_296_351",1
"Q12901_IDR_60_156",1
"Q12904_IDR_83_147",1
"Q12905_IDR_356_390",1
"Q12906_IDR_340_407",0.257708177711976
"Q12906_IDR_470_517",0.237060529020891
"Q12906_IDR_54_84",0.284251969227771
"Q12906_IDR_591_894",0.220979324039362
"Q12907_IDR_281_356",1
"Q12908_IDR_316_348",1
"Q12918_IDR_16_88",1
"Q12923_IDR_182_305",0.150988177315184
"Q12923_IDR_414_508",0.141154889231124
"Q12926_IDR_1_36",1
"Q12950_IDR_190_439",0.447013785082642
"Q12951_IDR_210_336",1
"Q12952_IDR_135_304",1
"Q12955_IDR_1_41",0.56529950512475
"Q12955_IDR_1439_4377",0.43470049487525
"Q12959_IDR_141_190",0.321415063859495
"Q12959_IDR_65_139",0.325936804934123
"Q12959_IDR_661_695",0.352648131206382
"Q12965_IDR_927_1050",1
"Q12967_IDR_252_364",0.512555715161273
"Q12967_IDR_648_788",0.487444284838727
"Q12968_IDR_1045_1075",0.349501760729237
"Q12968_IDR_56_383",0.326132726201641
"Q12968_IDR_702_1011",0.324365513069122
"Q12972_IDR_130_351",1
"Q12979_IDR_27_86",1
"Q12980_IDR_32_63",0.513009206636089
"Q12980_IDR_417_483",0.486990793363911
"Q12981_IDR_114_145",1
"Q12982_IDR_1_125",1
"Q13023_IDR_2116_2319",0.176640357222101
"Q13029_IDR_1194_1691",0.563452979279017
"Q13029_IDR_154_1192",0.436547020720983
"Q13033_IDR_1_69",0.427403878778394
"Q13033_IDR_81_420",0.572596121221606
"Q13042_IDR_540_620",1
"Q13043_IDR_303_435",1
"Q13045_IDR_405_442",0.375955279805005
"Q13045_IDR_947_977",0.624044720194994
"Q13061_IDR_77_683",1
"Q13064_IDR_1_240",1
"Q13065_IDR_1_117",1
"Q13127_IDR_20_155",0.327812495318012
"Q13127_IDR_411_1054",0.672187504681988
"Q13129_IDR_1_45",0.130735435413345
"Q13129_IDR_1554_1589",0.126408092624024
"Q13129_IDR_1593_1777",0.129153278443405
"Q13129_IDR_1779_1839",0.149707284281449
"Q13129_IDR_483_581",0.165594152532764
"Q13129_IDR_593_672",0.153301433152367
"Q13129_IDR_804_1552",0.145100323552646
"Q13131_IDR_350_404",0.499210699805833
"Q13131_IDR_479_540",0.500789300194167
"Q13201_IDR_978_1061",0.33634989533063
"Q13202_IDR_304_525",0.475483952634376
"Q13202_IDR_528_614",0.524516047365624
"Q13203_IDR_1_68",1
"Q13206_IDR_1_43",0.376436491879109
"Q13206_IDR_507_689",0.306680312234814
"Q13206_IDR_691_857",0.316883195886077
"Q13207_IDR_1_102",0.509258573312283
"Q13207_IDR_270_712",0.490741426687717
"Q13214_IDR_668_749",1
"Q13283_IDR_140_335",0.518207964465575
"Q13283_IDR_416_466",0.481792035534425
"Q13285_IDR_79_174",1
"Q13286_IDR_1_31",0.492589176535207
"Q13286_IDR_234_268",0.507410823464793
"Q13291_IDR_262_301",1
"Q13304_IDR_1_54",1
"Q13308_IDR_725_780",1
"Q13309_IDR_1_75",1
"Q13310_IDR_439_551",1
"Q13315_IDR_831_884",1
"Q13316_IDR_1_513",1
"Q13319_IDR_10_174",0.532129486408821
"Q13319_IDR_330_360",0.467870513591179
"Q13322_IDR_1_165",0.470886252416717
"Q13322_IDR_413_485",0.529113747583283
"Q13323_IDR_20_61",1
"Q13324_IDR_1_33",1
"Q13330_IDR_342_389",0.327535754075917
"Q13330_IDR_429_649",0.329648040048188
"Q13370_IDR_1074_1112",0.306437745374031
"Q13371_IDR_1_52",1
"Q13387_IDR_1_607",1
"Q13393_IDR_140_170",0.33009509953519
"Q13393_IDR_1_50",0.349520101646393
"Q13393_IDR_500_637",0.320384798818417
"Q13398_IDR_1_112",1
"Q13402_IDR_1059_1127",0.446642426216231
"Q13402_IDR_868_998",0.553357573783769
"Q13405_IDR_1_77",1
"Q13409_IDR_1_205",1
"Q13410_IDR_487_526",1
"Q13415_IDR_177_488",1
"Q13416_IDR_30_237",1
"Q13422_IDR_1_222",0.520803014429736
"Q13422_IDR_230_446",0.479196985570264
"Q13425_IDR_59_110",1
"Q13426_IDR_200_336",1
"Q13427_IDR_179_754",1
"Q13428_IDR_21_1488",1
"Q13444_IDR_686_863",1
"Q13451_IDR_421_457",1
"Q13454_IDR_1_46",1
"Q13459_IDR_1040_1492",0.402076883784927
"Q13459_IDR_1915_2157",0.286562220650002
"Q13459_IDR_708_824",0.311360895565071
"Q13461_IDR_157_319",0.497979579485963
"Q13461_IDR_1_70",0.502020420514037
"Q13464_IDR_1318_1354",0.450818470268345
"Q13464_IDR_968_1115",0.549181529731655
"Q13467_IDR_151_186",0.506841996470582
"Q13467_IDR_541_585",0.493158003529418
"Q13469_IDR_119_160",0.264362395569422
"Q13469_IDR_165_360",0.240740448029864
"Q13469_IDR_37_113",0.254469421517964
"Q13469_IDR_680_891",0.24042773488275
"Q13470_IDR_445_585",1
"Q13472_IDR_757_810",0.307263544267793
"Q13472_IDR_853_894",0.320108973356501
"Q13472_IDR_941_1001",0.372627482375706
"Q13505_IDR_1_149",1
"Q13506_IDR_259_289",0.318699723122092
"Q13506_IDR_311_487",0.354154772485174
"Q13506_IDR_78_251",0.327145504392734
"Q13508_IDR_283_365",1
"Q13515_IDR_1_51",1
"Q13516_IDR_1_134",0.570785529216022
"Q13516_IDR_179_323",0.429214470783978
"Q13519_IDR_71_152",1
"Q13520_IDR_252_282",1
"Q13523_IDR_1_660",1
"Q13530_IDR_354_392",1
"Q13535_IDR_413_452",1
"Q13541_IDR_66_118",1
"Q13542_IDR_1_53",0.487617452915974
"Q13542_IDR_55_120",0.512382547084026
"Q13547_IDR_382_482",1
"Q13554_IDR_317_536",1
"Q13557_IDR_308_358",1
"Q13561_IDR_21_109",0.492783354589352
"Q13601_IDR_1_35",0.362226795926723
"Q13601_IDR_247_381",0.637773204073278
"Q13610_IDR_45_113",1
"Q13613_IDR_1_94",1
"Q13614_IDR_1_73",1
"Q13615_IDR_1064_1101",0.331973449214516
"Q13615_IDR_265_306",0.321062472798646
"Q13615_IDR_581_992",0.346964077986838
"Q13619_IDR_1_40",1
"Q13620_IDR_1_193",1
"Q13769_IDR_302_336",0.476645667906434
"Q13772_IDR_157_203",0.23857248690285
"Q13772_IDR_205_260",0.240398906732558
"Q13772_IDR_262_387",0.260519372775697
"Q13772_IDR_434_486",0.260509233588895
"Q13796_IDR_119_1313",0.465639838383642
"Q13796_IDR_1353_1433",0.534360161616358
"Q13823_IDR_1_33",0.345397495334199
"Q13823_IDR_464_731",0.654602504665801
"Q13825_IDR_1_31",1
"Q14008_IDR_1423_1497",0.126849884342972
"Q14008_IDR_1892_1938",0.116954791203839
"Q14008_IDR_1945_2016",0.113248564313377
"Q14011_IDR_82_172",1
"Q14012_IDR_318_370",1
"Q14028_IDR_1119_1219",0.476536122932045
"Q14028_IDR_1_632",0.523463877067955
"Q14031_IDR_1_1446",1
"Q14050_IDR_1_684",1
"Q14055_IDR_1_689",1
"Q14140_IDR_1_63",0.532559840138813
"Q14140_IDR_78_240",0.467440159861187
"Q14141_IDR_398_434",1
"Q14145_IDR_1_49",1
"Q14147_IDR_698_763",1
"Q14149_IDR_438_827",0.548912113123698
"Q14149_IDR_846_888",0.451087886876302
"Q14151_IDR_1_64",0.295746446726086
"Q14151_IDR_482_948",0.324419650662779
"Q14151_IDR_79_406",0.379833902611135
"Q14152_IDR_784_1382",1
"Q14153_IDR_1_422",1
"Q14154_IDR_146_224",0.501373894610841
"Q14154_IDR_1_66",0.498626105389159
"Q14155_IDR_135_178",0.330881839373184
"Q14155_IDR_578_705",0.330931158832362
"Q14155_IDR_728_774",0.338187001794453
