"","GO0009889_regulation_of_biosynthetic_process"
"O14829_IDR_311_343",1
"O14830_IDR_314_402",1
"O14836_IDR_108_223",1
"O14843_IDR_299_346",1
"O14862_IDR_87_148",1
"O14863_IDR_54_105",1
"O14867_IDR_131_521",0.602740657857993
"O14867_IDR_654_718",0.397259342142007
"O14874_IDR_1_50",1
"O14896_IDR_120_185",1
"O14974_IDR_287_930",1
"O14976_IDR_325_371",0.554605222523525
"O14976_IDR_751_1172",0.445394777476475
"O14978_IDR_104_224",0.527019652997529
"O14978_IDR_227_375",0.472980347002471
"O14979_IDR_1_90",0.50024566921091
"O14979_IDR_92_146",0.49975433078909
"O14981_IDR_152_253",0.463414535664551
"O14981_IDR_976_1013",0.536585464335449
"O14986_IDR_279_320",0.484614436058947
"O14986_IDR_401_535",0.515385563941053
"O14990_IDR_1_202",1
"O14994_IDR_1_88",0.602446620767283
"O14994_IDR_399_562",0.397553379232717
"O15013_IDR_1223_1261",0.300531938549689
"O15013_IDR_1277_1326",0.341088947364529
"O15013_IDR_1_397",0.358379114085782
"O15014_IDR_1_33",0.160722807837418
"O15014_IDR_334_1411",0.644271173247458
"O15014_IDR_41_330",0.195006018915123
"O15034_IDR_1021_1052",0.323109662889333
"O15037_IDR_198_416",0.402074412300147
"O15037_IDR_595_628",0.597925587699853
"O15040_IDR_374_792",1
"O15041_IDR_736_775",1
"O15042_IDR_1_120",0.369988011423263
"O15042_IDR_126_268",0.375153416947783
"O15042_IDR_680_1029",0.254858571628954
"O15047_IDR_190_623",0.540007959644785
"O15047_IDR_833_1414",0.459992040355215
"O15049_IDR_1_477",0.590680043837368
"O15049_IDR_511_544",0.409319956162632
"O15050_IDR_1078_1140",0.241947832942549
"O15050_IDR_2891_2925",0.250224987035079
"O15050_IDR_609_678",0.256857714145314
"O15050_IDR_704_772",0.250969465877058
"O15054_IDR_1_1123",0.794385803496078
"O15054_IDR_1291_1321",0.205614196503922
"O15055_IDR_1_107",0.267084685386332
"O15055_IDR_475_845",0.286974425521066
"O15075_IDR_282_374",0.258993182322045
"O15075_IDR_653_740",0.287717255554302
"O15078_IDR_1021_1051",0.0800076445072357
"O15078_IDR_1412_1448",0.134067699664836
"O15078_IDR_1477_1535",0.072706226440778
"O15078_IDR_1580_1620",0.085178243344076
"O15078_IDR_1783_1902",0.0661453225184923
"O15078_IDR_1991_2082",0.0670899566530417
"O15078_IDR_2095_2127",0.0848053893709474
"O15078_IDR_2355_2385",0.0886048697832216
"O15078_IDR_2433_2479",0.0820751134859809
"O15078_IDR_491_612",0.0657443087425767
"O15078_IDR_63_175",0.0885700435967307
"O15078_IDR_636_785",0.085005181892083
"O15079_IDR_1_417",1
"O15083_IDR_1_374",0.302556118308902
"O15083_IDR_635_667",0.180661582808429
"O15083_IDR_740_806",0.149952897049561
"O15083_IDR_867_955",0.366829401833108
"O15085_IDR_1_40",0.169267643431062
"O15151_IDR_113_185",0.318730916013761
"O15151_IDR_209_275",0.343185820573114
"O15151_IDR_334_432",0.338083263413125
"O15156_IDR_145_344",0.4933129663981
"O15156_IDR_451_539",0.5066870336019
"O15162_IDR_42_82",1
"O15164_IDR_1013_1050",0.270609260506433
"O15164_IDR_1_49",0.228227763995617
"O15164_IDR_430_824",0.50116297549795
"O15165_IDR_33_306",1
"O15169_IDR_1_79",0.441755090138378
"O15169_IDR_214_778",0.558244909861622
"O15173_IDR_1_48",1
"O15178_IDR_1_38",0.322339257240421
"O15178_IDR_250_435",0.677660742759579
"O15194_IDR_1_39",1
"O15195_IDR_722_795",1
"O15198_IDR_210_249",1
"O15204_IDR_1_33",1
"O15209_IDR_151_423",0.340533965951341
"O15265_IDR_1_144",0.23703521371225
"O15265_IDR_153_892",0.76296478628775
"O15266_IDR_1_292",1
"O15270_IDR_1_61",1
"O15297_IDR_35_93",0.506723163033412
"O15297_IDR_379_597",0.493276836966588
"O15315_IDR_351_384",1
"O15327_IDR_1_34",0.327220266424694
"O15327_IDR_478_520",0.355142568099732
"O15327_IDR_527_570",0.317637165475574
"O15347_IDR_163_200",1
"O15350_IDR_300_354",0.197474908158178
"O15350_IDR_33_112",0.268177108169879
"O15350_IDR_374_489",0.534347983671943
"O15353_IDR_1_266",0.431521466388514
"O15353_IDR_365_520",0.30497828123516
"O15353_IDR_552_605",0.263500252376327
"O15354_IDR_1_246",0.475979685080292
"O15354_IDR_572_611",0.524020314919708
"O15399_IDR_897_1336",0.672629117381276
"O15400_IDR_121_164",1
"O15403_IDR_206_279",0.526217630146271
"O15403_IDR_475_523",0.473782369853729
"O15405_IDR_1_576",1
"O15409_IDR_1_338",0.269991162209026
"O15409_IDR_397_483",0.308973362129668
"O15409_IDR_582_715",0.421035475661305
"O15417_IDR_1_2777",1
"O15427_IDR_411_465",1
"O15431_IDR_1_41",1
"O15432_IDR_56_86",1
"O15438_IDR_855_946",1
"O15439_IDR_632_693",1
"O15440_IDR_1_87",0.36417061732646
"O15440_IDR_505_566",0.306031001341611
"O15440_IDR_787_838",0.329798381331929
"O15444_IDR_94_150",1
"O15446_IDR_124_510",1
"O15457_IDR_1_151",1
"O15503_IDR_12_78",1
"O15504_IDR_206_386",0.49002635347558
"O15504_IDR_24_112",0.50997364652442
"O15516_IDR_1_44",0.362788297426826
"O15516_IDR_382_846",0.637211702573174
"O15519_IDR_176_238",1
"O15520_IDR_8_68",1
"O15522_IDR_1_88",1
"O15523_IDR_1_138",1
"O15524_IDR_1_54",1
"O15529_IDR_299_346",1
"O15530_IDR_1_77",0.532533932530776
"O15530_IDR_366_443",0.467466067469224
"O15534_IDR_1_172",0.226625885561629
"O15534_IDR_1207_1290",0.346761284622456
"O15534_IDR_504_870",0.227655322528544
"O15534_IDR_944_1120",0.198957507287371
"O15535_IDR_136_253",1
"O15541_IDR_102_180",0.51451954687827
"O15541_IDR_21_99",0.48548045312173
"O43159_IDR_1_236",1
"O43164_IDR_169_411",0.307632153658767
"O43164_IDR_445_522",0.334520273072559
"O43164_IDR_50_159",0.357847573268674
"O43166_IDR_1030_1741",0.308572529629155
"O43166_IDR_1_203",0.244963270711616
"O43166_IDR_205_321",0.1995805424105
"O43166_IDR_356_406",0.24688365724873
"O43167_IDR_131_293",0.27306324144981
"O43167_IDR_651_697",0.72693675855019
"O43169_IDR_103_150",1
"O43172_IDR_1_31",0.481259027774855
"O43172_IDR_34_72",0.518740972225145
"O43173_IDR_1_63",1
"O43174_IDR_1_38",1
"O43181_IDR_1_52",1
"O43182_IDR_1_186",0.25727579581116
"O43182_IDR_299_402",0.277718708260631
"O43182_IDR_631_946",0.465005495928209
"O43184_IDR_1_37",0.468658230754866
"O43255_IDR_1_70",1
"O43257_IDR_1_77",1
"O43278_IDR_1_47",1
"O43281_IDR_60_430",1
"O43283_IDR_1_111",0.385065263443647
"O43283_IDR_448_966",0.614934736556353
"O43286_IDR_1_31",0.489214231591233
"O43286_IDR_57_95",0.510785768408767
"O43290_IDR_1_197",0.309588205659714
"O43290_IDR_282_350",0.236770405675101
"O43290_IDR_353_645",0.207697410032253
"O43290_IDR_649_697",0.245943978632933
"O43291_IDR_93_128",1
"O43293_IDR_281_313",1
"O43294_IDR_1_223",1
"O43295_IDR_183_219",0.212804209826479
"O43295_IDR_452_498",0.226193208520131
"O43295_IDR_718_753",0.214073899109029
"O43295_IDR_804_1099",0.346928682544362
"O43313_IDR_600_823",0.298059516452042
"O43314_IDR_898_1243",1
"O43318_IDR_301_502",1
"O43323_IDR_1_43",1
"O43345_IDR_59_142",1
"O43353_IDR_312_431",1
"O43361_IDR_23_130",1
"O43364_IDR_1_376",1
"O43365_IDR_1_238",0.448071806095606
"O43365_IDR_241_360",0.294783176882277
"O43365_IDR_371_409",0.257145017022117
"O43379_IDR_1_55",0.389109011543357
"O43379_IDR_760_1403",0.610890988456643
"O43390_IDR_505_596",1
"O43395_IDR_73_324",1
"O43399_IDR_128_206",0.514743669553168
"O43399_IDR_1_40",0.485256330446832
"O43405_IDR_126_159",1
"O43414_IDR_1_137",1
"O43422_IDR_93_154",1
"O43497_IDR_1545_1589",0.141372194999792
"O43497_IDR_1857_2377",0.26404390316023
"O43497_IDR_453_720",0.280103142424715
"O43505_IDR_1_53",1
"O43497_IDR_970_1229",0.17754791731675
"O43506_IDR_693_726",1
"O43508_IDR_1_121",1
"O43511_IDR_593_645",0.489054515963538
"O43511_IDR_735_780",0.510945484036462
"O43513_IDR_173_213",1
"O43516_IDR_1_503",1
"O43520_IDR_1182_1251",0.43106309592577
"O43520_IDR_1_59",0.56893690407423
"O43521_IDR_1_96",1
"O43524_IDR_1_156",0.334997271706571
"O43524_IDR_239_592",0.665002728293429
"O43525_IDR_1_100",0.4468461054612
"O43525_IDR_410_864",0.5531538945388
"O43526_IDR_25_69",0.174603045858027
"O43572_IDR_172_289",0.344092844989922
"O43572_IDR_515_562",0.306084019615457
"O43581_IDR_1_134",1
"O43583_IDR_70_113",1
"O43586_IDR_290_364",1
"O43593_IDR_1_108",0.206447563578795
"O43593_IDR_113_144",0.255714736018893
"O43593_IDR_189_548",0.294857437145662
"O43593_IDR_688_829",0.242980263256649
"O43597_IDR_1_172",1
"O43602_IDR_268_365",1
"O43603_IDR_312_379",1
"O43609_IDR_1_174",1
"O43610_IDR_1_142",1
"O43612_IDR_1_35",0.490736672841382
"O43612_IDR_99_131",0.509263327158618
"O43613_IDR_249_292",0.477384704228312
"O43613_IDR_380_425",0.522615295771688
"O43711_IDR_1_60",0.367610584481398
"O43711_IDR_219_262",0.282676072376904
"O43711_IDR_93_171",0.349713343141697
"O43719_IDR_1_42",0.368578837554987
"O43719_IDR_376_737",0.318197557734344
"O43719_IDR_78_123",0.313223604710668
"O43734_IDR_1_240",0.564293970037678
"O43734_IDR_250_404",0.435706029962322
"O43741_IDR_1_73",1
"O43747_IDR_588_699",1
"O43752_IDR_107_166",1
"O43763_IDR_1_163",1
"O43765_IDR_249_286",1
"O43768_IDR_1_64",0.59134461264608
"O43768_IDR_67_121",0.40865538735392
"O43781_IDR_1_137",0.602147266280731
"O43781_IDR_525_588",0.397852733719269
"O43790_IDR_438_486",1
"O43809_IDR_1_33",1
"O43896_IDR_638_803",0.15621846778545
"O43896_IDR_806_1103",0.642707690475217
"O43897_IDR_78_151",1
"O43900_IDR_369_615",1
"O43903_IDR_169_205",1
"O43908_IDR_1_102",1
"O43909_IDR_1_62",1
"O43914_IDR_69_113",1
"O43915_IDR_1_42",1
"O43918_IDR_101_206",0.271411035674941
"O60240_IDR_194_397",0.38544803442866
"O60240_IDR_401_522",0.291856510097208
"O60241_IDR_1245_1325",0.264973597367407
"O60241_IDR_1328_1542",0.45477050202009
"O60241_IDR_770_809",0.280255900612503
"O60242_IDR_1162_1309",0.2493193966222
"O60242_IDR_1313_1469",0.481546740196871
"O60242_IDR_242_282",0.269133863180929
"O60244_IDR_1_45",0.320176263304052
"O60244_IDR_974_1166",0.679823736695948
"O60245_IDR_186_221",0.396607239443978
"O60245_IDR_846_880",0.305538634267193
"O60245_IDR_905_1060",0.297854126288829
"O60248_IDR_1_58",0.336869515823556
"O60248_IDR_60_233",0.663130484176444
"O60258_IDR_1_48",1
"O60260_IDR_77_117",1
"O60264_IDR_1016_1052",0.309454412369566
"O60264_IDR_108_162",0.320790455650558
"O60264_IDR_1_85",0.369755131979876
"O60282_IDR_371_442",0.451830000594589
"O60282_IDR_896_957",0.548169999405411
"O60284_IDR_1_913",1
"O60285_IDR_1_51",0.521357430022574
"O60285_IDR_339_597",0.223180425278799
"O60285_IDR_606_636",0.255462144698628
"O60287_IDR_2012_2047",1
"O60290_IDR_1092_1169",0.354028688488782
"O60290_IDR_370_461",0.301354444580136
"O60290_IDR_69_134",0.344616866931082
"O60291_IDR_329_552",1
"O60292_IDR_1043_1712",0.281350138095572
"O60292_IDR_1_39",0.189752723845708
"O60292_IDR_248_330",0.158040124158856
"O60292_IDR_361_420",0.181455136967812
"O60292_IDR_43_148",0.189401876932052
"O60293_IDR_1_1139",1
"O60296_IDR_1_32",0.194680525792857
"O60296_IDR_139_177",0.197324665395729
"O60296_IDR_179_559",0.212127322369789
"O60309_IDR_1088_1141",0.204016292514399
"O60309_IDR_1146_1457",0.205281410258986
"O60309_IDR_1529_1634",0.149106530896951
"O60312_IDR_1313_1499",0.436776251893255
"O60312_IDR_615_687",0.563223748106745
"O60313_IDR_181_219",0.561015172385838
"O60313_IDR_33_72",0.438984827614162
"O60315_IDR_1058_1214",0.202670864802256
"O60315_IDR_1_1056",0.797329135197744
"O60318_IDR_1_477",0.27067909718341
"O60318_IDR_1912_1946",0.24564306368238
"O60318_IDR_479_620",0.261385622991516
"O60318_IDR_969_1129",0.222292216142694
"O60320_IDR_1_58",0.254048931129209
"O60320_IDR_210_280",0.326573632412133
"O60320_IDR_285_491",0.419377436458658
"O60331_IDR_1_67",0.350074352386783
"O60331_IDR_323_375",0.307212262942305
"O60331_IDR_447_632",0.342713384670912
"O60333_IDR_400_463",0.168834135674432
"O60381_IDR_121_188",0.337203140792186
"O60381_IDR_346_433",0.316790207242211
"O60383_IDR_1_51",0.508312842360761
"O60383_IDR_281_341",0.491687157639239
"O60391_IDR_884_1043",1
"O60393_IDR_1_691",1
"O60422_IDR_1_320",1
"O60423_IDR_1_102",0.497664254685171
"O60423_IDR_1221_1300",0.502335745314829
"O60447_IDR_1_130",0.442596156343616
"O60447_IDR_674_810",0.557403843656384
"O60462_IDR_602_635",0.559417026318533
"O60462_IDR_818_853",0.440582973681467
"O60469_IDR_1569_1602",0.45105770288145
"O60469_IDR_1618_2008",0.54894229711855
"O60476_IDR_1_107",0.663090166489772
"O60476_IDR_118_174",0.336909833510228
"O60478_IDR_1_32",1
"O60479_IDR_1_287",1
"O60512_IDR_345_393",0.53544495297641
"O60513_IDR_1_72",1
"O60516_IDR_51_100",1
"O60522_IDR_1164_1287",0.242609976751106
"O60522_IDR_1704_1775",0.237867004163144
"O60522_IDR_1898_1974",0.239873911675078
"O60522_IDR_675_743",0.279649107410672
"O60524_IDR_415_455",0.447678160435454
"O60524_IDR_669_975",0.552321839564546
"O60542_IDR_23_61",1
"O60548_IDR_1_125",0.330476721217851
"O60548_IDR_190_495",0.669523278782149
"O60551_IDR_1_111",1
"O60563_IDR_250_663",0.787502797630119
"O60563_IDR_670_726",0.212497202369881
"O60565_IDR_1_85",1
"O60566_IDR_202_718",1
"O60568_IDR_1_32",1
"O60573_IDR_1_52",1
"O60583_IDR_253_708",1
"O60673_IDR_2184_2260",0.178707782153384
"O60674_IDR_1_34",1
"O60675_IDR_123_156",1
"O60678_IDR_1_44",0.492395151075945
"O60678_IDR_164_216",0.507604848924055
"O60682_IDR_1_114",1
"O60684_IDR_1_78",1
"O60704_IDR_1_56",1
"O60706_IDR_622_666",0.531966600007756
"O60706_IDR_916_969",0.468033399992244
"O60711_IDR_12_136",1
"O60716_IDR_1_361",0.362637078137301
"O60716_IDR_599_645",0.298717260546402
"O60716_IDR_854_943",0.338645661316297
"O60721_IDR_1_386",0.306407027949036
"O60721_IDR_401_436",0.375096685054837
"O60721_IDR_618_896",0.318496286996127
"O60729_IDR_1_45",0.624923320850403
"O60729_IDR_379_498",0.375076679149597
"O60732_IDR_1_901",1
"O60828_IDR_81_265",1
"O60829_IDR_1_102",1
"O60830_IDR_140_172",1
"O60832_IDR_1_32",0.492515676401149
"O60832_IDR_420_514",0.507484323598851
"O60840_IDR_1599_1896",0.258216709041581
"O60840_IDR_1_66",0.231414629522406
"O60840_IDR_413_499",0.259435618560908
"O60840_IDR_765_829",0.250933042875105
"O60841_IDR_1_362",0.378889123842162
"O60841_IDR_369_626",0.621110876157838
"O60861_IDR_111_171",1
"O60869_IDR_1_69",1
"O60870_IDR_208_277",1
"O60882_IDR_1_31",1
"O60883_IDR_1_113",0.414573872148315
"O60883_IDR_438_480",0.585426127851685
"O60884_IDR_377_412",1
"O60885_IDR_1_58",0.255901973625749
"O60885_IDR_175_348",0.210541088206532
"O75078_IDR_202_235",1
"O75081_IDR_1_653",1
"O75084_IDR_1_45",0.453344984332333
"O75084_IDR_162_202",0.546655015667666
"O75095_IDR_1_34",1
"O75096_IDR_1650_1696",0.48998276717815
"O75096_IDR_1844_1905",0.51001723282185
"O75106_IDR_1_51",1
"O75112_IDR_501_538",0.409124203339102
"O75112_IDR_86_499",0.590875796660898
"O75113_IDR_194_343",0.282792692744847
"O75113_IDR_373_596",0.363732044732799
"O75113_IDR_789_851",0.353475262522355
"O75150_IDR_243_652",0.340500849559253
"O75151_IDR_444_1096",1
"O75152_IDR_85_770",1
"O75153_IDR_1262_1309",0.317320342683232
"O75153_IDR_1_37",0.392942367397265
"O75153_IDR_632_692",0.289737289919503
"O75154_IDR_1_206",0.30352612050666
"O75154_IDR_269_483",0.367664185158472
"O75154_IDR_627_664",0.328809694334867
"O75155_IDR_313_345",1
"O75157_IDR_1_780",1
"O75159_IDR_20_356",1
"O75264_IDR_1_130",1
"O75290_IDR_60_163",1
"O75298_IDR_1_339",1
"O75311_IDR_1_39",0.475744368002086
"O75311_IDR_349_417",0.524255631997914
"O75319_IDR_250_358",1
"O75323_IDR_7_45",1
"O75326_IDR_1_47",1
"O75330_IDR_1_95",0.468216617746758
"O75330_IDR_660_724",0.531783382253242
"O75333_IDR_1_58",0.52071992950347
"O75333_IDR_243_317",0.47928007049653
"O75334_IDR_1_888",0.588667341160706
"O75334_IDR_954_999",0.411332658839295
"O75335_IDR_1_822",0.463506566056866
"O75335_IDR_886_929",0.536493433943134
"O75339_IDR_1135_1184",0.489887876795251
"O75339_IDR_1_48",0.510112123204749
"O75351_IDR_78_111",1
"O75354_IDR_1_96",1
"O75398_IDR_1_149",0.314688114190105
"O75398_IDR_154_190",0.209272547881864
"O75398_IDR_275_515",0.244100081004275
"O75398_IDR_521_565",0.231939256923757
"O75410_IDR_1_595",1
"O75417_IDR_1_65",0.307346611764405
"O75417_IDR_840_877",0.310050455498333
"O75417_IDR_899_1821",0.382602932737262
"O75419_IDR_124_167",1
"O75420_IDR_535_889",0.430419194548967
"O75420_IDR_71_470",0.219645933061385
"O75420_IDR_966_1010",0.349934872389648
"O75425_IDR_138_184",1
"O75426_IDR_1_34",1
"O75427_IDR_1_31",0.412819584851741
"O75427_IDR_264_535",0.587180415148259
"O75439_IDR_1_44",1
"O75444_IDR_1_256",1
"O75487_IDR_480_556",0.511605926144073
"O75489_IDR_1_50",1
"O75494_IDR_89_262",1
"O75496_IDR_160_209",0.524374335094902
"O75496_IDR_1_88",0.475625664905098
"O75509_IDR_1_48",0.284049776785851
"O75509_IDR_216_344",0.436815827271591
"O75509_IDR_500_535",0.279134395942558
"O75525_IDR_161_336",1
"O75526_IDR_83_392",1
"O75528_IDR_176_309",0.510574138518684
"O75528_IDR_69_148",0.489425861481316
"O75530_IDR_1_72",1
"O75533_IDR_1_376",1
"O75541_IDR_1_338",1
"O75553_IDR_171_588",1
"O75554_IDR_193_376",0.577042332620971
"O75554_IDR_83_125",0.422957667379029
"O75563_IDR_64_103",0.503009223062344
"O75610_IDR_226_258",1
"O75616_IDR_262_295",0.347779641100176
"O75616_IDR_54_86",0.652220358899824
"O75618_IDR_102_199",1
"O75626_IDR_1_43",0.154199050039815
"O75626_IDR_213_574",0.426271435827868
"O75626_IDR_708_752",0.154359961197075
"O75626_IDR_765_825",0.265169552935242
"O75628_IDR_1_76",0.543039965484219
"O75628_IDR_249_294",0.456960034515781
"O75629_IDR_1_45",1
"O75631_IDR_236_287",1
"O75636_IDR_1_85",1
"O75638_IDR_1_84",1
"O75643_IDR_184_256",0.340123576289854
"O75643_IDR_1_90",0.342888884462166
"O75643_IDR_366_404",0.31698753924798
"O75665_IDR_449_1012",1
"O75674_IDR_155_196",0.40173194968862
"O75783_IDR_1_60",1
"O75791_IDR_182_263",1
"O75794_IDR_48_79",1
"O75807_IDR_51_552",0.415216596700241
"O75807_IDR_622_674",0.584783403299759
"O75808_IDR_18_51",0.43378423680756
"O75808_IDR_60_413",0.56621576319244
"O75815_IDR_1_114",0.55918906898783
"O75815_IDR_265_477",0.44081093101217
"O75820_IDR_59_146",1
"O75821_IDR_174_236",1
"O75822_IDR_1_116",0.48318369438424
"O75822_IDR_212_245",0.51681630561576
"O75829_IDR_213_258",0.481062827081825
"O75829_IDR_23_63",0.518937172918175
"O75840_IDR_45_214",1
"O75843_IDR_591_666",1
"O75844_IDR_291_322",1
"O75845_IDR_261_299",1
"O75864_IDR_1_43",0.244548765307127
"O75914_IDR_145_260",0.479537154308758
"O75916_IDR_423_577",1
"O75920_IDR_1_74",1
"O75923_IDR_137_211",1
"O75925_IDR_418_459",0.220099687008997
"O75925_IDR_466_641",0.444188398347186
"O75925_IDR_67_131",0.335711914643817
"O75928_IDR_428_471",0.374001859596958
"O75928_IDR_475_616",0.343440741567967
"O75928_IDR_67_140",0.282557398835075
"O75940_IDR_126_171",1
"O75943_IDR_1_86",0.40856484536917
"O75943_IDR_348_399",0.270050921791963
"O75943_IDR_585_670",0.321384232838868
"O75949_IDR_367_472",0.439693813603409
"O75949_IDR_67_183",0.560306186396591
"O75952_IDR_67_493",1
"O75953_IDR_126_167",1
"O75956_IDR_1_70",1
"O75962_IDR_1_42",0.188321598618658
"O75976_IDR_1339_1380",0.333728333299322
"O75976_IDR_1_54",0.31818589113033
"O75976_IDR_875_906",0.348085775570348
"O75995_IDR_1_169",0.426427479594661
"O75995_IDR_316_351",0.573572520405339
"O76009_IDR_368_404",1
"O76013_IDR_1_36",0.502282218517793
"O76013_IDR_402_440",0.497717781482207
"O76014_IDR_1_65",0.523967557321986
"O76014_IDR_416_449",0.476032442678014
"O76015_IDR_1_64",0.496136032244666
"O76015_IDR_413_456",0.503863967755334
"O76021_IDR_275_490",1
"O76024_IDR_1_84",0.512760475247715
"O76024_IDR_206_237",0.487239524752285
"O76031_IDR_68_100",1
"O76039_IDR_303_918",1
"O76041_IDR_860_917",1
"O76050_IDR_1_55",0.387919527528025
"O76050_IDR_231_266",0.321388568405594
"O94761_IDR_857_892",0.336480082809204
"O94762_IDR_474_539",0.496821671663456
"O94762_IDR_614_909",0.503178328336544
"O94763_IDR_149_535",1
"O94766_IDR_1_71",1
"O94768_IDR_299_351",1
"O94769_IDR_159_302",0.516120170410987
"O94769_IDR_1_59",0.483879829589013
"O94776_IDR_321_360",0.253963709339125
"O94776_IDR_405_605",0.481206971925917
"O94776_IDR_612_660",0.264829318734958
"O94782_IDR_112_144",0.298529157766541
"O94782_IDR_1_68",0.219867515002147
"O94782_IDR_221_421",0.204635927557758
"O94782_IDR_647_732",0.276967399673554
"O94804_IDR_311_586",0.441883883423681
"O94804_IDR_921_968",0.558116116576319
"O94806_IDR_1_55",0.4025170432378
"O94806_IDR_203_252",0.278252445716493
"O94806_IDR_323_397",0.319230511045707
"O94842_IDR_265_569",0.541351014087381
"O94844_IDR_302_363",1
"O94850_IDR_1_711",1
"O94851_IDR_1062_1124",0.458344949812443
"O94851_IDR_629_990",0.541655050187557
"O94855_IDR_1_265",1
"O94864_IDR_1_142",0.332185356807099
"O94864_IDR_262_414",0.667814643192901
"O94868_IDR_416_466",0.512085528099027
"O94868_IDR_630_740",0.487914471900973
"O94874_IDR_398_471",1
"O94875_IDR_1_515",0.355659971970588
"O94875_IDR_520_874",0.644340028029412
"O94876_IDR_1_526",1
"O94880_IDR_1_315",0.168771787734087
"O94880_IDR_499_559",0.200122953117007
"O94913_IDR_1096_1277",0.280290824815807
"O94913_IDR_1279_1315",0.174636951746263
"O94913_IDR_1486_1555",0.305574838573035
"O94915_IDR_1471_1511",0.246002892883084
"O94915_IDR_1513_1548",0.185921070203338
"O94915_IDR_1902_1976",0.200406743617653
"O94915_IDR_2255_2293",0.188434867804278
"O94915_IDR_2301_2658",0.179234425491648
"O94916_IDR_1_262",0.301592918719925
"O94916_IDR_1461_1531",0.201885026807326
"O94916_IDR_547_1441",0.496522054472749
"O94919_IDR_287_330",1
"O94921_IDR_1_130",1
"O94923_IDR_42_98",1
"O94985_IDR_915_971",0.480452871674904
"O94986_IDR_1_257",0.422500496404899
"O94986_IDR_383_625",0.257074261020539
"O94986_IDR_974_1710",0.320425242574562
"O94988_IDR_235_711",0.291131758425567
"O94988_IDR_713_775",0.355852181096353
"O94988_IDR_849_943",0.35301606047808
"O94989_IDR_1_391",1
"O94991_IDR_1_37",0.35807288685629
"O94991_IDR_311_354",0.346408906709167
"O94991_IDR_599_830",0.295518206434544
"O94992_IDR_1_259",1
"O94993_IDR_1_707",1
"O95072_IDR_106_313",0.529462958137114
"O95072_IDR_371_479",0.470537041862886
"O95073_IDR_117_236",1
"O95076_IDR_1_343",1
"O95081_IDR_147_481",1
"O95096_IDR_1_135",1
"O95104_IDR_138_493",0.566540957545967
"O95104_IDR_631_1147",0.433459042454033
"O95125_IDR_128_238",0.556525907296026
"O95125_IDR_283_394",0.443474092703974
"O95136_IDR_310_353",1
"O95149_IDR_297_360",0.533501091804883
"O95149_IDR_53_94",0.466498908195117
"O95150_IDR_1_92",1
"O95153_IDR_1081_1621",0.139816884317825
"O95153_IDR_1_121",0.15413909743752
"O95153_IDR_1710_1761",0.145633412959195
"O95153_IDR_267_337",0.160267496088873
"O95153_IDR_517_650",0.200036936706516
"O95153_IDR_731_785",0.20010617249007
"O95196_IDR_428_566",0.648600630273443
"O95197_IDR_1_831",1
"O95198_IDR_1_31",1
"O95201_IDR_1_130",0.565721179370489
"O95201_IDR_135_305",0.434278820629511
"O95202_IDR_1_146",0.511793853806374
"O95202_IDR_449_538",0.488206146193626
"O95206_IDR_714_1003",1
"O95208_IDR_137_635",1
"O95210_IDR_27_83",0.466869364125476
"O95210_IDR_86_200",0.533130635874524
"O95218_IDR_1_330",1
"O95219_IDR_1_51",1
"O95229_IDR_228_277",1
"O95231_IDR_1_92",1
"O95232_IDR_231_432",1
"O95235_IDR_230_289",0.294002092931023
"O95235_IDR_512_567",0.260726122354027
"O95235_IDR_577_685",0.189031964061682
"O95238_IDR_1_52",0.616465638734119
"O95259_IDR_711_933",1
"O95260_IDR_105_268",1
"O95263_IDR_1_117",0.510271808952087
"O95263_IDR_385_441",0.245923884821531
"O95263_IDR_490_537",0.243804306226382
"O95267_IDR_1_40",0.50323973941676
"O95267_IDR_595_723",0.496760260583239
"O95271_IDR_1_179",0.676605394921979
"O95271_IDR_964_1026",0.323394605078021
"O95274_IDR_224_346",1
"O95279_IDR_255_346",0.318752386828882
"O95279_IDR_351_404",0.350169141858303
"O95279_IDR_425_469",0.331078471312815
"O95292_IDR_128_243",1
"O95297_IDR_187_232",1
"O95319_IDR_1_36",0.454111265358882
"O95319_IDR_261_363",0.545888734641118
"O95342_IDR_1_41",0.526011233515562
"O95342_IDR_659_735",0.473988766484438
"O95343_IDR_19_81",0.541377347698048
"O95399_IDR_14_98",1
"O95400_IDR_1_82",0.50517227388057
"O95400_IDR_233_277",0.49482772611943
"O95402_IDR_87_525",1
"O95405_IDR_24_687",0.332401312888162
"O95405_IDR_768_830",0.324014610905078
"O95405_IDR_838_890",0.34358407620676
"O95407_IDR_1_31",1
"O95409_IDR_1_143",0.474262124619252
"O95409_IDR_190_237",0.264652194031242
"O95409_IDR_403_528",0.261085681349506
"O95415_IDR_1_67",1
"O95416_IDR_73_211",1
"O95425_IDR_1337_1369",0.24828548059703
"O95425_IDR_1_33",0.258658248321794
"O95425_IDR_1382_1418",0.273166908406542
"O95425_IDR_43_1308",0.219889362674634
"O95428_IDR_583_615",0.47674301779693
"O95428_IDR_809_839",0.52325698220307
"O95429_IDR_1_377",1
"O95486_IDR_1_338",1
"O95487_IDR_1_468",0.69762537653172
"O95487_IDR_491_522",0.30237462346828
"O95490_IDR_1105_1404",0.67502185760768
"O95490_IDR_421_454",0.32497814239232
"O95500_IDR_188_232",1
