"","GO0051656_establishment_of_organelle_localization"
"Q504Y0_IDR_263_303",0.338889983985256
"Q504Y0_IDR_472_534",0.338157795729981
"Q504Y2_IDR_33_127",1
"Q504Y3_IDR_200_319",1
"Q50LG9_IDR_366_406",1
"Q52LD8_IDR_169_241",0.506062460345161
"Q52LD8_IDR_404_501",0.493937539654839
"Q52LG2_IDR_1_117",1
"Q52LJ0_IDR_307_433",1
"Q52LR7_IDR_277_450",0.51752022965724
"Q52LR7_IDR_463_807",0.48247977034276
"Q52LW3_IDR_1_37",0.255565575418246
"Q52LW3_IDR_157_187",0.254119671699013
"Q52LW3_IDR_472_601",0.233677636501499
"Q52LW3_IDR_889_1261",0.256637116381243
"Q52M93_IDR_49_101",1
"Q52MB2_IDR_66_171",1
"Q53FD0_IDR_413_456",0.467291754814916
"Q53FE4_IDR_226_359",0.535091085779295
"Q53FE4_IDR_67_172",0.464908914220705
"Q53FP2_IDR_134_167",1
"Q53GA4_IDR_112_152",1
"Q53GG5_IDR_90_288",1
"Q53GI3_IDR_1_38",0.466984075452711
"Q53GI3_IDR_145_355",0.533015924547289
"Q53GL0_IDR_136_349",1
"Q53GL7_IDR_287_398",0.43350799137764
"Q53GL7_IDR_553_706",0.56649200862236
"Q53GS7_IDR_1_139",0.454480205383335
"Q53GS7_IDR_327_379",0.545519794616665
"Q53GS9_IDR_1_101",1
"Q53GT1_IDR_600_634",1
"Q53H80_IDR_1_139",1
"Q53HC0_IDR_126_331",0.532510769657818
"Q53HC0_IDR_1_84",0.467489230342182
"Q53HC5_IDR_1_34",1
"Q562E7_IDR_1572_1605",0.232207597975784
"Q562F6_IDR_1_1265",1
"Q567U6_IDR_154_200",0.349669831054877
"Q567U6_IDR_212_280",0.326871858397271
"Q567U6_IDR_423_454",0.323458310547852
"Q569G3_IDR_36_115",1
"Q569H4_IDR_1_36",0.514413364025439
"Q569H4_IDR_43_304",0.485586635974561
"Q569K6_IDR_133_218",0.440097868571088
"Q569K6_IDR_517_752",0.559902131428912
"Q56A73_IDR_1_38",1
"Q56NI9_IDR_1_370",1
"Q56P03_IDR_1_134",1
"Q56UN5_IDR_1_37",0.186496636383439
"Q56UN5_IDR_43_81",0.193875799080698
"Q56UN5_IDR_490_956",0.19862667681574
"Q56UN5_IDR_90_488",0.219475004908595
"Q56UN5_IDR_980_1030",0.201525882811528
"Q56VL3_IDR_118_154",0.485710556192626
"Q56VL3_IDR_1_31",0.514289443807374
"Q5BJF6_IDR_1_182",1
"Q5BJH2_IDR_1_44",1
"Q5BJH7_IDR_1_69",1
"Q5BKU9_IDR_1_87",1
"Q5BKX5_IDR_1_71",1
"Q5BKX8_IDR_1_36",0.406092911722189
"Q5BKX8_IDR_49_364",0.593907088277811
"Q5BKY9_IDR_71_247",1
"Q5BKZ1_IDR_1_307",0.456814241171918
"Q5BKZ1_IDR_469_582",0.543185758828082
"Q5BLP8_IDR_1_40",1
"Q5BVD1_IDR_1_94",1
"Q5C9Z4_IDR_1_348",1
"Q5CZA5_IDR_66_200",1
"Q5CZC0_IDR_154_680",0.064813358150178
"Q5CZC0_IDR_1719_1749",0.0546812200999206
"Q5CZC0_IDR_2195_2243",0.0530456909913909
"Q5CZC0_IDR_2562_2598",0.0524564495659552
"Q5CZC0_IDR_7_42",0.048262464200052
"Q5CZC0_IDR_844_879",0.054526696397329
"Q5EBL2_IDR_1_35",0.3245517156399
"Q5EBL2_IDR_251_283",0.34742679212948
"Q5EBL2_IDR_735_768",0.328021492230621
"Q5EBL4_IDR_235_289",0.520561219075362
"Q5EBL4_IDR_322_403",0.479438780924638
"Q5F1R6_IDR_271_310",0.483838179285022
"Q5F1R6_IDR_353_481",0.516161820714978
"Q5FBB7_IDR_101_539",0.46688045201613
"Q5FBB7_IDR_1_92",0.53311954798387
"Q5FWE3_IDR_20_454",0.510929626322264
"Q5FWE3_IDR_721_972",0.489070373677736
"Q5FWF4_IDR_499_619",0.511658492226155
"Q5FWF4_IDR_646_721",0.488341507773845
"Q5FWF5_IDR_1_610",1
"Q5FWF6_IDR_73_174",1
"Q5FYB0_IDR_1_73",0.469959671947081
"Q5FYB0_IDR_559_599",0.530040328052919
"Q5GH72_IDR_117_172",0.334023840917133
"Q5GH72_IDR_1_48",0.331729289464115
"Q5GH72_IDR_446_497",0.334246869618752
"Q5H9J7_IDR_1_68",1
"Q5H9L2_IDR_1_206",1
"Q5H9L4_IDR_1_93",0.45342392916515
"Q5H9L4_IDR_286_391",0.54657607083485
"Q5H9M0_IDR_102_389",0.521149621839894
"Q5H9M0_IDR_506_539",0.478850378160106
"Q5H9R7_IDR_502_873",1
"Q5HY64_IDR_1_50",0.335000498185756
"Q5HY64_IDR_52_854",0.329869275608656
"Q5HY64_IDR_897_931",0.335130226205588
"Q5HY92_IDR_81_460",1
"Q5HYC2_IDR_1_72",0.355473349240977
"Q5HYC2_IDR_217_252",0.328847556250638
"Q5HYC2_IDR_489_2103",0.315679094508384
"Q5HYI7_IDR_246_312",1
"Q5HYJ3_IDR_140_260",0.26619596766464
"Q5HYJ3_IDR_1_77",0.236900477722856
"Q5HYJ3_IDR_301_339",0.250974879956812
"Q5HYJ3_IDR_83_126",0.245928674655691
"Q5HYK3_IDR_1_52",1
"Q5HYK7_IDR_1_412",1
"Q5HYK9_IDR_66_254",1
"Q5HYM0_IDR_1_104",0.252058959971305
"Q5HYM0_IDR_151_187",0.245430863624928
"Q5HYM0_IDR_349_514",0.247019995755256
"Q5HYM0_IDR_542_574",0.255490180648511
"Q5HYN5_IDR_1_118",1
"Q5JNZ3_IDR_118_248",0.51478816687524
"Q5JPB2_IDR_1_1672",1
"Q5JPH6_IDR_1_33",1
"Q5JPI3_IDR_103_133",1
"Q5JQC4_IDR_1_107",0.471835184773252
"Q5JQC4_IDR_147_288",0.528164815226748
"Q5JQC9_IDR_283_324",0.327853210550774
"Q5JQC9_IDR_452_637",0.347349376835484
"Q5JQC9_IDR_640_753",0.324797412613742
"Q5JQS6_IDR_1_64",1
"Q5JR12_IDR_1_67",1
"Q5JR59_IDR_1_1002",0.515393650379565
"Q5JR59_IDR_1336_1369",0.484606349620435
"Q5JR98_IDR_1_102",1
"Q5JRA6_IDR_126_1149",0.385118282480815
"Q5JRA6_IDR_1416_1486",0.217222657494506
"Q5JRA6_IDR_1554_1642",0.233791767615128
"Q5JRA6_IDR_1644_1907",0.163867292409551
"Q5JRC9_IDR_1_600",1
"Q5JRK9_IDR_1_111",1
"Q5JRM2_IDR_15_338",1
"Q5JRV8_IDR_1_46",0.53121710789506
"Q5JRV8_IDR_248_328",0.46878289210494
"Q5JRX3_IDR_806_836",1
"Q5JS13_IDR_1_37",0.512394674720798
"Q5JS13_IDR_284_417",0.487605325279202
"Q5JSH3_IDR_1_478",0.583422928377366
"Q5JSH3_IDR_553_589",0.416577071622634
"Q5JSJ4_IDR_563_766",1
"Q5JTD0_IDR_1_173",0.513891565302297
"Q5JTD0_IDR_182_557",0.486108434697703
"Q5JTH9_IDR_1044_1147",0.354402779278936
"Q5JTH9_IDR_1159_1297",0.335941366147732
"Q5JTH9_IDR_1_96",0.309655854573332
"Q5JTV8_IDR_23_343",1
"Q5JTW2_IDR_325_470",0.510318908386891
"Q5JTW2_IDR_543_689",0.489681091613109
"Q5JTY5_IDR_1_38",1
"Q5JTZ5_IDR_84_239",1
"Q5JTZ9_IDR_1_35",1
"Q5JU00_IDR_1_59",1
"Q5JU67_IDR_1_38",0.54132755810073
"Q5JU67_IDR_413_453",0.45867244189927
"Q5JU85_IDR_1092_1488",0.497867899686843
"Q5JU85_IDR_1_753",0.502132100313157
"Q5JUK2_IDR_111_304",0.501482879218349
"Q5JUK2_IDR_1_60",0.498517120781651
"Q5JUK3_IDR_1030_1116",0.373325486865491
"Q5JUK3_IDR_1_48",0.315091187073147
"Q5JUK3_IDR_621_729",0.311583326061362
"Q5JUK9_IDR_1_113",1
"Q5JUX0_IDR_1_46",1
"Q5JVG2_IDR_59_209",1
"Q5JVS0_IDR_33_288",0.538141639585422
"Q5JVS0_IDR_363_400",0.461858360414578
"Q5JVX7_IDR_1_168",0.532811968868516
"Q5JVX7_IDR_260_310",0.467188031131484
"Q5JWF2_IDR_1_659",1
"Q5JWR5_IDR_549_674",0.238290279783303
"Q5JY77_IDR_1_1117",1
"Q5JYT7_IDR_1055_1200",0.477954236819902
"Q5JYT7_IDR_192_561",0.522045763180098
"Q5K4E3_IDR_1_43",1
"Q5K4L6_IDR_118_161",1
"Q5K651_IDR_80_155",1
"Q5KSL6_IDR_1_214",0.483187665021768
"Q5KSL6_IDR_726_839",0.516812334978232
"Q5KU26_IDR_394_605",1
"Q5M775_IDR_1_395",0.364733916778657
"Q5M775_IDR_532_584",0.315926315073214
"Q5M775_IDR_716_956",0.319339768148129
"Q5M7Z0_IDR_1_139",1
"Q5M8T2_IDR_305_382",1
"Q5M9N0_IDR_1_101",0.477149613986218
"Q5M9N0_IDR_797_1113",0.522850386013782
"Q5M9Q1_IDR_1_294",1
"Q5MAI5_IDR_292_379",1
"Q5MCW4_IDR_61_185",1
"Q5MIZ7_IDR_684_849",1
"Q5MJ07_IDR_1_46",1
"Q5MJ10_IDR_1_55",0.49775363440255
"Q5MJ10_IDR_58_180",0.50224636559745
"Q5MJ68_IDR_1_53",0.502962877331598
"Q5MJ68_IDR_220_250",0.497037122668402
"Q5MJ70_IDR_1_63",0.520045569163782
"Q5MJ70_IDR_211_307",0.479954430836218
"Q5MNV8_IDR_1_37",1
"Q5QGZ9_IDR_13_103",1
"Q5QJ38_IDR_93_904",1
"Q5QJE6_IDR_1_488",0.425123185799209
"Q5QJE6_IDR_494_641",0.574876814200791
"Q5QNW6_IDR_1_36",1
"Q5QP82_IDR_1_60",1
"Q5R372_IDR_462_502",0.525064606000605
"Q5R372_IDR_66_125",0.474935393999395
"Q5R3F8_IDR_261_295",0.25690524457321
"Q5R3F8_IDR_448_495",0.259810087724546
"Q5R3F8_IDR_508_546",0.2577076798776
"Q5R3F8_IDR_557_730",0.225576987824644
"Q5RHP9_IDR_101_280",0.478368720948285
"Q5RHP9_IDR_403_1530",0.521631279051715
"Q5RIA9_IDR_1_38",1
"Q5RKV6_IDR_1_31",1
"Q5RL73_IDR_144_305",1
"Q5SGD2_IDR_47_79",1
"Q5SNT2_IDR_372_629",1
"Q5SQ80_IDR_221_524",1
"Q5SQH8_IDR_1_111",1
"Q5SQI0_IDR_193_394",1
"Q5SQQ9_IDR_1_118",0.530524325656081
"Q5SQQ9_IDR_122_334",0.469475674343919
"Q5SQS8_IDR_115_154",0.306813264065442
"Q5SQS8_IDR_1_33",0.321250766264794
"Q5SQS8_IDR_156_274",0.371935969669764
"Q5SR56_IDR_1_39",0.480585421514558
"Q5SR56_IDR_451_506",0.519414578485442
"Q5SRE5_IDR_1506_1542",1
"Q5SVQ8_IDR_735_765",0.502898676544088
"Q5SVZ6_IDR_1_46",0.50664697343709
"Q5SVZ6_IDR_315_429",0.49335302656291
"Q5SW24_IDR_1_745",1
"Q5SW79_IDR_102_1416",0.606414347554946
"Q5SW79_IDR_1504_1584",0.393585652445054
"Q5SW96_IDR_178_308",1
"Q5SWH9_IDR_1_86",1
"Q5SWX8_IDR_386_424",1
"Q5SXM1_IDR_1_94",1
"Q5SXM2_IDR_1391_1469",0.252288268988645
"Q5SXM2_IDR_1_79",0.317539128505124
"Q5SXM2_IDR_501_790",0.216490978997615
"Q5SXM2_IDR_811_1269",0.213681623508617
"Q5SXM8_IDR_1_63",1
"Q5SY16_IDR_1_110",0.479897760996817
"Q5SY16_IDR_672_702",0.520102239003183
"Q5SYB0_IDR_1347_1395",0.514010916393428
"Q5SYB0_IDR_505_1325",0.485989083606572
"Q5SYC1_IDR_273_327",1
"Q5T036_IDR_1_140",1
"Q5T089_IDR_390_428",0.486310517693475
"Q5T089_IDR_467_497",0.513689482306525
"Q5T0B9_IDR_1_310",1
"Q5T0D9_IDR_1_58",1
"Q5T0F9_IDR_1_308",0.386211353998069
"Q5T0F9_IDR_325_418",0.302018674915242
"Q5T0F9_IDR_430_532",0.311769971086689
"Q5T0J7_IDR_107_172",1
"Q5T0L3_IDR_121_168",0.334375004950571
"Q5T0L3_IDR_226_261",0.341749069211033
"Q5T0L3_IDR_5_82",0.323875925838396
"Q5T0N5_IDR_284_373",0.507009410834749
"Q5T0N5_IDR_438_534",0.492990589165251
"Q5T0T0_IDR_1_76",0.471088442672384
"Q5T0T0_IDR_244_291",0.528911557327616
"Q5T0W9_IDR_284_1011",1
"Q5T0Z8_IDR_1_35",0.512228725995914
"Q5T0Z8_IDR_85_1188",0.487771274004086
"Q5T292_IDR_66_105",1
"Q5T2D2_IDR_126_275",1
"Q5T2D3_IDR_1_49",0.339097627602843
"Q5T2D3_IDR_191_254",0.31483910587301
"Q5T2D3_IDR_273_388",0.346063266524147
"Q5T2E6_IDR_323_355",1
"Q5T2R2_IDR_1_90",1
"Q5T2S8_IDR_312_444",1
"Q5T2T1_IDR_302_345",1
"Q5T2W1_IDR_472_519",1
"Q5T3F8_IDR_737_771",0.48279193352463
"Q5T3F8_IDR_778_832",0.51720806647537
"Q5T3J3_IDR_237_292",0.193621738704392
"Q5T3J3_IDR_295_350",0.19034340646637
"Q5T3J3_IDR_373_569",0.205886581603187
"Q5T3J3_IDR_590_728",0.209941681105192
"Q5T3J3_IDR_61_147",0.200206592120859
"Q5T3U5_IDR_824_864",1
"Q5T440_IDR_1_44",1
"Q5T442_IDR_107_203",0.555982813298345
"Q5T4S7_IDR_2708_2965",0.142821811439857
"Q5T4S7_IDR_3334_3387",0.137334175970679
"Q5T4T6_IDR_405_709",1
"Q5T4W7_IDR_19_120",1
"Q5T5A4_IDR_1_41",1
"Q5T5A8_IDR_1_94",1
"Q5T5B0_IDR_1_92",1
"Q5T5C0_IDR_1038_1113",0.261900815121562
"Q5T5C0_IDR_1_35",0.256174543025599
"Q5T5C0_IDR_554_595",0.244066679104471
"Q5T5C0_IDR_675_790",0.237857962748367
"Q5T5D7_IDR_61_139",1
"Q5T5J6_IDR_1_385",0.365009950622256
"Q5T5J6_IDR_542_573",0.312138230111157
"Q5T5J6_IDR_712_747",0.322851819266587
"Q5T5M9_IDR_266_321",1
"Q5T5N4_IDR_66_178",1
"Q5T5P2_IDR_1_158",0.253382463512784
"Q5T5P2_IDR_1451_1943",0.216302367048631
"Q5T5P2_IDR_267_792",0.265307681647738
"Q5T5P2_IDR_795_1443",0.265007487790847
"Q5T5S1_IDR_1_38",0.322526620625165
"Q5T5S1_IDR_226_294",0.332731273605856
"Q5T5S1_IDR_459_509",0.344742105768979
"Q5T5U3_IDR_1042_1120",0.266958515433064
"Q5T5U3_IDR_1342_1954",0.279514114126324
"Q5T5U3_IDR_1_40",0.223918878117634
"Q5T5U3_IDR_170_927",0.229608492322979
"Q5T5X7_IDR_1_214",0.246508170773555
"Q5T5X7_IDR_344_385",0.244235903384863
"Q5T681_IDR_178_223",0.235369580505286
"Q5T681_IDR_82_117",0.261248363389566
"Q5T686_IDR_63_147",1
"Q5T6C5_IDR_1_78",0.517397223612498
"Q5T6C5_IDR_85_722",0.482602776387502
"Q5T6F0_IDR_1_38",1
"Q5T6F2_IDR_1_1116",1
"Q5T6S3_IDR_1_35",0.495011008680254
"Q5T6S3_IDR_348_541",0.504988991319746
"Q5T6X4_IDR_1_67",1
"Q5T6X5_IDR_852_926",1
"Q5T749_IDR_1_579",1
"Q5T750_IDR_1_224",1
"Q5T751_IDR_1_118",1
"Q5T752_IDR_1_114",1
"Q5T753_IDR_1_117",1
"Q5T754_IDR_1_117",1
"Q5T7B8_IDR_186_216",0.344440858556296
"Q5T7B8_IDR_544_1281",0.308524268658219
"Q5T7B8_IDR_68_168",0.347034872785485
"Q5T7M4_IDR_1_67",1
"Q5T7M9_IDR_14_45",1
"Q5T7N2_IDR_1_208",0.380274734015052
"Q5T7N2_IDR_318_362",0.278116317661393
"Q5T7N2_IDR_364_622",0.341608948323555
"Q5T7N3_IDR_1_38",0.479058776486846
"Q5T7N3_IDR_47_743",0.520941223513154
"Q5T7P2_IDR_1_110",1
"Q5T7P8_IDR_83_132",0.479036630493997
"Q5T870_IDR_1_85",1
"Q5T871_IDR_45_98",1
"Q5T8A7_IDR_1_1209",1
"Q5T8D3_IDR_150_442",1
"Q5T8I3_IDR_151_301",1
"Q5T8P6_IDR_335_371",0.155267698719684
"Q5T8P6_IDR_427_524",0.164506590051199
"Q5T8P6_IDR_608_737",0.162690465357282
"Q5T8P6_IDR_793_879",0.167215774094532
"Q5T8P6_IDR_85_294",0.174039678275125
"Q5T8P6_IDR_962_1007",0.176279793502179
"Q5T953_IDR_49_351",1
"Q5T9C2_IDR_156_317",1
"Q5T9C9_IDR_1_38",0.4988401648737
"Q5T9C9_IDR_292_323",0.5011598351263
"Q5T9L3_IDR_497_541",1
"Q5T9S5_IDR_1_168",0.313503401519356
"Q5T9S5_IDR_1266_1454",0.376310992332708
"Q5T9S5_IDR_356_522",0.310185606147936
"Q5T9Z0_IDR_232_273",1
"Q5TA76_IDR_1_89",1
"Q5TA77_IDR_1_95",1
"Q5TA79_IDR_1_104",1
"Q5TA81_IDR_1_108",1
"Q5TA82_IDR_1_108",1
"Q5TA89_IDR_121_159",1
"Q5TAB7_IDR_1_32",1
"Q5TAX3_IDR_1284_1505",0.214264745577179
"Q5TAX3_IDR_31_284",0.298402193098346
"Q5TAX3_IDR_579_617",0.258027439489057
"Q5TAX3_IDR_714_892",0.229305621835418
"Q5TB30_IDR_108_179",0.384172709397166
"Q5TB30_IDR_311_345",0.304102574506547
"Q5TB30_IDR_351_562",0.311724716096287
"Q5TB80_IDR_1030_1180",0.292211260567719
"Q5TB80_IDR_1_788",0.48771665975472
"Q5TB80_IDR_930_960",0.220072079677561
"Q5TBA9_IDR_1523_1591",0.14388496584479
"Q5TBA9_IDR_1_53",0.124732221670395
"Q5TBA9_IDR_1743_1785",0.132654193389211
"Q5TBA9_IDR_1937_1977",0.152428759087312
"Q5TBA9_IDR_1987_2035",0.132247841886254
"Q5TBA9_IDR_2343_2417",0.135620691543136
"Q5TBA9_IDR_2419_2656",0.178431326578901
"Q5TBB1_IDR_236_296",1
"Q5TBK1_IDR_1_39",0.527817205481958
"Q5TBK1_IDR_190_243",0.472182794518042
"Q5TC12_IDR_97_140",1
"Q5TC79_IDR_130_364",0.521757485437246
"Q5TC79_IDR_460_503",0.478242514562755
"Q5TC82_IDR_398_1133",1
"Q5TC84_IDR_1_90",0.481663170820835
"Q5TCM9_IDR_1_116",1
"Q5TC84_IDR_316_451",0.518336829179165
"Q5TCQ9_IDR_204_289",0.184641678952733
"Q5TCQ9_IDR_539_571",0.154980854730543
"Q5TCQ9_IDR_659_711",0.164107429130487
"Q5TCX8_IDR_486_1036",0.535759205849405
"Q5TCY1_IDR_313_543",0.472858511832836
"Q5TCY1_IDR_548_1321",0.527141488167165
"Q5TCZ1_IDR_132_163",0.23842401358952
"Q5TCZ1_IDR_325_447",0.249602458096091
"Q5TCZ1_IDR_505_836",0.275479996019759
"Q5TCZ1_IDR_900_1068",0.23649353229463
"Q5TD94_IDR_1_203",0.473553586670045
"Q5TD94_IDR_376_425",0.526446413329955
"Q5TDH0_IDR_365_399",0.518866413726127
"Q5TDH0_IDR_80_133",0.481133586273873
"Q5TDP6_IDR_1_63",1
"Q5TEA6_IDR_1_37",1
"Q5TEC3_IDR_1_262",1
"Q5TEJ8_IDR_544_631",1
"Q5TEU4_IDR_1_42",1
"Q5TF21_IDR_1_807",0.575971692851847
"Q5TF21_IDR_894_925",0.424028307148153
"Q5TF39_IDR_148_227",0.433251422521077
"Q5THJ4_IDR_1558_1610",0.162816232707329
"Q5THJ4_IDR_1741_1779",0.156361000342798
"Q5THJ4_IDR_2419_2460",0.16372780642915
"Q5THJ4_IDR_2597_2633",0.163075846767927
"Q5THJ4_IDR_747_793",0.186039183775734
"Q5THJ4_IDR_908_945",0.167979929977062
"Q5THK1_IDR_1_1608",0.4643492716244
"Q5THK1_IDR_1891_2040",0.5356507283756
"Q5THR3_IDR_1247_1304",0.2360023266598
"Q5THR3_IDR_1_52",0.236441812136557
"Q5THR3_IDR_245_275",0.264933220567442
"Q5THR3_IDR_575_617",0.262622640636201
"Q5TID7_IDR_1_376",1
"Q5TIE3_IDR_608_806",0.497113564209687
"Q5TIE3_IDR_921_1139",0.502886435790313
"Q5TKA1_IDR_1_99",0.502832158872012
"Q5TKA1_IDR_288_333",0.497167841127988
"Q5TYW1_IDR_61_190",1
"Q5TYW2_IDR_222_517",1
"Q5TZF3_IDR_1_34",1
"Q5VSG8_IDR_1_98",1
"Q5VSL9_IDR_1_64",0.465571618873955
"Q5VSL9_IDR_318_435",0.534428381126045
"Q5VST9_IDR_4780_4812",0.17171861104609
"Q5VST9_IDR_5489_5524",0.167595337740931
"Q5VST9_IDR_5545_5597",0.170991522383961
"Q5VST9_IDR_6241_6297",0.162688007189138
"Q5VST9_IDR_6725_6757",0.168596604182478
"Q5VST9_IDR_6770_7273",0.158409917457402
"Q5VSY0_IDR_22_251",1
"Q5VT03_IDR_136_314",0.311583842746277
"Q5VT03_IDR_16_134",0.322253012894455
"Q5VT03_IDR_331_806",0.366163144359268
"Q5VT06_IDR_1_2842",0.731704889127026
"Q5VT06_IDR_2876_2908",0.268295110872974
"Q5VT25_IDR_412_443",0.193930258706632
"Q5VT25_IDR_455_485",0.187003124835974
"Q5VT25_IDR_644_705",0.241618148990997
"Q5VT25_IDR_934_1020",0.201763339288087
"Q5VTR2_IDR_112_174",0.279662464338558
"Q5VTR2_IDR_259_650",0.445846822523091
"Q5VTT5_IDR_1_94",1
"Q5VU36_IDR_1_1336",1
"Q5VU43_IDR_2020_2170",0.27471082800699
"Q5VU43_IDR_515_1886",0.425778439674255
"Q5VU43_IDR_94_283",0.299510732318755
"Q5VU57_IDR_445_503",1
"Q5VU65_IDR_1841_1888",1
"Q5VU92_IDR_1_46",1
"Q5VU97_IDR_1126_1172",0.351734339481434
"Q5VU97_IDR_1199_1254",0.339618221077725
"Q5VU97_IDR_1_35",0.308647439440842
"Q5VUA4_IDR_1_2279",1
"Q5VUB5_IDR_327_708",0.458950814537301
"Q5VUB5_IDR_712_890",0.541049185462699
"Q5VUE5_IDR_1_71",1
"Q5VUG0_IDR_1_39",0.33807469919828
"Q5VUG0_IDR_480_521",0.302909571258965
"Q5VUG0_IDR_647_818",0.359015729542754
"Q5VV43_IDR_163_265",0.471823778983318
"Q5VV43_IDR_984_1072",0.528176221016682
"Q5VV52_IDR_1_198",1
"Q5VV67_IDR_142_298",0.401792197981323
"Q5VV67_IDR_1_58",0.3041447945643
"Q5VV67_IDR_368_1536",0.294063007454377
"Q5VVJ2_IDR_1_33",0.242677002698418
"Q5VVJ2_IDR_468_504",0.240511074964311
"Q5VVJ2_IDR_515_554",0.233225882351204
"Q5VVJ2_IDR_79_371",0.283586039986067
"Q5VVM6_IDR_1_310",0.544281681997235
"Q5VVM6_IDR_571_783",0.455718318002765
"Q5VVP1_IDR_1_1332",1
"Q5VVW2_IDR_422_472",0.497445920661816
"Q5VVW2_IDR_808_995",0.502554079338184
"Q5VVX9_IDR_239_297",1
"Q5VW00_IDR_1_47",1
"Q5VWG9_IDR_95_849",1
"Q5VW22_IDR_144_254",0.500112073639547
"Q5VW22_IDR_322_384",0.499887926360453
"Q5VW32_IDR_377_407",1
"Q5VW38_IDR_560_600",1
"Q5VWI1_IDR_1_37",0.319946366072865
"Q5VWI1_IDR_384_445",0.374212508972914
"Q5VWI1_IDR_85_338",0.305841124954221
"Q5VWJ9_IDR_1_86",1
"Q5VWK0_IDR_1_638",1
"Q5VWN6_IDR_218_261",0.161428076603872
"Q5VWN6_IDR_283_746",0.164159270557488
"Q5VWN6_IDR_757_791",0.173013269053149
"Q5VWW1_IDR_36_120",1
"Q5VWX1_IDR_164_287",1
"Q5VX71_IDR_432_490",1
"Q5VXD3_IDR_1_44",1
"Q5VXT5_IDR_241_272",1
"Q5VXU3_IDR_1_75",1
"Q5VXU9_IDR_1102_1425",0.294935827043732
"Q5VXU9_IDR_206_287",0.32286471388998
"Q5VXU9_IDR_369_577",0.382199459066289
"Q5VY09_IDR_1_305",1
"Q5VY43_IDR_798_1037",1
"Q5VYM1_IDR_93_1034",1
"Q5VYP0_IDR_1_31",0.502211225080137
"Q5VYP0_IDR_34_1333",0.497788774919863
"Q5VYS8_IDR_1_209",0.268096339193364
"Q5VYS8_IDR_1362_1436",0.26567122945907
"Q5VYS8_IDR_1460_1495",0.21337603256604
"Q5VYS8_IDR_639_940",0.252856398781526
"Q5VYV0_IDR_92_424",1
"Q5VYV7_IDR_124_408",1
"Q5VZ18_IDR_1_383",1
"Q5VZ19_IDR_107_139",1
"Q5VZ46_IDR_1_1109",1
"Q5VZ66_IDR_1_33",0.322728045348202
"Q5VZ66_IDR_138_527",0.366068796966296
"Q5VZ66_IDR_590_677",0.311203157685502
"Q5VZ89_IDR_1539_1679",0.507337887727013
"Q5VZ89_IDR_900_1536",0.492662112272987
"Q5VZB9_IDR_1_333",1
"Q5VZP5_IDR_356_388",0.15327078041507
"Q5VZP5_IDR_405_450",0.155609549666268
"Q5VZP5_IDR_452_551",0.155199981075026
"Q5VZP5_IDR_555_1134",0.22595756836534
"Q6ZS81_IDR_939_975",0.238585942643897
"Q6ZS82_IDR_106_235",1
"Q6ZSB9_IDR_121_393",1
"Q6ZSC3_IDR_173_216",1
"Q6ZSG1_IDR_16_175",1
"Q6ZSG2_IDR_1_355",0.481824192455136
"Q6ZSG2_IDR_389_479",0.518175807544864
"Q6ZSJ9_IDR_132_483",0.515025539126483
"Q6ZSJ9_IDR_1_88",0.484974460873517
"Q6ZSM3_IDR_1_39",0.334661556650759
"Q6ZSM3_IDR_230_260",0.340107507273956
"Q6ZSM3_IDR_469_516",0.325230936075285
"Q6ZSS3_IDR_65_143",1
"Q6ZSS7_IDR_1_48",0.348457360367853
"Q6ZSS7_IDR_395_430",0.309976767884234
"Q6ZSS7_IDR_626_791",0.341565871747913
"Q6ZT07_IDR_1066_1204",0.343399443763456
"Q6ZT07_IDR_940_999",0.333640455917442
"Q6ZT12_IDR_1002_1083",0.329958848161066
"Q6ZT12_IDR_1159_1191",0.338126128886083
"Q6ZT12_IDR_1193_1229",0.331915022952851
"Q6ZT52_IDR_210_329",1
"Q6ZT98_IDR_1_37",0.313079915414043
"Q6ZT98_IDR_387_437",0.331779057734684
"Q6ZT98_IDR_486_682",0.355141026851272
"Q6ZTA4_IDR_252_298",0.484730012322027
"Q6ZTA4_IDR_41_154",0.515269987677973
"Q6ZTI6_IDR_1_81",1
"Q6ZTQ3_IDR_109_183",0.52054000424892
"Q6ZTQ3_IDR_185_215",0.47945999575108
"Q6ZTQ4_IDR_839_885",1
"Q6ZTR5_IDR_1457_1518",0.505882633883338
"Q6ZTR5_IDR_3140_3187",0.494117366116662
"Q6ZTR7_IDR_228_304",1
"Q6ZTW0_IDR_1_33",1
"Q6ZTZ1_IDR_136_234",0.531378289309413
"Q6ZTZ1_IDR_1_43",0.468621710690587
"Q6ZU15_IDR_401_432",1
"Q6ZU35_IDR_1096_1164",0.163203578790037
"Q6ZU35_IDR_16_535",0.226507068032445
"Q6ZU35_IDR_551_584",0.138708139667866
"Q6ZU35_IDR_620_666",0.156520493965443
"Q6ZU35_IDR_678_857",0.147020402696037
"Q6ZU35_IDR_860_1089",0.168040316848172
"Q6ZU52_IDR_1_694",1
"Q6ZU69_IDR_378_1335",0.333898161782131
"Q6ZU80_IDR_1_216",0.529788024094261
"Q6ZU80_IDR_954_1094",0.470211975905739
"Q6ZUB0_IDR_33_525",0.478302834549447
"Q6ZUB0_IDR_534_884",0.521697165450553
"Q6ZUB1_IDR_87_1445",1
