"","GO0090304_nucleic_acid_metabolic_process"
"Q14156_IDR_686_723",0.49022738585886
"Q14157_IDR_1_69",0.377368511139748
"Q14202_IDR_1_305",0.496832788727516
"Q14202_IDR_754_1060",0.503167211272484
"Q14203_IDR_1025_1089",0.478459067469904
"Q14203_IDR_95_243",0.521540932530096
"Q14207_IDR_72_1411",1
"Q14209_IDR_1_127",0.547017926633866
"Q14209_IDR_308_384",0.452982073366134
"Q14242_IDR_1_364",0.477151650134844
"Q14242_IDR_366_412",0.522848349865156
"Q14244_IDR_1_721",1
"Q14247_IDR_1_38",0.415302578375883
"Q14247_IDR_68_492",0.584697421624118
"Q14249_IDR_1_58",1
"Q14257_IDR_1_37",1
"Q14258_IDR_355_440",1
"Q14289_IDR_1_35",0.53141767113852
"Q14289_IDR_690_877",0.46858232886148
"Q14314_IDR_175_206",0.491892409151538
"Q14314_IDR_94_173",0.508107590848462
"Q14469_IDR_151_271",0.534471987499857
"Q14493_IDR_1_139",0.514511408247911
"Q14493_IDR_202_270",0.485488591752089
"Q14494_IDR_110_612",1
"Q14498_IDR_1_144",1
"Q14500_IDR_1_42",0.487851338402041
"Q14500_IDR_366_433",0.512148661597959
"Q14511_IDR_560_699",0.525104167119745
"Q14511_IDR_66_401",0.474895832880255
"Q14512_IDR_154_205",0.499540396292691
"Q14512_IDR_1_56",0.500459603707309
"Q14515_IDR_1_424",1
"Q14517_IDR_4206_4588",1
"Q14524_IDR_1053_1147",0.214623022237101
"Q14524_IDR_1922_2016",0.186230131877593
"Q14524_IDR_30_62",0.207392184292238
"Q14524_IDR_425_663",0.18841249710008
"Q14524_IDR_992_1041",0.203342164492988
"Q14525_IDR_368_404",1
"Q14526_IDR_152_689",1
"Q14571_IDR_1828_1874",0.365187170980776
"Q14573_IDR_1129_1165",0.261512580457085
"Q14573_IDR_1555_1585",0.240748415163416
"Q14573_IDR_1803_1862",0.249935675980426
"Q14573_IDR_904_959",0.247803328399073
"Q14576_IDR_1_36",1
"Q14582_IDR_1_209",1
"Q14584_IDR_14_185",1
"Q14585_IDR_1_59",1
"Q14587_IDR_1_200",1
"Q14588_IDR_53_147",1
"Q14590_IDR_61_262",1
"Q14592_IDR_56_149",1
"Q14593_IDR_1_33",1
"Q14596_IDR_289_365",0.360414060434649
"Q14596_IDR_482_882",0.323643059385292
"Q14596_IDR_87_147",0.315942880180059
"Q14623_IDR_1_48",1
"Q14671_IDR_781_814",0.250970497220493
"Q14674_IDR_1296_1487",0.533637395505464
"Q14674_IDR_1507_1570",0.466362604494536
"Q14676_IDR_138_1891",1
"Q14677_IDR_147_625",1
"Q14678_IDR_1_48",0.510786454642943
"Q14678_IDR_53_1079",0.489213545357057
"Q14679_IDR_1091_1199",0.237071020696623
"Q14679_IDR_1_117",0.237669167265917
"Q14679_IDR_122_567",0.299310068621819
"Q14679_IDR_947_987",0.225949743415641
"Q14680_IDR_328_560",1
"Q14681_IDR_1_69",1
"Q14684_IDR_230_306",0.284685482976281
"Q14684_IDR_336_683",0.371544071033041
"Q14684_IDR_718_758",0.343770445990678
"Q14686_IDR_1_41",0.383487148155037
"Q14686_IDR_142_2063",0.616512851844963
"Q14687_IDR_1_1120",1
"Q14689_IDR_1_280",1
"Q14789_IDR_2844_2890",0.117694105166355
"Q14789_IDR_2951_3259",0.115453161664862
"Q14790_IDR_182_221",1
"Q147U1_IDR_53_168",1
"Q147X3_IDR_1_209",1
"Q14802_IDR_1_54",1
"Q14807_IDR_1_40",0.506395028542755
"Q14807_IDR_375_581",0.493604971457245
"Q14814_IDR_73_509",1
"Q14831_IDR_1_37",0.475346743830143
"Q14831_IDR_857_915",0.524653256169857
"Q14832_IDR_834_879",1
"Q14833_IDR_1_37",0.456336274419317
"Q14833_IDR_854_912",0.543663725580683
"Q14839_IDR_1_148",0.270185293174708
"Q14839_IDR_1261_1397",0.2494513921443
"Q14839_IDR_1521_1691",0.232105391353804
"Q14839_IDR_217_368",0.248257923327188
"Q14847_IDR_113_204",1
"Q14978_IDR_61_624",1
"Q14980_IDR_1350_1463",0.146580254620032
"Q14980_IDR_1473_2115",0.127999930938154
"Q14980_IDR_153_284",0.135618439122835
"Q14980_IDR_357_412",0.131128206152083
"Q14980_IDR_513_552",0.137223829276889
"Q14980_IDR_705_770",0.131270380405428
"Q14980_IDR_815_1324",0.190178959484579
"Q14990_IDR_1_47",0.352359011739954
"Q14990_IDR_203_250",0.306347878651485
"Q14990_IDR_80_121",0.34129310960856
"Q14993_IDR_244_1142",1
"Q14999_IDR_1331_1384",0.347710226071457
"Q14999_IDR_316_356",0.331532153622662
"Q14999_IDR_574_624",0.320757620305881
"Q149M9_IDR_1529_1564",1
"Q149N8_IDR_1_87",0.498957610568664
"Q14D33_IDR_158_246",0.196207110458382
"Q14D33_IDR_250_289",0.192401813647645
"Q14D33_IDR_291_326",0.196383255915962
"Q14D33_IDR_332_371",0.198951126940218
"Q14D33_IDR_376_536",0.216056693037793
"Q14DG7_IDR_792_938",0.394635472401931
"Q14DG7_IDR_951_1032",0.605364527598069
"Q15003_IDR_184_237",0.199879597376211
"Q15003_IDR_1_98",0.153376377970733
"Q15003_IDR_328_363",0.156816577235956
"Q15003_IDR_377_413",0.152266892059955
"Q15003_IDR_449_483",0.171016907244744
"Q15003_IDR_533_618",0.166643648112402
"Q15004_IDR_1_60",0.457809811319046
"Q15004_IDR_71_111",0.542190188680954
"Q15005_IDR_1_38",1
"Q15007_IDR_192_396",1
"Q15011_IDR_199_252",0.328746275839686
"Q15011_IDR_314_362",0.338712892157266
"Q15011_IDR_90_133",0.332540832003048
"Q15035_IDR_322_370",1
"Q15036_IDR_389_455",1
"Q15042_IDR_530_617",1
"Q15043_IDR_248_327",1
"Q15046_IDR_1_69",1
"Q15047_IDR_108_189",0.293895896881048
"Q15047_IDR_437_563",0.331786752805067
"Q15047_IDR_848_1195",0.374317350313885
"Q15049_IDR_1_42",1
"Q15050_IDR_164_269",0.487705848286872
"Q15050_IDR_277_365",0.512294151713128
"Q15052_IDR_109_148",0.518775287021528
"Q15052_IDR_549_649",0.481224712978472
"Q15054_IDR_125_466",1
"Q15056_IDR_118_248",0.482830767767487
"Q15056_IDR_1_34",0.517169232232513
"Q15057_IDR_516_601",1
"Q15058_IDR_1_350",0.482114163505671
"Q15058_IDR_1587_1619",0.517885836494329
"Q15059_IDR_1_34",0.213209944807392
"Q15149_IDR_2741_2785",0.50704031142349
"Q15149_IDR_99_176",0.49295968857651
"Q15172_IDR_1_52",1
"Q15173_IDR_1_58",1
"Q15185_IDR_129_160",1
"Q15198_IDR_1_62",1
"Q15223_IDR_380_489",1
"Q15233_IDR_1_56",0.341895738788925
"Q15233_IDR_305_389",0.320227788978938
"Q15233_IDR_401_471",0.337876472232136
"Q15256_IDR_253_337",0.491529632150834
"Q15256_IDR_48_82",0.508470367849166
"Q15262_IDR_731_843",1
"Q15269_IDR_227_264",0.493388948783521
"Q15269_IDR_880_919",0.506611051216479
"Q15276_IDR_31_533",0.501595492611835
"Q15276_IDR_627_682",0.498404507388165
"Q15287_IDR_1_158",0.633189462013498
"Q15287_IDR_243_305",0.366810537986502
"Q15291_IDR_342_398",0.448035076524985
"Q15390_IDR_284_333",0.569290479698324
"Q15390_IDR_87_235",0.430709520301676
"Q15397_IDR_1_129",1
"Q15398_IDR_1_117",0.21603487133563
"Q15398_IDR_127_427",0.22902162991017
"Q15398_IDR_539_606",0.339254279011716
"Q15398_IDR_621_796",0.215689219742485
"Q15406_IDR_132_276",0.605492098594982
"Q15406_IDR_1_55",0.394507901405018
"Q15413_IDR_1759_1790",0.14702464751508
"Q15413_IDR_1912_1950",0.145996543966592
"Q15413_IDR_3322_3359",0.175282983530221
"Q15413_IDR_4096_4146",0.152108655129301
"Q15413_IDR_4175_4226",0.144900787233372
"Q15413_IDR_4228_4385",0.234686382625433
"Q15415_IDR_69_496",1
"Q15418_IDR_704_735",1
"Q15424_IDR_481_910",0.538178976644947
"Q15424_IDR_79_404",0.461821023355053
"Q15427_IDR_182_424",1
"Q15526_IDR_1_60",1
"Q15528_IDR_137_200",1
"Q15532_IDR_1_418",1
"Q15542_IDR_107_202",0.278091896221444
"Q15542_IDR_1_100",0.423528017798961
"Q15542_IDR_359_424",0.298380085979595
"Q15544_IDR_1_99",1
"Q15545_IDR_185_282",1
"Q15554_IDR_1_86",0.491508623951021
"Q15554_IDR_290_488",0.508491376048979
"Q15555_IDR_173_240",1
"Q15560_IDR_79_131",1
"Q15561_IDR_119_156",0.494644605561705
"Q15561_IDR_1_40",0.505355394438295
"Q15562_IDR_1_41",1
"Q15569_IDR_1_44",0.339612590788959
"Q15569_IDR_319_566",0.311265313980146
"Q15569_IDR_588_626",0.349122095230895
"Q15572_IDR_603_731",0.460957599932306
"Q15572_IDR_735_869",0.539042400067694
"Q15648_IDR_519_1581",1
"Q15649_IDR_39_85",1
"Q15650_IDR_74_149",1
"Q15651_IDR_1_99",1
"Q15652_IDR_1310_1709",0.1642106263749
"Q15652_IDR_1936_2070",0.120911365888898
"Q15652_IDR_2073_2144",0.108959651706274
"Q15652_IDR_252_704",0.158790420282266
"Q15652_IDR_716_797",0.133869251588193
"Q15652_IDR_803_857",0.131015588086831
"Q15652_IDR_868_1305",0.182243096072636
"Q15653_IDR_297_356",1
"Q15654_IDR_1_251",1
"Q15672_IDR_1_110",1
"Q15678_IDR_304_870",1
"Q15691_IDR_131_194",1
"Q15696_IDR_1_59",0.469366816496652
"Q15696_IDR_344_482",0.530633183503348
"Q15697_IDR_132_295",1
"Q15699_IDR_1_151",0.387504133760822
"Q15750_IDR_370_474",1
"Q15751_IDR_1311_1433",0.14241498067294
"Q15751_IDR_1458_1551",0.149272469116374
"Q15751_IDR_2253_2287",0.17810922396226
"Q15751_IDR_2405_2496",0.16124026175054
"Q15751_IDR_2610_2751",0.134590095134978
"Q15751_IDR_2797_2921",0.234372969362908
"Q15758_IDR_1_42",0.480737613066837
"Q15758_IDR_491_541",0.519262386933163
"Q15760_IDR_1_53",0.514909974075985
"Q15760_IDR_354_415",0.485090025924015
"Q15761_IDR_243_317",1
"Q15762_IDR_280_318",1
"Q15768_IDR_171_288",1
"Q15772_IDR_1907_2573",0.282028219544749
"Q15772_IDR_2772_2928",0.43089601334952
"Q15772_IDR_277_637",0.287075767105732
"Q15773_IDR_1_248",1
"Q15776_IDR_137_320",1
"Q15784_IDR_1_133",0.476980809720999
"Q15853_IDR_104_169",0.338779009659953
"Q15853_IDR_1_57",0.338659278630042
"Q15853_IDR_202_242",0.322561711710005
"Q15858_IDR_1025_1079",0.24669897119047
"Q15858_IDR_1094_1149",0.2387894939388
"Q15858_IDR_1910_1988",0.250742230714298
"Q15858_IDR_419_681",0.263769304156432
"Q15878_IDR_1_49",0.294263221982076
"Q15878_IDR_1882_2311",0.363077673025299
"Q15878_IDR_737_1125",0.342659104992625
"Q15884_IDR_118_444",1
"Q15904_IDR_1_38",1
"Q15906_IDR_1_202",0.349668710423223
"Q15906_IDR_225_258",0.343686362088262
"Q15906_IDR_334_364",0.306644927488515
"Q15907_IDR_183_218",1
"Q15910_IDR_183_216",0.508132646532975
"Q15910_IDR_300_417",0.491867353467025
"Q15911_IDR_1_124",0.109807156547235
"Q15911_IDR_153_186",0.0725847656181855
"Q15915_IDR_369_441",0.488059826398894
"Q15916_IDR_128_296",1
"Q15935_IDR_49_213",1
"Q15937_IDR_1_45",0.516494910475868
"Q15937_IDR_81_194",0.483505089524132
"Q15942_IDR_1_354",1
"Q15973_IDR_55_95",1
"Q16099_IDR_859_889",1
"Q16143_IDR_1_134",1
"Q16181_IDR_406_437",1
"Q16186_IDR_130_260",1
"Q16204_IDR_1_60",0.43944823261579
"Q16204_IDR_181_474",0.56055176738421
"Q16206_IDR_374_454",0.534951602162314
"Q16206_IDR_463_530",0.465048397837686
"Q16236_IDR_31_453",1
"Q16254_IDR_201_346",1
"Q16280_IDR_1_64",0.465631416703572
"Q16280_IDR_81_124",0.534368583296428
"Q16520_IDR_95_125",0.540908497872098
"Q16526_IDR_501_586",1
"Q16527_IDR_83_115",1
"Q16531_IDR_745_781",1
"Q16533_IDR_229_368",1
"Q16534_IDR_1_68",0.339603461653004
"Q16534_IDR_95_247",0.660396538346996
"Q16537_IDR_1_42",1
"Q16538_IDR_192_271",0.535060125332888
"Q16538_IDR_370_582",0.464939874667112
"Q16543_IDR_346_378",0.497813995816507
"Q16543_IDR_95_148",0.502186004183493
"Q16549_IDR_1_46",0.502424663875626
"Q16549_IDR_694_748",0.497575336124374
"Q16552_IDR_1_40",1
"Q16555_IDR_509_572",1
"Q16558_IDR_1_36",1
"Q16559_IDR_63_108",1
"Q16560_IDR_142_246",1
"Q16566_IDR_340_473",1
"Q16630_IDR_481_551",0.49135392547955
"Q16633_IDR_1_256",1
"Q16637_IDR_145_255",0.442377235666818
"Q16637_IDR_57_87",0.557622764333182
"Q16643_IDR_136_617",1
"Q16644_IDR_1_35",0.493891952210435
"Q16644_IDR_345_382",0.506108047789565
"Q16649_IDR_1_427",1
"Q16650_IDR_21_95",0.329562047041292
"Q16650_IDR_385_502",0.340759912323274
"Q16650_IDR_559_670",0.329678040635434
"Q16651_IDR_1_40",1
"Q16655_IDR_1_40",0.490500340612175
"Q16655_IDR_49_118",0.509499659387825
"Q16656_IDR_1_100",1
"Q16659_IDR_323_353",0.317235121225492
"Q16659_IDR_355_434",0.36764077047654
"Q16659_IDR_483_525",0.315124108297968
"Q16665_IDR_360_408",0.481967278530683
"Q16778_IDR_1_36",1
"Q16790_IDR_1_137",1
"Q16795_IDR_1_46",1
"Q16798_IDR_1_48",1
"Q16799_IDR_1_196",0.474006059301825
"Q16799_IDR_202_579",0.525993940698175
"Q16819_IDR_1_36",0.517531488626207
"Q16819_IDR_605_663",0.482468511373792
"Q16821_IDR_1_59",0.29902516840655
"Q16821_IDR_235_795",0.336907001930381
"Q16821_IDR_799_1072",0.364067829663068
"Q16825_IDR_308_857",1
"Q16828_IDR_150_203",0.500629313756764
"Q16828_IDR_351_381",0.499370686243236
"Q16829_IDR_1_51",0.348067142795616
"Q16829_IDR_189_240",0.331879282424537
"Q16829_IDR_388_419",0.320053574779848
"Q16832_IDR_372_488",0.517722831107081
"Q16832_IDR_491_551",0.482277168892919
"Q16842_IDR_1_31",1
"Q17RC7_IDR_1_134",1
"Q17RD7_IDR_31_346",1
"Q17RG1_IDR_652_752",1
"Q17RM4_IDR_655_714",1
"Q17RN3_IDR_317_349",1
"Q17RQ9_IDR_332_366",0.476099492353824
"Q17RQ9_IDR_541_610",0.523900507646176
"Q17RS7_IDR_460_890",1
"Q17RW2_IDR_1_35",0.487516623646889
"Q17RW2_IDR_239_1507",0.512483376353111
"Q17RY0_IDR_12_394",1
"Q17RY6_IDR_1_37",1
"Q18PE1_IDR_205_404",0.491196829317821
"Q18PE1_IDR_406_484",0.508803170682179
"Q19T08_IDR_20_178",1
"Q1A5X6_IDR_1_38",0.493196090471359
"Q1A5X6_IDR_65_100",0.506803909528641
"Q1ED39_IDR_1_353",1
"Q1EHB4_IDR_560_618",1
"Q1HG43_IDR_296_343",1
"Q2I0M5_IDR_191_234",0.378155173061629
"Q2KHM9_IDR_1_59",0.265461414095112
"Q2KHM9_IDR_375_742",0.369793539399445
"Q2KHM9_IDR_61_362",0.364745046505442
"Q2KHR2_IDR_156_1286",0.592507813233808
"Q2KHR2_IDR_65_127",0.407492186766192
"Q2KHR3_IDR_1_1549",1
"Q2KHT3_IDR_349_476",0.491849407769287
"Q2KHT3_IDR_832_1053",0.508150592230713
"Q2KJY2_IDR_1_127",0.128601515183503
"Q2KJY2_IDR_1237_1966",0.177638509760197
"Q2KJY2_IDR_169_315",0.165350974371278
"Q2KJY2_IDR_324_412",0.18533659472123
"Q2KJY2_IDR_802_853",0.149410656314286
"Q2KJY2_IDR_898_1169",0.193661749649507
"Q2L4Q9_IDR_1_34",1
"Q2LD37_IDR_1192_1473",0.0777834809474723
"Q2LD37_IDR_1573_1603",0.0576522982871692
"Q2LD37_IDR_160_190",0.0626898619483637
"Q2LD37_IDR_1675_1707",0.0590333536450266
"Q2M243_IDR_592_656",0.511293410459479
"Q2M296_IDR_256_301",1
"Q2M2E3_IDR_1_65",0.497857979721267
"Q2M2E3_IDR_217_257",0.502142020278733
"Q2M2H8_IDR_1_37",0.481381171736133
"Q2M2H8_IDR_1811_2515",0.518618828263867
"Q2M2I3_IDR_292_478",1
"Q2M2I5_IDR_1_107",0.499749656674816
"Q2M2I5_IDR_452_499",0.500250343325184
"Q2M2I8_IDR_1_31",0.379638697250367
"Q2M2I8_IDR_323_958",0.620361302749633
"Q2M2Z5_IDR_1_80",0.473040282339697
"Q2M2Z5_IDR_90_673",0.526959717660303
"Q2M385_IDR_683_716",1
"Q2M389_IDR_1137_1173",1
"Q2M3C6_IDR_1_78",0.509576904751125
"Q2M3C6_IDR_269_481",0.490423095248875
"Q2M3C7_IDR_1_41",0.136565786077375
"Q2M3C7_IDR_192_451",0.163858834178479
"Q2NKX8_IDR_669_1196",1
"Q2NKX9_IDR_25_103",1
"Q2NL68_IDR_1_480",1
"Q2NL82_IDR_1_77",0.351684424325233
"Q2NL82_IDR_312_393",0.337649236773564
"Q2NL82_IDR_408_472",0.310666338901203
"Q2NL98_IDR_128_169",1
"Q2PPJ7_IDR_318_376",0.265141964065636
"Q2PPJ7_IDR_444_501",0.230812265328344
"Q2PPJ7_IDR_667_907",0.21969864591364
"Q2TAL8_IDR_335_471",0.33147241926722
"Q2TAZ0_IDR_111_146",0.139922694043214
"Q2TAZ0_IDR_1245_1307",0.137572084821059
"Q2TAZ0_IDR_1319_1355",0.150140888460237
"Q2TAZ0_IDR_1439_1474",0.125588928092671
"Q2TAZ0_IDR_1608_1658",0.148815418564537
"Q2TAZ0_IDR_337_417",0.147757634261066
"Q2TAZ0_IDR_879_920",0.150202351757217
"Q2TB10_IDR_1_360",0.251166101634715
"Q2TB10_IDR_383_482",0.299688636114139
"Q2TB10_IDR_573_608",0.227326187295272
"Q2TB10_IDR_622_664",0.221819074955874
"Q2TB18_IDR_621_653",1
"Q2TBA0_IDR_264_297",1
"Q2TBC4_IDR_214_316",1
"Q2TBE0_IDR_1_506",0.630318280251215
"Q2Y0W8_IDR_219_284",0.313201796680327
"Q2Y0W8_IDR_57_92",0.354753763114171
"Q2YD98_IDR_210_288",0.281854407159591
"Q2YD98_IDR_384_555",0.279269116767578
"Q2YD98_IDR_557_709",0.438876476072832
"Q32M45_IDR_1_106",1
"Q32M78_IDR_69_193",1
"Q32M84_IDR_1_55",1
"Q32MH5_IDR_232_876",1
"Q32MK0_IDR_1_484",1
"Q32MQ0_IDR_1_723",1
"Q32MZ4_IDR_1_808",1
"Q32NC0_IDR_115_186",1
"Q32P28_IDR_700_736",1
"Q32P44_IDR_1_41",0.543702987686657
"Q3KNS6_IDR_88_136",1
"Q3KNV8_IDR_103_166",1
"Q3KNW1_IDR_10_148",1
"Q3KNW5_IDR_316_377",1
"Q3KP22_IDR_63_153",1
"Q3KP31_IDR_19_108",1
"Q3KP44_IDR_420_488",0.489242409642295
"Q3KP44_IDR_522_562",0.510757590357705
"Q3KP66_IDR_1_120",0.507492476869165
"Q3KP66_IDR_209_629",0.492507523130836
"Q3KQU3_IDR_1_827",1
"Q3KQV3_IDR_59_209",0.521764490684441
"Q3KQV3_IDR_602_632",0.478235509315559
"Q3KR16_IDR_1_98",0.552204853482246
"Q3KR16_IDR_517_765",0.447795146517754
"Q3KR37_IDR_1_82",0.392733355139398
"Q3KR37_IDR_225_363",0.27177696130579
"Q3KR37_IDR_543_646",0.335489683554812
"Q3L8U1_IDR_1448_1485",0.153994407911076
"Q3L8U1_IDR_1_706",0.342512570599488
"Q3SY46_IDR_1_35",1
"Q3SY52_IDR_115_232",0.527691167472514
"Q3SY52_IDR_70_112",0.472308832527486
"Q3SY56_IDR_1_228",0.601674774450895
"Q3SY56_IDR_331_376",0.398325225549105
"Q3SY84_IDR_1_76",0.495194281643309
"Q3SY84_IDR_460_523",0.504805718356691
"Q3SYB3_IDR_1_106",0.486290834433605
"Q3SYB3_IDR_249_402",0.513709165566395
"Q3SYG4_IDR_826_887",1
"Q3T8J9_IDR_1_535",0.186240002848846
"Q3T8J9_IDR_1782_2150",0.192086443712198
"Q3T8J9_IDR_2210_2241",0.142692065056336
"Q3T8J9_IDR_542_593",0.147477979809647
"Q3V5L5_IDR_1_104",1
"Q3T8J9_IDR_598_707",0.138778407493622
"Q3T8J9_IDR_932_1622",0.19272510107935
"Q3V6T2_IDR_219_256",0.25096855524573
"Q3V6T2_IDR_325_709",0.248654849757086
"Q3V6T2_IDR_897_1045",0.281607725401696
"Q494U1_IDR_1_47",0.482950860840352
"Q494U1_IDR_318_583",0.517049139159648
"Q494V2_IDR_1_151",0.272753496065942
"Q494V2_IDR_206_252",0.238493168925692
"Q494V2_IDR_275_383",0.22488536849984
"Q494V2_IDR_547_605",0.263867966508525
"Q494W8_IDR_259_296",0.478334918372731
"Q494W8_IDR_302_337",0.521665081627269
"Q494X3_IDR_1_130",1
"Q495A1_IDR_166_222",1
"Q495C1_IDR_105_229",0.461373592521964
"Q495C1_IDR_238_297",0.538626407478036
"Q495M3_IDR_1_51",1
"Q495M9_IDR_152_254",0.513211625468588
"Q495M9_IDR_258_387",0.486788374531412
"Q495N2_IDR_1_40",1
"Q495T6_IDR_1_51",0.502307752517081
"Q495T6_IDR_54_84",0.497692247482919
"Q495W5_IDR_1_38",1
"Q495Y8_IDR_1_187",1
"Q49AM3_IDR_424_519",0.444966218200452
"Q49AM3_IDR_83_299",0.555033781799548
"Q49AN0_IDR_520_593",1
"Q49AR2_IDR_166_232",1
"Q49MG5_IDR_1_464",0.300429409238292
"Q49MG5_IDR_468_547",0.327816444964609
"Q49MG5_IDR_567_647",0.371754145797099
"Q49MI3_IDR_1_42",1
"Q4AC94_IDR_1563_1630",0.204081613661221
"Q4AC94_IDR_171_338",0.197886939236154
"Q4AC94_IDR_1772_2332",0.183579894259036
"Q4AC94_IDR_454_523",0.220350068110708
"Q4AC94_IDR_709_799",0.19410148473288
"Q4AC99_IDR_87_135",1
"Q4ADV7_IDR_1129_1223",0.327258150514473
"Q4ADV7_IDR_1352_1419",0.348355569759469
"Q4ADV7_IDR_987_1053",0.324386279726058
"Q4FZB7_IDR_1_69",0.271613099967282
"Q4FZB7_IDR_334_741",0.434765888723129
"Q4FZB7_IDR_811_846",0.293621011309589
"Q4G163_IDR_582_617",0.317873710357102
"Q4G163_IDR_678_708",0.317496810892222
"Q4G176_IDR_1_41",1
"Q4G1C9_IDR_291_344",1
"Q4JDL3_IDR_1_117",1
"Q4KMG0_IDR_1166_1216",1
"Q4KMG9_IDR_148_183",1
"Q4KMP7_IDR_1_300",0.492214565454815
"Q4KMP7_IDR_622_808",0.507785434545185
"Q4KMQ2_IDR_1_55",1
"Q4KMZ1_IDR_384_454",0.495070010676176
"Q4KMZ1_IDR_40_382",0.504929989323824
"Q4KWH8_IDR_448_593",0.475248100119085
"Q4KWH8_IDR_863_1611",0.524751899880915
"Q4L180_IDR_1068_1135",0.197927901204681
"Q4L180_IDR_1_71",0.219776736193029
"Q4L180_IDR_340_385",0.187874931051265
"Q4L180_IDR_598_639",0.205309095317564
"Q4L180_IDR_762_1024",0.189111336233461
"Q4LE39_IDR_128_168",0.283416359088742
"Q504T8_IDR_315_452",0.62176027730111
"Q504U0_IDR_1_52",1
"Q504Y0_IDR_1_40",0.319374909385031
"Q504Y0_IDR_263_303",0.352950816656579
"Q504Y0_IDR_472_534",0.327674273958391
"Q504Y2_IDR_33_127",1
"Q504Y3_IDR_200_319",1
"Q50LG9_IDR_366_406",1
"Q52LD8_IDR_169_241",0.494446842831713
"Q52LD8_IDR_404_501",0.505553157168287
"Q52LG2_IDR_1_117",1
"Q52LJ0_IDR_307_433",1
"Q52LR7_IDR_277_450",0.634010646825414
"Q52LR7_IDR_463_807",0.365989353174586
"Q52LW3_IDR_1_37",0.260064780482826
"Q52LW3_IDR_157_187",0.253853766274241
"Q52LW3_IDR_472_601",0.253839316260389
"Q52LW3_IDR_889_1261",0.232242136982545
"Q52M93_IDR_49_101",1
"Q52MB2_IDR_66_171",1
"Q53FD0_IDR_413_456",0.432597657642522
"Q53FE4_IDR_226_359",0.494815732332582
"Q53FE4_IDR_67_172",0.505184267667418
"Q53FP2_IDR_134_167",1
"Q53GA4_IDR_112_152",1
"Q53GG5_IDR_90_288",1
"Q53GI3_IDR_1_38",0.459448583917054
"Q53GI3_IDR_145_355",0.540551416082946
"Q53GL0_IDR_136_349",1
"Q53GL7_IDR_287_398",0.495023647178512
"Q53GL7_IDR_553_706",0.504976352821488
"Q53GS7_IDR_1_139",0.494755047785121
"Q53GS7_IDR_327_379",0.505244952214879
"Q53GS9_IDR_1_101",1
"Q53GT1_IDR_600_634",1
"Q53H80_IDR_1_139",1
"Q53HC0_IDR_126_331",0.461594404912521
"Q53HC0_IDR_1_84",0.538405595087479
"Q53HC5_IDR_1_34",1
"Q562E7_IDR_1572_1605",0.271719005738084
"Q562F6_IDR_1_1265",1
"Q567U6_IDR_154_200",0.357564698730388
"Q567U6_IDR_212_280",0.297570236764599
"Q567U6_IDR_423_454",0.344865064505013
"Q569G3_IDR_36_115",1
"Q569H4_IDR_1_36",0.526916629650772
"Q569H4_IDR_43_304",0.473083370349228
"Q569K6_IDR_133_218",0.494465620264127
"Q569K6_IDR_517_752",0.505534379735873
"Q56A73_IDR_1_38",1
"Q56NI9_IDR_1_370",1
"Q56P03_IDR_1_134",1
"Q56UN5_IDR_1_37",0.203596874725143
"Q56UN5_IDR_43_81",0.201969154669852
"Q56UN5_IDR_490_956",0.21103189070223
"Q56UN5_IDR_90_488",0.19276068607879
"Q56UN5_IDR_980_1030",0.190641393823984
"Q56VL3_IDR_118_154",0.521436322958436
"Q56VL3_IDR_1_31",0.478563677041564
"Q5BJF6_IDR_1_182",1
"Q5BJH2_IDR_1_44",1
"Q5BJH7_IDR_1_69",1
"Q5BKU9_IDR_1_87",1
"Q5BKX5_IDR_1_71",1
"Q5BKX8_IDR_1_36",0.505857852668435
"Q5BKX8_IDR_49_364",0.494142147331565
"Q5BKY9_IDR_71_247",1
"Q5BKZ1_IDR_1_307",0.535343888201822
"Q5BKZ1_IDR_469_582",0.464656111798178
"Q5BLP8_IDR_1_40",1
"Q5BVD1_IDR_1_94",1
"Q5C9Z4_IDR_1_348",1
"Q5CZA5_IDR_66_200",1
"Q5CZC0_IDR_154_680",0.0652581957619842
"Q5CZC0_IDR_1719_1749",0.0529015744461552
"Q5CZC0_IDR_2195_2243",0.0554981309815318
"Q5CZC0_IDR_2562_2598",0.0554694456179119
"Q5CZC0_IDR_7_42",0.0537168447792173
"Q5CZC0_IDR_844_879",0.0596866969609067
"Q5EBL2_IDR_1_35",0.342970470652883
"Q5EBL2_IDR_251_283",0.332643468211955
"Q5EBL2_IDR_735_768",0.324386061135162
"Q5EBL4_IDR_235_289",0.540662875939187
"Q5EBL4_IDR_322_403",0.459337124060813
"Q5F1R6_IDR_271_310",0.437968572168475
"Q5F1R6_IDR_353_481",0.562031427831525
"Q5FBB7_IDR_101_539",0.546628467303444
"Q5FBB7_IDR_1_92",0.453371532696556
"Q5FWE3_IDR_20_454",0.530569550377447
"Q5FWE3_IDR_721_972",0.469430449622553
"Q5FWF4_IDR_499_619",0.572956042861065
"Q5FWF4_IDR_646_721",0.427043957138935
"Q5FWF5_IDR_1_610",1
"Q5FWF6_IDR_73_174",1
"Q5FYB0_IDR_1_73",0.435105118428603
"Q5FYB0_IDR_559_599",0.564894881571397
"Q5GH72_IDR_117_172",0.338981125092553
"Q5GH72_IDR_1_48",0.333091895536074
"Q5GH72_IDR_446_497",0.327926979371373
