"","GO0000976_transcription_cis_regulatory_region_binding"
"Q15776_IDR_137_320",1
"Q15784_IDR_1_133",0.139594288667097
"Q15853_IDR_104_169",0.316602565742899
"Q15853_IDR_1_57",0.326544694273668
"Q15853_IDR_202_242",0.356852739983434
"Q15858_IDR_1025_1079",0.269683208742039
"Q15858_IDR_1094_1149",0.255817421301946
"Q15858_IDR_1910_1988",0.242741328475035
"Q15858_IDR_419_681",0.23175804148098
"Q15878_IDR_1_49",0.232729638952352
"Q15878_IDR_1882_2311",0.519059799933012
"Q15878_IDR_737_1125",0.248210561114635
"Q15884_IDR_118_444",1
"Q15904_IDR_1_38",1
"Q15906_IDR_1_202",0.254762812379232
"Q15906_IDR_225_258",0.467565606993947
"Q15906_IDR_334_364",0.277671580626821
"Q15907_IDR_183_218",1
"Q15910_IDR_183_216",0.540053371915856
"Q15910_IDR_300_417",0.459946628084144
"Q15911_IDR_1_124",0.0885267567034018
"Q15911_IDR_153_186",0.0393815130088112
"Q15915_IDR_369_441",0.410991764203658
"Q15916_IDR_128_296",1
"Q15935_IDR_49_213",1
"Q15937_IDR_1_45",0.486710583207407
"Q15937_IDR_81_194",0.513289416792593
"Q15942_IDR_1_354",1
"Q15973_IDR_55_95",1
"Q16099_IDR_859_889",1
"Q16143_IDR_1_134",1
"Q16181_IDR_406_437",1
"Q16186_IDR_130_260",1
"Q16204_IDR_1_60",0.34708995885033
"Q16204_IDR_181_474",0.65291004114967
"Q16206_IDR_374_454",0.675484273587246
"Q16206_IDR_463_530",0.324515726412754
"Q16236_IDR_31_453",1
"Q16254_IDR_201_346",1
"Q16280_IDR_1_64",0.468369323751899
"Q16280_IDR_81_124",0.531630676248101
"Q16520_IDR_95_125",0.674608628946504
"Q16526_IDR_501_586",1
"Q16527_IDR_83_115",1
"Q16531_IDR_745_781",1
"Q16533_IDR_229_368",1
"Q16534_IDR_1_68",0.302233025989273
"Q16534_IDR_95_247",0.697766974010727
"Q16537_IDR_1_42",1
"Q16538_IDR_192_271",0.50982528778427
"Q16538_IDR_370_582",0.49017471221573
"Q16543_IDR_346_378",0.478657809230411
"Q16543_IDR_95_148",0.521342190769589
"Q16549_IDR_1_46",0.529155867541715
"Q16549_IDR_694_748",0.470844132458285
"Q16552_IDR_1_40",1
"Q16555_IDR_509_572",1
"Q16558_IDR_1_36",1
"Q16559_IDR_63_108",1
"Q16560_IDR_142_246",1
"Q16566_IDR_340_473",1
"Q16630_IDR_481_551",0.468571982825304
"Q16633_IDR_1_256",1
"Q16637_IDR_145_255",0.539922107561933
"Q16637_IDR_57_87",0.460077892438067
"Q16643_IDR_136_617",1
"Q16644_IDR_1_35",0.586614788351645
"Q16644_IDR_345_382",0.413385211648355
"Q16649_IDR_1_427",1
"Q16650_IDR_21_95",0.328057534348404
"Q16650_IDR_385_502",0.325806228413718
"Q16650_IDR_559_670",0.346136237237878
"Q16651_IDR_1_40",1
"Q16655_IDR_1_40",0.448853922271334
"Q16655_IDR_49_118",0.551146077728666
"Q16656_IDR_1_100",1
"Q16659_IDR_323_353",0.268773670902152
"Q16659_IDR_355_434",0.421563263036846
"Q16659_IDR_483_525",0.309663066061002
"Q16665_IDR_360_408",0.473101452372654
"Q16778_IDR_1_36",1
"Q16790_IDR_1_137",1
"Q16795_IDR_1_46",1
"Q16798_IDR_1_48",1
"Q16799_IDR_1_196",0.548402517521879
"Q16799_IDR_202_579",0.451597482478121
"Q16819_IDR_1_36",0.555291817000343
"Q16819_IDR_605_663",0.444708182999657
"Q16821_IDR_1_59",0.275273674100265
"Q16821_IDR_235_795",0.273576178957628
"Q16821_IDR_799_1072",0.451150146942107
"Q16825_IDR_308_857",1
"Q16828_IDR_150_203",0.468839771138082
"Q16828_IDR_351_381",0.531160228861918
"Q16829_IDR_1_51",0.313791862174313
"Q16829_IDR_189_240",0.31482636830942
"Q16829_IDR_388_419",0.371381769516267
"Q16832_IDR_372_488",0.52908203964966
"Q16832_IDR_491_551",0.47091796035034
"Q16842_IDR_1_31",1
"Q17RC7_IDR_1_134",1
"Q17RD7_IDR_31_346",1
"Q17RG1_IDR_652_752",1
"Q17RM4_IDR_655_714",1
"Q17RN3_IDR_317_349",1
"Q17RQ9_IDR_332_366",0.412775105375476
"Q17RQ9_IDR_541_610",0.587224894624524
"Q17RS7_IDR_460_890",1
"Q17RW2_IDR_1_35",0.550742238991905
"Q17RW2_IDR_239_1507",0.449257761008095
"Q17RY0_IDR_12_394",1
"Q17RY6_IDR_1_37",1
"Q18PE1_IDR_205_404",0.570826184779526
"Q18PE1_IDR_406_484",0.429173815220474
"Q19T08_IDR_20_178",1
"Q1A5X6_IDR_1_38",0.508340862255458
"Q1A5X6_IDR_65_100",0.491659137744542
"Q1ED39_IDR_1_353",1
"Q1EHB4_IDR_560_618",1
"Q1HG43_IDR_296_343",1
"Q2I0M5_IDR_191_234",0.299777271963863
"Q2KHM9_IDR_1_59",0.344158200287517
"Q2KHM9_IDR_375_742",0.297270277077013
"Q2KHM9_IDR_61_362",0.35857152263547
"Q2KHR2_IDR_156_1286",0.594598962908155
"Q2KHR2_IDR_65_127",0.405401037091845
"Q2KHR3_IDR_1_1549",1
"Q2KHT3_IDR_349_476",0.347839156323532
"Q2KHT3_IDR_832_1053",0.652160843676468
"Q2KJY2_IDR_1_127",0.106996477669466
"Q2KJY2_IDR_1237_1966",0.198724662320741
"Q2KJY2_IDR_169_315",0.257676204510161
"Q2KJY2_IDR_324_412",0.133936560449074
"Q2KJY2_IDR_802_853",0.12242767847706
"Q2KJY2_IDR_898_1169",0.180238416573498
"Q2L4Q9_IDR_1_34",1
"Q2LD37_IDR_1192_1473",0.0801110826383657
"Q2LD37_IDR_1573_1603",0.0682420217671779
"Q2LD37_IDR_160_190",0.0764432700577588
"Q2LD37_IDR_1675_1707",0.0619652304215876
"Q2M243_IDR_592_656",0.562350923861608
"Q2M296_IDR_256_301",1
"Q2M2E3_IDR_1_65",0.476415593676008
"Q2M2E3_IDR_217_257",0.523584406323992
"Q2M2H8_IDR_1_37",0.509253865076304
"Q2M2H8_IDR_1811_2515",0.490746134923696
"Q2M2I3_IDR_292_478",1
"Q2M2I5_IDR_1_107",0.478131177697649
"Q2M2I5_IDR_452_499",0.521868822302351
"Q2M2I8_IDR_1_31",0.45376282396221
"Q2M2I8_IDR_323_958",0.54623717603779
"Q2M2Z5_IDR_1_80",0.345629846550598
"Q2M2Z5_IDR_90_673",0.654370153449402
"Q2M385_IDR_683_716",1
"Q2M389_IDR_1137_1173",1
"Q2M3C6_IDR_1_78",0.44192357454111
"Q2M3C6_IDR_269_481",0.55807642545889
"Q2M3C7_IDR_1_41",0.121264739837459
"Q2M3C7_IDR_192_451",0.222434175696414
"Q2NKX8_IDR_669_1196",1
"Q2NKX9_IDR_25_103",1
"Q2NL68_IDR_1_480",1
"Q2NL82_IDR_1_77",0.390650412179943
"Q2NL82_IDR_312_393",0.298322137695984
"Q2NL82_IDR_408_472",0.311027450124073
"Q2NL98_IDR_128_169",1
"Q2PPJ7_IDR_318_376",0.176759570020971
"Q2PPJ7_IDR_444_501",0.245906646220599
"Q2PPJ7_IDR_667_907",0.285425486143912
"Q2TAL8_IDR_335_471",0.352844992785034
"Q2TAZ0_IDR_111_146",0.135723273152402
"Q2TAZ0_IDR_1245_1307",0.146131580584832
"Q2TAZ0_IDR_1319_1355",0.145239338565819
"Q2TAZ0_IDR_1439_1474",0.126251714844969
"Q2TAZ0_IDR_1608_1658",0.138580400007667
"Q2TAZ0_IDR_337_417",0.175853510766905
"Q2TAZ0_IDR_879_920",0.132220182077406
"Q2TB10_IDR_1_360",0.30659286078462
"Q2TB10_IDR_383_482",0.255168265140783
"Q2TB10_IDR_573_608",0.217918829299994
"Q2TB10_IDR_622_664",0.220320044774603
"Q2TB18_IDR_621_653",1
"Q2TBA0_IDR_264_297",1
"Q2TBC4_IDR_214_316",1
"Q2TBE0_IDR_1_506",0.602389966551481
"Q2Y0W8_IDR_219_284",0.333110020828722
"Q2Y0W8_IDR_57_92",0.358821827398764
"Q2YD98_IDR_210_288",0.331981105138271
"Q2YD98_IDR_384_555",0.260401582616748
"Q2YD98_IDR_557_709",0.407617312244981
"Q32M45_IDR_1_106",1
"Q32M78_IDR_69_193",1
"Q32M84_IDR_1_55",1
"Q32MH5_IDR_232_876",1
"Q32MK0_IDR_1_484",1
"Q32MQ0_IDR_1_723",1
"Q32MZ4_IDR_1_808",1
"Q32NC0_IDR_115_186",1
"Q32P28_IDR_700_736",1
"Q32P44_IDR_1_41",0.565250054719813
"Q3KNS6_IDR_88_136",1
"Q3KNV8_IDR_103_166",1
"Q3KNW1_IDR_10_148",1
"Q3KNW5_IDR_316_377",1
"Q3KP22_IDR_63_153",1
"Q3KP31_IDR_19_108",1
"Q3KP44_IDR_420_488",0.50080449349626
"Q3KP44_IDR_522_562",0.49919550650374
"Q3KP66_IDR_1_120",0.407645238436161
"Q3KP66_IDR_209_629",0.592354761563839
"Q3KQU3_IDR_1_827",1
"Q3KQV3_IDR_59_209",0.549329724967799
"Q3KQV3_IDR_602_632",0.450670275032201
"Q3KR16_IDR_1_98",0.589833127757517
"Q3KR16_IDR_517_765",0.410166872242483
"Q3KR37_IDR_1_82",0.321631466464252
"Q3KR37_IDR_225_363",0.335766258902696
"Q3KR37_IDR_543_646",0.342602274633052
"Q3L8U1_IDR_1448_1485",0.193206844675396
"Q3L8U1_IDR_1_706",0.423775783082235
"Q3SY46_IDR_1_35",1
"Q3SY52_IDR_115_232",0.564308751184713
"Q3SY52_IDR_70_112",0.435691248815287
"Q3SY56_IDR_1_228",0.724870506320265
"Q3SY56_IDR_331_376",0.275129493679735
"Q3SY84_IDR_1_76",0.506842818195376
"Q3SY84_IDR_460_523",0.493157181804624
"Q3SYB3_IDR_1_106",0.399740909236811
"Q3SYB3_IDR_249_402",0.600259090763189
"Q3SYG4_IDR_826_887",1
"Q3T8J9_IDR_1_535",0.161195074533306
"Q3T8J9_IDR_1782_2150",0.168228581442806
"Q3T8J9_IDR_2210_2241",0.152387789737294
"Q3T8J9_IDR_542_593",0.187683794137173
"Q3V5L5_IDR_1_104",1
"Q3T8J9_IDR_598_707",0.148966484738467
"Q3T8J9_IDR_932_1622",0.181538275410955
"Q3V6T2_IDR_219_256",0.292624554092076
"Q3V6T2_IDR_325_709",0.188319709826488
"Q3V6T2_IDR_897_1045",0.259724366745765
"Q494U1_IDR_1_47",0.434919913612628
"Q494U1_IDR_318_583",0.565080086387372
"Q494V2_IDR_1_151",0.268579564218574
"Q494V2_IDR_206_252",0.292468758924622
"Q494V2_IDR_275_383",0.224060123471217
"Q494V2_IDR_547_605",0.214891553385587
"Q494W8_IDR_259_296",0.483462723692405
"Q494W8_IDR_302_337",0.516537276307595
"Q494X3_IDR_1_130",1
"Q495A1_IDR_166_222",1
"Q495C1_IDR_105_229",0.53254376846587
"Q495C1_IDR_238_297",0.46745623153413
"Q495M3_IDR_1_51",1
"Q495M9_IDR_152_254",0.511176376994555
"Q495M9_IDR_258_387",0.488823623005445
"Q495N2_IDR_1_40",1
"Q495T6_IDR_1_51",0.510292654234983
"Q495T6_IDR_54_84",0.489707345765017
"Q495W5_IDR_1_38",1
"Q495Y8_IDR_1_187",1
"Q49AM3_IDR_424_519",0.615081922546359
"Q49AM3_IDR_83_299",0.384918077453641
"Q49AN0_IDR_520_593",1
"Q49AR2_IDR_166_232",1
"Q49MG5_IDR_1_464",0.293916753885422
"Q49MG5_IDR_468_547",0.295474674551331
"Q49MG5_IDR_567_647",0.410608571563247
"Q49MI3_IDR_1_42",1
"Q4AC94_IDR_1563_1630",0.223632562753811
"Q4AC94_IDR_171_338",0.204269235705544
"Q4AC94_IDR_1772_2332",0.203072815444536
"Q4AC94_IDR_454_523",0.171910987511353
"Q4AC94_IDR_709_799",0.197114398584755
"Q4AC99_IDR_87_135",1
"Q4ADV7_IDR_1129_1223",0.356550528617902
"Q4ADV7_IDR_1352_1419",0.319376789838953
"Q4ADV7_IDR_987_1053",0.324072681543145
"Q4FZB7_IDR_1_69",0.27510102501991
"Q4FZB7_IDR_334_741",0.416830182805433
"Q4FZB7_IDR_811_846",0.308068792174657
"Q4G163_IDR_582_617",0.359337568145716
"Q4G163_IDR_678_708",0.28809537236874
"Q4G176_IDR_1_41",1
"Q4G1C9_IDR_291_344",1
"Q4JDL3_IDR_1_117",1
"Q4KMG0_IDR_1166_1216",1
"Q4KMG9_IDR_148_183",1
"Q4KMP7_IDR_1_300",0.592231289035158
"Q4KMP7_IDR_622_808",0.407768710964842
"Q4KMQ2_IDR_1_55",1
"Q4KMZ1_IDR_384_454",0.491174796862228
"Q4KMZ1_IDR_40_382",0.508825203137772
"Q4KWH8_IDR_448_593",0.426364320851158
"Q4KWH8_IDR_863_1611",0.573635679148842
"Q4L180_IDR_1068_1135",0.213867016043513
"Q4L180_IDR_1_71",0.21073370584835
"Q4L180_IDR_340_385",0.160869475051358
"Q4L180_IDR_598_639",0.199002134451859
"Q4L180_IDR_762_1024",0.215527668604919
"Q4LE39_IDR_128_168",0.281903005668404
"Q504T8_IDR_315_452",0.422940339459118
"Q504U0_IDR_1_52",1
"Q504Y0_IDR_1_40",0.331835307847596
"Q504Y0_IDR_263_303",0.3138147957401
"Q504Y0_IDR_472_534",0.354349896412304
"Q504Y2_IDR_33_127",1
"Q504Y3_IDR_200_319",1
"Q50LG9_IDR_366_406",1
"Q52LD8_IDR_169_241",0.458605846247545
"Q52LD8_IDR_404_501",0.541394153752455
"Q52LG2_IDR_1_117",1
"Q52LJ0_IDR_307_433",1
"Q52LR7_IDR_277_450",0.739585337346913
"Q52LR7_IDR_463_807",0.260414662653087
"Q52LW3_IDR_1_37",0.225324476040094
"Q52LW3_IDR_157_187",0.252936372078702
"Q52LW3_IDR_472_601",0.270087590592816
"Q52LW3_IDR_889_1261",0.251651561288388
"Q52M93_IDR_49_101",1
"Q52MB2_IDR_66_171",1
"Q53FD0_IDR_413_456",0.41698575391058
"Q53FE4_IDR_226_359",0.397885389266629
"Q53FE4_IDR_67_172",0.602114610733371
"Q53FP2_IDR_134_167",1
"Q53GA4_IDR_112_152",1
"Q53GG5_IDR_90_288",1
"Q53GI3_IDR_1_38",0.332575458626138
"Q53GI3_IDR_145_355",0.667424541373862
"Q53GL0_IDR_136_349",1
"Q53GL7_IDR_287_398",0.498432505161535
"Q53GL7_IDR_553_706",0.501567494838465
"Q53GS7_IDR_1_139",0.632721785725936
"Q53GS7_IDR_327_379",0.367278214274064
"Q53GS9_IDR_1_101",1
"Q53GT1_IDR_600_634",1
"Q53H80_IDR_1_139",1
"Q53HC0_IDR_126_331",0.433794521680443
"Q53HC0_IDR_1_84",0.566205478319557
"Q53HC5_IDR_1_34",1
"Q562E7_IDR_1572_1605",0.409643466892778
"Q562F6_IDR_1_1265",1
"Q567U6_IDR_154_200",0.320001813541565
"Q567U6_IDR_212_280",0.298368542918807
"Q567U6_IDR_423_454",0.381629643539628
"Q569G3_IDR_36_115",1
"Q569H4_IDR_1_36",0.4877003748957
"Q569H4_IDR_43_304",0.5122996251043
"Q569K6_IDR_133_218",0.600935428545098
"Q569K6_IDR_517_752",0.399064571454902
"Q56A73_IDR_1_38",1
"Q56NI9_IDR_1_370",1
"Q56P03_IDR_1_134",1
"Q56UN5_IDR_1_37",0.212128085316949
"Q56UN5_IDR_43_81",0.215304167545618
"Q56UN5_IDR_490_956",0.1837446947559
"Q56UN5_IDR_90_488",0.226150374031012
"Q56UN5_IDR_980_1030",0.162672678350521
"Q56VL3_IDR_118_154",0.547408831723319
"Q56VL3_IDR_1_31",0.452591168276681
"Q5BJF6_IDR_1_182",1
"Q5BJH2_IDR_1_44",1
"Q5BJH7_IDR_1_69",1
"Q5BKU9_IDR_1_87",1
"Q5BKX5_IDR_1_71",1
"Q5BKX8_IDR_1_36",0.603647263819695
"Q5BKX8_IDR_49_364",0.396352736180305
"Q5BKY9_IDR_71_247",1
"Q5BKZ1_IDR_1_307",0.558647242512336
"Q5BKZ1_IDR_469_582",0.441352757487664
"Q5BLP8_IDR_1_40",1
"Q5BVD1_IDR_1_94",1
"Q5C9Z4_IDR_1_348",1
"Q5CZA5_IDR_66_200",1
"Q5CZC0_IDR_154_680",0.0653815041493147
"Q5CZC0_IDR_1719_1749",0.0506717275861617
"Q5CZC0_IDR_2195_2243",0.0597752614625924
"Q5CZC0_IDR_2562_2598",0.0482427467940727
"Q5CZC0_IDR_7_42",0.0577158095340773
"Q5CZC0_IDR_844_879",0.0613124094314284
"Q5EBL2_IDR_1_35",0.367098955166738
"Q5EBL2_IDR_251_283",0.324312093066109
"Q5EBL2_IDR_735_768",0.308588951767153
"Q5EBL4_IDR_235_289",0.501633994544527
"Q5EBL4_IDR_322_403",0.498366005455473
"Q5F1R6_IDR_271_310",0.4882879836613
"Q5F1R6_IDR_353_481",0.5117120163387
"Q5FBB7_IDR_101_539",0.487711778733932
"Q5FBB7_IDR_1_92",0.512288221266068
"Q5FWE3_IDR_20_454",0.523619044125911
"Q5FWE3_IDR_721_972",0.476380955874089
"Q5FWF4_IDR_499_619",0.512068613052291
"Q5FWF4_IDR_646_721",0.487931386947709
"Q5FWF5_IDR_1_610",1
"Q5FWF6_IDR_73_174",1
"Q5FYB0_IDR_1_73",0.542985095095111
"Q5FYB0_IDR_559_599",0.457014904904889
"Q5GH72_IDR_117_172",0.318429723759101
"Q5GH72_IDR_1_48",0.333381076053049
"Q5GH72_IDR_446_497",0.34818920018785
"Q5H9J7_IDR_1_68",1
"Q5H9L2_IDR_1_206",1
"Q5H9L4_IDR_1_93",0.470655492287713
"Q5H9L4_IDR_286_391",0.529344507712287
"Q5H9M0_IDR_102_389",0.638754472771104
"Q5H9M0_IDR_506_539",0.361245527228896
"Q5H9R7_IDR_502_873",1
"Q5HY64_IDR_1_50",0.290509486720864
"Q5HY64_IDR_52_854",0.391170014207524
"Q5HY64_IDR_897_931",0.318320499071612
"Q5HY92_IDR_81_460",1
"Q5HYC2_IDR_1_72",0.287901198847931
"Q5HYC2_IDR_217_252",0.345743965728024
"Q5HYC2_IDR_489_2103",0.366354835424045
"Q5HYI7_IDR_246_312",1
"Q5HYJ3_IDR_140_260",0.405509835049893
"Q5HYJ3_IDR_1_77",0.19162760073559
"Q5HYJ3_IDR_301_339",0.208171549654426
"Q5HYJ3_IDR_83_126",0.194691014560091
"Q5HYK3_IDR_1_52",1
"Q5HYK7_IDR_1_412",1
"Q5HYK9_IDR_66_254",1
"Q5HYM0_IDR_1_104",0.341402958775647
"Q5HYM0_IDR_151_187",0.191166415837078
"Q5HYM0_IDR_349_514",0.229250528063362
"Q5HYM0_IDR_542_574",0.238180097323912
"Q5HYN5_IDR_1_118",1
"Q5JNZ3_IDR_118_248",0.536191318435678
"Q5JPB2_IDR_1_1672",1
"Q5JPH6_IDR_1_33",1
"Q5JPI3_IDR_103_133",1
"Q5JQC4_IDR_1_107",0.492710956088369
"Q5JQC4_IDR_147_288",0.507289043911631
"Q5JQC9_IDR_283_324",0.32324884215331
"Q5JQC9_IDR_452_637",0.393847211003674
"Q5JQC9_IDR_640_753",0.282903946843016
"Q5JQS6_IDR_1_64",1
"Q5JR12_IDR_1_67",1
"Q5JR59_IDR_1_1002",0.402114765055161
"Q5JR59_IDR_1336_1369",0.597885234944839
"Q5JR98_IDR_1_102",1
"Q5JRA6_IDR_126_1149",0.225613130977677
"Q5JRA6_IDR_1416_1486",0.257817034799988
"Q5JRA6_IDR_1554_1642",0.254324414383202
"Q5JRA6_IDR_1644_1907",0.262245419839133
"Q5JRC9_IDR_1_600",1
"Q5JRK9_IDR_1_111",1
"Q5JRM2_IDR_15_338",1
"Q5JRV8_IDR_1_46",0.3422843162886
"Q5JRV8_IDR_248_328",0.6577156837114
"Q5JRX3_IDR_806_836",1
"Q5JS13_IDR_1_37",0.338341682737717
"Q5JS13_IDR_284_417",0.661658317262283
"Q5JSH3_IDR_1_478",0.382114306216038
"Q5JSH3_IDR_553_589",0.617885693783962
"Q5JSJ4_IDR_563_766",1
"Q5JTD0_IDR_1_173",0.414897525457229
"Q5JTD0_IDR_182_557",0.585102474542771
"Q5JTH9_IDR_1044_1147",0.318965784872856
"Q5JTH9_IDR_1159_1297",0.354466153647861
"Q5JTH9_IDR_1_96",0.326568061479284
"Q5JTV8_IDR_23_343",1
"Q5JTW2_IDR_325_470",0.457332806520016
"Q5JTW2_IDR_543_689",0.542667193479984
"Q5JTY5_IDR_1_38",1
"Q5JTZ5_IDR_84_239",1
"Q5JTZ9_IDR_1_35",1
"Q5JU00_IDR_1_59",1
"Q5JU67_IDR_1_38",0.414039028776226
"Q5JU67_IDR_413_453",0.585960971223774
"Q5JU85_IDR_1092_1488",0.516357908251668
"Q5JU85_IDR_1_753",0.483642091748332
"Q5JUK2_IDR_111_304",0.519799492522836
"Q5JUK2_IDR_1_60",0.480200507477164
"Q5JUK3_IDR_1030_1116",0.281216552944456
"Q5JUK3_IDR_1_48",0.328669675341978
"Q5JUK3_IDR_621_729",0.390113771713566
"Q5JUK9_IDR_1_113",1
"Q5JUX0_IDR_1_46",1
"Q5JVG2_IDR_59_209",1
"Q5JVS0_IDR_33_288",0.492388673263731
"Q5JVS0_IDR_363_400",0.507611326736269
"Q5JVX7_IDR_1_168",0.553523444650777
"Q5JVX7_IDR_260_310",0.446476555349223
"Q5JWF2_IDR_1_659",1
"Q5JWR5_IDR_549_674",0.255936138966901
"Q5JY77_IDR_1_1117",1
"Q5JYT7_IDR_1055_1200",0.451133520795048
"Q5JYT7_IDR_192_561",0.548866479204952
"Q5K4E3_IDR_1_43",1
"Q5K4L6_IDR_118_161",1
"Q5K651_IDR_80_155",1
"Q5KSL6_IDR_1_214",0.262065294478592
"Q5KSL6_IDR_726_839",0.737934705521408
"Q5KU26_IDR_394_605",1
"Q5M775_IDR_1_395",0.199552069312155
"Q5M775_IDR_532_584",0.339282401115485
"Q5M775_IDR_716_956",0.461165529572359
"Q5M7Z0_IDR_1_139",1
"Q5M8T2_IDR_305_382",1
"Q5M9N0_IDR_1_101",0.621158566570941
"Q5M9N0_IDR_797_1113",0.378841433429059
"Q5M9Q1_IDR_1_294",1
"Q5MAI5_IDR_292_379",1
"Q5MCW4_IDR_61_185",1
"Q5MIZ7_IDR_684_849",1
"Q5MJ07_IDR_1_46",1
"Q5MJ10_IDR_1_55",0.472936947487972
"Q5MJ10_IDR_58_180",0.527063052512028
"Q5MJ68_IDR_1_53",0.44352418739973
"Q5MJ68_IDR_220_250",0.55647581260027
"Q5MJ70_IDR_1_63",0.474817091511281
"Q5MJ70_IDR_211_307",0.525182908488719
"Q5MNV8_IDR_1_37",1
"Q5QGZ9_IDR_13_103",1
"Q5QJ38_IDR_93_904",1
"Q5QJE6_IDR_1_488",0.492610499513149
"Q5QJE6_IDR_494_641",0.507389500486851
"Q5QNW6_IDR_1_36",1
"Q5QP82_IDR_1_60",1
"Q5R372_IDR_462_502",0.455638683439029
"Q5R372_IDR_66_125",0.544361316560971
"Q5R3F8_IDR_261_295",0.172637260044874
"Q5R3F8_IDR_448_495",0.154362307594906
"Q5R3F8_IDR_508_546",0.12435692238398
"Q5R3F8_IDR_557_730",0.548643509976241
"Q5RHP9_IDR_101_280",0.671337867732522
"Q5RHP9_IDR_403_1530",0.328662132267478
"Q5RIA9_IDR_1_38",1
"Q5RKV6_IDR_1_31",1
"Q5RL73_IDR_144_305",1
"Q5SGD2_IDR_47_79",1
"Q5SNT2_IDR_372_629",1
"Q5SQ80_IDR_221_524",1
"Q5SQH8_IDR_1_111",1
"Q5SQI0_IDR_193_394",1
"Q5SQQ9_IDR_1_118",0.422164825843922
"Q5SQQ9_IDR_122_334",0.577835174156078
"Q5SQS8_IDR_115_154",0.281801988185063
"Q5SQS8_IDR_1_33",0.249034847666288
"Q5SQS8_IDR_156_274",0.469163164148649
"Q5SR56_IDR_1_39",0.475685205267055
"Q5SR56_IDR_451_506",0.524314794732945
"Q5SRE5_IDR_1506_1542",1
"Q5SVQ8_IDR_735_765",0.516082379581459
"Q5SVZ6_IDR_1_46",0.551113336691314
"Q5SVZ6_IDR_315_429",0.448886663308686
"Q5SW24_IDR_1_745",1
"Q5SW79_IDR_102_1416",0.36477602151284
"Q5SW79_IDR_1504_1584",0.63522397848716
"Q5SW96_IDR_178_308",1
"Q5SWH9_IDR_1_86",1
"Q5SWX8_IDR_386_424",1
"Q5SXM1_IDR_1_94",1
"Q5SXM2_IDR_1391_1469",0.274502785351166
"Q5SXM2_IDR_1_79",0.233634451546832
"Q5SXM2_IDR_501_790",0.274710076684594
"Q5SXM2_IDR_811_1269",0.217152686417408
"Q5SXM8_IDR_1_63",1
"Q5SY16_IDR_1_110",0.442705438132352
"Q5SY16_IDR_672_702",0.557294561867649
"Q5SYB0_IDR_1347_1395",0.451601763860642
"Q5SYB0_IDR_505_1325",0.548398236139358
"Q5SYC1_IDR_273_327",1
"Q5T036_IDR_1_140",1
"Q5T089_IDR_390_428",0.458352023070384
"Q5T089_IDR_467_497",0.541647976929616
"Q5T0B9_IDR_1_310",1
"Q5T0D9_IDR_1_58",1
"Q5T0F9_IDR_1_308",0.274438782623805
"Q5T0F9_IDR_325_418",0.370540165576067
"Q5T0F9_IDR_430_532",0.355021051800127
"Q5T0J7_IDR_107_172",1
"Q5T0L3_IDR_121_168",0.321991901606773
"Q5T0L3_IDR_226_261",0.324623850723987
"Q5T0L3_IDR_5_82",0.35338424766924
"Q5T0N5_IDR_284_373",0.471092783819904
"Q5T0N5_IDR_438_534",0.528907216180096
"Q5T0T0_IDR_1_76",0.499756801007038
"Q5T0T0_IDR_244_291",0.500243198992962
"Q5T0W9_IDR_284_1011",1
"Q5T0Z8_IDR_1_35",0.592972322540497
"Q5T0Z8_IDR_85_1188",0.407027677459503
"Q5T292_IDR_66_105",1
"Q5T2D2_IDR_126_275",1
"Q5T2D3_IDR_1_49",0.284809663092589
"Q5T2D3_IDR_191_254",0.423106038524025
"Q5T2D3_IDR_273_388",0.292084298383385
"Q5T2E6_IDR_323_355",1
"Q5T2R2_IDR_1_90",1
"Q5T2S8_IDR_312_444",1
"Q5T2T1_IDR_302_345",1
"Q5T2W1_IDR_472_519",1
"Q5T3F8_IDR_737_771",0.640645527068006
"Q5T3F8_IDR_778_832",0.359354472931994
"Q5T3J3_IDR_237_292",0.187355008198584
"Q5T3J3_IDR_295_350",0.194917457429983
"Q5T3J3_IDR_373_569",0.184596348859976
"Q5T3J3_IDR_590_728",0.220167059703205
"Q5T3J3_IDR_61_147",0.212964125808252
"Q5T3U5_IDR_824_864",1
"Q5T440_IDR_1_44",1
"Q5T442_IDR_107_203",0.431377882250309
"Q5T4S7_IDR_2708_2965",0.139108822835787
"Q5T4S7_IDR_3334_3387",0.117141233679196
"Q5T4T6_IDR_405_709",1
"Q5T4W7_IDR_19_120",1
"Q5T5A4_IDR_1_41",1
"Q5T5A8_IDR_1_94",1
"Q5T5B0_IDR_1_92",1
"Q5T5C0_IDR_1038_1113",0.230887216473334
"Q5T5C0_IDR_1_35",0.215975919939981
"Q5T5C0_IDR_554_595",0.258236311340527
"Q5T5C0_IDR_675_790",0.294900552246158
"Q5T5D7_IDR_61_139",1
"Q5T5J6_IDR_1_385",0.333251033989454
"Q5T5J6_IDR_542_573",0.377689869758929
"Q5T5J6_IDR_712_747",0.289059096251618
"Q5T5M9_IDR_266_321",1
"Q5T5N4_IDR_66_178",1
"Q5T5P2_IDR_1_158",0.206217098816938
"Q5T5P2_IDR_1451_1943",0.153900610946122
"Q5T5P2_IDR_267_792",0.428814372031826
"Q5T5P2_IDR_795_1443",0.211067918205114
"Q5T5S1_IDR_1_38",0.327675944986658
"Q5T5S1_IDR_226_294",0.327445773171906
"Q5T5S1_IDR_459_509",0.344878281841436
