"","GO0003682_chromatin_binding"
"P48775_IDR_1_37",1
"P48788_IDR_141_182",1
"P48995_IDR_1_38",1
"P49006_IDR_1_195",1
"P49019_IDR_314_381",1
"P49023_IDR_1_347",1
"P49069_IDR_1_181",1
"P49116_IDR_180_353",1
"P49137_IDR_1_53",0.482415395248473
"P49137_IDR_367_400",0.517584604751527
"P49146_IDR_1_42",0.482835451153095
"P49448_IDR_1_61",1
"P49450_IDR_1_44",1
"P49454_IDR_1065_1791",0.192464919848847
"P49454_IDR_1_306",0.182897054251653
"P49454_IDR_1834_1885",0.190771821451594
"P49454_IDR_2788_3114",0.247631955896711
"P49454_IDR_606_846",0.186234248551194
"P49585_IDR_1_56",0.514688746455761
"P49585_IDR_303_367",0.485311253544239
"P49591_IDR_476_514",1
"P49593_IDR_421_454",1
"P49619_IDR_80_154",1
"P49640_IDR_1_186",0.494775658581512
"P49640_IDR_355_407",0.505224341418488
"P49641_IDR_1_41",1
"P49643_IDR_458_509",1
"P49674_IDR_297_416",1
"P49683_IDR_1_49",1
"P49685_IDR_322_360",1
"P49711_IDR_1_524",0.24702344188777
"P49771_IDR_163_235",1
"P49788_IDR_1_53",1
"P49790_IDR_1_58",0.436216743848656
"P49790_IDR_60_1475",0.563783256151344
"P49792_IDR_1136_1167",0.127619568262257
"P49792_IDR_1308_1344",0.12709174475954
"P49792_IDR_1806_1853",0.12065851508297
"P49792_IDR_2152_2306",0.124292623833545
"P49792_IDR_2445_2629",0.11846860170371
"P49792_IDR_2741_2836",0.144160782473304
"P49792_IDR_751_860",0.122888932611748
"P49792_IDR_978_1134",0.114819231272924
"P49795_IDR_1_76",1
"P49796_IDR_1002_1059",0.320782260547611
"P49796_IDR_381_420",0.312804195444047
"P49796_IDR_670_999",0.366413544008342
"P49802_IDR_205_252",0.515426352169302
"P49802_IDR_452_495",0.484573647830698
"P49810_IDR_1_103",1
"P49815_IDR_922_978",0.198836715554244
"P50747_IDR_25_157",1
"P50749_IDR_73_173",1
"P50750_IDR_322_372",1
"P50851_IDR_1_34",0.244486843056305
"P50851_IDR_1462_1535",0.223003150451448
"P50851_IDR_1548_1804",0.264784531193062
"P50851_IDR_930_1300",0.267725475299185
"P50914_IDR_129_215",1
"P50993_IDR_1_32",1
"P50995_IDR_1_189",1
"P51531_IDR_1332_1404",0.220290612500978
"P51531_IDR_1_334",0.215798300829599
"P51531_IDR_1509_1590",0.317581879391177
"P51531_IDR_510_697",0.246329207278246
"P51532_IDR_1254_1299",0.15751156154256
"P51532_IDR_1352_1454",0.165728950430967
"P51532_IDR_1_355",0.184135553049712
"P51532_IDR_1567_1647",0.154920754413994
"P51532_IDR_526_642",0.161141128153634
"P51532_IDR_645_699",0.176562052409133
"P51787_IDR_400_502",0.35886155614544
"P51787_IDR_619_676",0.324974971924562
"P51788_IDR_32_63",0.31873104581076
"P51788_IDR_644_772",0.373474317508899
"P51788_IDR_852_898",0.307794636680341
"P51790_IDR_1_76",1
"P51797_IDR_1_41",1
"P51798_IDR_1_91",1
"P51810_IDR_319_379",1
"P51811_IDR_401_444",1
"P51812_IDR_1_44",1
"P51813_IDR_152_207",1
"P51815_IDR_1_42",0.462608637907728
"P52292_IDR_18_72",1
"P52294_IDR_1_80",1
"P52298_IDR_126_156",1
"P52429_IDR_1_52",1
"P52564_IDR_1_32",1
"P52569_IDR_437_480",0.49850500836574
"P52569_IDR_607_658",0.50149499163426
"P52594_IDR_130_562",1
"P52597_IDR_365_401",1
"P52630_IDR_702_790",1
"P52655_IDR_58_331",1
"P52701_IDR_1_86",0.334079637746293
"P52848_IDR_1_80",1
"P52849_IDR_1_35",0.505214025175314
"P52849_IDR_41_82",0.494785974824686
"P52926_IDR_1_109",1
"P52943_IDR_81_122",1
"P52945_IDR_1_189",0.483746115334759
"P52945_IDR_198_283",0.516253884665241
"P52948_IDR_1_350",0.33557049504112
"P52948_IDR_370_728",0.287212507652322
"P52951_IDR_1_251",1
"P52948_IDR_888_1105",0.377216997306558
"P53804_IDR_1179_1290",0.169550290846931
"P53804_IDR_1342_1458",0.140790036555165
"P53804_IDR_1731_1839",0.152578104154001
"P53804_IDR_1899_1951",0.177856746405389
"P53804_IDR_392_480",0.160519723963115
"P53804_IDR_745_808",0.198705098075399
"P53805_IDR_1_58",1
"P53814_IDR_1_797",1
"P53985_IDR_201_242",0.467122522529265
"P53985_IDR_446_500",0.532877477470735
"P53992_IDR_1_323",1
"P53999_IDR_1_60",1
"P54098_IDR_1_67",0.390096577349623
"P54098_IDR_498_533",0.609903422650377
"P54105_IDR_138_237",1
"P54132_IDR_1290_1417",0.513715728041155
"P54132_IDR_1_642",0.486284271958845
"P54198_IDR_399_447",0.441516349585266
"P54198_IDR_470_664",0.558483650414734
"P54219_IDR_89_133",0.488031370342891
"P54646_IDR_338_399",0.498256664568037
"P54646_IDR_475_533",0.501743335431963
"P54707_IDR_1_46",1
"P54725_IDR_80_159",1
"P54727_IDR_231_273",0.433520018784307
"P54727_IDR_78_180",0.566479981215693
"P54750_IDR_435_494",1
"P54756_IDR_1_35",1
"P54821_IDR_1_245",1
"P54826_IDR_1_42",0.480268239163549
"P54826_IDR_247_328",0.519731760836451
"P54829_IDR_132_162",0.484772916665696
"P54829_IDR_1_91",0.515227083334304
"P54840_IDR_623_703",1
"P54845_IDR_1_136",1
"P54868_IDR_1_43",1
"P55001_IDR_1_100",1
"P55010_IDR_147_229",0.543707001700421
"P55010_IDR_387_425",0.456292998299579
"P55011_IDR_1_204",0.464231774184793
"P55196_IDR_1106_1824",0.312647966673358
"P55196_IDR_139_203",0.337551086482255
"P55196_IDR_543_595",0.349800946844387
"P55201_IDR_49_87",0.193574334830414
"P55197_IDR_199_1035",1
"P55198_IDR_180_1093",1
"P55201_IDR_122_173",0.205546701692854
"P55201_IDR_453_507",0.232177322382797
"P55201_IDR_752_788",0.180976172130995
"P55201_IDR_795_1073",0.187725468962939
"P55209_IDR_131_163",0.33733777172664
"P55209_IDR_1_35",0.337848984731044
"P55209_IDR_348_391",0.324813243542316
"P55210_IDR_1_56",1
"P55211_IDR_95_147",1
"P55212_IDR_1_33",1
"P55265_IDR_1_125",0.227354845355915
"P55265_IDR_204_292",0.267748405257247
"P55265_IDR_359_453",0.248895158735732
"P55265_IDR_576_607",0.256001590651107
"P55899_IDR_325_365",1
"P56159_IDR_348_414",0.500904856598735
"P56159_IDR_416_465",0.499095143401265
"P56177_IDR_1_255",1
"P56178_IDR_1_155",0.525666344874405
"P56178_IDR_158_280",0.474333655125595
"P56180_IDR_1_76",1
"P56181_IDR_1_108",1
"P56182_IDR_233_292",0.401544701248046
"P56182_IDR_343_461",0.598455298751954
"P56211_IDR_1_112",1
"P56270_IDR_1_336",0.510942277324164
"P56270_IDR_427_477",0.489057722675836
"P56373_IDR_363_397",1
"P56524_IDR_1046_1084",0.500101394522699
"P56524_IDR_1_652",0.499898605477301
"P56645_IDR_1_49",0.298730629169272
"P56545_IDR_398_445",1
"P56645_IDR_416_785",0.401245511952865
"P56645_IDR_875_1095",0.300023858877863
"P56945_IDR_51_489",0.502126308434229
"P56945_IDR_600_739",0.497873691565771
"P56962_IDR_206_238",0.332421982873544
"P56962_IDR_258_302",0.348151052946452
"P56962_IDR_28_169",0.319426964180004
"P56975_IDR_118_288",0.263973227315843
"P56975_IDR_1_48",0.254061779343156
"P56975_IDR_312_360",0.244225493422115
"P56975_IDR_387_621",0.237739499918886
"P57052_IDR_87_281",1
"P57053_IDR_1_36",1
"P57054_IDR_1_31",1
"P57055_IDR_115_190",0.518845315814379
"P57055_IDR_1_35",0.481154684185621
"P57057_IDR_251_314",1
"P57058_IDR_1_38",0.513941382634293
"P57058_IDR_390_698",0.486058617365707
"P57059_IDR_350_755",1
"P57073_IDR_1_446",1
"P57077_IDR_1_131",1
"P57768_IDR_1_102",0.493807802045018
"P57768_IDR_247_331",0.506192197954982
"P57771_IDR_1_42",1
"P57773_IDR_112_144",0.511232954970405
"P57773_IDR_245_515",0.488767045029595
"P57789_IDR_1_50",0.485883859540086
"P57789_IDR_327_538",0.514116140459914
"P57796_IDR_1_103",1
"P58004_IDR_220_301",1
"P58005_IDR_271_316",1
"P59923_IDR_245_449",0.511259585469287
"P59942_IDR_25_63",1
"P59990_IDR_1_95",1
"P59991_IDR_1_146",1
"P60006_IDR_46_121",1
"P60014_IDR_1_249",1
"P60153_IDR_1_32",1
"P60321_IDR_27_58",1
"P60323_IDR_113_173",0.492661322280602
"P60323_IDR_21_53",0.507338677719398
"P61296_IDR_1_110",0.517290659007975
"P61296_IDR_160_203",0.482709340992025
"P61313_IDR_155_204",1
"P61328_IDR_1_38",0.484253323735175
"P61328_IDR_209_243",0.515746676264825
"P61366_IDR_30_133",1
"P61371_IDR_139_182",0.510047187969218
"P61371_IDR_233_349",0.489952812030782
"P61587_IDR_201_244",1
"P61647_IDR_40_94",1
"P62753_IDR_163_249",1
"P62807_IDR_1_35",1
"P62847_IDR_93_133",1
"P62851_IDR_1_42",1
"P62910_IDR_1_32",1
"P62955_IDR_209_275",1
"P62995_IDR_1_114",0.512299976412899
"P62995_IDR_209_288",0.487700023587101
"P63010_IDR_587_679",1
"P63027_IDR_1_43",1
"P63162_IDR_86_240",1
"P63252_IDR_1_41",0.500376473614116
"P63252_IDR_366_427",0.499623526385884
"P67809_IDR_119_324",0.501445894208037
"P67809_IDR_1_50",0.498554105791963
"P68400_IDR_332_391",1
"P68543_IDR_1_58",1
"P78310_IDR_264_346",1
"P78345_IDR_210_283",0.584639131142635
"P78345_IDR_57_101",0.415360868857365
"P78347_IDR_191_348",0.274020554057428
"P78347_IDR_655_718",0.247782615901382
"P78347_IDR_815_846",0.237931575550667
"P78347_IDR_951_998",0.240265254490524
"P78348_IDR_469_506",1
"P78352_IDR_1_34",0.496757993261622
"P78352_IDR_253_292",0.503242006738378
"P78356_IDR_293_335",1
"P78357_IDR_1230_1284",0.490264580969544
"P78357_IDR_1311_1384",0.509735419030456
"P78358_IDR_1_84",1
"P78362_IDR_1_59",0.298972602004103
"P78362_IDR_248_510",0.701027397995897
"P78363_IDR_1165_1200",0.507047683889126
"P78363_IDR_1279_1340",0.492952316110874
"P78364_IDR_1_934",1
"P78367_IDR_1_212",1
"P78368_IDR_1_38",0.503352289719252
"P78426_IDR_287_367",0.548728085174383
"P78504_IDR_1094_1218",1
"P78508_IDR_344_379",1
"P78524_IDR_1_683",1
"P78527_IDR_2030_2079",0.498350005194169
"P78527_IDR_2662_2733",0.501649994805831
"P78536_IDR_189_220",0.516470717448864
"P78536_IDR_696_794",0.483529282551136
"P78537_IDR_1_34",1
"P78545_IDR_144_270",1
"P78549_IDR_1_85",1
"P78552_IDR_1_31",1
"P78559_IDR_296_2686",1
"P78562_IDR_1_48",1
"P78563_IDR_155_224",0.392036728602114
"P78563_IDR_1_77",0.607963271397886
"P79522_IDR_1_156",1
"P80162_IDR_1_43",1
"P80192_IDR_1_51",0.49711739928626
"P82094_IDR_834_996",0.490842714498112
"P82673_IDR_1_63",1
"P82675_IDR_179_210",1
"P82909_IDR_1_72",1
"P82912_IDR_37_70",1
"P82970_IDR_1_282",1
"P82979_IDR_1_210",1
"P82987_IDR_1137_1169",1
"P83105_IDR_1_35",1
"P83111_IDR_1_98",0.452317559814578
"P83111_IDR_251_286",0.547682440185422
"P83369_IDR_228_334",0.493674027043133
"P83369_IDR_66_147",0.506325972956867
"P83731_IDR_60_157",1
"P83859_IDR_78_128",1
"P83916_IDR_73_114",1
"P84098_IDR_55_95",1
"P84101_IDR_1_59",1
"P84103_IDR_83_164",1
"P98082_IDR_1_34",0.526940271222908
"P98082_IDR_175_770",0.473059728777092
"P98088_IDR_1338_1371",0.116783158555511
"P98088_IDR_1481_1576",0.132117799599033
"P98088_IDR_1680_1737",0.126110521194655
"P98088_IDR_1849_1948",0.12688515387051
"P98179_IDR_82_157",1
"P98182_IDR_57_226",1
"Q00013_IDR_33_63",1
"Q00056_IDR_26_190",0.479219914373125
"Q00056_IDR_271_320",0.520780085626875
"Q00325_IDR_1_54",1
"Q00444_IDR_8_143",1
"Q00536_IDR_1_114",1
"Q00537_IDR_1_183",1
"Q00577_IDR_1_60",0.494347034984593
"Q00LT1_IDR_20_54",1
"Q01064_IDR_445_477",0.501155843859267
"Q01064_IDR_499_536",0.498844156140733
"Q01081_IDR_188_240",1
"Q01082_IDR_2088_2215",0.531340617863829
"Q01082_IDR_2308_2364",0.468659382136171
"Q01094_IDR_1_33",0.319434762736425
"Q01094_IDR_303_383",0.340535081849135
"Q01094_IDR_38_125",0.34003015541444
"Q01101_IDR_1_266",0.347231578711199
"Q01484_IDR_1567_3957",0.533749629321031
"Q01518_IDR_215_255",0.526479035220517
"Q01518_IDR_277_317",0.473520964779483
"Q01534_IDR_1_106",1
"Q01538_IDR_1_1011",1
"Q01543_IDR_1_119",0.503335860043948
"Q01543_IDR_200_262",0.496664139956052
"Q01546_IDR_1_59",0.507112981012111
"Q01546_IDR_512_638",0.492887018987889
"Q01628_IDR_1_40",1
"Q01629_IDR_1_39",1
"Q01650_IDR_1_41",1
"Q01664_IDR_103_338",0.518006452670298
"Q01664_IDR_1_71",0.481993547329702
"Q01668_IDR_1_100",0.212856304905361
"Q01668_IDR_1621_2062",0.171140822346652
"Q01668_IDR_2109_2157",0.178353150928707
"Q01668_IDR_449_493",0.197674312056317
"Q01668_IDR_760_847",0.239975409762963
"Q01726_IDR_1_34",1
"Q01851_IDR_1_263",1
"Q01860_IDR_1_137",1
"Q01892_IDR_1_166",1
"Q01954_IDR_187_374",0.502688184668454
"Q01954_IDR_377_925",0.497311815331546
"Q01955_IDR_1_1423",1
"Q01959_IDR_1_59",1
"Q01968_IDR_136_209",1
"Q01970_IDR_1194_1234",0.287761218517579
"Q01970_IDR_468_582",0.384965939497503
"Q01970_IDR_866_1111",0.327272841984918
"Q01973_IDR_1_44",0.325573246693716
"Q01973_IDR_428_464",0.339137990532292
"Q01973_IDR_751_937",0.335288762773992
"Q01974_IDR_429_462",0.495137278921181
"Q01974_IDR_752_943",0.504862721078819
"Q02040_IDR_270_378",0.472366569105134
"Q02040_IDR_381_695",0.527633430894866
"Q02078_IDR_72_507",1
"Q02080_IDR_89_365",1
"Q02297_IDR_269_640",0.374284283646584
"Q02318_IDR_1_53",1
"Q02363_IDR_1_32",0.507206964348894
"Q02363_IDR_84_134",0.492793035651106
"Q02383_IDR_1_582",1
"Q02386_IDR_52_163",1
"Q02388_IDR_1168_2789",1
"Q02410_IDR_1_439",0.483067608830585
"Q02410_IDR_481_511",0.516932391169415
"Q02413_IDR_772_805",0.493447760533856
"Q02413_IDR_959_1049",0.506552239466144
"Q02446_IDR_1_55",0.137010897171989
"Q02446_IDR_211_253",0.129120774154407
"Q02446_IDR_275_456",0.162669995459066
"Q02446_IDR_476_515",0.134165967233009
"Q02446_IDR_57_151",0.163915529571327
"Q02446_IDR_587_618",0.139220274114401
"Q02446_IDR_729_759",0.133896562295801
"Q02447_IDR_1_108",0.486840353164169
"Q02447_IDR_274_443",0.513159646835831
"Q02818_IDR_356_461",0.517210422239442
"Q02833_IDR_209_373",0.496206454855681
"Q02833_IDR_90_200",0.503793545144319
"Q02878_IDR_1_139",1
"Q02880_IDR_1206_1626",0.703250066299321
"Q02880_IDR_1_52",0.296749933700679
"Q02930_IDR_1_382",0.523378290273709
"Q02930_IDR_440_508",0.476621709726291
"Q02952_IDR_1_1782",1
"Q02962_IDR_128_264",1
"Q03014_IDR_1_270",1
"Q03052_IDR_1_251",0.524205008935954
"Q03052_IDR_393_451",0.475794991064046
"Q03060_IDR_1_54",0.491894714054559
"Q03060_IDR_75_166",0.508105285945441
"Q03111_IDR_146_489",1
"Q03112_IDR_1_49",0.337843057984905
"Q03112_IDR_190_377",0.317671199247618
"Q03112_IDR_386_1230",0.344485742767477
"Q03135_IDR_1_54",1
"Q03468_IDR_1010_1249",0.25364133720405
"Q03468_IDR_1318_1423",0.171127809779049
"Q03468_IDR_156_456",0.248356454508972
"Q03692_IDR_17_542",1
"Q03701_IDR_1018_1054",0.181972385935086
"Q03701_IDR_1_38",0.207868035304103
"Q03701_IDR_625_691",0.152593968198658
"Q03701_IDR_824_973",0.26820578924877
"Q03701_IDR_90_166",0.189359821313384
"Q03721_IDR_164_201",0.458140459939855
"Q03721_IDR_486_586",0.541859540060145
"Q03828_IDR_1_191",0.503890486334802
"Q03828_IDR_292_476",0.496109513665198
"Q03923_IDR_58_145",1
"Q03933_IDR_189_248",0.260861155475968
"Q03933_IDR_251_365",0.257679401472903
"Q03933_IDR_383_438",0.239032887012565
"Q03933_IDR_459_499",0.242426556038564
"Q05519_IDR_118_186",0.332646588246607
"Q05519_IDR_194_484",0.667353411753393
"Q05586_IDR_863_938",1
"Q05655_IDR_293_336",1
"Q05682_IDR_1_793",1
"Q05707_IDR_1378_1421",0.514819249735439
"Q05707_IDR_1425_1796",0.485180750264561
"Q05901_IDR_353_384",1
"Q05925_IDR_1_304",1
"Q05932_IDR_1_41",1
"Q06481_IDR_1_41",0.314194722858796
"Q06481_IDR_206_318",0.370551257134614
"Q06481_IDR_568_710",0.31525402000659
"Q06495_IDR_604_639",1
"Q06546_IDR_126_158",0.510065039021206
"Q06546_IDR_275_315",0.489934960978794
"Q06587_IDR_124_260",0.541748148138647
"Q06587_IDR_286_352",0.458251851861354
"Q06643_IDR_1_85",1
"Q07325_IDR_94_125",1
"Q07326_IDR_29_77",1
"Q07343_IDR_1_311",0.486730114603943
"Q07343_IDR_685_736",0.513269885396057
"Q07352_IDR_180_324",0.502465113994518
"Q07352_IDR_19_114",0.497534886005482
"Q07444_IDR_1_110",1
"Q07617_IDR_112_158",0.209025430346592
"Q07617_IDR_166_198",0.195943146816474
"Q07617_IDR_325_445",0.221725781755478
"Q07617_IDR_574_619",0.184472716559707
"Q07617_IDR_741_799",0.18883292452175
"Q07627_IDR_1_169",1
"Q07666_IDR_1_99",0.521569849284189
"Q07666_IDR_274_443",0.478430150715811
"Q07687_IDR_1_328",1
"Q07699_IDR_178_218",1
"Q08174_IDR_880_934",0.574920164683664
"Q08209_IDR_483_521",1
"Q08211_IDR_1152_1217",0.308997748983566
"Q08211_IDR_297_350",0.321314528468482
"Q08211_IDR_86_134",0.369687722547952
"Q08289_IDR_187_280",0.325258709898302
"Q08289_IDR_1_91",0.336353359636959
"Q08289_IDR_468_651",0.338387930464739
"Q08345_IDR_377_454",0.505706508032916
"Q08345_IDR_465_599",0.494293491967084
"Q08357_IDR_219_480",1
"Q08378_IDR_1352_1498",0.516714344666035
"Q08378_IDR_1_432",0.483285655333965
"Q08379_IDR_1_206",0.37587556594951
"Q08379_IDR_431_605",0.32730260560989
"Q08379_IDR_611_957",0.2968218284406
"Q08AG5_IDR_341_449",0.503865951067275
"Q08AM6_IDR_335_392",0.513962701110553
"Q08AM6_IDR_474_521",0.486037298889447
"Q08AN1_IDR_51_183",1
"Q08ER8_IDR_63_198",1
"Q08J23_IDR_1_35",0.30398087534377
"Q08J23_IDR_434_511",0.359054552703391
"Q08J23_IDR_708_767",0.336964571952839
"Q09013_IDR_360_395",0.498377268526808
"Q09013_IDR_411_629",0.501622731473192
"Q09019_IDR_386_423",0.259992592731035
"Q09019_IDR_38_94",0.25333257906532
"Q09019_IDR_452_575",0.241875834915831
"Q09019_IDR_634_674",0.244798993287814
"Q0D2I5_IDR_522_559",0.333387877341125
"Q0D2J5_IDR_48_142",1
"Q0D2K3_IDR_1_53",1
"Q0IIM8_IDR_1030_1071",0.342080247034999
"Q0IIM8_IDR_394_429",0.330330087379001
"Q0IIM8_IDR_913_960",0.327589665586
"Q0JRZ9_IDR_256_540",1
"Q0P641_IDR_141_193",1
"Q0P651_IDR_268_336",1
"Q0P670_IDR_90_501",1
"Q0P6D2_IDR_1_44",1
"Q0P6D6_IDR_1_42",0.469275928670901
"Q0P6D6_IDR_51_864",0.530724071329099
"Q0P6H9_IDR_1_51",1
"Q0VAA2_IDR_1_77",1
"Q0VAQ4_IDR_1_97",1
"Q0VD83_IDR_32_1078",1
"Q0VD86_IDR_128_172",0.500731641497499
"Q0VD86_IDR_1_40",0.4992683585025
"Q0VDD7_IDR_1_668",1
"Q10570_IDR_895_925",0.313909578285102
"Q10571_IDR_1_1200",1
"Q10586_IDR_1_275",1
"Q10587_IDR_109_253",0.627580206743258
"Q10587_IDR_1_82",0.372419793256742
"Q10588_IDR_1_31",1
"Q10589_IDR_131_180",1
"Q11130_IDR_1_43",1
"Q11201_IDR_1_34",1
"Q12756_IDR_1091_1124",0.195752708612574
"Q12756_IDR_1402_1443",0.197842293271949
"Q12756_IDR_1467_1558",0.200840691056487
"Q12756_IDR_659_695",0.200313334360582
"Q12756_IDR_948_987",0.205250972698407
"Q12767_IDR_440_545",0.502494567489211
"Q12767_IDR_886_930",0.497505432510789
"Q12769_IDR_1_34",1
"Q12770_IDR_454_496",0.337950263262284
"Q12770_IDR_818_855",0.321181401084294
"Q12770_IDR_924_957",0.340868335653422
"Q12802_IDR_2440_2526",0.224684627639432
"Q12802_IDR_2542_2572",0.220553165672891
"Q12802_IDR_2667_2803",0.283450898754235
"Q12802_IDR_288_1952",0.271311307933442
"Q12809_IDR_135_369",0.499599709315794
"Q12809_IDR_866_1159",0.500400290684206
"Q12815_IDR_1_703",1
"Q12816_IDR_1_439",0.597709733606089
"Q12816_IDR_648_1431",0.402290266393911
"Q12824_IDR_66_163",1
"Q12829_IDR_238_278",1
"Q12830_IDR_1050_1794",0.151632830233005
"Q12830_IDR_1_222",0.111878068723867
"Q12830_IDR_1972_2010",0.0968554965700991
"Q12830_IDR_2014_2113",0.103344410541318
"Q12830_IDR_2120_2294",0.106594499756322
"Q12830_IDR_2328_2863",0.318555868635717
"Q12830_IDR_562_776",0.111138825539671
"Q12834_IDR_1_107",1
"Q12837_IDR_1_253",1
"Q12887_IDR_1_49",0.461481970644885
"Q12887_IDR_63_138",0.538518029355115
"Q12888_IDR_1604_1714",0.52452979889943
"Q12888_IDR_26_1485",0.47547020110057
"Q12889_IDR_386_441",0.490534731951778
"Q12889_IDR_469_590",0.509465268048222
"Q12893_IDR_296_351",1
"Q12901_IDR_60_156",1
"Q12904_IDR_83_147",1
"Q12905_IDR_356_390",1
"Q12906_IDR_340_407",0.246084613252574
"Q12906_IDR_470_517",0.231288007448129
"Q12906_IDR_54_84",0.241217554693976
"Q12906_IDR_591_894",0.28140982460532
"Q12907_IDR_281_356",1
"Q12908_IDR_316_348",1
"Q12918_IDR_16_88",1
"Q12923_IDR_182_305",0.136904230248678
"Q12923_IDR_414_508",0.134108104248073
"Q12926_IDR_1_36",1
"Q12950_IDR_190_439",0.514897199971836
"Q12951_IDR_210_336",1
"Q12952_IDR_135_304",1
"Q12955_IDR_1_41",0.540482171333364
"Q12955_IDR_1439_4377",0.459517828666636
"Q12959_IDR_141_190",0.333864572914484
"Q12959_IDR_65_139",0.321980227869625
"Q12959_IDR_661_695",0.344155199215891
"Q12965_IDR_927_1050",1
"Q12967_IDR_252_364",0.566750692163915
"Q12967_IDR_648_788",0.433249307836085
"Q12968_IDR_1045_1075",0.323925315478679
"Q12968_IDR_56_383",0.345021936132376
"Q12968_IDR_702_1011",0.331052748388945
"Q12972_IDR_130_351",1
"Q12979_IDR_27_86",1
"Q12980_IDR_32_63",0.496623258848049
"Q12980_IDR_417_483",0.503376741151951
"Q12981_IDR_114_145",1
"Q12982_IDR_1_125",1
"Q13023_IDR_2116_2319",0.174038619862762
"Q13029_IDR_1194_1691",0.354392665811077
"Q13029_IDR_154_1192",0.645607334188923
"Q13033_IDR_1_69",0.481072638532998
"Q13033_IDR_81_420",0.518927361467002
"Q13042_IDR_540_620",1
"Q13043_IDR_303_435",1
"Q13045_IDR_405_442",0.430162286674606
"Q13045_IDR_947_977",0.569837713325394
"Q13061_IDR_77_683",1
"Q13064_IDR_1_240",1
"Q13065_IDR_1_117",1
"Q13127_IDR_20_155",0.205308466092352
"Q13127_IDR_411_1054",0.794691533907648
"Q13129_IDR_1_45",0.141380536674588
"Q13129_IDR_1554_1589",0.133107362324541
"Q13129_IDR_1593_1777",0.138570902515946
"Q13129_IDR_1779_1839",0.14767590599991
"Q13129_IDR_483_581",0.153735206512289
"Q13129_IDR_593_672",0.152202899839969
"Q13129_IDR_804_1552",0.133327186132758
"Q13131_IDR_350_404",0.476261136734236
"Q13131_IDR_479_540",0.523738863265764
"Q13201_IDR_978_1061",0.336106466350563
"Q13202_IDR_304_525",0.517800399581872
"Q13202_IDR_528_614",0.482199600418128
"Q13203_IDR_1_68",1
"Q13206_IDR_1_43",0.297297922597981
"Q13206_IDR_507_689",0.279504825955848
"Q13206_IDR_691_857",0.423197251446171
"Q13207_IDR_1_102",0.507652888326207
"Q13207_IDR_270_712",0.492347111673793
"Q13214_IDR_668_749",1
"Q13283_IDR_140_335",0.554576433950158
"Q13283_IDR_416_466",0.445423566049842
"Q13285_IDR_79_174",1
"Q13286_IDR_1_31",0.502431561624038
"Q13286_IDR_234_268",0.497568438375962
"Q13291_IDR_262_301",1
"Q13304_IDR_1_54",1
"Q13308_IDR_725_780",1
"Q13309_IDR_1_75",1
"Q13310_IDR_439_551",1
"Q13315_IDR_831_884",1
"Q13316_IDR_1_513",1
"Q13319_IDR_10_174",0.534229956217698
"Q13319_IDR_330_360",0.465770043782302
"Q13322_IDR_1_165",0.486858831400569
"Q13322_IDR_413_485",0.51314116859943
"Q13323_IDR_20_61",1
"Q13324_IDR_1_33",1
"Q13330_IDR_342_389",0.351386265862848
"Q13330_IDR_429_649",0.328715457640378
"Q13370_IDR_1074_1112",0.303260746571335
"Q13371_IDR_1_52",1
"Q13387_IDR_1_607",1
"Q13393_IDR_140_170",0.327253011228601
"Q13393_IDR_1_50",0.331598383639664
"Q13393_IDR_500_637",0.341148605131735
"Q13398_IDR_1_112",1
"Q13402_IDR_1059_1127",0.488985010311959
"Q13402_IDR_868_998",0.511014989688041
"Q13405_IDR_1_77",1
"Q13409_IDR_1_205",1
"Q13410_IDR_487_526",1
"Q13415_IDR_177_488",1
"Q13416_IDR_30_237",1
"Q13422_IDR_1_222",0.524049106131434
"Q13422_IDR_230_446",0.475950893868566
"Q13425_IDR_59_110",1
"Q13426_IDR_200_336",1
"Q13427_IDR_179_754",1
"Q13428_IDR_21_1488",1
"Q13444_IDR_686_863",1
"Q13451_IDR_421_457",1
"Q13454_IDR_1_46",1
"Q13459_IDR_1040_1492",0.371775975555049
"Q13459_IDR_1915_2157",0.342287181304564
"Q13459_IDR_708_824",0.285936843140387
"Q13461_IDR_157_319",0.506555241133863
"Q13461_IDR_1_70",0.493444758866137
"Q13464_IDR_1318_1354",0.513617722956146
"Q13464_IDR_968_1115",0.486382277043854
"Q13467_IDR_151_186",0.507954970436231
"Q13467_IDR_541_585",0.492045029563769
"Q13469_IDR_119_160",0.245143716545497
"Q13469_IDR_165_360",0.258661601354814
"Q13469_IDR_37_113",0.243753398159789
"Q13469_IDR_680_891",0.252441283939901
"Q13470_IDR_445_585",1
"Q13472_IDR_757_810",0.311600904310476
"Q13472_IDR_853_894",0.312613300643445
"Q13472_IDR_941_1001",0.375785795046078
"Q13505_IDR_1_149",1
"Q13506_IDR_259_289",0.303660150667744
"Q13506_IDR_311_487",0.352180891789694
"Q13506_IDR_78_251",0.344158957542561
"Q13508_IDR_283_365",1
"Q13515_IDR_1_51",1
"Q13516_IDR_1_134",0.510733803638872
"Q13516_IDR_179_323",0.489266196361128
"Q13519_IDR_71_152",1
"Q13520_IDR_252_282",1
"Q13523_IDR_1_660",1
"Q13530_IDR_354_392",1
"Q13535_IDR_413_452",1
"Q13541_IDR_66_118",1
"Q13542_IDR_1_53",0.485715204701573
"Q13542_IDR_55_120",0.514284795298427
"Q13547_IDR_382_482",1
