"","GO0006820_anion_transport"
"O00767_IDR_1_65",1
"Q9Y6X0_IDR_1_1596",1
"Q9Y6X1_IDR_1_38",1
"Q9Y6X2_IDR_409_448",0.356862697449364
"Q9Y6X2_IDR_452_620",0.31265372796515
"Q9Y6X2_IDR_66_118",0.330483574585486
"Q9Y6X4_IDR_259_670",1
"Q9Y6X6_IDR_1175_1411",0.194899755232657
"Q9Y6X6_IDR_1419_1781",0.198185077856268
"Q9Y6X6_IDR_1817_1847",0.194847957406315
"Q9Y6X6_IDR_366_396",0.216182298650052
"Q9Y6X6_IDR_959_1011",0.195884910854708
"Q9Y6X8_IDR_1_151",0.206437459110964
"Q9Y6X8_IDR_158_280",0.16832639291015
"Q9Y6X8_IDR_314_486",0.140304079300138
"Q9Y6X8_IDR_488_562",0.151606379083938
"Q9Y6X8_IDR_564_635",0.147580489895279
"Q9Y6X8_IDR_761_837",0.185745199699531
"Q9Y6X9_IDR_530_800",0.475724945685839
"Q9Y6X9_IDR_829_905",0.524275054314161
"Q9Y6Y1_IDR_1172_1403",0.16846208026172
"Q9Y6Y1_IDR_1407_1485",0.174749753840503
"Q9Y6Y1_IDR_1606_1673",0.156911514654829
"Q9Y6Y1_IDR_186_736",0.171924312735194
"Q9Y6Y1_IDR_779_862",0.173208020542348
"Q9Y6Y1_IDR_988_1031",0.154744317965405
"Q9Y6Y8_IDR_1_262",0.216848155989188
"Q9Y6Y8_IDR_598_656",0.282239721003374
"Q9Y6Y8_IDR_692_753",0.234195963525576
"Q9Y6Y8_IDR_892_934",0.266716159481862
"Q9Y6Z7_IDR_1_128",1
"U3KPV4_IDR_1_39",1
"O14513_IDR_516_668",0.211512745583279
"O14513_IDR_674_1909",0.182843493469956
"O14514_IDR_1199_1347",0.355597231708745
"O14514_IDR_1350_1557",0.329996787170278
"O14514_IDR_1_36",0.314405981120977
"O14519_IDR_1_58",1
"O14520_IDR_283_342",1
"O14521_IDR_1_36",1
"O14522_IDR_783_859",1
"O14523_IDR_33_80",0.463582980781936
"O14523_IDR_410_706",0.536417019218064
"O14524_IDR_392_444",1
"O14526_IDR_257_613",1
"O14529_IDR_1124_1167",0.254564573620435
"O14529_IDR_113_956",0.257474166756595
"O14529_IDR_1224_1457",0.243745014527594
"O14529_IDR_962_1043",0.244216245095377
"O14530_IDR_189_226",1
"O14531_IDR_507_572",1
"O14544_IDR_1_353",1
"O14607_IDR_376_834",0.240251287467454
"O14607_IDR_839_874",0.249982599298655
"O14607_IDR_994_1024",0.251382691356257
"O14613_IDR_1_39",0.506170426061036
"O14613_IDR_46_182",0.493829573938964
"O14617_IDR_630_914",1
"O14627_IDR_1_172",0.490740341475317
"O14627_IDR_226_284",0.509259658524683
"O14628_IDR_57_213",1
"O14633_IDR_1_109",1
"O14638_IDR_1_46",1
"O14639_IDR_337_372",0.500102886975614
"O14639_IDR_375_667",0.499897113024386
"O14640_IDR_376_408",0.35954961857882
"O14640_IDR_507_674",0.317350427101451
"O14640_IDR_90_243",0.32309995431973
"O14641_IDR_512_575",0.355405927500418
"O14641_IDR_578_715",0.31355833323943
"O14641_IDR_96_259",0.331035739260153
"O14645_IDR_20_60",1
"O14681_IDR_34_77",1
"O14686_IDR_1604_4707",0.177967010874667
"O14686_IDR_1_61",0.221550416647168
"O14686_IDR_356_389",0.213904778892898
"O14686_IDR_396_1358",0.182853619157266
"O14686_IDR_4908_4975",0.203724174428001
"O14709_IDR_123_343",1
"O14713_IDR_1_57",1
"O14730_IDR_1_180",1
"O14733_IDR_1_88",1
"O14737_IDR_1_37",1
"O14745_IDR_113_148",0.470915900880203
"O14787_IDR_319_367",1
"O14788_IDR_1_57",1
"O14791_IDR_22_63",1
"O14792_IDR_1_50",1
"O14793_IDR_1_38",1
"O14795_IDR_152_377",1
"O14810_IDR_1_134",1
"O14813_IDR_1_284",1
"O14827_IDR_694_890",1
"O14828_IDR_1_132",1
"O14829_IDR_311_343",1
"O14830_IDR_314_402",1
"O14836_IDR_108_223",1
"O14843_IDR_299_346",1
"O14862_IDR_87_148",1
"O14863_IDR_54_105",1
"O14867_IDR_131_521",0.531656846662187
"O14867_IDR_654_718",0.468343153337813
"O14874_IDR_1_50",1
"O14896_IDR_120_185",1
"O14974_IDR_287_930",1
"O14976_IDR_325_371",0.572012057263139
"O14976_IDR_751_1172",0.427987942736861
"O14978_IDR_104_224",0.492013264895313
"O14978_IDR_227_375",0.507986735104687
"O14979_IDR_1_90",0.480655830050091
"O14979_IDR_92_146",0.519344169949909
"O14981_IDR_152_253",0.528239631014384
"O14981_IDR_976_1013",0.471760368985616
"O14986_IDR_279_320",0.519584689024266
"O14986_IDR_401_535",0.480415310975734
"O14990_IDR_1_202",1
"O14994_IDR_1_88",0.505118907325418
"O14994_IDR_399_562",0.494881092674582
"O15013_IDR_1223_1261",0.328650444057218
"O15013_IDR_1277_1326",0.306383217118312
"O15013_IDR_1_397",0.36496633882447
"O15014_IDR_1_33",0.337382354614752
"O15014_IDR_334_1411",0.291611122423906
"O15014_IDR_41_330",0.371006522961342
"O15034_IDR_1021_1052",0.342221521552362
"O15037_IDR_198_416",0.479601219465509
"O15037_IDR_595_628",0.520398780534491
"O15040_IDR_374_792",1
"O15041_IDR_736_775",1
"O15042_IDR_1_120",0.337202495930705
"O15042_IDR_126_268",0.337831520507227
"O15042_IDR_680_1029",0.324965983562068
"O15047_IDR_190_623",0.506783474817901
"O15047_IDR_833_1414",0.493216525182099
"O15049_IDR_1_477",0.424795401087561
"O15049_IDR_511_544",0.575204598912439
"O15050_IDR_1078_1140",0.244904917887555
"O15050_IDR_2891_2925",0.250290916592938
"O15050_IDR_609_678",0.239860260783284
"O15050_IDR_704_772",0.264943904736223
"O15054_IDR_1_1123",0.429150886704053
"O15054_IDR_1291_1321",0.570849113295947
"O15055_IDR_1_107",0.276006064572391
"O15055_IDR_475_845",0.229656843464107
"O15075_IDR_282_374",0.223964878576075
"O15075_IDR_653_740",0.292749151305362
"O15078_IDR_1021_1051",0.0932360350928386
"O15078_IDR_1412_1448",0.085805158442137
"O15078_IDR_1477_1535",0.0865963953437984
"O15078_IDR_1580_1620",0.0783593829918327
"O15078_IDR_1783_1902",0.075657940427181
"O15078_IDR_1991_2082",0.0804630765373735
"O15078_IDR_2095_2127",0.0797275063731274
"O15078_IDR_2355_2385",0.084923044072104
"O15078_IDR_2433_2479",0.0817030293724035
"O15078_IDR_491_612",0.085781323840151
"O15078_IDR_63_175",0.0770864819044227
"O15078_IDR_636_785",0.09066062560263
"O15079_IDR_1_417",1
"O15083_IDR_1_374",0.243374866797709
"O15083_IDR_635_667",0.256430754946123
"O15083_IDR_740_806",0.261472834495525
"O15083_IDR_867_955",0.238721543760643
"O15085_IDR_1_40",0.1654002425244
"O15151_IDR_113_185",0.319063622721682
"O15151_IDR_209_275",0.373001247611454
"O15151_IDR_334_432",0.307935129666863
"O15156_IDR_145_344",0.498587842887543
"O15156_IDR_451_539",0.501412157112457
"O15162_IDR_42_82",1
"O15164_IDR_1013_1050",0.358657052118679
"O15164_IDR_1_49",0.337447718665933
"O15164_IDR_430_824",0.303895229215387
"O15165_IDR_33_306",1
"O15169_IDR_1_79",0.512720258573205
"O15169_IDR_214_778",0.487279741426794
"O15173_IDR_1_48",1
"O15178_IDR_1_38",0.573547402706526
"O15178_IDR_250_435",0.426452597293474
"O15194_IDR_1_39",1
"O15195_IDR_722_795",1
"O15198_IDR_210_249",1
"O15204_IDR_1_33",1
"O15209_IDR_151_423",0.340172606402035
"O15265_IDR_1_144",0.547813932868766
"O15265_IDR_153_892",0.452186067131234
"O15266_IDR_1_292",1
"O15270_IDR_1_61",1
"O15297_IDR_35_93",0.501744958134568
"O15297_IDR_379_597",0.498255041865432
"O15315_IDR_351_384",1
"O15327_IDR_1_34",0.311738561691233
"O15327_IDR_478_520",0.355606775863288
"O15327_IDR_527_570",0.332654662445479
"O15347_IDR_163_200",1
"O15350_IDR_300_354",0.33820159395094
"O15350_IDR_33_112",0.358874855054986
"O15350_IDR_374_489",0.302923550994074
"O15353_IDR_1_266",0.334621663410589
"O15353_IDR_365_520",0.325187059612902
"O15353_IDR_552_605",0.340191276976509
"O15354_IDR_1_246",0.463072543299656
"O15354_IDR_572_611",0.536927456700344
"O15399_IDR_897_1336",0.483285587012549
"O15400_IDR_121_164",1
"O15403_IDR_206_279",0.482168011130703
"O15403_IDR_475_523",0.517831988869297
"O15405_IDR_1_576",1
"O15409_IDR_1_338",0.356251692445347
"O15409_IDR_397_483",0.318274142892502
"O15409_IDR_582_715",0.325474164662151
"O15417_IDR_1_2777",1
"O15427_IDR_411_465",1
"O15431_IDR_1_41",1
"O15432_IDR_56_86",1
"O15438_IDR_855_946",1
"O15439_IDR_632_693",1
"O15440_IDR_1_87",0.339572480609015
"O15440_IDR_505_566",0.333278970928342
"O15440_IDR_787_838",0.327148548462643
"O15444_IDR_94_150",1
"O15446_IDR_124_510",1
"O15457_IDR_1_151",1
"O15503_IDR_12_78",1
"O15504_IDR_206_386",0.496318188375592
"O15504_IDR_24_112",0.503681811624408
"O15516_IDR_1_44",0.542817706917359
"O15516_IDR_382_846",0.457182293082641
"O15519_IDR_176_238",1
"O15520_IDR_8_68",1
"O15522_IDR_1_88",1
"O15523_IDR_1_138",1
"O15524_IDR_1_54",1
"O15529_IDR_299_346",1
"O15530_IDR_1_77",0.442244712786775
"O15530_IDR_366_443",0.557755287213225
"O15534_IDR_1_172",0.288615146498521
"O15534_IDR_1207_1290",0.248558215020042
"O15534_IDR_504_870",0.220986154728484
"O15534_IDR_944_1120",0.241840483752952
"O15535_IDR_136_253",1
"O15541_IDR_102_180",0.52955590010341
"O15541_IDR_21_99",0.47044409989659
"O43159_IDR_1_236",1
"O43164_IDR_169_411",0.417532755388926
"O43164_IDR_445_522",0.264744432056818
"O43164_IDR_50_159",0.317722812554256
"O43166_IDR_1030_1741",0.225002816137657
"O43166_IDR_1_203",0.234965047712133
"O43166_IDR_205_321",0.271574128269281
"O43166_IDR_356_406",0.26845800788093
"O43167_IDR_131_293",0.503436615916069
"O43167_IDR_651_697",0.49656338408393
"O43169_IDR_103_150",1
"O43172_IDR_1_31",0.496482512184398
"O43172_IDR_34_72",0.503517487815602
"O43173_IDR_1_63",1
"O43174_IDR_1_38",1
"O43181_IDR_1_52",1
"O43182_IDR_1_186",0.313521046991481
"O43182_IDR_299_402",0.35285606012865
"O43182_IDR_631_946",0.33362289287987
"O43184_IDR_1_37",0.516532831263595
"O43255_IDR_1_70",1
"O43257_IDR_1_77",1
"O43278_IDR_1_47",1
"O43281_IDR_60_430",1
"O43283_IDR_1_111",0.516285379317898
"O43283_IDR_448_966",0.483714620682102
"O43286_IDR_1_31",0.472721230243027
"O43286_IDR_57_95",0.527278769756973
"O43290_IDR_1_197",0.217522926557968
"O43290_IDR_282_350",0.251449342077572
"O43290_IDR_353_645",0.276745566270583
"O43290_IDR_649_697",0.254282165093876
"O43291_IDR_93_128",1
"O43293_IDR_281_313",1
"O43294_IDR_1_223",1
"O43295_IDR_183_219",0.258106150802819
"O43295_IDR_452_498",0.2432375643534
"O43295_IDR_718_753",0.270593938758331
"O43295_IDR_804_1099",0.22806234608545
"O43313_IDR_600_823",0.286680954981188
"O43314_IDR_898_1243",1
"O43318_IDR_301_502",1
"O43323_IDR_1_43",1
"O43345_IDR_59_142",1
"O43353_IDR_312_431",1
"O43361_IDR_23_130",1
"O43364_IDR_1_376",1
"O43365_IDR_1_238",0.3255492085226
"O43365_IDR_241_360",0.340754888591213
"O43365_IDR_371_409",0.333695902886187
"O43379_IDR_1_55",0.477003149869733
"O43379_IDR_760_1403",0.522996850130267
"O43390_IDR_505_596",1
"O43395_IDR_73_324",1
"O43399_IDR_128_206",0.504543730481546
"O43399_IDR_1_40",0.495456269518454
"O43405_IDR_126_159",1
"O43414_IDR_1_137",1
"O43422_IDR_93_154",1
"O43497_IDR_1545_1589",0.194572611116611
"O43497_IDR_1857_2377",0.188891520619042
"O43497_IDR_453_720",0.203975126069743
"O43505_IDR_1_53",1
"O43497_IDR_970_1229",0.198261981563193
"O43506_IDR_693_726",1
"O43508_IDR_1_121",1
"O43511_IDR_593_645",0.487763951922334
"O43511_IDR_735_780",0.512236048077666
"O43513_IDR_173_213",1
"O43516_IDR_1_503",1
"O43520_IDR_1182_1251",0.480616172346326
"O43520_IDR_1_59",0.519383827653674
"O43521_IDR_1_96",1
"O43524_IDR_1_156",0.492869229832798
"O43524_IDR_239_592",0.507130770167202
"O43525_IDR_1_100",0.463575195415733
"O43525_IDR_410_864",0.536424804584267
"O43526_IDR_25_69",0.238131300784765
"O43572_IDR_172_289",0.313575245759332
"O43572_IDR_515_562",0.349896498044768
"O43581_IDR_1_134",1
"O43583_IDR_70_113",1
"O43586_IDR_290_364",1
"O43593_IDR_1_108",0.265293842824942
"O43593_IDR_113_144",0.255244883971271
"O43593_IDR_189_548",0.218337081110139
"O43593_IDR_688_829",0.261124192093649
"O43597_IDR_1_172",1
"O43602_IDR_268_365",1
"O43603_IDR_312_379",1
"O43609_IDR_1_174",1
"O43610_IDR_1_142",1
"O43612_IDR_1_35",0.49019331942571
"O43612_IDR_99_131",0.50980668057429
"O43613_IDR_249_292",0.494644933909717
"O43613_IDR_380_425",0.505355066090282
"O43711_IDR_1_60",0.341258495199999
"O43711_IDR_219_262",0.333352346165496
"O43711_IDR_93_171",0.325389158634505
"O43719_IDR_1_42",0.362009997853786
"O43719_IDR_376_737",0.304603135131499
"O43719_IDR_78_123",0.333386867014715
"O43734_IDR_1_240",0.510483655275975
"O43734_IDR_250_404",0.489516344724025
"O43741_IDR_1_73",1
"O43747_IDR_588_699",1
"O43752_IDR_107_166",1
"O43763_IDR_1_163",1
"O43765_IDR_249_286",1
"O43768_IDR_1_64",0.485226122079099
"O43768_IDR_67_121",0.514773877920901
"O43781_IDR_1_137",0.496963387080045
"O43781_IDR_525_588",0.503036612919955
"O43790_IDR_438_486",1
"O43809_IDR_1_33",1
"O43896_IDR_638_803",0.309915075244324
"O43896_IDR_806_1103",0.378136768442491
"O43897_IDR_78_151",1
"O43900_IDR_369_615",1
"O43903_IDR_169_205",1
"O43908_IDR_1_102",1
"O43909_IDR_1_62",1
"O43914_IDR_69_113",1
"O43915_IDR_1_42",1
"O43918_IDR_101_206",0.239294447437892
"O60240_IDR_194_397",0.323705207225735
"O60240_IDR_401_522",0.329920522437278
"O60241_IDR_1245_1325",0.366641272683335
"O60241_IDR_1328_1542",0.316334596702476
"O60241_IDR_770_809",0.317024130614188
"O60242_IDR_1162_1309",0.346903887246352
"O60242_IDR_1313_1469",0.324430759501453
"O60242_IDR_242_282",0.328665353252195
"O60244_IDR_1_45",0.522179159190308
"O60244_IDR_974_1166",0.477820840809692
"O60245_IDR_186_221",0.296755506274458
"O60245_IDR_846_880",0.358269862090791
"O60245_IDR_905_1060",0.344974631634751
"O60248_IDR_1_58",0.496270894275237
"O60248_IDR_60_233",0.503729105724763
"O60258_IDR_1_48",1
"O60260_IDR_77_117",1
"O60264_IDR_1016_1052",0.318733351911231
"O60264_IDR_108_162",0.341919463767924
"O60264_IDR_1_85",0.339347184320845
"O60282_IDR_371_442",0.538434060588302
"O60282_IDR_896_957",0.461565939411698
"O60284_IDR_1_913",1
"O60285_IDR_1_51",0.332118202716645
"O60285_IDR_339_597",0.320847318803076
"O60285_IDR_606_636",0.34703447848028
"O60287_IDR_2012_2047",1
"O60290_IDR_1092_1169",0.320498630871871
"O60290_IDR_370_461",0.330417304786468
"O60290_IDR_69_134",0.349084064341662
"O60291_IDR_329_552",1
"O60292_IDR_1043_1712",0.185829289770043
"O60292_IDR_1_39",0.212664904852939
"O60292_IDR_248_330",0.195056839782895
"O60292_IDR_361_420",0.217752612960816
"O60292_IDR_43_148",0.188696352633307
"O60293_IDR_1_1139",1
"O60296_IDR_1_32",0.210919685949398
"O60296_IDR_139_177",0.190844470763252
"O60296_IDR_179_559",0.22813347228225
"O60309_IDR_1088_1141",0.213641758299143
"O60309_IDR_1146_1457",0.197126662691624
"O60309_IDR_1529_1634",0.230968714534541
"O60312_IDR_1313_1499",0.505747057418419
"O60312_IDR_615_687",0.494252942581581
"O60313_IDR_181_219",0.554404705117834
"O60313_IDR_33_72",0.445595294882166
"O60315_IDR_1058_1214",0.370501737470605
"O60315_IDR_1_1056",0.629498262529395
"O60318_IDR_1_477",0.216028795532426
"O60318_IDR_1912_1946",0.285630967520381
"O60318_IDR_479_620",0.237552995635262
"O60318_IDR_969_1129",0.260787241311931
"O60320_IDR_1_58",0.298779137773517
"O60320_IDR_210_280",0.326585335624157
"O60320_IDR_285_491",0.374635526602327
"O60331_IDR_1_67",0.318854377578979
"O60331_IDR_323_375",0.357274387863177
"O60331_IDR_447_632",0.323871234557844
"O60333_IDR_400_463",0.156373302323033
"O60381_IDR_121_188",0.309883771102229
"O60381_IDR_346_433",0.308485867990049
"O60383_IDR_1_51",0.516234882132252
"O60383_IDR_281_341",0.483765117867748
"O60391_IDR_884_1043",1
"O60393_IDR_1_691",1
"O60422_IDR_1_320",1
"O60423_IDR_1_102",0.489389144253623
"O60423_IDR_1221_1300",0.510610855746377
"O60447_IDR_1_130",0.399239332334446
"O60447_IDR_674_810",0.600760667665553
"O60462_IDR_602_635",0.482889521335654
"O60462_IDR_818_853",0.517110478664346
"O60469_IDR_1569_1602",0.52630407167675
"O60469_IDR_1618_2008",0.47369592832325
"O60476_IDR_1_107",0.483069862437968
"O60476_IDR_118_174",0.516930137562032
"O60478_IDR_1_32",1
"O60479_IDR_1_287",1
"O60512_IDR_345_393",0.498869095500628
"O60513_IDR_1_72",1
"O60516_IDR_51_100",1
"O60522_IDR_1164_1287",0.242285836434386
"O60522_IDR_1704_1775",0.254449271688163
"O60522_IDR_1898_1974",0.267962609545848
"O60522_IDR_675_743",0.235302282331603
"O60524_IDR_415_455",0.497812328364814
"O60524_IDR_669_975",0.502187671635186
"O60542_IDR_23_61",1
"O60548_IDR_1_125",0.513051680763097
"O60548_IDR_190_495",0.486948319236903
"O60551_IDR_1_111",1
"O60563_IDR_250_663",0.480255256673972
"O60563_IDR_670_726",0.519744743326028
"O60565_IDR_1_85",1
"O60566_IDR_202_718",1
"O60568_IDR_1_32",1
"O60573_IDR_1_52",1
"O60583_IDR_253_708",1
"O60673_IDR_2184_2260",0.178464711582928
"O60674_IDR_1_34",1
"O60675_IDR_123_156",1
"O60678_IDR_1_44",0.491155133152385
"O60678_IDR_164_216",0.508844866847615
"O60682_IDR_1_114",1
"O60684_IDR_1_78",1
"O60704_IDR_1_56",1
"O60706_IDR_622_666",0.496176687945527
"O60706_IDR_916_969",0.503823312054473
"O60711_IDR_12_136",1
"O60716_IDR_1_361",0.319547610203477
"O60716_IDR_599_645",0.332786943404604
"O60716_IDR_854_943",0.347665446391919
"O60721_IDR_1_386",0.326876671924017
"O60721_IDR_401_436",0.330308237761167
"O60721_IDR_618_896",0.342815090314816
"O60729_IDR_1_45",0.481561688145158
"O60729_IDR_379_498",0.518438311854842
"O60732_IDR_1_901",1
"O60828_IDR_81_265",1
"O60829_IDR_1_102",1
"O60830_IDR_140_172",1
"O60832_IDR_1_32",0.508451386331946
"O60832_IDR_420_514",0.491548613668054
"O60840_IDR_1599_1896",0.243667774754314
"O60840_IDR_1_66",0.244126590522361
"O60840_IDR_413_499",0.257825014897159
"O60840_IDR_765_829",0.254380619826166
"O60841_IDR_1_362",0.478743627342018
"O60841_IDR_369_626",0.521256372657983
"O60861_IDR_111_171",1
"O60869_IDR_1_69",1
"O60870_IDR_208_277",1
"O60882_IDR_1_31",1
"O60883_IDR_1_113",0.47765009375108
"O60883_IDR_438_480",0.52234990624892
"O60884_IDR_377_412",1
"O60885_IDR_1_58",0.213132820032952
"O60885_IDR_175_348",0.193230151186765
"O75078_IDR_202_235",1
"O75081_IDR_1_653",1
"O75084_IDR_1_45",0.48966505626534
"O75084_IDR_162_202",0.51033494373466
"O75095_IDR_1_34",1
"O75096_IDR_1650_1696",0.445695717608261
"O75096_IDR_1844_1905",0.554304282391739
"O75106_IDR_1_51",1
"O75112_IDR_501_538",0.486044904864817
"O75112_IDR_86_499",0.513955095135183
"O75113_IDR_194_343",0.35909563360092
"O75113_IDR_373_596",0.352742895040717
"O75113_IDR_789_851",0.288161471358363
"O75150_IDR_243_652",0.348398988641036
"O75151_IDR_444_1096",1
"O75152_IDR_85_770",1
"O75153_IDR_1262_1309",0.330938785570792
"O75153_IDR_1_37",0.330612471841551
"O75153_IDR_632_692",0.338448742587657
"O75154_IDR_1_206",0.283718387941291
"O75154_IDR_269_483",0.379304295344284
"O75154_IDR_627_664",0.336977316714424
"O75155_IDR_313_345",1
"O75157_IDR_1_780",1
"O75159_IDR_20_356",1
"O75264_IDR_1_130",1
"O75290_IDR_60_163",1
"O75298_IDR_1_339",1
"O75311_IDR_1_39",0.49491357669941
"O75311_IDR_349_417",0.50508642330059
"O75319_IDR_250_358",1
"O75323_IDR_7_45",1
"O75326_IDR_1_47",1
"O75330_IDR_1_95",0.567872417959246
"O75330_IDR_660_724",0.432127582040754
"O75333_IDR_1_58",0.507886751267339
"O75333_IDR_243_317",0.492113248732661
"O75334_IDR_1_888",0.475568595679157
"O75334_IDR_954_999",0.524431404320843
"O75335_IDR_1_822",0.486329451849292
"O75335_IDR_886_929",0.513670548150708
"O75339_IDR_1135_1184",0.491853131939731
"O75339_IDR_1_48",0.508146868060269
"O75351_IDR_78_111",1
"O75354_IDR_1_96",1
"O75398_IDR_1_149",0.285326446298161
"O75398_IDR_154_190",0.22647782595342
"O75398_IDR_275_515",0.263073253565059
"O75398_IDR_521_565",0.22512247418336
"O75410_IDR_1_595",1
"O75417_IDR_1_65",0.280689598747996
"O75417_IDR_840_877",0.308074182699928
"O75417_IDR_899_1821",0.411236218552075
"O75419_IDR_124_167",1
"O75420_IDR_535_889",0.319878046757334
"O75420_IDR_71_470",0.339806896148591
"O75420_IDR_966_1010",0.340315057094075
"O75425_IDR_138_184",1
"O75426_IDR_1_34",1
"O75427_IDR_1_31",0.530041515171297
"O75427_IDR_264_535",0.469958484828703
"O75439_IDR_1_44",1
"O75444_IDR_1_256",1
"O75487_IDR_480_556",0.528485000436849
"O75489_IDR_1_50",1
"O75494_IDR_89_262",1
"O75496_IDR_160_209",0.501019696426653
"O75496_IDR_1_88",0.498980303573347
"O75509_IDR_1_48",0.323566578479453
"O75509_IDR_216_344",0.31723700704411
"O75509_IDR_500_535",0.359196414476437
"O75525_IDR_161_336",1
"O75526_IDR_83_392",1
"O75528_IDR_176_309",0.518638371543726
"O75528_IDR_69_148",0.481361628456274
"O75530_IDR_1_72",1
"O75533_IDR_1_376",1
"O75541_IDR_1_338",1
"O75553_IDR_171_588",1
"O75554_IDR_193_376",0.536432222389992
"O75554_IDR_83_125",0.463567777610008
"O75563_IDR_64_103",0.495863615941291
"O75610_IDR_226_258",1
"O75616_IDR_262_295",0.502522350518322
"O75616_IDR_54_86",0.497477649481678
"O75618_IDR_102_199",1
"O75626_IDR_1_43",0.25024128642197
"O75626_IDR_213_574",0.217684782581722
"O75626_IDR_708_752",0.267667007314139
"O75626_IDR_765_825",0.264406923682169
"O75628_IDR_1_76",0.48497143691292
"O75628_IDR_249_294",0.51502856308708
"O75629_IDR_1_45",1
"O75631_IDR_236_287",1
"O75636_IDR_1_85",1
"O75638_IDR_1_84",1
"O75643_IDR_184_256",0.329413760370973
"O75643_IDR_1_90",0.316210813916263
"O75643_IDR_366_404",0.354375425712764
"O75665_IDR_449_1012",1
"O75674_IDR_155_196",0.501575088922631
"O75783_IDR_1_60",1
"O75791_IDR_182_263",1
"O75794_IDR_48_79",1
"O75807_IDR_51_552",0.499724575889975
"O75807_IDR_622_674",0.500275424110025
"O75808_IDR_18_51",0.521249209810894
"O75808_IDR_60_413",0.478750790189106
"O75815_IDR_1_114",0.505839146513753
"O75815_IDR_265_477",0.494160853486248
"O75820_IDR_59_146",1
"O75821_IDR_174_236",1
"O75822_IDR_1_116",0.497738431994122
"O75822_IDR_212_245",0.502261568005878
"O75829_IDR_213_258",0.517950272222053
"O75829_IDR_23_63",0.482049727777947
"O75840_IDR_45_214",1
"O75843_IDR_591_666",1
"O75844_IDR_291_322",1
"O75845_IDR_261_299",1
"O75864_IDR_1_43",0.319749200247442
"O75914_IDR_145_260",0.533885520227592
"O75916_IDR_423_577",1
"O75920_IDR_1_74",1
"O75923_IDR_137_211",1
"O75925_IDR_418_459",0.346108009710114
"O75925_IDR_466_641",0.332038924654006
"O75925_IDR_67_131",0.32185306563588
"O75928_IDR_428_471",0.322769721514725
"O75928_IDR_475_616",0.350671881797332
"O75928_IDR_67_140",0.326558396687943
"O75940_IDR_126_171",1
"O75943_IDR_1_86",0.317052844762107
"O75943_IDR_348_399",0.319515657710277
"O75943_IDR_585_670",0.363431497527615
"O75949_IDR_367_472",0.514764732421486
"O75949_IDR_67_183",0.485235267578514
"O75952_IDR_67_493",1
"O75953_IDR_126_167",1
"O75956_IDR_1_70",1
"O75962_IDR_1_42",0.192691031430136
"O75976_IDR_1339_1380",0.312140213103857
"O75976_IDR_1_54",0.261408367513614
"O75976_IDR_875_906",0.426451419382528
"O75995_IDR_1_169",0.440525848601854
"O75995_IDR_316_351",0.559474151398146
"O76009_IDR_368_404",1
"O76013_IDR_1_36",0.495625696511307
"O76013_IDR_402_440",0.504374303488693
"O76014_IDR_1_65",0.490298235774245
"O76014_IDR_416_449",0.509701764225755
"O76015_IDR_1_64",0.494420379678092
"O76015_IDR_413_456",0.505579620321908
"O76021_IDR_275_490",1
"O76024_IDR_1_84",0.474008937282368
"O76024_IDR_206_237",0.525991062717632
"O76031_IDR_68_100",1
"O76039_IDR_303_918",1
"O76041_IDR_860_917",1
"O76050_IDR_1_55",0.329897278413473
"O76050_IDR_231_266",0.343372368151234
"O94761_IDR_857_892",0.351264353175137
"O94762_IDR_474_539",0.520693131034219
"O94762_IDR_614_909",0.479306868965781
"O94763_IDR_149_535",1
"O94766_IDR_1_71",1
"O94768_IDR_299_351",1
"O94769_IDR_159_302",0.52881579179412
"O94769_IDR_1_59",0.47118420820588
"O94776_IDR_321_360",0.347822149511761
"O94776_IDR_405_605",0.330222969792218
"O94776_IDR_612_660",0.321954880696021
"O94782_IDR_112_144",0.260435479775821
"O94782_IDR_1_68",0.240150425568366
"O94782_IDR_221_421",0.244572683510539
"O94782_IDR_647_732",0.254841411145275
"O94804_IDR_311_586",0.529067100519219
"O94804_IDR_921_968",0.470932899480781
"O94806_IDR_1_55",0.29971722554087
"O94806_IDR_203_252",0.338850272219802
"O94806_IDR_323_397",0.361432502239328
"O94842_IDR_265_569",0.477398099363042
"O94844_IDR_302_363",1
"O94850_IDR_1_711",1
"O94851_IDR_1062_1124",0.50188983689993
"O94851_IDR_629_990",0.49811016310007
"O94855_IDR_1_265",1
"O94864_IDR_1_142",0.473088129055083
"O94864_IDR_262_414",0.526911870944917
"O94868_IDR_416_466",0.48017760408648
"O94868_IDR_630_740",0.51982239591352
"O94874_IDR_398_471",1
"O94875_IDR_1_515",0.487593864058174
"O94875_IDR_520_874",0.512406135941826
"O94876_IDR_1_526",1
"O94880_IDR_1_315",0.192090645224104
"O94880_IDR_499_559",0.207971086214322
"O94913_IDR_1096_1277",0.228404382343244
"O94913_IDR_1279_1315",0.270731526779245
"O94913_IDR_1486_1555",0.286343436314909
"O94915_IDR_1471_1511",0.226465318432384
"O94915_IDR_1513_1548",0.204811869171004
"O94915_IDR_1902_1976",0.185104555611362
"O94915_IDR_2255_2293",0.198152191308079
"O94915_IDR_2301_2658",0.185466065477171
"O94916_IDR_1_262",0.325885596766128
"O94916_IDR_1461_1531",0.365408253672109
"O94916_IDR_547_1441",0.308706149561763
"O94919_IDR_287_330",1
