"","GO0015085_calcium_ion_transmembrane_transporter_activity"
"Q5MJ07_IDR_1_46",1
"Q5MJ10_IDR_1_55",0.511179940518456
"Q5MJ10_IDR_58_180",0.488820059481544
"Q5MJ68_IDR_1_53",0.49739301773493
"Q5MJ68_IDR_220_250",0.50260698226507
"Q5MJ70_IDR_1_63",0.492723665285282
"Q5MJ70_IDR_211_307",0.507276334714718
"Q5MNV8_IDR_1_37",1
"Q5QGZ9_IDR_13_103",1
"Q5QJ38_IDR_93_904",1
"Q5QJE6_IDR_1_488",0.531690057838403
"Q5QJE6_IDR_494_641",0.468309942161597
"Q5QNW6_IDR_1_36",1
"Q5QP82_IDR_1_60",1
"Q5R372_IDR_462_502",0.503645958500234
"Q5R372_IDR_66_125",0.496354041499766
"Q5R3F8_IDR_261_295",0.236901678574779
"Q5R3F8_IDR_448_495",0.261853297639111
"Q5R3F8_IDR_508_546",0.241282392886958
"Q5R3F8_IDR_557_730",0.259962630899152
"Q5RHP9_IDR_101_280",0.532840643570948
"Q5RHP9_IDR_403_1530",0.467159356429052
"Q5RIA9_IDR_1_38",1
"Q5RKV6_IDR_1_31",1
"Q5RL73_IDR_144_305",1
"Q5SGD2_IDR_47_79",1
"Q5SNT2_IDR_372_629",1
"Q5SQ80_IDR_221_524",1
"Q5SQH8_IDR_1_111",1
"Q5SQI0_IDR_193_394",1
"Q5SQQ9_IDR_1_118",0.493417652129338
"Q5SQQ9_IDR_122_334",0.506582347870662
"Q5SQS8_IDR_115_154",0.3299418714607
"Q5SQS8_IDR_1_33",0.332387704142864
"Q5SQS8_IDR_156_274",0.337670424396436
"Q5SR56_IDR_1_39",0.469473495705873
"Q5SR56_IDR_451_506",0.530526504294127
"Q5SRE5_IDR_1506_1542",1
"Q5SVQ8_IDR_735_765",0.507757179629183
"Q5SVZ6_IDR_1_46",0.498749589038029
"Q5SVZ6_IDR_315_429",0.501250410961971
"Q5SW24_IDR_1_745",1
"Q5SW79_IDR_102_1416",0.527494039082715
"Q5SW79_IDR_1504_1584",0.472505960917285
"Q5SW96_IDR_178_308",1
"Q5SWH9_IDR_1_86",1
"Q5SWX8_IDR_386_424",1
"Q5SXM1_IDR_1_94",1
"Q5SXM2_IDR_1391_1469",0.268781608108919
"Q5SXM2_IDR_1_79",0.237934758137734
"Q5SXM2_IDR_501_790",0.258435374151789
"Q5SXM2_IDR_811_1269",0.234848259601558
"Q5SXM8_IDR_1_63",1
"Q5SY16_IDR_1_110",0.490030830170284
"Q5SY16_IDR_672_702",0.509969169829716
"Q5SYB0_IDR_1347_1395",0.515724108365281
"Q5SYB0_IDR_505_1325",0.484275891634719
"Q5SYC1_IDR_273_327",1
"Q5T036_IDR_1_140",1
"Q5T089_IDR_390_428",0.49377224207133
"Q5T089_IDR_467_497",0.50622775792867
"Q5T0B9_IDR_1_310",1
"Q5T0D9_IDR_1_58",1
"Q5T0F9_IDR_1_308",0.324172041237266
"Q5T0F9_IDR_325_418",0.348898576111479
"Q5T0F9_IDR_430_532",0.326929382651254
"Q5T0J7_IDR_107_172",1
"Q5T0L3_IDR_121_168",0.321999024200649
"Q5T0L3_IDR_226_261",0.330709444617247
"Q5T0L3_IDR_5_82",0.347291531182103
"Q5T0N5_IDR_284_373",0.487180026789356
"Q5T0N5_IDR_438_534",0.512819973210644
"Q5T0T0_IDR_1_76",0.539166164947042
"Q5T0T0_IDR_244_291",0.460833835052958
"Q5T0W9_IDR_284_1011",1
"Q5T0Z8_IDR_1_35",0.516952096024814
"Q5T0Z8_IDR_85_1188",0.483047903975186
"Q5T292_IDR_66_105",1
"Q5T2D2_IDR_126_275",1
"Q5T2D3_IDR_1_49",0.330093766069944
"Q5T2D3_IDR_191_254",0.336429163560527
"Q5T2D3_IDR_273_388",0.333477070369529
"Q5T2E6_IDR_323_355",1
"Q5T2R2_IDR_1_90",1
"Q5T2S8_IDR_312_444",1
"Q5T2T1_IDR_302_345",1
"Q5T2W1_IDR_472_519",1
"Q5T3F8_IDR_737_771",0.506228303632158
"Q5T3F8_IDR_778_832",0.493771696367842
"Q5T3J3_IDR_237_292",0.199326383076106
"Q5T3J3_IDR_295_350",0.200396562996274
"Q5T3J3_IDR_373_569",0.193161901599356
"Q5T3J3_IDR_590_728",0.205559539659105
"Q5T3J3_IDR_61_147",0.20155561266916
"Q5T3U5_IDR_824_864",1
"Q5T440_IDR_1_44",1
"Q5T442_IDR_107_203",0.521618015820691
"Q5T4S7_IDR_2708_2965",0.138225602572561
"Q5T4S7_IDR_3334_3387",0.138647957402948
"Q5T4T6_IDR_405_709",1
"Q5T4W7_IDR_19_120",1
"Q5T5A4_IDR_1_41",1
"Q5T5A8_IDR_1_94",1
"Q5T5B0_IDR_1_92",1
"Q5T5C0_IDR_1038_1113",0.247724552632965
"Q5T5C0_IDR_1_35",0.23854762828749
"Q5T5C0_IDR_554_595",0.237675358243981
"Q5T5C0_IDR_675_790",0.276052460835564
"Q5T5D7_IDR_61_139",1
"Q5T5J6_IDR_1_385",0.343020874093639
"Q5T5J6_IDR_542_573",0.329611981286971
"Q5T5J6_IDR_712_747",0.327367144619391
"Q5T5M9_IDR_266_321",1
"Q5T5N4_IDR_66_178",1
"Q5T5P2_IDR_1_158",0.260405043452305
"Q5T5P2_IDR_1451_1943",0.229426598370297
"Q5T5P2_IDR_267_792",0.271164568467338
"Q5T5P2_IDR_795_1443",0.239003789710061
"Q5T5S1_IDR_1_38",0.328025887379027
"Q5T5S1_IDR_226_294",0.33946786201414
"Q5T5S1_IDR_459_509",0.332506250606833
"Q5T5U3_IDR_1042_1120",0.262873058730531
"Q5T5U3_IDR_1342_1954",0.252214523459347
"Q5T5U3_IDR_1_40",0.239778196847128
"Q5T5U3_IDR_170_927",0.245134220962993
"Q5T5X7_IDR_1_214",0.244822186550513
"Q5T5X7_IDR_344_385",0.2418110730539
"Q5T681_IDR_178_223",0.249441652388761
"Q5T681_IDR_82_117",0.271915219258352
"Q5T686_IDR_63_147",1
"Q5T6C5_IDR_1_78",0.513074403589971
"Q5T6C5_IDR_85_722",0.486925596410029
"Q5T6F0_IDR_1_38",1
"Q5T6F2_IDR_1_1116",1
"Q5T6S3_IDR_1_35",0.496863494356079
"Q5T6S3_IDR_348_541",0.503136505643921
"Q5T6X4_IDR_1_67",1
"Q5T6X5_IDR_852_926",1
"Q5T749_IDR_1_579",1
"Q5T750_IDR_1_224",1
"Q5T751_IDR_1_118",1
"Q5T752_IDR_1_114",1
"Q5T753_IDR_1_117",1
"Q5T754_IDR_1_117",1
"Q5T7B8_IDR_186_216",0.349919917460806
"Q5T7B8_IDR_544_1281",0.321424188508147
"Q5T7B8_IDR_68_168",0.328655894031047
"Q5T7M4_IDR_1_67",1
"Q5T7M9_IDR_14_45",1
"Q5T7N2_IDR_1_208",0.339783284859357
"Q5T7N2_IDR_318_362",0.336583360802577
"Q5T7N2_IDR_364_622",0.323633354338066
"Q5T7N3_IDR_1_38",0.516886618624322
"Q5T7N3_IDR_47_743",0.483113381375678
"Q5T7P2_IDR_1_110",1
"Q5T7P8_IDR_83_132",0.470291917404306
"Q5T870_IDR_1_85",1
"Q5T871_IDR_45_98",1
"Q5T8A7_IDR_1_1209",1
"Q5T8D3_IDR_150_442",1
"Q5T8I3_IDR_151_301",1
"Q5T8P6_IDR_335_371",0.17150379640753
"Q5T8P6_IDR_427_524",0.173516951319441
"Q5T8P6_IDR_608_737",0.157947429191335
"Q5T8P6_IDR_793_879",0.166133282219919
"Q5T8P6_IDR_85_294",0.166008799665224
"Q5T8P6_IDR_962_1007",0.164889741196552
"Q5T953_IDR_49_351",1
"Q5T9C2_IDR_156_317",1
"Q5T9C9_IDR_1_38",0.492989285980997
"Q5T9C9_IDR_292_323",0.507010714019003
"Q5T9L3_IDR_497_541",1
"Q5T9S5_IDR_1_168",0.353237001386179
"Q5T9S5_IDR_1266_1454",0.330419035252859
"Q5T9S5_IDR_356_522",0.316343963360962
"Q5T9Z0_IDR_232_273",1
"Q5TA76_IDR_1_89",1
"Q5TA77_IDR_1_95",1
"Q5TA79_IDR_1_104",1
"Q5TA81_IDR_1_108",1
"Q5TA82_IDR_1_108",1
"Q5TA89_IDR_121_159",1
"Q5TAB7_IDR_1_32",1
"Q5TAX3_IDR_1284_1505",0.254345294355567
"Q5TAX3_IDR_31_284",0.251977509026632
"Q5TAX3_IDR_579_617",0.250253350142565
"Q5TAX3_IDR_714_892",0.243423846475237
"Q5TB30_IDR_108_179",0.317902832017551
"Q5TB30_IDR_311_345",0.326999065732539
"Q5TB30_IDR_351_562",0.35509810224991
"Q5TB80_IDR_1030_1180",0.334987047226918
"Q5TB80_IDR_1_788",0.321341895053292
"Q5TB80_IDR_930_960",0.343671057719789
"Q5TBA9_IDR_1523_1591",0.162602091236226
"Q5TBA9_IDR_1_53",0.136869822452768
"Q5TBA9_IDR_1743_1785",0.136742116038279
"Q5TBA9_IDR_1937_1977",0.150865989986591
"Q5TBA9_IDR_1987_2035",0.144378480827152
"Q5TBA9_IDR_2343_2417",0.136364690290763
"Q5TBA9_IDR_2419_2656",0.132176809168222
"Q5TBB1_IDR_236_296",1
"Q5TBK1_IDR_1_39",0.512427996583846
"Q5TBK1_IDR_190_243",0.487572003416153
"Q5TC12_IDR_97_140",1
"Q5TC79_IDR_130_364",0.494950399819959
"Q5TC79_IDR_460_503",0.505049600180041
"Q5TC82_IDR_398_1133",1
"Q5TC84_IDR_1_90",0.487099411685798
"Q5TCM9_IDR_1_116",1
"Q5TC84_IDR_316_451",0.512900588314202
"Q5TCQ9_IDR_204_289",0.173393066627104
"Q5TCQ9_IDR_539_571",0.175142699674531
"Q5TCQ9_IDR_659_711",0.161429581832941
"Q5TCX8_IDR_486_1036",0.503679136653294
"Q5TCY1_IDR_313_543",0.502965599483509
"Q5TCY1_IDR_548_1321",0.497034400516491
"Q5TCZ1_IDR_132_163",0.263045547263699
"Q5TCZ1_IDR_325_447",0.25639735333902
"Q5TCZ1_IDR_505_836",0.251542012045401
"Q5TCZ1_IDR_900_1068",0.229015087351881
"Q5TD94_IDR_1_203",0.507172689397503
"Q5TD94_IDR_376_425",0.492827310602497
"Q5TDH0_IDR_365_399",0.506249848948196
"Q5TDH0_IDR_80_133",0.493750151051804
"Q5TDP6_IDR_1_63",1
"Q5TEA6_IDR_1_37",1
"Q5TEC3_IDR_1_262",1
"Q5TEJ8_IDR_544_631",1
"Q5TEU4_IDR_1_42",1
"Q5TF21_IDR_1_807",0.509510699906292
"Q5TF21_IDR_894_925",0.490489300093708
"Q5TF39_IDR_148_227",0.497695629413212
"Q5THJ4_IDR_1558_1610",0.162796807466608
"Q5THJ4_IDR_1741_1779",0.17390183229299
"Q5THJ4_IDR_2419_2460",0.169674763077768
"Q5THJ4_IDR_2597_2633",0.161645227836784
"Q5THJ4_IDR_747_793",0.16374299090481
"Q5THJ4_IDR_908_945",0.16823837842104
"Q5THK1_IDR_1_1608",0.474246298518933
"Q5THK1_IDR_1891_2040",0.525753701481067
"Q5THR3_IDR_1247_1304",0.253196074023443
"Q5THR3_IDR_1_52",0.25829972619803
"Q5THR3_IDR_245_275",0.249718237628831
"Q5THR3_IDR_575_617",0.238785962149697
"Q5TID7_IDR_1_376",1
"Q5TIE3_IDR_608_806",0.507903396068418
"Q5TIE3_IDR_921_1139",0.492096603931582
"Q5TKA1_IDR_1_99",0.506618730180517
"Q5TKA1_IDR_288_333",0.493381269819483
"Q5TYW1_IDR_61_190",1
"Q5TYW2_IDR_222_517",1
"Q5TZF3_IDR_1_34",1
"Q5VSG8_IDR_1_98",1
"Q5VSL9_IDR_1_64",0.502096748849832
"Q5VSL9_IDR_318_435",0.497903251150168
"Q5VST9_IDR_4780_4812",0.164224327152359
"Q5VST9_IDR_5489_5524",0.168333509847671
"Q5VST9_IDR_5545_5597",0.172696755499796
"Q5VST9_IDR_6241_6297",0.165673061156075
"Q5VST9_IDR_6725_6757",0.167438274363682
"Q5VST9_IDR_6770_7273",0.161634071980418
"Q5VSY0_IDR_22_251",1
"Q5VT03_IDR_136_314",0.33024334839761
"Q5VT03_IDR_16_134",0.338795817109957
"Q5VT03_IDR_331_806",0.330960834492432
"Q5VT06_IDR_1_2842",0.501321331762204
"Q5VT06_IDR_2876_2908",0.498678668237796
"Q5VT25_IDR_412_443",0.207600503546898
"Q5VT25_IDR_455_485",0.19612722848189
"Q5VT25_IDR_644_705",0.191547817764812
"Q5VT25_IDR_934_1020",0.199487006910012
"Q5VTR2_IDR_112_174",0.327930587550827
"Q5VTR2_IDR_259_650",0.344511900253771
"Q5VTT5_IDR_1_94",1
"Q5VU36_IDR_1_1336",1
"Q5VU43_IDR_2020_2170",0.336827178904235
"Q5VU43_IDR_515_1886",0.329624147621905
"Q5VU43_IDR_94_283",0.333548673473861
"Q5VU57_IDR_445_503",1
"Q5VU65_IDR_1841_1888",1
"Q5VU92_IDR_1_46",1
"Q5VU97_IDR_1126_1172",0.3310881004364
"Q5VU97_IDR_1199_1254",0.335654293825278
"Q5VU97_IDR_1_35",0.333257605738323
"Q5VUA4_IDR_1_2279",1
"Q5VUB5_IDR_327_708",0.562861773994106
"Q5VUB5_IDR_712_890",0.437138226005894
"Q5VUE5_IDR_1_71",1
"Q5VUG0_IDR_1_39",0.313341923802904
"Q5VUG0_IDR_480_521",0.303235608699322
"Q5VUG0_IDR_647_818",0.383422467497774
"Q5VV43_IDR_163_265",0.450860841314658
"Q5VV43_IDR_984_1072",0.549139158685342
"Q5VV52_IDR_1_198",1
"Q5VV67_IDR_142_298",0.334721887724237
"Q5VV67_IDR_1_58",0.334353926294914
"Q5VV67_IDR_368_1536",0.33092418598085
"Q5VVJ2_IDR_1_33",0.244869491959787
"Q5VVJ2_IDR_468_504",0.25150447411089
"Q5VVJ2_IDR_515_554",0.254560859851375
"Q5VVJ2_IDR_79_371",0.249065174077948
"Q5VVM6_IDR_1_310",0.480608367548264
"Q5VVM6_IDR_571_783",0.519391632451736
"Q5VVP1_IDR_1_1332",1
"Q5VVW2_IDR_422_472",0.495890576028687
"Q5VVW2_IDR_808_995",0.504109423971313
"Q5VVX9_IDR_239_297",1
"Q5VW00_IDR_1_47",1
"Q5VWG9_IDR_95_849",1
"Q5VW22_IDR_144_254",0.500739379168604
"Q5VW22_IDR_322_384",0.499260620831396
"Q5VW32_IDR_377_407",1
"Q5VW38_IDR_560_600",1
"Q5VWI1_IDR_1_37",0.331906297244807
"Q5VWI1_IDR_384_445",0.332603640447974
"Q5VWI1_IDR_85_338",0.33549006230722
"Q5VWJ9_IDR_1_86",1
"Q5VWK0_IDR_1_638",1
"Q5VWN6_IDR_218_261",0.163988341559955
"Q5VWN6_IDR_283_746",0.158526985879074
"Q5VWN6_IDR_757_791",0.171679068859709
"Q5VWW1_IDR_36_120",1
"Q5VWX1_IDR_164_287",1
"Q5VX71_IDR_432_490",1
"Q5VXD3_IDR_1_44",1
"Q5VXT5_IDR_241_272",1
"Q5VXU3_IDR_1_75",1
"Q5VXU9_IDR_1102_1425",0.331153123657585
"Q5VXU9_IDR_206_287",0.33631750260591
"Q5VXU9_IDR_369_577",0.332529373736505
"Q5VY09_IDR_1_305",1
"Q5VY43_IDR_798_1037",1
"Q5VYM1_IDR_93_1034",1
"Q5VYP0_IDR_1_31",0.503229089109268
"Q5VYP0_IDR_34_1333",0.496770910890732
"Q5VYS8_IDR_1_209",0.262994478294289
"Q5VYS8_IDR_1362_1436",0.251196899785183
"Q5VYS8_IDR_1460_1495",0.244774498806654
"Q5VYS8_IDR_639_940",0.241034123113874
"Q5VYV0_IDR_92_424",1
"Q5VYV7_IDR_124_408",1
"Q5VZ18_IDR_1_383",1
"Q5VZ19_IDR_107_139",1
"Q5VZ46_IDR_1_1109",1
"Q5VZ66_IDR_1_33",0.33364137862976
"Q5VZ66_IDR_138_527",0.337947741274955
"Q5VZ66_IDR_590_677",0.328410880095285
"Q5VZ89_IDR_1539_1679",0.514835727055805
"Q5VZ89_IDR_900_1536",0.485164272944195
"Q5VZB9_IDR_1_333",1
"Q5VZP5_IDR_356_388",0.164630790454834
"Q5VZP5_IDR_405_450",0.168073736854244
"Q5VZP5_IDR_452_551",0.155340533542584
"Q5VZP5_IDR_555_1134",0.193354201820814
"Q6ZS81_IDR_939_975",0.242144422640665
"Q6ZS82_IDR_106_235",1
"Q6ZSB9_IDR_121_393",1
"Q6ZSC3_IDR_173_216",1
"Q6ZSG1_IDR_16_175",1
"Q6ZSG2_IDR_1_355",0.494111138980559
"Q6ZSG2_IDR_389_479",0.505888861019441
"Q6ZSJ9_IDR_132_483",0.519908187779054
"Q6ZSJ9_IDR_1_88",0.480091812220946
"Q6ZSM3_IDR_1_39",0.33771327572718
"Q6ZSM3_IDR_230_260",0.330633512779685
"Q6ZSM3_IDR_469_516",0.331653211493135
"Q6ZSS3_IDR_65_143",1
"Q6ZSS7_IDR_1_48",0.32427697335332
"Q6ZSS7_IDR_395_430",0.337669904452063
"Q6ZSS7_IDR_626_791",0.338053122194616
"Q6ZT07_IDR_1066_1204",0.332561150372926
"Q6ZT07_IDR_940_999",0.336533359495247
"Q6ZT12_IDR_1002_1083",0.343950434733529
"Q6ZT12_IDR_1159_1191",0.330682256624848
"Q6ZT12_IDR_1193_1229",0.325367308641623
"Q6ZT52_IDR_210_329",1
"Q6ZT98_IDR_1_37",0.308406629111157
"Q6ZT98_IDR_387_437",0.315027055031702
"Q6ZT98_IDR_486_682",0.376566315857141
"Q6ZTA4_IDR_252_298",0.481883793517629
"Q6ZTA4_IDR_41_154",0.518116206482371
"Q6ZTI6_IDR_1_81",1
"Q6ZTQ3_IDR_109_183",0.472897163693971
"Q6ZTQ3_IDR_185_215",0.527102836306029
"Q6ZTQ4_IDR_839_885",1
"Q6ZTR5_IDR_1457_1518",0.505134782506388
"Q6ZTR5_IDR_3140_3187",0.494865217493612
"Q6ZTR7_IDR_228_304",1
"Q6ZTW0_IDR_1_33",1
"Q6ZTZ1_IDR_136_234",0.491065612656805
"Q6ZTZ1_IDR_1_43",0.508934387343195
"Q6ZU15_IDR_401_432",1
"Q6ZU35_IDR_1096_1164",0.166635814823743
"Q6ZU35_IDR_16_535",0.157452919599647
"Q6ZU35_IDR_551_584",0.167190739435468
"Q6ZU35_IDR_620_666",0.167965895256489
"Q6ZU35_IDR_678_857",0.172939513496304
"Q6ZU35_IDR_860_1089",0.167815117388348
"Q6ZU52_IDR_1_694",1
"Q6ZU69_IDR_378_1335",0.32183157032467
"Q6ZU80_IDR_1_216",0.525492847358341
"Q6ZU80_IDR_954_1094",0.474507152641659
"Q6ZUB0_IDR_33_525",0.498671093610167
"Q6ZUB0_IDR_534_884",0.501328906389833
"Q6ZUB1_IDR_87_1445",1
"Q6ZUI0_IDR_1_51",1
"Q6ZUJ4_IDR_33_123",1
"Q6ZUJ8_IDR_143_174",0.307364128696491
"Q6ZUJ8_IDR_398_631",0.298848816585652
"Q6ZV65_IDR_1_224",0.498143830318847
"Q6ZV65_IDR_265_296",0.501856169681153
"Q6ZV73_IDR_1286_1319",0.470592964899111
"Q6ZV73_IDR_1_869",0.529407035100889
"Q6ZV89_IDR_152_265",1
"Q6ZVC0_IDR_1_841",1
"Q6ZVD7_IDR_223_975",1
"Q6ZVD8_IDR_1051_1111",0.331095684851749
"Q6ZVD8_IDR_1177_1254",0.331429581390923
"Q6ZVD8_IDR_1279_1318",0.337474733757328
"Q6ZVF9_IDR_1_680",0.486302873429426
"Q6ZVF9_IDR_721_776",0.513697126570574
"Q6ZVH7_IDR_327_798",0.493859579118025
"Q6ZVH7_IDR_931_974",0.506140420881975
"Q6ZVL6_IDR_1207_1816",0.52829122203252
"Q6ZVL6_IDR_1_818",0.47170877796748
"Q6ZVM7_IDR_155_212",0.322438743648528
"Q6ZVM7_IDR_308_440",0.35067658818632
"Q6ZWK4_IDR_39_108",1
"Q6ZWT7_IDR_465_520",1
"Q701N2_IDR_1_237",1
"Q701N4_IDR_1_177",1
"Q702N8_IDR_1_42",0.199864788761689
"Q702N8_IDR_561_729",0.199949527616073
"Q702N8_IDR_734_791",0.206539147559199
"Q702N8_IDR_863_909",0.201662281680456
"Q702N8_IDR_935_1843",0.191984254382583
"Q709C8_IDR_1375_1417",0.332736154829174
"Q709C8_IDR_1889_1929",0.332931262268795
"Q709C8_IDR_838_904",0.334332582902031
"Q70CQ1_IDR_287_328",0.497488687951517
"Q70CQ1_IDR_86_255",0.502511312048483
"Q70CQ2_IDR_3331_3513",0.337884961725654
"Q70CQ2_IDR_479_848",0.323026831864825
"Q70CQ2_IDR_85_144",0.339088206409521
"Q70YC5_IDR_1_173",0.501674505307672
"Q70YC5_IDR_186_407",0.498325494692328
"Q70Z44_IDR_362_399",1
"Q70Z53_IDR_1_70",0.573024121924582
"Q70Z53_IDR_219_289",0.426975878075418
"Q711Q0_IDR_1_1435",1
"Q712K3_IDR_193_238",1
"Q717R9_IDR_1_77",0.48924093292165
"Q717R9_IDR_80_158",0.51075906707835
"Q71DI3_IDR_1_41",1
"Q71F23_IDR_1_245",1
"Q71F56_IDR_1522_1670",0.184978174837893
"Q71F56_IDR_2050_2088",0.209496722375114
"Q71F56_IDR_291_856",0.1993424501082
"Q71F56_IDR_874_911",0.200784297069714
"Q71F56_IDR_959_1100",0.205398355609078
"Q71H61_IDR_213_637",1
"Q71RC2_IDR_24_96",0.329178370806962
"Q71RC2_IDR_280_333",0.329045196085287
"Q71RC2_IDR_337_724",0.341776433107751
"Q76KD6_IDR_32_436",1
"Q76KP1_IDR_1_103",0.49797890373849
"Q76KP1_IDR_409_669",0.50202109626151
"Q76KX8_IDR_1_197",1
"Q76L83_IDR_379_1395",0.47349192281715
"Q76L83_IDR_84_377",0.52650807718285
"Q76LX8_IDR_32_76",1
"Q76M96_IDR_24_137",0.513724002694929
"Q76M96_IDR_272_609",0.486275997305071
"Q76MJ5_IDR_407_508",1
"Q76N32_IDR_1_620",1
"Q76N89_IDR_1042_1109",0.24842853350232
"Q76N89_IDR_1_34",0.258745243325016
"Q76N89_IDR_348_828",0.245886052160048
"Q76N89_IDR_863_1014",0.246940171012616
"Q76NI1_IDR_1376_1411",0.273959563561151
"Q76NI1_IDR_208_440",0.231541081498764
"Q76NI1_IDR_686_887",0.241431706695922
"Q76NI1_IDR_963_1076",0.253067648244163
"Q7KZ85_IDR_1_268",0.31775916990968
"Q7L2E3_IDR_145_233",0.493668152550524
"Q7L2J0_IDR_1_411",1
"Q7L2K0_IDR_44_195",1
"Q7L2R6_IDR_49_154",1
"Q7L2Z9_IDR_1_70",1
"Q7L311_IDR_30_378",1
"Q7L3B6_IDR_114_157",0.502324752641497
"Q7L3B6_IDR_1_87",0.497675247358503
"Q7L3S4_IDR_1_146",1
"Q7L3T8_IDR_1_35",1
"Q7L3V2_IDR_232_364",1
"Q7L4E1_IDR_260_302",0.491538287642973
"Q7L4E1_IDR_68_172",0.508461712357027
"Q7L4I2_IDR_1_323",1
"Q7L4P6_IDR_246_286",0.489104770117842
"Q7L4P6_IDR_78_187",0.510895229882158
"Q7L4S7_IDR_31_112",1
"Q7L513_IDR_263_316",1
"Q7L590_IDR_18_242",0.51047693548426
"Q7L9B9_IDR_200_237",0.497275848125302
"Q7LBC6_IDR_1127_1331",0.515974506785571
"Q7LBC6_IDR_258_890",0.484025493214429
"Q7LBE3_IDR_572_655",0.500554361760412
"Q7LBE3_IDR_742_791",0.499445638239588
"Q7LC44_IDR_1_204",0.519806648730893
"Q7LC44_IDR_362_396",0.480193351269107
"Q7LDG7_IDR_553_596",1
"Q7LFL8_IDR_1_313",1
"Q7LGA3_IDR_1_67",1
"Q7LGC8_IDR_1_130",1
"Q7M4L6_IDR_1_308",1
"Q7RTM1_IDR_1_53",0.502042683248171
"Q7RTM1_IDR_479_529",0.497957316751829
"Q7RTN6_IDR_26_57",0.489307935685481
"Q7RTN6_IDR_307_344",0.510692064314519
"Q7RTP6_IDR_629_801",0.502538091731258
"Q7RTP6_IDR_822_1894",0.497461908268742
"Q7RTR2_IDR_1_59",1
"Q7RTS1_IDR_1_83",0.499030702263795
"Q7RTX7_IDR_316_356",0.313445327003661
"Q7RTX7_IDR_414_472",0.34241870786566
"Q7RTX9_IDR_215_283",1
"Q7RTY1_IDR_193_285",1
"Q7RTY8_IDR_28_92",1
"Q7RTZ2_IDR_1_57",0.320559885010076
"Q7RTZ2_IDR_379_451",0.341086702883909
"Q7RTZ2_IDR_470_528",0.338353412106015
"Q7Z2H8_IDR_1_44",1
"Q7Z2K6_IDR_1_83",1
"Q7Z2K8_IDR_1_1008",1
"Q7Z2Q7_IDR_411_451",1
"Q7Z2T5_IDR_1_82",0.495675178596594
"Q7Z2T5_IDR_696_733",0.504324821403406
"Q7Z2W4_IDR_225_508",1
"Q7Z2W7_IDR_1_37",1
"Q7Z2W9_IDR_1_58",1
"Q7Z2X7_IDR_1_111",1
"Q7Z2Y5_IDR_331_1182",1
"Q7Z2Z1_IDR_504_539",0.349214801711715
"Q7Z3E2_IDR_625_898",0.519407760114948
"Q7Z3E5_IDR_277_308",0.466967257935663
"Q7Z3E5_IDR_573_818",0.533032742064337
"Q7Z3F1_IDR_1_33",0.327976084017737
"Q5VZV1_IDR_1_55",1
"Q5W041_IDR_612_697",1
"Q5W0A0_IDR_1_350",0.484707106842005
"Q5W0A0_IDR_414_455",0.515292893157995
"Q5W0B1_IDR_56_726",1
"Q5W0B7_IDR_154_220",1
"Q5W0Q7_IDR_502_934",0.496172734595419
"Q5W0Q7_IDR_94_218",0.503827265404581
"Q5W0V3_IDR_177_255",0.471712982662934
"Q5W0V3_IDR_533_564",0.528287017337066
"Q5W0Z9_IDR_300_365",1
"Q5W186_IDR_1_40",1
"Q5W5W9_IDR_130_170",1
"Q5XG99_IDR_123_239",0.327029640414685
"Q5XG99_IDR_241_296",0.332323301042139
"Q5XG99_IDR_32_68",0.340647058543176
"Q5XKE5_IDR_1_62",0.499448812475314
"Q5XKE5_IDR_474_535",0.500551187524686
"Q5XKK7_IDR_1_138",1
"Q5XKL5_IDR_152_184",1
"Q5XKR4_IDR_1_110",0.492316282011747
"Q5XKR4_IDR_154_325",0.507683717988253
"Q5XKR9_IDR_1_83",1
"Q5XPI4_IDR_683_740",1
"Q5XUX0_IDR_10_61",0.520697405236662
"Q5XUX0_IDR_379_441",0.479302594763338
"Q63HQ0_IDR_261_302",0.480869603292221
"Q63HQ0_IDR_75_259",0.519130396707779
"Q63HQ2_IDR_1_31",1
"Q63HR2_IDR_462_652",0.332075522627417
"Q63HR2_IDR_681_1127",0.324491872696213
"Q63HR2_IDR_84_122",0.343432604676369
"Q63ZY3_IDR_1_585",1
"Q641Q2_IDR_1_43",0.34205378038176
"Q641Q2_IDR_189_1341",0.30758706746221
"Q641Q2_IDR_53_186",0.35035915215603
"Q643R3_IDR_491_524",1
"Q64ET8_IDR_1_168",0.528265466266165
"Q64ET8_IDR_248_278",0.471734533733836
"Q64LD2_IDR_1_207",1
"Q658L1_IDR_1_346",1
"Q658Y4_IDR_334_371",0.473502471319935
"Q658Y4_IDR_663_716",0.526497528680065
"Q659A1_IDR_372_720",0.320521771228506
"Q659A1_IDR_48_81",0.35034703488947
"Q659A1_IDR_933_982",0.329131193882024
"Q659C4_IDR_1_166",0.193368014641383
"Q659C4_IDR_285_475",0.193699171789757
"Q659C4_IDR_477_519",0.191641505919672
"Q659C4_IDR_527_616",0.191938396608778
"Q659C4_IDR_851_914",0.22935291104041
"Q66GS9_IDR_1099_1140",0.250573659600589
"Q66GS9_IDR_378_509",0.255325243714141
"Q66GS9_IDR_518_561",0.252181516840962
"Q66GS9_IDR_73_203",0.241919579844309
"Q66K14_IDR_399_458",0.333910122133601
"Q66K79_IDR_589_629",1
"Q66K89_IDR_1_433",1
"Q66LE6_IDR_380_415",1
