"","GO0043547_positive_regulation_of_GTPase_activity"
"Q4KMP7_IDR_622_808",0.4907986033767
"Q4KMQ2_IDR_1_55",1
"Q4KMZ1_IDR_384_454",0.499114216685572
"Q4KMZ1_IDR_40_382",0.500885783314428
"Q4KWH8_IDR_448_593",0.422352124968772
"Q4KWH8_IDR_863_1611",0.577647875031228
"Q4L180_IDR_1068_1135",0.197824137924619
"Q4L180_IDR_1_71",0.193181560568137
"Q4L180_IDR_340_385",0.187157519267072
"Q4L180_IDR_598_639",0.183218013984244
"Q4L180_IDR_762_1024",0.238618768255928
"Q4LE39_IDR_128_168",0.330580876289402
"Q504T8_IDR_315_452",0.440816728120826
"Q504U0_IDR_1_52",1
"Q504Y0_IDR_1_40",0.335416735999976
"Q504Y0_IDR_263_303",0.327989209860755
"Q504Y0_IDR_472_534",0.336594054139269
"Q504Y2_IDR_33_127",1
"Q504Y3_IDR_200_319",1
"Q50LG9_IDR_366_406",1
"Q52LD8_IDR_169_241",0.490215618784001
"Q52LD8_IDR_404_501",0.509784381215999
"Q52LG2_IDR_1_117",1
"Q52LJ0_IDR_307_433",1
"Q52LR7_IDR_277_450",0.46837375056217
"Q52LR7_IDR_463_807",0.53162624943783
"Q52LW3_IDR_1_37",0.245106309570371
"Q52LW3_IDR_157_187",0.245657711320357
"Q52LW3_IDR_472_601",0.263588920677741
"Q52LW3_IDR_889_1261",0.245647058431531
"Q52M93_IDR_49_101",1
"Q52MB2_IDR_66_171",1
"Q53FD0_IDR_413_456",0.504759071598812
"Q53FE4_IDR_226_359",0.492818657165328
"Q53FE4_IDR_67_172",0.507181342834672
"Q53FP2_IDR_134_167",1
"Q53GA4_IDR_112_152",1
"Q53GG5_IDR_90_288",1
"Q53GI3_IDR_1_38",0.500061308829988
"Q53GI3_IDR_145_355",0.499938691170012
"Q53GL0_IDR_136_349",1
"Q53GL7_IDR_287_398",0.516845431455709
"Q53GL7_IDR_553_706",0.483154568544291
"Q53GS7_IDR_1_139",0.582229670062512
"Q53GS7_IDR_327_379",0.417770329937489
"Q53GS9_IDR_1_101",1
"Q53GT1_IDR_600_634",1
"Q53H80_IDR_1_139",1
"Q53HC0_IDR_126_331",0.524261831417798
"Q53HC0_IDR_1_84",0.475738168582202
"Q53HC5_IDR_1_34",1
"Q562E7_IDR_1572_1605",0.269761666040776
"Q562F6_IDR_1_1265",1
"Q567U6_IDR_154_200",0.313486311238595
"Q567U6_IDR_212_280",0.364390700956606
"Q567U6_IDR_423_454",0.322122987804799
"Q569G3_IDR_36_115",1
"Q569H4_IDR_1_36",0.456642499796724
"Q569H4_IDR_43_304",0.543357500203276
"Q569K6_IDR_133_218",0.539658661521871
"Q569K6_IDR_517_752",0.460341338478129
"Q56A73_IDR_1_38",1
"Q56NI9_IDR_1_370",1
"Q56P03_IDR_1_134",1
"Q56UN5_IDR_1_37",0.200678146077463
"Q56UN5_IDR_43_81",0.206565089906828
"Q56UN5_IDR_490_956",0.192326856784372
"Q56UN5_IDR_90_488",0.200633052851905
"Q56UN5_IDR_980_1030",0.199796854379433
"Q56VL3_IDR_118_154",0.495514851457803
"Q56VL3_IDR_1_31",0.504485148542197
"Q5BJF6_IDR_1_182",1
"Q5BJH2_IDR_1_44",1
"Q5BJH7_IDR_1_69",1
"Q5BKU9_IDR_1_87",1
"Q5BKX5_IDR_1_71",1
"Q5BKX8_IDR_1_36",0.521649387380561
"Q5BKX8_IDR_49_364",0.478350612619439
"Q5BKY9_IDR_71_247",1
"Q5BKZ1_IDR_1_307",0.494838326006487
"Q5BKZ1_IDR_469_582",0.505161673993513
"Q5BLP8_IDR_1_40",1
"Q5BVD1_IDR_1_94",1
"Q5C9Z4_IDR_1_348",1
"Q5CZA5_IDR_66_200",1
"Q5CZC0_IDR_154_680",0.052841010510598
"Q5CZC0_IDR_1719_1749",0.0547375483681118
"Q5CZC0_IDR_2195_2243",0.0549282210342797
"Q5CZC0_IDR_2562_2598",0.0547061198596576
"Q5CZC0_IDR_7_42",0.0562392917485945
"Q5CZC0_IDR_844_879",0.0548199283418347
"Q5EBL2_IDR_1_35",0.330323498048566
"Q5EBL2_IDR_251_283",0.344533579323081
"Q5EBL2_IDR_735_768",0.325142922628353
"Q5EBL4_IDR_235_289",0.405385267734983
"Q5EBL4_IDR_322_403",0.594614732265017
"Q5F1R6_IDR_271_310",0.509648450382929
"Q5F1R6_IDR_353_481",0.490351549617071
"Q5FBB7_IDR_101_539",0.561226036624903
"Q5FBB7_IDR_1_92",0.438773963375097
"Q5FWE3_IDR_20_454",0.407590813187338
"Q5FWE3_IDR_721_972",0.592409186812662
"Q5FWF4_IDR_499_619",0.506563969134801
"Q5FWF4_IDR_646_721",0.493436030865199
"Q5FWF5_IDR_1_610",1
"Q5FWF6_IDR_73_174",1
"Q5FYB0_IDR_1_73",0.50987689368105
"Q5FYB0_IDR_559_599",0.49012310631895
"Q5GH72_IDR_117_172",0.329772958176809
"Q5GH72_IDR_1_48",0.325557429358926
"Q5GH72_IDR_446_497",0.344669612464266
"Q5H9J7_IDR_1_68",1
"Q5H9L2_IDR_1_206",1
"Q5H9L4_IDR_1_93",0.497850165261849
"Q5H9L4_IDR_286_391",0.502149834738151
"Q5H9M0_IDR_102_389",0.487816699723776
"Q5H9M0_IDR_506_539",0.512183300276224
"Q5H9R7_IDR_502_873",1
"Q5HY64_IDR_1_50",0.326165353383537
"Q5HY64_IDR_52_854",0.33811991724906
"Q5HY64_IDR_897_931",0.335714729367404
"Q5HY92_IDR_81_460",1
"Q5HYC2_IDR_1_72",0.334232864582281
"Q5HYC2_IDR_217_252",0.347495303606974
"Q5HYC2_IDR_489_2103",0.318271831810745
"Q5HYI7_IDR_246_312",1
"Q5HYJ3_IDR_140_260",0.247645488300234
"Q5HYJ3_IDR_1_77",0.24588081968436
"Q5HYJ3_IDR_301_339",0.248260946465092
"Q5HYJ3_IDR_83_126",0.258212745550314
"Q5HYK3_IDR_1_52",1
"Q5HYK7_IDR_1_412",1
"Q5HYK9_IDR_66_254",1
"Q5HYM0_IDR_1_104",0.244225195159667
"Q5HYM0_IDR_151_187",0.251682208799564
"Q5HYM0_IDR_349_514",0.259723953736035
"Q5HYM0_IDR_542_574",0.244368642304734
"Q5HYN5_IDR_1_118",1
"Q5JNZ3_IDR_118_248",0.490919999147273
"Q5JPB2_IDR_1_1672",1
"Q5JPH6_IDR_1_33",1
"Q5JPI3_IDR_103_133",1
"Q5JQC4_IDR_1_107",0.501940618874278
"Q5JQC4_IDR_147_288",0.498059381125722
"Q5JQC9_IDR_283_324",0.341272634919859
"Q5JQC9_IDR_452_637",0.320848635424638
"Q5JQC9_IDR_640_753",0.337878729655502
"Q5JQS6_IDR_1_64",1
"Q5JR12_IDR_1_67",1
"Q5JR59_IDR_1_1002",0.494345273838731
"Q5JR59_IDR_1336_1369",0.505654726161269
"Q5JR98_IDR_1_102",1
"Q5JRA6_IDR_126_1149",0.2310102865879
"Q5JRA6_IDR_1416_1486",0.25364739170532
"Q5JRA6_IDR_1554_1642",0.237333321388257
"Q5JRA6_IDR_1644_1907",0.278009000318523
"Q5JRC9_IDR_1_600",1
"Q5JRK9_IDR_1_111",1
"Q5JRM2_IDR_15_338",1
"Q5JRV8_IDR_1_46",0.499422760075761
"Q5JRV8_IDR_248_328",0.500577239924239
"Q5JRX3_IDR_806_836",1
"Q5JS13_IDR_1_37",0.281023592656467
"Q5JS13_IDR_284_417",0.718976407343533
"Q5JSH3_IDR_1_478",0.480095429682135
"Q5JSH3_IDR_553_589",0.519904570317865
"Q5JSJ4_IDR_563_766",1
"Q5JTD0_IDR_1_173",0.493063166925921
"Q5JTD0_IDR_182_557",0.506936833074079
"Q5JTH9_IDR_1044_1147",0.338294503856315
"Q5JTH9_IDR_1159_1297",0.324848030818095
"Q5JTH9_IDR_1_96",0.33685746532559
"Q5JTV8_IDR_23_343",1
"Q5JTW2_IDR_325_470",0.497171452428057
"Q5JTW2_IDR_543_689",0.502828547571943
"Q5JTY5_IDR_1_38",1
"Q5JTZ5_IDR_84_239",1
"Q5JTZ9_IDR_1_35",1
"Q5JU00_IDR_1_59",1
"Q5JU67_IDR_1_38",0.479632860188306
"Q5JU67_IDR_413_453",0.520367139811694
"Q5JU85_IDR_1092_1488",0.502023298341394
"Q5JU85_IDR_1_753",0.497976701658606
"Q5JUK2_IDR_111_304",0.504802568440416
"Q5JUK2_IDR_1_60",0.495197431559584
"Q5JUK3_IDR_1030_1116",0.419139886483088
"Q5JUK3_IDR_1_48",0.296716564558125
"Q5JUK3_IDR_621_729",0.284143548958787
"Q5JUK9_IDR_1_113",1
"Q5JUX0_IDR_1_46",1
"Q5JVG2_IDR_59_209",1
"Q5JVS0_IDR_33_288",0.485132690889413
"Q5JVS0_IDR_363_400",0.514867309110587
"Q5JVX7_IDR_1_168",0.499304051507961
"Q5JVX7_IDR_260_310",0.500695948492039
"Q5JWF2_IDR_1_659",1
"Q5JWR5_IDR_549_674",0.230651140683508
"Q5JY77_IDR_1_1117",1
"Q5JYT7_IDR_1055_1200",0.505013572206756
"Q5JYT7_IDR_192_561",0.494986427793244
"Q5K4E3_IDR_1_43",1
"Q5K4L6_IDR_118_161",1
"Q5K651_IDR_80_155",1
"Q5KSL6_IDR_1_214",0.48373453373647
"Q5KSL6_IDR_726_839",0.51626546626353
"Q5KU26_IDR_394_605",1
"Q5M775_IDR_1_395",0.42084860306795
"Q5M775_IDR_532_584",0.290191641164342
"Q5M775_IDR_716_956",0.288959755767709
"Q5M7Z0_IDR_1_139",1
"Q5M8T2_IDR_305_382",1
"Q5M9N0_IDR_1_101",0.514093761851753
"Q5M9N0_IDR_797_1113",0.485906238148247
"Q5M9Q1_IDR_1_294",1
"Q5MAI5_IDR_292_379",1
"Q5MCW4_IDR_61_185",1
"Q5MIZ7_IDR_684_849",1
"Q5MJ07_IDR_1_46",1
"Q5MJ10_IDR_1_55",0.508527796339294
"Q5MJ10_IDR_58_180",0.491472203660706
"Q5MJ68_IDR_1_53",0.491360553813318
"Q5MJ68_IDR_220_250",0.508639446186682
"Q5MJ70_IDR_1_63",0.496260353579156
"Q5MJ70_IDR_211_307",0.503739646420844
"Q5MNV8_IDR_1_37",1
"Q5QGZ9_IDR_13_103",1
"Q5QJ38_IDR_93_904",1
"Q5QJE6_IDR_1_488",0.542336000960275
"Q5QJE6_IDR_494_641",0.457663999039725
"Q5QNW6_IDR_1_36",1
"Q5QP82_IDR_1_60",1
"Q5R372_IDR_462_502",0.516245130395101
"Q5R372_IDR_66_125",0.483754869604899
"Q5R3F8_IDR_261_295",0.224358440050251
"Q5R3F8_IDR_448_495",0.255101981539109
"Q5R3F8_IDR_508_546",0.230444985157386
"Q5R3F8_IDR_557_730",0.290094593253254
"Q5RHP9_IDR_101_280",0.520776512260718
"Q5RHP9_IDR_403_1530",0.479223487739282
"Q5RIA9_IDR_1_38",1
"Q5RKV6_IDR_1_31",1
"Q5RL73_IDR_144_305",1
"Q5SGD2_IDR_47_79",1
"Q5SNT2_IDR_372_629",1
"Q5SQ80_IDR_221_524",1
"Q5SQH8_IDR_1_111",1
"Q5SQI0_IDR_193_394",1
"Q5SQQ9_IDR_1_118",0.49769956819035
"Q5SQQ9_IDR_122_334",0.50230043180965
"Q5SQS8_IDR_115_154",0.333115699063243
"Q5SQS8_IDR_1_33",0.348943494770254
"Q5SQS8_IDR_156_274",0.317940806166503
"Q5SR56_IDR_1_39",0.481178955142673
"Q5SR56_IDR_451_506",0.518821044857327
"Q5SRE5_IDR_1506_1542",1
"Q5SVQ8_IDR_735_765",0.496442520732629
"Q5SVZ6_IDR_1_46",0.484068123349411
"Q5SVZ6_IDR_315_429",0.515931876650589
"Q5SW24_IDR_1_745",1
"Q5SW79_IDR_102_1416",0.500828773244579
"Q5SW79_IDR_1504_1584",0.499171226755421
"Q5SW96_IDR_178_308",1
"Q5SWH9_IDR_1_86",1
"Q5SWX8_IDR_386_424",1
"Q5SXM1_IDR_1_94",1
"Q5SXM2_IDR_1391_1469",0.247839724074202
"Q5SXM2_IDR_1_79",0.244713713165202
"Q5SXM2_IDR_501_790",0.252072173347332
"Q5SXM2_IDR_811_1269",0.255374389413263
"Q5SXM8_IDR_1_63",1
"Q5SY16_IDR_1_110",0.495197575645526
"Q5SY16_IDR_672_702",0.504802424354474
"Q5SYB0_IDR_1347_1395",0.492082032252415
"Q5SYB0_IDR_505_1325",0.507917967747585
"Q5SYC1_IDR_273_327",1
"Q5T036_IDR_1_140",1
"Q5T089_IDR_390_428",0.491063269406703
"Q5T089_IDR_467_497",0.508936730593297
"Q5T0B9_IDR_1_310",1
"Q5T0D9_IDR_1_58",1
"Q5T0F9_IDR_1_308",0.331875536700525
"Q5T0F9_IDR_325_418",0.336361789655541
"Q5T0F9_IDR_430_532",0.331762673643933
"Q5T0J7_IDR_107_172",1
"Q5T0L3_IDR_121_168",0.315393986022653
"Q5T0L3_IDR_226_261",0.309405458261058
"Q5T0L3_IDR_5_82",0.37520055571629
"Q5T0N5_IDR_284_373",0.468087845088658
"Q5T0N5_IDR_438_534",0.531912154911342
"Q5T0T0_IDR_1_76",0.548321325793131
"Q5T0T0_IDR_244_291",0.451678674206869
"Q5T0W9_IDR_284_1011",1
"Q5T0Z8_IDR_1_35",0.405688438376378
"Q5T0Z8_IDR_85_1188",0.594311561623622
"Q5T292_IDR_66_105",1
"Q5T2D2_IDR_126_275",1
"Q5T2D3_IDR_1_49",0.330098388330269
"Q5T2D3_IDR_191_254",0.348613087331689
"Q5T2D3_IDR_273_388",0.321288524338042
"Q5T2E6_IDR_323_355",1
"Q5T2R2_IDR_1_90",1
"Q5T2S8_IDR_312_444",1
"Q5T2T1_IDR_302_345",1
"Q5T2W1_IDR_472_519",1
"Q5T3F8_IDR_737_771",0.516287398785339
"Q5T3F8_IDR_778_832",0.483712601214661
"Q5T3J3_IDR_237_292",0.196896811242946
"Q5T3J3_IDR_295_350",0.201605954761537
"Q5T3J3_IDR_373_569",0.19080819946454
"Q5T3J3_IDR_590_728",0.212385377719524
"Q5T3J3_IDR_61_147",0.198303656811453
"Q5T3U5_IDR_824_864",1
"Q5T440_IDR_1_44",1
"Q5T442_IDR_107_203",0.487653710632122
"Q5T4S7_IDR_2708_2965",0.14168107668307
"Q5T4S7_IDR_3334_3387",0.139860523823323
"Q5T4T6_IDR_405_709",1
"Q5T4W7_IDR_19_120",1
"Q5T5A4_IDR_1_41",1
"Q5T5A8_IDR_1_94",1
"Q5T5B0_IDR_1_92",1
"Q5T5C0_IDR_1038_1113",0.231913905736622
"Q5T5C0_IDR_1_35",0.238714675439457
"Q5T5C0_IDR_554_595",0.250677201952631
"Q5T5C0_IDR_675_790",0.27869421687129
"Q5T5D7_IDR_61_139",1
"Q5T5J6_IDR_1_385",0.336101870205667
"Q5T5J6_IDR_542_573",0.333605000031336
"Q5T5J6_IDR_712_747",0.330293129762997
"Q5T5M9_IDR_266_321",1
"Q5T5N4_IDR_66_178",1
"Q5T5P2_IDR_1_158",0.253388872882729
"Q5T5P2_IDR_1451_1943",0.259271778183409
"Q5T5P2_IDR_267_792",0.23661574186918
"Q5T5P2_IDR_795_1443",0.250723607064682
"Q5T5S1_IDR_1_38",0.331052892845279
"Q5T5S1_IDR_226_294",0.324062722130149
"Q5T5S1_IDR_459_509",0.344884385024571
"Q5T5U3_IDR_1042_1120",0.217737445441207
"Q5T5U3_IDR_1342_1954",0.207328698570576
"Q5T5U3_IDR_1_40",0.157717292866516
"Q5T5U3_IDR_170_927",0.417216563121701
"Q5T5X7_IDR_1_214",0.255070803438771
"Q5T5X7_IDR_344_385",0.250910942840345
"Q5T681_IDR_178_223",0.247373750543031
"Q5T681_IDR_82_117",0.242968372219204
"Q5T686_IDR_63_147",1
"Q5T6C5_IDR_1_78",0.463160928554608
"Q5T6C5_IDR_85_722",0.536839071445392
"Q5T6F0_IDR_1_38",1
"Q5T6F2_IDR_1_1116",1
"Q5T6S3_IDR_1_35",0.492795799687722
"Q5T6S3_IDR_348_541",0.507204200312278
"Q5T6X4_IDR_1_67",1
"Q5T6X5_IDR_852_926",1
"Q5T749_IDR_1_579",1
"Q5T750_IDR_1_224",1
"Q5T751_IDR_1_118",1
"Q5T752_IDR_1_114",1
"Q5T753_IDR_1_117",1
"Q5T754_IDR_1_117",1
"Q5T7B8_IDR_186_216",0.335921780261815
"Q5T7B8_IDR_544_1281",0.348268092584302
"Q5T7B8_IDR_68_168",0.315810127153883
"Q5T7M4_IDR_1_67",1
"Q5T7M9_IDR_14_45",1
"Q5T7N2_IDR_1_208",0.316270808118258
"Q5T7N2_IDR_318_362",0.33775839450809
"Q5T7N2_IDR_364_622",0.345970797373652
"Q5T7N3_IDR_1_38",0.465858189360634
"Q5T7N3_IDR_47_743",0.534141810639366
"Q5T7P2_IDR_1_110",1
"Q5T7P8_IDR_83_132",0.481141616893668
"Q5T870_IDR_1_85",1
"Q5T871_IDR_45_98",1
"Q5T8A7_IDR_1_1209",1
"Q5T8D3_IDR_150_442",1
"Q5T8I3_IDR_151_301",1
"Q5T8P6_IDR_335_371",0.175380022222755
"Q5T8P6_IDR_427_524",0.160974991420479
"Q5T8P6_IDR_608_737",0.162357153062588
"Q5T8P6_IDR_793_879",0.163311505358092
"Q5T8P6_IDR_85_294",0.166497656963052
"Q5T8P6_IDR_962_1007",0.171478670973034
"Q5T953_IDR_49_351",1
"Q5T9C2_IDR_156_317",1
"Q5T9C9_IDR_1_38",0.466566484475638
"Q5T9C9_IDR_292_323",0.533433515524362
"Q5T9L3_IDR_497_541",1
"Q5T9S5_IDR_1_168",0.32485079311061
"Q5T9S5_IDR_1266_1454",0.360289473567931
"Q5T9S5_IDR_356_522",0.314859733321459
"Q5T9Z0_IDR_232_273",1
"Q5TA76_IDR_1_89",1
"Q5TA77_IDR_1_95",1
"Q5TA79_IDR_1_104",1
"Q5TA81_IDR_1_108",1
"Q5TA82_IDR_1_108",1
"Q5TA89_IDR_121_159",1
"Q5TAB7_IDR_1_32",1
"Q5TAX3_IDR_1284_1505",0.245488011279674
"Q5TAX3_IDR_31_284",0.248375565128238
"Q5TAX3_IDR_579_617",0.253862874955487
"Q5TAX3_IDR_714_892",0.252273548636601
"Q5TB30_IDR_108_179",0.280068592869518
"Q5TB30_IDR_311_345",0.276484832592988
"Q5TB30_IDR_351_562",0.443446574537494
"Q5TB80_IDR_1030_1180",0.31020294056822
"Q5TB80_IDR_1_788",0.309009915232453
"Q5TB80_IDR_930_960",0.380787144199326
"Q5TBA9_IDR_1523_1591",0.137580052341658
"Q5TBA9_IDR_1_53",0.129215625074108
"Q5TBA9_IDR_1743_1785",0.14818913229996
"Q5TBA9_IDR_1937_1977",0.165741808244348
"Q5TBA9_IDR_1987_2035",0.14882574878382
"Q5TBA9_IDR_2343_2417",0.126441074593067
"Q5TBA9_IDR_2419_2656",0.144006558663038
"Q5TBB1_IDR_236_296",1
"Q5TBK1_IDR_1_39",0.508787142135332
"Q5TBK1_IDR_190_243",0.491212857864668
"Q5TC12_IDR_97_140",1
"Q5TC79_IDR_130_364",0.528155472067678
"Q5TC79_IDR_460_503",0.471844527932322
"Q5TC82_IDR_398_1133",1
"Q5TC84_IDR_1_90",0.522638444735893
"Q5TCM9_IDR_1_116",1
"Q5TC84_IDR_316_451",0.477361555264107
"Q5TCQ9_IDR_204_289",0.173284836983992
"Q5TCQ9_IDR_539_571",0.163504350895254
"Q5TCQ9_IDR_659_711",0.166192172152206
"Q5TCX8_IDR_486_1036",0.566435744703933
"Q5TCY1_IDR_313_543",0.489569159160073
"Q5TCY1_IDR_548_1321",0.510430840839927
"Q5TCZ1_IDR_132_163",0.238475076438095
"Q5TCZ1_IDR_325_447",0.242556936187788
"Q5TCZ1_IDR_505_836",0.254232892232967
"Q5TCZ1_IDR_900_1068",0.264735095141149
"Q5TD94_IDR_1_203",0.56250715023234
"Q5TD94_IDR_376_425",0.43749284976766
"Q5TDH0_IDR_365_399",0.493826476103304
"Q5TDH0_IDR_80_133",0.506173523896696
"Q5TDP6_IDR_1_63",1
"Q5TEA6_IDR_1_37",1
"Q5TEC3_IDR_1_262",1
"Q5TEJ8_IDR_544_631",1
"Q5TEU4_IDR_1_42",1
"Q5TF21_IDR_1_807",0.483543914830984
"Q5TF21_IDR_894_925",0.516456085169016
"Q5TF39_IDR_148_227",0.47169783940523
"Q5THJ4_IDR_1558_1610",0.16428116665384
"Q5THJ4_IDR_1741_1779",0.170599729488889
"Q5THJ4_IDR_2419_2460",0.187777407866532
"Q5THJ4_IDR_2597_2633",0.159676355028289
"Q5THJ4_IDR_747_793",0.163863674803037
"Q5THJ4_IDR_908_945",0.153801666159412
"Q5THK1_IDR_1_1608",0.477078233515943
"Q5THK1_IDR_1891_2040",0.522921766484058
"Q5THR3_IDR_1247_1304",0.30066051298061
"Q5THR3_IDR_1_52",0.269942798910765
"Q5THR3_IDR_245_275",0.220456761099242
"Q5THR3_IDR_575_617",0.208939927009383
"Q5TID7_IDR_1_376",1
"Q5TIE3_IDR_608_806",0.522939542977435
"Q5TIE3_IDR_921_1139",0.477060457022565
"Q5TKA1_IDR_1_99",0.505059035373858
"Q5TKA1_IDR_288_333",0.494940964626142
"Q5TYW1_IDR_61_190",1
"Q5TYW2_IDR_222_517",1
"Q5TZF3_IDR_1_34",1
"Q5VSG8_IDR_1_98",1
"Q5VSL9_IDR_1_64",0.503146411050581
"Q5VSL9_IDR_318_435",0.496853588949419
"Q5VST9_IDR_4780_4812",0.160220771651551
"Q5VST9_IDR_5489_5524",0.156802275052011
"Q5VST9_IDR_5545_5597",0.168209349375478
"Q5VST9_IDR_6241_6297",0.160829395472389
"Q5VST9_IDR_6725_6757",0.157430309829675
"Q5VST9_IDR_6770_7273",0.196507898618897
"Q5VSY0_IDR_22_251",1
"Q5VT03_IDR_136_314",0.328652912283048
"Q5VT03_IDR_16_134",0.345089805076156
"Q5VT03_IDR_331_806",0.326257282640795
"Q5VT06_IDR_1_2842",0.502761242938367
"Q5VT06_IDR_2876_2908",0.497238757061633
"Q5VT25_IDR_412_443",0.192429238312074
"Q5VT25_IDR_455_485",0.183629840172597
"Q5VT25_IDR_644_705",0.177516073846638
"Q5VT25_IDR_934_1020",0.195223824829515
"Q5VTR2_IDR_112_174",0.346308036668336
"Q5VTR2_IDR_259_650",0.3247555340724
"Q5VTT5_IDR_1_94",1
"Q5VU36_IDR_1_1336",1
"Q5VU43_IDR_2020_2170",0.339647345441019
"Q5VU43_IDR_515_1886",0.333034028212187
"Q5VU43_IDR_94_283",0.327318626346794
"Q5VU57_IDR_445_503",1
"Q5VU65_IDR_1841_1888",1
"Q5VU92_IDR_1_46",1
"Q5VU97_IDR_1126_1172",0.334033736758698
"Q5VU97_IDR_1199_1254",0.333023543719452
"Q5VU97_IDR_1_35",0.33294271952185
"Q5VUA4_IDR_1_2279",1
"Q5VUB5_IDR_327_708",0.51487672187144
"Q5VUB5_IDR_712_890",0.48512327812856
"Q5VUE5_IDR_1_71",1
"Q5VUG0_IDR_1_39",0.342445256324611
"Q5VUG0_IDR_480_521",0.318807429092097
"Q5VUG0_IDR_647_818",0.338747314583293
"Q5VV43_IDR_163_265",0.504122066929309
"Q5VV43_IDR_984_1072",0.495877933070691
"Q5VV52_IDR_1_198",1
"Q5VV67_IDR_142_298",0.35398192111322
"Q5VV67_IDR_1_58",0.315381524293803
"Q5VV67_IDR_368_1536",0.330636554592977
"Q5VVJ2_IDR_1_33",0.253421908130916
"Q5VVJ2_IDR_468_504",0.25669479974073
"Q5VVJ2_IDR_515_554",0.248270685701224
"Q5VVJ2_IDR_79_371",0.241612606427131
"Q5VVM6_IDR_1_310",0.492646288386304
"Q5VVM6_IDR_571_783",0.507353711613696
"Q5VVP1_IDR_1_1332",1
"Q5VVW2_IDR_422_472",0.507753087773438
"Q5VVW2_IDR_808_995",0.492246912226562
"Q5VVX9_IDR_239_297",1
"Q5VW00_IDR_1_47",1
"Q5VWG9_IDR_95_849",1
"Q5VW22_IDR_144_254",0.514317025008484
"Q5VW22_IDR_322_384",0.485682974991516
"Q5VW32_IDR_377_407",1
"Q5VW38_IDR_560_600",1
"Q5VWI1_IDR_1_37",0.327185706022834
"Q5VWI1_IDR_384_445",0.341265841213835
"Q5VWI1_IDR_85_338",0.331548452763331
"Q5VWJ9_IDR_1_86",1
"Q5VWK0_IDR_1_638",1
"Q5VWN6_IDR_218_261",0.16478040612376
"Q5VWN6_IDR_283_746",0.168835517951016
"Q5VWN6_IDR_757_791",0.162228335898172
"Q5VWW1_IDR_36_120",1
"Q5VWX1_IDR_164_287",1
"Q5VX71_IDR_432_490",1
"Q5VXD3_IDR_1_44",1
"Q5VXT5_IDR_241_272",1
"Q5VXU3_IDR_1_75",1
"Q5VXU9_IDR_1102_1425",0.344707522304673
"Q5VXU9_IDR_206_287",0.333616660365518
"Q5VXU9_IDR_369_577",0.321675817329809
"Q5VY09_IDR_1_305",1
"Q5VY43_IDR_798_1037",1
"Q5VYM1_IDR_93_1034",1
"Q5VYP0_IDR_1_31",0.508068632386914
"Q5VYP0_IDR_34_1333",0.491931367613086
"Q5VYS8_IDR_1_209",0.247399649757019
"Q5VYS8_IDR_1362_1436",0.245401273100251
"Q5VYS8_IDR_1460_1495",0.259891760208497
"Q5VYS8_IDR_639_940",0.247307316934233
"Q5VYV0_IDR_92_424",1
"Q5VYV7_IDR_124_408",1
"Q5VZ18_IDR_1_383",1
"Q5VZ19_IDR_107_139",1
"Q5VZ46_IDR_1_1109",1
"Q5VZ66_IDR_1_33",0.338961457067157
"Q5VZ66_IDR_138_527",0.324071009220436
"Q5VZ66_IDR_590_677",0.336967533712407
"Q5VZ89_IDR_1539_1679",0.458495302468053
"Q5VZ89_IDR_900_1536",0.541504697531947
"Q5VZB9_IDR_1_333",1
"Q5VZP5_IDR_356_388",0.161442613984106
"Q5VZP5_IDR_405_450",0.171124485137915
"Q5VZP5_IDR_452_551",0.161705301848316
"Q5VZP5_IDR_555_1134",0.172599769684266
"Q6ZS81_IDR_939_975",0.275814589215531
"Q6ZS82_IDR_106_235",1
"Q6ZSB9_IDR_121_393",1
"Q6ZSC3_IDR_173_216",1
"Q6ZSG1_IDR_16_175",1
"Q6ZSG2_IDR_1_355",0.492633477300898
"Q6ZSG2_IDR_389_479",0.507366522699102
"Q6ZSJ9_IDR_132_483",0.570728287292704
"Q6ZSJ9_IDR_1_88",0.429271712707296
"Q6ZSM3_IDR_1_39",0.332860495064537
"Q6ZSM3_IDR_230_260",0.336093329527713
"Q6ZSM3_IDR_469_516",0.33104617540775
"Q6ZSS3_IDR_65_143",1
"Q6ZSS7_IDR_1_48",0.326867943317899
"Q6ZSS7_IDR_395_430",0.345404292699387
"Q6ZSS7_IDR_626_791",0.327727763982713
"Q6ZT07_IDR_1066_1204",0.327462118206616
"Q6ZT07_IDR_940_999",0.332083309431313
"Q6ZT12_IDR_1002_1083",0.336685429190867
"Q6ZT12_IDR_1159_1191",0.315141092259245
"Q6ZT12_IDR_1193_1229",0.348173478549887
"Q6ZT52_IDR_210_329",1
"Q6ZT98_IDR_1_37",0.24968111253311
"Q6ZT98_IDR_387_437",0.279519283725088
"Q6ZT98_IDR_486_682",0.470799603741802
"Q6ZTA4_IDR_252_298",0.472453608414252
"Q6ZTA4_IDR_41_154",0.527546391585748
"Q6ZTI6_IDR_1_81",1
"Q6ZTQ3_IDR_109_183",0.494142982729493
"Q6ZTQ3_IDR_185_215",0.505857017270507
"Q6ZTQ4_IDR_839_885",1
"Q6ZTR5_IDR_1457_1518",0.494884672968581
"Q6ZTR5_IDR_3140_3187",0.505115327031419
"Q6ZTR7_IDR_228_304",1
"Q6ZTW0_IDR_1_33",1
"Q6ZTZ1_IDR_136_234",0.486388861039577
