"","GO0032774_RNA_biosynthetic_process"
"A8MV65_IDR_113_326",0.41322224086657
"A8MV65_IDR_15_79",0.58677775913343
"A8MVA2_IDR_1_152",1
"A8MVS5_IDR_182_230",1
"A8MVW0_IDR_342_653",0.656129292213248
"A8MVW0_IDR_659_826",0.343870707786752
"A8MW92_IDR_138_677",0.433164437263375
"A8MW92_IDR_809_924",0.566835562736625
"A8MXT2_IDR_1_105",1
"A8MXV6_IDR_1_196",1
"A8MXY4_IDR_57_143",1
"A8MXZ1_IDR_1_464",1
"A8MXZ3_IDR_1_250",1
"A8MYA2_IDR_1_482",1
"A8MYU2_IDR_1046_1149",0.554821833605189
"A8MYU2_IDR_632_682",0.445178166394811
"A8MYZ0_IDR_1_91",1
"A8MYZ6_IDR_171_436",0.543886763742715
"A8MYZ6_IDR_1_86",0.456113236257285
"A8MZ36_IDR_97_187",1
"A8MZ59_IDR_28_122",1
"A8MZA4_IDR_1_110",0.478351678563996
"A8MZA4_IDR_147_401",0.521648321436004
"A8MZG2_IDR_1_86",0.512760780439038
"A8MZG2_IDR_89_182",0.487239219560962
"A8TX70_IDR_1474_1692",0.498583878273774
"A8TX70_IDR_2584_2615",0.501416121726226
"A9QM74_IDR_15_66",1
"B0FP48_IDR_215_263",1
"B0YJ81_IDR_1_67",1
"B1AJZ9_IDR_100_352",0.255692987784291
"B1AJZ9_IDR_1060_1279",0.184573123227199
"B1AJZ9_IDR_1356_1412",0.188835776441741
"B1AJZ9_IDR_590_699",0.17779774253927
"B1AJZ9_IDR_921_1001",0.193100370007499
"B1AK53_IDR_331_362",0.676973105629074
"B1ANS9_IDR_1030_1081",1
"B1ATL7_IDR_1_163",1
"B2RC85_IDR_646_758",0.492895627576971
"B2RC85_IDR_779_870",0.507104372423029
"B2RNN3_IDR_15_196",1
"B2RTY4_IDR_1132_1843",0.287209541331176
"B2RTY4_IDR_2278_2531",0.342936121072899
"B2RTY4_IDR_739_823",0.369854337595926
"B2RU33_IDR_361_524",1
"B2RXF0_IDR_1_48",0.455276240577141
"B2RXF0_IDR_184_235",0.544723759422859
"B2RXF5_IDR_120_290",1
"B2RXH2_IDR_343_506",1
"B2RXH4_IDR_118_370",0.369925183193099
"B2RXH4_IDR_374_463",0.630074816806901
"B2RXH8_IDR_86_293",1
"B3KS81_IDR_1_715",1
"B3KU38_IDR_1_55",0.442751326380075
"B3KU38_IDR_63_486",0.557248673619925
"B4DJY2_IDR_1_31",1
"B4DS77_IDR_112_155",0.445922444615962
"B4DS77_IDR_159_423",0.554077555384038
"B4DU55_IDR_68_202",1
"B5ME19_IDR_1_47",0.32741960953146
"B5ME19_IDR_162_301",0.289073108678833
"B5ME19_IDR_880_914",0.383507281789707
"B7U540_IDR_1_42",0.520162628857844
"C9J069_IDR_1_659",0.535454461425946
"C9J069_IDR_826_869",0.464545538574054
"C9J302_IDR_136_202",1
"Q6NX49_IDR_67_221",1
"Q6NXP0_IDR_148_179",0.561569156532837
"Q6NXP0_IDR_270_350",0.438430843467163
"Q6NXP2_IDR_179_280",1
"Q6NXS1_IDR_1_205",1
"Q6NXT1_IDR_1_59",1
"Q6NZ36_IDR_46_145",0.493914958308962
"Q6NZ67_IDR_82_158",1
"Q6NZI2_IDR_1_153",0.568824198697683
"Q6NZI2_IDR_158_390",0.431175801302317
"Q6NZY4_IDR_129_164",0.538356063835741
"Q6NZY4_IDR_371_655",0.461643936164259
"Q6NZY7_IDR_1_31",0.492978270941131
"Q6NZY7_IDR_38_148",0.507021729058869
"Q6P047_IDR_166_211",0.505791463709924
"Q6P047_IDR_239_294",0.494208536290076
"Q6P050_IDR_208_247",1
"Q6P087_IDR_30_61",1
"Q6P0N0_IDR_276_372",0.310643855982821
"Q6P0N0_IDR_480_1132",0.304613549055478
"Q6P0N0_IDR_98_238",0.3847425949617
"Q6P0Q8_IDR_1193_1789",0.27380211202556
"Q6P0Q8_IDR_1_317",0.508373172375329
"Q6P0Q8_IDR_815_1097",0.217824715599111
"Q6P158_IDR_1_94",0.321782509353
"Q6P158_IDR_431_512",0.321481102579532
"Q6P158_IDR_754_792",0.356736388067467
"Q6P179_IDR_1_51",1
"Q6P1J9_IDR_103_142",0.493104274477606
"Q6P1J9_IDR_260_356",0.506895725522394
"Q6P1L5_IDR_1_354",0.469037307489261
"Q6P1L5_IDR_359_589",0.530962692510739
"Q6P1L6_IDR_1_59",0.455272010982658
"Q6P1L6_IDR_77_237",0.544727989017343
"Q6P1M3_IDR_635_708",0.401360774754534
"Q6P1M3_IDR_938_1020",0.598639225245466
"Q6P1W5_IDR_1_49",0.359743565814412
"Q6P1W5_IDR_516_558",0.373021990427104
"Q6P1W5_IDR_75_472",0.267234443758484
"Q6P1X5_IDR_991_1199",1
"Q6P1X6_IDR_1_36",1
"Q6P280_IDR_1_46",0.451359828779608
"Q6P280_IDR_49_169",0.548640171220392
"Q6P2C0_IDR_238_268",1
"Q6P2C8_IDR_101_155",1
"Q6P2D0_IDR_23_133",1
"Q6P2D8_IDR_435_608",0.561015357042704
"Q6P2D8_IDR_45_81",0.438984642957296
"Q6P2E9_IDR_1226_1258",0.301506074171235
"Q6P2E9_IDR_24_70",0.275402209776816
"Q6P2E9_IDR_528_965",0.423091716051949
"Q6P2H3_IDR_1_327",0.284924599105396
"Q6P2H3_IDR_350_394",0.234473486822114
"Q6P2H3_IDR_531_572",0.228627033709604
"Q6P2H3_IDR_596_666",0.251974880362887
"Q6P387_IDR_108_162",0.163418984847014
"Q6P387_IDR_1_42",0.166727881553794
"Q6P387_IDR_176_213",0.149224644161555
"Q6P387_IDR_253_292",0.16229011866779
"Q6P387_IDR_329_365",0.201685297201767
"Q6P387_IDR_48_105",0.156653073568079
"Q6P3R8_IDR_279_655",0.609104072450163
"Q6P3R8_IDR_672_708",0.390895927549837
"Q6P3S1_IDR_449_775",1
"Q6P3S6_IDR_1_43",0.395765293367096
"Q6P4D5_IDR_1_174",1
"Q6P4E1_IDR_1_436",1
"Q6P4F1_IDR_1_74",1
"Q6P4F2_IDR_1_66",1
"Q6P4F7_IDR_254_810",0.532988682764586
"Q6P4F7_IDR_817_947",0.467011317235414
"Q6P4H8_IDR_1_32",1
"Q6P4Q7_IDR_1_40",0.294275170784059
"Q6P4Q7_IDR_648_688",0.333885973683582
"Q6P4Q7_IDR_727_775",0.371838855532359
"Q6P4R8_IDR_202_369",0.636180540762192
"Q6P4R8_IDR_654_1299",0.363819459237808
"Q6P531_IDR_1_99",1
"Q6P582_IDR_82_158",1
"Q6P5Q4_IDR_28_72",0.290291935753805
"Q6P5Q4_IDR_355_519",0.401398640087373
"Q6P5Q4_IDR_76_195",0.308309424158822
"Q6P5S7_IDR_1_38",1
"Q6P5W5_IDR_233_264",0.4001844966449
"Q6P5W5_IDR_426_488",0.5998155033551
"Q6P5X7_IDR_101_244",0.527086248403753
"Q6PCB5_IDR_1_339",0.50845003649926
"Q6PCB5_IDR_696_843",0.49154996350074
"Q6PCB6_IDR_49_84",1
"Q6PCB8_IDR_285_327",1
"Q6PCD5_IDR_1_283",1
"Q6PCT2_IDR_1_36",0.423207814808008
"Q6PCT2_IDR_151_420",0.576792185191992
"Q6PD62_IDR_855_1173",1
"Q6PD74_IDR_177_257",1
"Q6PDB4_IDR_60_183",1
"Q6PEV8_IDR_133_176",0.311726828353416
"Q6PEV8_IDR_264_357",0.36670341003185
"Q6PEV8_IDR_65_102",0.321569761614734
"Q6PEW0_IDR_276_350",1
"Q6PEW1_IDR_227_343",1
"Q6PEX3_IDR_1_189",1
"Q6PEX7_IDR_76_145",1
"Q6PF04_IDR_53_233",1
"Q6PF05_IDR_24_55",1
"Q6PIF6_IDR_1031_1086",0.521856164019042
"Q6PIF6_IDR_876_974",0.478143835980958
"Q6PII3_IDR_1_452",1
"Q6PIJ6_IDR_474_914",1
"Q6PIS1_IDR_1_33",0.526480524121777
"Q6PIS1_IDR_572_610",0.473519475878223
"Q6PIU1_IDR_1_32",1
"Q6PIV2_IDR_70_168",1
"Q6PIW4_IDR_92_373",1
"Q6PIY5_IDR_408_440",1
"Q6PIY7_IDR_1_130",1
"Q6PIZ9_IDR_35_163",1
"Q6PJ21_IDR_17_60",0.484177459280234
"Q6PJ21_IDR_321_355",0.515822540719766
"Q6PJ61_IDR_18_446",1
"Q6PJE2_IDR_53_85",1
"Q6PJF5_IDR_1_366",1
"Q6PJG2_IDR_100_631",0.351453551652967
"Q6PJG2_IDR_1_96",0.302763877984326
"Q6PJG2_IDR_679_714",0.167090360791298
"Q6PJW8_IDR_1_164",0.328398356070048
"Q6PJW8_IDR_237_267",0.311071144358214
"Q6PJW8_IDR_270_601",0.360530499571738
"Q6PK04_IDR_1_193",0.47159436291794
"Q6PK04_IDR_207_289",0.52840563708206
"Q6PK18_IDR_1_34",1
"Q6PK81_IDR_60_146",1
"Q6PKC3_IDR_1_74",0.487114585054881
"Q6PKC3_IDR_934_985",0.512885414945119
"Q6PKG0_IDR_1029_1096",0.199195025996411
"Q6PKG0_IDR_1_354",0.327328781873084
"Q6PKG0_IDR_491_632",0.153214946155965
"Q6PKG0_IDR_725_795",0.320261245974539
"Q6PKX4_IDR_235_331",1
"Q6PL18_IDR_1111_1318",0.350339557360935
"Q6PL18_IDR_1_390",0.336739074650355
"Q6PL18_IDR_732_780",0.312921367988711
"Q6PL24_IDR_1_153",0.537175535554395
"Q6PL24_IDR_228_271",0.462824464445605
"Q6PL45_IDR_1_57",1
"Q6PML9_IDR_71_120",1
"Q6PUV4_IDR_1_134",1
"Q6Q0C0_IDR_1_116",1
"Q6Q4G3_IDR_13_86",1
"Q6Q6R5_IDR_79_116",1
"Q6Q759_IDR_144_208",0.0905100734203056
"Q6Q759_IDR_378_419",0.0985980889985596
"Q6Q759_IDR_655_761",0.115610016449625
"Q6QNY1_IDR_1_34",1
"Q6R2W3_IDR_559_595",1
"Q6R327_IDR_1014_1524",0.413109958198619
"Q6R327_IDR_1531_1599",0.586890041801381
"Q6R6M4_IDR_1_57",0.500387912498848
"Q6R6M4_IDR_379_449",0.499612087501152
"Q6RFH5_IDR_324_385",1
"Q6RI45_IDR_1262_1299",0.280710837820761
"Q6RI45_IDR_1439_1802",0.450275204162281
"Q6RI45_IDR_656_916",0.269013958016958
"Q6RSH7_IDR_1_40",1
"Q6RW13_IDR_124_159",1
"Q6S5L8_IDR_21_177",0.485330759833549
"Q6S5L8_IDR_470_511",0.514669240166451
"Q6S9Z5_IDR_1_89",0.474681594781636
"Q6S9Z5_IDR_249_284",0.268000303351605
"Q6S9Z5_IDR_307_364",0.257318101866759
"Q6SA08_IDR_298_328",1
"Q6SJ93_IDR_1_76",0.557717338813392
"Q6SJ93_IDR_273_351",0.442282661186608
"Q6SJ96_IDR_1_195",1
"Q6STE5_IDR_1_105",1
"Q6T310_IDR_202_242",1
"Q6T4P5_IDR_286_396",0.212899336970197
"Q6TFL3_IDR_1049_1082",0.112588513250166
"Q6TFL3_IDR_1149_1182",0.110482096477602
"Q6TFL3_IDR_1223_1326",0.17619499518308
"Q6TFL3_IDR_983_1028",0.136876619372877
"Q6TFL4_IDR_1_38",1
"Q6U7Q0_IDR_1_128",1
"Q6U841_IDR_1_36",0.298452278915693
"Q6U841_IDR_222_317",0.345997700629972
"Q6U841_IDR_57_90",0.355550020454335
"Q6UB35_IDR_1_69",1
"Q6UB98_IDR_1_235",0.298792487966255
"Q6UB98_IDR_301_1831",0.701207512033745
"C9J3V5_IDR_1_63",1
"C9J6K1_IDR_1_46",1
"C9J7I0_IDR_28_81",1
"C9JDP6_IDR_192_229",1
"C9JE40_IDR_1_185",0.650818436383901
"C9JE40_IDR_213_256",0.349181563616099
"C9JFL3_IDR_1_82",1
"C9JH25_IDR_26_57",0.319729209272116
"C9JH25_IDR_623_874",0.341753586521805
"C9JH25_IDR_64_341",0.338517204206079
"C9JI98_IDR_124_176",1
"C9JJH3_IDR_1_60",0.506564299402949
"C9JJH3_IDR_377_528",0.493435700597051
"C9JSJ3_IDR_132_309",0.329641952372143
"C9JSJ3_IDR_332_541",0.308533089825152
"C9JTQ0_IDR_179_218",0.466356502985723
"C9JTQ0_IDR_226_380",0.533643497014277
"C9JUS6_IDR_1_35",0.513637104782782
"C9JUS6_IDR_63_103",0.486362895217218
"C9JVI0_IDR_1_57",0.354009822486757
"C9JVI0_IDR_379_464",0.333116657461687
"C9JVI0_IDR_469_528",0.312873520051556
"C9JVW0_IDR_59_142",1
"C9JXX5_IDR_30_86",1
"D3W0D1_IDR_40_73",1
"D6R901_IDR_1_56",0.350458809224482
"D6R901_IDR_379_452",0.337353068760034
"D6R901_IDR_470_528",0.312188122015484
"D6R9N7_IDR_1_56",0.356432654082059
"D6R9N7_IDR_379_465",0.331418194582474
"D6R9N7_IDR_469_528",0.312149151335467
"D6RA61_IDR_1_57",0.347832403068461
"D6RA61_IDR_379_451",0.339334889893909
"E5RIL1_IDR_215_263",1
"E5RJM6_IDR_1_36",1
"E7ERA6_IDR_1_45",0.535309624274579
"E7ERA6_IDR_166_249",0.464690375725421
"E7ETH6_IDR_108_160",0.33776914465611
"E7ETH6_IDR_173_222",0.318939821758008
"E7ETH6_IDR_61_100",0.343291033585882
"E7EW31_IDR_1_1015",1
"E9PAV3_IDR_1_1948",0.564012886487426
"E9PAV3_IDR_1988_2040",0.435987113512574
"E9PGG2_IDR_189_307",0.448895141474696
"E9PGG2_IDR_315_353",0.551104858525304
"E9PI22_IDR_161_279",0.502814016725592
"E9PI22_IDR_1_74",0.497185983274408
"H3BNL1_IDR_132_184",0.469021815317091
"H3BPF8_IDR_1_120",0.422967805888703
"H3BPF8_IDR_248_595",0.577032194111297
"H3BQB6_IDR_1_260",1
"H3BQL2_IDR_1_130",0.502252564889798
"H3BQL2_IDR_276_599",0.497747435110202
"H3BQW9_IDR_1_95",1
"H3BR10_IDR_1_33",0.485608210532619
"H3BR10_IDR_58_107",0.514391789467381
"H3BSY2_IDR_176_601",0.539746727540242
"H3BSY2_IDR_22_121",0.460253272459758
"H3BTG2_IDR_84_121",1
"H3BU77_IDR_1_48",1
"H3BUK9_IDR_1_90",0.465948665513453
"H3BUK9_IDR_325_492",0.534051334486547
"H3BV12_IDR_1_125",0.494242588873651
"H3BV12_IDR_277_604",0.505757411126348
"H3BV60_IDR_179_288",1
"H7BZ55_IDR_1249_1370",0.584715486304315
"H7BZ55_IDR_1_520",0.415284513695685
"M0QZC1_IDR_116_157",0.319406481856991
"M0QZC1_IDR_159_314",0.353997008818098
"M0QZC1_IDR_1_59",0.326596509324911
"M0R2J8_IDR_1_39",0.235356412952664
"M0R2J8_IDR_1480_1524",0.182189303507016
"M0R2J8_IDR_1550_1603",0.181774819910557
"M0R2J8_IDR_1619_1658",0.195897288377147
"M0R2J8_IDR_61_162",0.204782175252617
"O00110_IDR_33_92",1
"O00116_IDR_1_32",0.636142147276643
"O00116_IDR_48_82",0.363857852723357
"O00139_IDR_556_611",0.434717892590046
"O00139_IDR_65_190",0.565282107409954
"O00141_IDR_61_91",1
"O00142_IDR_1_48",1
"O00144_IDR_1_35",0.288919433056002
"O00144_IDR_145_194",0.288226271380821
"O00144_IDR_547_591",0.422854295563177
"O00148_IDR_1_33",1
"O00151_IDR_90_253",1
"O00154_IDR_1_48",1
"O00155_IDR_325_361",1
"O00160_IDR_923_1043",1
"O00161_IDR_1_149",1
"O00165_IDR_100_199",0.519376762010735
"O00165_IDR_14_60",0.480623237989265
"O00167_IDR_182_265",1
"O00168_IDR_1_92",1
"O00178_IDR_1_60",0.472249782076313
"O00178_IDR_578_669",0.527750217923687
"O00213_IDR_279_364",0.415218592400574
"O00217_IDR_1_35",1
"O00219_IDR_1_78",1
"O00220_IDR_1_119",0.483784629698173
"O00220_IDR_289_352",0.516215370301827
"O00221_IDR_1_242",1
"O00222_IDR_1_33",0.416874426762901
"O00222_IDR_849_908",0.583125573237099
"O00230_IDR_1_39",0.517065098678339
"O00230_IDR_59_92",0.482934901321661
"O00237_IDR_523_605",1
"O00253_IDR_1_83",1
"O00254_IDR_1_36",1
"O00255_IDR_464_615",1
"O00257_IDR_65_529",1
"O00258_IDR_1_35",1
"O00267_IDR_1_132",0.469113108475649
"O00267_IDR_669_702",0.530886891524351
"O00268_IDR_1013_1052",0.27181115693031
"O00268_IDR_1_457",0.459865865510243
"O00268_IDR_469_851",0.268322977559448
"O00273_IDR_202_234",1
"O00287_IDR_1_44",0.48156702322976
"O00287_IDR_53_220",0.51843297677024
"O00291_IDR_1_37",0.490273705992642
"O00291_IDR_300_381",0.509726294007358
"O00292_IDR_224_258",1
"O00294_IDR_14_285",1
"O00295_IDR_1_268",1
"O00303_IDR_1_84",1
"O00327_IDR_444_599",0.655069160644753
"O00330_IDR_140_177",0.544697632341398
"O00330_IDR_221_270",0.455302367658602
"O00337_IDR_1_60",1
"O00339_IDR_1_48",1
"O00341_IDR_484_548",1
"O00358_IDR_138_358",0.480069634185025
"O00358_IDR_1_52",0.519930365814975
"O00391_IDR_546_692",1
"O00400_IDR_1_67",1
"O00401_IDR_141_216",0.488716539904451
"O00401_IDR_264_502",0.511283460095549
"O00408_IDR_908_941",1
"O00409_IDR_1_112",0.442219538615606
"O00409_IDR_204_490",0.557780461384394
"O00411_IDR_76_219",0.4577939778384
"O00411_IDR_9_62",0.5422060221616
"O00418_IDR_12_77",0.563482872091826
"O00418_IDR_330_499",0.436517127908174
"O00423_IDR_70_176",1
"O00425_IDR_159_192",1
"O00429_IDR_513_638",1
"O00443_IDR_1_366",1
"O00444_IDR_271_592",0.586154977227537
"O00444_IDR_809_884",0.413845022772463
"O00445_IDR_56_106",1
"O00451_IDR_1_33",0.500357328427722
"O00451_IDR_358_464",0.499642671572278
"O00458_IDR_1_75",0.53338423468191
"O00458_IDR_419_451",0.46661576531809
"O00482_IDR_131_255",0.475873479931284
"O00482_IDR_1_75",0.524126520068716
"O00488_IDR_1_59",0.467457713992311
"O00488_IDR_73_134",0.532542286007689
"O00499_IDR_276_516",1
"O00505_IDR_16_69",1
"O00506_IDR_294_379",1
"O00507_IDR_1595_1638",0.303874922109238
"O00507_IDR_1_64",0.289166455342522
"O00507_IDR_2477_2555",0.40695862254824
"O00512_IDR_1_1426",1
"O00515_IDR_1_517",1
"O00533_IDR_1115_1170",1
"O00541_IDR_257_316",0.510948809337303
"O00541_IDR_446_588",0.489051190662697
"O00548_IDR_574_700",1
"O00555_IDR_1_54",0.242638494313134
"O00555_IDR_1975_2502",0.252473092634187
"O00555_IDR_406_448",0.17612859539915
"O00555_IDR_801_1212",0.32875981765353
"O00559_IDR_111_158",0.241016092983465
"O00559_IDR_160_213",0.258190873097627
"O00559_IDR_1_62",0.222676123925781
"O00559_IDR_64_109",0.278116909993127
"O00560_IDR_1_44",1
"O00562_IDR_1194_1244",0.268019545054332
"O00562_IDR_256_332",0.220175551053848
"O00562_IDR_379_421",0.208116401625903
"O00562_IDR_581_682",0.303688502265917
"O00566_IDR_100_364",0.279466815901251
"O00592_IDR_1_353",1
"O00602_IDR_58_111",1
"O00629_IDR_1_69",1
"O00712_IDR_186_388",1
"O00716_IDR_1_175",0.488094583447313
"O00716_IDR_355_418",0.511905416552687
"O00746_IDR_1_34",1
"O00750_IDR_1_318",1
"O00763_IDR_171_231",0.508284561479237
"O00763_IDR_26_159",0.491715438520762
"O00767_IDR_1_65",1
"Q9Y6X0_IDR_1_1596",1
"Q9Y6X1_IDR_1_38",1
"Q9Y6X2_IDR_409_448",0.31344909364059
"Q9Y6X2_IDR_452_620",0.309497677808219
"Q9Y6X2_IDR_66_118",0.37705322855119
"Q9Y6X4_IDR_259_670",1
"Q9Y6X6_IDR_1175_1411",0.18672712454909
"Q9Y6X6_IDR_1419_1781",0.228187069328919
"Q9Y6X6_IDR_1817_1847",0.188494030729678
"Q9Y6X6_IDR_366_396",0.196705428212427
"Q9Y6X6_IDR_959_1011",0.199886347179885
"Q9Y6X8_IDR_1_151",0.16192203224914
"Q9Y6X8_IDR_158_280",0.161273866740118
"Q9Y6X8_IDR_314_486",0.114767110199453
"Q9Y6X8_IDR_488_562",0.15944040121151
"Q9Y6X8_IDR_564_635",0.25431032121022
"Q9Y6X8_IDR_761_837",0.148286268389559
"Q9Y6X9_IDR_530_800",0.478587801673545
"Q9Y6X9_IDR_829_905",0.521412198326455
"Q9Y6Y1_IDR_1172_1403",0.0987732125434165
"Q9Y6Y1_IDR_1407_1485",0.12924658549124
"Q9Y6Y1_IDR_1606_1673",0.172590747951202
"Q9Y6Y1_IDR_186_736",0.321557453608488
"Q9Y6Y1_IDR_779_862",0.110277216615745
"Q9Y6Y1_IDR_988_1031",0.167554783789908
"Q9Y6Y8_IDR_1_262",0.35169585476326
"Q9Y6Y8_IDR_598_656",0.153743980900752
"Q9Y6Y8_IDR_692_753",0.147121345201419
"Q9Y6Y8_IDR_892_934",0.347438819134569
"Q9Y6Z7_IDR_1_128",1
"U3KPV4_IDR_1_39",1
"O14513_IDR_516_668",0.199841551712538
"O14513_IDR_674_1909",0.23740964717544
"O14514_IDR_1199_1347",0.28855930327436
"O14514_IDR_1350_1557",0.473114732591781
"O14514_IDR_1_36",0.23832596413386
"O14519_IDR_1_58",1
"O14520_IDR_283_342",1
"O14521_IDR_1_36",1
"O14522_IDR_783_859",1
"O14523_IDR_33_80",0.477581203451475
"O14523_IDR_410_706",0.522418796548525
"O14524_IDR_392_444",1
"O14526_IDR_257_613",1
"O14529_IDR_1124_1167",0.160741773006084
"O14529_IDR_113_956",0.359905495668456
"O14529_IDR_1224_1457",0.258966060217297
"O14529_IDR_962_1043",0.220386671108163
"O14530_IDR_189_226",1
"O14531_IDR_507_572",1
"O14544_IDR_1_353",1
"O14607_IDR_376_834",0.361376243543499
"O14607_IDR_839_874",0.173150068198442
"O14607_IDR_994_1024",0.173238402928888
"O14613_IDR_1_39",0.406400554653809
"O14613_IDR_46_182",0.593599445346191
"O14617_IDR_630_914",1
"O14627_IDR_1_172",0.6713696893528
"O14627_IDR_226_284",0.3286303106472
"O14628_IDR_57_213",1
"O14633_IDR_1_109",1
"O14638_IDR_1_46",1
"O14639_IDR_337_372",0.344334219134004
"O14639_IDR_375_667",0.655665780865996
"O14640_IDR_376_408",0.234035306228014
"O14640_IDR_507_674",0.474978963728307
"O14640_IDR_90_243",0.290985730043679
"O14641_IDR_512_575",0.290286323032351
"O14641_IDR_578_715",0.488888788554689
"O14641_IDR_96_259",0.22082488841296
"O14645_IDR_20_60",1
"O14681_IDR_34_77",1
"O14686_IDR_1604_4707",0.486999510764004
"O14686_IDR_1_61",0.108921457881785
"O14686_IDR_356_389",0.117412583441627
"O14686_IDR_396_1358",0.140839867563304
"O14686_IDR_4908_4975",0.145826580349281
"O14709_IDR_123_343",1
"O14713_IDR_1_57",1
"O14730_IDR_1_180",1
"O14733_IDR_1_88",1
"O14737_IDR_1_37",1
"O14745_IDR_113_148",0.477236033084633
"O14787_IDR_319_367",1
"O14788_IDR_1_57",1
"O14791_IDR_22_63",1
"O14792_IDR_1_50",1
"O14793_IDR_1_38",1
"O14795_IDR_152_377",1
"O14810_IDR_1_134",1
"O14813_IDR_1_284",1
"O14827_IDR_694_890",1
"O14828_IDR_1_132",1
"O14829_IDR_311_343",1
"O14830_IDR_314_402",1
"O14836_IDR_108_223",1
"O14843_IDR_299_346",1
"O14862_IDR_87_148",1
"O14863_IDR_54_105",1
"O14867_IDR_131_521",0.606258336247808
"O14867_IDR_654_718",0.393741663752192
"O14874_IDR_1_50",1
"O14896_IDR_120_185",1
"O14974_IDR_287_930",1
"O14976_IDR_325_371",0.559776359929921
"O14976_IDR_751_1172",0.440223640070079
"O14978_IDR_104_224",0.538939403066878
"O14978_IDR_227_375",0.461060596933122
"O14979_IDR_1_90",0.521244285875624
"O14979_IDR_92_146",0.478755714124376
"O14981_IDR_152_253",0.467296502301356
"O14981_IDR_976_1013",0.532703497698643
"O14986_IDR_279_320",0.485825520300874
"O14986_IDR_401_535",0.514174479699126
"O14990_IDR_1_202",1
"O14994_IDR_1_88",0.624909902585634
"O14994_IDR_399_562",0.375090097414366
"O15013_IDR_1223_1261",0.303210641669525
"O15013_IDR_1277_1326",0.338833605818001
"O15013_IDR_1_397",0.357955752512474
"O15014_IDR_1_33",0.15271751334861
"O15014_IDR_334_1411",0.647956181119363
"O15014_IDR_41_330",0.199326305532027
"O15034_IDR_1021_1052",0.318278305429117
"O15037_IDR_198_416",0.403010003788214
"O15037_IDR_595_628",0.596989996211786
"O15040_IDR_374_792",1
"O15041_IDR_736_775",1
"O15042_IDR_1_120",0.36670966455984
"O15042_IDR_126_268",0.380502630662315
"O15042_IDR_680_1029",0.252787704777844
"O15047_IDR_190_623",0.530525885441567
"O15047_IDR_833_1414",0.469474114558433
"O15049_IDR_1_477",0.584750452495835
"O15049_IDR_511_544",0.415249547504165
"O15050_IDR_1078_1140",0.243844542727239
"O15050_IDR_2891_2925",0.250980523276783
"O15050_IDR_609_678",0.257010150086637
"O15050_IDR_704_772",0.248164783909341
"O15054_IDR_1_1123",0.811308757980649
"O15054_IDR_1291_1321",0.188691242019351
"O15055_IDR_1_107",0.276685255013393
"O15055_IDR_475_845",0.270819479746951
"O15075_IDR_282_374",0.26259516300469
"O15075_IDR_653_740",0.287467574480085
"O15078_IDR_1021_1051",0.0793352666870259
"O15078_IDR_1412_1448",0.132112301779196
"O15078_IDR_1477_1535",0.0720111813145558
"O15078_IDR_1580_1620",0.0843759596360463
"O15078_IDR_1783_1902",0.0652592369203277
"O15078_IDR_1991_2082",0.0673073264317297
"O15078_IDR_2095_2127",0.0856377149531342
"O15078_IDR_2355_2385",0.0892153225989816
"O15078_IDR_2433_2479",0.0804896123689157
"O15078_IDR_491_612",0.066330208883097
"O15078_IDR_63_175",0.0916951850042019
"O15078_IDR_636_785",0.0862306834227878
"O15079_IDR_1_417",1
"O15083_IDR_1_374",0.302129293333126
"O15083_IDR_635_667",0.17550101246093
"O15083_IDR_740_806",0.147722571506746
"O15083_IDR_867_955",0.374647122699197
"O15085_IDR_1_40",0.168686490577182
"O15151_IDR_113_185",0.308109866002005
"O15151_IDR_209_275",0.350486368454015
"O15151_IDR_334_432",0.34140376554398
"O15156_IDR_145_344",0.493061503158125
"O15156_IDR_451_539",0.506938496841875
"O15162_IDR_42_82",1
"O15164_IDR_1013_1050",0.26784714954485
"O15164_IDR_1_49",0.222023946577105
"O15164_IDR_430_824",0.510128903878045
"O15165_IDR_33_306",1
"O15169_IDR_1_79",0.456213381672864
"O15169_IDR_214_778",0.543786618327136
"O15173_IDR_1_48",1
"O15178_IDR_1_38",0.323650774573286
"O15178_IDR_250_435",0.676349225426714
"O15194_IDR_1_39",1
"O15195_IDR_722_795",1
"O15198_IDR_210_249",1
"O15204_IDR_1_33",1
"O15209_IDR_151_423",0.349215860911171
"O15265_IDR_1_144",0.226546358529573
"O15265_IDR_153_892",0.773453641470426
"O15266_IDR_1_292",1
"O15270_IDR_1_61",1
"O15297_IDR_35_93",0.515440589172061
"O15297_IDR_379_597",0.484559410827939
"O15315_IDR_351_384",1
"O15327_IDR_1_34",0.339168404666268
"O15327_IDR_478_520",0.355977886818509
"O15327_IDR_527_570",0.304853708515223
"O15347_IDR_163_200",1
"O15350_IDR_300_354",0.196203022527842
"O15350_IDR_33_112",0.26197301283157
"O15350_IDR_374_489",0.541823964640588
"O15353_IDR_1_266",0.414512867698379
"O15353_IDR_365_520",0.323349170717993
"O15353_IDR_552_605",0.262137961583628
"O15354_IDR_1_246",0.483876843774773
"O15354_IDR_572_611",0.516123156225227
"O15399_IDR_897_1336",0.659284170613625
"O15400_IDR_121_164",1
"O15403_IDR_206_279",0.534487931708772
"O15403_IDR_475_523",0.465512068291228
"O15405_IDR_1_576",1
"O15409_IDR_1_338",0.268993792949132
