"","GO0034470_ncRNA_processing"
"P54198_IDR_470_664",0.508532872018867
"P54219_IDR_89_133",0.477129372929902
"P54646_IDR_338_399",0.508340036724728
"P54646_IDR_475_533",0.491659963275272
"P54707_IDR_1_46",1
"P54725_IDR_80_159",1
"P54727_IDR_231_273",0.505990890047122
"P54727_IDR_78_180",0.494009109952878
"P54750_IDR_435_494",1
"P54756_IDR_1_35",1
"P54821_IDR_1_245",1
"P54826_IDR_1_42",0.437146492787084
"P54826_IDR_247_328",0.562853507212916
"P54829_IDR_132_162",0.493973101204132
"P54829_IDR_1_91",0.506026898795868
"P54840_IDR_623_703",1
"P54845_IDR_1_136",1
"P54868_IDR_1_43",1
"P55001_IDR_1_100",1
"P55010_IDR_147_229",0.551607438530233
"P55010_IDR_387_425",0.448392561469767
"P55011_IDR_1_204",0.472190164930081
"P55196_IDR_1106_1824",0.366578165991936
"P55196_IDR_139_203",0.334082617660612
"P55196_IDR_543_595",0.299339216347452
"P55201_IDR_49_87",0.187441104404871
"P55197_IDR_199_1035",1
"P55198_IDR_180_1093",1
"P55201_IDR_122_173",0.195480751757019
"P55201_IDR_453_507",0.214760089899429
"P55201_IDR_752_788",0.217378051917741
"P55201_IDR_795_1073",0.184940002020939
"P55209_IDR_131_163",0.346998992049829
"P55209_IDR_1_35",0.317499152856122
"P55209_IDR_348_391",0.335501855094049
"P55210_IDR_1_56",1
"P55211_IDR_95_147",1
"P55212_IDR_1_33",1
"P55265_IDR_1_125",0.229263597076561
"P55265_IDR_204_292",0.260272231490085
"P55265_IDR_359_453",0.255618588298542
"P55265_IDR_576_607",0.254845583134812
"P55899_IDR_325_365",1
"P56159_IDR_348_414",0.505311638505189
"P56159_IDR_416_465",0.494688361494811
"P56177_IDR_1_255",1
"P56178_IDR_1_155",0.506005331236876
"P56178_IDR_158_280",0.493994668763124
"P56180_IDR_1_76",1
"P56181_IDR_1_108",1
"P56182_IDR_233_292",0.401789649754025
"P56182_IDR_343_461",0.598210350245975
"P56211_IDR_1_112",1
"P56270_IDR_1_336",0.501292254341048
"P56270_IDR_427_477",0.498707745658952
"P56373_IDR_363_397",1
"P56524_IDR_1046_1084",0.529513956620069
"P56524_IDR_1_652",0.470486043379931
"P56645_IDR_1_49",0.352575950340238
"P56545_IDR_398_445",1
"P56645_IDR_416_785",0.322694704682883
"P56645_IDR_875_1095",0.324729344976879
"P56945_IDR_51_489",0.479115580326437
"P56945_IDR_600_739",0.520884419673563
"P56962_IDR_206_238",0.32780487186551
"P56962_IDR_258_302",0.344136178855866
"P56962_IDR_28_169",0.328058949278624
"P56975_IDR_118_288",0.238575958404103
"P56975_IDR_1_48",0.26047944445657
"P56975_IDR_312_360",0.260595961875387
"P56975_IDR_387_621",0.24034863526394
"P57052_IDR_87_281",1
"P57053_IDR_1_36",1
"P57054_IDR_1_31",1
"P57055_IDR_115_190",0.548735153024264
"P57055_IDR_1_35",0.451264846975736
"P57057_IDR_251_314",1
"P57058_IDR_1_38",0.516997740655732
"P57058_IDR_390_698",0.483002259344268
"P57059_IDR_350_755",1
"P57073_IDR_1_446",1
"P57077_IDR_1_131",1
"P57768_IDR_1_102",0.461466608882055
"P57768_IDR_247_331",0.538533391117945
"P57771_IDR_1_42",1
"P57773_IDR_112_144",0.549918347914074
"P57773_IDR_245_515",0.450081652085926
"P57789_IDR_1_50",0.377009556340638
"P57789_IDR_327_538",0.622990443659362
"P57796_IDR_1_103",1
"P58004_IDR_220_301",1
"P58005_IDR_271_316",1
"P59923_IDR_245_449",0.511523446877138
"P59942_IDR_25_63",1
"P59990_IDR_1_95",1
"P59991_IDR_1_146",1
"P60006_IDR_46_121",1
"P60014_IDR_1_249",1
"P60153_IDR_1_32",1
"P60321_IDR_27_58",1
"P60323_IDR_113_173",0.475916194734466
"P60323_IDR_21_53",0.524083805265535
"P61296_IDR_1_110",0.479044236958842
"P61296_IDR_160_203",0.520955763041158
"P61313_IDR_155_204",1
"P61328_IDR_1_38",0.495985806615177
"P61328_IDR_209_243",0.504014193384823
"P61366_IDR_30_133",1
"P61371_IDR_139_182",0.499575705843564
"P61371_IDR_233_349",0.500424294156436
"P61587_IDR_201_244",1
"P61647_IDR_40_94",1
"P62753_IDR_163_249",1
"P62807_IDR_1_35",1
"P62847_IDR_93_133",1
"P62851_IDR_1_42",1
"P62910_IDR_1_32",1
"P62955_IDR_209_275",1
"P62995_IDR_1_114",0.475079170739837
"P62995_IDR_209_288",0.524920829260163
"P63010_IDR_587_679",1
"P63027_IDR_1_43",1
"P63162_IDR_86_240",1
"P63252_IDR_1_41",0.480378502963766
"P63252_IDR_366_427",0.519621497036234
"P67809_IDR_119_324",0.567968185030588
"P67809_IDR_1_50",0.432031814969412
"P68400_IDR_332_391",1
"P68543_IDR_1_58",1
"P78310_IDR_264_346",1
"P78345_IDR_210_283",0.438002216604524
"P78345_IDR_57_101",0.561997783395476
"P78347_IDR_191_348",0.272474813529484
"P78347_IDR_655_718",0.242728766654188
"P78347_IDR_815_846",0.243057505016257
"P78347_IDR_951_998",0.24173891480007
"P78348_IDR_469_506",1
"P78352_IDR_1_34",0.498610805571939
"P78352_IDR_253_292",0.501389194428061
"P78356_IDR_293_335",1
"P78357_IDR_1230_1284",0.493368407249642
"P78357_IDR_1311_1384",0.506631592750358
"P78358_IDR_1_84",1
"P78362_IDR_1_59",0.333094295383439
"P78362_IDR_248_510",0.666905704616561
"P78363_IDR_1165_1200",0.498835492586398
"P78363_IDR_1279_1340",0.501164507413602
"P78364_IDR_1_934",1
"P78367_IDR_1_212",1
"P78368_IDR_1_38",0.516392440904866
"P78426_IDR_287_367",0.560538674372524
"P78504_IDR_1094_1218",1
"P78508_IDR_344_379",1
"P78524_IDR_1_683",1
"P78527_IDR_2030_2079",0.476405022991229
"P78527_IDR_2662_2733",0.523594977008771
"P78536_IDR_189_220",0.554278089087428
"P78536_IDR_696_794",0.445721910912572
"P78537_IDR_1_34",1
"P78545_IDR_144_270",1
"P78549_IDR_1_85",1
"P78552_IDR_1_31",1
"P78559_IDR_296_2686",1
"P78562_IDR_1_48",1
"P78563_IDR_155_224",0.413457401802785
"P78563_IDR_1_77",0.586542598197215
"P79522_IDR_1_156",1
"P80162_IDR_1_43",1
"P80192_IDR_1_51",0.509670012028975
"P82094_IDR_834_996",0.505480257584238
"P82673_IDR_1_63",1
"P82675_IDR_179_210",1
"P82909_IDR_1_72",1
"P82912_IDR_37_70",1
"P82970_IDR_1_282",1
"P82979_IDR_1_210",1
"P82987_IDR_1137_1169",1
"P83105_IDR_1_35",1
"P83111_IDR_1_98",0.414056340780967
"P83111_IDR_251_286",0.585943659219033
"P83369_IDR_228_334",0.449529430044615
"P83369_IDR_66_147",0.550470569955385
"P83731_IDR_60_157",1
"P83859_IDR_78_128",1
"P83916_IDR_73_114",1
"P84098_IDR_55_95",1
"P84101_IDR_1_59",1
"P84103_IDR_83_164",1
"P98082_IDR_1_34",0.526399117252024
"P98082_IDR_175_770",0.473600882747976
"P98088_IDR_1338_1371",0.125081759345167
"P98088_IDR_1481_1576",0.12166342694818
"P98088_IDR_1680_1737",0.122854996934092
"P98088_IDR_1849_1948",0.122127406954341
"P98179_IDR_82_157",1
"P98182_IDR_57_226",1
"Q00013_IDR_33_63",1
"Q00056_IDR_26_190",0.488491984576755
"Q00056_IDR_271_320",0.511508015423245
"Q00325_IDR_1_54",1
"Q00444_IDR_8_143",1
"Q00536_IDR_1_114",1
"Q00537_IDR_1_183",1
"Q00577_IDR_1_60",0.428809690584365
"Q00LT1_IDR_20_54",1
"Q01064_IDR_445_477",0.497124093872366
"Q01064_IDR_499_536",0.502875906127634
"Q01081_IDR_188_240",1
"Q01082_IDR_2088_2215",0.519786416676851
"Q01082_IDR_2308_2364",0.480213583323149
"Q01094_IDR_1_33",0.324726171938959
"Q01094_IDR_303_383",0.312999792597881
"Q01094_IDR_38_125",0.362274035463161
"Q01101_IDR_1_266",0.334009899107047
"Q01484_IDR_1567_3957",0.503806711329389
"Q01518_IDR_215_255",0.492842661244069
"Q01518_IDR_277_317",0.507157338755931
"Q01534_IDR_1_106",1
"Q01538_IDR_1_1011",1
"Q01543_IDR_1_119",0.504025591154201
"Q01543_IDR_200_262",0.495974408845799
"Q01546_IDR_1_59",0.5094294913892
"Q01546_IDR_512_638",0.4905705086108
"Q01628_IDR_1_40",1
"Q01629_IDR_1_39",1
"Q01650_IDR_1_41",1
"Q01664_IDR_103_338",0.508030584868411
"Q01664_IDR_1_71",0.491969415131589
"Q01668_IDR_1_100",0.161586744317572
"Q01668_IDR_1621_2062",0.165403811820284
"Q01668_IDR_2109_2157",0.186018335627842
"Q01668_IDR_449_493",0.213102335848923
"Q01668_IDR_760_847",0.273888772385379
"Q01726_IDR_1_34",1
"Q01851_IDR_1_263",1
"Q01860_IDR_1_137",1
"Q01892_IDR_1_166",1
"Q01954_IDR_187_374",0.465931297128918
"Q01954_IDR_377_925",0.534068702871081
"Q01955_IDR_1_1423",1
"Q01959_IDR_1_59",1
"Q01968_IDR_136_209",1
"Q01970_IDR_1194_1234",0.243525737828457
"Q01970_IDR_468_582",0.370886498769059
"Q01970_IDR_866_1111",0.385587763402483
"Q01973_IDR_1_44",0.329745386185742
"Q01973_IDR_428_464",0.35463810078865
"Q01973_IDR_751_937",0.315616513025609
"Q01974_IDR_429_462",0.525289584352711
"Q01974_IDR_752_943",0.474710415647289
"Q02040_IDR_270_378",0.560716081260513
"Q02040_IDR_381_695",0.439283918739487
"Q02078_IDR_72_507",1
"Q02080_IDR_89_365",1
"Q02297_IDR_269_640",0.300172635336301
"Q02318_IDR_1_53",1
"Q02363_IDR_1_32",0.516318096497536
"Q02363_IDR_84_134",0.483681903502465
"Q02383_IDR_1_582",1
"Q02386_IDR_52_163",1
"Q02388_IDR_1168_2789",1
"Q02410_IDR_1_439",0.51923755639773
"Q02410_IDR_481_511",0.48076244360227
"Q02413_IDR_772_805",0.504977313639766
"Q02413_IDR_959_1049",0.495022686360234
"Q02446_IDR_1_55",0.145719248141702
"Q02446_IDR_211_253",0.140290807564549
"Q02446_IDR_275_456",0.137036052147381
"Q02446_IDR_476_515",0.140316965227521
"Q02446_IDR_57_151",0.139042630982315
"Q02446_IDR_587_618",0.144787372916014
"Q02446_IDR_729_759",0.152806923020518
"Q02447_IDR_1_108",0.509997530574314
"Q02447_IDR_274_443",0.490002469425686
"Q02818_IDR_356_461",0.53481140834517
"Q02833_IDR_209_373",0.472321653058765
"Q02833_IDR_90_200",0.527678346941235
"Q02878_IDR_1_139",1
"Q02880_IDR_1206_1626",0.605558814861742
"Q02880_IDR_1_52",0.394441185138258
"Q02930_IDR_1_382",0.496664037992222
"Q02930_IDR_440_508",0.503335962007778
"Q02952_IDR_1_1782",1
"Q02962_IDR_128_264",1
"Q03014_IDR_1_270",1
"Q03052_IDR_1_251",0.481073727828478
"Q03052_IDR_393_451",0.518926272171522
"Q03060_IDR_1_54",0.49577269835088
"Q03060_IDR_75_166",0.50422730164912
"Q03111_IDR_146_489",1
"Q03112_IDR_1_49",0.334515534294456
"Q03112_IDR_190_377",0.326085579940461
"Q03112_IDR_386_1230",0.339398885765083
"Q03135_IDR_1_54",1
"Q03468_IDR_1010_1249",0.214156234282006
"Q03468_IDR_1318_1423",0.153639157741819
"Q03468_IDR_156_456",0.32867712287893
"Q03692_IDR_17_542",1
"Q03701_IDR_1018_1054",0.216152333777242
"Q03701_IDR_1_38",0.205296456175957
"Q03701_IDR_625_691",0.16507878670353
"Q03701_IDR_824_973",0.251129589668331
"Q03701_IDR_90_166",0.16234283367494
"Q03721_IDR_164_201",0.545273097160959
"Q03721_IDR_486_586",0.454726902839041
"Q03828_IDR_1_191",0.50466620827948
"Q03828_IDR_292_476",0.49533379172052
"Q03923_IDR_58_145",1
"Q03933_IDR_189_248",0.265850923301724
"Q03933_IDR_251_365",0.244950426513288
"Q03933_IDR_383_438",0.247591932786135
"Q03933_IDR_459_499",0.241606717398854
"Q05519_IDR_118_186",0.408749652854576
"Q05519_IDR_194_484",0.591250347145423
"Q05586_IDR_863_938",1
"Q05655_IDR_293_336",1
"Q05682_IDR_1_793",1
"Q05707_IDR_1378_1421",0.523462940622038
"Q05707_IDR_1425_1796",0.476537059377962
"Q05901_IDR_353_384",1
"Q05925_IDR_1_304",1
"Q05932_IDR_1_41",1
"Q06481_IDR_1_41",0.290402410590863
"Q06481_IDR_206_318",0.411296681169835
"Q06481_IDR_568_710",0.298300908239301
"Q06495_IDR_604_639",1
"Q06546_IDR_126_158",0.510682935372018
"Q06546_IDR_275_315",0.489317064627982
"Q06587_IDR_124_260",0.499553720132209
"Q06587_IDR_286_352",0.500446279867791
"Q06643_IDR_1_85",1
"Q07325_IDR_94_125",1
"Q07326_IDR_29_77",1
"Q07343_IDR_1_311",0.44252034722787
"Q07343_IDR_685_736",0.55747965277213
"Q07352_IDR_180_324",0.499335016976566
"Q07352_IDR_19_114",0.500664983023434
"Q07444_IDR_1_110",1
"Q07617_IDR_112_158",0.181271964827024
"Q07617_IDR_166_198",0.185504616534604
"Q07617_IDR_325_445",0.24913350101559
"Q07617_IDR_574_619",0.174715206786621
"Q07617_IDR_741_799",0.209374710836161
"Q07627_IDR_1_169",1
"Q07666_IDR_1_99",0.500432836890997
"Q07666_IDR_274_443",0.499567163109003
"Q07687_IDR_1_328",1
"Q07699_IDR_178_218",1
"Q08174_IDR_880_934",0.565527896484985
"Q08209_IDR_483_521",1
"Q08211_IDR_1152_1217",0.358521563012132
"Q08211_IDR_297_350",0.32308522730315
"Q08211_IDR_86_134",0.318393209684719
"Q08289_IDR_187_280",0.299304961883805
"Q08289_IDR_1_91",0.310359054677034
"Q08289_IDR_468_651",0.390335983439161
"Q08345_IDR_377_454",0.501704212464963
"Q08345_IDR_465_599",0.498295787535037
"Q08357_IDR_219_480",1
"Q08378_IDR_1352_1498",0.523253543854146
"Q08378_IDR_1_432",0.476746456145854
"Q08379_IDR_1_206",0.306200281517399
"Q08379_IDR_431_605",0.346374482519087
"Q08379_IDR_611_957",0.347425235963514
"Q08AG5_IDR_341_449",0.489613402052181
"Q08AM6_IDR_335_392",0.517488606127599
"Q08AM6_IDR_474_521",0.482511393872401
"Q08AN1_IDR_51_183",1
"Q08ER8_IDR_63_198",1
"Q08J23_IDR_1_35",0.328024053396586
"Q08J23_IDR_434_511",0.334828102933132
"Q08J23_IDR_708_767",0.337147843670283
"Q09013_IDR_360_395",0.504343426453834
"Q09013_IDR_411_629",0.495656573546166
"Q09019_IDR_386_423",0.274116232767198
"Q09019_IDR_38_94",0.24353997236071
"Q09019_IDR_452_575",0.241833935631597
"Q09019_IDR_634_674",0.240509859240494
"Q0D2I5_IDR_522_559",0.339039813045748
"Q0D2J5_IDR_48_142",1
"Q0D2K3_IDR_1_53",1
"Q0IIM8_IDR_1030_1071",0.327838934549223
"Q0IIM8_IDR_394_429",0.333001020612176
"Q0IIM8_IDR_913_960",0.339160044838601
"Q0JRZ9_IDR_256_540",1
"Q0P641_IDR_141_193",1
"Q0P651_IDR_268_336",1
"Q0P670_IDR_90_501",1
"Q0P6D2_IDR_1_44",1
"Q0P6D6_IDR_1_42",0.395800801648014
"Q0P6D6_IDR_51_864",0.604199198351987
"Q0P6H9_IDR_1_51",1
"Q0VAA2_IDR_1_77",1
"Q0VAQ4_IDR_1_97",1
"Q0VD83_IDR_32_1078",1
"Q0VD86_IDR_128_172",0.528718189286133
"Q0VD86_IDR_1_40",0.471281810713867
"Q0VDD7_IDR_1_668",1
"Q10570_IDR_895_925",0.323220565141657
"Q10571_IDR_1_1200",1
"Q10586_IDR_1_275",1
"Q10587_IDR_109_253",0.687476705134676
"Q10587_IDR_1_82",0.312523294865324
"Q10588_IDR_1_31",1
"Q10589_IDR_131_180",1
"Q11130_IDR_1_43",1
"Q11201_IDR_1_34",1
"Q12756_IDR_1091_1124",0.196471792625243
"Q12756_IDR_1402_1443",0.192733237766787
"Q12756_IDR_1467_1558",0.188235529115419
"Q12756_IDR_659_695",0.217140801615734
"Q12756_IDR_948_987",0.205418638876818
"Q12767_IDR_440_545",0.535061867287014
"Q12767_IDR_886_930",0.464938132712986
"Q12769_IDR_1_34",1
"Q12770_IDR_454_496",0.327600200358885
"Q12770_IDR_818_855",0.35092702548894
"Q12770_IDR_924_957",0.321472774152175
"Q12802_IDR_2440_2526",0.255284236487961
"Q12802_IDR_2542_2572",0.250174537643433
"Q12802_IDR_2667_2803",0.264638432635397
"Q12802_IDR_288_1952",0.22990279323321
"Q12809_IDR_135_369",0.50563300732916
"Q12809_IDR_866_1159",0.49436699267084
"Q12815_IDR_1_703",1
"Q12816_IDR_1_439",0.52186310260912
"Q12816_IDR_648_1431",0.47813689739088
"Q12824_IDR_66_163",1
"Q12829_IDR_238_278",1
"Q12830_IDR_1050_1794",0.156909896235882
"Q12830_IDR_1_222",0.181737380261463
"Q12830_IDR_1972_2010",0.131761699234012
"Q12830_IDR_2014_2113",0.126070947815807
"Q12830_IDR_2120_2294",0.115075317052188
"Q12830_IDR_2328_2863",0.126434513052987
"Q12830_IDR_562_776",0.162010246347661
"Q12834_IDR_1_107",1
"Q12837_IDR_1_253",1
"Q12887_IDR_1_49",0.483071633067944
"Q12887_IDR_63_138",0.516928366932056
"Q12888_IDR_1604_1714",0.548738682071718
"Q12888_IDR_26_1485",0.451261317928282
"Q12889_IDR_386_441",0.49950037710329
"Q12889_IDR_469_590",0.50049962289671
"Q12893_IDR_296_351",1
"Q12901_IDR_60_156",1
"Q12904_IDR_83_147",1
"Q12905_IDR_356_390",1
"Q12906_IDR_340_407",0.257825350340274
"Q12906_IDR_470_517",0.237075353179935
"Q12906_IDR_54_84",0.283466282130583
"Q12906_IDR_591_894",0.221633014349208
"Q12907_IDR_281_356",1
"Q12908_IDR_316_348",1
"Q12918_IDR_16_88",1
"Q12923_IDR_182_305",0.148929662027397
"Q12923_IDR_414_508",0.143390947884541
"Q12926_IDR_1_36",1
"Q12950_IDR_190_439",0.447687789248449
"Q12951_IDR_210_336",1
"Q12952_IDR_135_304",1
"Q12955_IDR_1_41",0.560047332232721
"Q12955_IDR_1439_4377",0.439952667767279
"Q12959_IDR_141_190",0.320099426812603
"Q12959_IDR_65_139",0.326196227506882
"Q12959_IDR_661_695",0.353704345680514
"Q12965_IDR_927_1050",1
"Q12967_IDR_252_364",0.511102191803295
"Q12967_IDR_648_788",0.488897808196705
"Q12968_IDR_1045_1075",0.342741992974639
"Q12968_IDR_56_383",0.330196255391164
"Q12968_IDR_702_1011",0.327061751634197
"Q12972_IDR_130_351",1
"Q12979_IDR_27_86",1
"Q12980_IDR_32_63",0.516831241749764
"Q12980_IDR_417_483",0.483168758250236
"Q12981_IDR_114_145",1
"Q12982_IDR_1_125",1
"Q13023_IDR_2116_2319",0.178565283509005
"Q13029_IDR_1194_1691",0.530673255699584
"Q13029_IDR_154_1192",0.469326744300416
"Q13033_IDR_1_69",0.415728266763953
"Q13033_IDR_81_420",0.584271733236047
"Q13042_IDR_540_620",1
"Q13043_IDR_303_435",1
"Q13045_IDR_405_442",0.368228000885928
"Q13045_IDR_947_977",0.631771999114072
"Q13061_IDR_77_683",1
"Q13064_IDR_1_240",1
"Q13065_IDR_1_117",1
"Q13127_IDR_20_155",0.337532555130087
"Q13127_IDR_411_1054",0.662467444869913
"Q13129_IDR_1_45",0.129586080444129
"Q13129_IDR_1554_1589",0.126698263018134
"Q13129_IDR_1593_1777",0.127340157184086
"Q13129_IDR_1779_1839",0.149996735622083
"Q13129_IDR_483_581",0.164435681283963
"Q13129_IDR_593_672",0.15843394427161
"Q13129_IDR_804_1552",0.143509138175996
"Q13131_IDR_350_404",0.499155284703264
"Q13131_IDR_479_540",0.500844715296736
"Q13201_IDR_978_1061",0.336018565705076
"Q13202_IDR_304_525",0.474188520734242
"Q13202_IDR_528_614",0.525811479265758
"Q13203_IDR_1_68",1
"Q13206_IDR_1_43",0.365181113765529
"Q13206_IDR_507_689",0.281619633212656
"Q13206_IDR_691_857",0.353199253021815
"Q13207_IDR_1_102",0.50535793730814
"Q13207_IDR_270_712",0.49464206269186
"Q13214_IDR_668_749",1
"Q13283_IDR_140_335",0.523952891580669
"Q13283_IDR_416_466",0.476047108419331
"Q13285_IDR_79_174",1
"Q13286_IDR_1_31",0.489467564582252
"Q13286_IDR_234_268",0.510532435417748
"Q13291_IDR_262_301",1
"Q13304_IDR_1_54",1
"Q13308_IDR_725_780",1
"Q13309_IDR_1_75",1
"Q13310_IDR_439_551",1
"Q13315_IDR_831_884",1
"Q13316_IDR_1_513",1
"Q13319_IDR_10_174",0.511360071955581
"Q13319_IDR_330_360",0.488639928044419
"Q13322_IDR_1_165",0.478283817417358
"Q13322_IDR_413_485",0.521716182582642
"Q13323_IDR_20_61",1
"Q13324_IDR_1_33",1
"Q13330_IDR_342_389",0.328451601120844
"Q13330_IDR_429_649",0.327109515436915
"Q13370_IDR_1074_1112",0.273684281199227
"Q13371_IDR_1_52",1
"Q13387_IDR_1_607",1
"Q13393_IDR_140_170",0.333319098009122
"Q13393_IDR_1_50",0.350545231314714
"Q13393_IDR_500_637",0.316135670676165
"Q13398_IDR_1_112",1
"Q13402_IDR_1059_1127",0.448878120403221
"Q13402_IDR_868_998",0.551121879596779
"Q13405_IDR_1_77",1
"Q13409_IDR_1_205",1
"Q13410_IDR_487_526",1
"Q13415_IDR_177_488",1
"Q13416_IDR_30_237",1
"Q13422_IDR_1_222",0.514706216198806
"Q13422_IDR_230_446",0.485293783801194
"Q13425_IDR_59_110",1
"Q13426_IDR_200_336",1
"Q13427_IDR_179_754",1
"Q13428_IDR_21_1488",1
"Q13444_IDR_686_863",1
"Q13451_IDR_421_457",1
"Q13454_IDR_1_46",1
"Q13459_IDR_1040_1492",0.392333939615159
"Q13459_IDR_1915_2157",0.306577383557309
"Q13459_IDR_708_824",0.301088676827532
"Q13461_IDR_157_319",0.503859618651866
"Q13461_IDR_1_70",0.496140381348134
"Q13464_IDR_1318_1354",0.456073221928474
"Q13464_IDR_968_1115",0.543926778071526
"Q13467_IDR_151_186",0.50550303429492
"Q13467_IDR_541_585",0.49449696570508
"Q13469_IDR_119_160",0.260030094322957
"Q13469_IDR_165_360",0.244251728926161
"Q13469_IDR_37_113",0.254263026519149
"Q13469_IDR_680_891",0.241455150231733
"Q13470_IDR_445_585",1
"Q13472_IDR_757_810",0.313758439077958
"Q13472_IDR_853_894",0.318731147604244
"Q13472_IDR_941_1001",0.367510413317797
"Q13505_IDR_1_149",1
"Q13506_IDR_259_289",0.311285779844951
"Q13506_IDR_311_487",0.377215780381176
"Q13506_IDR_78_251",0.311498439773872
"Q13508_IDR_283_365",1
"Q13515_IDR_1_51",1
"Q13516_IDR_1_134",0.57028017525665
"Q13516_IDR_179_323",0.42971982474335
"Q13519_IDR_71_152",1
"Q13520_IDR_252_282",1
"Q13523_IDR_1_660",1
"Q13530_IDR_354_392",1
"Q13535_IDR_413_452",1
"Q13541_IDR_66_118",1
"Q13542_IDR_1_53",0.490198356682015
"Q13542_IDR_55_120",0.509801643317984
"Q13547_IDR_382_482",1
"Q13554_IDR_317_536",1
"Q13557_IDR_308_358",1
"Q13561_IDR_21_109",0.495823576888062
"Q13601_IDR_1_35",0.363200967466187
"Q13601_IDR_247_381",0.636799032533813
"Q13610_IDR_45_113",1
"Q13613_IDR_1_94",1
"Q13614_IDR_1_73",1
"Q13615_IDR_1064_1101",0.333836520935565
"Q13615_IDR_265_306",0.321398318086425
"Q13615_IDR_581_992",0.34476516097801
"Q13619_IDR_1_40",1
"Q13620_IDR_1_193",1
"Q13769_IDR_302_336",0.468241731135624
"Q13772_IDR_157_203",0.24082709338321
"Q13772_IDR_205_260",0.240256519922817
"Q13772_IDR_262_387",0.261561910216463
"Q13772_IDR_434_486",0.25735447647751
"Q13796_IDR_119_1313",0.468762765425578
"Q13796_IDR_1353_1433",0.531237234574422
"Q13823_IDR_1_33",0.30781798438087
"Q13823_IDR_464_731",0.69218201561913
"Q13825_IDR_1_31",1
"Q14008_IDR_1423_1497",0.128317589001802
"Q14008_IDR_1892_1938",0.122962218091929
"Q14008_IDR_1945_2016",0.117449631088494
"Q14011_IDR_82_172",1
"Q14012_IDR_318_370",1
"Q14028_IDR_1119_1219",0.478799978859995
"Q14028_IDR_1_632",0.521200021140005
"Q14031_IDR_1_1446",1
"Q14050_IDR_1_684",1
"Q14055_IDR_1_689",1
"Q14140_IDR_1_63",0.529235863587541
"Q14140_IDR_78_240",0.470764136412458
"Q14141_IDR_398_434",1
"Q14145_IDR_1_49",1
"Q14147_IDR_698_763",1
"Q14149_IDR_438_827",0.544586998715171
"Q14149_IDR_846_888",0.455413001284829
"Q14151_IDR_1_64",0.291579537770833
"Q14151_IDR_482_948",0.316283785261683
"Q14151_IDR_79_406",0.392136676967483
"Q14152_IDR_784_1382",1
"Q14153_IDR_1_422",1
"Q14154_IDR_146_224",0.507370220523918
"Q14154_IDR_1_66",0.492629779476082
"Q14155_IDR_135_178",0.330080323851228
"Q14155_IDR_578_705",0.330143562108221
"Q14155_IDR_728_774",0.33977611404055
"Q14156_IDR_195_227",0.498600791210931
"Q14156_IDR_686_723",0.501399208789069
"Q14157_IDR_1_69",0.526144361365385
"Q14202_IDR_1_305",0.547677118347556
"Q14202_IDR_754_1060",0.452322881652444
"Q14203_IDR_1025_1089",0.496166608563243
"Q14203_IDR_95_243",0.503833391436757
"Q14207_IDR_72_1411",1
"Q14209_IDR_1_127",0.510901652133242
"Q14209_IDR_308_384",0.489098347866758
"Q14242_IDR_1_364",0.469315718152385
"Q14242_IDR_366_412",0.530684281847615
"Q14244_IDR_1_721",1
"Q14247_IDR_1_38",0.435816737844251
"Q14247_IDR_68_492",0.564183262155749
"Q14249_IDR_1_58",1
"Q14257_IDR_1_37",1
"Q14258_IDR_355_440",1
"Q14289_IDR_1_35",0.453415449013956
"Q14289_IDR_690_877",0.546584550986044
"Q14314_IDR_175_206",0.479883228828312
"Q14314_IDR_94_173",0.520116771171688
"Q14469_IDR_151_271",0.476912318973806
"Q14493_IDR_1_139",0.535055616215172
"Q14493_IDR_202_270",0.464944383784827
"Q14494_IDR_110_612",1
"Q14498_IDR_1_144",1
"Q14500_IDR_1_42",0.476310616460551
"Q14500_IDR_366_433",0.523689383539449
"Q14511_IDR_560_699",0.529177882787396
"Q14511_IDR_66_401",0.470822117212604
"Q14512_IDR_154_205",0.502219805938198
"Q14512_IDR_1_56",0.497780194061802
"Q14515_IDR_1_424",1
"Q14517_IDR_4206_4588",1
"Q14524_IDR_1053_1147",0.202900044084675
"Q14524_IDR_1922_2016",0.189997470036435
"Q14524_IDR_30_62",0.197115538967712
"Q14524_IDR_425_663",0.206987718962605
"Q14524_IDR_992_1041",0.202999227948572
"Q14525_IDR_368_404",1
"Q14526_IDR_152_689",1
"Q14571_IDR_1828_1874",0.361820702651843
"Q14573_IDR_1129_1165",0.322782968576329
"Q14573_IDR_1555_1585",0.215028881887419
"Q14573_IDR_1803_1862",0.23378323746977
"Q14573_IDR_904_959",0.228404912066482
"Q14576_IDR_1_36",1
"Q14582_IDR_1_209",1
"Q14584_IDR_14_185",1
"Q14585_IDR_1_59",1
"Q14587_IDR_1_200",1
"Q14588_IDR_53_147",1
"Q14590_IDR_61_262",1
"Q14592_IDR_56_149",1
"Q14593_IDR_1_33",1
"Q14596_IDR_289_365",0.350113810817013
"Q14596_IDR_482_882",0.314805828513856
"Q14596_IDR_87_147",0.335080360669131
"Q14623_IDR_1_48",1
"Q14671_IDR_781_814",0.201230115071886
"Q14674_IDR_1296_1487",0.524797010227015
"Q14674_IDR_1507_1570",0.475202989772985
"Q14676_IDR_138_1891",1
"Q14677_IDR_147_625",1
"Q14678_IDR_1_48",0.509125447480741
