"","GO0000398_mRNA_splicing._via_spliceosome"
"A2RRP1_IDR_454_485",0.549484994508274
"A4D161_IDR_198_230",0.472360888144125
"A4D161_IDR_236_298",0.527639111855875
"A4D1E1_IDR_30_470",0.498074252316376
"A4D1E1_IDR_485_1245",0.501925747683624
"A4D1E9_IDR_351_387",1
"A4D1F6_IDR_1_52",1
"A4D1P6_IDR_246_331",1
"A4D1S0_IDR_1_281",1
"A4D1U4_IDR_1_74",1
"A4D256_IDR_349_447",1
"A4FU69_IDR_1_114",0.439459373358775
"A4FU69_IDR_430_806",0.560540626641225
"A4GXA9_IDR_1_63",1
"A4IF30_IDR_1_162",0.526141716290365
"A4IF30_IDR_489_521",0.473858283709635
"A4QMS7_IDR_1_44",1
"A4UGR9_IDR_1_314",0.251441534959467
"A4UGR9_IDR_1453_1487",0.250492905959619
"A4UGR9_IDR_1523_1573",0.248364745191241
"A4UGR9_IDR_1577_3374",0.249700813889673
"A5D8V6_IDR_141_346",1
"A5D8V7_IDR_1_74",0.309189580436091
"A5D8V7_IDR_296_347",0.333506125567308
"A5D8V7_IDR_549_595",0.357304293996601
"A5LHX3_IDR_253_300",1
"A5PKW4_IDR_1_553",0.474590218544305
"A5PKW4_IDR_980_1024",0.525409781455695
"A5PL33_IDR_1_1030",1
"A5PLK6_IDR_1035_1076",0.258761020681496
"A5PLK6_IDR_262_344",0.23884994984535
"A5PLK6_IDR_608_642",0.252484797267573
"A5PLK6_IDR_825_857",0.249904232205581
"A5PLL1_IDR_173_514",1
"A5PLL7_IDR_1_31",1
"A5PLN7_IDR_18_265",0.496532884634363
"A5PLN7_IDR_482_773",0.503467115365637
"A5X5Y0_IDR_363_401",1
"A6NCC3_IDR_1_121",0.332168009144135
"A6NCC3_IDR_182_215",0.330467589654331
"A6NCC3_IDR_280_609",0.337364401201534
"A6NCI4_IDR_1_68",0.472055855924834
"A6NCI4_IDR_725_818",0.527944144075166
"A6NCI8_IDR_1_149",0.315255039862152
"A6NCI8_IDR_151_212",0.351751634867638
"A6NCI8_IDR_216_906",0.33299332527021
"A6NCL1_IDR_129_288",1
"A6NCL2_IDR_1_38",1
"A6NCL7_IDR_260_310",0.308893800574312
"A6NCL7_IDR_313_494",0.325361517935232
"A6NCL7_IDR_6_38",0.365744681490455
"A6NCM1_IDR_334_381",1
"A6NCQ9_IDR_83_141",1
"A6NCS4_IDR_1_134",1
"A6NCS6_IDR_232_295",0.480106403426555
"A6NCS6_IDR_61_100",0.519893596573445
"A6NCW0_IDR_1_56",0.316646921191892
"A6NCW0_IDR_379_463",0.323961731628158
"A6NCW0_IDR_470_528",0.35939134717995
"A6NCW7_IDR_1_56",0.316262099659727
"A6NCW7_IDR_379_448",0.327740622926471
"A6NCW7_IDR_471_525",0.355997277413802
"A6ND36_IDR_311_430",0.289806150234747
"A6ND36_IDR_433_823",0.375161501878778
"A6ND36_IDR_76_110",0.335032347886475
"A6NDA9_IDR_494_550",1
"A6NDB9_IDR_1_673",1
"A6NDD5_IDR_1_156",0.490929152892375
"A6NDY2_IDR_1_464",1
"A6NDZ8_IDR_1_158",1
"A6NE01_IDR_207_239",0.333567577085608
"A6NE01_IDR_291_330",0.351135717331399
"A6NE01_IDR_332_2102",0.315296705582993
"A6NE21_IDR_1_464",1
"A6NE52_IDR_1091_1164",0.35339517545901
"A6NE52_IDR_1362_1435",0.316584160822739
"A6NE52_IDR_898_941",0.330020663718251
"A6NE82_IDR_1_158",1
"A6NEE1_IDR_254_287",0.486339902396454
"A6NEE1_IDR_413_478",0.513660097603546
"A6NEH6_IDR_1_125",1
"A6NEL2_IDR_728_793",0.445111752229754
"A6NEL2_IDR_79_589",0.554888247770245
"A6NEN9_IDR_115_183",1
"A6NEQ0_IDR_69_496",1
"A6NEQ2_IDR_1_66",0.334793301133916
"A6NEQ2_IDR_294_368",0.330238417942529
"A6NEQ2_IDR_74_282",0.334968280923555
"A6NEV1_IDR_108_266",0.429705422333448
"A6NEV1_IDR_1_53",0.570294577666552
"A6NEW6_IDR_1_464",1
"A6NF34_IDR_349_425",0.434522305534358
"A6NF34_IDR_516_631",0.565477694465642
"A6NF83_IDR_1_97",1
"A6NFA0_IDR_122_258",0.472146285228632
"A6NFA0_IDR_269_338",0.527853714771368
"A6NFI3_IDR_636_683",0.183203355102552
"A6NFI3_IDR_938_970",0.199988202016245
"A6NFK2_IDR_1_111",1
"A6NFN3_IDR_1_100",1
"A6NFN9_IDR_359_442",1
"A6NFQ7_IDR_70_107",1
"A6NFX1_IDR_1_36",1
"A6NFY7_IDR_77_115",1
"A6NFZ4_IDR_1_60",1
"A6NGA9_IDR_219_273",1
"A6NGB7_IDR_1_58",0.489036320632286
"A6NGB7_IDR_179_265",0.510963679367714
"A6NGB9_IDR_1_483",1
"A6NGC4_IDR_228_264",1
"A6NGD5_IDR_124_351",0.497367486974377
"A6NGD5_IDR_1_39",0.502632513025623
"A6NGE4_IDR_1_137",0.537868277211298
"A6NGE4_IDR_560_600",0.462131722788702
"A6NGG8_IDR_1_171",0.494436251293773
"A6NGG8_IDR_332_1256",0.505563748706227
"A6NGQ2_IDR_1_32",1
"A6NGR9_IDR_30_90",1
"A6NGS2_IDR_79_130",1
"A6NGY1_IDR_1_173",0.553721414656427
"A6NGY1_IDR_250_282",0.446278585343572
"A6NGY3_IDR_1_54",1
"A6NHJ4_IDR_1_229",1
"A6NHN0_IDR_1_342",1
"A6NI87_IDR_1_53",0.491250554784289
"A6NI87_IDR_202_242",0.508749445215711
"A6NIH7_IDR_1_54",1
"A6NIK2_IDR_228_292",1
"A6NIN4_IDR_110_147",1
"A6NIR3_IDR_103_147",0.327755821675302
"A6NIR3_IDR_170_277",0.330282034210544
"A6NIR3_IDR_346_407",0.341962144114154
"A6NIX2_IDR_1_197",1
"A6NIY4_IDR_1_166",1
"A6NJ08_IDR_1_156",1
"A6NJ46_IDR_1_59",0.307050133650868
"A6NJ46_IDR_190_241",0.34166591194072
"A6NJ46_IDR_92_145",0.351283954408411
"A6NJ64_IDR_73_397",1
"A6NJB7_IDR_1_57",0.376942382479466
"A6NJB7_IDR_194_265",0.314168614034199
"A6NJB7_IDR_92_142",0.308889003486335
"A6NJG2_IDR_1_107",0.50665276586738
"A6NJG2_IDR_242_315",0.49334723413262
"A6NJG6_IDR_1_315",1
"A6NJI1_IDR_1_68",1
"A6NJI9_IDR_197_227",1
"A6NJJ6_IDR_1_81",1
"A6NJL1_IDR_126_350",0.492259142037044
"A6NJL1_IDR_1_39",0.507740857962956
"A6NJQ4_IDR_1_464",1
"A6NJT0_IDR_1_531",1
"A6NK89_IDR_133_408",0.325366392669739
"A6NK89_IDR_41_80",0.381502600069457
"A6NK89_IDR_438_499",0.293131007260803
"A6NKB5_IDR_1878_2137",0.333867269186057
"A6NKB5_IDR_733_803",0.351780329234118
"A6NKB5_IDR_93_695",0.314352401579826
"A6NKC0_IDR_1_464",1
"A6NKC9_IDR_145_451",1
"A6NKD2_IDR_1_105",1
"A6NKD9_IDR_153_378",0.48895079789572
"A6NKD9_IDR_38_147",0.51104920210428
"A6NKF2_IDR_1_95",0.535910167362717
"A6NKF2_IDR_220_362",0.464089832637283
"A6NKF7_IDR_1_57",0.493390432905696
"A6NKF7_IDR_59_95",0.506609567094304
"A6NKG5_IDR_1_188",0.497809122892544
"A6NKG5_IDR_1252_1282",0.502190877107456
"A6NKL6_IDR_1_37",0.327844244777449
"A6NKL6_IDR_212_593",0.305978978765639
"A6NKL6_IDR_79_147",0.366176776456912
"A6NKN8_IDR_1_68",1
"A6NKP2_IDR_1_32",1
"A6NKU9_IDR_1_383",1
"A6NKW6_IDR_94_150",1
"A6NL88_IDR_119_538",0.531644088943264
"A6NLW8_IDR_155_204",0.493085252163701
"A6NLW8_IDR_69_102",0.506914747836299
"A6NLX3_IDR_1_79",1
"A6NLX4_IDR_107_147",1
"A6NM10_IDR_248_295",1
"A6NM11_IDR_1_1457",0.294904369276595
"A6NM11_IDR_1529_1623",0.33389927147222
"A6NM11_IDR_1658_1700",0.371196359251185
"A6NM28_IDR_67_150",1
"A6NM62_IDR_236_305",0.323976225953877
"A6NM62_IDR_321_355",0.342167527266964
"A6NM62_IDR_360_1247",0.33385624677916
"A6NMA1_IDR_35_69",1
"A6NMB9_IDR_100_366",1
"A6NMD0_IDR_1_133",1
"A6NMD2_IDR_1_125",0.331653680216855
"A6NMD2_IDR_182_220",0.327119116487844
"A6NMD2_IDR_276_609",0.341227203295301
"A6NMK8_IDR_1_407",0.479361721943802
"A6NMK8_IDR_482_535",0.520638278056197
"A6NMN3_IDR_1_101",0.33285633543045
"A6NMN3_IDR_152_185",0.313280083135563
"A6NMN3_IDR_246_283",0.353863581433986
"A6NMS7_IDR_1047_1138",0.188595336461895
"A6NMS7_IDR_1147_1456",0.201380796543158
"A6NNJ1_IDR_1_464",1
"A6NNL0_IDR_1_522",0.50147374591622
"A6NNL0_IDR_525_878",0.49852625408378
"A6NNM3_IDR_1199_1449",0.243874712304982
"A6NNM3_IDR_209_380",0.249469636847218
"A6NNM3_IDR_681_828",0.240733427317105
"A6NNM3_IDR_90_191",0.265922223530695
"A6NNM8_IDR_1_84",0.252017190713673
"A6NNM8_IDR_431_477",0.259951439557067
"A6NNM8_IDR_496_723",0.242556361375172
"A6NNM8_IDR_725_774",0.245475008354089
"A6NNP5_IDR_155_214",1
"A6NNT2_IDR_1029_1141",0.48219690891075
"A6NNT2_IDR_39_700",0.51780309108925
"A6NNW6_IDR_178_219",0.508585714746872
"A6NNW6_IDR_587_625",0.491414285253128
"A6NP61_IDR_107_218",1
"A6PVL3_IDR_82_124",1
"A6PVS8_IDR_263_414",1
"A6PVY3_IDR_112_158",1
"A6QL63_IDR_1_46",0.321439166036423
"A6QL63_IDR_258_342",0.334929076849562
"A6QL63_IDR_387_418",0.343631757114016
"A6XGL0_IDR_1_58",1
"A7XYQ1_IDR_272_873",0.258261268443368
"A7XYQ1_IDR_49_180",0.238217678025152
"A8CG34_IDR_1_64",0.480764820199749
"A8CG34_IDR_70_1229",0.519235179800251
"A8K0R7_IDR_1_349",0.504334124497489
"A8K0R7_IDR_450_726",0.495665875502511
"A8K0Z3_IDR_371_465",0.516546563385544
"A8K0Z3_IDR_97_368",0.483453436614456
"A8K5M9_IDR_1_142",1
"A8K830_IDR_1_63",1
"A8K855_IDR_184_263",1
"A8K8P3_IDR_1_74",0.543771729514751
"A8K8P3_IDR_933_1149",0.456228270485249
"A8K8V0_IDR_82_170",1
"A8K979_IDR_242_412",0.500140069891448
"A8K979_IDR_416_549",0.499859930108552
"A8MPX8_IDR_14_55",0.364825797598911
"A8MPX8_IDR_300_348",0.306619799187115
"A8MPX8_IDR_518_588",0.328554403213974
"A8MPY1_IDR_1_58",0.494919861054403
"A8MPY1_IDR_392_430",0.505080138945597
"A8MQ03_IDR_1_101",1
"A8MT70_IDR_397_598",0.246905311115712
"A8MT70_IDR_601_716",0.23838635874241
"A8MT70_IDR_747_785",0.269600910411609
"A8MTA8_IDR_1_166",1
"A8MTJ6_IDR_1_127",0.519908036246546
"A8MTJ6_IDR_231_382",0.480091963753454
"A8MTL3_IDR_114_300",1
"A8MTQ0_IDR_1_78",0.480616126768407
"A8MTQ0_IDR_208_251",0.519383873231593
"A8MTY0_IDR_57_197",1
"A8MTY7_IDR_1_169",1
"A8MTZ7_IDR_145_207",0.321170949582127
"A8MTZ7_IDR_1_75",0.329820227340397
"A8MTZ7_IDR_227_269",0.349008823077476
"A8MU46_IDR_1_376",1
"A8MU93_IDR_1_118",1
"A8MUK1_IDR_1_54",0.316466266431184
"A8MUK1_IDR_379_462",0.325571831526107
"A8MUK1_IDR_470_528",0.357961902042709
"A8MUX0_IDR_1_517",1
"A8MUZ8_IDR_57_170",1
"A8MV65_IDR_113_326",0.466775479413024
"A8MV65_IDR_15_79",0.533224520586976
"A8MVA2_IDR_1_152",1
"A8MVS5_IDR_182_230",1
"A8MVW0_IDR_342_653",0.479649024568892
"A8MVW0_IDR_659_826",0.520350975431108
"A8MW92_IDR_138_677",0.45817283874859
"A8MW92_IDR_809_924",0.54182716125141
"A8MXT2_IDR_1_105",1
"A8MXV6_IDR_1_196",1
"A8MXY4_IDR_57_143",1
"A8MXZ1_IDR_1_464",1
"A8MXZ3_IDR_1_250",1
"A8MYA2_IDR_1_482",1
"A8MYU2_IDR_1046_1149",0.499936461536759
"A8MYU2_IDR_632_682",0.500063538463241
"A8MYZ0_IDR_1_91",1
"A8MYZ6_IDR_171_436",0.474987124635904
"A8MYZ6_IDR_1_86",0.525012875364095
"A8MZ36_IDR_97_187",1
"A8MZ59_IDR_28_122",1
"A8MZA4_IDR_1_110",0.523548401538669
"A8MZA4_IDR_147_401",0.476451598461331
"A8MZG2_IDR_1_86",0.499801666841956
"A8MZG2_IDR_89_182",0.500198333158044
"A8TX70_IDR_1474_1692",0.542437512424981
"A8TX70_IDR_2584_2615",0.457562487575019
"A9QM74_IDR_15_66",1
"B0FP48_IDR_215_263",1
"B0YJ81_IDR_1_67",1
"B1AJZ9_IDR_100_352",0.188515956864583
"B1AJZ9_IDR_1060_1279",0.194399546289919
"B1AJZ9_IDR_1356_1412",0.225016565002105
"B1AJZ9_IDR_590_699",0.187978268045523
"B1AJZ9_IDR_921_1001",0.204089663797869
"B1AK53_IDR_331_362",0.503860403886878
"B1ANS9_IDR_1030_1081",1
"B1ATL7_IDR_1_163",1
"B2RC85_IDR_646_758",0.490666346532698
"B2RC85_IDR_779_870",0.509333653467302
"B2RNN3_IDR_15_196",1
"B2RTY4_IDR_1132_1843",0.329359913575603
"B2RTY4_IDR_2278_2531",0.325996267676901
"B2RTY4_IDR_739_823",0.344643818747496
"B2RU33_IDR_361_524",1
"B2RXF0_IDR_1_48",0.508344411977882
"B2RXF0_IDR_184_235",0.491655588022118
"B2RXF5_IDR_120_290",1
"B2RXH2_IDR_343_506",1
"B2RXH4_IDR_118_370",0.495085469562485
"B2RXH4_IDR_374_463",0.504914530437515
"B2RXH8_IDR_86_293",1
"B3KS81_IDR_1_715",1
"B3KU38_IDR_1_55",0.494883600410119
"B3KU38_IDR_63_486",0.505116399589881
"B4DJY2_IDR_1_31",1
"B4DS77_IDR_112_155",0.521006899932553
"B4DS77_IDR_159_423",0.478993100067447
"B4DU55_IDR_68_202",1
"B5ME19_IDR_1_47",0.292525348115642
"B5ME19_IDR_162_301",0.352632662360213
"B5ME19_IDR_880_914",0.354841989524145
"B7U540_IDR_1_42",0.488848822088923
"C9J069_IDR_1_659",0.6215596364586
"C9J069_IDR_826_869",0.3784403635414
"C9J302_IDR_136_202",1
"Q6NX49_IDR_67_221",1
"Q6NXP0_IDR_148_179",0.490461741744947
"Q6NXP0_IDR_270_350",0.509538258255053
"Q6NXP2_IDR_179_280",1
"Q6NXS1_IDR_1_205",1
"Q6NXT1_IDR_1_59",1
"Q6NZ36_IDR_46_145",0.475974651816967
"Q6NZ67_IDR_82_158",1
"Q6NZI2_IDR_1_153",0.428746400220256
"Q6NZI2_IDR_158_390",0.571253599779744
"Q6NZY4_IDR_129_164",0.517966110106536
"Q6NZY4_IDR_371_655",0.482033889893464
"Q6NZY7_IDR_1_31",0.523352933401423
"Q6NZY7_IDR_38_148",0.476647066598578
"Q6P047_IDR_166_211",0.493013814908254
"Q6P047_IDR_239_294",0.506986185091746
"Q6P050_IDR_208_247",1
"Q6P087_IDR_30_61",1
"Q6P0N0_IDR_276_372",0.306775440446591
"Q6P0N0_IDR_480_1132",0.371204231082887
"Q6P0N0_IDR_98_238",0.322020328470522
"Q6P0Q8_IDR_1193_1789",0.33760960994487
"Q6P0Q8_IDR_1_317",0.311363255932798
"Q6P0Q8_IDR_815_1097",0.351027134122332
"Q6P158_IDR_1_94",0.602370311525082
"Q6P158_IDR_431_512",0.198664668841541
"Q6P158_IDR_754_792",0.198965019633377
"Q6P179_IDR_1_51",1
"Q6P1J9_IDR_103_142",0.498306297909194
"Q6P1J9_IDR_260_356",0.501693702090806
"Q6P1L5_IDR_1_354",0.498506225339325
"Q6P1L5_IDR_359_589",0.501493774660675
"Q6P1L6_IDR_1_59",0.511587906309174
"Q6P1L6_IDR_77_237",0.488412093690826
"Q6P1M3_IDR_635_708",0.494468684574634
"Q6P1M3_IDR_938_1020",0.505531315425366
"Q6P1W5_IDR_1_49",0.346188521286376
"Q6P1W5_IDR_516_558",0.34699486445586
"Q6P1W5_IDR_75_472",0.306816614257764
"Q6P1X5_IDR_991_1199",1
"Q6P1X6_IDR_1_36",1
"Q6P280_IDR_1_46",0.481487308761449
"Q6P280_IDR_49_169",0.518512691238551
"Q6P2C0_IDR_238_268",1
"Q6P2C8_IDR_101_155",1
"Q6P2D0_IDR_23_133",1
"Q6P2D8_IDR_435_608",0.476206906523574
"Q6P2D8_IDR_45_81",0.523793093476426
"Q6P2E9_IDR_1226_1258",0.350598458871124
"Q6P2E9_IDR_24_70",0.335757194755962
"Q6P2E9_IDR_528_965",0.313644346372914
"Q6P2H3_IDR_1_327",0.247523614302784
"Q6P2H3_IDR_350_394",0.254570945623902
"Q6P2H3_IDR_531_572",0.251623898119505
"Q6P2H3_IDR_596_666",0.246281541953809
"Q6P387_IDR_108_162",0.160768177622155
"Q6P387_IDR_1_42",0.178193716605146
"Q6P387_IDR_176_213",0.156614803390288
"Q6P387_IDR_253_292",0.162073375094071
"Q6P387_IDR_329_365",0.182440626098263
"Q6P387_IDR_48_105",0.159909301190076
"Q6P3R8_IDR_279_655",0.575019080988119
"Q6P3R8_IDR_672_708",0.424980919011881
"Q6P3S1_IDR_449_775",1
"Q6P3S6_IDR_1_43",0.487056350473643
"Q6P4D5_IDR_1_174",1
"Q6P4E1_IDR_1_436",1
"Q6P4F1_IDR_1_74",1
"Q6P4F2_IDR_1_66",1
"Q6P4F7_IDR_254_810",0.513610919752892
"Q6P4F7_IDR_817_947",0.486389080247108
"Q6P4H8_IDR_1_32",1
"Q6P4Q7_IDR_1_40",0.334994530567069
"Q6P4Q7_IDR_648_688",0.33467587343067
"Q6P4Q7_IDR_727_775",0.330329596002261
"Q6P4R8_IDR_202_369",0.52688462436141
"Q6P4R8_IDR_654_1299",0.47311537563859
"Q6P531_IDR_1_99",1
"Q6P582_IDR_82_158",1
"Q6P5Q4_IDR_28_72",0.299208288954064
"Q6P5Q4_IDR_355_519",0.361440424344839
"Q6P5Q4_IDR_76_195",0.339351286701097
"Q6P5S7_IDR_1_38",1
"Q6P5W5_IDR_233_264",0.498049409721807
"Q6P5W5_IDR_426_488",0.501950590278193
"Q6P5X7_IDR_101_244",0.506157970734243
"Q6PCB5_IDR_1_339",0.542242622525138
"Q6PCB5_IDR_696_843",0.457757377474862
"Q6PCB6_IDR_49_84",1
"Q6PCB8_IDR_285_327",1
"Q6PCD5_IDR_1_283",1
"Q6PCT2_IDR_1_36",0.432345001832694
"Q6PCT2_IDR_151_420",0.567654998167306
"Q6PD62_IDR_855_1173",1
"Q6PD74_IDR_177_257",1
"Q6PDB4_IDR_60_183",1
"Q6PEV8_IDR_133_176",0.329715942958705
"Q6PEV8_IDR_264_357",0.365207594776215
"Q6PEV8_IDR_65_102",0.30507646226508
"Q6PEW0_IDR_276_350",1
"Q6PEW1_IDR_227_343",1
"Q6PEX3_IDR_1_189",1
"Q6PEX7_IDR_76_145",1
"Q6PF04_IDR_53_233",1
"Q6PF05_IDR_24_55",1
"Q6PIF6_IDR_1031_1086",0.501943136810052
"Q6PIF6_IDR_876_974",0.498056863189948
"Q6PII3_IDR_1_452",1
"Q6PIJ6_IDR_474_914",1
"Q6PIS1_IDR_1_33",0.50120705296505
"Q6PIS1_IDR_572_610",0.49879294703495
"Q6PIU1_IDR_1_32",1
"Q6PIV2_IDR_70_168",1
"Q6PIW4_IDR_92_373",1
"Q6PIY5_IDR_408_440",1
"Q6PIY7_IDR_1_130",1
"Q6PIZ9_IDR_35_163",1
"Q6PJ21_IDR_17_60",0.457755245056512
"Q6PJ21_IDR_321_355",0.542244754943488
"Q6PJ61_IDR_18_446",1
"Q6PJE2_IDR_53_85",1
"Q6PJF5_IDR_1_366",1
"Q6PJG2_IDR_100_631",0.265424559203936
"Q6PJG2_IDR_1_96",0.231972351527693
"Q6PJG2_IDR_679_714",0.2273122343589
"Q6PJW8_IDR_1_164",0.346729092692092
"Q6PJW8_IDR_237_267",0.326662884465535
"Q6PJW8_IDR_270_601",0.326608022842372
"Q6PK04_IDR_1_193",0.647307140329026
"Q6PK04_IDR_207_289",0.352692859670974
"Q6PK18_IDR_1_34",1
"Q6PK81_IDR_60_146",1
"Q6PKC3_IDR_1_74",0.494225978725073
"Q6PKC3_IDR_934_985",0.505774021274927
"Q6PKG0_IDR_1029_1096",0.261176963936601
"Q6PKG0_IDR_1_354",0.303140878834672
"Q6PKG0_IDR_491_632",0.216521463009451
"Q6PKG0_IDR_725_795",0.219160694219277
"Q6PKX4_IDR_235_331",1
"Q6PL18_IDR_1111_1318",0.300292401308695
"Q6PL18_IDR_1_390",0.462653213390113
"Q6PL18_IDR_732_780",0.237054385301192
"Q6PL24_IDR_1_153",0.495779125085282
"Q6PL24_IDR_228_271",0.504220874914718
"Q6PL45_IDR_1_57",1
"Q6PML9_IDR_71_120",1
"Q6PUV4_IDR_1_134",1
"Q6Q0C0_IDR_1_116",1
"Q6Q4G3_IDR_13_86",1
"Q6Q6R5_IDR_79_116",1
"Q6Q759_IDR_144_208",0.127277843182583
"Q6Q759_IDR_378_419",0.102126668920979
"Q6Q759_IDR_655_761",0.108036672733208
"Q6QNY1_IDR_1_34",1
"Q6R2W3_IDR_559_595",1
"Q6R327_IDR_1014_1524",0.489058941718579
"Q6R327_IDR_1531_1599",0.510941058281421
"Q6R6M4_IDR_1_57",0.493102412097696
"Q6R6M4_IDR_379_449",0.506897587902304
"Q6RFH5_IDR_324_385",1
"Q6RI45_IDR_1262_1299",0.179299244407885
"Q6RI45_IDR_1439_1802",0.471774724847782
"Q6RI45_IDR_656_916",0.348926030744333
"Q6RSH7_IDR_1_40",1
"Q6RW13_IDR_124_159",1
"Q6S5L8_IDR_21_177",0.489975314394469
"Q6S5L8_IDR_470_511",0.510024685605531
"Q6S9Z5_IDR_1_89",0.331918625073745
"Q6S9Z5_IDR_249_284",0.337105871390374
"Q6S9Z5_IDR_307_364",0.330975503535881
"Q6SA08_IDR_298_328",1
"Q6SJ93_IDR_1_76",0.468920531311974
"Q6SJ93_IDR_273_351",0.531079468688026
"Q6SJ96_IDR_1_195",1
"Q6STE5_IDR_1_105",1
"Q6T310_IDR_202_242",1
"Q6T4P5_IDR_286_396",0.231745753762823
"Q6TFL3_IDR_1049_1082",0.130355389699606
"Q6TFL3_IDR_1149_1182",0.125782717851117
"Q6TFL3_IDR_1223_1326",0.122217829690134
"Q6TFL3_IDR_983_1028",0.125071737722843
"Q6TFL4_IDR_1_38",1
"Q6U7Q0_IDR_1_128",1
"Q6U841_IDR_1_36",0.337743296785936
"Q6U841_IDR_222_317",0.291967916943479
"Q6U841_IDR_57_90",0.370288786270585
"Q6UB35_IDR_1_69",1
"Q6UB98_IDR_1_235",0.446082164688416
"Q6UB98_IDR_301_1831",0.553917835311584
"C9J3V5_IDR_1_63",1
"C9J6K1_IDR_1_46",1
"C9J7I0_IDR_28_81",1
"C9JDP6_IDR_192_229",1
"C9JE40_IDR_1_185",0.45292092639049
"C9JE40_IDR_213_256",0.54707907360951
"C9JFL3_IDR_1_82",1
"C9JH25_IDR_26_57",0.350503943773425
"C9JH25_IDR_623_874",0.323959235778919
"C9JH25_IDR_64_341",0.325536820447656
"C9JI98_IDR_124_176",1
"C9JJH3_IDR_1_60",0.491104814708718
"C9JJH3_IDR_377_528",0.508895185291282
"C9JSJ3_IDR_132_309",0.329972584149122
"C9JSJ3_IDR_332_541",0.332703892162601
"C9JTQ0_IDR_179_218",0.511006225440031
"C9JTQ0_IDR_226_380",0.48899377455997
"C9JUS6_IDR_1_35",0.487507425049467
"C9JUS6_IDR_63_103",0.512492574950533
"C9JVI0_IDR_1_57",0.316131184686986
"C9JVI0_IDR_379_464",0.321822765885839
"C9JVI0_IDR_469_528",0.362046049427174
"C9JVW0_IDR_59_142",1
"C9JXX5_IDR_30_86",1
"D3W0D1_IDR_40_73",1
"D6R901_IDR_1_56",0.318644256901166
"D6R901_IDR_379_452",0.324124650218352
"D6R901_IDR_470_528",0.357231092880481
"D6R9N7_IDR_1_56",0.317272372948595
"D6R9N7_IDR_379_465",0.318404795668078
"D6R9N7_IDR_469_528",0.364322831383327
"D6RA61_IDR_1_57",0.31621108698711
"D6RA61_IDR_379_451",0.323625204602953
"E5RIL1_IDR_215_263",1
"E5RJM6_IDR_1_36",1
"E7ERA6_IDR_1_45",0.519883920579175
"E7ERA6_IDR_166_249",0.480116079420825
"E7ETH6_IDR_108_160",0.340087265302197
"E7ETH6_IDR_173_222",0.337075008275712
"E7ETH6_IDR_61_100",0.32283772642209
"E7EW31_IDR_1_1015",1
"E9PAV3_IDR_1_1948",0.469674542761155
"E9PAV3_IDR_1988_2040",0.530325457238845
"E9PGG2_IDR_189_307",0.507959191402601
"E9PGG2_IDR_315_353",0.492040808597399
"E9PI22_IDR_161_279",0.488030330485887
"E9PI22_IDR_1_74",0.511969669514113
"H3BNL1_IDR_132_184",0.508618506216857
"H3BPF8_IDR_1_120",0.489463048003617
"H3BPF8_IDR_248_595",0.510536951996383
"H3BQB6_IDR_1_260",1
"H3BQL2_IDR_1_130",0.496474655196334
"H3BQL2_IDR_276_599",0.503525344803666
"H3BQW9_IDR_1_95",1
"H3BR10_IDR_1_33",0.511898901041983
"H3BR10_IDR_58_107",0.488101098958017
"H3BSY2_IDR_176_601",0.516470265489693
"H3BSY2_IDR_22_121",0.483529734510307
"H3BTG2_IDR_84_121",1
"H3BU77_IDR_1_48",1
"H3BUK9_IDR_1_90",0.502866864399627
"H3BUK9_IDR_325_492",0.497133135600373
"H3BV12_IDR_1_125",0.497718396956571
"H3BV12_IDR_277_604",0.502281603043429
"H3BV60_IDR_179_288",1
"H7BZ55_IDR_1249_1370",0.496019496039833
"H7BZ55_IDR_1_520",0.503980503960167
"M0QZC1_IDR_116_157",0.343747671653642
"M0QZC1_IDR_159_314",0.316676066486151
"M0QZC1_IDR_1_59",0.339576261860207
"M0R2J8_IDR_1_39",0.196421792780452
"M0R2J8_IDR_1480_1524",0.201009194041699
"M0R2J8_IDR_1550_1603",0.20590792049349
"M0R2J8_IDR_1619_1658",0.197918679081347
"M0R2J8_IDR_61_162",0.198742413603012
"O00110_IDR_33_92",1
"O00116_IDR_1_32",0.513600087896835
"O00116_IDR_48_82",0.486399912103165
"O00139_IDR_556_611",0.449529246852534
"O00139_IDR_65_190",0.550470753147466
"O00141_IDR_61_91",1
"O00142_IDR_1_48",1
"O00144_IDR_1_35",0.310833307838618
"O00144_IDR_145_194",0.358166015625026
"O00144_IDR_547_591",0.331000676536356
"O00148_IDR_1_33",1
"O00151_IDR_90_253",1
"O00154_IDR_1_48",1
"O00155_IDR_325_361",1
"O00160_IDR_923_1043",1
"O00161_IDR_1_149",1
"O00165_IDR_100_199",0.418997481764275
"O00165_IDR_14_60",0.581002518235725
"O00167_IDR_182_265",1
"O00168_IDR_1_92",1
"O00178_IDR_1_60",0.460001585526296
"O00178_IDR_578_669",0.539998414473704
"O00213_IDR_279_364",0.484953931177804
"O00217_IDR_1_35",1
"O00219_IDR_1_78",1
"O00220_IDR_1_119",0.487869778967894
"O00220_IDR_289_352",0.512130221032106
"O00221_IDR_1_242",1
"O00222_IDR_1_33",0.492305557161166
"O00222_IDR_849_908",0.507694442838834
"O00230_IDR_1_39",0.465521806271779
"O00230_IDR_59_92",0.534478193728221
"O00237_IDR_523_605",1
"O00253_IDR_1_83",1
"O00254_IDR_1_36",1
