"","GO0140513_nuclear_protein_containing_complex"
"Q6ZMZ0_IDR_443_732",0.436287930257924
"Q6ZMZ3_IDR_890_926",1
"Q6ZN01_IDR_1_371",1
"Q6ZN04_IDR_1_60",0.333358151729902
"Q6ZN04_IDR_244_320",0.334535141332844
"Q6ZN19_IDR_1_87",1
"Q6ZN28_IDR_1_67",0.459114229667042
"Q6ZN28_IDR_99_135",0.540885770332958
"Q6ZN30_IDR_265_819",0.281185275728781
"Q6ZN30_IDR_52_83",0.236993016290462
"Q6ZN30_IDR_874_918",0.237146426390002
"Q6ZN30_IDR_966_1022",0.244675281590755
"Q6ZN32_IDR_147_215",0.499712924131566
"Q6ZN32_IDR_280_361",0.500287075868434
"Q6ZN44_IDR_357_427",1
"Q6ZN54_IDR_1_129",1
"Q6ZN57_IDR_1_103",1
"Q6ZN79_IDR_60_171",1
"Q6ZN84_IDR_174_345",1
"Q6ZNA4_IDR_1_830",0.526520865145414
"Q6ZNA4_IDR_892_938",0.473479134854586
"Q6ZNB6_IDR_1_126",1
"Q6ZNC4_IDR_1_386",1
"Q6ZNE5_IDR_404_434",0.515447207002442
"Q6ZNE5_IDR_436_471",0.484552792997558
"Q6ZNE9_IDR_177_409",1
"Q6ZNG0_IDR_64_169",1
"Q6ZNG2_IDR_131_187",0.235419655951606
"Q6ZNG2_IDR_1_41",0.259733464546486
"Q6ZNG2_IDR_239_339",0.245373811526488
"Q6ZNG2_IDR_47_99",0.25947306797542
"Q6ZNG9_IDR_445_492",1
"Q6ZNH5_IDR_1_189",1
"Q6ZQN5_IDR_188_296",0.578700203933566
"Q6ZQN5_IDR_48_80",0.421299796066434
"Q6ZQN7_IDR_1_85",0.525802427426721
"Q6ZQN7_IDR_694_724",0.474197572573279
"Q6ZQQ2_IDR_45_1576",1
"Q6ZQR2_IDR_1_111",0.33664334494819
"Q6ZQR2_IDR_182_219",0.332867759120826
"Q6ZQR2_IDR_221_271",0.330488895930984
"Q6ZQY2_IDR_1_50",1
"Q6ZR08_IDR_1_86",1
"Q6ZR62_IDR_1_55",0.503168612719031
"Q6ZR62_IDR_224_263",0.496831387280969
"Q6ZRC1_IDR_106_242",0.489077162694572
"Q6ZRC1_IDR_1_50",0.510922837305428
"Q6ZRF8_IDR_358_408",0.441728976414322
"Q6ZRF8_IDR_546_634",0.558271023585678
"Q6ZRH7_IDR_1121_1159",1
"Q6ZRI0_IDR_1475_2050",0.613041749679161
"Q6ZRI0_IDR_1_92",0.386958250320839
"Q6ZRI6_IDR_1_764",0.441629523820539
"Q6ZRI6_IDR_927_996",0.558370476179461
"Q6ZRI8_IDR_130_225",0.464744216737539
"Q6ZRI8_IDR_457_547",0.535255783262461
"Q6ZRK6_IDR_166_1079",1
"Q6ZRP0_IDR_1_53",0.590192672050547
"Q6ZRP0_IDR_169_262",0.409807327949453
"Q6ZRP7_IDR_1_50",0.455546603990333
"Q6ZRP7_IDR_566_698",0.544453396009667
"Q6ZRS2_IDR_1_92",0.119782185851797
"Q6ZRS2_IDR_224_600",0.222130858511435
"Q6ZS11_IDR_141_254",0.500465994514041
"Q6ZS11_IDR_533_566",0.499534005485959
"Q6ZS17_IDR_1_71",0.310427485606265
"Q6ZS17_IDR_325_790",0.384207890452779
"Q6ZS17_IDR_831_889",0.305364623940956
"Q6ZS27_IDR_1_156",1
"Q6ZS30_IDR_1279_1434",0.498379225284333
"Q6ZS30_IDR_1853_1883",0.501620774715667
"Q6ZS72_IDR_1_127",1
"Q6ZS81_IDR_1_38",0.250928940469749
"Q6ZS81_IDR_1833_1867",0.242002101357047
"Q6ZS81_IDR_2293_2369",0.261836282351814
"P46199_IDR_57_87",1
"P46527_IDR_1_33",0.500567792266852
"P46527_IDR_91_198",0.499432207733148
"P46531_IDR_1775_1838",0.303206117429518
"P46531_IDR_2120_2519",0.42865500747873
"P46531_IDR_2521_2555",0.268138875091752
"P46695_IDR_1_141",1
"P46721_IDR_627_670",1
"P46734_IDR_1_43",1
"P46776_IDR_1_38",1
"P46781_IDR_163_194",1
"P46783_IDR_95_165",1
"P46821_IDR_504_2352",1
"P46934_IDR_126_194",0.139547847589253
"P46934_IDR_1_33",0.14089582473048
"P47872_IDR_410_440",1
"P47897_IDR_190_225",1
"P47898_IDR_1_38",0.496018561249847
"P47898_IDR_232_274",0.503981438750153
"P47900_IDR_1_40",0.506028226427564
"P47900_IDR_340_373",0.493971773572436
"P47901_IDR_238_274",0.508668016338676
"P47901_IDR_359_424",0.491331983661324
"P47902_IDR_1_160",0.455112391375178
"P47902_IDR_205_265",0.544887608624822
"P47914_IDR_1_159",1
"P47928_IDR_115_161",0.499987006993378
"P47928_IDR_1_60",0.500012993006622
"P47972_IDR_87_216",1
"P47974_IDR_19_153",0.522349313753977
"P47974_IDR_219_482",0.477650686246023
"P47985_IDR_1_63",1
"P48023_IDR_27_141",1
"P48029_IDR_1_52",0.498377687376701
"P48378_IDR_275_334",0.514709292943743
"P48378_IDR_673_723",0.485290707056257
"P48380_IDR_1_31",0.341245640826084
"P48380_IDR_264_324",0.342874821850866
"P48380_IDR_658_749",0.31587953732305
"P48382_IDR_170_207",0.394767943074556
"P48382_IDR_233_616",0.605232056925444
"P48426_IDR_288_330",1
"P48431_IDR_1_317",1
"P48436_IDR_1_440",0.51980458300077
"P48436_IDR_457_497",0.48019541699923
"P48443_IDR_1_133",1
"P48444_IDR_159_268",1
"P48454_IDR_465_512",1
"P48544_IDR_1_48",0.504521425877668
"P48544_IDR_373_419",0.495478574122332
"P48546_IDR_413_466",1
"P48547_IDR_451_511",1
"P48549_IDR_1_43",0.559831340791307
"P48549_IDR_367_501",0.440168659208693
"P48736_IDR_1_33",1
"P48742_IDR_306_389",1
"P48751_IDR_1_316",0.376129272150407
"P48751_IDR_428_501",0.298657209013051
"P48751_IDR_630_673",0.325213518836542
"P48764_IDR_1_38",0.377317035615116
"P48764_IDR_549_834",0.622682964384884
"P48775_IDR_1_37",1
"P48788_IDR_141_182",1
"P48995_IDR_1_38",1
"P49006_IDR_1_195",1
"P49019_IDR_314_381",1
"P49023_IDR_1_347",1
"P49069_IDR_1_181",1
"P49116_IDR_180_353",1
"P49137_IDR_1_53",0.523301506530164
"P49137_IDR_367_400",0.476698493469836
"P49146_IDR_1_42",0.494449331049151
"P49448_IDR_1_61",1
"P49450_IDR_1_44",1
"P49454_IDR_1065_1791",0.186807249490437
"P49454_IDR_1_306",0.188745802208407
"P49454_IDR_1834_1885",0.200914621101693
"P49454_IDR_2788_3114",0.222966592605527
"P49454_IDR_606_846",0.200565734593937
"P49585_IDR_1_56",0.486761267432694
"P49585_IDR_303_367",0.513238732567306
"P49591_IDR_476_514",1
"P49593_IDR_421_454",1
"P49619_IDR_80_154",1
"P49640_IDR_1_186",0.504931842634818
"P49640_IDR_355_407",0.495068157365182
"P49641_IDR_1_41",1
"P49643_IDR_458_509",1
"P49674_IDR_297_416",1
"P49683_IDR_1_49",1
"P49685_IDR_322_360",1
"P49711_IDR_1_524",0.344970415770315
"P49771_IDR_163_235",1
"P49788_IDR_1_53",1
"P49790_IDR_1_58",0.44256249956322
"P49790_IDR_60_1475",0.55743750043678
"P49792_IDR_1136_1167",0.129716484684783
"P49792_IDR_1308_1344",0.124705190090797
"P49792_IDR_1806_1853",0.123595946356618
"P49792_IDR_2152_2306",0.121735358398006
"P49792_IDR_2445_2629",0.123192806606282
"P49792_IDR_2741_2836",0.125507258901315
"P49792_IDR_751_860",0.118194470094514
"P49792_IDR_978_1134",0.133352484867686
"P49795_IDR_1_76",1
"P49796_IDR_1002_1059",0.345200966213713
"P49796_IDR_381_420",0.336207117417745
"P49796_IDR_670_999",0.318591916368542
"P49802_IDR_205_252",0.509226229505885
"P49802_IDR_452_495",0.490773770494115
"P49810_IDR_1_103",1
"P49815_IDR_922_978",0.189379197862367
"P50747_IDR_25_157",1
"P50749_IDR_73_173",1
"P50750_IDR_322_372",1
"P50851_IDR_1_34",0.236936993757994
"P50851_IDR_1462_1535",0.217327887198238
"P50851_IDR_1548_1804",0.236729252045526
"P50851_IDR_930_1300",0.309005866998242
"P50914_IDR_129_215",1
"P50993_IDR_1_32",1
"P50995_IDR_1_189",1
"P51531_IDR_1332_1404",0.241634585888621
"P51531_IDR_1_334",0.246397221514385
"P51531_IDR_1509_1590",0.274509865262044
"P51531_IDR_510_697",0.23745832733495
"P51532_IDR_1254_1299",0.152455758628293
"P51532_IDR_1352_1454",0.176946600366256
"P51532_IDR_1_355",0.221877583218303
"P51532_IDR_1567_1647",0.127585108115774
"P51532_IDR_526_642",0.152268591977833
"P51532_IDR_645_699",0.168866357693541
"P51787_IDR_400_502",0.373834496648914
"P51787_IDR_619_676",0.325206606665542
"P51788_IDR_32_63",0.32141877533852
"P51788_IDR_644_772",0.379450084751706
"P51788_IDR_852_898",0.299131139909774
"P51790_IDR_1_76",1
"P51797_IDR_1_41",1
"P51798_IDR_1_91",1
"P51810_IDR_319_379",1
"P51811_IDR_401_444",1
"P51812_IDR_1_44",1
"P51813_IDR_152_207",1
"P51815_IDR_1_42",0.477160548204536
"P52292_IDR_18_72",1
"P52294_IDR_1_80",1
"P52298_IDR_126_156",1
"P52429_IDR_1_52",1
"P52564_IDR_1_32",1
"P52569_IDR_437_480",0.497068981849566
"P52569_IDR_607_658",0.502931018150434
"P52594_IDR_130_562",1
"P52597_IDR_365_401",1
"P52630_IDR_702_790",1
"P52655_IDR_58_331",1
"P52701_IDR_1_86",0.398735669793747
"P52848_IDR_1_80",1
"P52849_IDR_1_35",0.470912117750376
"P52849_IDR_41_82",0.529087882249624
"P52926_IDR_1_109",1
"P52943_IDR_81_122",1
"P52945_IDR_1_189",0.495762444913892
"P52945_IDR_198_283",0.504237555086108
"P52948_IDR_1_350",0.418313002978471
"P52948_IDR_370_728",0.294797703294423
"P52951_IDR_1_251",1
"P52948_IDR_888_1105",0.286889293727106
"P53804_IDR_1179_1290",0.17141331247829
"P53804_IDR_1342_1458",0.148257330805419
"P53804_IDR_1731_1839",0.143938224392238
"P53804_IDR_1899_1951",0.175146832538453
"P53804_IDR_392_480",0.168041986988576
"P53804_IDR_745_808",0.193202312797025
"P53805_IDR_1_58",1
"P53814_IDR_1_797",1
"P53985_IDR_201_242",0.46615120457202
"P53985_IDR_446_500",0.53384879542798
"P53992_IDR_1_323",1
"P53999_IDR_1_60",1
"P54098_IDR_1_67",0.364442732138175
"P54098_IDR_498_533",0.635557267861825
"P54105_IDR_138_237",1
"P54132_IDR_1290_1417",0.627942921979504
"P54132_IDR_1_642",0.372057078020496
"P54198_IDR_399_447",0.393430454472674
"P54198_IDR_470_664",0.606569545527326
"P54219_IDR_89_133",0.500526751206658
"P54646_IDR_338_399",0.506171535538649
"P54646_IDR_475_533",0.493828464461351
"P54707_IDR_1_46",1
"P54725_IDR_80_159",1
"P54727_IDR_231_273",0.468599355141784
"P54727_IDR_78_180",0.531400644858216
"P54750_IDR_435_494",1
"P54756_IDR_1_35",1
"P54821_IDR_1_245",1
"P54826_IDR_1_42",0.398049629058762
"P54826_IDR_247_328",0.601950370941238
"P54829_IDR_132_162",0.491190911135537
"P54829_IDR_1_91",0.508809088864463
"P54840_IDR_623_703",1
"P54845_IDR_1_136",1
"P54868_IDR_1_43",1
"P55001_IDR_1_100",1
"P55010_IDR_147_229",0.514187210596976
"P55010_IDR_387_425",0.485812789403024
"P55011_IDR_1_204",0.526921703884965
"P55196_IDR_1106_1824",0.423336061748516
"P55196_IDR_139_203",0.28769863614478
"P55196_IDR_543_595",0.288965302106704
"P55201_IDR_49_87",0.19773738349749
"P55197_IDR_199_1035",1
"P55198_IDR_180_1093",1
"P55201_IDR_122_173",0.187313337196546
"P55201_IDR_453_507",0.220766440402108
"P55201_IDR_752_788",0.175633989572011
"P55201_IDR_795_1073",0.218548849331845
"P55209_IDR_131_163",0.3368258425323
"P55209_IDR_1_35",0.338523316379983
"P55209_IDR_348_391",0.324650841087717
"P55210_IDR_1_56",1
"P55211_IDR_95_147",1
"P55212_IDR_1_33",1
"P55265_IDR_1_125",0.2321460121689
"P55265_IDR_204_292",0.258659776623888
"P55265_IDR_359_453",0.267416150490144
"P55265_IDR_576_607",0.241778060717069
"P55899_IDR_325_365",1
"P56159_IDR_348_414",0.523784136000117
"P56159_IDR_416_465",0.476215863999883
"P56177_IDR_1_255",1
"P56178_IDR_1_155",0.554501235444804
"P56178_IDR_158_280",0.445498764555196
"P56180_IDR_1_76",1
"P56181_IDR_1_108",1
"P56182_IDR_233_292",0.402612401220809
"P56182_IDR_343_461",0.597387598779191
"P56211_IDR_1_112",1
"P56270_IDR_1_336",0.512521995041102
"P56270_IDR_427_477",0.487478004958898
"P56373_IDR_363_397",1
"P56524_IDR_1046_1084",0.46510745929316
"P56524_IDR_1_652",0.53489254070684
"P56645_IDR_1_49",0.344293755506753
"P56545_IDR_398_445",1
"P56645_IDR_416_785",0.349808177989062
"P56645_IDR_875_1095",0.305898066504185
"P56945_IDR_51_489",0.570359632976352
"P56945_IDR_600_739",0.429640367023648
"P56962_IDR_206_238",0.326750511798094
"P56962_IDR_258_302",0.367249073359519
"P56962_IDR_28_169",0.306000414842387
"P56975_IDR_118_288",0.278627743960534
"P56975_IDR_1_48",0.259306856813436
"P56975_IDR_312_360",0.23161205477528
"P56975_IDR_387_621",0.23045334445075
"P57052_IDR_87_281",1
"P57053_IDR_1_36",1
"P57054_IDR_1_31",1
"P57055_IDR_115_190",0.528446023877142
"P57055_IDR_1_35",0.471553976122858
"P57057_IDR_251_314",1
"P57058_IDR_1_38",0.492609578970038
"P57058_IDR_390_698",0.507390421029962
"P57059_IDR_350_755",1
"P57073_IDR_1_446",1
"P57077_IDR_1_131",1
"P57768_IDR_1_102",0.514647300151501
"P57768_IDR_247_331",0.485352699848499
"P57771_IDR_1_42",1
"P57773_IDR_112_144",0.526438797568439
"P57773_IDR_245_515",0.473561202431561
"P57789_IDR_1_50",0.456453033587565
"P57789_IDR_327_538",0.543546966412435
"P57796_IDR_1_103",1
"P58004_IDR_220_301",1
"P58005_IDR_271_316",1
"P59923_IDR_245_449",0.478524405177062
"P59942_IDR_25_63",1
"P59990_IDR_1_95",1
"P59991_IDR_1_146",1
"P60006_IDR_46_121",1
"P60014_IDR_1_249",1
"P60153_IDR_1_32",1
"P60321_IDR_27_58",1
"P60323_IDR_113_173",0.448107086413434
"P60323_IDR_21_53",0.551892913586567
"P61296_IDR_1_110",0.566408438820947
"P61296_IDR_160_203",0.433591561179054
"P61313_IDR_155_204",1
"P61328_IDR_1_38",0.481785733643724
"P61328_IDR_209_243",0.518214266356276
"P61366_IDR_30_133",1
"P61371_IDR_139_182",0.52857857039972
"P61371_IDR_233_349",0.47142142960028
"P61587_IDR_201_244",1
"P61647_IDR_40_94",1
"P62753_IDR_163_249",1
"P62807_IDR_1_35",1
"P62847_IDR_93_133",1
"P62851_IDR_1_42",1
"P62910_IDR_1_32",1
"P62955_IDR_209_275",1
"P62995_IDR_1_114",0.513663802114841
"P62995_IDR_209_288",0.486336197885159
"P63010_IDR_587_679",1
"P63027_IDR_1_43",1
"P63162_IDR_86_240",1
"P63252_IDR_1_41",0.530886079417648
"P63252_IDR_366_427",0.469113920582352
"P67809_IDR_119_324",0.494553248511293
"P67809_IDR_1_50",0.505446751488707
"P68400_IDR_332_391",1
"P68543_IDR_1_58",1
"P78310_IDR_264_346",1
"P78345_IDR_210_283",0.515630163487211
"P78345_IDR_57_101",0.484369836512789
"P78347_IDR_191_348",0.265993448359379
"P78347_IDR_655_718",0.255298264368616
"P78347_IDR_815_846",0.239208529887155
"P78347_IDR_951_998",0.23949975738485
"P78348_IDR_469_506",1
"P78352_IDR_1_34",0.490667083224916
"P78352_IDR_253_292",0.509332916775084
"P78356_IDR_293_335",1
"P78357_IDR_1230_1284",0.478869755617679
"P78357_IDR_1311_1384",0.521130244382321
"P78358_IDR_1_84",1
"P78362_IDR_1_59",0.415925089183103
"P78362_IDR_248_510",0.584074910816897
"P78363_IDR_1165_1200",0.423247457255063
"P78363_IDR_1279_1340",0.576752542744937
"P78364_IDR_1_934",1
"P78367_IDR_1_212",1
"P78368_IDR_1_38",0.520970096441175
"P78426_IDR_287_367",0.563227547656317
"P78504_IDR_1094_1218",1
"P78508_IDR_344_379",1
"P78524_IDR_1_683",1
"P78527_IDR_2030_2079",0.518856197842665
"P78527_IDR_2662_2733",0.481143802157335
"P78536_IDR_189_220",0.508038050736106
"P78536_IDR_696_794",0.491961949263894
"P78537_IDR_1_34",1
"P78545_IDR_144_270",1
"P78549_IDR_1_85",1
"P78552_IDR_1_31",1
"P78559_IDR_296_2686",1
"P78562_IDR_1_48",1
"P78563_IDR_155_224",0.416758792865181
"P78563_IDR_1_77",0.583241207134819
"P79522_IDR_1_156",1
"P80162_IDR_1_43",1
"P80192_IDR_1_51",0.562822459051401
"P82094_IDR_834_996",0.471128280672977
"P82673_IDR_1_63",1
"P82675_IDR_179_210",1
"P82909_IDR_1_72",1
"P82912_IDR_37_70",1
"P82970_IDR_1_282",1
"P82979_IDR_1_210",1
"P82987_IDR_1137_1169",1
"P83105_IDR_1_35",1
"P83111_IDR_1_98",0.437370163762857
"P83111_IDR_251_286",0.562629836237143
"P83369_IDR_228_334",0.474741623222966
"P83369_IDR_66_147",0.525258376777034
"P83731_IDR_60_157",1
"P83859_IDR_78_128",1
"P83916_IDR_73_114",1
"P84098_IDR_55_95",1
"P84101_IDR_1_59",1
"P84103_IDR_83_164",1
"P98082_IDR_1_34",0.460995900977778
"P98082_IDR_175_770",0.539004099022222
"P98088_IDR_1338_1371",0.118205251141568
"P98088_IDR_1481_1576",0.12664020747554
"P98088_IDR_1680_1737",0.136565734376994
"P98088_IDR_1849_1948",0.129233660552375
"P98179_IDR_82_157",1
"P98182_IDR_57_226",1
"Q00013_IDR_33_63",1
"Q00056_IDR_26_190",0.524550504142169
"Q00056_IDR_271_320",0.475449495857831
"Q00325_IDR_1_54",1
"Q00444_IDR_8_143",1
"Q00536_IDR_1_114",1
"Q00537_IDR_1_183",1
"Q00577_IDR_1_60",0.484686028600412
"Q00LT1_IDR_20_54",1
"Q01064_IDR_445_477",0.490736891895415
"Q01064_IDR_499_536",0.509263108104585
"Q01081_IDR_188_240",1
"Q01082_IDR_2088_2215",0.559657159852256
"Q01082_IDR_2308_2364",0.440342840147744
"Q01094_IDR_1_33",0.306656257689089
"Q01094_IDR_303_383",0.325844997385697
"Q01094_IDR_38_125",0.367498744925214
"Q01101_IDR_1_266",0.386047893865604
"Q01484_IDR_1567_3957",0.653517663653219
"Q01518_IDR_215_255",0.553290010712807
"Q01518_IDR_277_317",0.446709989287193
"Q01534_IDR_1_106",1
"Q01538_IDR_1_1011",1
"Q01543_IDR_1_119",0.475170640988618
"Q01543_IDR_200_262",0.524829359011382
"Q01546_IDR_1_59",0.447737418528011
"Q01546_IDR_512_638",0.552262581471989
"Q01628_IDR_1_40",1
"Q01629_IDR_1_39",1
"Q01650_IDR_1_41",1
"Q01664_IDR_103_338",0.623102007726269
"Q01664_IDR_1_71",0.376897992273731
"Q01668_IDR_1_100",0.20718759333353
"Q01668_IDR_1621_2062",0.194074544967794
"Q01668_IDR_2109_2157",0.182978401826003
"Q01668_IDR_449_493",0.195090247917865
"Q01668_IDR_760_847",0.220669211954807
"Q01726_IDR_1_34",1
"Q01851_IDR_1_263",1
"Q01860_IDR_1_137",1
"Q01892_IDR_1_166",1
"Q01954_IDR_187_374",0.529331270036381
"Q01954_IDR_377_925",0.470668729963619
"Q01955_IDR_1_1423",1
"Q01959_IDR_1_59",1
"Q01968_IDR_136_209",1
"Q01970_IDR_1194_1234",0.298839944243919
"Q01970_IDR_468_582",0.370048615551245
"Q01970_IDR_866_1111",0.331111440204836
"Q01973_IDR_1_44",0.297900579835146
"Q01973_IDR_428_464",0.346688616032326
"Q01973_IDR_751_937",0.355410804132529
"Q01974_IDR_429_462",0.433546967412115
"Q01974_IDR_752_943",0.566453032587885
"Q02040_IDR_270_378",0.506545453030148
"Q02040_IDR_381_695",0.493454546969852
"Q02078_IDR_72_507",1
"Q02080_IDR_89_365",1
"Q02297_IDR_269_640",0.408628656803366
"Q02318_IDR_1_53",1
"Q02363_IDR_1_32",0.495509428252865
"Q02363_IDR_84_134",0.504490571747135
"Q02383_IDR_1_582",1
"Q02386_IDR_52_163",1
"Q02388_IDR_1168_2789",1
"Q02410_IDR_1_439",0.611296476286117
"Q02410_IDR_481_511",0.388703523713883
"Q02413_IDR_772_805",0.491612155114832
"Q02413_IDR_959_1049",0.508387844885168
"Q02446_IDR_1_55",0.124272131586568
"Q02446_IDR_211_253",0.128626315128842
"Q02446_IDR_275_456",0.171004762137289
"Q02446_IDR_476_515",0.134488524666251
"Q02446_IDR_57_151",0.176142534710057
"Q02446_IDR_587_618",0.139921187958444
"Q02446_IDR_729_759",0.125544543812549
"Q02447_IDR_1_108",0.450212988426477
"Q02447_IDR_274_443",0.549787011573523
"Q02818_IDR_356_461",0.562967809571462
"Q02833_IDR_209_373",0.506934348256869
"Q02833_IDR_90_200",0.493065651743131
"Q02878_IDR_1_139",1
"Q02880_IDR_1206_1626",0.682671142369892
"Q02880_IDR_1_52",0.317328857630108
"Q02930_IDR_1_382",0.547054870374358
"Q02930_IDR_440_508",0.452945129625642
"Q02952_IDR_1_1782",1
"Q02962_IDR_128_264",1
"Q03014_IDR_1_270",1
"Q03052_IDR_1_251",0.561516271706757
"Q03052_IDR_393_451",0.438483728293243
"Q03060_IDR_1_54",0.484027256990607
"Q03060_IDR_75_166",0.515972743009393
"Q03111_IDR_146_489",1
"Q03112_IDR_1_49",0.331765208332651
"Q03112_IDR_190_377",0.320884730283549
"Q03112_IDR_386_1230",0.3473500613838
"Q03135_IDR_1_54",1
"Q03468_IDR_1010_1249",0.228387888366448
"Q03468_IDR_1318_1423",0.184991574322208
"Q03468_IDR_156_456",0.266630889017536
"Q03692_IDR_17_542",1
"Q03701_IDR_1018_1054",0.210050842667991
"Q03701_IDR_1_38",0.180248874615261
"Q03701_IDR_625_691",0.158249475238722
"Q03701_IDR_824_973",0.279283209411794
"Q03701_IDR_90_166",0.172167598066232
"Q03721_IDR_164_201",0.491500087779545
"Q03721_IDR_486_586",0.508499912220455
"Q03828_IDR_1_191",0.52248241223586
"Q03828_IDR_292_476",0.47751758776414
"Q03923_IDR_58_145",1
"Q03933_IDR_189_248",0.290650511852028
"Q03933_IDR_251_365",0.237042206498308
"Q03933_IDR_383_438",0.236923368595151
"Q03933_IDR_459_499",0.235383913054513
"Q05519_IDR_118_186",0.277957196268852
"Q05519_IDR_194_484",0.722042803731148
"Q05586_IDR_863_938",1
"Q05655_IDR_293_336",1
"Q05682_IDR_1_793",1
"Q05707_IDR_1378_1421",0.505739044837713
"Q05707_IDR_1425_1796",0.494260955162287
"Q05901_IDR_353_384",1
"Q05925_IDR_1_304",1
"Q05932_IDR_1_41",1
"Q06481_IDR_1_41",0.272282840511126
"Q06481_IDR_206_318",0.394302544737133
"Q06481_IDR_568_710",0.333414614751741
"Q06495_IDR_604_639",1
"Q06546_IDR_126_158",0.498433076298206
"Q06546_IDR_275_315",0.501566923701794
"Q06587_IDR_124_260",0.531432903421012
"Q06587_IDR_286_352",0.468567096578988
"Q06643_IDR_1_85",1
"Q07325_IDR_94_125",1
"Q07326_IDR_29_77",1
"Q07343_IDR_1_311",0.450283594021703
"Q07343_IDR_685_736",0.549716405978297
"Q07352_IDR_180_324",0.530763633635076
"Q07352_IDR_19_114",0.469236366364924
"Q07444_IDR_1_110",1
"Q07617_IDR_112_158",0.209101128835147
"Q07617_IDR_166_198",0.173307453215299
"Q07617_IDR_325_445",0.229740415261883
"Q07617_IDR_574_619",0.180560786294523
"Q07617_IDR_741_799",0.207290216393148
"Q07627_IDR_1_169",1
"Q07666_IDR_1_99",0.433699290242893
"Q07666_IDR_274_443",0.566300709757106
"Q07687_IDR_1_328",1
"Q07699_IDR_178_218",1
"Q08174_IDR_880_934",0.602817151851474
"Q08209_IDR_483_521",1
"Q08211_IDR_1152_1217",0.408055805989099
"Q08211_IDR_297_350",0.278085178187194
"Q08211_IDR_86_134",0.313859015823707
"Q08289_IDR_187_280",0.293442221254365
"Q08289_IDR_1_91",0.325889263102957
"Q08289_IDR_468_651",0.380668515642678
"Q08345_IDR_377_454",0.4827199403463
"Q08345_IDR_465_599",0.5172800596537
"Q08357_IDR_219_480",1
"Q08378_IDR_1352_1498",0.505747077178059
"Q08378_IDR_1_432",0.494252922821941
"Q08379_IDR_1_206",0.359554160558739
"Q08379_IDR_431_605",0.311724763251889
"Q08379_IDR_611_957",0.328721076189372
"Q08AG5_IDR_341_449",0.496667985724924
"Q08AM6_IDR_335_392",0.526923311740991
"Q08AM6_IDR_474_521",0.473076688259009
"Q08AN1_IDR_51_183",1
"Q08ER8_IDR_63_198",1
"Q08J23_IDR_1_35",0.384076769634728
"Q08J23_IDR_434_511",0.296808840365613
"Q08J23_IDR_708_767",0.319114389999659
"Q09013_IDR_360_395",0.539724684002594
"Q09013_IDR_411_629",0.460275315997406
"Q09019_IDR_386_423",0.275471243431976
"Q09019_IDR_38_94",0.24530117372353
"Q09019_IDR_452_575",0.236637948646634
"Q09019_IDR_634_674",0.24258963419786
"Q0D2I5_IDR_522_559",0.339824926498554
"Q0D2J5_IDR_48_142",1
"Q0D2K3_IDR_1_53",1
"Q0IIM8_IDR_1030_1071",0.368899053403818
"Q0IIM8_IDR_394_429",0.315240226590696
"Q0IIM8_IDR_913_960",0.315860720005486
"Q0JRZ9_IDR_256_540",1
"Q0P641_IDR_141_193",1
"Q0P651_IDR_268_336",1
"Q0P670_IDR_90_501",1
"Q0P6D2_IDR_1_44",1
"Q0P6D6_IDR_1_42",0.46011172598428
"Q0P6D6_IDR_51_864",0.53988827401572
"Q0P6H9_IDR_1_51",1
"Q0VAA2_IDR_1_77",1
"Q0VAQ4_IDR_1_97",1
"Q0VD83_IDR_32_1078",1
"Q0VD86_IDR_128_172",0.506520552792269
"Q0VD86_IDR_1_40",0.493479447207731
"Q0VDD7_IDR_1_668",1
"Q10570_IDR_895_925",0.311673119987124
"Q10571_IDR_1_1200",1
"Q10586_IDR_1_275",1
"Q10587_IDR_109_253",0.639049355073895
"Q10587_IDR_1_82",0.360950644926105
"Q10588_IDR_1_31",1
"Q10589_IDR_131_180",1
"Q11130_IDR_1_43",1
"Q11201_IDR_1_34",1
"Q12756_IDR_1091_1124",0.192329091627447
"Q12756_IDR_1402_1443",0.19320446275988
"Q12756_IDR_1467_1558",0.200842811920232
"Q12756_IDR_659_695",0.202833100020597
"Q12756_IDR_948_987",0.210790533671844
"Q12767_IDR_440_545",0.491889925054737
"Q12767_IDR_886_930",0.508110074945263
"Q12769_IDR_1_34",1
"Q12770_IDR_454_496",0.362292841650386
"Q12770_IDR_818_855",0.300673638962722
"Q12770_IDR_924_957",0.337033519386892
"Q12802_IDR_2440_2526",0.241320712458831
"Q12802_IDR_2542_2572",0.250706863022973
"Q12802_IDR_2667_2803",0.30949383584066
"Q12802_IDR_288_1952",0.198478588677536
"Q12809_IDR_135_369",0.487195072603956
"Q12809_IDR_866_1159",0.512804927396044
"Q12815_IDR_1_703",1
"Q12816_IDR_1_439",0.527730590333591
"Q12816_IDR_648_1431",0.472269409666409
"Q12824_IDR_66_163",1
"Q12829_IDR_238_278",1
"Q12830_IDR_1050_1794",0.154464761947068
"Q12830_IDR_1_222",0.151700564603907
"Q12830_IDR_1972_2010",0.106400714534248
"Q12830_IDR_2014_2113",0.122365852753362
"Q12830_IDR_2120_2294",0.140024301334592
"Q12830_IDR_2328_2863",0.193867510822056
"Q12830_IDR_562_776",0.131176294004768
"Q12834_IDR_1_107",1
"Q12837_IDR_1_253",1
"Q12887_IDR_1_49",0.434275823138902
