"","GO0140694_non_membrane_bounded_organelle_assembly"
"O00230_IDR_1_39",0.483181779393114
"O00230_IDR_59_92",0.516818220606886
"O00237_IDR_523_605",1
"O00253_IDR_1_83",1
"O00254_IDR_1_36",1
"O00255_IDR_464_615",1
"O00257_IDR_65_529",1
"O00258_IDR_1_35",1
"O00267_IDR_1_132",0.498758518533423
"O00267_IDR_669_702",0.501241481466577
"O00268_IDR_1013_1052",0.314140434303242
"O00268_IDR_1_457",0.317769085565829
"O00268_IDR_469_851",0.368090480130929
"O00273_IDR_202_234",1
"O00287_IDR_1_44",0.505074225741205
"O00287_IDR_53_220",0.494925774258795
"O00291_IDR_1_37",0.474903245523571
"O00291_IDR_300_381",0.525096754476429
"O00292_IDR_224_258",1
"O00294_IDR_14_285",1
"O00295_IDR_1_268",1
"O00303_IDR_1_84",1
"O00327_IDR_444_599",0.494624707439743
"O00330_IDR_140_177",0.493320262347548
"O00330_IDR_221_270",0.506679737652452
"O00337_IDR_1_60",1
"O00339_IDR_1_48",1
"O00341_IDR_484_548",1
"O00358_IDR_138_358",0.491832063729656
"O00358_IDR_1_52",0.508167936270344
"O00391_IDR_546_692",1
"O00400_IDR_1_67",1
"O00401_IDR_141_216",0.522895783876078
"O00401_IDR_264_502",0.477104216123922
"O00408_IDR_908_941",1
"O00409_IDR_1_112",0.509118078851238
"O00409_IDR_204_490",0.490881921148762
"O00411_IDR_76_219",0.562861478338809
"O00411_IDR_9_62",0.437138521661191
"O00418_IDR_12_77",0.483451757449149
"O00418_IDR_330_499",0.516548242550851
"O00423_IDR_70_176",1
"O00425_IDR_159_192",1
"O00429_IDR_513_638",1
"O00443_IDR_1_366",1
"O00444_IDR_271_592",0.537402628932188
"O00444_IDR_809_884",0.462597371067812
"O00445_IDR_56_106",1
"O00451_IDR_1_33",0.501550287725328
"O00451_IDR_358_464",0.498449712274672
"O00458_IDR_1_75",0.486652278142911
"O00458_IDR_419_451",0.513347721857089
"O00482_IDR_131_255",0.505841640992379
"O00482_IDR_1_75",0.494158359007621
"O00488_IDR_1_59",0.48381440795865
"O00488_IDR_73_134",0.51618559204135
"O00499_IDR_276_516",1
"O00505_IDR_16_69",1
"O00506_IDR_294_379",1
"O00507_IDR_1595_1638",0.330145092212073
"O00507_IDR_1_64",0.332916857232994
"O00507_IDR_2477_2555",0.336938050554933
"O00512_IDR_1_1426",1
"O00515_IDR_1_517",1
"O00533_IDR_1115_1170",1
"O00541_IDR_257_316",0.494284517716877
"O00541_IDR_446_588",0.505715482283123
"O00548_IDR_574_700",1
"O00555_IDR_1_54",0.255613681036818
"O00555_IDR_1975_2502",0.243096636222204
"O00555_IDR_406_448",0.249218107458622
"O00555_IDR_801_1212",0.252071575282356
"O00559_IDR_111_158",0.256151249233592
"O00559_IDR_160_213",0.255684613887143
"O00559_IDR_1_62",0.242983321314706
"O00559_IDR_64_109",0.245180815564559
"O00560_IDR_1_44",1
"O00562_IDR_1194_1244",0.249729785154754
"O00562_IDR_256_332",0.250911737754382
"O00562_IDR_379_421",0.254597072812648
"O00562_IDR_581_682",0.244761404278217
"O00566_IDR_100_364",0.33268446099025
"O00592_IDR_1_353",1
"O00602_IDR_58_111",1
"O00629_IDR_1_69",1
"O00712_IDR_186_388",1
"O00716_IDR_1_175",0.49753206464676
"O00716_IDR_355_418",0.50246793535324
"O00746_IDR_1_34",1
"O00750_IDR_1_318",1
"O00763_IDR_171_231",0.498255567126773
"O00763_IDR_26_159",0.501744432873228
"O00767_IDR_1_65",1
"Q9Y6X0_IDR_1_1596",1
"Q9Y6X1_IDR_1_38",1
"Q9Y6X2_IDR_409_448",0.346698988854662
"Q9Y6X2_IDR_452_620",0.326275378339911
"Q9Y6X2_IDR_66_118",0.327025632805427
"Q9Y6X4_IDR_259_670",1
"Q9Y6X6_IDR_1175_1411",0.198954834468296
"Q9Y6X6_IDR_1419_1781",0.189010059620346
"Q9Y6X6_IDR_1817_1847",0.200619017444193
"Q9Y6X6_IDR_366_396",0.204897791124062
"Q9Y6X6_IDR_959_1011",0.206518297343104
"Q9Y6X8_IDR_1_151",0.152970490727328
"Q9Y6X8_IDR_158_280",0.163712375720816
"Q9Y6X8_IDR_314_486",0.164606991781379
"Q9Y6X8_IDR_488_562",0.196939006229628
"Q9Y6X8_IDR_564_635",0.15806482043393
"Q9Y6X8_IDR_761_837",0.163706315106919
"Q9Y6X9_IDR_530_800",0.512087990411168
"Q9Y6X9_IDR_829_905",0.487912009588832
"Q9Y6Y1_IDR_1172_1403",0.172723529026986
"Q9Y6Y1_IDR_1407_1485",0.163845343655594
"Q9Y6Y1_IDR_1606_1673",0.16899852414908
"Q9Y6Y1_IDR_186_736",0.1586436036762
"Q9Y6Y1_IDR_779_862",0.164466357382569
"Q9Y6Y1_IDR_988_1031",0.17132264210957
"Q9Y6Y8_IDR_1_262",0.238998596243397
"Q9Y6Y8_IDR_598_656",0.241305526301918
"Q9Y6Y8_IDR_692_753",0.256368867481087
"Q9Y6Y8_IDR_892_934",0.263327009973598
"Q9Y6Z7_IDR_1_128",1
"U3KPV4_IDR_1_39",1
"O14513_IDR_516_668",0.197521975599376
"O14513_IDR_674_1909",0.195762772390258
"O14514_IDR_1199_1347",0.33227004218058
"O14514_IDR_1350_1557",0.340207693193756
"O14514_IDR_1_36",0.327522264625664
"O14519_IDR_1_58",1
"O14520_IDR_283_342",1
"O14521_IDR_1_36",1
"O14522_IDR_783_859",1
"O14523_IDR_33_80",0.507286369833091
"O14523_IDR_410_706",0.492713630166909
"O14524_IDR_392_444",1
"O14526_IDR_257_613",1
"O14529_IDR_1124_1167",0.23366157062884
"O14529_IDR_113_956",0.272211369053817
"O14529_IDR_1224_1457",0.229478019936171
"O14529_IDR_962_1043",0.264649040381172
"O14530_IDR_189_226",1
"O14531_IDR_507_572",1
"O14544_IDR_1_353",1
"O14607_IDR_376_834",0.271857657664607
"O14607_IDR_839_874",0.242900503504563
"O14607_IDR_994_1024",0.243825125862209
"O14613_IDR_1_39",0.477609264656009
"O14613_IDR_46_182",0.52239073534399
"O14617_IDR_630_914",1
"O14627_IDR_1_172",0.493010416094742
"O14627_IDR_226_284",0.506989583905258
"O14628_IDR_57_213",1
"O14633_IDR_1_109",1
"O14638_IDR_1_46",1
"O14639_IDR_337_372",0.498915373541831
"O14639_IDR_375_667",0.501084626458169
"O14640_IDR_376_408",0.345876163555448
"O14640_IDR_507_674",0.3238074251676
"O14640_IDR_90_243",0.330316411276952
"O14641_IDR_512_575",0.340353109743511
"O14641_IDR_578_715",0.327965967663144
"O14641_IDR_96_259",0.331680922593345
"O14645_IDR_20_60",1
"O14681_IDR_34_77",1
"O14686_IDR_1604_4707",0.402498509230701
"O14686_IDR_1_61",0.149198507925593
"O14686_IDR_356_389",0.149382969816854
"O14686_IDR_396_1358",0.150512099524683
"O14686_IDR_4908_4975",0.148407913502168
"O14709_IDR_123_343",1
"O14713_IDR_1_57",1
"O14730_IDR_1_180",1
"O14733_IDR_1_88",1
"O14737_IDR_1_37",1
"O14745_IDR_113_148",0.49550791889348
"O14787_IDR_319_367",1
"O14788_IDR_1_57",1
"O14791_IDR_22_63",1
"O14792_IDR_1_50",1
"O14793_IDR_1_38",1
"O14795_IDR_152_377",1
"O14810_IDR_1_134",1
"O14813_IDR_1_284",1
"O14827_IDR_694_890",1
"O14828_IDR_1_132",1
"O14829_IDR_311_343",1
"O14830_IDR_314_402",1
"O14836_IDR_108_223",1
"O14843_IDR_299_346",1
"O14862_IDR_87_148",1
"O14863_IDR_54_105",1
"O14867_IDR_131_521",0.48520226229086
"O14867_IDR_654_718",0.51479773770914
"O14874_IDR_1_50",1
"O14896_IDR_120_185",1
"O14974_IDR_287_930",1
"O14976_IDR_325_371",0.50106147305956
"O14976_IDR_751_1172",0.49893852694044
"O14978_IDR_104_224",0.513488135057312
"O14978_IDR_227_375",0.486511864942688
"O14979_IDR_1_90",0.495707357707152
"O14979_IDR_92_146",0.504292642292848
"O14981_IDR_152_253",0.502929236070802
"O14981_IDR_976_1013",0.497070763929198
"O14986_IDR_279_320",0.511603558723594
"O14986_IDR_401_535",0.488396441276406
"O14990_IDR_1_202",1
"O14994_IDR_1_88",0.471046751993466
"O14994_IDR_399_562",0.528953248006534
"O15013_IDR_1223_1261",0.303508822262243
"O15013_IDR_1277_1326",0.299338271736105
"O15013_IDR_1_397",0.397152906001651
"O15014_IDR_1_33",0.339984357589671
"O15014_IDR_334_1411",0.331181870490919
"O15014_IDR_41_330",0.328833771919409
"O15034_IDR_1021_1052",0.337630592991425
"O15037_IDR_198_416",0.547398987965525
"O15037_IDR_595_628",0.452601012034475
"O15040_IDR_374_792",1
"O15041_IDR_736_775",1
"O15042_IDR_1_120",0.357215297737749
"O15042_IDR_126_268",0.331455887040674
"O15042_IDR_680_1029",0.311328815221577
"O15047_IDR_190_623",0.500916544343322
"O15047_IDR_833_1414",0.499083455656678
"O15049_IDR_1_477",0.562909786873652
"O15049_IDR_511_544",0.437090213126348
"O15050_IDR_1078_1140",0.244388352777226
"O15050_IDR_2891_2925",0.241952247182566
"O15050_IDR_609_678",0.246156336040027
"O15050_IDR_704_772",0.267503064000181
"O15054_IDR_1_1123",0.485631705219885
"O15054_IDR_1291_1321",0.514368294780115
"O15055_IDR_1_107",0.252320017907413
"O15055_IDR_475_845",0.246330608906324
"O15075_IDR_282_374",0.251297305140069
"O15075_IDR_653_740",0.242476903742943
"O15078_IDR_1021_1051",0.0686768128388911
"O15078_IDR_1412_1448",0.07004627945004
"O15078_IDR_1477_1535",0.0721378928341755
"O15078_IDR_1580_1620",0.0874162627960274
"O15078_IDR_1783_1902",0.110472975136328
"O15078_IDR_1991_2082",0.0817238290440157
"O15078_IDR_2095_2127",0.0677136795819844
"O15078_IDR_2355_2385",0.0699305183536862
"O15078_IDR_2433_2479",0.139604487084029
"O15078_IDR_491_612",0.0771517327033153
"O15078_IDR_63_175",0.0716850415508072
"O15078_IDR_636_785",0.0834404886267006
"O15079_IDR_1_417",1
"O15083_IDR_1_374",0.262230202690175
"O15083_IDR_635_667",0.240294847484367
"O15083_IDR_740_806",0.242879607443729
"O15083_IDR_867_955",0.254595342381729
"O15085_IDR_1_40",0.160151067044193
"O15151_IDR_113_185",0.336955731168669
"O15151_IDR_209_275",0.347226142840345
"O15151_IDR_334_432",0.315818125990986
"O15156_IDR_145_344",0.509088228825671
"O15156_IDR_451_539",0.490911771174329
"O15162_IDR_42_82",1
"O15164_IDR_1013_1050",0.3345518882088
"O15164_IDR_1_49",0.334993351116878
"O15164_IDR_430_824",0.330454760674322
"O15165_IDR_33_306",1
"O15169_IDR_1_79",0.406812861853224
"O15169_IDR_214_778",0.593187138146776
"O15173_IDR_1_48",1
"O15178_IDR_1_38",0.529593207566759
"O15178_IDR_250_435",0.470406792433241
"O15194_IDR_1_39",1
"O15195_IDR_722_795",1
"O15198_IDR_210_249",1
"O15204_IDR_1_33",1
"O15209_IDR_151_423",0.342444253549173
"O15265_IDR_1_144",0.512608896211777
"O15265_IDR_153_892",0.487391103788223
"O15266_IDR_1_292",1
"O15270_IDR_1_61",1
"O15297_IDR_35_93",0.500961314536319
"O15297_IDR_379_597",0.499038685463681
"O15315_IDR_351_384",1
"O15327_IDR_1_34",0.340531675473599
"O15327_IDR_478_520",0.331759183198839
"O15327_IDR_527_570",0.327709141327562
"O15347_IDR_163_200",1
"O15350_IDR_300_354",0.3151350620053
"O15350_IDR_33_112",0.301229131686069
"O15350_IDR_374_489",0.383635806308632
"O15353_IDR_1_266",0.335206507988286
"O15353_IDR_365_520",0.343978547867299
"O15353_IDR_552_605",0.320814944144415
"O15354_IDR_1_246",0.504452806723794
"O15354_IDR_572_611",0.495547193276206
"O15399_IDR_897_1336",0.484170325507613
"O15400_IDR_121_164",1
"O15403_IDR_206_279",0.435945738320075
"O15403_IDR_475_523",0.564054261679925
"O15405_IDR_1_576",1
"O15409_IDR_1_338",0.313044424959665
"O15409_IDR_397_483",0.365961591544665
"O15409_IDR_582_715",0.32099398349567
"O15417_IDR_1_2777",1
"O15427_IDR_411_465",1
"O15431_IDR_1_41",1
"O15432_IDR_56_86",1
"O15438_IDR_855_946",1
"O15439_IDR_632_693",1
"O15440_IDR_1_87",0.329463466013055
"O15440_IDR_505_566",0.329218324494186
"O15440_IDR_787_838",0.341318209492759
"O15444_IDR_94_150",1
"O15446_IDR_124_510",1
"O15457_IDR_1_151",1
"O15503_IDR_12_78",1
"O15504_IDR_206_386",0.488541876564905
"O15504_IDR_24_112",0.511458123435095
"O15516_IDR_1_44",0.250618199451714
"O15516_IDR_382_846",0.749381800548286
"O15519_IDR_176_238",1
"O15520_IDR_8_68",1
"O15522_IDR_1_88",1
"O15523_IDR_1_138",1
"O15524_IDR_1_54",1
"O15529_IDR_299_346",1
"O15530_IDR_1_77",0.43815087885585
"O15530_IDR_366_443",0.56184912114415
"O15534_IDR_1_172",0.232723809967811
"O15534_IDR_1207_1290",0.298194261297989
"O15534_IDR_504_870",0.222204015693836
"O15534_IDR_944_1120",0.246877913040364
"O15535_IDR_136_253",1
"O15541_IDR_102_180",0.508900806341981
"O15541_IDR_21_99",0.491099193658019
"O43159_IDR_1_236",1
"O43164_IDR_169_411",0.341810662424265
"O43164_IDR_445_522",0.335965003218683
"O43164_IDR_50_159",0.322224334357052
"O43166_IDR_1030_1741",0.250847229727216
"O43166_IDR_1_203",0.243107016215014
"O43166_IDR_205_321",0.260504929516081
"O43166_IDR_356_406",0.24554082454169
"O43167_IDR_131_293",0.471247855321694
"O43167_IDR_651_697",0.528752144678306
"O43169_IDR_103_150",1
"O43172_IDR_1_31",0.502371116521133
"O43172_IDR_34_72",0.497628883478867
"O43173_IDR_1_63",1
"O43174_IDR_1_38",1
"O43181_IDR_1_52",1
"O43182_IDR_1_186",0.320733629330432
"O43182_IDR_299_402",0.319080763798536
"O43182_IDR_631_946",0.360185606871032
"O43184_IDR_1_37",0.493326736454144
"O43255_IDR_1_70",1
"O43257_IDR_1_77",1
"O43278_IDR_1_47",1
"O43281_IDR_60_430",1
"O43283_IDR_1_111",0.512046562838282
"O43283_IDR_448_966",0.487953437161718
"O43286_IDR_1_31",0.484879056915875
"O43286_IDR_57_95",0.515120943084125
"O43290_IDR_1_197",0.241349868024755
"O43290_IDR_282_350",0.24107257909061
"O43290_IDR_353_645",0.275268008525167
"O43290_IDR_649_697",0.242309544359468
"O43291_IDR_93_128",1
"O43293_IDR_281_313",1
"O43294_IDR_1_223",1
"O43295_IDR_183_219",0.255181056789153
"O43295_IDR_452_498",0.259151647216346
"O43295_IDR_718_753",0.247065713034777
"O43295_IDR_804_1099",0.238601582959724
"O43313_IDR_600_823",0.262783868729853
"O43314_IDR_898_1243",1
"O43318_IDR_301_502",1
"O43323_IDR_1_43",1
"O43345_IDR_59_142",1
"O43353_IDR_312_431",1
"O43361_IDR_23_130",1
"O43364_IDR_1_376",1
"O43365_IDR_1_238",0.363510633851423
"O43365_IDR_241_360",0.317856655838166
"O43365_IDR_371_409",0.318632710310411
"O43379_IDR_1_55",0.487292772238173
"O43379_IDR_760_1403",0.512707227761827
"O43390_IDR_505_596",1
"O43395_IDR_73_324",1
"O43399_IDR_128_206",0.508385361487919
"O43399_IDR_1_40",0.491614638512081
"O43405_IDR_126_159",1
"O43414_IDR_1_137",1
"O43422_IDR_93_154",1
"O43497_IDR_1545_1589",0.214039860732645
"O43497_IDR_1857_2377",0.196310968577742
"O43497_IDR_453_720",0.191128845883655
"O43505_IDR_1_53",1
"O43497_IDR_970_1229",0.19804422891144
"O43506_IDR_693_726",1
"O43508_IDR_1_121",1
"O43511_IDR_593_645",0.481497207322042
"O43511_IDR_735_780",0.518502792677958
"O43513_IDR_173_213",1
"O43516_IDR_1_503",1
"O43520_IDR_1182_1251",0.492715615277664
"O43520_IDR_1_59",0.507284384722336
"O43521_IDR_1_96",1
"O43524_IDR_1_156",0.492289928977766
"O43524_IDR_239_592",0.507710071022234
"O43525_IDR_1_100",0.496790296843512
"O43525_IDR_410_864",0.503209703156488
"O43526_IDR_25_69",0.238636462199783
"O43572_IDR_172_289",0.330474558610165
"O43572_IDR_515_562",0.335977002678384
"O43581_IDR_1_134",1
"O43583_IDR_70_113",1
"O43586_IDR_290_364",1
"O43593_IDR_1_108",0.256733980811341
"O43593_IDR_113_144",0.25809902217552
"O43593_IDR_189_548",0.237338104972263
"O43593_IDR_688_829",0.247828892040876
"O43597_IDR_1_172",1
"O43602_IDR_268_365",1
"O43603_IDR_312_379",1
"O43609_IDR_1_174",1
"O43610_IDR_1_142",1
"O43612_IDR_1_35",0.508544611515011
"O43612_IDR_99_131",0.491455388484989
"O43613_IDR_249_292",0.506251184869995
"O43613_IDR_380_425",0.493748815130005
"O43711_IDR_1_60",0.325664556550909
"O43711_IDR_219_262",0.340620392616039
"O43711_IDR_93_171",0.333715050833052
"O43719_IDR_1_42",0.352634824986777
"O43719_IDR_376_737",0.317734130611127
"O43719_IDR_78_123",0.329631044402096
"O43734_IDR_1_240",0.490002621814591
"O43734_IDR_250_404",0.509997378185409
"O43741_IDR_1_73",1
"O43747_IDR_588_699",1
"O43752_IDR_107_166",1
"O43763_IDR_1_163",1
"O43765_IDR_249_286",1
"O43768_IDR_1_64",0.507845482415496
"O43768_IDR_67_121",0.492154517584504
"O43781_IDR_1_137",0.507148317705617
"O43781_IDR_525_588",0.492851682294383
"O43790_IDR_438_486",1
"O43809_IDR_1_33",1
"O43896_IDR_638_803",0.292747338155636
"O43896_IDR_806_1103",0.470922140236673
"O43897_IDR_78_151",1
"O43900_IDR_369_615",1
"O43903_IDR_169_205",1
"O43908_IDR_1_102",1
"O43909_IDR_1_62",1
"O43914_IDR_69_113",1
"O43915_IDR_1_42",1
"O43918_IDR_101_206",0.281377793563933
"O60240_IDR_194_397",0.349201283032247
"O60240_IDR_401_522",0.324887591335502
"O60241_IDR_1245_1325",0.34073717358175
"O60241_IDR_1328_1542",0.330226539465318
"O60241_IDR_770_809",0.329036286952933
"O60242_IDR_1162_1309",0.333727724247064
"O60242_IDR_1313_1469",0.328902239577398
"O60242_IDR_242_282",0.337370036175538
"O60244_IDR_1_45",0.51769459458553
"O60244_IDR_974_1166",0.48230540541447
"O60245_IDR_186_221",0.327008436734746
"O60245_IDR_846_880",0.342064993684021
"O60245_IDR_905_1060",0.330926569581234
"O60248_IDR_1_58",0.472279226972752
"O60248_IDR_60_233",0.527720773027248
"O60258_IDR_1_48",1
"O60260_IDR_77_117",1
"O60264_IDR_1016_1052",0.321105106629862
"O60264_IDR_108_162",0.336820278352646
"O60264_IDR_1_85",0.342074615017492
"O60282_IDR_371_442",0.502703689132394
"O60282_IDR_896_957",0.497296310867606
"O60284_IDR_1_913",1
"O60285_IDR_1_51",0.321823695321612
"O60285_IDR_339_597",0.345180838207611
"O60285_IDR_606_636",0.332995466470778
"O60287_IDR_2012_2047",1
"O60290_IDR_1092_1169",0.326148355798027
"O60290_IDR_370_461",0.337090769380456
"O60290_IDR_69_134",0.336760874821517
"O60291_IDR_329_552",1
"O60292_IDR_1043_1712",0.19056948578053
"O60292_IDR_1_39",0.19597655024808
"O60292_IDR_248_330",0.201337516666455
"O60292_IDR_361_420",0.211860036461371
"O60292_IDR_43_148",0.200256410843564
"O60293_IDR_1_1139",1
"O60296_IDR_1_32",0.150701393900831
"O60296_IDR_139_177",0.155427545296713
"O60296_IDR_179_559",0.402427073090317
"O60309_IDR_1088_1141",0.184620939123353
"O60309_IDR_1146_1457",0.196853055627613
"O60309_IDR_1529_1634",0.186937141899856
"O60312_IDR_1313_1499",0.507453772357967
"O60312_IDR_615_687",0.492546227642033
"O60313_IDR_181_219",0.595555141248904
"O60313_IDR_33_72",0.404444858751096
"O60315_IDR_1058_1214",0.451759160710137
"O60315_IDR_1_1056",0.548240839289863
"O60318_IDR_1_477",0.23107745727689
"O60318_IDR_1912_1946",0.251156711461125
"O60318_IDR_479_620",0.281820029360386
"O60318_IDR_969_1129",0.235945801901599
"O60320_IDR_1_58",0.343057897544442
"O60320_IDR_210_280",0.327756258288015
"O60320_IDR_285_491",0.329185844167543
"O60331_IDR_1_67",0.333336823464323
"O60331_IDR_323_375",0.34310041906578
"O60331_IDR_447_632",0.323562757469897
"O60333_IDR_400_463",0.16272120120546
"O60381_IDR_121_188",0.288937513364317
"O60381_IDR_346_433",0.293565399979952
"O60383_IDR_1_51",0.489169772064912
"O60383_IDR_281_341",0.510830227935088
"O60391_IDR_884_1043",1
"O60393_IDR_1_691",1
"O60422_IDR_1_320",1
"O60423_IDR_1_102",0.501163194811465
"O60423_IDR_1221_1300",0.498836805188535
"O60447_IDR_1_130",0.496525667278801
"O60447_IDR_674_810",0.503474332721199
"O60462_IDR_602_635",0.500079171749987
"O60462_IDR_818_853",0.499920828250013
"O60469_IDR_1569_1602",0.492409027531599
"O60469_IDR_1618_2008",0.507590972468401
"O60476_IDR_1_107",0.500119206351283
"O60476_IDR_118_174",0.499880793648717
"O60478_IDR_1_32",1
"O60479_IDR_1_287",1
"O60512_IDR_345_393",0.509807122690325
"O60513_IDR_1_72",1
"O60516_IDR_51_100",1
"O60522_IDR_1164_1287",0.253292762348934
"O60522_IDR_1704_1775",0.263326155019054
"O60522_IDR_1898_1974",0.243092259531935
"O60522_IDR_675_743",0.240288823100077
"O60524_IDR_415_455",0.412796300884977
"O60524_IDR_669_975",0.587203699115023
"O60542_IDR_23_61",1
"O60548_IDR_1_125",0.501393721604328
"O60548_IDR_190_495",0.498606278395672
"O60551_IDR_1_111",1
"O60563_IDR_250_663",0.504248313119186
"O60563_IDR_670_726",0.495751686880814
"O60565_IDR_1_85",1
"O60566_IDR_202_718",1
"O60568_IDR_1_32",1
"O60573_IDR_1_52",1
"O60583_IDR_253_708",1
"O60673_IDR_2184_2260",0.201966047368004
"O60674_IDR_1_34",1
"O60675_IDR_123_156",1
"O60678_IDR_1_44",0.421133590615554
"O60678_IDR_164_216",0.578866409384446
"O60682_IDR_1_114",1
"O60684_IDR_1_78",1
"O60704_IDR_1_56",1
"O60706_IDR_622_666",0.490320453871702
"O60706_IDR_916_969",0.509679546128298
"O60711_IDR_12_136",1
"O60716_IDR_1_361",0.330940705566118
"O60716_IDR_599_645",0.335231563169189
"O60716_IDR_854_943",0.333827731264694
"O60721_IDR_1_386",0.34233795605353
"O60721_IDR_401_436",0.306886227886319
"O60721_IDR_618_896",0.350775816060151
"O60729_IDR_1_45",0.503272976349792
"O60729_IDR_379_498",0.496727023650208
"O60732_IDR_1_901",1
"O60828_IDR_81_265",1
"O60829_IDR_1_102",1
"O60830_IDR_140_172",1
"O60832_IDR_1_32",0.507858741235094
"O60832_IDR_420_514",0.492141258764906
"O60840_IDR_1599_1896",0.252869870802686
"O60840_IDR_1_66",0.247621297341996
"O60840_IDR_413_499",0.240752145821385
"O60840_IDR_765_829",0.258756686033933
"O60841_IDR_1_362",0.528219513499304
"O60841_IDR_369_626",0.471780486500696
"O60861_IDR_111_171",1
"O60869_IDR_1_69",1
"O60870_IDR_208_277",1
"O60882_IDR_1_31",1
"O60883_IDR_1_113",0.511437934236118
"O60883_IDR_438_480",0.488562065763881
"O60884_IDR_377_412",1
"O60885_IDR_1_58",0.197901988462996
"O60885_IDR_175_348",0.204473855331687
"O75078_IDR_202_235",1
"O75081_IDR_1_653",1
"O75084_IDR_1_45",0.494964613468724
"O75084_IDR_162_202",0.505035386531276
"O75095_IDR_1_34",1
"O75096_IDR_1650_1696",0.484975200628512
"O75096_IDR_1844_1905",0.515024799371488
"O75106_IDR_1_51",1
"O75112_IDR_501_538",0.485332014814367
"O75112_IDR_86_499",0.514667985185633
"O75113_IDR_194_343",0.316114792709896
"O75113_IDR_373_596",0.370660699166768
"O75113_IDR_789_851",0.313224508123336
"O75150_IDR_243_652",0.429309236239623
"O75151_IDR_444_1096",1
"O75152_IDR_85_770",1
"O75153_IDR_1262_1309",0.342698882568037
"O75153_IDR_1_37",0.331504536003039
"O75153_IDR_632_692",0.325796581428924
"O75154_IDR_1_206",0.320650351541367
"O75154_IDR_269_483",0.327267069284522
"O75154_IDR_627_664",0.352082579174111
"O75155_IDR_313_345",1
"O75157_IDR_1_780",1
"O75159_IDR_20_356",1
"O75264_IDR_1_130",1
"O75290_IDR_60_163",1
"O75298_IDR_1_339",1
"O75311_IDR_1_39",0.500890724038333
"O75311_IDR_349_417",0.499109275961667
"O75319_IDR_250_358",1
"O75323_IDR_7_45",1
"O75326_IDR_1_47",1
"O75330_IDR_1_95",0.472942408150418
"O75330_IDR_660_724",0.527057591849582
"O75333_IDR_1_58",0.493539064731286
"O75333_IDR_243_317",0.506460935268714
"O75334_IDR_1_888",0.554850313383217
"O75334_IDR_954_999",0.445149686616783
"O75335_IDR_1_822",0.637257768066487
"O75335_IDR_886_929",0.362742231933513
"O75339_IDR_1135_1184",0.497855476795524
"O75339_IDR_1_48",0.502144523204476
"O75351_IDR_78_111",1
"O75354_IDR_1_96",1
"O75398_IDR_1_149",0.261850989181494
"O75398_IDR_154_190",0.240896096265594
"O75398_IDR_275_515",0.259757468598739
"O75398_IDR_521_565",0.237495445954173
"O75410_IDR_1_595",1
"O75417_IDR_1_65",0.31234127872701
"O75417_IDR_840_877",0.319241812288724
"O75417_IDR_899_1821",0.368416908984266
"O75419_IDR_124_167",1
"O75420_IDR_535_889",0.525430966901049
"O75420_IDR_71_470",0.238229419817455
"O75420_IDR_966_1010",0.236339613281497
"O75425_IDR_138_184",1
"O75426_IDR_1_34",1
"O75427_IDR_1_31",0.498737619660894
"O75427_IDR_264_535",0.501262380339106
"O75439_IDR_1_44",1
"O75444_IDR_1_256",1
"O75487_IDR_480_556",0.482029837073172
"O75489_IDR_1_50",1
"O75494_IDR_89_262",1
"O75496_IDR_160_209",0.523782207510484
"O75496_IDR_1_88",0.476217792489516
"O75509_IDR_1_48",0.331621393721719
"O75509_IDR_216_344",0.325922987230022
"O75509_IDR_500_535",0.34245561904826
"O75525_IDR_161_336",1
"O75526_IDR_83_392",1
"O75528_IDR_176_309",0.519319732630128
"O75528_IDR_69_148",0.480680267369872
"O75530_IDR_1_72",1
"O75533_IDR_1_376",1
"O75541_IDR_1_338",1
"O75553_IDR_171_588",1
"O75554_IDR_193_376",0.516807980604164
"O75554_IDR_83_125",0.483192019395836
"O75563_IDR_64_103",0.50272880441949
"O75610_IDR_226_258",1
"O75616_IDR_262_295",0.50382133701866
"O75616_IDR_54_86",0.49617866298134
"O75618_IDR_102_199",1
"O75626_IDR_1_43",0.237974656872179
"O75626_IDR_213_574",0.225875714083413
"O75626_IDR_708_752",0.300099607285636
"O75626_IDR_765_825",0.236050021758772
"O75628_IDR_1_76",0.493629007155989
"O75628_IDR_249_294",0.506370992844011
"O75629_IDR_1_45",1
"O75631_IDR_236_287",1
"O75636_IDR_1_85",1
"O75638_IDR_1_84",1
"O75643_IDR_184_256",0.341047531279225
"O75643_IDR_1_90",0.329014579402623
"O75643_IDR_366_404",0.329937889318152
"O75665_IDR_449_1012",1
"O75674_IDR_155_196",0.490947751111998
"O75783_IDR_1_60",1
"O75791_IDR_182_263",1
"O75794_IDR_48_79",1
"O75807_IDR_51_552",0.49521221604652
"O75807_IDR_622_674",0.50478778395348
"O75808_IDR_18_51",0.510712011760973
"O75808_IDR_60_413",0.489287988239027
"O75815_IDR_1_114",0.5020895277401
"O75815_IDR_265_477",0.4979104722599
"O75820_IDR_59_146",1
"O75821_IDR_174_236",1
"O75822_IDR_1_116",0.538018833682512
"O75822_IDR_212_245",0.461981166317488
"O75829_IDR_213_258",0.514898173568001
"O75829_IDR_23_63",0.485101826431999
"O75840_IDR_45_214",1
"O75843_IDR_591_666",1
"O75844_IDR_291_322",1
"O75845_IDR_261_299",1
"O75864_IDR_1_43",0.313515165360643
