"","GO0006366_transcription_by_RNA_polymerase_II"
"O75995_IDR_1_169",0.429844635162178
"O75995_IDR_316_351",0.570155364837822
"O76009_IDR_368_404",1
"O76013_IDR_1_36",0.498349677224905
"O76013_IDR_402_440",0.501650322775095
"O76014_IDR_1_65",0.520333998406968
"O76014_IDR_416_449",0.479666001593032
"O76015_IDR_1_64",0.492998290090993
"O76015_IDR_413_456",0.507001709909007
"O76021_IDR_275_490",1
"O76024_IDR_1_84",0.525660503607433
"O76024_IDR_206_237",0.474339496392567
"O76031_IDR_68_100",1
"O76039_IDR_303_918",1
"O76041_IDR_860_917",1
"O76050_IDR_1_55",0.389215007066051
"O76050_IDR_231_266",0.307879065916221
"O94761_IDR_857_892",0.349052975263903
"O94762_IDR_474_539",0.502109967521125
"O94762_IDR_614_909",0.497890032478875
"O94763_IDR_149_535",1
"O94766_IDR_1_71",1
"O94768_IDR_299_351",1
"O94769_IDR_159_302",0.510693011590694
"O94769_IDR_1_59",0.489306988409306
"O94776_IDR_321_360",0.244542469140446
"O94776_IDR_405_605",0.504686075331325
"O94776_IDR_612_660",0.250771455528229
"O94782_IDR_112_144",0.307090641496438
"O94782_IDR_1_68",0.214421841803213
"O94782_IDR_221_421",0.184581321914786
"O94782_IDR_647_732",0.293906194785563
"O94804_IDR_311_586",0.429698587158491
"O94804_IDR_921_968",0.570301412841509
"O94806_IDR_1_55",0.406748484148325
"O94806_IDR_203_252",0.26361531992246
"O94806_IDR_323_397",0.329636195929215
"O94842_IDR_265_569",0.567521764936982
"O94844_IDR_302_363",1
"O94850_IDR_1_711",1
"O94851_IDR_1062_1124",0.442586737359321
"O94851_IDR_629_990",0.557413262640679
"O94855_IDR_1_265",1
"O94864_IDR_1_142",0.251083820529381
"O94864_IDR_262_414",0.748916179470619
"O94868_IDR_416_466",0.514632339504817
"O94868_IDR_630_740",0.485367660495183
"O94874_IDR_398_471",1
"O94875_IDR_1_515",0.312475184751148
"O94875_IDR_520_874",0.687524815248852
"O94876_IDR_1_526",1
"O94880_IDR_1_315",0.16781641098578
"O94880_IDR_499_559",0.201351238480694
"O94913_IDR_1096_1277",0.254037821904546
"O94913_IDR_1279_1315",0.158268729926878
"O94913_IDR_1486_1555",0.408689675056358
"O94915_IDR_1471_1511",0.234514433316254
"O94915_IDR_1513_1548",0.20060509231032
"O94915_IDR_1902_1976",0.188116983699113
"O94915_IDR_2255_2293",0.182277528293638
"O94915_IDR_2301_2658",0.194485962380675
"O94916_IDR_1_262",0.283453320278713
"O94916_IDR_1461_1531",0.188553554105095
"O94916_IDR_547_1441",0.527993125616192
"O94919_IDR_287_330",1
"O94921_IDR_1_130",1
"O94923_IDR_42_98",1
"O94985_IDR_915_971",0.481365460380201
"O94986_IDR_1_257",0.420920153112074
"O94986_IDR_383_625",0.265799331459416
"O94986_IDR_974_1710",0.31328051542851
"O94988_IDR_235_711",0.272565082342856
"O94988_IDR_713_775",0.355338262160763
"O94988_IDR_849_943",0.372096655496381
"O94989_IDR_1_391",1
"O94991_IDR_1_37",0.37305274191929
"O94991_IDR_311_354",0.326858658824104
"O94991_IDR_599_830",0.300088599256606
"O94992_IDR_1_259",1
"O94993_IDR_1_707",1
"O95072_IDR_106_313",0.55172858927052
"O95072_IDR_371_479",0.44827141072948
"O95073_IDR_117_236",1
"O95076_IDR_1_343",1
"O95081_IDR_147_481",1
"O95096_IDR_1_135",1
"O95104_IDR_138_493",0.57161293813916
"O95104_IDR_631_1147",0.42838706186084
"O95125_IDR_128_238",0.553519599475848
"O95125_IDR_283_394",0.446480400524153
"O95136_IDR_310_353",1
"O95149_IDR_297_360",0.541584925790395
"O95149_IDR_53_94",0.458415074209605
"O95150_IDR_1_92",1
"O95153_IDR_1081_1621",0.140439503469222
"O95153_IDR_1_121",0.158185415817431
"O95153_IDR_1710_1761",0.146140542125924
"O95153_IDR_267_337",0.154820276444686
"O95153_IDR_517_650",0.20558216954654
"O95153_IDR_731_785",0.194832092596196
"O95196_IDR_428_566",0.693946044966211
"O95197_IDR_1_831",1
"O95198_IDR_1_31",1
"O95201_IDR_1_130",0.600417222190416
"O95201_IDR_135_305",0.399582777809584
"O95202_IDR_1_146",0.475738592142324
"O95202_IDR_449_538",0.524261407857676
"O95206_IDR_714_1003",1
"O95208_IDR_137_635",1
"O95210_IDR_27_83",0.473267473008896
"O95210_IDR_86_200",0.526732526991104
"O95218_IDR_1_330",1
"O95219_IDR_1_51",1
"O95229_IDR_228_277",1
"O95231_IDR_1_92",1
"O95232_IDR_231_432",1
"O95235_IDR_230_289",0.291701283711665
"O95235_IDR_512_567",0.267325514049759
"O95235_IDR_577_685",0.182668847614932
"O95238_IDR_1_52",0.615955289832453
"O95259_IDR_711_933",1
"O95260_IDR_105_268",1
"O95263_IDR_1_117",0.512551984660098
"O95263_IDR_385_441",0.238425608237485
"O95263_IDR_490_537",0.249022407102417
"O95267_IDR_1_40",0.499420832288254
"O95267_IDR_595_723",0.500579167711746
"O95271_IDR_1_179",0.693947627620196
"O95271_IDR_964_1026",0.306052372379804
"O95274_IDR_224_346",1
"O95279_IDR_255_346",0.304379447429859
"O95279_IDR_351_404",0.352728611582073
"O95279_IDR_425_469",0.342891940988069
"O95292_IDR_128_243",1
"O95297_IDR_187_232",1
"O95319_IDR_1_36",0.427766040607104
"O95319_IDR_261_363",0.572233959392896
"O95342_IDR_1_41",0.522518029173793
"O95342_IDR_659_735",0.477481970826207
"O95343_IDR_19_81",0.545469704160505
"O95399_IDR_14_98",1
"O95400_IDR_1_82",0.492004887587234
"O95400_IDR_233_277",0.507995112412766
"O95402_IDR_87_525",1
"O95405_IDR_24_687",0.337135476115146
"O95405_IDR_768_830",0.313683258464659
"O95405_IDR_838_890",0.349181265420195
"O95407_IDR_1_31",1
"O95409_IDR_1_143",0.487333280514905
"O95409_IDR_190_237",0.255885524194425
"O95409_IDR_403_528",0.256781195290671
"O95415_IDR_1_67",1
"O95416_IDR_73_211",1
"O95425_IDR_1337_1369",0.243462437476445
"O95425_IDR_1_33",0.253447833108253
"O95425_IDR_1382_1418",0.278391770745018
"O95425_IDR_43_1308",0.224697958670284
"O95428_IDR_583_615",0.481782758047457
"O95428_IDR_809_839",0.518217241952543
"O95429_IDR_1_377",1
"O95486_IDR_1_338",1
"O95487_IDR_1_468",0.721818596146269
"O95487_IDR_491_522",0.278181403853731
"O95490_IDR_1105_1404",0.695921791757802
"O95490_IDR_421_454",0.304078208242198
"O95500_IDR_188_232",1
"O95502_IDR_104_287",0.594924076571341
"O95502_IDR_28_85",0.405075923428659
"O95503_IDR_64_355",1
"O95544_IDR_1_71",1
"O95684_IDR_138_393",1
"O95685_IDR_1_98",1
"O95696_IDR_393_440",0.318769300106732
"O95696_IDR_66_114",0.34154655466369
"O95696_IDR_753_924",0.339684145229578
"O95704_IDR_420_465",0.543852655171287
"O95704_IDR_62_107",0.456147344828713
"O95707_IDR_44_84",1
"O95714_IDR_1556_1610",0.204600301870803
"O95714_IDR_960_997",0.195965736487237
"O95810_IDR_1_156",0.576091644728912
"O95810_IDR_162_425",0.423908355271088
"O95813_IDR_1_130",1
"O95817_IDR_500_575",0.369294394863825
"O95817_IDR_53_418",0.630705605136175
"O95819_IDR_307_913",1
"O95822_IDR_1_35",1
"O95831_IDR_26_85",0.351985232882208
"O95831_IDR_513_558",0.354755056677249
"O95831_IDR_87_122",0.293259710440543
"O95905_IDR_495_596",0.476187333660507
"O95907_IDR_198_237",0.504633320145605
"O95907_IDR_438_504",0.495366679854395
"O95922_IDR_387_423",1
"O95926_IDR_1_62",1
"O95931_IDR_65_210",1
"O95935_IDR_1_135",0.469594276668011
"O95935_IDR_313_496",0.530405723331989
"O95936_IDR_1_180",0.304703658399965
"O95936_IDR_183_262",0.253737028035895
"O95936_IDR_460_550",0.214663567470468
"O95936_IDR_558_667",0.226895746093672
"O95944_IDR_133_258",1
"O95947_IDR_19_84",0.448952020644795
"O95947_IDR_273_406",0.551047979355205
"O95948_IDR_1_331",1
"O95972_IDR_1_40",0.507071912513316
"O95972_IDR_251_287",0.492928087486685
"O95976_IDR_178_241",1
"O95977_IDR_330_384",1
"O96017_IDR_498_543",0.452602865593457
"O96018_IDR_1_208",1
"O96020_IDR_1_96",1
"O96028_IDR_1203_1237",0.20384181050417
"O96028_IDR_1_214",0.28218816878633
"O96028_IDR_1329_1365",0.246377339044966
"O96028_IDR_352_665",0.267592681664534
"P00367_IDR_1_61",1
"P00390_IDR_1_60",1
"P00403_IDR_15_51",1
"P00451_IDR_732_1681",1
"P00519_IDR_1_60",0.602152110669275
"P00519_IDR_501_1029",0.397847889330725
"P00533_IDR_985_1126",1
"P00540_IDR_1_39",1
"P00742_IDR_175_228",1
"P00748_IDR_1_34",0.490994831106127
"P00748_IDR_297_366",0.509005168893873
"P00973_IDR_350_391",1
"P01011_IDR_1_44",1
"P01275_IDR_1_56",1
"P01282_IDR_22_82",1
"P01303_IDR_1_32",0.50850118999297
"P01303_IDR_65_96",0.49149881000703
"P01308_IDR_51_88",1
"P01344_IDR_86_180",1
"P01350_IDR_1_101",1
"P01374_IDR_1_62",1
"P01375_IDR_1_85",1
"P01583_IDR_1_32",1
"P01584_IDR_1_38",1
"P01589_IDR_189_272",0.4623968436958
"P01589_IDR_88_118",0.5376031563042
"P01732_IDR_135_173",1
"P01833_IDR_566_738",1
"P02458_IDR_21_53",0.376584056427617
"P02458_IDR_72_1249",0.623415943572383
"P02461_IDR_57_1216",1
"P02462_IDR_1_1429",1
"P02533_IDR_1_100",0.466420736311723
"P02776_IDR_1_35",1
"P02818_IDR_20_68",1
"P03372_IDR_1_44",0.217923744601368
"P03372_IDR_254_307",0.21340957329058
"P03372_IDR_550_595",0.247245165228336
"P03372_IDR_78_180",0.321421516879717
"P03928_IDR_8_49",1
"P03971_IDR_262_297",0.543681805496805
"P03971_IDR_412_458",0.456318194503195
"P04004_IDR_363_397",0.428216721847561
"P04004_IDR_62_151",0.571783278152439
"P04035_IDR_346_441",1
"P04049_IDR_200_337",1
"P04066_IDR_1_32",1
"P04083_IDR_1_34",1
"P04085_IDR_52_89",1
"P04090_IDR_54_162",1
"P04150_IDR_1_287",0.712483235377635
"P04637_IDR_282_324",0.266706015594164
"P04637_IDR_354_393",0.39181398866238
"P04731_IDR_1_33",1
"P04732_IDR_1_40",1
"P04808_IDR_125_163",0.491665683369978
"P04808_IDR_54_91",0.508334316630022
"P04920_IDR_1_319",0.300659524599155
"P04920_IDR_441_503",0.456807154456684
"P04920_IDR_633_672",0.24253332094416
"P04921_IDR_1_128",1
"P05019_IDR_111_195",1
"P05023_IDR_1_34",1
"P05060_IDR_64_560",1
"P05067_IDR_190_290",0.199415063132944
"P05067_IDR_320_391",0.334140376194617
"P05067_IDR_570_679",0.466444560672439
"P05108_IDR_1_43",1
"P05111_IDR_44_78",1
"P05114_IDR_1_100",1
"P05154_IDR_1_39",1
"P06899_IDR_1_36",1
"P07101_IDR_35_98",1
"P07196_IDR_1_81",0.521660982892461
"P07196_IDR_405_543",0.478339017107539
"P07197_IDR_1_107",0.444061024253935
"P07197_IDR_414_916",0.555938975746065
"P07199_IDR_137_167",0.460371000814173
"P07199_IDR_390_538",0.539628999185827
"P07202_IDR_885_933",1
"P07237_IDR_474_508",1
"P08047_IDR_1_68",0.152859520123598
"P08047_IDR_275_448",0.227601244397388
"P08047_IDR_567_597",0.122707444307836
"P08047_IDR_670_748",0.280508722585542
"P08047_IDR_70_100",0.216323068585636
"P08048_IDR_214_246",0.556563754471592
"P08048_IDR_254_404",0.443436245528407
"P08069_IDR_1285_1366",1
"P08123_IDR_23_1129",1
"P08138_IDR_199_231",0.3532624711242
"P08631_IDR_1_77",1
"P08651_IDR_191_230",0.457206233692604
"P08651_IDR_262_485",0.542793766307396
"P08670_IDR_1_89",0.461724979549688
"P08670_IDR_415_446",0.538275020450312
"P08697_IDR_1_74",1
"P08709_IDR_1_31",1
"P08727_IDR_1_47",1
"P08729_IDR_1_46",0.477170089218822
"P08729_IDR_419_469",0.522829910781178
"P09497_IDR_156_188",0.529555284539391
"P09529_IDR_1_54",1
"P09601_IDR_226_272",1
"P09603_IDR_168_554",1
"P09619_IDR_705_793",0.512829986292586
"P09619_IDR_967_1106",0.487170013707414
"P09629_IDR_1_181",1
"P09630_IDR_193_235",0.518531084264249
"P09630_IDR_8_156",0.481468915735751
"P09651_IDR_182_372",1
"P0C6C1_IDR_189_535",1
"P0C7H8_IDR_1_128",1
"P0C7H9_IDR_1_56",0.516864641222325
"P0C7H9_IDR_379_460",0.483135358777675
"P0C7I0_IDR_1_57",0.35736149682031
"P0C7I0_IDR_379_447",0.315768546036067
"P0C7I0_IDR_471_525",0.326869957143623
"P0C7I6_IDR_1_36",0.341650723203343
"P0C7V6_IDR_227_349",0.223118130128685
"P0C7V6_IDR_360_817",0.543665447646699
"P0C7W0_IDR_1_189",1
"P0C7W9_IDR_1_464",1
"P0C7X1_IDR_354_449",1
"P0C7X2_IDR_81_179",1
"P0C851_IDR_1_39",1
"P0C862_IDR_9_195",1
"P0C874_IDR_33_526",0.508880040343816
"P0C874_IDR_534_884",0.491119959656184
"P0C875_IDR_216_324",1
"P0C881_IDR_646_757",0.490308901208435
"P0C881_IDR_785_870",0.509691098791565
"P0CAP1_IDR_149_185",0.322239398286731
"P0CAP1_IDR_37_71",0.358739058798251
"P0CAP1_IDR_407_448",0.319021542915019
"P0CAP2_IDR_1_368",1
"P0CB47_IDR_176_223",0.523823485711548
"P0CB47_IDR_301_393",0.476176514288452
"P0CF97_IDR_1_59",1
"P0CJ79_IDR_18_185",1
"P0CJ92_IDR_1_127",0.498207718232834
"P0CJ92_IDR_279_604",0.501792281767166
"P0CL80_IDR_1_117",1
"P0CL81_IDR_1_117",1
"P0CV98_IDR_1_105",1
"P0CV99_IDR_1_111",1
"P0CW00_IDR_1_105",1
"P0CW01_IDR_1_105",1
"P0CW18_IDR_30_102",0.305888267431147
"P0CW18_IDR_420_472",0.35154418113223
"P0CW18_IDR_571_603",0.342567551436623
"P0CW19_IDR_1_52",1
"P0CW20_IDR_1_52",1
"P0CW24_IDR_332_399",1
"P0CW27_IDR_1_35",0.411037235967914
"P0CW27_IDR_164_439",0.588962764032086
"P0DJ93_IDR_46_91",1
"P0DMB1_IDR_161_279",0.507880707275167
"P0DMB1_IDR_1_74",0.492119292724833
"P0DMB2_IDR_1_74",1
"P0DMP2_IDR_170_228",0.489867351012327
"P0DMP2_IDR_404_446",0.510132648987674
"P0DMQ5_IDR_65_153",1
"P0DMQ9_IDR_1_115",1
"P0DMR1_IDR_192_293",0.468858558006435
"P0DMR1_IDR_89_186",0.531141441993565
"P0DMS9_IDR_177_266",1
"P0DMU7_IDR_1_120",1
"P0DMU8_IDR_1_120",1
"P0DMU9_IDR_1_118",1
"P0DMV0_IDR_1_120",1
"P0DMV1_IDR_1_118",1
"P0DMV2_IDR_1_118",1
"P0DMW4_IDR_1_31",1
"P0DMW5_IDR_1_31",1
"P0DN86_IDR_122_165",1
"P0DPQ3_IDR_1_163",1
"P0DQD5_IDR_343_375",1
"P10071_IDR_1_515",0.445899919898716
"P10071_IDR_584_1580",0.554100080101284
"P10072_IDR_83_232",1
"P10073_IDR_132_266",1
"P10074_IDR_113_290",1
"P10075_IDR_1_204",1
"P10092_IDR_43_83",1
"P10109_IDR_1_63",1
"P10124_IDR_43_158",1
"P10242_IDR_1_37",0.235875909113051
"P10242_IDR_188_479",0.342505571692278
"P10242_IDR_505_600",0.421618519194672
"P10243_IDR_1_32",0.288923866016609
"P10243_IDR_182_567",0.345833310683577
"P10243_IDR_594_710",0.365242823299814
"P10244_IDR_178_658",1
"P10253_IDR_29_79",1
"P10643_IDR_211_241",1
"P10644_IDR_62_94",1
"P10645_IDR_64_433",1
"P10696_IDR_494_532",1
"P10720_IDR_1_38",1
"P10721_IDR_695_759",0.452098770159641
"P10721_IDR_940_976",0.547901229840359
"P10747_IDR_182_220",1
"P10767_IDR_38_71",1
"P10826_IDR_1_81",0.483672177027796
"P10826_IDR_418_455",0.516327822972204
"P10827_IDR_129_159",0.301941753947938
"P10827_IDR_1_41",0.310850637523912
"P10827_IDR_371_490",0.38720760852815
"P10828_IDR_182_213",0.306641945953474
"P10828_IDR_1_95",0.409205991936579
"P10828_IDR_232_262",0.284152062109947
"P10911_IDR_430_494",0.490158714971037
"P10911_IDR_818_894",0.509841285028963
"P10912_IDR_353_482",1
"P11308_IDR_243_299",0.383310045480164
"P11310_IDR_1_34",1
"P11362_IDR_1_32",0.473167583855362
"P11362_IDR_768_822",0.526832416144638
"P11387_IDR_1_202",1
"P11388_IDR_1091_1121",0.49856376159782
"P11388_IDR_1187_1531",0.50143623840218
"P11473_IDR_102_221",1
"P11474_IDR_152_190",0.387805130654472
"P11474_IDR_1_73",0.612194869345528
"P12270_IDR_1141_1200",0.230123901135579
"P12270_IDR_1206_1254",0.147264103971814
"P12270_IDR_1398_2363",0.112703826165072
"P12272_IDR_70_177",1
"P12314_IDR_320_374",1
"P12318_IDR_247_279",1
"P12524_IDR_1_286",1
"P12532_IDR_1_41",1
"P12643_IDR_1_45",1
"P12644_IDR_1_49",1
"P13521_IDR_122_184",0.162237885962591
"P13521_IDR_207_303",0.142942234589802
"P13521_IDR_373_429",0.154492865991574
"P13521_IDR_443_480",0.189032179179203
"P13521_IDR_552_582",0.184616419867659
"P13521_IDR_69_104",0.166678414409171
"P13533_IDR_1908_1939",1
"P13569_IDR_1443_1480",0.597664496872823
"P13569_IDR_646_839",0.402335503127177
"P13591_IDR_763_858",1
"P13945_IDR_368_408",0.335647253496136
"P13994_IDR_257_386",1
"P14061_IDR_290_328",1
"P14136_IDR_1_61",1
"P14138_IDR_177_238",0.462221427383006
"P14138_IDR_17_93",0.537778572616994
"P14209_IDR_1_147",1
"P14210_IDR_1_34",1
"P14314_IDR_204_272",0.494483571363564
"P14314_IDR_278_358",0.505516428636436
"P14316_IDR_116_248",1
"P14317_IDR_1_426",1
"P14384_IDR_399_443",1
"P14410_IDR_1_61",1
"P14416_IDR_219_374",1
"P14543_IDR_285_360",1
"P14598_IDR_285_390",1
"P14923_IDR_1_111",1
"P15036_IDR_1_67",0.512377752842416
"P15036_IDR_313_348",0.487622247157584
"P15056_IDR_102_152",0.35095627652072
"P15056_IDR_1_41",0.360681223235976
"P15056_IDR_302_445",0.288362500243304
"P15144_IDR_37_67",1
"P15169_IDR_421_458",1
"P15170_IDR_1_71",1
"P15172_IDR_1_148",0.646501511604114
"P15172_IDR_166_319",0.353498488395886
"P15173_IDR_137_224",0.546219398589885
"P15173_IDR_1_97",0.453780601410115
"P15260_IDR_314_444",1
"P15291_IDR_61_124",1
"P15311_IDR_353_547",1
"P15863_IDR_223_514",0.829346724371895
"P15880_IDR_1_57",1
"P15882_IDR_138_197",1
"P15884_IDR_1_570",0.732920265065046
"P15884_IDR_626_667",0.267079734934954
"P15907_IDR_1_89",1
"P15918_IDR_1_97",0.527842723836275
"P15918_IDR_218_259",0.472157276163725
"P15923_IDR_1_556",0.650812203300271
"P15923_IDR_612_654",0.349187796699729
"P15924_IDR_630_660",1
"P15927_IDR_1_43",0.492863450264269
"P15927_IDR_172_202",0.507136549735731
"P15976_IDR_1_284",0.713957255088907
"P15976_IDR_288_413",0.286042744911093
"P16070_IDR_149_643",1
"P16112_IDR_679_2281",1
"P16118_IDR_1_37",1
"P16144_IDR_1405_1436",1
"P16150_IDR_1_400",1
"P16410_IDR_192_223",1
"P16415_IDR_45_162",1
"P16455_IDR_177_207",1
"P16471_IDR_346_406",0.471020342503762
"P16471_IDR_409_500",0.528979657496238
"P16499_IDR_821_860",1
"P16519_IDR_600_638",1
"P16591_IDR_386_452",1
"P16860_IDR_1_134",1
"P16871_IDR_1_33",0.45397644075971
"P16871_IDR_316_448",0.54602355924029
"P16885_IDR_1206_1265",1
"P16989_IDR_167_372",0.509425714123166
"P16989_IDR_1_83",0.490574285876834
"P17010_IDR_259_408",1
"P17014_IDR_59_177",1
"P17017_IDR_1_140",1
"P17020_IDR_1_238",1
"P17021_IDR_48_188",1
"P17022_IDR_1_36",0.473769483826016
"P17041_IDR_1_104",1
"P17096_IDR_1_107",1
"P17097_IDR_19_195",1
"P17098_IDR_491_529",0.490728176110417
"P17098_IDR_78_247",0.509271823889583
"P17181_IDR_509_557",1
"P17252_IDR_294_330",1
"P17275_IDR_1_273",1
"P17302_IDR_241_382",1
"P17342_IDR_1_47",1
"P17844_IDR_1_39",0.412124298962075
"P17844_IDR_478_614",0.587875701037925
"P17861_IDR_1_261",1
"P17936_IDR_112_208",1
"P17947_IDR_83_167",1
"P17948_IDR_1163_1292",0.482083252049763
"P17948_IDR_932_989",0.517916747950237
"P17980_IDR_1_34",1
"P18031_IDR_292_401",1
"P18065_IDR_1_79",0.500667235273351
"P19113_IDR_480_617",1
"P19174_IDR_1231_1290",1
"P19235_IDR_1_32",0.510134811690237
"P19235_IDR_340_425",0.489865188309762
"P19237_IDR_129_187",1
"P19338_IDR_1_304",0.411798483264193
"P19338_IDR_649_710",0.588201516735807
"P19404_IDR_1_35",1
"P19419_IDR_90_366",1
"P20073_IDR_1_170",1
"P20138_IDR_265_335",1
"P20226_IDR_1_158",1
"P20248_IDR_1_169",1
"P20265_IDR_1_266",0.628489966388266
"P20265_IDR_408_443",0.371510033611734
"P20290_IDR_1_51",0.543997684270357
"P20290_IDR_171_206",0.456002315729643
"P20309_IDR_266_486",1
"P20333_IDR_202_376",0.481860378803939
"P20333_IDR_390_461",0.51813962119606
"P20339_IDR_184_215",1
"P20849_IDR_248_921",1
"P20908_IDR_1_32",0.394327521920061
"P20908_IDR_241_1604",0.605672478079939
"P20916_IDR_537_591",1
"P20930_IDR_90_4057",1
"P20936_IDR_1_168",1
"P20941_IDR_37_75",1
"P20963_IDR_58_164",1
"P21127_IDR_1_420",1
"P21128_IDR_46_94",1
"P21246_IDR_1_168",1
"P21817_IDR_4249_4538",0.264133426634775
"P21854_IDR_17_121",1
"P21817_IDR_4585_4625",0.233145356891493
"P21860_IDR_981_1317",1
"P21912_IDR_1_36",1
"P21917_IDR_1_32",0.50876432329853
"P21917_IDR_226_349",0.49123567670147
"P21918_IDR_1_38",0.485263452254167
"P21918_IDR_397_477",0.514736547745833
"P21953_IDR_1_67",1
"P22459_IDR_1_170",0.715939328585671
"P22459_IDR_572_653",0.284060671414329
"P22460_IDR_1_116",0.365431555519275
"P22460_IDR_280_315",0.273383449138799
"P22460_IDR_527_613",0.361184995341926
"P22466_IDR_1_33",0.483951884026169
"P22466_IDR_45_79",0.516048115973831
"P22492_IDR_112_207",0.475991703745409
"P22492_IDR_1_40",0.524008296254591
"P22528_IDR_1_89",1
"P22557_IDR_1_85",0.476529096989275
"P22557_IDR_98_136",0.523470903010725
"P22607_IDR_1_44",0.445468279890856
"P22607_IDR_763_806",0.554531720109144
"P22626_IDR_189_353",1
"P22670_IDR_107_433",0.27160018196559
"P22670_IDR_1_101",0.29754776393368
"P22670_IDR_515_572",0.290606637862147
"P23284_IDR_1_37",1
"P23327_IDR_24_624",1
"P23352_IDR_1_40",1
"P23378_IDR_1_54",1
"P23381_IDR_1_81",1
"P23409_IDR_1_137",0.416281788674112
"P23409_IDR_146_242",0.583718211325888
"P23415_IDR_1_34",0.508948720780805
"P23415_IDR_344_408",0.491051279219195
"P23416_IDR_1_40",0.537366805353946
"P23416_IDR_352_411",0.462633194646054
"P23443_IDR_19_65",0.48505337198549
"P23443_IDR_423_525",0.51494662801451
"P23458_IDR_1_31",1
"P23468_IDR_1291_1332",1
"P23469_IDR_1_109",1
"P23470_IDR_447_788",1
"P23471_IDR_412_1662",1
"P23497_IDR_1_42",0.298195677986684
"P24468_IDR_141_171",0.357828179270497
"P24530_IDR_28_86",0.478105143641041
"P24530_IDR_408_442",0.521894856358959
"P24534_IDR_71_113",1
"P24539_IDR_1_52",1
"P24557_IDR_291_323",1
"P24588_IDR_1_335",1
"P24592_IDR_88_162",1
"P24593_IDR_99_188",1
"P24723_IDR_308_347",1
"P24863_IDR_249_283",1
"P24864_IDR_1_102",1
"P25054_IDR_1_71",0.200981645750963
"P25054_IDR_182_308",0.170735488431776
"P25054_IDR_735_2843",0.438722324277465
"P25054_IDR_76_138",0.189560541539797
"P25063_IDR_1_60",1
"P25067_IDR_1_572",1
"P25092_IDR_1019_1055",1
"P25100_IDR_1_90",0.334124030404621
"P25705_IDR_1_45",1
"P25929_IDR_342_384",1
"P25940_IDR_222_1508",1
"P25942_IDR_217_277",1
"P25963_IDR_1_42",1
"P26006_IDR_863_897",1
"P26022_IDR_1_64",0.444850581612738
"P26022_IDR_66_168",0.555149418387262
"P26038_IDR_368_416",0.511910627740089
"P26038_IDR_423_516",0.488089372259911
"P26045_IDR_347_503",1
"P26196_IDR_1_71",1
"P26358_IDR_661_729",0.456628836340914
"P26358_IDR_94_349",0.543371163659086
"P26367_IDR_115_326",1
"P26368_IDR_102_144",0.510039101252122
"P26368_IDR_1_92",0.489960898747877
"P27487_IDR_1_38",1
"P27540_IDR_1_99",0.45856476886654
"P27540_IDR_466_763",0.54143523113346
"P27544_IDR_313_350",1
"P27658_IDR_35_592",1
"P27694_IDR_114_181",1
"P27695_IDR_1_57",1
"P27708_IDR_1814_1914",1
"P27797_IDR_357_417",1
"P27815_IDR_1_336",0.385935656113878
"P27815_IDR_712_840",0.312959814106146
"P27815_IDR_842_886",0.301104529779976
"P27816_IDR_53_1152",1
"P27824_IDR_1_55",0.546047133815121
"P27824_IDR_504_592",0.453952866184879
"P27986_IDR_82_112",1
"P27987_IDR_17_570",0.48879033413364
"P27987_IDR_573_641",0.511209665866361
"P28039_IDR_1_38",1
"P28358_IDR_1_153",0.457017415223547
"P28358_IDR_155_274",0.542982584776453
"P28360_IDR_1_175",1
"P28370_IDR_112_164",0.4759309976192
"P28370_IDR_1_84",0.5240690023808
"P28472_IDR_1_31",0.528089073087328
"P28472_IDR_336_436",0.471910926912672
"P28476_IDR_1_54",0.558352860027665
"P28476_IDR_355_427",0.441647139972335
"P28562_IDR_315_367",1
"P28566_IDR_214_282",1
"P28698_IDR_105_383",0.573908810434435
"P28698_IDR_1_68",0.426091189565565
"P28702_IDR_1_200",0.474619934590735
"P28702_IDR_271_334",0.525380065409265
"P28715_IDR_1024_1157",0.452679427770694
"P28715_IDR_296_736",0.547320572229306
"P28749_IDR_332_375",0.272171970613247
"P28749_IDR_616_691",0.20906609692799
"P29350_IDR_528_595",0.487538500591516
"P29353_IDR_1_143",0.445997176654758
"P29353_IDR_326_479",0.554002823345242
"P29371_IDR_1_40",0.431257780345881
"P29371_IDR_381_465",0.568742219654119
"P29372_IDR_1_74",1
"P29374_IDR_1203_1257",0.193111828664071
"P29374_IDR_128_169",0.1610704811433
"P29374_IDR_270_307",0.202038607279331
"P29374_IDR_406_608",0.203699335979981
"P29374_IDR_615_1167",0.240079746933318
"P29375_IDR_1277_1436",0.373530624323302
"P29375_IDR_1475_1609",0.295681372725132
"P29375_IDR_182_287",0.330788002951566
"P29376_IDR_244_276",0.505861747719247
"P29376_IDR_797_864",0.494138252280753
"P29400_IDR_1_1445",1
"P29466_IDR_86_131",1
"P29474_IDR_1_65",0.324636653966345
"P29474_IDR_595_641",0.33050135225816
"P30260_IDR_783_824",0.48893836614543
"P30273_IDR_47_86",1
"P30291_IDR_1_281",0.542631755560833
"P30291_IDR_603_646",0.457368244439167
"P30304_IDR_1_334",1
"P30305_IDR_1_378",1
"P30307_IDR_1_264",1
"P30405_IDR_1_43",1
"P30411_IDR_1_44",0.532204919868212
"P30411_IDR_354_391",0.467795080131788
"P30414_IDR_1284_1462",0.456633800621157
"P30414_IDR_180_1262",0.543366199378843
"P30419_IDR_1_85",1
"P30518_IDR_1_31",1
