"","GO0019219_regulation_of_nucleobase_containing_compound_metabolic_process"
"O75078_IDR_202_235",1
"O75081_IDR_1_653",1
"O75084_IDR_1_45",0.456218547871814
"O75084_IDR_162_202",0.543781452128186
"O75095_IDR_1_34",1
"O75096_IDR_1650_1696",0.492248211450376
"O75096_IDR_1844_1905",0.507751788549624
"O75106_IDR_1_51",1
"O75112_IDR_501_538",0.410655160534505
"O75112_IDR_86_499",0.589344839465495
"O75113_IDR_194_343",0.285137937217849
"O75113_IDR_373_596",0.36363222923771
"O75113_IDR_789_851",0.351229833544441
"O75150_IDR_243_652",0.339166018123642
"O75151_IDR_444_1096",1
"O75152_IDR_85_770",1
"O75153_IDR_1262_1309",0.33371917042834
"O75153_IDR_1_37",0.380000543837348
"O75153_IDR_632_692",0.286280285734311
"O75154_IDR_1_206",0.298689261886577
"O75154_IDR_269_483",0.374716678090436
"O75154_IDR_627_664",0.326594060022987
"O75155_IDR_313_345",1
"O75157_IDR_1_780",1
"O75159_IDR_20_356",1
"O75264_IDR_1_130",1
"O75290_IDR_60_163",1
"O75298_IDR_1_339",1
"O75311_IDR_1_39",0.453142150416745
"O75311_IDR_349_417",0.546857849583255
"O75319_IDR_250_358",1
"O75323_IDR_7_45",1
"O75326_IDR_1_47",1
"O75330_IDR_1_95",0.465696539031286
"O75330_IDR_660_724",0.534303460968714
"O75333_IDR_1_58",0.513076347637452
"O75333_IDR_243_317",0.486923652362548
"O75334_IDR_1_888",0.59183895830548
"O75334_IDR_954_999",0.40816104169452
"O75335_IDR_1_822",0.466764448987864
"O75335_IDR_886_929",0.533235551012136
"O75339_IDR_1135_1184",0.496354391427766
"O75339_IDR_1_48",0.503645608572234
"O75351_IDR_78_111",1
"O75354_IDR_1_96",1
"O75398_IDR_1_149",0.291035316667506
"O75398_IDR_154_190",0.216191348154335
"O75398_IDR_275_515",0.253274879268094
"O75398_IDR_521_565",0.239498455910066
"O75410_IDR_1_595",1
"O75417_IDR_1_65",0.306846920173349
"O75417_IDR_840_877",0.309572599864466
"O75417_IDR_899_1821",0.383580479962185
"O75419_IDR_124_167",1
"O75420_IDR_535_889",0.425588844098859
"O75420_IDR_71_470",0.224547339507225
"O75420_IDR_966_1010",0.349863816393915
"O75425_IDR_138_184",1
"O75426_IDR_1_34",1
"O75427_IDR_1_31",0.418400733444783
"O75427_IDR_264_535",0.581599266555217
"O75439_IDR_1_44",1
"O75444_IDR_1_256",1
"O75487_IDR_480_556",0.506494161972991
"O75489_IDR_1_50",1
"O75494_IDR_89_262",1
"O75496_IDR_160_209",0.520463603824084
"O75496_IDR_1_88",0.479536396175916
"O75509_IDR_1_48",0.281901744569679
"O75509_IDR_216_344",0.441119937513399
"O75509_IDR_500_535",0.276978317916922
"O75525_IDR_161_336",1
"O75526_IDR_83_392",1
"O75528_IDR_176_309",0.522845291187135
"O75528_IDR_69_148",0.477154708812865
"O75530_IDR_1_72",1
"O75533_IDR_1_376",1
"O75541_IDR_1_338",1
"O75553_IDR_171_588",1
"O75554_IDR_193_376",0.567885764785767
"O75554_IDR_83_125",0.432114235214233
"O75563_IDR_64_103",0.508939605792826
"O75610_IDR_226_258",1
"O75616_IDR_262_295",0.347611177307523
"O75616_IDR_54_86",0.652388822692476
"O75618_IDR_102_199",1
"O75626_IDR_1_43",0.152156252380057
"O75626_IDR_213_574",0.444756661105934
"O75626_IDR_708_752",0.151094281794331
"O75626_IDR_765_825",0.251992804719678
"O75628_IDR_1_76",0.543457117625536
"O75628_IDR_249_294",0.456542882374464
"O75629_IDR_1_45",1
"O75631_IDR_236_287",1
"O75636_IDR_1_85",1
"O75638_IDR_1_84",1
"O75643_IDR_184_256",0.337351490608224
"O75643_IDR_1_90",0.341947864684648
"O75643_IDR_366_404",0.320700644707129
"O75665_IDR_449_1012",1
"O75674_IDR_155_196",0.402487875585607
"O75783_IDR_1_60",1
"O75791_IDR_182_263",1
"O75794_IDR_48_79",1
"O75807_IDR_51_552",0.414957827057104
"O75807_IDR_622_674",0.585042172942896
"O75808_IDR_18_51",0.442519860543982
"O75808_IDR_60_413",0.557480139456018
"O75815_IDR_1_114",0.552798082781572
"O75815_IDR_265_477",0.447201917218428
"O75820_IDR_59_146",1
"O75821_IDR_174_236",1
"O75822_IDR_1_116",0.475802080160855
"O75822_IDR_212_245",0.524197919839145
"O75829_IDR_213_258",0.48434529487796
"O75829_IDR_23_63",0.51565470512204
"O75840_IDR_45_214",1
"O75843_IDR_591_666",1
"O75844_IDR_291_322",1
"O75845_IDR_261_299",1
"O75864_IDR_1_43",0.250311200861824
"O75914_IDR_145_260",0.493847559520681
"O75916_IDR_423_577",1
"O75920_IDR_1_74",1
"O75923_IDR_137_211",1
"O75925_IDR_418_459",0.214525334165312
"O75925_IDR_466_641",0.464507105648618
"O75925_IDR_67_131",0.32096756018607
"O75928_IDR_428_471",0.371285610138612
"O75928_IDR_475_616",0.345615421048151
"O75928_IDR_67_140",0.283098968813237
"O75940_IDR_126_171",1
"O75943_IDR_1_86",0.409095215808251
"O75943_IDR_348_399",0.273913148852506
"O75943_IDR_585_670",0.316991635339244
"O75949_IDR_367_472",0.431665068783845
"O75949_IDR_67_183",0.568334931216155
"O75952_IDR_67_493",1
"O75953_IDR_126_167",1
"O75956_IDR_1_70",1
"O75962_IDR_1_42",0.180087938274472
"O75976_IDR_1339_1380",0.32381790745076
"O75976_IDR_1_54",0.33944334137091
"O75976_IDR_875_906",0.336738751178331
"O75995_IDR_1_169",0.433430201524912
"O75995_IDR_316_351",0.566569798475088
"O76009_IDR_368_404",1
"O76013_IDR_1_36",0.506070589787159
"O76013_IDR_402_440",0.493929410212841
"O76014_IDR_1_65",0.520913522630226
"O76014_IDR_416_449",0.479086477369774
"O76015_IDR_1_64",0.494654561057201
"O76015_IDR_413_456",0.505345438942799
"O76021_IDR_275_490",1
"O76024_IDR_1_84",0.512995002231995
"O76024_IDR_206_237",0.487004997768005
"O76031_IDR_68_100",1
"O76039_IDR_303_918",1
"O76041_IDR_860_917",1
"O76050_IDR_1_55",0.390779101687618
"O76050_IDR_231_266",0.326971949456714
"O94761_IDR_857_892",0.335608975405379
"O94762_IDR_474_539",0.498195154874866
"O94762_IDR_614_909",0.501804845125134
"O94763_IDR_149_535",1
"O94766_IDR_1_71",1
"O94768_IDR_299_351",1
"O94769_IDR_159_302",0.512787327085495
"O94769_IDR_1_59",0.487212672914505
"O94776_IDR_321_360",0.255757084542122
"O94776_IDR_405_605",0.477058999702819
"O94776_IDR_612_660",0.267183915755059
"O94782_IDR_112_144",0.295002231952587
"O94782_IDR_1_68",0.218621807151337
"O94782_IDR_221_421",0.210592221885052
"O94782_IDR_647_732",0.275783739011024
"O94804_IDR_311_586",0.445416580452981
"O94804_IDR_921_968",0.554583419547019
"O94806_IDR_1_55",0.409388597571064
"O94806_IDR_203_252",0.279990204272858
"O94806_IDR_323_397",0.310621198156077
"O94842_IDR_265_569",0.541002666098968
"O94844_IDR_302_363",1
"O94850_IDR_1_711",1
"O94851_IDR_1062_1124",0.463347754075594
"O94851_IDR_629_990",0.536652245924406
"O94855_IDR_1_265",1
"O94864_IDR_1_142",0.336752376624335
"O94864_IDR_262_414",0.663247623375664
"O94868_IDR_416_466",0.508972114450166
"O94868_IDR_630_740",0.491027885549834
"O94874_IDR_398_471",1
"O94875_IDR_1_515",0.365928534237411
"O94875_IDR_520_874",0.634071465762589
"O94876_IDR_1_526",1
"O94880_IDR_1_315",0.170483942052511
"O94880_IDR_499_559",0.200838342811503
"O94913_IDR_1096_1277",0.268159636374385
"O94913_IDR_1279_1315",0.173489529413441
"O94913_IDR_1486_1555",0.313007962491074
"O94915_IDR_1471_1511",0.240438316076103
"O94915_IDR_1513_1548",0.199217442512652
"O94915_IDR_1902_1976",0.200278233147354
"O94915_IDR_2255_2293",0.180607405928108
"O94915_IDR_2301_2658",0.179458602335781
"O94916_IDR_1_262",0.311080128044181
"O94916_IDR_1461_1531",0.206077802836951
"O94916_IDR_547_1441",0.482842069118868
"O94919_IDR_287_330",1
"O94921_IDR_1_130",1
"O94923_IDR_42_98",1
"O94985_IDR_915_971",0.483998266279592
"O94986_IDR_1_257",0.428154523432963
"O94986_IDR_383_625",0.252329415333049
"O94986_IDR_974_1710",0.319516061233988
"O94988_IDR_235_711",0.30035061621667
"O94988_IDR_713_775",0.345716599645274
"O94988_IDR_849_943",0.353932784138056
"O94989_IDR_1_391",1
"O94991_IDR_1_37",0.371648764777929
"O94991_IDR_311_354",0.347694477454931
"O94991_IDR_599_830",0.280656757767141
"O94992_IDR_1_259",1
"O94993_IDR_1_707",1
"O95072_IDR_106_313",0.520095595657069
"O95072_IDR_371_479",0.479904404342931
"O95073_IDR_117_236",1
"O95076_IDR_1_343",1
"O95081_IDR_147_481",1
"O95096_IDR_1_135",1
"O95104_IDR_138_493",0.570111312146595
"O95104_IDR_631_1147",0.429888687853405
"O95125_IDR_128_238",0.557350538105868
"O95125_IDR_283_394",0.442649461894132
"O95136_IDR_310_353",1
"O95149_IDR_297_360",0.534715789171082
"O95149_IDR_53_94",0.465284210828918
"O95150_IDR_1_92",1
"O95153_IDR_1081_1621",0.132789448780957
"O95153_IDR_1_121",0.154740896653778
"O95153_IDR_1710_1761",0.155987716353102
"O95153_IDR_267_337",0.157064648117633
"O95153_IDR_517_650",0.197773316529971
"O95153_IDR_731_785",0.201643973564559
"O95196_IDR_428_566",0.642122794055774
"O95197_IDR_1_831",1
"O95198_IDR_1_31",1
"O95201_IDR_1_130",0.56415206090961
"O95201_IDR_135_305",0.43584793909039
"O95202_IDR_1_146",0.513128570935631
"O95202_IDR_449_538",0.486871429064369
"O95206_IDR_714_1003",1
"O95208_IDR_137_635",1
"O95210_IDR_27_83",0.465444657816021
"O95210_IDR_86_200",0.534555342183979
"O95218_IDR_1_330",1
"O95219_IDR_1_51",1
"O95229_IDR_228_277",1
"O95231_IDR_1_92",1
"O95232_IDR_231_432",1
"O95235_IDR_230_289",0.289509581240121
"O95235_IDR_512_567",0.258734809479598
"O95235_IDR_577_685",0.189694290488181
"O95238_IDR_1_52",0.612536273497044
"O95259_IDR_711_933",1
"O95260_IDR_105_268",1
"O95263_IDR_1_117",0.510121703607636
"O95263_IDR_385_441",0.246419544947805
"O95263_IDR_490_537",0.243458751444559
"O95267_IDR_1_40",0.505033741322312
"O95267_IDR_595_723",0.494966258677688
"O95271_IDR_1_179",0.671377291236923
"O95271_IDR_964_1026",0.328622708763077
"O95274_IDR_224_346",1
"O95279_IDR_255_346",0.319294934446352
"O95279_IDR_351_404",0.352941252860633
"O95279_IDR_425_469",0.327763812693014
"O95292_IDR_128_243",1
"O95297_IDR_187_232",1
"O95319_IDR_1_36",0.439637311983719
"O95319_IDR_261_363",0.560362688016281
"O95342_IDR_1_41",0.523209539595274
"O95342_IDR_659_735",0.476790460404726
"O95343_IDR_19_81",0.554393909587172
"O95399_IDR_14_98",1
"O95400_IDR_1_82",0.504141801199658
"O95400_IDR_233_277",0.495858198800342
"O95402_IDR_87_525",1
"O95405_IDR_24_687",0.327583159201281
"O95405_IDR_768_830",0.320123184088274
"O95405_IDR_838_890",0.352293656710445
"O95407_IDR_1_31",1
"O95409_IDR_1_143",0.459762517446407
"O95409_IDR_190_237",0.27407428842653
"O95409_IDR_403_528",0.266163194127062
"O95415_IDR_1_67",1
"O95416_IDR_73_211",1
"O95425_IDR_1337_1369",0.250491024538487
"O95425_IDR_1_33",0.258658703996002
"O95425_IDR_1382_1418",0.270961906471903
"O95425_IDR_43_1308",0.219888364993607
"O95428_IDR_583_615",0.474439810804698
"O95428_IDR_809_839",0.525560189195302
"O95429_IDR_1_377",1
"O95486_IDR_1_338",1
"O95487_IDR_1_468",0.693293907894033
"O95487_IDR_491_522",0.306706092105967
"O95490_IDR_1105_1404",0.665404359507872
"O95490_IDR_421_454",0.334595640492128
"O95500_IDR_188_232",1
"O95502_IDR_104_287",0.582091923017024
"O95502_IDR_28_85",0.417908076982976
"O95503_IDR_64_355",1
"O95544_IDR_1_71",1
"O95684_IDR_138_393",1
"O95685_IDR_1_98",1
"O95696_IDR_393_440",0.33662814301114
"O95696_IDR_66_114",0.358731350083907
"O95696_IDR_753_924",0.304640506904953
"O95704_IDR_420_465",0.552139397011984
"O95704_IDR_62_107",0.447860602988016
"O95707_IDR_44_84",1
"O95714_IDR_1556_1610",0.200224745434675
"O95714_IDR_960_997",0.19732704094206
"O95810_IDR_1_156",0.586969079154153
"O95810_IDR_162_425",0.413030920845847
"O95813_IDR_1_130",1
"O95817_IDR_500_575",0.38649766261242
"O95817_IDR_53_418",0.61350233738758
"O95819_IDR_307_913",1
"O95822_IDR_1_35",1
"O95831_IDR_26_85",0.356610816560565
"O95831_IDR_513_558",0.347677412952571
"O95831_IDR_87_122",0.295711770486864
"O95905_IDR_495_596",0.463124265893952
"O95907_IDR_198_237",0.511463152632877
"O95907_IDR_438_504",0.488536847367123
"O95922_IDR_387_423",1
"O95926_IDR_1_62",1
"O95931_IDR_65_210",1
"O95935_IDR_1_135",0.464121132686019
"O95935_IDR_313_496",0.53587886731398
"O95936_IDR_1_180",0.3068384713738
"O95936_IDR_183_262",0.269049993074059
"O95936_IDR_460_550",0.211657432232538
"O95936_IDR_558_667",0.212454103319602
"O95944_IDR_133_258",1
"O95947_IDR_19_84",0.441001860716988
"O95947_IDR_273_406",0.558998139283012
"O95948_IDR_1_331",1
"O95972_IDR_1_40",0.492549489306376
"O95972_IDR_251_287",0.507450510693624
"O95976_IDR_178_241",1
"O95977_IDR_330_384",1
"O96017_IDR_498_543",0.44144924644724
"O96018_IDR_1_208",1
"O96020_IDR_1_96",1
"O96028_IDR_1203_1237",0.2146629736259
"O96028_IDR_1_214",0.272304339690599
"O96028_IDR_1329_1365",0.248967515830341
"O96028_IDR_352_665",0.26406517085316
"P00367_IDR_1_61",1
"P00390_IDR_1_60",1
"P00403_IDR_15_51",1
"P00451_IDR_732_1681",1
"P00519_IDR_1_60",0.596299645423544
"P00519_IDR_501_1029",0.403700354576456
"P00533_IDR_985_1126",1
"P00540_IDR_1_39",1
"P00742_IDR_175_228",1
"P00748_IDR_1_34",0.492659970966349
"P00748_IDR_297_366",0.507340029033651
"P00973_IDR_350_391",1
"P01011_IDR_1_44",1
"P01275_IDR_1_56",1
"P01282_IDR_22_82",1
"P01303_IDR_1_32",0.499617520155396
"P01303_IDR_65_96",0.500382479844604
"P01308_IDR_51_88",1
"P01344_IDR_86_180",1
"P01350_IDR_1_101",1
"P01374_IDR_1_62",1
"P01375_IDR_1_85",1
"P01583_IDR_1_32",1
"P01584_IDR_1_38",1
"P01589_IDR_189_272",0.472172694403545
"P01589_IDR_88_118",0.527827305596455
"P01732_IDR_135_173",1
"P01833_IDR_566_738",1
"P02458_IDR_21_53",0.40588092291066
"P02458_IDR_72_1249",0.59411907708934
"P02461_IDR_57_1216",1
"P02462_IDR_1_1429",1
"P02533_IDR_1_100",0.47067351005798
"P02776_IDR_1_35",1
"P02818_IDR_20_68",1
"P03372_IDR_1_44",0.216412167975732
"P03372_IDR_254_307",0.235496432717924
"P03372_IDR_550_595",0.255540832037229
"P03372_IDR_78_180",0.292550567269115
"P03928_IDR_8_49",1
"P03971_IDR_262_297",0.533936018369204
"P03971_IDR_412_458",0.466063981630796
"P04004_IDR_363_397",0.4723852330219
"P04004_IDR_62_151",0.5276147669781
"P04035_IDR_346_441",1
"P04049_IDR_200_337",1
"P04066_IDR_1_32",1
"P04083_IDR_1_34",1
"P04085_IDR_52_89",1
"P04090_IDR_54_162",1
"P04150_IDR_1_287",0.664257914759523
"P04637_IDR_282_324",0.284766008387086
"P04637_IDR_354_393",0.379698674559509
"P04731_IDR_1_33",1
"P04732_IDR_1_40",1
"P04808_IDR_125_163",0.504315046512051
"P04808_IDR_54_91",0.495684953487949
"P04920_IDR_1_319",0.340806668812204
"P04920_IDR_441_503",0.419400097602959
"P04920_IDR_633_672",0.239793233584838
"P04921_IDR_1_128",1
"P05019_IDR_111_195",1
"P05023_IDR_1_34",1
"P05060_IDR_64_560",1
"P05067_IDR_190_290",0.200031622302568
"P05067_IDR_320_391",0.345868769628959
"P05067_IDR_570_679",0.454099608068473
"P05108_IDR_1_43",1
"P05111_IDR_44_78",1
"P05114_IDR_1_100",1
"P05154_IDR_1_39",1
"P06899_IDR_1_36",1
"P07101_IDR_35_98",1
"P07196_IDR_1_81",0.551743561841952
"P07196_IDR_405_543",0.448256438158048
"P07197_IDR_1_107",0.499077193314324
"P07197_IDR_414_916",0.500922806685676
"P07199_IDR_137_167",0.483216576230397
"P07199_IDR_390_538",0.516783423769603
"P07202_IDR_885_933",1
"P07237_IDR_474_508",1
"P08047_IDR_1_68",0.154884724422226
"P08047_IDR_275_448",0.219577662717785
"P08047_IDR_567_597",0.122787432008636
"P08047_IDR_670_748",0.290051312879292
"P08047_IDR_70_100",0.212698867972062
"P08048_IDR_214_246",0.538429365625061
"P08048_IDR_254_404",0.461570634374939
"P08069_IDR_1285_1366",1
"P08123_IDR_23_1129",1
"P08138_IDR_199_231",0.347306462918105
"P08631_IDR_1_77",1
"P08651_IDR_191_230",0.449750172348164
"P08651_IDR_262_485",0.550249827651836
"P08670_IDR_1_89",0.468596782266569
"P08670_IDR_415_446",0.531403217733431
"P08697_IDR_1_74",1
"P08709_IDR_1_31",1
"P08727_IDR_1_47",1
"P08729_IDR_1_46",0.481143884453795
"P08729_IDR_419_469",0.518856115546205
"P09497_IDR_156_188",0.544412066808456
"P09529_IDR_1_54",1
"P09601_IDR_226_272",1
"P09603_IDR_168_554",1
"P09619_IDR_705_793",0.512360113919583
"P09619_IDR_967_1106",0.487639886080417
"P09629_IDR_1_181",1
"P09630_IDR_193_235",0.511295714184218
"P09630_IDR_8_156",0.488704285815782
"P09651_IDR_182_372",1
"P0C6C1_IDR_189_535",1
"P0C7H8_IDR_1_128",1
"P0C7H9_IDR_1_56",0.516395913157221
"P0C7H9_IDR_379_460",0.483604086842779
"P0C7I0_IDR_1_57",0.353356829260405
"P0C7I0_IDR_379_447",0.316926429189766
"P0C7I0_IDR_471_525",0.329716741549829
"P0C7I6_IDR_1_36",0.328434755410454
"P0C7V6_IDR_227_349",0.235848375954007
"P0C7V6_IDR_360_817",0.519054813912715
"P0C7W0_IDR_1_189",1
"P0C7W9_IDR_1_464",1
"P0C7X1_IDR_354_449",1
"P0C7X2_IDR_81_179",1
"P0C851_IDR_1_39",1
"P0C862_IDR_9_195",1
"P0C874_IDR_33_526",0.488933065380793
"P0C874_IDR_534_884",0.511066934619207
"P0C875_IDR_216_324",1
"P0C881_IDR_646_757",0.522014483664371
"P0C881_IDR_785_870",0.477985516335629
"P0CAP1_IDR_149_185",0.319350289274528
"P0CAP1_IDR_37_71",0.366432102262228
"P0CAP1_IDR_407_448",0.314217608463244
"P0CAP2_IDR_1_368",1
"P0CB47_IDR_176_223",0.523599526163411
"P0CB47_IDR_301_393",0.476400473836589
"P0CF97_IDR_1_59",1
"P0CJ79_IDR_18_185",1
"P0CJ92_IDR_1_127",0.50450137759411
"P0CJ92_IDR_279_604",0.49549862240589
"P0CL80_IDR_1_117",1
"P0CL81_IDR_1_117",1
"P0CV98_IDR_1_105",1
"P0CV99_IDR_1_111",1
"P0CW00_IDR_1_105",1
"P0CW01_IDR_1_105",1
"P0CW18_IDR_30_102",0.307351918029497
"P0CW18_IDR_420_472",0.346627754871318
"P0CW18_IDR_571_603",0.346020327099185
"P0CW19_IDR_1_52",1
"P0CW20_IDR_1_52",1
"P0CW24_IDR_332_399",1
"P0CW27_IDR_1_35",0.411286955397563
"P0CW27_IDR_164_439",0.588713044602437
"P0DJ93_IDR_46_91",1
"P0DMB1_IDR_161_279",0.502740660589353
"P0DMB1_IDR_1_74",0.497259339410647
"P0DMB2_IDR_1_74",1
"P0DMP2_IDR_170_228",0.484666551466905
"P0DMP2_IDR_404_446",0.515333448533095
"P0DMQ5_IDR_65_153",1
"P0DMQ9_IDR_1_115",1
"P0DMR1_IDR_192_293",0.453597041181989
"P0DMR1_IDR_89_186",0.546402958818011
"P0DMS9_IDR_177_266",1
"P0DMU7_IDR_1_120",1
"P0DMU8_IDR_1_120",1
"P0DMU9_IDR_1_118",1
"P0DMV0_IDR_1_120",1
"P0DMV1_IDR_1_118",1
"P0DMV2_IDR_1_118",1
"P0DMW4_IDR_1_31",1
"P0DMW5_IDR_1_31",1
"P0DN86_IDR_122_165",1
"P0DPQ3_IDR_1_163",1
"P0DQD5_IDR_343_375",1
"P10071_IDR_1_515",0.433950014057906
"P10071_IDR_584_1580",0.566049985942094
"P10072_IDR_83_232",1
"P10073_IDR_132_266",1
"P10074_IDR_113_290",1
"P10075_IDR_1_204",1
"P10092_IDR_43_83",1
"P10109_IDR_1_63",1
"P10124_IDR_43_158",1
"P10242_IDR_1_37",0.257624872558509
"P10242_IDR_188_479",0.367958163855955
"P10242_IDR_505_600",0.374416963585536
"P10243_IDR_1_32",0.30331204241984
"P10243_IDR_182_567",0.33786972347476
"P10243_IDR_594_710",0.3588182341054
"P10244_IDR_178_658",1
"P10253_IDR_29_79",1
"P10643_IDR_211_241",1
"P10644_IDR_62_94",1
"P10645_IDR_64_433",1
"P10696_IDR_494_532",1
"P10720_IDR_1_38",1
"P10721_IDR_695_759",0.456667378225417
"P10721_IDR_940_976",0.543332621774583
"P10747_IDR_182_220",1
"P10767_IDR_38_71",1
"P10826_IDR_1_81",0.481792875599396
"P10826_IDR_418_455",0.518207124400604
"P10827_IDR_129_159",0.299743057054221
"P10827_IDR_1_41",0.319996616850944
"P10827_IDR_371_490",0.380260326094835
"P10828_IDR_182_213",0.312038783687991
"P10828_IDR_1_95",0.394916423623052
"P10828_IDR_232_262",0.293044792688958
"P10911_IDR_430_494",0.49458507926289
"P10911_IDR_818_894",0.50541492073711
"P10912_IDR_353_482",1
"P11308_IDR_243_299",0.404654226440098
"P11310_IDR_1_34",1
"P11362_IDR_1_32",0.467438608359619
"P11362_IDR_768_822",0.532561391640381
"P11387_IDR_1_202",1
"P11388_IDR_1091_1121",0.52878582178452
"P11388_IDR_1187_1531",0.47121417821548
"P11473_IDR_102_221",1
"P11474_IDR_152_190",0.433813117632813
"P11474_IDR_1_73",0.566186882367187
"P12270_IDR_1141_1200",0.226358415473163
"P12270_IDR_1206_1254",0.152833979527059
"P12270_IDR_1398_2363",0.103373520586399
"P12272_IDR_70_177",1
"P12314_IDR_320_374",1
"P12318_IDR_247_279",1
"P12524_IDR_1_286",1
"P12532_IDR_1_41",1
"P12643_IDR_1_45",1
"P12644_IDR_1_49",1
"P13521_IDR_122_184",0.16855215597562
"P13521_IDR_207_303",0.142259345965403
"P13521_IDR_373_429",0.155143343842245
"P13521_IDR_443_480",0.188497561143003
"P13521_IDR_552_582",0.179184368834443
"P13521_IDR_69_104",0.166363224239286
"P13533_IDR_1908_1939",1
"P13569_IDR_1443_1480",0.590569140763971
"P13569_IDR_646_839",0.409430859236029
"P13591_IDR_763_858",1
"P13945_IDR_368_408",0.331864375843362
"P13994_IDR_257_386",1
"P14061_IDR_290_328",1
"P14136_IDR_1_61",1
"P14138_IDR_177_238",0.469870436460803
"P14138_IDR_17_93",0.530129563539197
"P14209_IDR_1_147",1
"P14210_IDR_1_34",1
"P14314_IDR_204_272",0.51159690113725
"P14314_IDR_278_358",0.488403098862749
"P14316_IDR_116_248",1
"P14317_IDR_1_426",1
"P14384_IDR_399_443",1
"P14410_IDR_1_61",1
"P14416_IDR_219_374",1
"P14543_IDR_285_360",1
"P14598_IDR_285_390",1
"P14923_IDR_1_111",1
"P15036_IDR_1_67",0.506934759757716
"P15036_IDR_313_348",0.493065240242283
"P15056_IDR_102_152",0.335317346240591
"P15056_IDR_1_41",0.36061041152782
"P15056_IDR_302_445",0.304072242231589
"P15144_IDR_37_67",1
"P15169_IDR_421_458",1
"P15170_IDR_1_71",1
"P15172_IDR_1_148",0.63402373195097
"P15172_IDR_166_319",0.36597626804903
"P15173_IDR_137_224",0.541878132453594
"P15173_IDR_1_97",0.458121867546406
"P15260_IDR_314_444",1
"P15291_IDR_61_124",1
"P15311_IDR_353_547",1
"P15863_IDR_223_514",0.795633602895826
"P15880_IDR_1_57",1
"P15882_IDR_138_197",1
"P15884_IDR_1_570",0.704922927979783
"P15884_IDR_626_667",0.295077072020217
"P15907_IDR_1_89",1
"P15918_IDR_1_97",0.502613268716525
"P15918_IDR_218_259",0.497386731283475
"P15923_IDR_1_556",0.61383856682683
"P15923_IDR_612_654",0.38616143317317
"P15924_IDR_630_660",1
"P15927_IDR_1_43",0.502084454573426
"P15927_IDR_172_202",0.497915545426574
"P15976_IDR_1_284",0.666619019062474
"P15976_IDR_288_413",0.333380980937526
"P16070_IDR_149_643",1
"P16112_IDR_679_2281",1
"P16118_IDR_1_37",1
"P16144_IDR_1405_1436",1
"P16150_IDR_1_400",1
"P16410_IDR_192_223",1
"P16415_IDR_45_162",1
"P16455_IDR_177_207",1
"P16471_IDR_346_406",0.477514667233348
"P16471_IDR_409_500",0.522485332766652
"P16499_IDR_821_860",1
"P16519_IDR_600_638",1
"P16591_IDR_386_452",1
"P16860_IDR_1_134",1
"P16871_IDR_1_33",0.472150149479139
"P16871_IDR_316_448",0.527849850520861
"P16885_IDR_1206_1265",1
"P16989_IDR_167_372",0.524131172360936
"P16989_IDR_1_83",0.475868827639064
"P17010_IDR_259_408",1
"P17014_IDR_59_177",1
"P17017_IDR_1_140",1
"P17020_IDR_1_238",1
"P17021_IDR_48_188",1
"P17022_IDR_1_36",0.472039498926475
"P17041_IDR_1_104",1
"P17096_IDR_1_107",1
"P17097_IDR_19_195",1
"P17098_IDR_491_529",0.507683666733304
"P17098_IDR_78_247",0.492316333266696
"P17181_IDR_509_557",1
"P17252_IDR_294_330",1
"P17275_IDR_1_273",1
"P17302_IDR_241_382",1
"P17342_IDR_1_47",1
"P17844_IDR_1_39",0.411438493683502
"P17844_IDR_478_614",0.588561506316498
"P17861_IDR_1_261",1
"P17936_IDR_112_208",1
"P17947_IDR_83_167",1
"P17948_IDR_1163_1292",0.485308683870086
"P17948_IDR_932_989",0.514691316129914
"P17980_IDR_1_34",1
"P18031_IDR_292_401",1
"P18065_IDR_1_79",0.479041229814002
"P19113_IDR_480_617",1
"P19174_IDR_1231_1290",1
"P19235_IDR_1_32",0.513992121301125
"P19235_IDR_340_425",0.486007878698875
"P19237_IDR_129_187",1
"P19338_IDR_1_304",0.403472441703059
"P19338_IDR_649_710",0.596527558296941
"P19404_IDR_1_35",1
"P19419_IDR_90_366",1
"P20073_IDR_1_170",1
"P20138_IDR_265_335",1
"P20226_IDR_1_158",1
"P20248_IDR_1_169",1
"P20265_IDR_1_266",0.605475325661171
"P20265_IDR_408_443",0.394524674338829
"P20290_IDR_1_51",0.537580746051486
"P20290_IDR_171_206",0.462419253948514
"P20309_IDR_266_486",1
"P20333_IDR_202_376",0.507653365069749
"P20333_IDR_390_461",0.492346634930251
"P20339_IDR_184_215",1
"P20849_IDR_248_921",1
"P20908_IDR_1_32",0.386461186853043
"P20908_IDR_241_1604",0.613538813146957
"P20916_IDR_537_591",1
"P20930_IDR_90_4057",1
"P20936_IDR_1_168",1
"P20941_IDR_37_75",1
"P20963_IDR_58_164",1
"P21127_IDR_1_420",1
"P21128_IDR_46_94",1
"P21246_IDR_1_168",1
"P21817_IDR_4249_4538",0.260250292765622
"P21854_IDR_17_121",1
"P21817_IDR_4585_4625",0.248998023437525
"P21860_IDR_981_1317",1
"P21912_IDR_1_36",1
"P21917_IDR_1_32",0.496659649303098
"P21917_IDR_226_349",0.503340350696902
"P21918_IDR_1_38",0.485864436378208
"P21918_IDR_397_477",0.514135563621792
"P21953_IDR_1_67",1
"P22459_IDR_1_170",0.691911104852279
"P22459_IDR_572_653",0.308088895147721
