"","GO0045944_positive_regulation_of_transcription_by_RNA_polymerase_II"
"P10826_IDR_1_81",0.503092924969706
"P10826_IDR_418_455",0.496907075030294
"P10827_IDR_129_159",0.327348721534926
"P10827_IDR_1_41",0.329491949249801
"P10827_IDR_371_490",0.343159329215273
"P10828_IDR_182_213",0.328175875176317
"P10828_IDR_1_95",0.352666403495325
"P10828_IDR_232_262",0.319157721328359
"P10911_IDR_430_494",0.467447589676014
"P10911_IDR_818_894",0.532552410323986
"P10912_IDR_353_482",1
"P11308_IDR_243_299",0.42737161612992
"P11310_IDR_1_34",1
"P11362_IDR_1_32",0.499880160217619
"P11362_IDR_768_822",0.500119839782381
"P11387_IDR_1_202",1
"P11388_IDR_1091_1121",0.479378492005826
"P11388_IDR_1187_1531",0.520621507994174
"P11473_IDR_102_221",1
"P11474_IDR_152_190",0.492301499893288
"P11474_IDR_1_73",0.507698500106712
"P12270_IDR_1141_1200",0.176589382266199
"P12270_IDR_1206_1254",0.126744252325617
"P12270_IDR_1398_2363",0.178691275259806
"P12272_IDR_70_177",1
"P12314_IDR_320_374",1
"P12318_IDR_247_279",1
"P12524_IDR_1_286",1
"P12532_IDR_1_41",1
"P12643_IDR_1_45",1
"P12644_IDR_1_49",1
"P13521_IDR_122_184",0.159982490267929
"P13521_IDR_207_303",0.169392292970402
"P13521_IDR_373_429",0.169289982920231
"P13521_IDR_443_480",0.165477515328875
"P13521_IDR_552_582",0.171734275245592
"P13521_IDR_69_104",0.164123443266971
"P13533_IDR_1908_1939",1
"P13569_IDR_1443_1480",0.503202863945015
"P13569_IDR_646_839",0.496797136054985
"P13591_IDR_763_858",1
"P13945_IDR_368_408",0.316398558631523
"P13994_IDR_257_386",1
"P14061_IDR_290_328",1
"P14136_IDR_1_61",1
"P14138_IDR_177_238",0.489515905449368
"P14138_IDR_17_93",0.510484094550632
"P14209_IDR_1_147",1
"P14210_IDR_1_34",1
"P14314_IDR_204_272",0.490661599299816
"P14314_IDR_278_358",0.509338400700184
"P14316_IDR_116_248",1
"P14317_IDR_1_426",1
"P14384_IDR_399_443",1
"P14410_IDR_1_61",1
"P14416_IDR_219_374",1
"P14543_IDR_285_360",1
"P14598_IDR_285_390",1
"P14923_IDR_1_111",1
"P15036_IDR_1_67",0.524917676883646
"P15036_IDR_313_348",0.475082323116354
"P15056_IDR_102_152",0.340645753354187
"P15056_IDR_1_41",0.309371369683826
"P15056_IDR_302_445",0.349982876961987
"P15144_IDR_37_67",1
"P15169_IDR_421_458",1
"P15170_IDR_1_71",1
"P15172_IDR_1_148",0.551103341800583
"P15172_IDR_166_319",0.448896658199417
"P15173_IDR_137_224",0.500763025571592
"P15173_IDR_1_97",0.499236974428408
"P15260_IDR_314_444",1
"P15291_IDR_61_124",1
"P15311_IDR_353_547",1
"P15863_IDR_223_514",0.574392140381568
"P15880_IDR_1_57",1
"P15882_IDR_138_197",1
"P15884_IDR_1_570",0.523419752919832
"P15884_IDR_626_667",0.476580247080167
"P15907_IDR_1_89",1
"P15918_IDR_1_97",0.510014960857774
"P15918_IDR_218_259",0.489985039142226
"P15923_IDR_1_556",0.596487334063823
"P15923_IDR_612_654",0.403512665936177
"P15924_IDR_630_660",1
"P15927_IDR_1_43",0.480162695137486
"P15927_IDR_172_202",0.519837304862514
"P15976_IDR_1_284",0.558946689999864
"P15976_IDR_288_413",0.441053310000136
"P16070_IDR_149_643",1
"P16112_IDR_679_2281",1
"P16118_IDR_1_37",1
"P16144_IDR_1405_1436",1
"P16150_IDR_1_400",1
"P16410_IDR_192_223",1
"P16415_IDR_45_162",1
"P16455_IDR_177_207",1
"P16471_IDR_346_406",0.490403894906852
"P16471_IDR_409_500",0.509596105093148
"P16499_IDR_821_860",1
"P16519_IDR_600_638",1
"P16591_IDR_386_452",1
"P16860_IDR_1_134",1
"P16871_IDR_1_33",0.4853351863078
"P16871_IDR_316_448",0.5146648136922
"P16885_IDR_1206_1265",1
"P16989_IDR_167_372",0.494277362474979
"P16989_IDR_1_83",0.505722637525021
"P17010_IDR_259_408",1
"P17014_IDR_59_177",1
"P17017_IDR_1_140",1
"P17020_IDR_1_238",1
"P17021_IDR_48_188",1
"P17022_IDR_1_36",0.505804030710846
"P17041_IDR_1_104",1
"P17096_IDR_1_107",1
"P17097_IDR_19_195",1
"P17098_IDR_491_529",0.507238739093134
"P17098_IDR_78_247",0.492761260906866
"P17181_IDR_509_557",1
"P17252_IDR_294_330",1
"P17275_IDR_1_273",1
"P17302_IDR_241_382",1
"P17342_IDR_1_47",1
"P17844_IDR_1_39",0.42438001649298
"P17844_IDR_478_614",0.57561998350702
"P17861_IDR_1_261",1
"P17936_IDR_112_208",1
"P17947_IDR_83_167",1
"P17948_IDR_1163_1292",0.521447273802271
"P17948_IDR_932_989",0.478552726197729
"P17980_IDR_1_34",1
"P18031_IDR_292_401",1
"P18065_IDR_1_79",0.475695140079764
"P19113_IDR_480_617",1
"P19174_IDR_1231_1290",1
"P19235_IDR_1_32",0.51085076126224
"P19235_IDR_340_425",0.48914923873776
"P19237_IDR_129_187",1
"P19338_IDR_1_304",0.586593114223086
"P19338_IDR_649_710",0.413406885776914
"P19404_IDR_1_35",1
"P19419_IDR_90_366",1
"P20073_IDR_1_170",1
"P20138_IDR_265_335",1
"P20226_IDR_1_158",1
"P20248_IDR_1_169",1
"P20265_IDR_1_266",0.480951850343272
"P20265_IDR_408_443",0.519048149656728
"P20290_IDR_1_51",0.525972015763033
"P20290_IDR_171_206",0.474027984236967
"P20309_IDR_266_486",1
"P20333_IDR_202_376",0.492925288079562
"P20333_IDR_390_461",0.507074711920438
"P20339_IDR_184_215",1
"P20849_IDR_248_921",1
"P20908_IDR_1_32",0.534644816536739
"P20908_IDR_241_1604",0.465355183463261
"P20916_IDR_537_591",1
"P20930_IDR_90_4057",1
"P20936_IDR_1_168",1
"P20941_IDR_37_75",1
"P20963_IDR_58_164",1
"P21127_IDR_1_420",1
"P21128_IDR_46_94",1
"P21246_IDR_1_168",1
"P21817_IDR_4249_4538",0.289370277241565
"P21854_IDR_17_121",1
"P21817_IDR_4585_4625",0.233175700982347
"P21860_IDR_981_1317",1
"P21912_IDR_1_36",1
"P21917_IDR_1_32",0.500909268977134
"P21917_IDR_226_349",0.499090731022866
"P21918_IDR_1_38",0.491038092997122
"P21918_IDR_397_477",0.508961907002878
"P21953_IDR_1_67",1
"P22459_IDR_1_170",0.533051942539857
"P22459_IDR_572_653",0.466948057460143
"P22460_IDR_1_116",0.341052518431679
"P22460_IDR_280_315",0.317083655036457
"P22460_IDR_527_613",0.341863826531864
"P22466_IDR_1_33",0.510563538121545
"P22466_IDR_45_79",0.489436461878455
"P22492_IDR_112_207",0.503894333551582
"P22492_IDR_1_40",0.496105666448418
"P22528_IDR_1_89",1
"P22557_IDR_1_85",0.498264759602722
"P22557_IDR_98_136",0.501735240397277
"P22607_IDR_1_44",0.506490646577233
"P22607_IDR_763_806",0.493509353422767
"P22626_IDR_189_353",1
"P22670_IDR_107_433",0.249639908845988
"P22670_IDR_1_101",0.256325249227199
"P22670_IDR_515_572",0.275165294385469
"P23284_IDR_1_37",1
"P23327_IDR_24_624",1
"P23352_IDR_1_40",1
"P23378_IDR_1_54",1
"P23381_IDR_1_81",1
"P23409_IDR_1_137",0.518230386012738
"P23409_IDR_146_242",0.481769613987262
"P23415_IDR_1_34",0.493551761627558
"P23415_IDR_344_408",0.506448238372442
"P23416_IDR_1_40",0.503828726801026
"P23416_IDR_352_411",0.496171273198974
"P23443_IDR_19_65",0.496246806066741
"P23443_IDR_423_525",0.503753193933259
"P23458_IDR_1_31",1
"P23468_IDR_1291_1332",1
"P23469_IDR_1_109",1
"P23470_IDR_447_788",1
"P23471_IDR_412_1662",1
"P23497_IDR_1_42",0.320482353597308
"P24468_IDR_141_171",0.400719169066871
"P24530_IDR_28_86",0.484821304135025
"P24530_IDR_408_442",0.515178695864975
"P24534_IDR_71_113",1
"P24539_IDR_1_52",1
"P24557_IDR_291_323",1
"P24588_IDR_1_335",1
"P24592_IDR_88_162",1
"P24593_IDR_99_188",1
"P24723_IDR_308_347",1
"P24863_IDR_249_283",1
"P24864_IDR_1_102",1
"P25054_IDR_1_71",0.17818314932158
"P25054_IDR_182_308",0.182541511472326
"P25054_IDR_735_2843",0.460240589249078
"P25054_IDR_76_138",0.179034749957016
"P25063_IDR_1_60",1
"P25067_IDR_1_572",1
"P25092_IDR_1019_1055",1
"P25100_IDR_1_90",0.337869608484744
"P25705_IDR_1_45",1
"P25929_IDR_342_384",1
"P25940_IDR_222_1508",1
"P25942_IDR_217_277",1
"P25963_IDR_1_42",1
"P26006_IDR_863_897",1
"P26022_IDR_1_64",0.527962460016358
"P26022_IDR_66_168",0.472037539983642
"P26038_IDR_368_416",0.515158183847423
"P26038_IDR_423_516",0.484841816152577
"P26045_IDR_347_503",1
"P26196_IDR_1_71",1
"P26358_IDR_661_729",0.488409092593
"P26358_IDR_94_349",0.511590907407
"P26367_IDR_115_326",1
"P26368_IDR_102_144",0.49890192748374
"P26368_IDR_1_92",0.50109807251626
"P27487_IDR_1_38",1
"P27540_IDR_1_99",0.499372842340259
"P27540_IDR_466_763",0.500627157659742
"P27544_IDR_313_350",1
"P27658_IDR_35_592",1
"P27694_IDR_114_181",1
"P27695_IDR_1_57",1
"P27708_IDR_1814_1914",1
"P27797_IDR_357_417",1
"P27815_IDR_1_336",0.432987662591476
"P27815_IDR_712_840",0.291390460315349
"P27815_IDR_842_886",0.275621877093175
"P27816_IDR_53_1152",1
"P27824_IDR_1_55",0.526659523574719
"P27824_IDR_504_592",0.473340476425281
"P27986_IDR_82_112",1
"P27987_IDR_17_570",0.489708535301313
"P27987_IDR_573_641",0.510291464698687
"P28039_IDR_1_38",1
"P28358_IDR_1_153",0.504997026180749
"P28358_IDR_155_274",0.495002973819251
"P28360_IDR_1_175",1
"P28370_IDR_112_164",0.501758429402334
"P28370_IDR_1_84",0.498241570597666
"P28472_IDR_1_31",0.511441696396398
"P28472_IDR_336_436",0.488558303603602
"P28476_IDR_1_54",0.477357776291728
"P28476_IDR_355_427",0.522642223708272
"P28562_IDR_315_367",1
"P28566_IDR_214_282",1
"P28698_IDR_105_383",0.520808092358707
"P28698_IDR_1_68",0.479191907641293
"P28702_IDR_1_200",0.536842703171723
"P28702_IDR_271_334",0.463157296828277
"P28715_IDR_1024_1157",0.504571565103415
"P28715_IDR_296_736",0.495428434896585
"P28749_IDR_332_375",0.251971422078721
"P28749_IDR_616_691",0.23339656934088
"P29350_IDR_528_595",0.502523946127471
"P29353_IDR_1_143",0.503622989404882
"P29353_IDR_326_479",0.496377010595118
"P29371_IDR_1_40",0.489730114929253
"P29371_IDR_381_465",0.510269885070747
"P29372_IDR_1_74",1
"P29374_IDR_1203_1257",0.178778630981927
"P29374_IDR_128_169",0.187762306682495
"P29374_IDR_270_307",0.180291327037131
"P29374_IDR_406_608",0.199466787227104
"P29374_IDR_615_1167",0.253700948071343
"P29375_IDR_1277_1436",0.330483630668468
"P29375_IDR_1475_1609",0.330671136621645
"P29375_IDR_182_287",0.338845232709887
"P29376_IDR_244_276",0.48960313786117
"P29376_IDR_797_864",0.51039686213883
"P29400_IDR_1_1445",1
"P29466_IDR_86_131",1
"P29474_IDR_1_65",0.338301068971448
"P29474_IDR_595_641",0.333896652469489
"P30260_IDR_783_824",0.380199776173056
"P30273_IDR_47_86",1
"P30291_IDR_1_281",0.700064058495681
"P30291_IDR_603_646",0.299935941504319
"P30304_IDR_1_334",1
"P30305_IDR_1_378",1
"P30307_IDR_1_264",1
"P30405_IDR_1_43",1
"P30411_IDR_1_44",0.5409744179731
"P30411_IDR_354_391",0.4590255820269
"P30414_IDR_1284_1462",0.50288338260532
"P30414_IDR_180_1262",0.49711661739468
"P30419_IDR_1_85",1
"P30518_IDR_1_31",1
"P30519_IDR_1_31",0.50938636723679
"P30519_IDR_250_292",0.49061363276321
"P30531_IDR_1_43",1
"P30532_IDR_1_41",1
"P30533_IDR_1_51",1
"P30550_IDR_1_33",0.481108563440665
"P30989_IDR_387_418",0.499011173998918
"P31146_IDR_394_437",1
"P31152_IDR_336_415",0.47760575691917
"P31152_IDR_467_587",0.52239424308083
"P31249_IDR_1_432",1
"P31260_IDR_1_351",1
"P31267_IDR_1_156",1
"P31268_IDR_1_162",0.511072155455438
"P31268_IDR_186_230",0.488927844544561
"P31269_IDR_17_214",1
"P31270_IDR_1_247",1
"P31271_IDR_183_225",0.488647458642129
"P31271_IDR_25_169",0.511352541357871
"P31273_IDR_1_195",0.507925948383873
"P31273_IDR_205_242",0.492074051616127
"P31274_IDR_1_201",1
"P31275_IDR_1_94",0.420646713067376
"P31275_IDR_99_220",0.579353286932624
"P31276_IDR_21_176",0.337283297246471
"P31645_IDR_1_78",1
"P31689_IDR_367_397",1
"P31749_IDR_111_142",1
"P31751_IDR_112_143",1
"P31785_IDR_338_369",1
"P31948_IDR_188_223",1
"P31994_IDR_254_310",1
"P32004_IDR_1154_1218",1
"P32019_IDR_226_305",1
"P32121_IDR_350_382",1
"P32238_IDR_241_316",0.547651481413576
"P32238_IDR_390_428",0.452348518586424
"P32239_IDR_252_334",0.525027463916959
"P32239_IDR_412_447",0.474972536083041
"P32241_IDR_410_457",1
"P32242_IDR_1_354",1
"P32243_IDR_1_283",1
"P32247_IDR_1_35",0.49420372139732
"P32247_IDR_351_399",0.505796278602681
"P32248_IDR_1_38",1
"P32745_IDR_333_418",0.47776727396297
"P32780_IDR_271_373",0.493306581544841
"P32780_IDR_418_450",0.506693418455159
"P32926_IDR_865_914",1
"P32927_IDR_529_629",0.241624789330155
"P32927_IDR_634_756",0.238577783840872
"P32927_IDR_769_800",0.258791385868391
"P32927_IDR_831_862",0.261006040960582
"P32942_IDR_514_547",1
"P32970_IDR_1_48",1
"P32971_IDR_1_32",1
"P33032_IDR_1_32",1
"P33151_IDR_1_43",0.53796227328535
"P33151_IDR_666_700",0.46203772671465
"P33176_IDR_370_438",0.479041909430669
"P33176_IDR_886_963",0.520958090569331
"P33240_IDR_194_534",1
"P33241_IDR_1_221",0.507726957322783
"P33241_IDR_240_315",0.492273042677217
"P33316_IDR_1_109",1
"P33402_IDR_1_83",1
"P33527_IDR_269_306",0.509254743129303
"P33527_IDR_872_952",0.490745256870697
"P33778_IDR_1_35",1
"P33897_IDR_1_64",1
"P33908_IDR_1_189",1
"P33981_IDR_197_512",1
"P33991_IDR_1_146",1
"P34741_IDR_1_201",1
"P34969_IDR_1_73",0.365575958300025
"P34969_IDR_272_319",0.326477874459677
"P34969_IDR_408_479",0.307946167240298
"P34972_IDR_322_360",1
"P34981_IDR_224_260",0.478317132286686
"P34981_IDR_338_398",0.521682867713314
"P34995_IDR_1_38",0.339471321582254
"P34995_IDR_236_321",0.370428370262613
"P34995_IDR_371_402",0.290100308155132
"P34998_IDR_414_444",1
"P35052_IDR_402_443",0.494540784210958
"P35052_IDR_472_558",0.505459215789042
"P35070_IDR_143_178",0.510315354057115
"P35070_IDR_32_65",0.489684645942885
"P35125_IDR_1142_1306",0.499075449157082
"P35125_IDR_484_535",0.500924550842918
"P35212_IDR_109_141",0.467950036930053
"P35212_IDR_242_333",0.532049963069946
"P35221_IDR_635_673",0.510570324168695
"P35221_IDR_863_897",0.489429675831305
"P35222_IDR_1_64",0.543169702919086
"P35222_IDR_74_121",0.456830297080914
"P35226_IDR_232_326",1
"P35227_IDR_234_344",1
"P35228_IDR_13_79",1
"P35236_IDR_1_43",1
"P35240_IDR_443_528",1
"P35321_IDR_1_89",1
"P35325_IDR_1_72",1
"P35346_IDR_1_36",0.505026903879927
"P35346_IDR_324_364",0.494973096120073
"P35348_IDR_217_263",0.508149048866201
"P35348_IDR_350_423",0.491850951133799
"P35367_IDR_224_410",1
"P35368_IDR_1_39",0.248843301706482
"P35368_IDR_238_285",0.235902951203625
"P35368_IDR_369_478",0.269376723017627
"P35368_IDR_480_520",0.245877024072266
"P35372_IDR_1_64",0.48556205201156
"P35372_IDR_358_400",0.51443794798844
"P35398_IDR_119_238",0.539950458063451
"P35398_IDR_1_65",0.460049541936549
"P35408_IDR_220_272",0.512929454539913
"P35408_IDR_353_468",0.487070545460087
"P35414_IDR_328_380",1
"P35568_IDR_1152_1224",0.205706740998467
"P35579_IDR_1899_1960",1
"P35580_IDR_1906_1976",1
"P35590_IDR_788_828",1
"P35606_IDR_826_906",1
"P35610_IDR_1_42",0.511518749823401
"P35610_IDR_84_118",0.488481250176599
"P35611_IDR_1_37",0.246000462047622
"P35611_IDR_388_420",0.234420893040444
"P35611_IDR_422_574",0.246816123337137
"P35611_IDR_581_737",0.272762521574797
"P35613_IDR_349_385",1
"P35637_IDR_1_283",0.567787406614967
"P35637_IDR_373_526",0.432212593385034
"P35638_IDR_33_126",1
"P35658_IDR_408_699",0.23762320621299
"P35658_IDR_733_775",0.235934777455259
"P35659_IDR_1_76",0.502249812332511
"P35658_IDR_784_819",0.235356855417455
"P35658_IDR_886_2090",0.291085160914295
"P35869_IDR_1_36",0.261747369233645
"P35869_IDR_385_758",0.485453566178759
"P35869_IDR_805_848",0.252799064587596
"P35900_IDR_1_31",1
"P35908_IDR_1_110",0.51029179289985
"P35908_IDR_507_629",0.48970820710015
"P35913_IDR_819_854",1
"P35916_IDR_1177_1328",0.501242080377007
"P35916_IDR_962_1004",0.498757919622993
"P35968_IDR_1169_1304",0.526025253554253
"P35968_IDR_941_995",0.473974746445747
"P36021_IDR_1_90",0.489210450889907
"P36021_IDR_505_539",0.510789549110093
"P36269_IDR_1_34",1
"P36382_IDR_240_358",1
"P36383_IDR_104_166",0.471907757515502
"P36383_IDR_298_396",0.528092242484498
"P36507_IDR_1_41",0.510085363074807
"P36507_IDR_282_313",0.489914636925193
"P36508_IDR_365_422",1
"P37231_IDR_1_135",0.53081560261141
"P37231_IDR_187_251",0.46918439738859
"P37275_IDR_1_961",0.569074538518126
"P37275_IDR_964_1124",0.430925461481874
"P37288_IDR_1_45",0.351752404787454
"P37288_IDR_249_285",0.306456277472156
"P37288_IDR_369_418",0.34179131774039
"P37840_IDR_1_140",1
"P38159_IDR_82_391",1
"P38398_IDR_100_179",0.51431161299671
"P38398_IDR_184_1646",0.48568838700329
"P38432_IDR_99_447",1
"P38435_IDR_727_758",1
"P38570_IDR_158_198",1
"P38646_IDR_1_42",1
"P38935_IDR_649_725",0.493170191820798
"P38935_IDR_783_879",0.506829808179202
"P38936_IDR_81_164",1
"P39023_IDR_1_31",1
"P39059_IDR_1_36",0.511974313852177
"P40189_IDR_698_887",1
"P40197_IDR_474_505",1
"P40198_IDR_195_225",1
"P40200_IDR_384_446",0.504914960651114
"P40200_IDR_448_481",0.495085039348886
"P40222_IDR_1_172",0.509399582470866
"P40222_IDR_486_546",0.490600417529134
"P40225_IDR_174_353",1
"P40238_IDR_201_231",1
"P40305_IDR_1_50",1
"P40337_IDR_1_59",1
"P40424_IDR_1_80",0.33834220720705
"P40424_IDR_259_430",0.36809243151855
"P40424_IDR_85_148",0.293565361274399
"P40425_IDR_1_89",0.434747055201004
"P40425_IDR_289_430",0.315392535910192
"P40425_IDR_96_159",0.249860408888804
"P40426_IDR_1_45",0.35674378621067
"P40426_IDR_295_434",0.359020935987281
"P40426_IDR_90_151",0.284235277802049
"P41146_IDR_339_370",1
"P41161_IDR_1_290",1
"P41162_IDR_131_496",1
"P41180_IDR_877_961",0.480836795191724
"P41180_IDR_983_1061",0.519163204808276
"P41181_IDR_240_271",1
"P41182_IDR_130_516",1
"P41212_IDR_137_234",0.315389595400878
"P41212_IDR_1_48",0.286418067540083
"P41212_IDR_272_329",0.398192337059039
"P41214_IDR_181_258",1
"P41218_IDR_88_205",1
"P41219_IDR_1_86",1
"P41220_IDR_1_34",1
"P41221_IDR_1_34",1
"P41225_IDR_1_446",1
"P41227_IDR_160_235",1
"P41229_IDR_1316_1418",0.325040358233843
"P41229_IDR_1427_1560",0.33084796684341
"P41229_IDR_174_319",0.344111674922748
"P41231_IDR_320_377",1
"P41235_IDR_133_179",0.303743421373399
"P41235_IDR_1_54",0.399617194548161
"P41235_IDR_378_474",0.29663938407844
"P41236_IDR_1_205",1
"P42126_IDR_1_41",1
"P42127_IDR_20_99",1
"P42166_IDR_1_38",0.478992926778278
"P42166_IDR_48_454",0.521007073221722
"P42226_IDR_653_745",1
"P42229_IDR_708_794",1
"P42261_IDR_858_906",1
"P42263_IDR_855_886",1
"P42285_IDR_1_97",1
"P42345_IDR_1809_1868",0.528476404546922
"P42345_IDR_2434_2486",0.471523595453078
"P42566_IDR_298_896",1
"P42568_IDR_139_498",1
"P42574_IDR_1_34",1
"P42575_IDR_123_169",1
"P42658_IDR_1_127",1
"P42679_IDR_1_44",1
"P42680_IDR_148_180",1
"P42681_IDR_22_79",1
"P42684_IDR_1_106",0.487914184356033
"P42684_IDR_549_1081",0.512085815643967
"P42695_IDR_1267_1412",0.503200402682486
"P42695_IDR_154_200",0.496799597317514
"P43003_IDR_1_35",0.507877737652494
"P43003_IDR_505_542",0.492122262347506
"P43004_IDR_1_32",0.504873944803577
"P43004_IDR_505_536",0.495126055196423
"P43005_IDR_473_507",1
"P43007_IDR_485_532",1
"P43088_IDR_326_359",1
"P43115_IDR_1_51",1
"P43119_IDR_216_248",0.532247551323598
"P43119_IDR_313_385",0.467752448676402
"P43121_IDR_524_559",0.507374538299775
"P43121_IDR_588_646",0.492625461700225
"P43363_IDR_1_128",1
"P43364_IDR_1_216",1
"P43365_IDR_1_103",1
"P43366_IDR_1_104",0.512266076370172
"P43366_IDR_316_347",0.487733923629828
"P43403_IDR_258_314",1
"P43405_IDR_297_346",1
"P43487_IDR_167_201",1
"P43489_IDR_129_165",0.502598411296556
"P43489_IDR_167_277",0.497401588703444
"P43629_IDR_365_397",1
"P43630_IDR_362_455",1
"P43657_IDR_305_344",1
"P43681_IDR_365_557",1
"P43686_IDR_1_33",1
"P43694_IDR_1_210",0.464946880116121
"P43694_IDR_305_423",0.535053119883879
"P43699_IDR_1_207",0.42266702686295
"P43699_IDR_213_358",0.57733297313705
"P45378_IDR_1_191",1
"P46093_IDR_309_362",1
"P46095_IDR_1_66",1
"P46098_IDR_360_410",1
"P46108_IDR_196_229",1
"P46109_IDR_186_224",1
"Q6UB99_IDR_1_2435",1
"Q6UE05_IDR_227_265",1
"Q6ULP2_IDR_1_739",0.49152792084361
"Q6ULP2_IDR_741_893",0.50847207915639
"Q6UQ28_IDR_149_180",1
"Q6UUV7_IDR_1_549",1
"Q6UUV9_IDR_1_600",1
"Q6UVJ0_IDR_448_657",1
"Q6UVK1_IDR_2181_2305",1
"Q6UVM3_IDR_566_669",0.497927386344385
"Q6UVM3_IDR_981_1044",0.502072613655615
"Q6UVW9_IDR_1_50",1
"Q6UW15_IDR_1_32",1
"Q6UW49_IDR_137_210",0.472656804021692
"Q6UW49_IDR_50_119",0.527343195978308
"Q6UW88_IDR_1_51",1
"Q6UWP7_IDR_1_53",1
"Q6UWP8_IDR_1_570",1
"Q6UWS5_IDR_27_81",1
"Q6UWT2_IDR_35_76",1
"Q6UWV2_IDR_181_215",1
"Q6UWV7_IDR_94_154",1
"Q6UWW9_IDR_104_135",1
"Q6UWX4_IDR_1_32",0.511699869018575
"Q6UWX4_IDR_603_724",0.488300130981425
"Q6UWZ7_IDR_256_298",0.423314508255069
"Q6UWZ7_IDR_300_409",0.57668549174493
"Q6UX04_IDR_178_379",1
"Q6UX06_IDR_1_65",1
"Q6UX07_IDR_314_377",1
"Q6UX15_IDR_1_31",1
"Q6UX27_IDR_160_202",1
"Q6UX34_IDR_1_87",1
"Q6UX39_IDR_1_209",1
"Q6UX41_IDR_467_500",1
"Q6UX46_IDR_51_84",1
"Q6UX68_IDR_330_397",0.319419920051178
"Q6UX68_IDR_416_541",0.327298240329751
"Q6UX68_IDR_547_658",0.353281839619071
"Q6UX71_IDR_369_457",0.507657964248767
"Q6UX71_IDR_67_106",0.492342035751233
"Q6UX72_IDR_29_75",1
"Q6UXA7_IDR_22_197",1
"Q6UXB0_IDR_139_366",0.47657756214162
"Q6UXB0_IDR_45_132",0.52342243785838
"Q6UXB2_IDR_1_41",0.503134658927915
"Q6UXI9_IDR_298_379",1
"Q6UXK2_IDR_378_478",0.501848205074546
"Q6UXK2_IDR_623_732",0.498151794925454
"Q6UXM1_IDR_835_1119",1
"Q6UXN2_IDR_134_200",1
"Q6UXN8_IDR_15_66",1
"Q6UXT8_IDR_21_59",1
"Q6UXT9_IDR_1_63",0.490410531497585
"Q6UXT9_IDR_426_468",0.509589468502415
"Q6UXU4_IDR_277_308",0.481839638367464
"Q6UXU4_IDR_37_80",0.518160361632536
"Q6UXU6_IDR_49_159",1
"Q6UXV4_IDR_1_31",0.516096065679815
"Q6UXV4_IDR_185_268",0.483903934320185
"Q6UXX5_IDR_615_669",0.338700060755149
"Q6UXX5_IDR_671_931",0.345823637074839
"Q6UXX5_IDR_946_981",0.315476302170012
"Q6UXX9_IDR_199_243",1
"Q6UXY1_IDR_222_340",0.510667883450753
"Q6UXY8_IDR_1_369",0.54618763953535
"Q6VN20_IDR_345_504",0.543980585514442
"Q6VUC0_IDR_1_57",0.518008089798203
"Q6VUC0_IDR_68_206",0.481991910201797
"Q6VY07_IDR_1_95",0.214256756207307
"Q6VY07_IDR_259_335",0.248393024372332
"Q6VY07_IDR_345_542",0.287498936677927
"Q6VY07_IDR_761_813",0.249851282742434
"Q6W0C5_IDR_1_57",0.52152613786503
"Q6W0C5_IDR_77_130",0.47847386213497
"Q6W2J9_IDR_1_1456",1
"Q6W3E5_IDR_493_623",1
"Q6W4X9_IDR_1224_2285",0.484080110084361
"Q6W4X9_IDR_2295_2343",0.515919889915639
"Q6W5P4_IDR_1_39",1
"Q6WKZ4_IDR_155_1218",1
"Q6WRI0_IDR_667_744",0.293209807895257
"Q6WRI0_IDR_861_916",0.31083508148712
"Q6WRI0_IDR_935_1398",0.395955110617623
"Q6X4T0_IDR_1_34",0.497711475674938
"Q6X4T0_IDR_60_127",0.502288524325062
"Q6Y2X3_IDR_654_702",0.523888985007476
"Q6Y7W6_IDR_1047_1119",0.231216277400442
"Q6Y7W6_IDR_1197_1269",0.238121401226256
"Q6Y7W6_IDR_595_1045",0.31283457018286
"Q6Y7W6_IDR_86_524",0.217827751190442
"Q6YBV0_IDR_1_56",1
"Q6YI46_IDR_1_128",0.478464117032235
"Q6YI46_IDR_348_380",0.521535882967765
"Q6YP21_IDR_1_41",1
"Q6ZMB0_IDR_1_79",1
"Q6ZMB5_IDR_1_43",1
"Q6ZMC9_IDR_291_328",1
"Q6ZMD2_IDR_1_38",1
"Q6ZMG9_IDR_334_384",1
"Q6ZMH5_IDR_1_32",0.32724193105228
"Q6ZMH5_IDR_308_379",0.349708773928756
"Q6ZMH5_IDR_70_153",0.323049295018964
"Q6ZMI0_IDR_149_263",0.185947674167104
"Q6ZMI0_IDR_30_112",0.230399414986395
"Q6ZMI0_IDR_446_700",0.193576884049786
"Q6ZMT4_IDR_479_941",0.64655299927147
"Q6ZMT9_IDR_1_164",1
"Q6ZMV5_IDR_653_832",1
"Q6ZMV9_IDR_380_423",0.317768874254752
"Q6ZMV9_IDR_433_556",0.335618415315144
"Q6ZMV9_IDR_692_782",0.346612710430103
"Q6ZMW2_IDR_61_270",1
"Q6ZMW3_IDR_1277_1355",0.499639775075087
"Q6ZMW3_IDR_607_671",0.500360224924913
"Q6ZMY3_IDR_1178_1216",0.238721139403466
"Q6ZMY3_IDR_1_605",0.269879513286977
"Q6ZMY3_IDR_700_859",0.24972788853431
"Q6ZMY3_IDR_990_1096",0.241671458775248
"Q6ZMY9_IDR_64_177",1
"Q6ZMZ0_IDR_1_114",0.537496469158057
"Q6ZMZ0_IDR_443_732",0.462503530841943
