"","GO0008380_RNA_splicing"
"A0A1B0GVY4_IDR_1_71",1
"A0A1B0GVZ6_IDR_1_156",1
"A0A1B0GW64_IDR_100_132",1
"A0A1B0GWB2_IDR_1_120",1
"A0A1B0GWG4_IDR_56_90",1
"A0A1B0GWH4_IDR_1_76",0.500866500231148
"A0A1B0GWH4_IDR_181_278",0.499133499768852
"A0A1W2PP97_IDR_21_52",1
"A0A1W2PPF3_IDR_230_317",0.491784022288434
"A0A1W2PPF3_IDR_38_120",0.508215977711566
"A0A1W2PPM1_IDR_1_405",1
"A0A1W2PQ73_IDR_139_354",1
"A0A1W2PR48_IDR_1_115",1
"A0A1W2PR82_IDR_1_80",1
"A0A1W2PS18_IDR_1_65",1
"A0A286YF01_IDR_1_96",1
"A0A286YF58_IDR_77_229",1
"A0A286YF60_IDR_1_98",1
"A0A286YF77_IDR_1_105",1
"A0A2R8YCJ5_IDR_1_42",0.502669229600748
"A0A2R8YCJ5_IDR_51_93",0.497330770399252
"A0A2Z4LIS9_IDR_1_241",1
"A0AUZ9_IDR_1_79",0.235650212244136
"A0AUZ9_IDR_416_840",0.2485065031818
"A0AUZ9_IDR_845_987",0.273385057955437
"A0JNW5_IDR_1366_1406",0.196288558204719
"A0JNW5_IDR_269_301",0.207815201992901
"A0JNW5_IDR_408_449",0.214276754748874
"A0JNW5_IDR_735_800",0.199087155499708
"A0JNW5_IDR_879_1186",0.182532329553798
"A0JP26_IDR_363_536",1
"A0MZ66_IDR_157_631",0.505765127869539
"A0MZ66_IDR_51_144",0.494234872130461
"A0PG75_IDR_1_41",1
"A0PJW8_IDR_1_106",1
"A0PJX2_IDR_1_48",1
"A0PJX4_IDR_123_238",1
"A0PJY2_IDR_1_258",1
"A0PJZ3_IDR_1_104",1
"A0PK05_IDR_132_254",1
"A1A4G5_IDR_23_178",1
"A1A4S6_IDR_576_732",1
"A1A4V9_IDR_1_66",0.467337508240612
"A1A4V9_IDR_239_272",0.532662491759388
"A1XBS5_IDR_227_289",1
"A1YPR0_IDR_129_360",1
"A1Z1Q3_IDR_242_425",1
"A2A288_IDR_249_385",0.514343125471093
"A2A288_IDR_46_83",0.485656874528907
"A2A2V5_IDR_47_107",1
"A2A2Y4_IDR_335_525",1
"A2A2Z9_IDR_244_358",1
"A2A368_IDR_1_108",1
"A2A3K4_IDR_311_373",0.478238148061372
"A2A3K4_IDR_375_583",0.521761851938628
"A2A3L6_IDR_416_582",1
"A2AJT9_IDR_1_661",1
"A2CJ06_IDR_299_523",1
"A2IDD5_IDR_1_190",0.492204978424073
"A2IDD5_IDR_295_379",0.507795021575927
"A2PYH4_IDR_1097_1372",0.512955720651988
"A2PYH4_IDR_1_256",0.487044279348012
"A2RRP1_IDR_1374_1415",0.442179182448177
"A2RRP1_IDR_454_485",0.557820817551823
"A4D161_IDR_198_230",0.462352331014357
"A4D161_IDR_236_298",0.537647668985644
"A4D1E1_IDR_30_470",0.486838776238224
"A4D1E1_IDR_485_1245",0.513161223761776
"A4D1E9_IDR_351_387",1
"A4D1F6_IDR_1_52",1
"A4D1P6_IDR_246_331",1
"A4D1S0_IDR_1_281",1
"A4D1U4_IDR_1_74",1
"A4D256_IDR_349_447",1
"A4FU69_IDR_1_114",0.436677746763456
"A4FU69_IDR_430_806",0.563322253236544
"A4GXA9_IDR_1_63",1
"A4IF30_IDR_1_162",0.543540868728008
"A4IF30_IDR_489_521",0.456459131271992
"A4QMS7_IDR_1_44",1
"A4UGR9_IDR_1_314",0.254048337204066
"A4UGR9_IDR_1453_1487",0.245529306212253
"A4UGR9_IDR_1523_1573",0.246009452503371
"A4UGR9_IDR_1577_3374",0.25441290408031
"A5D8V6_IDR_141_346",1
"A5D8V7_IDR_1_74",0.30198913261526
"A5D8V7_IDR_296_347",0.351106527697184
"A5D8V7_IDR_549_595",0.346904339687556
"A5LHX3_IDR_253_300",1
"A5PKW4_IDR_1_553",0.472656585307956
"A5PKW4_IDR_980_1024",0.527343414692044
"A5PL33_IDR_1_1030",1
"A5PLK6_IDR_1035_1076",0.261095556159286
"A5PLK6_IDR_262_344",0.235655529984145
"A5PLK6_IDR_608_642",0.249854261027466
"A5PLK6_IDR_825_857",0.253394652829103
"A5PLL1_IDR_173_514",1
"A5PLL7_IDR_1_31",1
"A5PLN7_IDR_18_265",0.502932040712301
"A5PLN7_IDR_482_773",0.497067959287699
"A5X5Y0_IDR_363_401",1
"A6NCC3_IDR_1_121",0.33449078545511
"A6NCC3_IDR_182_215",0.3314853466013
"A6NCC3_IDR_280_609",0.33402386794359
"A6NCI4_IDR_1_68",0.475386870200586
"A6NCI4_IDR_725_818",0.524613129799414
"A6NCI8_IDR_1_149",0.31370134367478
"A6NCI8_IDR_151_212",0.354416428216685
"A6NCI8_IDR_216_906",0.331882228108535
"A6NCL1_IDR_129_288",1
"A6NCL2_IDR_1_38",1
"A6NCL7_IDR_260_310",0.304671070849878
"A6NCL7_IDR_313_494",0.324805421366364
"A6NCL7_IDR_6_38",0.370523507783758
"A6NCM1_IDR_334_381",1
"A6NCQ9_IDR_83_141",1
"A6NCS4_IDR_1_134",1
"A6NCS6_IDR_232_295",0.478627419529268
"A6NCS6_IDR_61_100",0.521372580470732
"A6NCW0_IDR_1_56",0.316470420024589
"A6NCW0_IDR_379_463",0.321467957629575
"A6NCW0_IDR_470_528",0.362061622345836
"A6NCW7_IDR_1_56",0.315521503421913
"A6NCW7_IDR_379_448",0.326562116163773
"A6NCW7_IDR_471_525",0.357916380414314
"A6ND36_IDR_311_430",0.283953067884929
"A6ND36_IDR_433_823",0.379998497726839
"A6ND36_IDR_76_110",0.336048434388232
"A6NDA9_IDR_494_550",1
"A6NDB9_IDR_1_673",1
"A6NDD5_IDR_1_156",0.496466604242626
"A6NDY2_IDR_1_464",1
"A6NDZ8_IDR_1_158",1
"A6NE01_IDR_207_239",0.328417771996869
"A6NE01_IDR_291_330",0.354876332247534
"A6NE01_IDR_332_2102",0.316705895755597
"A6NE21_IDR_1_464",1
"A6NE52_IDR_1091_1164",0.359020236632914
"A6NE52_IDR_1362_1435",0.31514546060201
"A6NE52_IDR_898_941",0.325834302765076
"A6NE82_IDR_1_158",1
"A6NEE1_IDR_254_287",0.489523182167728
"A6NEE1_IDR_413_478",0.510476817832272
"A6NEH6_IDR_1_125",1
"A6NEL2_IDR_728_793",0.444433638805058
"A6NEL2_IDR_79_589",0.555566361194942
"A6NEN9_IDR_115_183",1
"A6NEQ0_IDR_69_496",1
"A6NEQ2_IDR_1_66",0.335348662009744
"A6NEQ2_IDR_294_368",0.32648413941268
"A6NEQ2_IDR_74_282",0.338167198577576
"A6NEV1_IDR_108_266",0.412770796722691
"A6NEV1_IDR_1_53",0.587229203277309
"A6NEW6_IDR_1_464",1
"A6NF34_IDR_349_425",0.442759726202478
"A6NF34_IDR_516_631",0.557240273797522
"A6NF83_IDR_1_97",1
"A6NFA0_IDR_122_258",0.471148987954859
"A6NFA0_IDR_269_338",0.528851012045141
"A6NFI3_IDR_636_683",0.179865051808431
"A6NFI3_IDR_938_970",0.197195651229359
"A6NFK2_IDR_1_111",1
"A6NFN3_IDR_1_100",1
"A6NFN9_IDR_359_442",1
"A6NFQ7_IDR_70_107",1
"A6NFX1_IDR_1_36",1
"A6NFY7_IDR_77_115",1
"A6NFZ4_IDR_1_60",1
"A6NGA9_IDR_219_273",1
"A6NGB7_IDR_1_58",0.483822719475248
"A6NGB7_IDR_179_265",0.516177280524752
"A6NGB9_IDR_1_483",1
"A6NGC4_IDR_228_264",1
"A6NGD5_IDR_124_351",0.497495077223487
"A6NGD5_IDR_1_39",0.502504922776513
"A6NGE4_IDR_1_137",0.546669239257607
"A6NGE4_IDR_560_600",0.453330760742393
"A6NGG8_IDR_1_171",0.497411156847136
"A6NGG8_IDR_332_1256",0.502588843152864
"A6NGQ2_IDR_1_32",1
"A6NGR9_IDR_30_90",1
"A6NGS2_IDR_79_130",1
"A6NGY1_IDR_1_173",0.572782741960214
"A6NGY1_IDR_250_282",0.427217258039786
"A6NGY3_IDR_1_54",1
"A6NHJ4_IDR_1_229",1
"A6NHN0_IDR_1_342",1
"A6NI87_IDR_1_53",0.489072558400263
"A6NI87_IDR_202_242",0.510927441599737
"A6NIH7_IDR_1_54",1
"A6NIK2_IDR_228_292",1
"A6NIN4_IDR_110_147",1
"A6NIR3_IDR_103_147",0.32420322901513
"A6NIR3_IDR_170_277",0.332721399333404
"A6NIR3_IDR_346_407",0.343075371651466
"A6NIX2_IDR_1_197",1
"A6NIY4_IDR_1_166",1
"A6NJ08_IDR_1_156",1
"A6NJ46_IDR_1_59",0.302086451644311
"A6NJ46_IDR_190_241",0.346004565334644
"A6NJ46_IDR_92_145",0.351908983021046
"A6NJ64_IDR_73_397",1
"A6NJB7_IDR_1_57",0.370580424752685
"A6NJB7_IDR_194_265",0.317810897441078
"A6NJB7_IDR_92_142",0.311608677806236
"A6NJG2_IDR_1_107",0.510632406028175
"A6NJG2_IDR_242_315",0.489367593971825
"A6NJG6_IDR_1_315",1
"A6NJI1_IDR_1_68",1
"A6NJI9_IDR_197_227",1
"A6NJJ6_IDR_1_81",1
"A6NJL1_IDR_126_350",0.495959705100729
"A6NJL1_IDR_1_39",0.504040294899271
"A6NJQ4_IDR_1_464",1
"A6NJT0_IDR_1_531",1
"A6NK89_IDR_133_408",0.324019993479075
"A6NK89_IDR_41_80",0.378591469979725
"A6NK89_IDR_438_499",0.2973885365412
"A6NKB5_IDR_1878_2137",0.335751960492268
"A6NKB5_IDR_733_803",0.352947436037211
"A6NKB5_IDR_93_695",0.311300603470521
"A6NKC0_IDR_1_464",1
"A6NKC9_IDR_145_451",1
"A6NKD2_IDR_1_105",1
"A6NKD9_IDR_153_378",0.496561906171844
"A6NKD9_IDR_38_147",0.503438093828156
"A6NKF2_IDR_1_95",0.527905589807164
"A6NKF2_IDR_220_362",0.472094410192836
"A6NKF7_IDR_1_57",0.490755914552475
"A6NKF7_IDR_59_95",0.509244085447525
"A6NKG5_IDR_1_188",0.497154754740257
"A6NKG5_IDR_1252_1282",0.502845245259743
"A6NKL6_IDR_1_37",0.324543643893886
"A6NKL6_IDR_212_593",0.309588744104662
"A6NKL6_IDR_79_147",0.365867612001452
"A6NKN8_IDR_1_68",1
"A6NKP2_IDR_1_32",1
"A6NKU9_IDR_1_383",1
"A6NKW6_IDR_94_150",1
"A6NL88_IDR_119_538",0.543839795384988
"A6NLW8_IDR_155_204",0.493580188439947
"A6NLW8_IDR_69_102",0.506419811560053
"A6NLX3_IDR_1_79",1
"A6NLX4_IDR_107_147",1
"A6NM10_IDR_248_295",1
"A6NM11_IDR_1_1457",0.28868374216362
"A6NM11_IDR_1529_1623",0.34421274046295
"A6NM11_IDR_1658_1700",0.36710351737343
"A6NM28_IDR_67_150",1
"A6NM62_IDR_236_305",0.320691333749358
"A6NM62_IDR_321_355",0.342279097799594
"A6NM62_IDR_360_1247",0.337029568451048
"A6NMA1_IDR_35_69",1
"A6NMB9_IDR_100_366",1
"A6NMD0_IDR_1_133",1
"A6NMD2_IDR_1_125",0.334874151435927
"A6NMD2_IDR_182_220",0.326792580237902
"A6NMD2_IDR_276_609",0.338333268326171
"A6NMK8_IDR_1_407",0.475998855722558
"A6NMK8_IDR_482_535",0.524001144277442
"A6NMN3_IDR_1_101",0.339706787084878
"A6NMN3_IDR_152_185",0.306182344353715
"A6NMN3_IDR_246_283",0.354110868561407
"A6NMS7_IDR_1047_1138",0.18578511727685
"A6NMS7_IDR_1147_1456",0.200519802833091
"A6NNJ1_IDR_1_464",1
"A6NNL0_IDR_1_522",0.497758553178434
"A6NNL0_IDR_525_878",0.502241446821566
"A6NNM3_IDR_1199_1449",0.242457374566111
"A6NNM3_IDR_209_380",0.248449345431451
"A6NNM3_IDR_681_828",0.241377492623498
"A6NNM3_IDR_90_191",0.26771578737894
"A6NNM8_IDR_1_84",0.253254343632924
"A6NNM8_IDR_431_477",0.26100213434963
"A6NNM8_IDR_496_723",0.238222932875101
"A6NNM8_IDR_725_774",0.247520589142344
"A6NNP5_IDR_155_214",1
"A6NNT2_IDR_1029_1141",0.482679126199783
"A6NNT2_IDR_39_700",0.517320873800217
"A6NNW6_IDR_178_219",0.505876662843573
"A6NNW6_IDR_587_625",0.494123337156427
"A6NP61_IDR_107_218",1
"A6PVL3_IDR_82_124",1
"A6PVS8_IDR_263_414",1
"A6PVY3_IDR_112_158",1
"A6QL63_IDR_1_46",0.319498852578201
"A6QL63_IDR_258_342",0.336071314386466
"A6QL63_IDR_387_418",0.344429833035333
"A6XGL0_IDR_1_58",1
"A7XYQ1_IDR_272_873",0.257912230449899
"A7XYQ1_IDR_49_180",0.236390736572485
"A8CG34_IDR_1_64",0.450516290435062
"A8CG34_IDR_70_1229",0.549483709564938
"A8K0R7_IDR_1_349",0.50339461695228
"A8K0R7_IDR_450_726",0.49660538304772
"A8K0Z3_IDR_371_465",0.518786113801758
"A8K0Z3_IDR_97_368",0.481213886198242
"A8K5M9_IDR_1_142",1
"A8K830_IDR_1_63",1
"A8K855_IDR_184_263",1
"A8K8P3_IDR_1_74",0.548594838832798
"A8K8P3_IDR_933_1149",0.451405161167202
"A8K8V0_IDR_82_170",1
"A8K979_IDR_242_412",0.499379592353652
"A8K979_IDR_416_549",0.500620407646348
"A8MPX8_IDR_14_55",0.365034436181116
"A8MPX8_IDR_300_348",0.304832115238916
"A8MPX8_IDR_518_588",0.330133448579968
"A8MPY1_IDR_1_58",0.487547051298182
"A8MPY1_IDR_392_430",0.512452948701818
"A8MQ03_IDR_1_101",1
"A8MT70_IDR_397_598",0.250838804380122
"A8MT70_IDR_601_716",0.234167169145286
"A8MT70_IDR_747_785",0.270017070446328
"A8MTA8_IDR_1_166",1
"A8MTJ6_IDR_1_127",0.511296359609279
"A8MTJ6_IDR_231_382",0.488703640390721
"A8MTL3_IDR_114_300",1
"A8MTQ0_IDR_1_78",0.477209216758896
"A8MTQ0_IDR_208_251",0.522790783241104
"A8MTY0_IDR_57_197",1
"A8MTY7_IDR_1_169",1
"A8MTZ7_IDR_145_207",0.315398220968662
"A8MTZ7_IDR_1_75",0.331931709887875
"A8MTZ7_IDR_227_269",0.352670069143463
"A8MU46_IDR_1_376",1
"A8MU93_IDR_1_118",1
"A8MUK1_IDR_1_54",0.316468945708969
"A8MUK1_IDR_379_462",0.324169193531787
"A8MUK1_IDR_470_528",0.359361860759244
"A8MUX0_IDR_1_517",1
"A8MUZ8_IDR_57_170",1
"A8MV65_IDR_113_326",0.462185162513229
"A8MV65_IDR_15_79",0.537814837486771
"A8MVA2_IDR_1_152",1
"A8MVS5_IDR_182_230",1
"A8MVW0_IDR_342_653",0.454057293181576
"A8MVW0_IDR_659_826",0.545942706818424
"A8MW92_IDR_138_677",0.458155490840506
"A8MW92_IDR_809_924",0.541844509159494
"A8MXT2_IDR_1_105",1
"A8MXV6_IDR_1_196",1
"A8MXY4_IDR_57_143",1
"A8MXZ1_IDR_1_464",1
"A8MXZ3_IDR_1_250",1
"A8MYA2_IDR_1_482",1
"A8MYU2_IDR_1046_1149",0.503676737048305
"A8MYU2_IDR_632_682",0.496323262951695
"A8MYZ0_IDR_1_91",1
"A8MYZ6_IDR_171_436",0.479173471560347
"A8MYZ6_IDR_1_86",0.520826528439653
"A8MZ36_IDR_97_187",1
"A8MZ59_IDR_28_122",1
"A8MZA4_IDR_1_110",0.522205045707062
"A8MZA4_IDR_147_401",0.477794954292937
"A8MZG2_IDR_1_86",0.499328254892738
"A8MZG2_IDR_89_182",0.500671745107262
"A8TX70_IDR_1474_1692",0.547777182459877
"A8TX70_IDR_2584_2615",0.452222817540123
"A9QM74_IDR_15_66",1
"B0FP48_IDR_215_263",1
"B0YJ81_IDR_1_67",1
"B1AJZ9_IDR_100_352",0.18573676853505
"B1AJZ9_IDR_1060_1279",0.193645048884969
"B1AJZ9_IDR_1356_1412",0.228417855668967
"B1AJZ9_IDR_590_699",0.186676388822684
"B1AJZ9_IDR_921_1001",0.205523938088329
"B1AK53_IDR_331_362",0.510213682643559
"B1ANS9_IDR_1030_1081",1
"B1ATL7_IDR_1_163",1
"B2RC85_IDR_646_758",0.489562716290886
"B2RC85_IDR_779_870",0.510437283709114
"B2RNN3_IDR_15_196",1
"B2RTY4_IDR_1132_1843",0.326114863758259
"B2RTY4_IDR_2278_2531",0.32612466104012
"B2RTY4_IDR_739_823",0.347760475201621
"B2RU33_IDR_361_524",1
"B2RXF0_IDR_1_48",0.508059112309424
"B2RXF0_IDR_184_235",0.491940887690576
"B2RXF5_IDR_120_290",1
"B2RXH2_IDR_343_506",1
"B2RXH4_IDR_118_370",0.496850422261689
"B2RXH4_IDR_374_463",0.503149577738311
"B2RXH8_IDR_86_293",1
"B3KS81_IDR_1_715",1
"B3KU38_IDR_1_55",0.495215334564163
"B3KU38_IDR_63_486",0.504784665435837
"B4DJY2_IDR_1_31",1
"B4DS77_IDR_112_155",0.517708524945632
"B4DS77_IDR_159_423",0.482291475054368
"B4DU55_IDR_68_202",1
"B5ME19_IDR_1_47",0.278873324535625
"B5ME19_IDR_162_301",0.382684659553559
"B5ME19_IDR_880_914",0.338442015910816
"B7U540_IDR_1_42",0.485943656051123
"C9J069_IDR_1_659",0.593580602000435
"C9J069_IDR_826_869",0.406419397999565
"C9J302_IDR_136_202",1
"Q6NX49_IDR_67_221",1
"Q6NXP0_IDR_148_179",0.489524142127223
"Q6NXP0_IDR_270_350",0.510475857872777
"Q6NXP2_IDR_179_280",1
"Q6NXS1_IDR_1_205",1
"Q6NXT1_IDR_1_59",1
"Q6NZ36_IDR_46_145",0.469396739110026
"Q6NZ67_IDR_82_158",1
"Q6NZI2_IDR_1_153",0.425844632755668
"Q6NZI2_IDR_158_390",0.574155367244332
"Q6NZY4_IDR_129_164",0.522243954744973
"Q6NZY4_IDR_371_655",0.477756045255027
"Q6NZY7_IDR_1_31",0.521431638937602
"Q6NZY7_IDR_38_148",0.478568361062397
"Q6P047_IDR_166_211",0.494038264326588
"Q6P047_IDR_239_294",0.505961735673412
"Q6P050_IDR_208_247",1
"Q6P087_IDR_30_61",1
"Q6P0N0_IDR_276_372",0.302291656386751
"Q6P0N0_IDR_480_1132",0.378900865482985
"Q6P0N0_IDR_98_238",0.318807478130264
"Q6P0Q8_IDR_1193_1789",0.324514691283746
"Q6P0Q8_IDR_1_317",0.312809987262196
"Q6P0Q8_IDR_815_1097",0.362675321454059
"Q6P158_IDR_1_94",0.572358883911791
"Q6P158_IDR_431_512",0.215835582354551
"Q6P158_IDR_754_792",0.211805533733658
"Q6P179_IDR_1_51",1
"Q6P1J9_IDR_103_142",0.49686004115445
"Q6P1J9_IDR_260_356",0.50313995884555
"Q6P1L5_IDR_1_354",0.506400921310554
"Q6P1L5_IDR_359_589",0.493599078689447
"Q6P1L6_IDR_1_59",0.513747197650567
"Q6P1L6_IDR_77_237",0.486252802349433
"Q6P1M3_IDR_635_708",0.482032784505868
"Q6P1M3_IDR_938_1020",0.517967215494132
"Q6P1W5_IDR_1_49",0.347866650187947
"Q6P1W5_IDR_516_558",0.35006386584216
"Q6P1W5_IDR_75_472",0.302069483969893
"Q6P1X5_IDR_991_1199",1
"Q6P1X6_IDR_1_36",1
"Q6P280_IDR_1_46",0.477056061896042
"Q6P280_IDR_49_169",0.522943938103958
"Q6P2C0_IDR_238_268",1
"Q6P2C8_IDR_101_155",1
"Q6P2D0_IDR_23_133",1
"Q6P2D8_IDR_435_608",0.470286847985144
"Q6P2D8_IDR_45_81",0.529713152014856
"Q6P2E9_IDR_1226_1258",0.350735311925893
"Q6P2E9_IDR_24_70",0.334330282080463
"Q6P2E9_IDR_528_965",0.314934405993644
"Q6P2H3_IDR_1_327",0.248271350208621
"Q6P2H3_IDR_350_394",0.254179786551128
"Q6P2H3_IDR_531_572",0.251004251898626
"Q6P2H3_IDR_596_666",0.246544611341624
"Q6P387_IDR_108_162",0.16131862765521
"Q6P387_IDR_1_42",0.179091142184413
"Q6P387_IDR_176_213",0.155287254709534
"Q6P387_IDR_253_292",0.160073142542983
"Q6P387_IDR_329_365",0.183487409539991
"Q6P387_IDR_48_105",0.160742423367869
"Q6P3R8_IDR_279_655",0.592676866180805
"Q6P3R8_IDR_672_708",0.407323133819195
"Q6P3S1_IDR_449_775",1
"Q6P3S6_IDR_1_43",0.486566854576444
"Q6P4D5_IDR_1_174",1
"Q6P4E1_IDR_1_436",1
"Q6P4F1_IDR_1_74",1
"Q6P4F2_IDR_1_66",1
"Q6P4F7_IDR_254_810",0.525808959827678
"Q6P4F7_IDR_817_947",0.474191040172322
"Q6P4H8_IDR_1_32",1
"Q6P4Q7_IDR_1_40",0.334836816881894
"Q6P4Q7_IDR_648_688",0.334068574620155
"Q6P4Q7_IDR_727_775",0.331094608497952
"Q6P4R8_IDR_202_369",0.529361063971922
"Q6P4R8_IDR_654_1299",0.470638936028078
"Q6P531_IDR_1_99",1
"Q6P582_IDR_82_158",1
"Q6P5Q4_IDR_28_72",0.301026332614152
"Q6P5Q4_IDR_355_519",0.341544322268772
"Q6P5Q4_IDR_76_195",0.357429345117076
"Q6P5S7_IDR_1_38",1
"Q6P5W5_IDR_233_264",0.496348545795617
"Q6P5W5_IDR_426_488",0.503651454204383
"Q6P5X7_IDR_101_244",0.508506145303515
"Q6PCB5_IDR_1_339",0.561328533683408
"Q6PCB5_IDR_696_843",0.438671466316592
"Q6PCB6_IDR_49_84",1
"Q6PCB8_IDR_285_327",1
"Q6PCD5_IDR_1_283",1
"Q6PCT2_IDR_1_36",0.416720158796761
"Q6PCT2_IDR_151_420",0.58327984120324
"Q6PD62_IDR_855_1173",1
"Q6PD74_IDR_177_257",1
"Q6PDB4_IDR_60_183",1
"Q6PEV8_IDR_133_176",0.331361863921837
"Q6PEV8_IDR_264_357",0.365151525275822
"Q6PEV8_IDR_65_102",0.303486610802341
"Q6PEW0_IDR_276_350",1
"Q6PEW1_IDR_227_343",1
"Q6PEX3_IDR_1_189",1
"Q6PEX7_IDR_76_145",1
"Q6PF04_IDR_53_233",1
"Q6PF05_IDR_24_55",1
"Q6PIF6_IDR_1031_1086",0.502306829794028
"Q6PIF6_IDR_876_974",0.497693170205972
"Q6PII3_IDR_1_452",1
"Q6PIJ6_IDR_474_914",1
"Q6PIS1_IDR_1_33",0.497111670132947
"Q6PIS1_IDR_572_610",0.502888329867053
"Q6PIU1_IDR_1_32",1
"Q6PIV2_IDR_70_168",1
"Q6PIW4_IDR_92_373",1
"Q6PIY5_IDR_408_440",1
"Q6PIY7_IDR_1_130",1
"Q6PIZ9_IDR_35_163",1
"Q6PJ21_IDR_17_60",0.454487278921206
"Q6PJ21_IDR_321_355",0.545512721078794
"Q6PJ61_IDR_18_446",1
"Q6PJE2_IDR_53_85",1
"Q6PJF5_IDR_1_366",1
"Q6PJG2_IDR_100_631",0.278563989845597
"Q6PJG2_IDR_1_96",0.228959477786065
"Q6PJG2_IDR_679_714",0.218290631986974
"Q6PJW8_IDR_1_164",0.352011391964396
"Q6PJW8_IDR_237_267",0.318852869701749
"Q6PJW8_IDR_270_601",0.329135738333855
"Q6PK04_IDR_1_193",0.656313635965695
"Q6PK04_IDR_207_289",0.343686364034305
"Q6PK18_IDR_1_34",1
"Q6PK81_IDR_60_146",1
"Q6PKC3_IDR_1_74",0.485831479619713
"Q6PKC3_IDR_934_985",0.514168520380287
"Q6PKG0_IDR_1029_1096",0.274965488765489
"Q6PKG0_IDR_1_354",0.326153563727843
"Q6PKG0_IDR_491_632",0.195758709593489
"Q6PKG0_IDR_725_795",0.203122237913179
"Q6PKX4_IDR_235_331",1
"Q6PL18_IDR_1111_1318",0.284851787501861
"Q6PL18_IDR_1_390",0.500096524702746
"Q6PL18_IDR_732_780",0.215051687795393
"Q6PL24_IDR_1_153",0.496277121011481
"Q6PL24_IDR_228_271",0.503722878988519
"Q6PL45_IDR_1_57",1
"Q6PML9_IDR_71_120",1
"Q6PUV4_IDR_1_134",1
"Q6Q0C0_IDR_1_116",1
"Q6Q4G3_IDR_13_86",1
"Q6Q6R5_IDR_79_116",1
"Q6Q759_IDR_144_208",0.128823368238341
"Q6Q759_IDR_378_419",0.0998560847024192
"Q6Q759_IDR_655_761",0.109489764918205
"Q6QNY1_IDR_1_34",1
"Q6R2W3_IDR_559_595",1
"Q6R327_IDR_1014_1524",0.487451814447283
"Q6R327_IDR_1531_1599",0.512548185552717
"Q6R6M4_IDR_1_57",0.493283231727343
"Q6R6M4_IDR_379_449",0.506716768272657
"Q6RFH5_IDR_324_385",1
"Q6RI45_IDR_1262_1299",0.168421110516523
"Q6RI45_IDR_1439_1802",0.486974964498901
"Q6RI45_IDR_656_916",0.344603924984576
"Q6RSH7_IDR_1_40",1
"Q6RW13_IDR_124_159",1
"Q6S5L8_IDR_21_177",0.489841918394757
"Q6S5L8_IDR_470_511",0.510158081605243
"Q6S9Z5_IDR_1_89",0.334355333692482
"Q6S9Z5_IDR_249_284",0.336066173003584
"Q6S9Z5_IDR_307_364",0.329578493303934
"Q6SA08_IDR_298_328",1
"Q6SJ93_IDR_1_76",0.464898069623216
"Q6SJ93_IDR_273_351",0.535101930376784
"Q6SJ96_IDR_1_195",1
"Q6STE5_IDR_1_105",1
"Q6T310_IDR_202_242",1
"Q6T4P5_IDR_286_396",0.226331396039086
"Q6TFL3_IDR_1049_1082",0.130387664813232
"Q6TFL3_IDR_1149_1182",0.125190368397888
"Q6TFL3_IDR_1223_1326",0.123554276415808
"Q6TFL3_IDR_983_1028",0.124461472217858
"Q6TFL4_IDR_1_38",1
"Q6U7Q0_IDR_1_128",1
"Q6U841_IDR_1_36",0.329573915558605
"Q6U841_IDR_222_317",0.284650631770852
"Q6U841_IDR_57_90",0.385775452670544
"Q6UB35_IDR_1_69",1
"Q6UB98_IDR_1_235",0.395988910933829
"Q6UB98_IDR_301_1831",0.604011089066171
"C9J3V5_IDR_1_63",1
"C9J6K1_IDR_1_46",1
"C9J7I0_IDR_28_81",1
"C9JDP6_IDR_192_229",1
"C9JE40_IDR_1_185",0.451933832385413
"C9JE40_IDR_213_256",0.548066167614587
"C9JFL3_IDR_1_82",1
"C9JH25_IDR_26_57",0.353149755453281
"C9JH25_IDR_623_874",0.323162623602846
"C9JH25_IDR_64_341",0.323687620943873
"C9JI98_IDR_124_176",1
"C9JJH3_IDR_1_60",0.491779923060077
"C9JJH3_IDR_377_528",0.508220076939923
"C9JSJ3_IDR_132_309",0.326758795600956
"C9JSJ3_IDR_332_541",0.337209690686718
"C9JTQ0_IDR_179_218",0.514892308081581
"C9JTQ0_IDR_226_380",0.485107691918419
"C9JUS6_IDR_1_35",0.488075432065729
"C9JUS6_IDR_63_103",0.511924567934271
"C9JVI0_IDR_1_57",0.316317203592143
"C9JVI0_IDR_379_464",0.320901549755555
"C9JVI0_IDR_469_528",0.362781246652302
"C9JVW0_IDR_59_142",1
"C9JXX5_IDR_30_86",1
"D3W0D1_IDR_40_73",1
"D6R901_IDR_1_56",0.318303354991754
"D6R901_IDR_379_452",0.323058463790832
"D6R901_IDR_470_528",0.358638181217414
"D6R9N7_IDR_1_56",0.317761548445786
"D6R9N7_IDR_379_465",0.316925957925386
"D6R9N7_IDR_469_528",0.365312493628827
"D6RA61_IDR_1_57",0.315910744936166
"D6RA61_IDR_379_451",0.32265550458915
"E5RIL1_IDR_215_263",1
"E5RJM6_IDR_1_36",1
"E7ERA6_IDR_1_45",0.526309984286788
"E7ERA6_IDR_166_249",0.473690015713212
"E7ETH6_IDR_108_160",0.341853441281721
"E7ETH6_IDR_173_222",0.335927592148288
"E7ETH6_IDR_61_100",0.32221896656999
"E7EW31_IDR_1_1015",1
"E9PAV3_IDR_1_1948",0.471042659359656
"E9PAV3_IDR_1988_2040",0.528957340640344
