"","GO0042127_regulation_of_cell_population_proliferation"
"O60883_IDR_438_480",0.499397991071775
"O60884_IDR_377_412",1
"O60885_IDR_1_58",0.213588430282552
"O60885_IDR_175_348",0.187094426652782
"O75078_IDR_202_235",1
"O75081_IDR_1_653",1
"O75084_IDR_1_45",0.518572041637428
"O75084_IDR_162_202",0.481427958362572
"O75095_IDR_1_34",1
"O75096_IDR_1650_1696",0.490482630504858
"O75096_IDR_1844_1905",0.509517369495142
"O75106_IDR_1_51",1
"O75112_IDR_501_538",0.500010417120418
"O75112_IDR_86_499",0.499989582879582
"O75113_IDR_194_343",0.328399276621152
"O75113_IDR_373_596",0.333539514313253
"O75113_IDR_789_851",0.338061209065595
"O75150_IDR_243_652",0.324262806740953
"O75151_IDR_444_1096",1
"O75152_IDR_85_770",1
"O75153_IDR_1262_1309",0.339561408133167
"O75153_IDR_1_37",0.335226286199409
"O75153_IDR_632_692",0.325212305667425
"O75154_IDR_1_206",0.308292668287644
"O75154_IDR_269_483",0.356945003097116
"O75154_IDR_627_664",0.33476232861524
"O75155_IDR_313_345",1
"O75157_IDR_1_780",1
"O75159_IDR_20_356",1
"O75264_IDR_1_130",1
"O75290_IDR_60_163",1
"O75298_IDR_1_339",1
"O75311_IDR_1_39",0.539877530019735
"O75311_IDR_349_417",0.460122469980265
"O75319_IDR_250_358",1
"O75323_IDR_7_45",1
"O75326_IDR_1_47",1
"O75330_IDR_1_95",0.505697272326625
"O75330_IDR_660_724",0.494302727673375
"O75333_IDR_1_58",0.498501763548436
"O75333_IDR_243_317",0.501498236451564
"O75334_IDR_1_888",0.483885055736588
"O75334_IDR_954_999",0.516114944263412
"O75335_IDR_1_822",0.481156122028312
"O75335_IDR_886_929",0.518843877971688
"O75339_IDR_1135_1184",0.477568709968866
"O75339_IDR_1_48",0.522431290031134
"O75351_IDR_78_111",1
"O75354_IDR_1_96",1
"O75398_IDR_1_149",0.24355346654276
"O75398_IDR_154_190",0.244172925820258
"O75398_IDR_275_515",0.256231488983415
"O75398_IDR_521_565",0.256042118653567
"O75410_IDR_1_595",1
"O75417_IDR_1_65",0.330131720758917
"O75417_IDR_840_877",0.337061166716779
"O75417_IDR_899_1821",0.332807112524305
"O75419_IDR_124_167",1
"O75420_IDR_535_889",0.334458012598083
"O75420_IDR_71_470",0.32532640750041
"O75420_IDR_966_1010",0.340215579901507
"O75425_IDR_138_184",1
"O75426_IDR_1_34",1
"O75427_IDR_1_31",0.503241385546163
"O75427_IDR_264_535",0.496758614453837
"O75439_IDR_1_44",1
"O75444_IDR_1_256",1
"O75487_IDR_480_556",0.511288639274206
"O75489_IDR_1_50",1
"O75494_IDR_89_262",1
"O75496_IDR_160_209",0.487083685556422
"O75496_IDR_1_88",0.512916314443578
"O75509_IDR_1_48",0.356119075978676
"O75509_IDR_216_344",0.32162632961904
"O75509_IDR_500_535",0.322254594402284
"O75525_IDR_161_336",1
"O75526_IDR_83_392",1
"O75528_IDR_176_309",0.523322297709851
"O75528_IDR_69_148",0.476677702290149
"O75530_IDR_1_72",1
"O75533_IDR_1_376",1
"O75541_IDR_1_338",1
"O75553_IDR_171_588",1
"O75554_IDR_193_376",0.494730467729075
"O75554_IDR_83_125",0.505269532270925
"O75563_IDR_64_103",0.512217915812085
"O75610_IDR_226_258",1
"O75616_IDR_262_295",0.476013473416304
"O75616_IDR_54_86",0.523986526583696
"O75618_IDR_102_199",1
"O75626_IDR_1_43",0.251929022505902
"O75626_IDR_213_574",0.256217163344282
"O75626_IDR_708_752",0.245382966877328
"O75626_IDR_765_825",0.246470847272487
"O75628_IDR_1_76",0.508479699088371
"O75628_IDR_249_294",0.491520300911629
"O75629_IDR_1_45",1
"O75631_IDR_236_287",1
"O75636_IDR_1_85",1
"O75638_IDR_1_84",1
"O75643_IDR_184_256",0.335846869288905
"O75643_IDR_1_90",0.338395300749837
"O75643_IDR_366_404",0.325757829961258
"O75665_IDR_449_1012",1
"O75674_IDR_155_196",0.447023459492342
"O75783_IDR_1_60",1
"O75791_IDR_182_263",1
"O75794_IDR_48_79",1
"O75807_IDR_51_552",0.480788181611555
"O75807_IDR_622_674",0.519211818388445
"O75808_IDR_18_51",0.528432638884885
"O75808_IDR_60_413",0.471567361115115
"O75815_IDR_1_114",0.523034892669952
"O75815_IDR_265_477",0.476965107330048
"O75820_IDR_59_146",1
"O75821_IDR_174_236",1
"O75822_IDR_1_116",0.478886705589917
"O75822_IDR_212_245",0.521113294410083
"O75829_IDR_213_258",0.473100462943974
"O75829_IDR_23_63",0.526899537056026
"O75840_IDR_45_214",1
"O75843_IDR_591_666",1
"O75844_IDR_291_322",1
"O75845_IDR_261_299",1
"O75864_IDR_1_43",0.343634635600418
"O75914_IDR_145_260",0.49552554346128
"O75916_IDR_423_577",1
"O75920_IDR_1_74",1
"O75923_IDR_137_211",1
"O75925_IDR_418_459",0.308952198906078
"O75925_IDR_466_641",0.349508277034479
"O75925_IDR_67_131",0.341539524059443
"O75928_IDR_428_471",0.311548529638113
"O75928_IDR_475_616",0.34467160149965
"O75928_IDR_67_140",0.343779868862236
"O75940_IDR_126_171",1
"O75943_IDR_1_86",0.334710164235617
"O75943_IDR_348_399",0.33411558130517
"O75943_IDR_585_670",0.331174254459213
"O75949_IDR_367_472",0.524619912992941
"O75949_IDR_67_183",0.475380087007059
"O75952_IDR_67_493",1
"O75953_IDR_126_167",1
"O75956_IDR_1_70",1
"O75962_IDR_1_42",0.200735586469111
"O75976_IDR_1339_1380",0.318881071352613
"O75976_IDR_1_54",0.324212493269848
"O75976_IDR_875_906",0.356906435377539
"O75995_IDR_1_169",0.499422530184857
"O75995_IDR_316_351",0.500577469815143
"O76009_IDR_368_404",1
"O76013_IDR_1_36",0.502111449499284
"O76013_IDR_402_440",0.497888550500716
"O76014_IDR_1_65",0.504141729930081
"O76014_IDR_416_449",0.495858270069919
"O76015_IDR_1_64",0.505728636548455
"O76015_IDR_413_456",0.494271363451545
"O76021_IDR_275_490",1
"O76024_IDR_1_84",0.488547802508
"O76024_IDR_206_237",0.511452197492
"O76031_IDR_68_100",1
"O76039_IDR_303_918",1
"O76041_IDR_860_917",1
"O76050_IDR_1_55",0.330980842931854
"O76050_IDR_231_266",0.347767608530361
"O94761_IDR_857_892",0.335270338979488
"O94762_IDR_474_539",0.522002069243774
"O94762_IDR_614_909",0.477997930756226
"O94763_IDR_149_535",1
"O94766_IDR_1_71",1
"O94768_IDR_299_351",1
"O94769_IDR_159_302",0.45129070094167
"O94769_IDR_1_59",0.54870929905833
"O94776_IDR_321_360",0.333578589493515
"O94776_IDR_405_605",0.331816553299969
"O94776_IDR_612_660",0.334604857206517
"O94782_IDR_112_144",0.25086059722382
"O94782_IDR_1_68",0.278294554157296
"O94782_IDR_221_421",0.228240399367476
"O94782_IDR_647_732",0.242604449251408
"O94804_IDR_311_586",0.487186460953859
"O94804_IDR_921_968",0.512813539046141
"O94806_IDR_1_55",0.338324716143127
"O94806_IDR_203_252",0.333699891293234
"O94806_IDR_323_397",0.327975392563639
"O94842_IDR_265_569",0.440864694945897
"O94844_IDR_302_363",1
"O94850_IDR_1_711",1
"O94851_IDR_1062_1124",0.51533774892536
"O94851_IDR_629_990",0.48466225107464
"O94855_IDR_1_265",1
"O94864_IDR_1_142",0.526554168619014
"O94864_IDR_262_414",0.473445831380986
"O94868_IDR_416_466",0.494041804476651
"O94868_IDR_630_740",0.505958195523349
"O94874_IDR_398_471",1
"O94875_IDR_1_515",0.474997270253613
"O94875_IDR_520_874",0.525002729746387
"O94876_IDR_1_526",1
"O94880_IDR_1_315",0.178346539503765
"O94880_IDR_499_559",0.208513906530453
"O94913_IDR_1096_1277",0.279875154065443
"O94913_IDR_1279_1315",0.238824218446529
"O94913_IDR_1486_1555",0.242633081386169
"O94915_IDR_1471_1511",0.200437115002016
"O94915_IDR_1513_1548",0.1990088080861
"O94915_IDR_1902_1976",0.199999465666554
"O94915_IDR_2255_2293",0.204430301795831
"O94915_IDR_2301_2658",0.196124309449498
"O94916_IDR_1_262",0.327449561693418
"O94916_IDR_1461_1531",0.352060366824168
"O94916_IDR_547_1441",0.320490071482414
"O94919_IDR_287_330",1
"O94921_IDR_1_130",1
"O94923_IDR_42_98",1
"O94985_IDR_915_971",0.478917206243192
"O94986_IDR_1_257",0.355509964805727
"O94986_IDR_383_625",0.313537412858117
"O94986_IDR_974_1710",0.330952622336156
"O94988_IDR_235_711",0.323442299719823
"O94988_IDR_713_775",0.325998091966722
"O94988_IDR_849_943",0.350559608313455
"O94989_IDR_1_391",1
"O94991_IDR_1_37",0.341181422976194
"O94991_IDR_311_354",0.319110433271983
"O94991_IDR_599_830",0.339708143751823
"O94992_IDR_1_259",1
"O94993_IDR_1_707",1
"O95072_IDR_106_313",0.55331057766875
"O95072_IDR_371_479",0.44668942233125
"O95073_IDR_117_236",1
"O95076_IDR_1_343",1
"O95081_IDR_147_481",1
"O95096_IDR_1_135",1
"O95104_IDR_138_493",0.516680208795069
"O95104_IDR_631_1147",0.483319791204931
"O95125_IDR_128_238",0.49375583023703
"O95125_IDR_283_394",0.50624416976297
"O95136_IDR_310_353",1
"O95149_IDR_297_360",0.518298801980459
"O95149_IDR_53_94",0.481701198019541
"O95150_IDR_1_92",1
"O95153_IDR_1081_1621",0.152298859953432
"O95153_IDR_1_121",0.179859916925525
"O95153_IDR_1710_1761",0.164297950203245
"O95153_IDR_267_337",0.166049436421848
"O95153_IDR_517_650",0.170285576457845
"O95153_IDR_731_785",0.167208260038105
"O95196_IDR_428_566",0.522292997918846
"O95197_IDR_1_831",1
"O95198_IDR_1_31",1
"O95201_IDR_1_130",0.497586144984323
"O95201_IDR_135_305",0.502413855015677
"O95202_IDR_1_146",0.537067706748754
"O95202_IDR_449_538",0.462932293251246
"O95206_IDR_714_1003",1
"O95208_IDR_137_635",1
"O95210_IDR_27_83",0.486923982651012
"O95210_IDR_86_200",0.513076017348988
"O95218_IDR_1_330",1
"O95219_IDR_1_51",1
"O95229_IDR_228_277",1
"O95231_IDR_1_92",1
"O95232_IDR_231_432",1
"O95235_IDR_230_289",0.249256954535414
"O95235_IDR_512_567",0.232485833781872
"O95235_IDR_577_685",0.239794977862872
"O95238_IDR_1_52",0.494881795501874
"O95259_IDR_711_933",1
"O95260_IDR_105_268",1
"O95263_IDR_1_117",0.324316967499546
"O95263_IDR_385_441",0.33684246929827
"O95263_IDR_490_537",0.338840563202184
"O95267_IDR_1_40",0.491349721737225
"O95267_IDR_595_723",0.508650278262775
"O95271_IDR_1_179",0.495616578521538
"O95271_IDR_964_1026",0.504383421478462
"O95274_IDR_224_346",1
"O95279_IDR_255_346",0.335241641281979
"O95279_IDR_351_404",0.343226419083404
"O95279_IDR_425_469",0.321531939634617
"O95292_IDR_128_243",1
"O95297_IDR_187_232",1
"O95319_IDR_1_36",0.504691469153572
"O95319_IDR_261_363",0.495308530846428
"O95342_IDR_1_41",0.509644523782819
"O95342_IDR_659_735",0.490355476217181
"O95343_IDR_19_81",0.489617464235771
"O95399_IDR_14_98",1
"O95400_IDR_1_82",0.497422190082878
"O95400_IDR_233_277",0.502577809917122
"O95402_IDR_87_525",1
"O95405_IDR_24_687",0.327867858034027
"O95405_IDR_768_830",0.34266131593622
"O95405_IDR_838_890",0.329470826029753
"O95407_IDR_1_31",1
"O95409_IDR_1_143",0.345688671083006
"O95409_IDR_190_237",0.338436954439681
"O95409_IDR_403_528",0.315874374477312
"O95415_IDR_1_67",1
"O95416_IDR_73_211",1
"O95425_IDR_1337_1369",0.255856587425236
"O95425_IDR_1_33",0.258721345202234
"O95425_IDR_1382_1418",0.255428944613491
"O95425_IDR_43_1308",0.229993122759039
"O95428_IDR_583_615",0.512030782933269
"O95428_IDR_809_839",0.487969217066731
"O95429_IDR_1_377",1
"O95486_IDR_1_338",1
"O95487_IDR_1_468",0.464635553537365
"O95487_IDR_491_522",0.535364446462634
"O95490_IDR_1105_1404",0.527421437580223
"O95490_IDR_421_454",0.472578562419777
"O95500_IDR_188_232",1
"O95502_IDR_104_287",0.494571584914469
"O95502_IDR_28_85",0.505428415085531
"O95503_IDR_64_355",1
"O95544_IDR_1_71",1
"O95684_IDR_138_393",1
"O95685_IDR_1_98",1
"O95696_IDR_393_440",0.327140014378547
"O95696_IDR_66_114",0.342523324205345
"O95696_IDR_753_924",0.330336661416107
"O95704_IDR_420_465",0.488168907649433
"O95704_IDR_62_107",0.511831092350567
"O95707_IDR_44_84",1
"O95714_IDR_1556_1610",0.19703455624118
"O95714_IDR_960_997",0.201708860012422
"O95810_IDR_1_156",0.522711091534866
"O95810_IDR_162_425",0.477288908465134
"O95813_IDR_1_130",1
"O95817_IDR_500_575",0.508306163543605
"O95817_IDR_53_418",0.491693836456395
"O95819_IDR_307_913",1
"O95822_IDR_1_35",1
"O95831_IDR_26_85",0.365779539451346
"O95831_IDR_513_558",0.308299727645174
"O95831_IDR_87_122",0.32592073290348
"O95905_IDR_495_596",0.482244833240843
"O95907_IDR_198_237",0.510594189762984
"O95907_IDR_438_504",0.489405810237016
"O95922_IDR_387_423",1
"O95926_IDR_1_62",1
"O95931_IDR_65_210",1
"O95935_IDR_1_135",0.464454170030968
"O95935_IDR_313_496",0.535545829969032
"O95936_IDR_1_180",0.236766472766508
"O95936_IDR_183_262",0.242095740179569
"O95936_IDR_460_550",0.280911285879471
"O95936_IDR_558_667",0.240226501174452
"O95944_IDR_133_258",1
"O95947_IDR_19_84",0.477782555977393
"O95947_IDR_273_406",0.522217444022607
"O95948_IDR_1_331",1
"O95972_IDR_1_40",0.522808135297501
"O95972_IDR_251_287",0.477191864702499
"O95976_IDR_178_241",1
"O95977_IDR_330_384",1
"O96017_IDR_498_543",0.514142767126533
"O96018_IDR_1_208",1
"O96020_IDR_1_96",1
"O96028_IDR_1203_1237",0.245832793575338
"O96028_IDR_1_214",0.254516266001671
"O96028_IDR_1329_1365",0.257523968051093
"O96028_IDR_352_665",0.242126972371898
"P00367_IDR_1_61",1
"P00390_IDR_1_60",1
"P00403_IDR_15_51",1
"P00451_IDR_732_1681",1
"P00519_IDR_1_60",0.548780956537531
"P00519_IDR_501_1029",0.451219043462469
"P00533_IDR_985_1126",1
"P00540_IDR_1_39",1
"P00742_IDR_175_228",1
"P00748_IDR_1_34",0.515900720472196
"P00748_IDR_297_366",0.484099279527804
"P00973_IDR_350_391",1
"P01011_IDR_1_44",1
"P01275_IDR_1_56",1
"P01282_IDR_22_82",1
"P01303_IDR_1_32",0.498530229099076
"P01303_IDR_65_96",0.501469770900924
"P01308_IDR_51_88",1
"P01344_IDR_86_180",1
"P01350_IDR_1_101",1
"P01374_IDR_1_62",1
"P01375_IDR_1_85",1
"P01583_IDR_1_32",1
"P01584_IDR_1_38",1
"P01589_IDR_189_272",0.542657443974679
"P01589_IDR_88_118",0.457342556025321
"P01732_IDR_135_173",1
"P01833_IDR_566_738",1
"P02458_IDR_21_53",0.521603754170079
"P02458_IDR_72_1249",0.478396245829921
"P02461_IDR_57_1216",1
"P02462_IDR_1_1429",1
"P02533_IDR_1_100",0.495129487444054
"P02776_IDR_1_35",1
"P02818_IDR_20_68",1
"P03372_IDR_1_44",0.255563951374394
"P03372_IDR_254_307",0.231882819670674
"P03372_IDR_550_595",0.245434095423323
"P03372_IDR_78_180",0.267119133531609
"P03928_IDR_8_49",1
"P03971_IDR_262_297",0.511817886905957
"P03971_IDR_412_458",0.488182113094043
"P04004_IDR_363_397",0.456884931984676
"P04004_IDR_62_151",0.543115068015324
"P04035_IDR_346_441",1
"P04049_IDR_200_337",1
"P04066_IDR_1_32",1
"P04083_IDR_1_34",1
"P04085_IDR_52_89",1
"P04090_IDR_54_162",1
"P04150_IDR_1_287",0.509161514757242
"P04637_IDR_282_324",0.324741626548619
"P04637_IDR_354_393",0.341390477711236
"P04731_IDR_1_33",1
"P04732_IDR_1_40",1
"P04808_IDR_125_163",0.494644860410229
"P04808_IDR_54_91",0.505355139589771
"P04920_IDR_1_319",0.313685532892592
"P04920_IDR_441_503",0.339105991105651
"P04920_IDR_633_672",0.347208476001757
"P04921_IDR_1_128",1
"P05019_IDR_111_195",1
"P05023_IDR_1_34",1
"P05060_IDR_64_560",1
"P05067_IDR_190_290",0.300542484378183
"P05067_IDR_320_391",0.346576381589861
"P05067_IDR_570_679",0.352881134031956
"P05108_IDR_1_43",1
"P05111_IDR_44_78",1
"P05114_IDR_1_100",1
"P05154_IDR_1_39",1
"P06899_IDR_1_36",1
"P07101_IDR_35_98",1
"P07196_IDR_1_81",0.537311517391725
"P07196_IDR_405_543",0.462688482608275
"P07197_IDR_1_107",0.545543762413015
"P07197_IDR_414_916",0.454456237586985
"P07199_IDR_137_167",0.509768713017846
"P07199_IDR_390_538",0.490231286982154
"P07202_IDR_885_933",1
"P07237_IDR_474_508",1
"P08047_IDR_1_68",0.203652997976565
"P08047_IDR_275_448",0.190436833634094
"P08047_IDR_567_597",0.202709739129785
"P08047_IDR_670_748",0.196495154627997
"P08047_IDR_70_100",0.206705274631559
"P08048_IDR_214_246",0.48954290991459
"P08048_IDR_254_404",0.51045709008541
"P08069_IDR_1285_1366",1
"P08123_IDR_23_1129",1
"P08138_IDR_199_231",0.507520445222453
"P08631_IDR_1_77",1
"P08651_IDR_191_230",0.501712315865391
"P08651_IDR_262_485",0.498287684134609
"P08670_IDR_1_89",0.496500060836517
"P08670_IDR_415_446",0.503499939163483
"P08697_IDR_1_74",1
"P08709_IDR_1_31",1
"P08727_IDR_1_47",1
"P08729_IDR_1_46",0.507050068944533
"P08729_IDR_419_469",0.492949931055467
"P09497_IDR_156_188",0.492841280316004
"P09529_IDR_1_54",1
"P09601_IDR_226_272",1
"P09603_IDR_168_554",1
"P09619_IDR_705_793",0.523445467486022
"P09619_IDR_967_1106",0.476554532513978
"P09629_IDR_1_181",1
"P09630_IDR_193_235",0.446643557674699
"P09630_IDR_8_156",0.553356442325301
"P09651_IDR_182_372",1
"P0C6C1_IDR_189_535",1
"P0C7H8_IDR_1_128",1
"P0C7H9_IDR_1_56",0.50123623033939
"P0C7H9_IDR_379_460",0.49876376966061
"P0C7I0_IDR_1_57",0.338564936917182
"P0C7I0_IDR_379_447",0.333209752160766
"P0C7I0_IDR_471_525",0.328225310922052
"P0C7I6_IDR_1_36",0.327845298030694
"P0C7V6_IDR_227_349",0.346702016164956
"P0C7V6_IDR_360_817",0.30828570910069
"P0C7W0_IDR_1_189",1
"P0C7W9_IDR_1_464",1
"P0C7X1_IDR_354_449",1
"P0C7X2_IDR_81_179",1
"P0C851_IDR_1_39",1
"P0C862_IDR_9_195",1
"P0C874_IDR_33_526",0.506539482509862
"P0C874_IDR_534_884",0.493460517490138
"P0C875_IDR_216_324",1
"P0C881_IDR_646_757",0.524877411635762
"P0C881_IDR_785_870",0.475122588364238
"P0CAP1_IDR_149_185",0.333914382849966
"P0CAP1_IDR_37_71",0.317040233955078
"P0CAP1_IDR_407_448",0.349045383194956
"P0CAP2_IDR_1_368",1
"P0CB47_IDR_176_223",0.520007734227166
"P0CB47_IDR_301_393",0.479992265772834
"P0CF97_IDR_1_59",1
"P0CJ79_IDR_18_185",1
"P0CJ92_IDR_1_127",0.49805141916358
"P0CJ92_IDR_279_604",0.50194858083642
"P0CL80_IDR_1_117",1
"P0CL81_IDR_1_117",1
"P0CV98_IDR_1_105",1
"P0CV99_IDR_1_111",1
"P0CW00_IDR_1_105",1
"P0CW01_IDR_1_105",1
"P0CW18_IDR_30_102",0.343761251027275
"P0CW18_IDR_420_472",0.332954790130894
"P0CW18_IDR_571_603",0.323283958841832
"P0CW19_IDR_1_52",1
"P0CW20_IDR_1_52",1
"P0CW24_IDR_332_399",1
"P0CW27_IDR_1_35",0.504912733303928
"P0CW27_IDR_164_439",0.495087266696072
"P0DJ93_IDR_46_91",1
"P0DMB1_IDR_161_279",0.514680674686445
"P0DMB1_IDR_1_74",0.485319325313555
"P0DMB2_IDR_1_74",1
"P0DMP2_IDR_170_228",0.493588012817759
"P0DMP2_IDR_404_446",0.50641198718224
"P0DMQ5_IDR_65_153",1
"P0DMQ9_IDR_1_115",1
"P0DMR1_IDR_192_293",0.494209044420551
"P0DMR1_IDR_89_186",0.505790955579449
"P0DMS9_IDR_177_266",1
"P0DMU7_IDR_1_120",1
"P0DMU8_IDR_1_120",1
"P0DMU9_IDR_1_118",1
"P0DMV0_IDR_1_120",1
"P0DMV1_IDR_1_118",1
"P0DMV2_IDR_1_118",1
"P0DMW4_IDR_1_31",1
"P0DMW5_IDR_1_31",1
"P0DN86_IDR_122_165",1
"P0DPQ3_IDR_1_163",1
"P0DQD5_IDR_343_375",1
"P10071_IDR_1_515",0.509173219274451
"P10071_IDR_584_1580",0.490826780725549
"P10072_IDR_83_232",1
"P10073_IDR_132_266",1
"P10074_IDR_113_290",1
"P10075_IDR_1_204",1
"P10092_IDR_43_83",1
"P10109_IDR_1_63",1
"P10124_IDR_43_158",1
"P10242_IDR_1_37",0.298820925038498
"P10242_IDR_188_479",0.37716989492003
"P10242_IDR_505_600",0.324009180041472
"P10243_IDR_1_32",0.304951907611355
"P10243_IDR_182_567",0.35489838051408
"P10243_IDR_594_710",0.340149711874565
"P10244_IDR_178_658",1
"P10253_IDR_29_79",1
"P10643_IDR_211_241",1
"P10644_IDR_62_94",1
"P10645_IDR_64_433",1
"P10696_IDR_494_532",1
"P10720_IDR_1_38",1
"P10721_IDR_695_759",0.500894777010063
"P10721_IDR_940_976",0.499105222989937
"P10747_IDR_182_220",1
"P10767_IDR_38_71",1
"P10826_IDR_1_81",0.53260914327929
"P10826_IDR_418_455",0.46739085672071
"P10827_IDR_129_159",0.330425888839588
"P10827_IDR_1_41",0.358983495936093
"P10827_IDR_371_490",0.310590615224319
"P10828_IDR_182_213",0.310718557378009
"P10828_IDR_1_95",0.345730185068912
"P10828_IDR_232_262",0.343551257553079
"P10911_IDR_430_494",0.538645097754997
"P10911_IDR_818_894",0.461354902245003
"P10912_IDR_353_482",1
"P11308_IDR_243_299",0.502342930968133
"P11310_IDR_1_34",1
"P11362_IDR_1_32",0.527291305533223
"P11362_IDR_768_822",0.472708694466777
"P11387_IDR_1_202",1
"P11388_IDR_1091_1121",0.506321289610573
"P11388_IDR_1187_1531",0.493678710389427
"P11473_IDR_102_221",1
"P11474_IDR_152_190",0.497750652738998
"P11474_IDR_1_73",0.502249347261002
"P12270_IDR_1141_1200",0.146147201996302
"P12270_IDR_1206_1254",0.142049553029514
"P12270_IDR_1398_2363",0.127088263827813
"P12272_IDR_70_177",1
"P12314_IDR_320_374",1
"P12318_IDR_247_279",1
"P12524_IDR_1_286",1
"P12532_IDR_1_41",1
"P12643_IDR_1_45",1
"P12644_IDR_1_49",1
"P13521_IDR_122_184",0.166044891422017
"P13521_IDR_207_303",0.15647569334528
"P13521_IDR_373_429",0.169767304372591
"P13521_IDR_443_480",0.176970968954561
"P13521_IDR_552_582",0.159062877164819
"P13521_IDR_69_104",0.171678264740732
"P13533_IDR_1908_1939",1
"P13569_IDR_1443_1480",0.503086153513871
"P13569_IDR_646_839",0.496913846486129
"P13591_IDR_763_858",1
"P13945_IDR_368_408",0.343165652982067
"P13994_IDR_257_386",1
"P14061_IDR_290_328",1
"P14136_IDR_1_61",1
"P14138_IDR_177_238",0.502668240920632
"P14138_IDR_17_93",0.497331759079368
"P14209_IDR_1_147",1
"P14210_IDR_1_34",1
"P14314_IDR_204_272",0.530912651232259
"P14314_IDR_278_358",0.469087348767741
"P14316_IDR_116_248",1
"P14317_IDR_1_426",1
"P14384_IDR_399_443",1
"P14410_IDR_1_61",1
"P14416_IDR_219_374",1
"P14543_IDR_285_360",1
"P14598_IDR_285_390",1
"P14923_IDR_1_111",1
"P15036_IDR_1_67",0.525257327843164
"P15036_IDR_313_348",0.474742672156836
"P15056_IDR_102_152",0.317716290211825
"P15056_IDR_1_41",0.331798998807781
"P15056_IDR_302_445",0.350484710980395
"P15144_IDR_37_67",1
"P15169_IDR_421_458",1
"P15170_IDR_1_71",1
"P15172_IDR_1_148",0.493078790721769
"P15172_IDR_166_319",0.506921209278231
"P15173_IDR_137_224",0.495235617474509
"P15173_IDR_1_97",0.504764382525491
"P15260_IDR_314_444",1
"P15291_IDR_61_124",1
"P15311_IDR_353_547",1
"P15863_IDR_223_514",0.504453812500521
"P15880_IDR_1_57",1
"P15882_IDR_138_197",1
"P15884_IDR_1_570",0.487047653921607
"P15884_IDR_626_667",0.512952346078393
"P15907_IDR_1_89",1
"P15918_IDR_1_97",0.518211131314561
"P15918_IDR_218_259",0.481788868685439
"P15923_IDR_1_556",0.518918551034221
"P15923_IDR_612_654",0.481081448965779
"P15924_IDR_630_660",1
"P15927_IDR_1_43",0.504953977494954
"P15927_IDR_172_202",0.495046022505046
"P15976_IDR_1_284",0.530906881173917
"P15976_IDR_288_413",0.469093118826083
"P16070_IDR_149_643",1
"P16112_IDR_679_2281",1
"P16118_IDR_1_37",1
"P16144_IDR_1405_1436",1
"P16150_IDR_1_400",1
"P16410_IDR_192_223",1
"P16415_IDR_45_162",1
"P16455_IDR_177_207",1
"P16471_IDR_346_406",0.501083658832842
"P16471_IDR_409_500",0.498916341167158
"P16499_IDR_821_860",1
"P16519_IDR_600_638",1
"P16591_IDR_386_452",1
"P16860_IDR_1_134",1
"P16871_IDR_1_33",0.500350253417249
"P16871_IDR_316_448",0.499649746582751
"P16885_IDR_1206_1265",1
"P16989_IDR_167_372",0.502724696458059
"P16989_IDR_1_83",0.497275303541941
"P17010_IDR_259_408",1
"P17014_IDR_59_177",1
"P17017_IDR_1_140",1
"P17020_IDR_1_238",1
"P17021_IDR_48_188",1
"P17022_IDR_1_36",0.501595755210521
"P17041_IDR_1_104",1
"P17096_IDR_1_107",1
"P17097_IDR_19_195",1
"P17098_IDR_491_529",0.48462384408185
"P17098_IDR_78_247",0.51537615591815
"P17181_IDR_509_557",1
"P17252_IDR_294_330",1
"P17275_IDR_1_273",1
"P17302_IDR_241_382",1
"P17342_IDR_1_47",1
"P17844_IDR_1_39",0.498168667147021
"P17844_IDR_478_614",0.501831332852979
"P17861_IDR_1_261",1
"P17936_IDR_112_208",1
"P17947_IDR_83_167",1
"P17948_IDR_1163_1292",0.536497998744654
"P17948_IDR_932_989",0.463502001255346
"P17980_IDR_1_34",1
"P18031_IDR_292_401",1
"P18065_IDR_1_79",0.535648812575403
"P19113_IDR_480_617",1
"P19174_IDR_1231_1290",1
"P19235_IDR_1_32",0.497039264320924
"P19235_IDR_340_425",0.502960735679075
"P19237_IDR_129_187",1
"P19338_IDR_1_304",0.475030183869228
"P19338_IDR_649_710",0.524969816130772
"P19404_IDR_1_35",1
"P19419_IDR_90_366",1
"P20073_IDR_1_170",1
"P20138_IDR_265_335",1
"P20226_IDR_1_158",1
"P20248_IDR_1_169",1
"P20265_IDR_1_266",0.480015659921772
"P20265_IDR_408_443",0.519984340078228
"P20290_IDR_1_51",0.511500883591103
"P20290_IDR_171_206",0.488499116408897
"P20309_IDR_266_486",1
"P20333_IDR_202_376",0.492411352266209
"P20333_IDR_390_461",0.507588647733791
"P20339_IDR_184_215",1
"P20849_IDR_248_921",1
"P20908_IDR_1_32",0.54239022931187
"P20908_IDR_241_1604",0.45760977068813
"P20916_IDR_537_591",1
"P20930_IDR_90_4057",1
"P20936_IDR_1_168",1
"P20941_IDR_37_75",1
"P20963_IDR_58_164",1
"P21127_IDR_1_420",1
"P21128_IDR_46_94",1
"P21246_IDR_1_168",1
"P21817_IDR_4249_4538",0.245286135125248
"P21854_IDR_17_121",1
"P21817_IDR_4585_4625",0.254170374809711
"P21860_IDR_981_1317",1
"P21912_IDR_1_36",1
"P21917_IDR_1_32",0.495899908046463
"P21917_IDR_226_349",0.504100091953537
"P21918_IDR_1_38",0.511487264560197
