"","GO0060089_molecular_transducer_activity"
"P07237_IDR_474_508",1
"P08047_IDR_1_68",0.196307906233951
"P08047_IDR_275_448",0.199403343275583
"P08047_IDR_567_597",0.190990601052864
"P08047_IDR_670_748",0.215645954148056
"P08047_IDR_70_100",0.197652195289545
"P08048_IDR_214_246",0.483637540475111
"P08048_IDR_254_404",0.516362459524889
"P08069_IDR_1285_1366",1
"P08123_IDR_23_1129",1
"P08138_IDR_199_231",0.486006840626652
"P08631_IDR_1_77",1
"P08651_IDR_191_230",0.492489921128988
"P08651_IDR_262_485",0.507510078871012
"P08670_IDR_1_89",0.479111364050173
"P08670_IDR_415_446",0.520888635949827
"P08697_IDR_1_74",1
"P08709_IDR_1_31",1
"P08727_IDR_1_47",1
"P08729_IDR_1_46",0.50228751267658
"P08729_IDR_419_469",0.49771248732342
"P09497_IDR_156_188",0.49265321816939
"P09529_IDR_1_54",1
"P09601_IDR_226_272",1
"P09603_IDR_168_554",1
"P09619_IDR_705_793",0.507350207377328
"P09619_IDR_967_1106",0.492649792622672
"P09629_IDR_1_181",1
"P09630_IDR_193_235",0.481903037367431
"P09630_IDR_8_156",0.518096962632569
"P09651_IDR_182_372",1
"P0C6C1_IDR_189_535",1
"P0C7H8_IDR_1_128",1
"P0C7H9_IDR_1_56",0.51180081445013
"P0C7H9_IDR_379_460",0.48819918554987
"P0C7I0_IDR_1_57",0.353958065666426
"P0C7I0_IDR_379_447",0.322953749257746
"P0C7I0_IDR_471_525",0.323088185075827
"P0C7I6_IDR_1_36",0.331512690829849
"P0C7V6_IDR_227_349",0.320439464364624
"P0C7V6_IDR_360_817",0.349372752967203
"P0C7W0_IDR_1_189",1
"P0C7W9_IDR_1_464",1
"P0C7X1_IDR_354_449",1
"P0C7X2_IDR_81_179",1
"P0C851_IDR_1_39",1
"P0C862_IDR_9_195",1
"P0C874_IDR_33_526",0.529269802463887
"P0C874_IDR_534_884",0.470730197536113
"P0C875_IDR_216_324",1
"P0C881_IDR_646_757",0.553347373032735
"P0C881_IDR_785_870",0.446652626967266
"P0CAP1_IDR_149_185",0.380419535517375
"P0CAP1_IDR_37_71",0.296504686067615
"P0CAP1_IDR_407_448",0.323075778415011
"P0CAP2_IDR_1_368",1
"P0CB47_IDR_176_223",0.56470492635626
"P0CB47_IDR_301_393",0.43529507364374
"P0CF97_IDR_1_59",1
"P0CJ79_IDR_18_185",1
"P0CJ92_IDR_1_127",0.569025025020088
"P0CJ92_IDR_279_604",0.430974974979912
"P0CL80_IDR_1_117",1
"P0CL81_IDR_1_117",1
"P0CV98_IDR_1_105",1
"P0CV99_IDR_1_111",1
"P0CW00_IDR_1_105",1
"P0CW01_IDR_1_105",1
"P0CW18_IDR_30_102",0.399754689401883
"P0CW18_IDR_420_472",0.301237206041817
"P0CW18_IDR_571_603",0.299008104556299
"P0CW19_IDR_1_52",1
"P0CW20_IDR_1_52",1
"P0CW24_IDR_332_399",1
"P0CW27_IDR_1_35",0.521286354370891
"P0CW27_IDR_164_439",0.478713645629109
"P0DJ93_IDR_46_91",1
"P0DMB1_IDR_161_279",0.513968431690373
"P0DMB1_IDR_1_74",0.486031568309627
"P0DMB2_IDR_1_74",1
"P0DMP2_IDR_170_228",0.471711636878701
"P0DMP2_IDR_404_446",0.528288363121299
"P0DMQ5_IDR_65_153",1
"P0DMQ9_IDR_1_115",1
"P0DMR1_IDR_192_293",0.448963755166685
"P0DMR1_IDR_89_186",0.551036244833315
"P0DMS9_IDR_177_266",1
"P0DMU7_IDR_1_120",1
"P0DMU8_IDR_1_120",1
"P0DMU9_IDR_1_118",1
"P0DMV0_IDR_1_120",1
"P0DMV1_IDR_1_118",1
"P0DMV2_IDR_1_118",1
"P0DMW4_IDR_1_31",1
"P0DMW5_IDR_1_31",1
"P0DN86_IDR_122_165",1
"P0DPQ3_IDR_1_163",1
"P0DQD5_IDR_343_375",1
"P10071_IDR_1_515",0.425691681765525
"P10071_IDR_584_1580",0.574308318234475
"P10072_IDR_83_232",1
"P10073_IDR_132_266",1
"P10074_IDR_113_290",1
"P10075_IDR_1_204",1
"P10092_IDR_43_83",1
"P10109_IDR_1_63",1
"P10124_IDR_43_158",1
"P10242_IDR_1_37",0.248742870421408
"P10242_IDR_188_479",0.452874263522586
"P10242_IDR_505_600",0.298382866056006
"P10243_IDR_1_32",0.26646500678662
"P10243_IDR_182_567",0.390170295075808
"P10243_IDR_594_710",0.343364698137572
"P10244_IDR_178_658",1
"P10253_IDR_29_79",1
"P10643_IDR_211_241",1
"P10644_IDR_62_94",1
"P10645_IDR_64_433",1
"P10696_IDR_494_532",1
"P10720_IDR_1_38",1
"P10721_IDR_695_759",0.47407214902704
"P10721_IDR_940_976",0.52592785097296
"P10747_IDR_182_220",1
"P10767_IDR_38_71",1
"P10826_IDR_1_81",0.519571695106762
"P10826_IDR_418_455",0.480428304893238
"P10827_IDR_129_159",0.304519535352253
"P10827_IDR_1_41",0.409317906954859
"P10827_IDR_371_490",0.286162557692887
"P10828_IDR_182_213",0.2936819937123
"P10828_IDR_1_95",0.344328842097868
"P10828_IDR_232_262",0.361989164189833
"P10911_IDR_430_494",0.522427046075514
"P10911_IDR_818_894",0.477572953924486
"P10912_IDR_353_482",1
"P11308_IDR_243_299",0.459247717393297
"P11310_IDR_1_34",1
"P11362_IDR_1_32",0.538504070967234
"P11362_IDR_768_822",0.461495929032766
"P11387_IDR_1_202",1
"P11388_IDR_1091_1121",0.485405444733248
"P11388_IDR_1187_1531",0.514594555266752
"P11473_IDR_102_221",1
"P11474_IDR_152_190",0.500724467675503
"P11474_IDR_1_73",0.499275532324497
"P12270_IDR_1141_1200",0.165596883833175
"P12270_IDR_1206_1254",0.137395279138594
"P12270_IDR_1398_2363",0.104761279036509
"P12272_IDR_70_177",1
"P12314_IDR_320_374",1
"P12318_IDR_247_279",1
"P12524_IDR_1_286",1
"P12532_IDR_1_41",1
"P12643_IDR_1_45",1
"P12644_IDR_1_49",1
"P13521_IDR_122_184",0.157309589452427
"P13521_IDR_207_303",0.138155614675128
"P13521_IDR_373_429",0.176467846070298
"P13521_IDR_443_480",0.191928846447807
"P13521_IDR_552_582",0.163116365145876
"P13521_IDR_69_104",0.173021738208464
"P13533_IDR_1908_1939",1
"P13569_IDR_1443_1480",0.527534452252051
"P13569_IDR_646_839",0.472465547747949
"P13591_IDR_763_858",1
"P13945_IDR_368_408",0.316442093635911
"P13994_IDR_257_386",1
"P14061_IDR_290_328",1
"P14136_IDR_1_61",1
"P14138_IDR_177_238",0.483838111049172
"P14138_IDR_17_93",0.516161888950828
"P14209_IDR_1_147",1
"P14210_IDR_1_34",1
"P14314_IDR_204_272",0.571757400659249
"P14314_IDR_278_358",0.428242599340751
"P14316_IDR_116_248",1
"P14317_IDR_1_426",1
"P14384_IDR_399_443",1
"P14410_IDR_1_61",1
"P14416_IDR_219_374",1
"P14543_IDR_285_360",1
"P14598_IDR_285_390",1
"P14923_IDR_1_111",1
"P15036_IDR_1_67",0.502410505257035
"P15036_IDR_313_348",0.497589494742965
"P15056_IDR_102_152",0.328846684199182
"P15056_IDR_1_41",0.358385508081888
"P15056_IDR_302_445",0.31276780771893
"P15144_IDR_37_67",1
"P15169_IDR_421_458",1
"P15170_IDR_1_71",1
"P15172_IDR_1_148",0.435474546151341
"P15172_IDR_166_319",0.564525453848659
"P15173_IDR_137_224",0.503002371670998
"P15173_IDR_1_97",0.496997628329002
"P15260_IDR_314_444",1
"P15291_IDR_61_124",1
"P15311_IDR_353_547",1
"P15863_IDR_223_514",0.552842372514201
"P15880_IDR_1_57",1
"P15882_IDR_138_197",1
"P15884_IDR_1_570",0.505774955539269
"P15884_IDR_626_667",0.494225044460731
"P15907_IDR_1_89",1
"P15918_IDR_1_97",0.526883166942409
"P15918_IDR_218_259",0.473116833057591
"P15923_IDR_1_556",0.56645916177368
"P15923_IDR_612_654",0.43354083822632
"P15924_IDR_630_660",1
"P15927_IDR_1_43",0.477606325989898
"P15927_IDR_172_202",0.522393674010102
"P15976_IDR_1_284",0.528104290779756
"P15976_IDR_288_413",0.471895709220244
"P16070_IDR_149_643",1
"P16112_IDR_679_2281",1
"P16118_IDR_1_37",1
"P16144_IDR_1405_1436",1
"P16150_IDR_1_400",1
"P16410_IDR_192_223",1
"P16415_IDR_45_162",1
"P16455_IDR_177_207",1
"P16471_IDR_346_406",0.517680728341688
"P16471_IDR_409_500",0.482319271658312
"P16499_IDR_821_860",1
"P16519_IDR_600_638",1
"P16591_IDR_386_452",1
"P16860_IDR_1_134",1
"P16871_IDR_1_33",0.473068394966119
"P16871_IDR_316_448",0.526931605033881
"P16885_IDR_1206_1265",1
"P16989_IDR_167_372",0.448557941328711
"P16989_IDR_1_83",0.551442058671289
"P17010_IDR_259_408",1
"P17014_IDR_59_177",1
"P17017_IDR_1_140",1
"P17020_IDR_1_238",1
"P17021_IDR_48_188",1
"P17022_IDR_1_36",0.524960820353194
"P17041_IDR_1_104",1
"P17096_IDR_1_107",1
"P17097_IDR_19_195",1
"P17098_IDR_491_529",0.46690134072454
"P17098_IDR_78_247",0.53309865927546
"P17181_IDR_509_557",1
"P17252_IDR_294_330",1
"P17275_IDR_1_273",1
"P17302_IDR_241_382",1
"P17342_IDR_1_47",1
"P17844_IDR_1_39",0.498150520845183
"P17844_IDR_478_614",0.501849479154817
"P17861_IDR_1_261",1
"P17936_IDR_112_208",1
"P17947_IDR_83_167",1
"P17948_IDR_1163_1292",0.570988166299479
"P17948_IDR_932_989",0.429011833700521
"P17980_IDR_1_34",1
"P18031_IDR_292_401",1
"P18065_IDR_1_79",0.585749343777959
"P19113_IDR_480_617",1
"P19174_IDR_1231_1290",1
"P19235_IDR_1_32",0.527329127537788
"P19235_IDR_340_425",0.472670872462212
"P19237_IDR_129_187",1
"P19338_IDR_1_304",0.425620921709594
"P19338_IDR_649_710",0.574379078290406
"P19404_IDR_1_35",1
"P19419_IDR_90_366",1
"P20073_IDR_1_170",1
"P20138_IDR_265_335",1
"P20226_IDR_1_158",1
"P20248_IDR_1_169",1
"P20265_IDR_1_266",0.439278174907943
"P20265_IDR_408_443",0.560721825092057
"P20290_IDR_1_51",0.527241685996987
"P20290_IDR_171_206",0.472758314003013
"P20309_IDR_266_486",1
"P20333_IDR_202_376",0.525411376602915
"P20333_IDR_390_461",0.474588623397085
"P20339_IDR_184_215",1
"P20849_IDR_248_921",1
"P20908_IDR_1_32",0.543336191037816
"P20908_IDR_241_1604",0.456663808962184
"P20916_IDR_537_591",1
"P20930_IDR_90_4057",1
"P20936_IDR_1_168",1
"P20941_IDR_37_75",1
"P20963_IDR_58_164",1
"P21127_IDR_1_420",1
"P21128_IDR_46_94",1
"P21246_IDR_1_168",1
"P21817_IDR_4249_4538",0.23887246543387
"P21854_IDR_17_121",1
"P21817_IDR_4585_4625",0.249879509750767
"P21860_IDR_981_1317",1
"P21912_IDR_1_36",1
"P21917_IDR_1_32",0.579526370118036
"P21917_IDR_226_349",0.420473629881964
"P21918_IDR_1_38",0.548769453382843
"P21918_IDR_397_477",0.451230546617157
"P21953_IDR_1_67",1
"P22459_IDR_1_170",0.424664579902445
"P22459_IDR_572_653",0.575335420097554
"P22460_IDR_1_116",0.300520450441128
"P22460_IDR_280_315",0.357548291311352
"P22460_IDR_527_613",0.34193125824752
"P22466_IDR_1_33",0.52796862871869
"P22466_IDR_45_79",0.47203137128131
"P22492_IDR_112_207",0.456872600894994
"P22492_IDR_1_40",0.543127399105006
"P22528_IDR_1_89",1
"P22557_IDR_1_85",0.506788650657705
"P22557_IDR_98_136",0.493211349342295
"P22607_IDR_1_44",0.492968783211523
"P22607_IDR_763_806",0.507031216788478
"P22626_IDR_189_353",1
"P22670_IDR_107_433",0.275993200263271
"P22670_IDR_1_101",0.253338967078047
"P22670_IDR_515_572",0.272813467229215
"P23284_IDR_1_37",1
"P23327_IDR_24_624",1
"P23352_IDR_1_40",1
"P23378_IDR_1_54",1
"P23381_IDR_1_81",1
"P23409_IDR_1_137",0.466652496321575
"P23409_IDR_146_242",0.533347503678425
"P23415_IDR_1_34",0.519769046582586
"P23415_IDR_344_408",0.480230953417414
"P23416_IDR_1_40",0.50412962123785
"P23416_IDR_352_411",0.49587037876215
"P23443_IDR_19_65",0.495602218387642
"P23443_IDR_423_525",0.504397781612358
"P23458_IDR_1_31",1
"P23468_IDR_1291_1332",1
"P23469_IDR_1_109",1
"P23470_IDR_447_788",1
"P23471_IDR_412_1662",1
"P23497_IDR_1_42",0.362391734542422
"P24468_IDR_141_171",0.472269043229374
"P24530_IDR_28_86",0.537606985797058
"P24530_IDR_408_442",0.462393014202942
"P24534_IDR_71_113",1
"P24539_IDR_1_52",1
"P24557_IDR_291_323",1
"P24588_IDR_1_335",1
"P24592_IDR_88_162",1
"P24593_IDR_99_188",1
"P24723_IDR_308_347",1
"P24863_IDR_249_283",1
"P24864_IDR_1_102",1
"P25054_IDR_1_71",0.271175260979971
"P25054_IDR_182_308",0.249247025113024
"P25054_IDR_735_2843",0.214470976903549
"P25054_IDR_76_138",0.265106737003457
"P25063_IDR_1_60",1
"P25067_IDR_1_572",1
"P25092_IDR_1019_1055",1
"P25100_IDR_1_90",0.389627261578937
"P25705_IDR_1_45",1
"P25929_IDR_342_384",1
"P25940_IDR_222_1508",1
"P25942_IDR_217_277",1
"P25963_IDR_1_42",1
"P26006_IDR_863_897",1
"P26022_IDR_1_64",0.510311763475212
"P26022_IDR_66_168",0.489688236524788
"P26038_IDR_368_416",0.52138807036495
"P26038_IDR_423_516",0.47861192963505
"P26045_IDR_347_503",1
"P26196_IDR_1_71",1
"P26358_IDR_661_729",0.571036805846218
"P26358_IDR_94_349",0.428963194153782
"P26367_IDR_115_326",1
"P26368_IDR_102_144",0.596247969171402
"P26368_IDR_1_92",0.403752030828598
"P27487_IDR_1_38",1
"P27540_IDR_1_99",0.47371908899889
"P27540_IDR_466_763",0.52628091100111
"P27544_IDR_313_350",1
"P27658_IDR_35_592",1
"P27694_IDR_114_181",1
"P27695_IDR_1_57",1
"P27708_IDR_1814_1914",1
"P27797_IDR_357_417",1
"P27815_IDR_1_336",0.491962554448529
"P27815_IDR_712_840",0.25044881879905
"P27815_IDR_842_886",0.257588626752421
"P27816_IDR_53_1152",1
"P27824_IDR_1_55",0.575479647089123
"P27824_IDR_504_592",0.424520352910877
"P27986_IDR_82_112",1
"P27987_IDR_17_570",0.486367720712003
"P27987_IDR_573_641",0.513632279287997
"P28039_IDR_1_38",1
"P28358_IDR_1_153",0.553074115642129
"P28358_IDR_155_274",0.446925884357871
"P28360_IDR_1_175",1
"P28370_IDR_112_164",0.542210663300108
"P28370_IDR_1_84",0.457789336699892
"P28472_IDR_1_31",0.564485868482935
"P28472_IDR_336_436",0.435514131517065
"P28476_IDR_1_54",0.502847477623951
"P28476_IDR_355_427",0.497152522376049
"P28562_IDR_315_367",1
"P28566_IDR_214_282",1
"P28698_IDR_105_383",0.509957117411922
"P28698_IDR_1_68",0.490042882588078
"P28702_IDR_1_200",0.533471658188551
"P28702_IDR_271_334",0.466528341811449
"P28715_IDR_1024_1157",0.500561085685233
"P28715_IDR_296_736",0.499438914314767
"P28749_IDR_332_375",0.254186460203721
"P28749_IDR_616_691",0.247436330254475
"P29350_IDR_528_595",0.466396425218309
"P29353_IDR_1_143",0.530904136910264
"P29353_IDR_326_479",0.469095863089736
"P29371_IDR_1_40",0.583772794132584
"P29371_IDR_381_465",0.416227205867416
"P29372_IDR_1_74",1
"P29374_IDR_1203_1257",0.240754577576016
"P29374_IDR_128_169",0.231981647000428
"P29374_IDR_270_307",0.175600167939817
"P29374_IDR_406_608",0.167620170193877
"P29374_IDR_615_1167",0.184043437289861
"P29375_IDR_1277_1436",0.359606845939617
"P29375_IDR_1475_1609",0.314359563922936
"P29375_IDR_182_287",0.326033590137447
"P29376_IDR_244_276",0.48620606944751
"P29376_IDR_797_864",0.51379393055249
"P29400_IDR_1_1445",1
"P29466_IDR_86_131",1
"P29474_IDR_1_65",0.336165550061612
"P29474_IDR_595_641",0.33276418989817
"P30260_IDR_783_824",0.432073085006387
"P30273_IDR_47_86",1
"P30291_IDR_1_281",0.494572824371306
"P30291_IDR_603_646",0.505427175628694
"P30304_IDR_1_334",1
"P30305_IDR_1_378",1
"P30307_IDR_1_264",1
"P30405_IDR_1_43",1
"P30411_IDR_1_44",0.569702272610796
"P30411_IDR_354_391",0.430297727389204
"P30414_IDR_1284_1462",0.515747498317949
"P30414_IDR_180_1262",0.484252501682051
"P30419_IDR_1_85",1
"P30518_IDR_1_31",1
"P30519_IDR_1_31",0.462476999074534
"P30519_IDR_250_292",0.537523000925466
"P30531_IDR_1_43",1
"P30532_IDR_1_41",1
"P30533_IDR_1_51",1
"P30550_IDR_1_33",0.523143208906351
"P30989_IDR_387_418",0.431394077619196
"P31146_IDR_394_437",1
"P31152_IDR_336_415",0.508515752532891
"P31152_IDR_467_587",0.491484247467109
"P31249_IDR_1_432",1
"P31260_IDR_1_351",1
"P31267_IDR_1_156",1
"P31268_IDR_1_162",0.57294773866224
"P31268_IDR_186_230",0.42705226133776
"P31269_IDR_17_214",1
"P31270_IDR_1_247",1
"P31271_IDR_183_225",0.507444255575734
"P31271_IDR_25_169",0.492555744424266
"P31273_IDR_1_195",0.567165794759563
"P31273_IDR_205_242",0.432834205240437
"P31274_IDR_1_201",1
"P31275_IDR_1_94",0.493941974883919
"P31275_IDR_99_220",0.506058025116081
"P31276_IDR_21_176",0.341566146186877
"P31645_IDR_1_78",1
"P31689_IDR_367_397",1
"P31749_IDR_111_142",1
"P31751_IDR_112_143",1
"P31785_IDR_338_369",1
"P31948_IDR_188_223",1
"P31994_IDR_254_310",1
"P32004_IDR_1154_1218",1
"P32019_IDR_226_305",1
"P32121_IDR_350_382",1
"P32238_IDR_241_316",0.490261566248443
"P32238_IDR_390_428",0.509738433751557
"P32239_IDR_252_334",0.535410328784906
"P32239_IDR_412_447",0.464589671215094
"P32241_IDR_410_457",1
"P32242_IDR_1_354",1
"P32243_IDR_1_283",1
"P32247_IDR_1_35",0.566559846479676
"P32247_IDR_351_399",0.433440153520323
"P32248_IDR_1_38",1
"P32745_IDR_333_418",0.332595252750391
"P32780_IDR_271_373",0.496973801194647
"P32780_IDR_418_450",0.503026198805353
"P32926_IDR_865_914",1
"P32927_IDR_529_629",0.267321175678393
"P32927_IDR_634_756",0.253932097817247
"P32927_IDR_769_800",0.247081964405055
"P32927_IDR_831_862",0.231664762099305
"P32942_IDR_514_547",1
"P32970_IDR_1_48",1
"P32971_IDR_1_32",1
"P33032_IDR_1_32",1
"P33151_IDR_1_43",0.537451617972186
"P33151_IDR_666_700",0.462548382027814
"P33176_IDR_370_438",0.465786687499475
"P33176_IDR_886_963",0.534213312500525
"P33240_IDR_194_534",1
"P33241_IDR_1_221",0.426369303463326
"P33241_IDR_240_315",0.573630696536674
"P33316_IDR_1_109",1
"P33402_IDR_1_83",1
"P33527_IDR_269_306",0.477223253512899
"P33527_IDR_872_952",0.522776746487101
"P33778_IDR_1_35",1
"P33897_IDR_1_64",1
"P33908_IDR_1_189",1
"P33981_IDR_197_512",1
"P33991_IDR_1_146",1
"P34741_IDR_1_201",1
"P34969_IDR_1_73",0.393116007773908
"P34969_IDR_272_319",0.317468495926249
"P34969_IDR_408_479",0.289415496299843
"P34972_IDR_322_360",1
"P34981_IDR_224_260",0.479325721894403
"P34981_IDR_338_398",0.520674278105597
"P34995_IDR_1_38",0.420211553235108
"P34995_IDR_236_321",0.305071757045863
"P34995_IDR_371_402",0.274716689719029
"P34998_IDR_414_444",1
"P35052_IDR_402_443",0.44025364736311
"P35052_IDR_472_558",0.55974635263689
"P35070_IDR_143_178",0.400875239905395
"P35070_IDR_32_65",0.599124760094605
"P35125_IDR_1142_1306",0.515255621290719
"P35125_IDR_484_535",0.484744378709281
"P35212_IDR_109_141",0.462602786102554
"P35212_IDR_242_333",0.537397213897446
"P35221_IDR_635_673",0.497794183374983
"P35221_IDR_863_897",0.502205816625017
"P35222_IDR_1_64",0.514640914386012
"P35222_IDR_74_121",0.485359085613988
"P35226_IDR_232_326",1
"P35227_IDR_234_344",1
"P35228_IDR_13_79",1
"P35236_IDR_1_43",1
"P35240_IDR_443_528",1
"P35321_IDR_1_89",1
"P35325_IDR_1_72",1
"P35346_IDR_1_36",0.643957473224128
"P35346_IDR_324_364",0.356042526775872
"P35348_IDR_217_263",0.501099111428339
"P35348_IDR_350_423",0.498900888571661
"P35367_IDR_224_410",1
"P35368_IDR_1_39",0.309248744851922
"P35368_IDR_238_285",0.230100632741307
"P35368_IDR_369_478",0.243204769841679
"P35368_IDR_480_520",0.217445852565091
"P35372_IDR_1_64",0.579620563574113
"P35372_IDR_358_400",0.420379436425887
"P35398_IDR_119_238",0.482207836982359
"P35398_IDR_1_65",0.517792163017641
"P35408_IDR_220_272",0.470267147663512
"P35408_IDR_353_468",0.529732852336488
"P35414_IDR_328_380",1
"P35568_IDR_1152_1224",0.247971385574665
"P35579_IDR_1899_1960",1
"P35580_IDR_1906_1976",1
"P35590_IDR_788_828",1
"P35606_IDR_826_906",1
"P35610_IDR_1_42",0.483238980920519
"P35610_IDR_84_118",0.516761019079481
"P35611_IDR_1_37",0.267827701815553
"P35611_IDR_388_420",0.269040698646614
"P35611_IDR_422_574",0.260675312899656
"P35611_IDR_581_737",0.202456286638178
"P35613_IDR_349_385",1
"P35637_IDR_1_283",0.471743809838189
"P35637_IDR_373_526",0.528256190161811
"P35638_IDR_33_126",1
"P35658_IDR_408_699",0.257369331087382
"P35658_IDR_733_775",0.249580707171381
"P35659_IDR_1_76",0.545055891962598
"P35658_IDR_784_819",0.250580013470783
"P35658_IDR_886_2090",0.242469948270454
"P35869_IDR_1_36",0.259060305043734
"P35869_IDR_385_758",0.404956093307338
"P35869_IDR_805_848",0.335983601648928
"P35900_IDR_1_31",1
"P35908_IDR_1_110",0.511607561006998
"P35908_IDR_507_629",0.488392438993001
"P35913_IDR_819_854",1
"P35916_IDR_1177_1328",0.523670978998369
"P35916_IDR_962_1004",0.476329021001631
"P35968_IDR_1169_1304",0.575110056787186
"P35968_IDR_941_995",0.424889943212814
"P36021_IDR_1_90",0.444530041974264
"P36021_IDR_505_539",0.555469958025736
"P36269_IDR_1_34",1
"P36382_IDR_240_358",1
"P36383_IDR_104_166",0.44719138502145
"P36383_IDR_298_396",0.55280861497855
"P36507_IDR_1_41",0.540354308939669
"P36507_IDR_282_313",0.459645691060331
"P36508_IDR_365_422",1
"P37231_IDR_1_135",0.497557387178661
"P37231_IDR_187_251",0.502442612821339
"P37275_IDR_1_961",0.669958281049853
"P37275_IDR_964_1124",0.330041718950147
"P37288_IDR_1_45",0.413945209604585
"P37288_IDR_249_285",0.291037124833007
"P37288_IDR_369_418",0.295017665562408
"P37840_IDR_1_140",1
"P38159_IDR_82_391",1
"P38398_IDR_100_179",0.531906737565936
"P38398_IDR_184_1646",0.468093262434064
"P38432_IDR_99_447",1
"P38435_IDR_727_758",1
"P38570_IDR_158_198",1
"P38646_IDR_1_42",1
"P38935_IDR_649_725",0.532003296217057
"P38935_IDR_783_879",0.467996703782943
"P38936_IDR_81_164",1
"P39023_IDR_1_31",1
"P39059_IDR_1_36",0.580469829640466
"P40189_IDR_698_887",1
"P40197_IDR_474_505",1
"P40198_IDR_195_225",1
"P40200_IDR_384_446",0.513025804583695
"P40200_IDR_448_481",0.486974195416305
"P40222_IDR_1_172",0.452447981216873
"P40222_IDR_486_546",0.547552018783127
"P40225_IDR_174_353",1
"P40238_IDR_201_231",1
"P40305_IDR_1_50",1
"P40337_IDR_1_59",1
"P40424_IDR_1_80",0.336763239266407
"P40424_IDR_259_430",0.342342178034041
"P40424_IDR_85_148",0.320894582699552
"P40425_IDR_1_89",0.345095018431345
"P40425_IDR_289_430",0.337935332557796
"P40425_IDR_96_159",0.316969649010858
"P40426_IDR_1_45",0.328775821845074
"P40426_IDR_295_434",0.342928618427943
"P40426_IDR_90_151",0.328295559726983
"P41146_IDR_339_370",1
"P41161_IDR_1_290",1
"P41162_IDR_131_496",1
"P41180_IDR_877_961",0.499236434716994
"P41180_IDR_983_1061",0.500763565283006
"P41181_IDR_240_271",1
"P41182_IDR_130_516",1
"P41212_IDR_137_234",0.29427581298034
"P41212_IDR_1_48",0.3715693798315
"P41212_IDR_272_329",0.33415480718816
"P41214_IDR_181_258",1
"P41218_IDR_88_205",1
"P41219_IDR_1_86",1
"P41220_IDR_1_34",1
"P41221_IDR_1_34",1
"P41225_IDR_1_446",1
"P41227_IDR_160_235",1
"P41229_IDR_1316_1418",0.339314510233536
"P41229_IDR_1427_1560",0.317595541368036
"P41229_IDR_174_319",0.343089948398428
"P41231_IDR_320_377",1
"P41235_IDR_133_179",0.328246270867469
"P41235_IDR_1_54",0.357878689477754
"P41235_IDR_378_474",0.313875039654777
"P41236_IDR_1_205",1
"P42126_IDR_1_41",1
"P42127_IDR_20_99",1
"P42166_IDR_1_38",0.570431880982399
"P42166_IDR_48_454",0.429568119017601
"P42226_IDR_653_745",1
"P42229_IDR_708_794",1
"P42261_IDR_858_906",1
"P42263_IDR_855_886",1
"P42285_IDR_1_97",1
"P42345_IDR_1809_1868",0.449821354821049
"P42345_IDR_2434_2486",0.550178645178951
"P42566_IDR_298_896",1
"P42568_IDR_139_498",1
"P42574_IDR_1_34",1
"P42575_IDR_123_169",1
"P42658_IDR_1_127",1
"P42679_IDR_1_44",1
"P42680_IDR_148_180",1
"P42681_IDR_22_79",1
"P42684_IDR_1_106",0.515909149050597
"P42684_IDR_549_1081",0.484090850949403
"P42695_IDR_1267_1412",0.61366124765492
"P42695_IDR_154_200",0.38633875234508
"P43003_IDR_1_35",0.534767150363369
"P43003_IDR_505_542",0.465232849636631
"P43004_IDR_1_32",0.471156663725047
"P43004_IDR_505_536",0.528843336274953
"P43005_IDR_473_507",1
"P43007_IDR_485_532",1
"P43088_IDR_326_359",1
"P43115_IDR_1_51",1
"P43119_IDR_216_248",0.511537543029693
"P43119_IDR_313_385",0.488462456970307
"P43121_IDR_524_559",0.511038486894615
"P43121_IDR_588_646",0.488961513105385
"P43363_IDR_1_128",1
"P43364_IDR_1_216",1
"P43365_IDR_1_103",1
"P43366_IDR_1_104",0.448906020884547
"P43366_IDR_316_347",0.551093979115453
"P43403_IDR_258_314",1
"P43405_IDR_297_346",1
"P43487_IDR_167_201",1
"P43489_IDR_129_165",0.451770321360809
"P43489_IDR_167_277",0.548229678639191
"P43629_IDR_365_397",1
"P43630_IDR_362_455",1
"P43657_IDR_305_344",1
"P43681_IDR_365_557",1
"P43686_IDR_1_33",1
"P43694_IDR_1_210",0.51584889628867
"P43694_IDR_305_423",0.48415110371133
"P43699_IDR_1_207",0.521950457379943
"P43699_IDR_213_358",0.478049542620057
"P45378_IDR_1_191",1
"P46093_IDR_309_362",1
"P46095_IDR_1_66",1
"P46098_IDR_360_410",1
"P46108_IDR_196_229",1
"P46109_IDR_186_224",1
"Q6UB99_IDR_1_2435",1
"Q6UE05_IDR_227_265",1
"Q6ULP2_IDR_1_739",0.455078377199531
"Q6ULP2_IDR_741_893",0.544921622800469
"Q6UQ28_IDR_149_180",1
"Q6UUV7_IDR_1_549",1
"Q6UUV9_IDR_1_600",1
"Q6UVJ0_IDR_448_657",1
"Q6UVK1_IDR_2181_2305",1
"Q6UVM3_IDR_566_669",0.539420499261921
"Q6UVM3_IDR_981_1044",0.460579500738079
"Q6UVW9_IDR_1_50",1
"Q6UW15_IDR_1_32",1
"Q6UW49_IDR_137_210",0.491490976268742
"Q6UW49_IDR_50_119",0.508509023731258
"Q6UW88_IDR_1_51",1
"Q6UWP7_IDR_1_53",1
"Q6UWP8_IDR_1_570",1
"Q6UWS5_IDR_27_81",1
