"","GO0045892_negative_regulation_of_transcription._DNA_templated"
"Q15562_IDR_1_41",1
"Q15569_IDR_1_44",0.328589347093571
"Q15569_IDR_319_566",0.351065343778139
"Q15569_IDR_588_626",0.320345309128291
"Q15572_IDR_603_731",0.458375237099072
"Q15572_IDR_735_869",0.541624762900928
"Q15648_IDR_519_1581",1
"Q15649_IDR_39_85",1
"Q15650_IDR_74_149",1
"Q15651_IDR_1_99",1
"Q15652_IDR_1310_1709",0.135531418924935
"Q15652_IDR_1936_2070",0.155629447728322
"Q15652_IDR_2073_2144",0.135316987280446
"Q15652_IDR_252_704",0.161779718489788
"Q15652_IDR_716_797",0.144362424474648
"Q15652_IDR_803_857",0.130433109096049
"Q15652_IDR_868_1305",0.136946894005812
"Q15653_IDR_297_356",1
"Q15654_IDR_1_251",1
"Q15672_IDR_1_110",1
"Q15678_IDR_304_870",1
"Q15691_IDR_131_194",1
"Q15696_IDR_1_59",0.531801193008722
"Q15696_IDR_344_482",0.468198806991278
"Q15697_IDR_132_295",1
"Q15699_IDR_1_151",0.325864189224451
"Q15750_IDR_370_474",1
"Q15751_IDR_1311_1433",0.169875039645884
"Q15751_IDR_1458_1551",0.167393282217478
"Q15751_IDR_2253_2287",0.164418260304764
"Q15751_IDR_2405_2496",0.179095633853714
"Q15751_IDR_2610_2751",0.156221090301389
"Q15751_IDR_2797_2921",0.162996693676771
"Q15758_IDR_1_42",0.499000322901042
"Q15758_IDR_491_541",0.500999677098958
"Q15760_IDR_1_53",0.51179301271107
"Q15760_IDR_354_415",0.488206987288931
"Q15761_IDR_243_317",1
"Q15762_IDR_280_318",1
"Q15768_IDR_171_288",1
"Q15772_IDR_1907_2573",0.316081434229141
"Q15772_IDR_2772_2928",0.325419736512784
"Q15772_IDR_277_637",0.358498829258075
"Q15773_IDR_1_248",1
"Q15776_IDR_137_320",1
"Q15784_IDR_1_133",0.439060599236471
"Q15853_IDR_104_169",0.331688819341294
"Q15853_IDR_1_57",0.3394740158209
"Q15853_IDR_202_242",0.328837164837806
"Q15858_IDR_1025_1079",0.25169822350587
"Q15858_IDR_1094_1149",0.249315350361921
"Q15858_IDR_1910_1988",0.248784046958565
"Q15858_IDR_419_681",0.250202379173644
"Q15878_IDR_1_49",0.297440395556996
"Q15878_IDR_1882_2311",0.323472396567853
"Q15878_IDR_737_1125",0.379087207875152
"Q15884_IDR_118_444",1
"Q15904_IDR_1_38",1
"Q15906_IDR_1_202",0.298034192481882
"Q15906_IDR_225_258",0.376028318223089
"Q15906_IDR_334_364",0.325937489295028
"Q15907_IDR_183_218",1
"Q15910_IDR_183_216",0.5534567090097
"Q15910_IDR_300_417",0.4465432909903
"Q15911_IDR_1_124",0.0958465449220232
"Q15911_IDR_153_186",0.082450300065286
"Q15915_IDR_369_441",0.488725471710391
"Q15916_IDR_128_296",1
"Q15935_IDR_49_213",1
"Q15937_IDR_1_45",0.472050239440692
"Q15937_IDR_81_194",0.527949760559308
"Q15942_IDR_1_354",1
"Q15973_IDR_55_95",1
"Q16099_IDR_859_889",1
"Q16143_IDR_1_134",1
"Q16181_IDR_406_437",1
"Q16186_IDR_130_260",1
"Q16204_IDR_1_60",0.497750836899174
"Q16204_IDR_181_474",0.502249163100826
"Q16206_IDR_374_454",0.498003655113212
"Q16206_IDR_463_530",0.501996344886788
"Q16236_IDR_31_453",1
"Q16254_IDR_201_346",1
"Q16280_IDR_1_64",0.495667980052629
"Q16280_IDR_81_124",0.504332019947371
"Q16520_IDR_95_125",0.513728249688351
"Q16526_IDR_501_586",1
"Q16527_IDR_83_115",1
"Q16531_IDR_745_781",1
"Q16533_IDR_229_368",1
"Q16534_IDR_1_68",0.494655440601589
"Q16534_IDR_95_247",0.505344559398411
"Q16537_IDR_1_42",1
"Q16538_IDR_192_271",0.476382911717468
"Q16538_IDR_370_582",0.523617088282532
"Q16543_IDR_346_378",0.494884445174327
"Q16543_IDR_95_148",0.505115554825673
"Q16549_IDR_1_46",0.487631576958392
"Q16549_IDR_694_748",0.512368423041609
"Q16552_IDR_1_40",1
"Q16555_IDR_509_572",1
"Q16558_IDR_1_36",1
"Q16559_IDR_63_108",1
"Q16560_IDR_142_246",1
"Q16566_IDR_340_473",1
"Q16630_IDR_481_551",0.480292641991832
"Q16633_IDR_1_256",1
"Q16637_IDR_145_255",0.510279369705821
"Q16637_IDR_57_87",0.489720630294179
"Q16643_IDR_136_617",1
"Q16644_IDR_1_35",0.526577287071533
"Q16644_IDR_345_382",0.473422712928467
"Q16649_IDR_1_427",1
"Q16650_IDR_21_95",0.329404455041917
"Q16650_IDR_385_502",0.343946484145416
"Q16650_IDR_559_670",0.326649060812667
"Q16651_IDR_1_40",1
"Q16655_IDR_1_40",0.476607398267364
"Q16655_IDR_49_118",0.523392601732636
"Q16656_IDR_1_100",1
"Q16659_IDR_323_353",0.30483764710729
"Q16659_IDR_355_434",0.372659949412872
"Q16659_IDR_483_525",0.322502403479838
"Q16665_IDR_360_408",0.4780319738616
"Q16778_IDR_1_36",1
"Q16790_IDR_1_137",1
"Q16795_IDR_1_46",1
"Q16798_IDR_1_48",1
"Q16799_IDR_1_196",0.523482790967746
"Q16799_IDR_202_579",0.476517209032254
"Q16819_IDR_1_36",0.498151783786412
"Q16819_IDR_605_663",0.501848216213588
"Q16821_IDR_1_59",0.312794599715279
"Q16821_IDR_235_795",0.330228850166617
"Q16821_IDR_799_1072",0.356976550118104
"Q16825_IDR_308_857",1
"Q16828_IDR_150_203",0.503459627212315
"Q16828_IDR_351_381",0.496540372787685
"Q16829_IDR_1_51",0.341503635202746
"Q16829_IDR_189_240",0.324452350794367
"Q16829_IDR_388_419",0.334044014002887
"Q16832_IDR_372_488",0.51694102905307
"Q16832_IDR_491_551",0.48305897094693
"Q16842_IDR_1_31",1
"Q17RC7_IDR_1_134",1
"Q17RD7_IDR_31_346",1
"Q17RG1_IDR_652_752",1
"Q17RM4_IDR_655_714",1
"Q17RN3_IDR_317_349",1
"Q17RQ9_IDR_332_366",0.508726695370721
"Q17RQ9_IDR_541_610",0.491273304629279
"Q17RS7_IDR_460_890",1
"Q17RW2_IDR_1_35",0.497975869233151
"Q17RW2_IDR_239_1507",0.502024130766849
"Q17RY0_IDR_12_394",1
"Q17RY6_IDR_1_37",1
"Q18PE1_IDR_205_404",0.532887837639128
"Q18PE1_IDR_406_484",0.467112162360872
"Q19T08_IDR_20_178",1
"Q1A5X6_IDR_1_38",0.499125712372355
"Q1A5X6_IDR_65_100",0.500874287627645
"Q1ED39_IDR_1_353",1
"Q1EHB4_IDR_560_618",1
"Q1HG43_IDR_296_343",1
"Q2I0M5_IDR_191_234",0.335407705769754
"Q2KHM9_IDR_1_59",0.326708111341639
"Q2KHM9_IDR_375_742",0.360604702902984
"Q2KHM9_IDR_61_362",0.312687185755376
"Q2KHR2_IDR_156_1286",0.526633232198792
"Q2KHR2_IDR_65_127",0.473366767801208
"Q2KHR3_IDR_1_1549",1
"Q2KHT3_IDR_349_476",0.525356897329333
"Q2KHT3_IDR_832_1053",0.474643102670667
"Q2KJY2_IDR_1_127",0.131928904349127
"Q2KJY2_IDR_1237_1966",0.21673089386413
"Q2KJY2_IDR_169_315",0.204025253811662
"Q2KJY2_IDR_324_412",0.156463034842772
"Q2KJY2_IDR_802_853",0.136049806744786
"Q2KJY2_IDR_898_1169",0.154802106387524
"Q2L4Q9_IDR_1_34",1
"Q2LD37_IDR_1192_1473",0.0576565743085138
"Q2LD37_IDR_1573_1603",0.0588024067246001
"Q2LD37_IDR_160_190",0.0611951586941493
"Q2LD37_IDR_1675_1707",0.0597388599619985
"Q2M243_IDR_592_656",0.472996952354313
"Q2M296_IDR_256_301",1
"Q2M2E3_IDR_1_65",0.467739868092335
"Q2M2E3_IDR_217_257",0.532260131907665
"Q2M2H8_IDR_1_37",0.514515001382123
"Q2M2H8_IDR_1811_2515",0.485484998617877
"Q2M2I3_IDR_292_478",1
"Q2M2I5_IDR_1_107",0.505571180339333
"Q2M2I5_IDR_452_499",0.494428819660667
"Q2M2I8_IDR_1_31",0.454928631148244
"Q2M2I8_IDR_323_958",0.545071368851756
"Q2M2Z5_IDR_1_80",0.447768315885516
"Q2M2Z5_IDR_90_673",0.552231684114484
"Q2M385_IDR_683_716",1
"Q2M389_IDR_1137_1173",1
"Q2M3C6_IDR_1_78",0.496394148857508
"Q2M3C6_IDR_269_481",0.503605851142492
"Q2M3C7_IDR_1_41",0.140872716845303
"Q2M3C7_IDR_192_451",0.166640227227186
"Q2NKX8_IDR_669_1196",1
"Q2NKX9_IDR_25_103",1
"Q2NL68_IDR_1_480",1
"Q2NL82_IDR_1_77",0.320329618731115
"Q2NL82_IDR_312_393",0.309588507688652
"Q2NL82_IDR_408_472",0.370081873580233
"Q2NL98_IDR_128_169",1
"Q2PPJ7_IDR_318_376",0.238912921650834
"Q2PPJ7_IDR_444_501",0.247681915600384
"Q2PPJ7_IDR_667_907",0.242619291548893
"Q2TAL8_IDR_335_471",0.357857710280741
"Q2TAZ0_IDR_111_146",0.136250026674318
"Q2TAZ0_IDR_1245_1307",0.133860483027865
"Q2TAZ0_IDR_1319_1355",0.152449704966128
"Q2TAZ0_IDR_1439_1474",0.136963690724005
"Q2TAZ0_IDR_1608_1658",0.161578076689699
"Q2TAZ0_IDR_337_417",0.135482445373865
"Q2TAZ0_IDR_879_920",0.14341557254412
"Q2TB10_IDR_1_360",0.235911713446846
"Q2TB10_IDR_383_482",0.294277483331761
"Q2TB10_IDR_573_608",0.261284327096673
"Q2TB10_IDR_622_664",0.208526476124721
"Q2TB18_IDR_621_653",1
"Q2TBA0_IDR_264_297",1
"Q2TBC4_IDR_214_316",1
"Q2TBE0_IDR_1_506",0.630846992079594
"Q2Y0W8_IDR_219_284",0.331178512774068
"Q2Y0W8_IDR_57_92",0.356889276610287
"Q2YD98_IDR_210_288",0.35511739247436
"Q2YD98_IDR_384_555",0.318963295461235
"Q2YD98_IDR_557_709",0.325919312064405
"Q32M45_IDR_1_106",1
"Q32M78_IDR_69_193",1
"Q32M84_IDR_1_55",1
"Q32MH5_IDR_232_876",1
"Q32MK0_IDR_1_484",1
"Q32MQ0_IDR_1_723",1
"Q32MZ4_IDR_1_808",1
"Q32NC0_IDR_115_186",1
"Q32P28_IDR_700_736",1
"Q32P44_IDR_1_41",0.46405255648342
"Q3KNS6_IDR_88_136",1
"Q3KNV8_IDR_103_166",1
"Q3KNW1_IDR_10_148",1
"Q3KNW5_IDR_316_377",1
"Q3KP22_IDR_63_153",1
"Q3KP31_IDR_19_108",1
"Q3KP44_IDR_420_488",0.546047900899147
"Q3KP44_IDR_522_562",0.453952099100853
"Q3KP66_IDR_1_120",0.499861029396863
"Q3KP66_IDR_209_629",0.500138970603137
"Q3KQU3_IDR_1_827",1
"Q3KQV3_IDR_59_209",0.501658749528506
"Q3KQV3_IDR_602_632",0.498341250471494
"Q3KR16_IDR_1_98",0.505179648361009
"Q3KR16_IDR_517_765",0.494820351638991
"Q3KR37_IDR_1_82",0.319506512522743
"Q3KR37_IDR_225_363",0.321341498384835
"Q3KR37_IDR_543_646",0.359151989092422
"Q3L8U1_IDR_1448_1485",0.20794827962379
"Q3L8U1_IDR_1_706",0.339704902825636
"Q3SY46_IDR_1_35",1
"Q3SY52_IDR_115_232",0.504973800028168
"Q3SY52_IDR_70_112",0.495026199971833
"Q3SY56_IDR_1_228",0.540300413339701
"Q3SY56_IDR_331_376",0.459699586660299
"Q3SY84_IDR_1_76",0.490950495610007
"Q3SY84_IDR_460_523",0.509049504389993
"Q3SYB3_IDR_1_106",0.51022033548607
"Q3SYB3_IDR_249_402",0.48977966451393
"Q3SYG4_IDR_826_887",1
"Q3T8J9_IDR_1_535",0.158752154602514
"Q3T8J9_IDR_1782_2150",0.164512030223784
"Q3T8J9_IDR_2210_2241",0.152657462656567
"Q3T8J9_IDR_542_593",0.159791383045457
"Q3V5L5_IDR_1_104",1
"Q3T8J9_IDR_598_707",0.159820143635448
"Q3T8J9_IDR_932_1622",0.20446682583623
"Q3V6T2_IDR_219_256",0.236760919337603
"Q3V6T2_IDR_325_709",0.229659946442371
"Q3V6T2_IDR_897_1045",0.241124020264128
"Q494U1_IDR_1_47",0.484942443091634
"Q494U1_IDR_318_583",0.515057556908366
"Q494V2_IDR_1_151",0.246528895700549
"Q494V2_IDR_206_252",0.25617529470351
"Q494V2_IDR_275_383",0.25957409836099
"Q494V2_IDR_547_605",0.237721711234951
"Q494W8_IDR_259_296",0.507421210509919
"Q494W8_IDR_302_337",0.492578789490082
"Q494X3_IDR_1_130",1
"Q495A1_IDR_166_222",1
"Q495C1_IDR_105_229",0.517377653776984
"Q495C1_IDR_238_297",0.482622346223016
"Q495M3_IDR_1_51",1
"Q495M9_IDR_152_254",0.537319716938429
"Q495M9_IDR_258_387",0.462680283061571
"Q495N2_IDR_1_40",1
"Q495T6_IDR_1_51",0.489177283583803
"Q495T6_IDR_54_84",0.510822716416197
"Q495W5_IDR_1_38",1
"Q495Y8_IDR_1_187",1
"Q49AM3_IDR_424_519",0.487384166866019
"Q49AM3_IDR_83_299",0.512615833133981
"Q49AN0_IDR_520_593",1
"Q49AR2_IDR_166_232",1
"Q49MG5_IDR_1_464",0.330223469276306
"Q49MG5_IDR_468_547",0.330281687691518
"Q49MG5_IDR_567_647",0.339494843032176
"Q49MI3_IDR_1_42",1
"Q4AC94_IDR_1563_1630",0.220015743914825
"Q4AC94_IDR_171_338",0.187187292101323
"Q4AC94_IDR_1772_2332",0.202914701004109
"Q4AC94_IDR_454_523",0.183368556061349
"Q4AC94_IDR_709_799",0.206513706918394
"Q4AC99_IDR_87_135",1
"Q4ADV7_IDR_1129_1223",0.348340450504847
"Q4ADV7_IDR_1352_1419",0.314664022900142
"Q4ADV7_IDR_987_1053",0.336995526595011
"Q4FZB7_IDR_1_69",0.290697343266582
"Q4FZB7_IDR_334_741",0.328707757433649
"Q4FZB7_IDR_811_846",0.380594899299769
"Q4G163_IDR_582_617",0.33390915332015
"Q4G163_IDR_678_708",0.324227406777321
"Q4G176_IDR_1_41",1
"Q4G1C9_IDR_291_344",1
"Q4JDL3_IDR_1_117",1
"Q4KMG0_IDR_1166_1216",1
"Q4KMG9_IDR_148_183",1
"Q4KMP7_IDR_1_300",0.517657684295934
"Q4KMP7_IDR_622_808",0.482342315704066
"Q4KMQ2_IDR_1_55",1
"Q4KMZ1_IDR_384_454",0.482243767792401
"Q4KMZ1_IDR_40_382",0.5177562322076
"Q4KWH8_IDR_448_593",0.482807671817605
"Q4KWH8_IDR_863_1611",0.517192328182395
"Q4L180_IDR_1068_1135",0.228814728739446
"Q4L180_IDR_1_71",0.20117885304581
"Q4L180_IDR_340_385",0.18560071151462
"Q4L180_IDR_598_639",0.203580535451302
"Q4L180_IDR_762_1024",0.180825171248822
"Q4LE39_IDR_128_168",0.27502215456975
"Q504T8_IDR_315_452",0.526170570040636
"Q504U0_IDR_1_52",1
"Q504Y0_IDR_1_40",0.335666536178836
"Q504Y0_IDR_263_303",0.321648458272554
"Q504Y0_IDR_472_534",0.342685005548611
"Q504Y2_IDR_33_127",1
"Q504Y3_IDR_200_319",1
"Q50LG9_IDR_366_406",1
"Q52LD8_IDR_169_241",0.478083200495892
"Q52LD8_IDR_404_501",0.521916799504108
"Q52LG2_IDR_1_117",1
"Q52LJ0_IDR_307_433",1
"Q52LR7_IDR_277_450",0.482319636271357
"Q52LR7_IDR_463_807",0.517680363728643
"Q52LW3_IDR_1_37",0.266634527442657
"Q52LW3_IDR_157_187",0.247244300820279
"Q52LW3_IDR_472_601",0.241603025191141
"Q52LW3_IDR_889_1261",0.244518146545922
"Q52M93_IDR_49_101",1
"Q52MB2_IDR_66_171",1
"Q53FD0_IDR_413_456",0.461598413385173
"Q53FE4_IDR_226_359",0.493130335563851
"Q53FE4_IDR_67_172",0.506869664436149
"Q53FP2_IDR_134_167",1
"Q53GA4_IDR_112_152",1
"Q53GG5_IDR_90_288",1
"Q53GI3_IDR_1_38",0.472420322778482
"Q53GI3_IDR_145_355",0.527579677221518
"Q53GL0_IDR_136_349",1
"Q53GL7_IDR_287_398",0.504016711844656
"Q53GL7_IDR_553_706",0.495983288155344
"Q53GS7_IDR_1_139",0.457058573056478
"Q53GS7_IDR_327_379",0.542941426943522
"Q53GS9_IDR_1_101",1
"Q53GT1_IDR_600_634",1
"Q53H80_IDR_1_139",1
"Q53HC0_IDR_126_331",0.522504331750807
"Q53HC0_IDR_1_84",0.477495668249193
"Q53HC5_IDR_1_34",1
"Q562E7_IDR_1572_1605",0.259990962267045
"Q562F6_IDR_1_1265",1
"Q567U6_IDR_154_200",0.32134070800925
"Q567U6_IDR_212_280",0.335265351848121
"Q567U6_IDR_423_454",0.343393940142629
"Q569G3_IDR_36_115",1
"Q569H4_IDR_1_36",0.472727994530905
"Q569H4_IDR_43_304",0.527272005469095
"Q569K6_IDR_133_218",0.535175355259253
"Q569K6_IDR_517_752",0.464824644740747
"Q56A73_IDR_1_38",1
"Q56NI9_IDR_1_370",1
"Q56P03_IDR_1_134",1
"Q56UN5_IDR_1_37",0.202759651366291
"Q56UN5_IDR_43_81",0.197788203378879
"Q56UN5_IDR_490_956",0.199440035896302
"Q56UN5_IDR_90_488",0.206631302799729
"Q56UN5_IDR_980_1030",0.193380806558799
"Q56VL3_IDR_118_154",0.490288903842174
"Q56VL3_IDR_1_31",0.509711096157826
"Q5BJF6_IDR_1_182",1
"Q5BJH2_IDR_1_44",1
"Q5BJH7_IDR_1_69",1
"Q5BKU9_IDR_1_87",1
"Q5BKX5_IDR_1_71",1
"Q5BKX8_IDR_1_36",0.530106636673641
"Q5BKX8_IDR_49_364",0.469893363326359
"Q5BKY9_IDR_71_247",1
"Q5BKZ1_IDR_1_307",0.450635111256198
"Q5BKZ1_IDR_469_582",0.549364888743802
"Q5BLP8_IDR_1_40",1
"Q5BVD1_IDR_1_94",1
"Q5C9Z4_IDR_1_348",1
"Q5CZA5_IDR_66_200",1
"Q5CZC0_IDR_154_680",0.0556437847464411
"Q5CZC0_IDR_1719_1749",0.0552496950830044
"Q5CZC0_IDR_2195_2243",0.0556733017150844
"Q5CZC0_IDR_2562_2598",0.0541549145580729
"Q5CZC0_IDR_7_42",0.0577471064984148
"Q5CZC0_IDR_844_879",0.0552488527766379
"Q5EBL2_IDR_1_35",0.334253977417968
"Q5EBL2_IDR_251_283",0.334258644230463
"Q5EBL2_IDR_735_768",0.331487378351568
"Q5EBL4_IDR_235_289",0.497594722537779
"Q5EBL4_IDR_322_403",0.502405277462221
"Q5F1R6_IDR_271_310",0.477625073498288
"Q5F1R6_IDR_353_481",0.522374926501713
"Q5FBB7_IDR_101_539",0.481392766306291
"Q5FBB7_IDR_1_92",0.518607233693709
"Q5FWE3_IDR_20_454",0.543059224076377
"Q5FWE3_IDR_721_972",0.456940775923623
"Q5FWF4_IDR_499_619",0.484148098330847
"Q5FWF4_IDR_646_721",0.515851901669153
"Q5FWF5_IDR_1_610",1
"Q5FWF6_IDR_73_174",1
"Q5FYB0_IDR_1_73",0.50409239166979
"Q5FYB0_IDR_559_599",0.49590760833021
"Q5GH72_IDR_117_172",0.334605535147306
"Q5GH72_IDR_1_48",0.349196017150933
"Q5GH72_IDR_446_497",0.316198447701761
"Q5H9J7_IDR_1_68",1
"Q5H9L2_IDR_1_206",1
"Q5H9L4_IDR_1_93",0.471010556215908
"Q5H9L4_IDR_286_391",0.528989443784092
"Q5H9M0_IDR_102_389",0.575572778690757
"Q5H9M0_IDR_506_539",0.424427221309243
"Q5H9R7_IDR_502_873",1
"Q5HY64_IDR_1_50",0.324840136254695
"Q5HY64_IDR_52_854",0.340895085356545
"Q5HY64_IDR_897_931",0.334264778388761
"Q5HY92_IDR_81_460",1
"Q5HYC2_IDR_1_72",0.344972086364088
"Q5HYC2_IDR_217_252",0.302555349516189
"Q5HYC2_IDR_489_2103",0.352472564119723
"Q5HYI7_IDR_246_312",1
"Q5HYJ3_IDR_140_260",0.274813924999046
"Q5HYJ3_IDR_1_77",0.245233645296366
"Q5HYJ3_IDR_301_339",0.242270712459387
"Q5HYJ3_IDR_83_126",0.237681717245201
"Q5HYK3_IDR_1_52",1
"Q5HYK7_IDR_1_412",1
"Q5HYK9_IDR_66_254",1
"Q5HYM0_IDR_1_104",0.240602194701318
"Q5HYM0_IDR_151_187",0.264595750754194
"Q5HYM0_IDR_349_514",0.280806619309408
"Q5HYM0_IDR_542_574",0.21399543523508
"Q5HYN5_IDR_1_118",1
"Q5JNZ3_IDR_118_248",0.513395516340809
"Q5JPB2_IDR_1_1672",1
"Q5JPH6_IDR_1_33",1
"Q5JPI3_IDR_103_133",1
"Q5JQC4_IDR_1_107",0.51737367377962
"Q5JQC4_IDR_147_288",0.48262632622038
"Q5JQC9_IDR_283_324",0.316585242346465
"Q5JQC9_IDR_452_637",0.374219961806039
"Q5JQC9_IDR_640_753",0.309194795847495
"Q5JQS6_IDR_1_64",1
"Q5JR12_IDR_1_67",1
"Q5JR59_IDR_1_1002",0.513890437750232
"Q5JR59_IDR_1336_1369",0.486109562249767
"Q5JR98_IDR_1_102",1
"Q5JRA6_IDR_126_1149",0.270606441041482
"Q5JRA6_IDR_1416_1486",0.24589342755794
"Q5JRA6_IDR_1554_1642",0.244027887974036
"Q5JRA6_IDR_1644_1907",0.239472243426542
"Q5JRC9_IDR_1_600",1
"Q5JRK9_IDR_1_111",1
"Q5JRM2_IDR_15_338",1
"Q5JRV8_IDR_1_46",0.463703486442808
"Q5JRV8_IDR_248_328",0.536296513557192
"Q5JRX3_IDR_806_836",1
"Q5JS13_IDR_1_37",0.488286852352701
"Q5JS13_IDR_284_417",0.511713147647299
"Q5JSH3_IDR_1_478",0.488809444670131
"Q5JSH3_IDR_553_589",0.511190555329869
"Q5JSJ4_IDR_563_766",1
"Q5JTD0_IDR_1_173",0.470876608512209
"Q5JTD0_IDR_182_557",0.529123391487791
"Q5JTH9_IDR_1044_1147",0.338300206712177
"Q5JTH9_IDR_1159_1297",0.347685901583989
"Q5JTH9_IDR_1_96",0.314013891703834
"Q5JTV8_IDR_23_343",1
"Q5JTW2_IDR_325_470",0.513094442118099
"Q5JTW2_IDR_543_689",0.486905557881901
"Q5JTY5_IDR_1_38",1
"Q5JTZ5_IDR_84_239",1
"Q5JTZ9_IDR_1_35",1
"Q5JU00_IDR_1_59",1
"Q5JU67_IDR_1_38",0.47279730897639
"Q5JU67_IDR_413_453",0.52720269102361
"Q5JU85_IDR_1092_1488",0.443649818776179
"Q5JU85_IDR_1_753",0.556350181223821
"Q5JUK2_IDR_111_304",0.486851010989973
"Q5JUK2_IDR_1_60",0.513148989010027
"Q5JUK3_IDR_1030_1116",0.35187381214255
"Q5JUK3_IDR_1_48",0.340816909610728
"Q5JUK3_IDR_621_729",0.307309278246722
"Q5JUK9_IDR_1_113",1
"Q5JUX0_IDR_1_46",1
"Q5JVG2_IDR_59_209",1
"Q5JVS0_IDR_33_288",0.50204007520099
"Q5JVS0_IDR_363_400",0.49795992479901
"Q5JVX7_IDR_1_168",0.496680401085537
"Q5JVX7_IDR_260_310",0.503319598914463
"Q5JWF2_IDR_1_659",1
"Q5JWR5_IDR_549_674",0.245373781562776
"Q5JY77_IDR_1_1117",1
"Q5JYT7_IDR_1055_1200",0.451892726502974
"Q5JYT7_IDR_192_561",0.548107273497026
"Q5K4E3_IDR_1_43",1
"Q5K4L6_IDR_118_161",1
"Q5K651_IDR_80_155",1
"Q5KSL6_IDR_1_214",0.466174139983589
"Q5KSL6_IDR_726_839",0.533825860016411
"Q5KU26_IDR_394_605",1
"Q5M775_IDR_1_395",0.318625534247985
"Q5M775_IDR_532_584",0.342440131200571
"Q5M775_IDR_716_956",0.338934334551444
"Q5M7Z0_IDR_1_139",1
"Q5M8T2_IDR_305_382",1
"Q5M9N0_IDR_1_101",0.555884737899095
"Q5M9N0_IDR_797_1113",0.444115262100905
"Q5M9Q1_IDR_1_294",1
"Q5MAI5_IDR_292_379",1
"Q5MCW4_IDR_61_185",1
"Q5MIZ7_IDR_684_849",1
"Q5MJ07_IDR_1_46",1
"Q5MJ10_IDR_1_55",0.477745841694904
"Q5MJ10_IDR_58_180",0.522254158305096
"Q5MJ68_IDR_1_53",0.478127947635916
"Q5MJ68_IDR_220_250",0.521872052364084
"Q5MJ70_IDR_1_63",0.440539932311772
"Q5MJ70_IDR_211_307",0.559460067688228
"Q5MNV8_IDR_1_37",1
"Q5QGZ9_IDR_13_103",1
"Q5QJ38_IDR_93_904",1
"Q5QJE6_IDR_1_488",0.499041475416775
"Q5QJE6_IDR_494_641",0.500958524583225
"Q5QNW6_IDR_1_36",1
"Q5QP82_IDR_1_60",1
"Q5R372_IDR_462_502",0.490794144268895
"Q5R372_IDR_66_125",0.509205855731105
"Q5R3F8_IDR_261_295",0.253773873089045
"Q5R3F8_IDR_448_495",0.284879669023462
"Q5R3F8_IDR_508_546",0.218688842277575
"Q5R3F8_IDR_557_730",0.242657615609918
"Q5RHP9_IDR_101_280",0.510712454948523
"Q5RHP9_IDR_403_1530",0.489287545051477
"Q5RIA9_IDR_1_38",1
"Q5RKV6_IDR_1_31",1
"Q5RL73_IDR_144_305",1
"Q5SGD2_IDR_47_79",1
"Q5SNT2_IDR_372_629",1
"Q5SQ80_IDR_221_524",1
"Q5SQH8_IDR_1_111",1
"Q5SQI0_IDR_193_394",1
"Q5SQQ9_IDR_1_118",0.440984908609103
"Q5SQQ9_IDR_122_334",0.559015091390897
"Q5SQS8_IDR_115_154",0.317164445101848
"Q5SQS8_IDR_1_33",0.31938247496344
"Q5SQS8_IDR_156_274",0.363453079934712
"Q5SR56_IDR_1_39",0.52548111419004
"Q5SR56_IDR_451_506",0.47451888580996
"Q5SRE5_IDR_1506_1542",1
"Q5SVQ8_IDR_735_765",0.499240120963017
"Q5SVZ6_IDR_1_46",0.524833934292905
"Q5SVZ6_IDR_315_429",0.475166065707095
"Q5SW24_IDR_1_745",1
"Q5SW79_IDR_102_1416",0.47390361914307
"Q5SW79_IDR_1504_1584",0.52609638085693
"Q5SW96_IDR_178_308",1
"Q5SWH9_IDR_1_86",1
"Q5SWX8_IDR_386_424",1
"Q5SXM1_IDR_1_94",1
"Q5SXM2_IDR_1391_1469",0.234959941372843
"Q5SXM2_IDR_1_79",0.2307255477982
"Q5SXM2_IDR_501_790",0.280973982866589
"Q5SXM2_IDR_811_1269",0.253340527962368
"Q5SXM8_IDR_1_63",1
"Q5SY16_IDR_1_110",0.483971304826602
"Q5SY16_IDR_672_702",0.516028695173398
"Q5SYB0_IDR_1347_1395",0.505883813053926
"Q5SYB0_IDR_505_1325",0.494116186946074
"Q5SYC1_IDR_273_327",1
"Q5T036_IDR_1_140",1
"Q5T089_IDR_390_428",0.491733875005452
"Q5T089_IDR_467_497",0.508266124994548
"Q5T0B9_IDR_1_310",1
"Q5T0D9_IDR_1_58",1
"Q5T0F9_IDR_1_308",0.304393994163555
"Q5T0F9_IDR_325_418",0.32980100355823
"Q5T0F9_IDR_430_532",0.365805002278215
"Q5T0J7_IDR_107_172",1
"Q5T0L3_IDR_121_168",0.355023438062529
"Q5T0L3_IDR_226_261",0.321704146697199
"Q5T0L3_IDR_5_82",0.323272415240272
"Q5T0N5_IDR_284_373",0.517794394015747
"Q5T0N5_IDR_438_534",0.482205605984253
"Q5T0T0_IDR_1_76",0.497186507554407
"Q5T0T0_IDR_244_291",0.502813492445593
"Q5T0W9_IDR_284_1011",1
"Q5T0Z8_IDR_1_35",0.500453866945507
"Q5T0Z8_IDR_85_1188",0.499546133054493
"Q5T292_IDR_66_105",1
"Q5T2D2_IDR_126_275",1
"Q5T2D3_IDR_1_49",0.310739439163248
"Q5T2D3_IDR_191_254",0.351590198137982
