"","GO2000112_regulation_of_cellular_macromolecule_biosynthetic_process"
"Q6ZRK6_IDR_166_1079",1
"Q6ZRP0_IDR_1_53",0.444433251522477
"Q6ZRP0_IDR_169_262",0.555566748477523
"Q6ZRP7_IDR_1_50",0.498676942493188
"Q6ZRP7_IDR_566_698",0.501323057506812
"Q6ZRS2_IDR_1_92",0.195754550309479
"Q6ZRS2_IDR_224_600",0.190298818044749
"Q6ZS11_IDR_141_254",0.543215079353453
"Q6ZS11_IDR_533_566",0.456784920646547
"Q6ZS17_IDR_1_71",0.290787343693295
"Q6ZS17_IDR_325_790",0.428141807781683
"Q6ZS17_IDR_831_889",0.281070848525022
"Q6ZS27_IDR_1_156",1
"Q6ZS30_IDR_1279_1434",0.536917837914048
"Q6ZS30_IDR_1853_1883",0.463082162085952
"Q6ZS72_IDR_1_127",1
"Q6ZS81_IDR_1_38",0.237599956068783
"Q6ZS81_IDR_1833_1867",0.255006311797601
"Q6ZS81_IDR_2293_2369",0.238729142719517
"P46199_IDR_57_87",1
"P46527_IDR_1_33",0.445032221545984
"P46527_IDR_91_198",0.554967778454016
"P46531_IDR_1775_1838",0.193267001237924
"P46531_IDR_2120_2519",0.555408256752388
"P46531_IDR_2521_2555",0.251324742009688
"P46695_IDR_1_141",1
"P46721_IDR_627_670",1
"P46734_IDR_1_43",1
"P46776_IDR_1_38",1
"P46781_IDR_163_194",1
"P46783_IDR_95_165",1
"P46821_IDR_504_2352",1
"P46934_IDR_126_194",0.144817393029379
"P46934_IDR_1_33",0.122724454212652
"P47872_IDR_410_440",1
"P47897_IDR_190_225",1
"P47898_IDR_1_38",0.497269163273217
"P47898_IDR_232_274",0.502730836726783
"P47900_IDR_1_40",0.533766196180955
"P47900_IDR_340_373",0.466233803819045
"P47901_IDR_238_274",0.464357922376879
"P47901_IDR_359_424",0.535642077623121
"P47902_IDR_1_160",0.420086018742052
"P47902_IDR_205_265",0.579913981257948
"P47914_IDR_1_159",1
"P47928_IDR_115_161",0.586047586233234
"P47928_IDR_1_60",0.413952413766766
"P47972_IDR_87_216",1
"P47974_IDR_19_153",0.582941019887476
"P47974_IDR_219_482",0.417058980112524
"P47985_IDR_1_63",1
"P48023_IDR_27_141",1
"P48029_IDR_1_52",0.517961921782795
"P48378_IDR_275_334",0.44092022501385
"P48378_IDR_673_723",0.55907977498615
"P48380_IDR_1_31",0.2735514599733
"P48380_IDR_264_324",0.355804720485895
"P48380_IDR_658_749",0.370643819540805
"P48382_IDR_170_207",0.536250577475479
"P48382_IDR_233_616",0.463749422524521
"P48426_IDR_288_330",1
"P48431_IDR_1_317",1
"P48436_IDR_1_440",0.739170943434971
"P48436_IDR_457_497",0.260829056565029
"P48443_IDR_1_133",1
"P48444_IDR_159_268",1
"P48454_IDR_465_512",1
"P48544_IDR_1_48",0.496006075992884
"P48544_IDR_373_419",0.503993924007116
"P48546_IDR_413_466",1
"P48547_IDR_451_511",1
"P48549_IDR_1_43",0.62608827239614
"P48549_IDR_367_501",0.37391172760386
"P48736_IDR_1_33",1
"P48742_IDR_306_389",1
"P48751_IDR_1_316",0.255310201099268
"P48751_IDR_428_501",0.482268024919466
"P48751_IDR_630_673",0.262421773981265
"P48764_IDR_1_38",0.526898154675492
"P48764_IDR_549_834",0.473101845324508
"P48775_IDR_1_37",1
"P48788_IDR_141_182",1
"P48995_IDR_1_38",1
"P49006_IDR_1_195",1
"P49019_IDR_314_381",1
"P49023_IDR_1_347",1
"P49069_IDR_1_181",1
"P49116_IDR_180_353",1
"P49137_IDR_1_53",0.624217625834558
"P49137_IDR_367_400",0.375782374165442
"P49146_IDR_1_42",0.513406662317582
"P49448_IDR_1_61",1
"P49450_IDR_1_44",1
"P49454_IDR_1065_1791",0.228176527737266
"P49454_IDR_1_306",0.220781079823678
"P49454_IDR_1834_1885",0.191443380062447
"P49454_IDR_2788_3114",0.161711754573269
"P49454_IDR_606_846",0.197887257803339
"P49585_IDR_1_56",0.457486438926543
"P49585_IDR_303_367",0.542513561073457
"P49591_IDR_476_514",1
"P49593_IDR_421_454",1
"P49619_IDR_80_154",1
"P49640_IDR_1_186",0.62640675290697
"P49640_IDR_355_407",0.37359324709303
"P49641_IDR_1_41",1
"P49643_IDR_458_509",1
"P49674_IDR_297_416",1
"P49683_IDR_1_49",1
"P49685_IDR_322_360",1
"P49711_IDR_1_524",0.583192534236731
"P49771_IDR_163_235",1
"P49788_IDR_1_53",1
"P49790_IDR_1_58",0.485934096946917
"P49790_IDR_60_1475",0.514065903053083
"P49792_IDR_1136_1167",0.118009676159976
"P49792_IDR_1308_1344",0.120831554434424
"P49792_IDR_1806_1853",0.114115939874762
"P49792_IDR_2152_2306",0.105920676212839
"P49792_IDR_2445_2629",0.118753176604931
"P49792_IDR_2741_2836",0.117916806694662
"P49792_IDR_751_860",0.191944803080188
"P49792_IDR_978_1134",0.112507366938218
"P49795_IDR_1_76",1
"P49796_IDR_1002_1059",0.401645873346121
"P49796_IDR_381_420",0.258281856499051
"P49796_IDR_670_999",0.340072270154828
"P49802_IDR_205_252",0.477725965412778
"P49802_IDR_452_495",0.522274034587222
"P49810_IDR_1_103",1
"P49815_IDR_922_978",0.164225027638095
"P50747_IDR_25_157",1
"P50749_IDR_73_173",1
"P50750_IDR_322_372",1
"P50851_IDR_1_34",0.259850045358323
"P50851_IDR_1462_1535",0.246578804291381
"P50851_IDR_1548_1804",0.213718727002605
"P50851_IDR_930_1300",0.279852423347691
"P50914_IDR_129_215",1
"P50993_IDR_1_32",1
"P50995_IDR_1_189",1
"P51531_IDR_1332_1404",0.241302412237196
"P51531_IDR_1_334",0.337704764981733
"P51531_IDR_1509_1590",0.200678599235987
"P51531_IDR_510_697",0.220314223545084
"P51532_IDR_1254_1299",0.127892291028953
"P51532_IDR_1352_1454",0.134238169898444
"P51532_IDR_1_355",0.350039443484606
"P51532_IDR_1567_1647",0.139517573965208
"P51532_IDR_526_642",0.119209089441664
"P51532_IDR_645_699",0.129103432181125
"P51787_IDR_400_502",0.339749437409157
"P51787_IDR_619_676",0.342536603252846
"P51788_IDR_32_63",0.396052341178978
"P51788_IDR_644_772",0.287926694049298
"P51788_IDR_852_898",0.316020964771723
"P51790_IDR_1_76",1
"P51797_IDR_1_41",1
"P51798_IDR_1_91",1
"P51810_IDR_319_379",1
"P51811_IDR_401_444",1
"P51812_IDR_1_44",1
"P51813_IDR_152_207",1
"P51815_IDR_1_42",0.532446912006985
"P52292_IDR_18_72",1
"P52294_IDR_1_80",1
"P52298_IDR_126_156",1
"P52429_IDR_1_52",1
"P52564_IDR_1_32",1
"P52569_IDR_437_480",0.497128068773765
"P52569_IDR_607_658",0.502871931226235
"P52594_IDR_130_562",1
"P52597_IDR_365_401",1
"P52630_IDR_702_790",1
"P52655_IDR_58_331",1
"P52701_IDR_1_86",0.626974995584725
"P52848_IDR_1_80",1
"P52849_IDR_1_35",0.513535244123422
"P52849_IDR_41_82",0.486464755876578
"P52926_IDR_1_109",1
"P52943_IDR_81_122",1
"P52945_IDR_1_189",0.521071528273872
"P52945_IDR_198_283",0.478928471726128
"P52948_IDR_1_350",0.405167082388832
"P52948_IDR_370_728",0.300011530423103
"P52951_IDR_1_251",1
"P52948_IDR_888_1105",0.294821387188065
"P53804_IDR_1179_1290",0.164576007120241
"P53804_IDR_1342_1458",0.176638691788118
"P53804_IDR_1731_1839",0.173898825614466
"P53804_IDR_1899_1951",0.142737092340527
"P53804_IDR_392_480",0.170946101207104
"P53804_IDR_745_808",0.171203281929544
"P53805_IDR_1_58",1
"P53814_IDR_1_797",1
"P53985_IDR_201_242",0.526544433946326
"P53985_IDR_446_500",0.473455566053674
"P53992_IDR_1_323",1
"P53999_IDR_1_60",1
"P54098_IDR_1_67",0.466276411655744
"P54098_IDR_498_533",0.533723588344256
"P54105_IDR_138_237",1
"P54132_IDR_1290_1417",0.464685595201536
"P54132_IDR_1_642",0.535314404798464
"P54198_IDR_399_447",0.556438869137258
"P54198_IDR_470_664",0.443561130862742
"P54219_IDR_89_133",0.518419529519199
"P54646_IDR_338_399",0.481582201403736
"P54646_IDR_475_533",0.518417798596264
"P54707_IDR_1_46",1
"P54725_IDR_80_159",1
"P54727_IDR_231_273",0.498687318911786
"P54727_IDR_78_180",0.501312681088214
"P54750_IDR_435_494",1
"P54756_IDR_1_35",1
"P54821_IDR_1_245",1
"P54826_IDR_1_42",0.4665063198838
"P54826_IDR_247_328",0.5334936801162
"P54829_IDR_132_162",0.487287502997682
"P54829_IDR_1_91",0.512712497002318
"P54840_IDR_623_703",1
"P54845_IDR_1_136",1
"P54868_IDR_1_43",1
"P55001_IDR_1_100",1
"P55010_IDR_147_229",0.466591403102223
"P55010_IDR_387_425",0.533408596897777
"P55011_IDR_1_204",0.600199626974472
"P55196_IDR_1106_1824",0.507614008116722
"P55196_IDR_139_203",0.22907220550218
"P55196_IDR_543_595",0.263313786381099
"P55201_IDR_49_87",0.198438155959014
"P55197_IDR_199_1035",1
"P55198_IDR_180_1093",1
"P55201_IDR_122_173",0.237435255127529
"P55201_IDR_453_507",0.167463191408444
"P55201_IDR_752_788",0.169052169162677
"P55201_IDR_795_1073",0.227611228342336
"P55209_IDR_131_163",0.332466850648068
"P55209_IDR_1_35",0.352091084423094
"P55209_IDR_348_391",0.315442064928838
"P55210_IDR_1_56",1
"P55211_IDR_95_147",1
"P55212_IDR_1_33",1
"P55265_IDR_1_125",0.267469465967575
"P55265_IDR_204_292",0.24729970986468
"P55265_IDR_359_453",0.269068477080511
"P55265_IDR_576_607",0.216162347087233
"P55899_IDR_325_365",1
"P56159_IDR_348_414",0.528280160731424
"P56159_IDR_416_465",0.471719839268576
"P56177_IDR_1_255",1
"P56178_IDR_1_155",0.515110911660633
"P56178_IDR_158_280",0.484889088339367
"P56180_IDR_1_76",1
"P56181_IDR_1_108",1
"P56182_IDR_233_292",0.516209237763331
"P56182_IDR_343_461",0.483790762236669
"P56211_IDR_1_112",1
"P56270_IDR_1_336",0.606870378293444
"P56270_IDR_427_477",0.393129621706556
"P56373_IDR_363_397",1
"P56524_IDR_1046_1084",0.238093560248615
"P56524_IDR_1_652",0.761906439751385
"P56645_IDR_1_49",0.286491616281296
"P56545_IDR_398_445",1
"P56645_IDR_416_785",0.420316194976297
"P56645_IDR_875_1095",0.293192188742407
"P56945_IDR_51_489",0.497848466236406
"P56945_IDR_600_739",0.502151533763594
"P56962_IDR_206_238",0.288788749464358
"P56962_IDR_258_302",0.304449964923953
"P56962_IDR_28_169",0.40676128561169
"P56975_IDR_118_288",0.270507195369571
"P56975_IDR_1_48",0.228754823075148
"P56975_IDR_312_360",0.210762585149082
"P56975_IDR_387_621",0.289975396406199
"P57052_IDR_87_281",1
"P57053_IDR_1_36",1
"P57054_IDR_1_31",1
"P57055_IDR_115_190",0.509320462110896
"P57055_IDR_1_35",0.490679537889104
"P57057_IDR_251_314",1
"P57058_IDR_1_38",0.323616390517282
"P57058_IDR_390_698",0.676383609482718
"P57059_IDR_350_755",1
"P57073_IDR_1_446",1
"P57077_IDR_1_131",1
"P57768_IDR_1_102",0.519121357510147
"P57768_IDR_247_331",0.480878642489853
"P57771_IDR_1_42",1
"P57773_IDR_112_144",0.432593349137287
"P57773_IDR_245_515",0.567406650862713
"P57789_IDR_1_50",0.501951181895722
"P57789_IDR_327_538",0.498048818104278
"P57796_IDR_1_103",1
"P58004_IDR_220_301",1
"P58005_IDR_271_316",1
"P59923_IDR_245_449",0.535666273890673
"P59942_IDR_25_63",1
"P59990_IDR_1_95",1
"P59991_IDR_1_146",1
"P60006_IDR_46_121",1
"P60014_IDR_1_249",1
"P60153_IDR_1_32",1
"P60321_IDR_27_58",1
"P60323_IDR_113_173",0.496228298809871
"P60323_IDR_21_53",0.503771701190129
"P61296_IDR_1_110",0.597945771716024
"P61296_IDR_160_203",0.402054228283976
"P61313_IDR_155_204",1
"P61328_IDR_1_38",0.490590338534222
"P61328_IDR_209_243",0.509409661465778
"P61366_IDR_30_133",1
"P61371_IDR_139_182",0.484971777667268
"P61371_IDR_233_349",0.515028222332732
"P61587_IDR_201_244",1
"P61647_IDR_40_94",1
"P62753_IDR_163_249",1
"P62807_IDR_1_35",1
"P62847_IDR_93_133",1
"P62851_IDR_1_42",1
"P62910_IDR_1_32",1
"P62955_IDR_209_275",1
"P62995_IDR_1_114",0.516499809985366
"P62995_IDR_209_288",0.483500190014634
"P63010_IDR_587_679",1
"P63027_IDR_1_43",1
"P63162_IDR_86_240",1
"P63252_IDR_1_41",0.544427120407492
"P63252_IDR_366_427",0.455572879592508
"P67809_IDR_119_324",0.54472433937059
"P67809_IDR_1_50",0.45527566062941
"P68400_IDR_332_391",1
"P68543_IDR_1_58",1
"P78310_IDR_264_346",1
"P78345_IDR_210_283",0.479350603060083
"P78345_IDR_57_101",0.520649396939917
"P78347_IDR_191_348",0.28811462838093
"P78347_IDR_655_718",0.225943621862924
"P78347_IDR_815_846",0.216591452299437
"P78347_IDR_951_998",0.269350297456709
"P78348_IDR_469_506",1
"P78352_IDR_1_34",0.564057801026332
"P78352_IDR_253_292",0.435942198973668
"P78356_IDR_293_335",1
"P78357_IDR_1230_1284",0.544952516975486
"P78357_IDR_1311_1384",0.455047483024514
"P78358_IDR_1_84",1
"P78362_IDR_1_59",0.688351999218409
"P78362_IDR_248_510",0.311648000781591
"P78363_IDR_1165_1200",0.456688352508972
"P78363_IDR_1279_1340",0.543311647491028
"P78364_IDR_1_934",1
"P78367_IDR_1_212",1
"P78368_IDR_1_38",0.460323821898345
"P78426_IDR_287_367",0.516355296987892
"P78504_IDR_1094_1218",1
"P78508_IDR_344_379",1
"P78524_IDR_1_683",1
"P78527_IDR_2030_2079",0.542117031161518
"P78527_IDR_2662_2733",0.457882968838482
"P78536_IDR_189_220",0.531787563637559
"P78536_IDR_696_794",0.468212436362441
"P78537_IDR_1_34",1
"P78545_IDR_144_270",1
"P78549_IDR_1_85",1
"P78552_IDR_1_31",1
"P78559_IDR_296_2686",1
"P78562_IDR_1_48",1
"P78563_IDR_155_224",0.491861097844863
"P78563_IDR_1_77",0.508138902155137
"P79522_IDR_1_156",1
"P80162_IDR_1_43",1
"P80192_IDR_1_51",0.460071648446886
"P82094_IDR_834_996",0.51307539041717
"P82673_IDR_1_63",1
"P82675_IDR_179_210",1
"P82909_IDR_1_72",1
"P82912_IDR_37_70",1
"P82970_IDR_1_282",1
"P82979_IDR_1_210",1
"P82987_IDR_1137_1169",1
"P83105_IDR_1_35",1
"P83111_IDR_1_98",0.482309368415573
"P83111_IDR_251_286",0.517690631584427
"P83369_IDR_228_334",0.491216002976582
"P83369_IDR_66_147",0.508783997023418
"P83731_IDR_60_157",1
"P83859_IDR_78_128",1
"P83916_IDR_73_114",1
"P84098_IDR_55_95",1
"P84101_IDR_1_59",1
"P84103_IDR_83_164",1
"P98082_IDR_1_34",0.497452614623294
"P98082_IDR_175_770",0.502547385376706
"P98088_IDR_1338_1371",0.119826556514785
"P98088_IDR_1481_1576",0.130781637063301
"P98088_IDR_1680_1737",0.13592705088381
"P98088_IDR_1849_1948",0.138000293189394
"P98179_IDR_82_157",1
"P98182_IDR_57_226",1
"Q00013_IDR_33_63",1
"Q00056_IDR_26_190",0.565402748365394
"Q00056_IDR_271_320",0.434597251634606
"Q00325_IDR_1_54",1
"Q00444_IDR_8_143",1
"Q00536_IDR_1_114",1
"Q00537_IDR_1_183",1
"Q00577_IDR_1_60",0.621004359686517
"Q00LT1_IDR_20_54",1
"Q01064_IDR_445_477",0.483273408003952
"Q01064_IDR_499_536",0.516726591996048
"Q01081_IDR_188_240",1
"Q01082_IDR_2088_2215",0.534321087962721
"Q01082_IDR_2308_2364",0.465678912037279
"Q01094_IDR_1_33",0.338607775596383
"Q01094_IDR_303_383",0.317897166148541
"Q01094_IDR_38_125",0.343495058255076
"Q01101_IDR_1_266",0.357064636102601
"Q01484_IDR_1567_3957",0.578505370522249
"Q01518_IDR_215_255",0.487691202242398
"Q01518_IDR_277_317",0.512308797757602
"Q01534_IDR_1_106",1
"Q01538_IDR_1_1011",1
"Q01543_IDR_1_119",0.571680621785399
"Q01543_IDR_200_262",0.428319378214601
"Q01546_IDR_1_59",0.529010846276141
"Q01546_IDR_512_638",0.470989153723859
"Q01628_IDR_1_40",1
"Q01629_IDR_1_39",1
"Q01650_IDR_1_41",1
"Q01664_IDR_103_338",0.607761266311158
"Q01664_IDR_1_71",0.392238733688842
"Q01668_IDR_1_100",0.172800243276966
"Q01668_IDR_1621_2062",0.291639910291419
"Q01668_IDR_2109_2157",0.222840281009476
"Q01668_IDR_449_493",0.144907295916103
"Q01668_IDR_760_847",0.167812269506036
"Q01726_IDR_1_34",1
"Q01851_IDR_1_263",1
"Q01860_IDR_1_137",1
"Q01892_IDR_1_166",1
"Q01954_IDR_187_374",0.495605123429911
"Q01954_IDR_377_925",0.504394876570089
"Q01955_IDR_1_1423",1
"Q01959_IDR_1_59",1
"Q01968_IDR_136_209",1
"Q01970_IDR_1194_1234",0.392517669086241
"Q01970_IDR_468_582",0.287051258627552
"Q01970_IDR_866_1111",0.320431072286207
"Q01973_IDR_1_44",0.306695767692233
"Q01973_IDR_428_464",0.28067324134669
"Q01973_IDR_751_937",0.412630990961077
"Q01974_IDR_429_462",0.447553956684704
"Q01974_IDR_752_943",0.552446043315296
"Q02040_IDR_270_378",0.375745674653938
"Q02040_IDR_381_695",0.624254325346062
"Q02078_IDR_72_507",1
"Q02080_IDR_89_365",1
"Q02297_IDR_269_640",0.419569802642503
"Q02318_IDR_1_53",1
"Q02363_IDR_1_32",0.343328193339533
"Q02363_IDR_84_134",0.656671806660467
"Q02383_IDR_1_582",1
"Q02386_IDR_52_163",1
"Q02388_IDR_1168_2789",1
"Q02410_IDR_1_439",0.696306278502714
"Q02410_IDR_481_511",0.303693721497286
"Q02413_IDR_772_805",0.50003188806545
"Q02413_IDR_959_1049",0.49996811193455
"Q02446_IDR_1_55",0.125484872120047
"Q02446_IDR_211_253",0.120252119454247
"Q02446_IDR_275_456",0.177583667966882
"Q02446_IDR_476_515",0.126345946902039
"Q02446_IDR_57_151",0.20610211491992
"Q02446_IDR_587_618",0.118110085662431
"Q02446_IDR_729_759",0.126121192974434
"Q02447_IDR_1_108",0.462954085751718
"Q02447_IDR_274_443",0.537045914248282
"Q02818_IDR_356_461",0.43523503168503
"Q02833_IDR_209_373",0.6130720336493
"Q02833_IDR_90_200",0.386927966350701
"Q02878_IDR_1_139",1
"Q02880_IDR_1206_1626",0.409926780734639
"Q02880_IDR_1_52",0.590073219265361
"Q02930_IDR_1_382",0.585957999039785
"Q02930_IDR_440_508",0.414042000960215
"Q02952_IDR_1_1782",1
"Q02962_IDR_128_264",1
"Q03014_IDR_1_270",1
"Q03052_IDR_1_251",0.69269644816654
"Q03052_IDR_393_451",0.30730355183346
"Q03060_IDR_1_54",0.424750902673174
"Q03060_IDR_75_166",0.575249097326826
"Q03111_IDR_146_489",1
"Q03112_IDR_1_49",0.192642885754502
"Q03112_IDR_190_377",0.260657731710759
"Q03112_IDR_386_1230",0.54669938253474
"Q03135_IDR_1_54",1
"Q03468_IDR_1010_1249",0.25840834289468
"Q03468_IDR_1318_1423",0.197048326705194
"Q03468_IDR_156_456",0.143776472636397
"Q03692_IDR_17_542",1
"Q03701_IDR_1018_1054",0.186481891257934
"Q03701_IDR_1_38",0.20124669102758
"Q03701_IDR_625_691",0.233721538937131
"Q03701_IDR_824_973",0.149807833904646
"Q03701_IDR_90_166",0.228742044872708
"Q03721_IDR_164_201",0.466886263282926
"Q03721_IDR_486_586",0.533113736717074
"Q03828_IDR_1_191",0.521043956295565
"Q03828_IDR_292_476",0.478956043704435
"Q03923_IDR_58_145",1
"Q03933_IDR_189_248",0.248106979380722
"Q03933_IDR_251_365",0.204418158877291
"Q03933_IDR_383_438",0.264969809552787
"Q03933_IDR_459_499",0.2825050521892
"Q05519_IDR_118_186",0.600362926992971
"Q05519_IDR_194_484",0.399637073007029
"Q05586_IDR_863_938",1
"Q05655_IDR_293_336",1
"Q05682_IDR_1_793",1
"Q05707_IDR_1378_1421",0.394569927397175
"Q05707_IDR_1425_1796",0.605430072602825
"Q05901_IDR_353_384",1
"Q05925_IDR_1_304",1
"Q05932_IDR_1_41",1
"Q06481_IDR_1_41",0.314797254431986
"Q06481_IDR_206_318",0.258917408350825
"Q06481_IDR_568_710",0.426285337217189
"Q06495_IDR_604_639",1
"Q06546_IDR_126_158",0.501064158274115
"Q06546_IDR_275_315",0.498935841725885
"Q06587_IDR_124_260",0.660464725715444
"Q06587_IDR_286_352",0.339535274284555
"Q06643_IDR_1_85",1
"Q07325_IDR_94_125",1
"Q07326_IDR_29_77",1
"Q07343_IDR_1_311",0.621795755441867
"Q07343_IDR_685_736",0.378204244558133
"Q07352_IDR_180_324",0.409914397296485
"Q07352_IDR_19_114",0.590085602703515
"Q07444_IDR_1_110",1
"Q07617_IDR_112_158",0.280932339193997
"Q07617_IDR_166_198",0.188145302683431
"Q07617_IDR_325_445",0.183502424470359
"Q07617_IDR_574_619",0.177180063276276
"Q07617_IDR_741_799",0.170239870375937
"Q07627_IDR_1_169",1
"Q07666_IDR_1_99",0.456792781467757
"Q07666_IDR_274_443",0.543207218532243
"Q07687_IDR_1_328",1
"Q07699_IDR_178_218",1
"Q08174_IDR_880_934",0.493694090304223
"Q08209_IDR_483_521",1
"Q08211_IDR_1152_1217",0.294978495831255
"Q08211_IDR_297_350",0.293274392785122
"Q08211_IDR_86_134",0.411747111383623
"Q08289_IDR_187_280",0.237966381411603
"Q08289_IDR_1_91",0.27114055519081
"Q08289_IDR_468_651",0.490893063397587
"Q08345_IDR_377_454",0.453406739198475
"Q08345_IDR_465_599",0.546593260801525
"Q08357_IDR_219_480",1
"Q08378_IDR_1352_1498",0.635960146426462
"Q08378_IDR_1_432",0.364039853573538
"Q08379_IDR_1_206",0.313275454424758
"Q08379_IDR_431_605",0.373185622983974
"Q08379_IDR_611_957",0.313538922591268
"Q08AG5_IDR_341_449",0.504460968134869
"Q08AM6_IDR_335_392",0.518294995732731
"Q08AM6_IDR_474_521",0.481705004267269
"Q08AN1_IDR_51_183",1
"Q08ER8_IDR_63_198",1
"Q08J23_IDR_1_35",0.493005483724082
"Q08J23_IDR_434_511",0.24856845142135
"Q08J23_IDR_708_767",0.258426064854568
"Q09013_IDR_360_395",0.519068206056859
"Q09013_IDR_411_629",0.480931793943141
"Q09019_IDR_386_423",0.224426335358616
"Q09019_IDR_38_94",0.233103186371886
"Q09019_IDR_452_575",0.283867822413326
"Q09019_IDR_634_674",0.258602655856172
"Q0D2I5_IDR_522_559",0.242706597049887
"Q0D2J5_IDR_48_142",1
"Q0D2K3_IDR_1_53",1
"Q0IIM8_IDR_1030_1071",0.331317879823848
"Q0IIM8_IDR_394_429",0.353874170415712
"Q0IIM8_IDR_913_960",0.31480794976044
"Q0JRZ9_IDR_256_540",1
"Q0P641_IDR_141_193",1
"Q0P651_IDR_268_336",1
"Q0P670_IDR_90_501",1
"Q0P6D2_IDR_1_44",1
"Q0P6D6_IDR_1_42",0.458749039812646
"Q0P6D6_IDR_51_864",0.541250960187354
"Q0P6H9_IDR_1_51",1
"Q0VAA2_IDR_1_77",1
"Q0VAQ4_IDR_1_97",1
"Q0VD83_IDR_32_1078",1
"Q0VD86_IDR_128_172",0.460332188334232
"Q0VD86_IDR_1_40",0.539667811665768
"Q0VDD7_IDR_1_668",1
"Q10570_IDR_895_925",0.328166841627347
"Q10571_IDR_1_1200",1
"Q10586_IDR_1_275",1
"Q10587_IDR_109_253",0.44508645562467
"Q10587_IDR_1_82",0.55491354437533
"Q10588_IDR_1_31",1
"Q10589_IDR_131_180",1
"Q11130_IDR_1_43",1
"Q11201_IDR_1_34",1
"Q12756_IDR_1091_1124",0.194468477013276
"Q12756_IDR_1402_1443",0.215491257082451
"Q12756_IDR_1467_1558",0.202435308671989
"Q12756_IDR_659_695",0.189525785268755
"Q12756_IDR_948_987",0.198079171963529
"Q12767_IDR_440_545",0.524936321337541
"Q12767_IDR_886_930",0.475063678662459
"Q12769_IDR_1_34",1
"Q12770_IDR_454_496",0.342490663678445
"Q12770_IDR_818_855",0.316398080216366
"Q12770_IDR_924_957",0.341111256105189
"Q12802_IDR_2440_2526",0.235966759434023
"Q12802_IDR_2542_2572",0.224132096855446
"Q12802_IDR_2667_2803",0.271976722721879
"Q12802_IDR_288_1952",0.267924420988652
"Q12809_IDR_135_369",0.527360981512783
"Q12809_IDR_866_1159",0.472639018487217
"Q12815_IDR_1_703",1
"Q12816_IDR_1_439",0.472089090554971
"Q12816_IDR_648_1431",0.527910909445029
"Q12824_IDR_66_163",1
"Q12829_IDR_238_278",1
"Q12830_IDR_1050_1794",0.152861942273994
"Q12830_IDR_1_222",0.122428703665397
"Q12830_IDR_1972_2010",0.108503790391516
"Q12830_IDR_2014_2113",0.101356000086148
"Q12830_IDR_2120_2294",0.147632279040912
"Q12830_IDR_2328_2863",0.234616047929021
"Q12830_IDR_562_776",0.132601236613012
"Q12834_IDR_1_107",1
"Q12837_IDR_1_253",1
"Q12887_IDR_1_49",0.456242618608053
"Q12887_IDR_63_138",0.543757381391947
"Q12888_IDR_1604_1714",0.479873314912724
"Q12888_IDR_26_1485",0.520126685087276
"Q12889_IDR_386_441",0.485349086623767
"Q12889_IDR_469_590",0.514650913376233
"Q12893_IDR_296_351",1
"Q12901_IDR_60_156",1
"Q12904_IDR_83_147",1
"Q12905_IDR_356_390",1
"Q12906_IDR_340_407",0.212747729502345
"Q12906_IDR_470_517",0.260825204252377
"Q12906_IDR_54_84",0.240026820784576
"Q12906_IDR_591_894",0.286400245460701
"Q12907_IDR_281_356",1
"Q12908_IDR_316_348",1
"Q12918_IDR_16_88",1
"Q12923_IDR_182_305",0.193043806656487
"Q12923_IDR_414_508",0.114329058789405
"Q12926_IDR_1_36",1
"Q12950_IDR_190_439",0.624468446813634
"Q12951_IDR_210_336",1
"Q12952_IDR_135_304",1
"Q12955_IDR_1_41",0.407860934571615
"Q12955_IDR_1439_4377",0.592139065428385
"Q12959_IDR_141_190",0.37574451361722
"Q12959_IDR_65_139",0.329722958597971
"Q12959_IDR_661_695",0.294532527784809
"Q12965_IDR_927_1050",1
"Q12967_IDR_252_364",0.385898712865821
"Q12967_IDR_648_788",0.614101287134179
"Q12968_IDR_1045_1075",0.170880513745156
"Q12968_IDR_56_383",0.301884955179526
"Q12968_IDR_702_1011",0.527234531075317
"Q12972_IDR_130_351",1
"Q12979_IDR_27_86",1
"Q12980_IDR_32_63",0.529895722218445
"Q12980_IDR_417_483",0.470104277781555
"Q12981_IDR_114_145",1
"Q12982_IDR_1_125",1
"Q13023_IDR_2116_2319",0.148935258907991
"Q13029_IDR_1194_1691",0.4651583996198
"Q13029_IDR_154_1192",0.5348416003802
"Q13033_IDR_1_69",0.595919950818384
"Q13033_IDR_81_420",0.404080049181616
"Q13042_IDR_540_620",1
"Q13043_IDR_303_435",1
"Q13045_IDR_405_442",0.529908095443056
"Q13045_IDR_947_977",0.470091904556944
"Q13061_IDR_77_683",1
"Q13064_IDR_1_240",1
"Q13065_IDR_1_117",1
"Q13127_IDR_20_155",0.484420847942368
"Q13127_IDR_411_1054",0.515579152057632
"Q13129_IDR_1_45",0.112734466470231
"Q13129_IDR_1554_1589",0.137014558922187
"Q13129_IDR_1593_1777",0.162358353031407
"Q13129_IDR_1779_1839",0.11514634807065
"Q13129_IDR_483_581",0.125611996571737
"Q13129_IDR_593_672",0.125711454454184
"Q13129_IDR_804_1552",0.221422822479604
"Q13131_IDR_350_404",0.452629492095821
"Q13131_IDR_479_540",0.547370507904179
"Q13201_IDR_978_1061",0.295817610204071
"Q13202_IDR_304_525",0.533815901965988
