"","GO0003729_mRNA_binding"
"Q6ZRH7_IDR_1121_1159",1
"Q6ZRI0_IDR_1475_2050",0.506185444393395
"Q6ZRI0_IDR_1_92",0.493814555606605
"Q6ZRI6_IDR_1_764",0.477095209686902
"Q6ZRI6_IDR_927_996",0.522904790313098
"Q6ZRI8_IDR_130_225",0.510097342655779
"Q6ZRI8_IDR_457_547",0.489902657344221
"Q6ZRK6_IDR_166_1079",1
"Q6ZRP0_IDR_1_53",0.528158890911169
"Q6ZRP0_IDR_169_262",0.471841109088831
"Q6ZRP7_IDR_1_50",0.482182367425028
"Q6ZRP7_IDR_566_698",0.517817632574972
"Q6ZRS2_IDR_1_92",0.165110173016757
"Q6ZRS2_IDR_224_600",0.152259687435441
"Q6ZS11_IDR_141_254",0.492740934108921
"Q6ZS11_IDR_533_566",0.507259065891079
"Q6ZS17_IDR_1_71",0.356649835457447
"Q6ZS17_IDR_325_790",0.338845295290329
"Q6ZS17_IDR_831_889",0.304504869252224
"Q6ZS27_IDR_1_156",1
"Q6ZS30_IDR_1279_1434",0.498326881866165
"Q6ZS30_IDR_1853_1883",0.501673118133835
"Q6ZS72_IDR_1_127",1
"Q6ZS81_IDR_1_38",0.253639369005272
"Q6ZS81_IDR_1833_1867",0.249080651431689
"Q6ZS81_IDR_2293_2369",0.244132406519937
"P46199_IDR_57_87",1
"P46527_IDR_1_33",0.481483811110831
"P46527_IDR_91_198",0.518516188889169
"P46531_IDR_1775_1838",0.319769403624035
"P46531_IDR_2120_2519",0.314626868563367
"P46531_IDR_2521_2555",0.365603727812597
"P46695_IDR_1_141",1
"P46721_IDR_627_670",1
"P46734_IDR_1_43",1
"P46776_IDR_1_38",1
"P46781_IDR_163_194",1
"P46783_IDR_95_165",1
"P46821_IDR_504_2352",1
"P46934_IDR_126_194",0.14307652485995
"P46934_IDR_1_33",0.139357260986778
"P47872_IDR_410_440",1
"P47897_IDR_190_225",1
"P47898_IDR_1_38",0.509085332806431
"P47898_IDR_232_274",0.490914667193569
"P47900_IDR_1_40",0.498845814840474
"P47900_IDR_340_373",0.501154185159526
"P47901_IDR_238_274",0.5318600871153
"P47901_IDR_359_424",0.4681399128847
"P47902_IDR_1_160",0.521544088533682
"P47902_IDR_205_265",0.478455911466318
"P47914_IDR_1_159",1
"P47928_IDR_115_161",0.473689003330112
"P47928_IDR_1_60",0.526310996669888
"P47972_IDR_87_216",1
"P47974_IDR_19_153",0.542678439666531
"P47974_IDR_219_482",0.457321560333469
"P47985_IDR_1_63",1
"P48023_IDR_27_141",1
"P48029_IDR_1_52",0.515357324546329
"P48378_IDR_275_334",0.503624044000235
"P48378_IDR_673_723",0.496375955999765
"P48380_IDR_1_31",0.341011383098938
"P48380_IDR_264_324",0.335839287134151
"P48380_IDR_658_749",0.323149329766911
"P48382_IDR_170_207",0.428701304571357
"P48382_IDR_233_616",0.571298695428643
"P48426_IDR_288_330",1
"P48431_IDR_1_317",1
"P48436_IDR_1_440",0.512884012300496
"P48436_IDR_457_497",0.487115987699504
"P48443_IDR_1_133",1
"P48444_IDR_159_268",1
"P48454_IDR_465_512",1
"P48544_IDR_1_48",0.515641619834721
"P48544_IDR_373_419",0.484358380165279
"P48546_IDR_413_466",1
"P48547_IDR_451_511",1
"P48549_IDR_1_43",0.566929424487057
"P48549_IDR_367_501",0.433070575512943
"P48736_IDR_1_33",1
"P48742_IDR_306_389",1
"P48751_IDR_1_316",0.337293500362409
"P48751_IDR_428_501",0.332776927702809
"P48751_IDR_630_673",0.329929571934781
"P48764_IDR_1_38",0.463109717297961
"P48764_IDR_549_834",0.536890282702039
"P48775_IDR_1_37",1
"P48788_IDR_141_182",1
"P48995_IDR_1_38",1
"P49006_IDR_1_195",1
"P49019_IDR_314_381",1
"P49023_IDR_1_347",1
"P49069_IDR_1_181",1
"P49116_IDR_180_353",1
"P49137_IDR_1_53",0.47003227960639
"P49137_IDR_367_400",0.52996772039361
"P49146_IDR_1_42",0.463012422049888
"P49448_IDR_1_61",1
"P49450_IDR_1_44",1
"P49454_IDR_1065_1791",0.19267425461143
"P49454_IDR_1_306",0.203730902854053
"P49454_IDR_1834_1885",0.202165823461616
"P49454_IDR_2788_3114",0.203053462364376
"P49454_IDR_606_846",0.198375556708524
"P49585_IDR_1_56",0.48289315483939
"P49585_IDR_303_367",0.51710684516061
"P49591_IDR_476_514",1
"P49593_IDR_421_454",1
"P49619_IDR_80_154",1
"P49640_IDR_1_186",0.563879103250048
"P49640_IDR_355_407",0.436120896749952
"P49641_IDR_1_41",1
"P49643_IDR_458_509",1
"P49674_IDR_297_416",1
"P49683_IDR_1_49",1
"P49685_IDR_322_360",1
"P49711_IDR_1_524",0.453800873312831
"P49771_IDR_163_235",1
"P49788_IDR_1_53",1
"P49790_IDR_1_58",0.334937954408895
"P49790_IDR_60_1475",0.665062045591105
"P49792_IDR_1136_1167",0.122081697272493
"P49792_IDR_1308_1344",0.124850949219841
"P49792_IDR_1806_1853",0.134530083135495
"P49792_IDR_2152_2306",0.11060223199644
"P49792_IDR_2445_2629",0.13786826225593
"P49792_IDR_2741_2836",0.118063190465954
"P49792_IDR_751_860",0.11391007139938
"P49792_IDR_978_1134",0.138093514254468
"P49795_IDR_1_76",1
"P49796_IDR_1002_1059",0.334050730102257
"P49796_IDR_381_420",0.33975633442629
"P49796_IDR_670_999",0.326192935471453
"P49802_IDR_205_252",0.50152290348421
"P49802_IDR_452_495",0.49847709651579
"P49810_IDR_1_103",1
"P49815_IDR_922_978",0.190281668238928
"P50747_IDR_25_157",1
"P50749_IDR_73_173",1
"P50750_IDR_322_372",1
"P50851_IDR_1_34",0.280242018899767
"P50851_IDR_1462_1535",0.244694098934801
"P50851_IDR_1548_1804",0.23241561598714
"P50851_IDR_930_1300",0.242648266178292
"P50914_IDR_129_215",1
"P50993_IDR_1_32",1
"P50995_IDR_1_189",1
"P51531_IDR_1332_1404",0.226606774975318
"P51531_IDR_1_334",0.336545551597856
"P51531_IDR_1509_1590",0.225463921752034
"P51531_IDR_510_697",0.211383751674792
"P51532_IDR_1254_1299",0.151646822778808
"P51532_IDR_1352_1454",0.181466048093025
"P51532_IDR_1_355",0.20328033339285
"P51532_IDR_1567_1647",0.164685042133573
"P51532_IDR_526_642",0.142199026267661
"P51532_IDR_645_699",0.156722727334083
"P51787_IDR_400_502",0.308566711505744
"P51787_IDR_619_676",0.347581479695874
"P51788_IDR_32_63",0.333836928766564
"P51788_IDR_644_772",0.338401423946687
"P51788_IDR_852_898",0.327761647286749
"P51790_IDR_1_76",1
"P51797_IDR_1_41",1
"P51798_IDR_1_91",1
"P51810_IDR_319_379",1
"P51811_IDR_401_444",1
"P51812_IDR_1_44",1
"P51813_IDR_152_207",1
"P51815_IDR_1_42",0.511342457490378
"P52292_IDR_18_72",1
"P52294_IDR_1_80",1
"P52298_IDR_126_156",1
"P52429_IDR_1_52",1
"P52564_IDR_1_32",1
"P52569_IDR_437_480",0.490916057897132
"P52569_IDR_607_658",0.509083942102868
"P52594_IDR_130_562",1
"P52597_IDR_365_401",1
"P52630_IDR_702_790",1
"P52655_IDR_58_331",1
"P52701_IDR_1_86",0.542822346486056
"P52848_IDR_1_80",1
"P52849_IDR_1_35",0.451052427839593
"P52849_IDR_41_82",0.548947572160407
"P52926_IDR_1_109",1
"P52943_IDR_81_122",1
"P52945_IDR_1_189",0.46577576473387
"P52945_IDR_198_283",0.53422423526613
"P52948_IDR_1_350",0.447977231360514
"P52948_IDR_370_728",0.282273195418823
"P52951_IDR_1_251",1
"P52948_IDR_888_1105",0.269749573220663
"P53804_IDR_1179_1290",0.162487986766412
"P53804_IDR_1342_1458",0.163903202665652
"P53804_IDR_1731_1839",0.158400642826383
"P53804_IDR_1899_1951",0.17548260985237
"P53804_IDR_392_480",0.173605344512843
"P53804_IDR_745_808",0.166120213376339
"P53805_IDR_1_58",1
"P53814_IDR_1_797",1
"P53985_IDR_201_242",0.504777468633971
"P53985_IDR_446_500",0.495222531366029
"P53992_IDR_1_323",1
"P53999_IDR_1_60",1
"P54098_IDR_1_67",0.481838969116008
"P54098_IDR_498_533",0.518161030883992
"P54105_IDR_138_237",1
"P54132_IDR_1290_1417",0.586368931807793
"P54132_IDR_1_642",0.413631068192207
"P54198_IDR_399_447",0.492254126919426
"P54198_IDR_470_664",0.507745873080574
"P54219_IDR_89_133",0.498302917356653
"P54646_IDR_338_399",0.505463878839711
"P54646_IDR_475_533",0.494536121160289
"P54707_IDR_1_46",1
"P54725_IDR_80_159",1
"P54727_IDR_231_273",0.512870683576465
"P54727_IDR_78_180",0.487129316423536
"P54750_IDR_435_494",1
"P54756_IDR_1_35",1
"P54821_IDR_1_245",1
"P54826_IDR_1_42",0.487613826367414
"P54826_IDR_247_328",0.512386173632586
"P54829_IDR_132_162",0.489993379661406
"P54829_IDR_1_91",0.510006620338594
"P54840_IDR_623_703",1
"P54845_IDR_1_136",1
"P54868_IDR_1_43",1
"P55001_IDR_1_100",1
"P55010_IDR_147_229",0.514657392176329
"P55010_IDR_387_425",0.485342607823671
"P55011_IDR_1_204",0.557303237939107
"P55196_IDR_1106_1824",0.341413320030358
"P55196_IDR_139_203",0.327758790726617
"P55196_IDR_543_595",0.330827889243025
"P55201_IDR_49_87",0.199725352774425
"P55197_IDR_199_1035",1
"P55198_IDR_180_1093",1
"P55201_IDR_122_173",0.209262354913505
"P55201_IDR_453_507",0.192789271347012
"P55201_IDR_752_788",0.179726248298412
"P55201_IDR_795_1073",0.218496772666646
"P55209_IDR_131_163",0.337591808141477
"P55209_IDR_1_35",0.336677818004641
"P55209_IDR_348_391",0.325730373853882
"P55210_IDR_1_56",1
"P55211_IDR_95_147",1
"P55212_IDR_1_33",1
"P55265_IDR_1_125",0.319369386529158
"P55265_IDR_204_292",0.22880673485619
"P55265_IDR_359_453",0.231950877740803
"P55265_IDR_576_607",0.21987300087385
"P55899_IDR_325_365",1
"P56159_IDR_348_414",0.520109550056068
"P56159_IDR_416_465",0.479890449943932
"P56177_IDR_1_255",1
"P56178_IDR_1_155",0.548921157951117
"P56178_IDR_158_280",0.451078842048883
"P56180_IDR_1_76",1
"P56181_IDR_1_108",1
"P56182_IDR_233_292",0.411698431392718
"P56182_IDR_343_461",0.588301568607282
"P56211_IDR_1_112",1
"P56270_IDR_1_336",0.488711313483288
"P56270_IDR_427_477",0.511288686516712
"P56373_IDR_363_397",1
"P56524_IDR_1046_1084",0.521786601704669
"P56524_IDR_1_652",0.478213398295331
"P56645_IDR_1_49",0.348820356736472
"P56545_IDR_398_445",1
"P56645_IDR_416_785",0.32351139668869
"P56645_IDR_875_1095",0.327668246574838
"P56945_IDR_51_489",0.542828183402096
"P56945_IDR_600_739",0.457171816597904
"P56962_IDR_206_238",0.342736926393131
"P56962_IDR_258_302",0.338478074129861
"P56962_IDR_28_169",0.318784999477009
"P56975_IDR_118_288",0.277157353324932
"P56975_IDR_1_48",0.245203828475864
"P56975_IDR_312_360",0.221307915772139
"P56975_IDR_387_621",0.256330902427065
"P57052_IDR_87_281",1
"P57053_IDR_1_36",1
"P57054_IDR_1_31",1
"P57055_IDR_115_190",0.499565616814765
"P57055_IDR_1_35",0.500434383185235
"P57057_IDR_251_314",1
"P57058_IDR_1_38",0.48777013912493
"P57058_IDR_390_698",0.512229860875069
"P57059_IDR_350_755",1
"P57073_IDR_1_446",1
"P57077_IDR_1_131",1
"P57768_IDR_1_102",0.537865142406725
"P57768_IDR_247_331",0.462134857593275
"P57771_IDR_1_42",1
"P57773_IDR_112_144",0.494051380362766
"P57773_IDR_245_515",0.505948619637234
"P57789_IDR_1_50",0.517653912715404
"P57789_IDR_327_538",0.482346087284596
"P57796_IDR_1_103",1
"P58004_IDR_220_301",1
"P58005_IDR_271_316",1
"P59923_IDR_245_449",0.48962109659945
"P59942_IDR_25_63",1
"P59990_IDR_1_95",1
"P59991_IDR_1_146",1
"P60006_IDR_46_121",1
"P60014_IDR_1_249",1
"P60153_IDR_1_32",1
"P60321_IDR_27_58",1
"P60323_IDR_113_173",0.507335034351312
"P60323_IDR_21_53",0.492664965648688
"P61296_IDR_1_110",0.5617752549863
"P61296_IDR_160_203",0.4382247450137
"P61313_IDR_155_204",1
"P61328_IDR_1_38",0.51381047139793
"P61328_IDR_209_243",0.48618952860207
"P61366_IDR_30_133",1
"P61371_IDR_139_182",0.512532316547059
"P61371_IDR_233_349",0.487467683452941
"P61587_IDR_201_244",1
"P61647_IDR_40_94",1
"P62753_IDR_163_249",1
"P62807_IDR_1_35",1
"P62847_IDR_93_133",1
"P62851_IDR_1_42",1
"P62910_IDR_1_32",1
"P62955_IDR_209_275",1
"P62995_IDR_1_114",0.579638476615411
"P62995_IDR_209_288",0.420361523384589
"P63010_IDR_587_679",1
"P63027_IDR_1_43",1
"P63162_IDR_86_240",1
"P63252_IDR_1_41",0.517266046725803
"P63252_IDR_366_427",0.482733953274197
"P67809_IDR_119_324",0.537305269028148
"P67809_IDR_1_50",0.462694730971852
"P68400_IDR_332_391",1
"P68543_IDR_1_58",1
"P78310_IDR_264_346",1
"P78345_IDR_210_283",0.490671179763174
"P78345_IDR_57_101",0.509328820236826
"P78347_IDR_191_348",0.245227542174136
"P78347_IDR_655_718",0.257949878230506
"P78347_IDR_815_846",0.246927914983792
"P78347_IDR_951_998",0.249894664611566
"P78348_IDR_469_506",1
"P78352_IDR_1_34",0.488683801706769
"P78352_IDR_253_292",0.511316198293231
"P78356_IDR_293_335",1
"P78357_IDR_1230_1284",0.490541831117547
"P78357_IDR_1311_1384",0.509458168882453
"P78358_IDR_1_84",1
"P78362_IDR_1_59",0.49555055159264
"P78362_IDR_248_510",0.50444944840736
"P78363_IDR_1165_1200",0.505252153839924
"P78363_IDR_1279_1340",0.494747846160076
"P78364_IDR_1_934",1
"P78367_IDR_1_212",1
"P78368_IDR_1_38",0.582943694510437
"P78426_IDR_287_367",0.498247562687255
"P78504_IDR_1094_1218",1
"P78508_IDR_344_379",1
"P78524_IDR_1_683",1
"P78527_IDR_2030_2079",0.518106350623863
"P78527_IDR_2662_2733",0.481893649376137
"P78536_IDR_189_220",0.505089230584541
"P78536_IDR_696_794",0.494910769415459
"P78537_IDR_1_34",1
"P78545_IDR_144_270",1
"P78549_IDR_1_85",1
"P78552_IDR_1_31",1
"P78559_IDR_296_2686",1
"P78562_IDR_1_48",1
"P78563_IDR_155_224",0.474049887513227
"P78563_IDR_1_77",0.525950112486773
"P79522_IDR_1_156",1
"P80162_IDR_1_43",1
"P80192_IDR_1_51",0.534571725624194
"P82094_IDR_834_996",0.486843606370451
"P82673_IDR_1_63",1
"P82675_IDR_179_210",1
"P82909_IDR_1_72",1
"P82912_IDR_37_70",1
"P82970_IDR_1_282",1
"P82979_IDR_1_210",1
"P82987_IDR_1137_1169",1
"P83105_IDR_1_35",1
"P83111_IDR_1_98",0.49318565201384
"P83111_IDR_251_286",0.50681434798616
"P83369_IDR_228_334",0.490852146315582
"P83369_IDR_66_147",0.509147853684418
"P83731_IDR_60_157",1
"P83859_IDR_78_128",1
"P83916_IDR_73_114",1
"P84098_IDR_55_95",1
"P84101_IDR_1_59",1
"P84103_IDR_83_164",1
"P98082_IDR_1_34",0.516946686039831
"P98082_IDR_175_770",0.483053313960169
"P98088_IDR_1338_1371",0.118180982459675
"P98088_IDR_1481_1576",0.133636809914914
"P98088_IDR_1680_1737",0.13492802540232
"P98088_IDR_1849_1948",0.126305382669661
"P98179_IDR_82_157",1
"P98182_IDR_57_226",1
"Q00013_IDR_33_63",1
"Q00056_IDR_26_190",0.542149136980289
"Q00056_IDR_271_320",0.457850863019711
"Q00325_IDR_1_54",1
"Q00444_IDR_8_143",1
"Q00536_IDR_1_114",1
"Q00537_IDR_1_183",1
"Q00577_IDR_1_60",0.502511429648077
"Q00LT1_IDR_20_54",1
"Q01064_IDR_445_477",0.496102938567571
"Q01064_IDR_499_536",0.503897061432429
"Q01081_IDR_188_240",1
"Q01082_IDR_2088_2215",0.505472680699159
"Q01082_IDR_2308_2364",0.494527319300841
"Q01094_IDR_1_33",0.346562589892495
"Q01094_IDR_303_383",0.302087712333895
"Q01094_IDR_38_125",0.35134969777361
"Q01101_IDR_1_266",0.346516272160004
"Q01484_IDR_1567_3957",0.538743331478835
"Q01518_IDR_215_255",0.540444578259193
"Q01518_IDR_277_317",0.459555421740807
"Q01534_IDR_1_106",1
"Q01538_IDR_1_1011",1
"Q01543_IDR_1_119",0.481409002651562
"Q01543_IDR_200_262",0.518590997348438
"Q01546_IDR_1_59",0.367057324293651
"Q01546_IDR_512_638",0.632942675706349
"Q01628_IDR_1_40",1
"Q01629_IDR_1_39",1
"Q01650_IDR_1_41",1
"Q01664_IDR_103_338",0.4876151795278
"Q01664_IDR_1_71",0.512384820472199
"Q01668_IDR_1_100",0.206814957059584
"Q01668_IDR_1621_2062",0.205749007800462
"Q01668_IDR_2109_2157",0.204470240789997
"Q01668_IDR_449_493",0.189211840856559
"Q01668_IDR_760_847",0.193753953493397
"Q01726_IDR_1_34",1
"Q01851_IDR_1_263",1
"Q01860_IDR_1_137",1
"Q01892_IDR_1_166",1
"Q01954_IDR_187_374",0.529341873576347
"Q01954_IDR_377_925",0.470658126423653
"Q01955_IDR_1_1423",1
"Q01959_IDR_1_59",1
"Q01968_IDR_136_209",1
"Q01970_IDR_1194_1234",0.335888786621675
"Q01970_IDR_468_582",0.346452709537707
"Q01970_IDR_866_1111",0.317658503840618
"Q01973_IDR_1_44",0.309338290047437
"Q01973_IDR_428_464",0.347887820788556
"Q01973_IDR_751_937",0.342773889164007
"Q01974_IDR_429_462",0.487249649256665
"Q01974_IDR_752_943",0.512750350743335
"Q02040_IDR_270_378",0.447433552526937
"Q02040_IDR_381_695",0.552566447473063
"Q02078_IDR_72_507",1
"Q02080_IDR_89_365",1
"Q02297_IDR_269_640",0.327186524417244
"Q02318_IDR_1_53",1
"Q02363_IDR_1_32",0.518781044366712
"Q02363_IDR_84_134",0.481218955633288
"Q02383_IDR_1_582",1
"Q02386_IDR_52_163",1
"Q02388_IDR_1168_2789",1
"Q02410_IDR_1_439",0.557239001139937
"Q02410_IDR_481_511",0.442760998860063
"Q02413_IDR_772_805",0.463806521991267
"Q02413_IDR_959_1049",0.536193478008733
"Q02446_IDR_1_55",0.141096657559277
"Q02446_IDR_211_253",0.142162288732089
"Q02446_IDR_275_456",0.141262397772349
"Q02446_IDR_476_515",0.139514214525584
"Q02446_IDR_57_151",0.149465670686972
"Q02446_IDR_587_618",0.145996218554938
"Q02446_IDR_729_759",0.14050255216879
"Q02447_IDR_1_108",0.497414094706189
"Q02447_IDR_274_443",0.502585905293811
"Q02818_IDR_356_461",0.514909942658933
"Q02833_IDR_209_373",0.492646699356321
"Q02833_IDR_90_200",0.507353300643679
"Q02878_IDR_1_139",1
"Q02880_IDR_1206_1626",0.533190819308485
"Q02880_IDR_1_52",0.466809180691515
"Q02930_IDR_1_382",0.490394405899243
"Q02930_IDR_440_508",0.509605594100757
"Q02952_IDR_1_1782",1
"Q02962_IDR_128_264",1
"Q03014_IDR_1_270",1
"Q03052_IDR_1_251",0.51545884558497
"Q03052_IDR_393_451",0.48454115441503
"Q03060_IDR_1_54",0.505563330970409
"Q03060_IDR_75_166",0.494436669029591
"Q03111_IDR_146_489",1
"Q03112_IDR_1_49",0.325921562595172
"Q03112_IDR_190_377",0.348377030592031
"Q03112_IDR_386_1230",0.325701406812797
"Q03135_IDR_1_54",1
"Q03468_IDR_1010_1249",0.217587590833227
"Q03468_IDR_1318_1423",0.195724970584802
"Q03468_IDR_156_456",0.194233390955601
"Q03692_IDR_17_542",1
"Q03701_IDR_1018_1054",0.229105806303294
"Q03701_IDR_1_38",0.212921399607466
"Q03701_IDR_625_691",0.181246961140335
"Q03701_IDR_824_973",0.184002026575389
"Q03701_IDR_90_166",0.192723806373516
"Q03721_IDR_164_201",0.53972967542773
"Q03721_IDR_486_586",0.46027032457227
"Q03828_IDR_1_191",0.554417421709863
"Q03828_IDR_292_476",0.445582578290137
"Q03923_IDR_58_145",1
"Q03933_IDR_189_248",0.254322391200403
"Q03933_IDR_251_365",0.238834178538924
"Q03933_IDR_383_438",0.262692513565041
"Q03933_IDR_459_499",0.244150916695632
"Q05519_IDR_118_186",0.351835708849307
"Q05519_IDR_194_484",0.648164291150693
"Q05586_IDR_863_938",1
"Q05655_IDR_293_336",1
"Q05682_IDR_1_793",1
"Q05707_IDR_1378_1421",0.37469755549483
"Q05707_IDR_1425_1796",0.625302444505169
"Q05901_IDR_353_384",1
"Q05925_IDR_1_304",1
"Q05932_IDR_1_41",1
"Q06481_IDR_1_41",0.322823352453596
"Q06481_IDR_206_318",0.355674372928145
"Q06481_IDR_568_710",0.321502274618259
"Q06495_IDR_604_639",1
"Q06546_IDR_126_158",0.483641209184285
"Q06546_IDR_275_315",0.516358790815715
"Q06587_IDR_124_260",0.478467722366446
"Q06587_IDR_286_352",0.521532277633554
"Q06643_IDR_1_85",1
"Q07325_IDR_94_125",1
"Q07326_IDR_29_77",1
"Q07343_IDR_1_311",0.477551393033074
"Q07343_IDR_685_736",0.522448606966926
"Q07352_IDR_180_324",0.505895647660511
"Q07352_IDR_19_114",0.494104352339489
"Q07444_IDR_1_110",1
"Q07617_IDR_112_158",0.190483651310236
"Q07617_IDR_166_198",0.194222586897515
"Q07617_IDR_325_445",0.228950479300285
"Q07617_IDR_574_619",0.191477967472467
"Q07617_IDR_741_799",0.194865315019497
"Q07627_IDR_1_169",1
"Q07666_IDR_1_99",0.312831788822307
"Q07666_IDR_274_443",0.687168211177693
"Q07687_IDR_1_328",1
"Q07699_IDR_178_218",1
"Q08174_IDR_880_934",0.529803377662977
"Q08209_IDR_483_521",1
"Q08211_IDR_1152_1217",0.638430295550142
"Q08211_IDR_297_350",0.177215645497598
"Q08211_IDR_86_134",0.18435405895226
"Q08289_IDR_187_280",0.258866488145063
"Q08289_IDR_1_91",0.260540461144761
"Q08289_IDR_468_651",0.480593050710176
"Q08345_IDR_377_454",0.48752727672286
"Q08345_IDR_465_599",0.51247272327714
"Q08357_IDR_219_480",1
"Q08378_IDR_1352_1498",0.486608971388826
"Q08378_IDR_1_432",0.513391028611174
"Q08379_IDR_1_206",0.344358793948674
"Q08379_IDR_431_605",0.33230633684245
"Q08379_IDR_611_957",0.323334869208876
"Q08AG5_IDR_341_449",0.501682828200111
"Q08AM6_IDR_335_392",0.521885720468796
"Q08AM6_IDR_474_521",0.478114279531204
"Q08AN1_IDR_51_183",1
"Q08ER8_IDR_63_198",1
"Q08J23_IDR_1_35",0.384746501333477
"Q08J23_IDR_434_511",0.325996742184482
"Q08J23_IDR_708_767",0.289256756482041
"Q09013_IDR_360_395",0.518104148252335
"Q09013_IDR_411_629",0.481895851747665
"Q09019_IDR_386_423",0.235851786785537
"Q09019_IDR_38_94",0.258305098625789
"Q09019_IDR_452_575",0.272693075384495
"Q09019_IDR_634_674",0.233150039204179
"Q0D2I5_IDR_522_559",0.341796290006922
"Q0D2J5_IDR_48_142",1
"Q0D2K3_IDR_1_53",1
"Q0IIM8_IDR_1030_1071",0.341115826384803
"Q0IIM8_IDR_394_429",0.340422280487066
"Q0IIM8_IDR_913_960",0.318461893128131
"Q0JRZ9_IDR_256_540",1
"Q0P641_IDR_141_193",1
"Q0P651_IDR_268_336",1
"Q0P670_IDR_90_501",1
"Q0P6D2_IDR_1_44",1
"Q0P6D6_IDR_1_42",0.507580484792337
"Q0P6D6_IDR_51_864",0.492419515207664
"Q0P6H9_IDR_1_51",1
"Q0VAA2_IDR_1_77",1
"Q0VAQ4_IDR_1_97",1
"Q0VD83_IDR_32_1078",1
"Q0VD86_IDR_128_172",0.497490045208647
"Q0VD86_IDR_1_40",0.502509954791353
"Q0VDD7_IDR_1_668",1
"Q10570_IDR_895_925",0.334980372094425
"Q10571_IDR_1_1200",1
"Q10586_IDR_1_275",1
"Q10587_IDR_109_253",0.466184959311898
"Q10587_IDR_1_82",0.533815040688102
"Q10588_IDR_1_31",1
"Q10589_IDR_131_180",1
"Q11130_IDR_1_43",1
"Q11201_IDR_1_34",1
"Q12756_IDR_1091_1124",0.19984074457043
"Q12756_IDR_1402_1443",0.192466163282372
"Q12756_IDR_1467_1558",0.208290708404938
"Q12756_IDR_659_695",0.199254301941614
"Q12756_IDR_948_987",0.200148081800645
"Q12767_IDR_440_545",0.499301208841575
"Q12767_IDR_886_930",0.500698791158425
"Q12769_IDR_1_34",1
"Q12770_IDR_454_496",0.338569874467884
"Q12770_IDR_818_855",0.32366435124993
"Q12770_IDR_924_957",0.337765774282186
"Q12802_IDR_2440_2526",0.25341712895551
"Q12802_IDR_2542_2572",0.250848832968599
"Q12802_IDR_2667_2803",0.249009425705812
"Q12802_IDR_288_1952",0.246724612370078
"Q12809_IDR_135_369",0.492973053608972
"Q12809_IDR_866_1159",0.507026946391029
"Q12815_IDR_1_703",1
"Q12816_IDR_1_439",0.467824591534467
"Q12816_IDR_648_1431",0.532175408465533
"Q12824_IDR_66_163",1
"Q12829_IDR_238_278",1
"Q12830_IDR_1050_1794",0.132463074157426
"Q12830_IDR_1_222",0.140426881721042
"Q12830_IDR_1972_2010",0.132354528298791
"Q12830_IDR_2014_2113",0.137362184667707
"Q12830_IDR_2120_2294",0.150922497082446
"Q12830_IDR_2328_2863",0.151497512432823
"Q12830_IDR_562_776",0.154973321639766
"Q12834_IDR_1_107",1
"Q12837_IDR_1_253",1
"Q12887_IDR_1_49",0.50352051913781
"Q12887_IDR_63_138",0.49647948086219
"Q12888_IDR_1604_1714",0.537024942748953
"Q12888_IDR_26_1485",0.462975057251047
"Q12889_IDR_386_441",0.488643810576206
"Q12889_IDR_469_590",0.511356189423794
"Q12893_IDR_296_351",1
"Q12901_IDR_60_156",1
"Q12904_IDR_83_147",1
"Q12905_IDR_356_390",1
"Q12906_IDR_340_407",0.139783922007247
"Q12906_IDR_470_517",0.146796361266769
"Q12906_IDR_54_84",0.143759243119621
"Q12906_IDR_591_894",0.569660473606364
"Q12907_IDR_281_356",1
"Q12908_IDR_316_348",1
"Q12918_IDR_16_88",1
"Q12923_IDR_182_305",0.141153780898654
"Q12923_IDR_414_508",0.136823627124125
"Q12926_IDR_1_36",1
"Q12950_IDR_190_439",0.480567565740878
"Q12951_IDR_210_336",1
"Q12952_IDR_135_304",1
"Q12955_IDR_1_41",0.451018137120191
"Q12955_IDR_1439_4377",0.548981862879809
"Q12959_IDR_141_190",0.344006655586191
"Q12959_IDR_65_139",0.324380220713948
"Q12959_IDR_661_695",0.331613123699861
"Q12965_IDR_927_1050",1
"Q12967_IDR_252_364",0.454990743573073
"Q12967_IDR_648_788",0.545009256426927
"Q12968_IDR_1045_1075",0.32768889508341
"Q12968_IDR_56_383",0.361829100182231
"Q12968_IDR_702_1011",0.310482004734359
"Q12972_IDR_130_351",1
"Q12979_IDR_27_86",1
"Q12980_IDR_32_63",0.509102852089357
"Q12980_IDR_417_483",0.490897147910643
"Q12981_IDR_114_145",1
"Q12982_IDR_1_125",1
"Q13023_IDR_2116_2319",0.16854815516872
"Q13029_IDR_1194_1691",0.569221524510604
"Q13029_IDR_154_1192",0.430778475489396
"Q13033_IDR_1_69",0.550758750895397
"Q13033_IDR_81_420",0.449241249104603
"Q13042_IDR_540_620",1
"Q13043_IDR_303_435",1
"Q13045_IDR_405_442",0.433587730005431
"Q13045_IDR_947_977",0.566412269994569
"Q13061_IDR_77_683",1
"Q13064_IDR_1_240",1
"Q13065_IDR_1_117",1
"Q13127_IDR_20_155",0.440200048042233
"Q13127_IDR_411_1054",0.559799951957767
"Q13129_IDR_1_45",0.151298266452183
"Q13129_IDR_1554_1589",0.143109081430841
"Q13129_IDR_1593_1777",0.138826122222547
"Q13129_IDR_1779_1839",0.149864779795871
