"","GO0006357_regulation_of_transcription_by_RNA_polymerase_II"
"O15040_IDR_374_792",1
"O15041_IDR_736_775",1
"O15042_IDR_1_120",0.378549394304387
"O15042_IDR_126_268",0.370741821802273
"O15042_IDR_680_1029",0.250708783893339
"O15047_IDR_190_623",0.548777558978119
"O15047_IDR_833_1414",0.451222441021881
"O15049_IDR_1_477",0.592829645650272
"O15049_IDR_511_544",0.407170354349728
"O15050_IDR_1078_1140",0.24520160398996
"O15050_IDR_2891_2925",0.248079146062158
"O15050_IDR_609_678",0.254886855944274
"O15050_IDR_704_772",0.251832394003607
"O15054_IDR_1_1123",0.831121088665218
"O15054_IDR_1291_1321",0.168878911334782
"O15055_IDR_1_107",0.282703661203822
"O15055_IDR_475_845",0.260303198696548
"O15075_IDR_282_374",0.27250495981338
"O15075_IDR_653_740",0.291330218531159
"O15078_IDR_1021_1051",0.0803535792872739
"O15078_IDR_1412_1448",0.135866897901157
"O15078_IDR_1477_1535",0.0716120962923586
"O15078_IDR_1580_1620",0.0838741769720193
"O15078_IDR_1783_1902",0.0620205039417256
"O15078_IDR_1991_2082",0.0658906974797899
"O15078_IDR_2095_2127",0.0866494785216369
"O15078_IDR_2355_2385",0.0897602796315066
"O15078_IDR_2433_2479",0.0802136840148259
"O15078_IDR_491_612",0.0652831493380749
"O15078_IDR_63_175",0.0910670179956408
"O15078_IDR_636_785",0.0874084386239906
"O15079_IDR_1_417",1
"O15083_IDR_1_374",0.296226636722687
"O15083_IDR_635_667",0.169741923336088
"O15083_IDR_740_806",0.138961346775847
"O15083_IDR_867_955",0.395070093165378
"O15085_IDR_1_40",0.167062839467658
"O15151_IDR_113_185",0.30765847112041
"O15151_IDR_209_275",0.355364830477192
"O15151_IDR_334_432",0.336976698402398
"O15156_IDR_145_344",0.498953312175433
"O15156_IDR_451_539",0.501046687824567
"O15162_IDR_42_82",1
"O15164_IDR_1013_1050",0.252769883406206
"O15164_IDR_1_49",0.205095752225568
"O15164_IDR_430_824",0.542134364368225
"O15165_IDR_33_306",1
"O15169_IDR_1_79",0.449961076171206
"O15169_IDR_214_778",0.550038923828794
"O15173_IDR_1_48",1
"O15178_IDR_1_38",0.277814504941333
"O15178_IDR_250_435",0.722185495058667
"O15194_IDR_1_39",1
"O15195_IDR_722_795",1
"O15198_IDR_210_249",1
"O15204_IDR_1_33",1
"O15209_IDR_151_423",0.345205199795738
"O15265_IDR_1_144",0.203806282424772
"O15265_IDR_153_892",0.796193717575228
"O15266_IDR_1_292",1
"O15270_IDR_1_61",1
"O15297_IDR_35_93",0.524430878026194
"O15297_IDR_379_597",0.475569121973806
"O15315_IDR_351_384",1
"O15327_IDR_1_34",0.34313449896389
"O15327_IDR_478_520",0.356699083668208
"O15327_IDR_527_570",0.300166417367902
"O15347_IDR_163_200",1
"O15350_IDR_300_354",0.17265406019485
"O15350_IDR_33_112",0.263434216496268
"O15350_IDR_374_489",0.563911723308882
"O15353_IDR_1_266",0.4477407039009
"O15353_IDR_365_520",0.309969883321133
"O15353_IDR_552_605",0.242289412777967
"O15354_IDR_1_246",0.498080610686447
"O15354_IDR_572_611",0.501919389313553
"O15399_IDR_897_1336",0.647245529631256
"O15400_IDR_121_164",1
"O15403_IDR_206_279",0.542231057071305
"O15403_IDR_475_523",0.457768942928695
"O15405_IDR_1_576",1
"O15409_IDR_1_338",0.251651076868734
"O15409_IDR_397_483",0.273910876202522
"O15409_IDR_582_715",0.474438046928744
"O15417_IDR_1_2777",1
"O15427_IDR_411_465",1
"O15431_IDR_1_41",1
"O15432_IDR_56_86",1
"O15438_IDR_855_946",1
"O15439_IDR_632_693",1
"O15440_IDR_1_87",0.362324792910202
"O15440_IDR_505_566",0.304763729643811
"O15440_IDR_787_838",0.332911477445987
"O15444_IDR_94_150",1
"O15446_IDR_124_510",1
"O15457_IDR_1_151",1
"O15503_IDR_12_78",1
"O15504_IDR_206_386",0.512917534421559
"O15504_IDR_24_112",0.487082465578441
"O15516_IDR_1_44",0.358540625168801
"O15516_IDR_382_846",0.641459374831199
"O15519_IDR_176_238",1
"O15520_IDR_8_68",1
"O15522_IDR_1_88",1
"O15523_IDR_1_138",1
"O15524_IDR_1_54",1
"O15529_IDR_299_346",1
"O15530_IDR_1_77",0.524158232012393
"O15530_IDR_366_443",0.475841767987607
"O15534_IDR_1_172",0.214610549666051
"O15534_IDR_1207_1290",0.363596826260424
"O15534_IDR_504_870",0.221764169248932
"O15534_IDR_944_1120",0.200028454824592
"O15535_IDR_136_253",1
"O15541_IDR_102_180",0.548518228333012
"O15541_IDR_21_99",0.451481771666988
"O43159_IDR_1_236",1
"O43164_IDR_169_411",0.302400721520155
"O43164_IDR_445_522",0.331150687621856
"O43164_IDR_50_159",0.366448590857989
"O43166_IDR_1030_1741",0.309452663318694
"O43166_IDR_1_203",0.229317094915717
"O43166_IDR_205_321",0.195797863524481
"O43166_IDR_356_406",0.265432378241108
"O43167_IDR_131_293",0.249528319787406
"O43167_IDR_651_697",0.750471680212594
"O43169_IDR_103_150",1
"O43172_IDR_1_31",0.483161461120418
"O43172_IDR_34_72",0.516838538879582
"O43173_IDR_1_63",1
"O43174_IDR_1_38",1
"O43181_IDR_1_52",1
"O43182_IDR_1_186",0.255449415460344
"O43182_IDR_299_402",0.260764980624578
"O43182_IDR_631_946",0.483785603915078
"O43184_IDR_1_37",0.471659920614725
"O43255_IDR_1_70",1
"O43257_IDR_1_77",1
"O43278_IDR_1_47",1
"O43281_IDR_60_430",1
"O43283_IDR_1_111",0.374717950310757
"O43283_IDR_448_966",0.625282049689243
"O43286_IDR_1_31",0.488882143545765
"O43286_IDR_57_95",0.511117856454235
"O43290_IDR_1_197",0.31571701804165
"O43290_IDR_282_350",0.233913801813721
"O43290_IDR_353_645",0.209082185439253
"O43290_IDR_649_697",0.241286994705376
"O43291_IDR_93_128",1
"O43293_IDR_281_313",1
"O43294_IDR_1_223",1
"O43295_IDR_183_219",0.209569681245518
"O43295_IDR_452_498",0.229512370134945
"O43295_IDR_718_753",0.216959804141826
"O43295_IDR_804_1099",0.343958144477711
"O43313_IDR_600_823",0.300188459959826
"O43314_IDR_898_1243",1
"O43318_IDR_301_502",1
"O43323_IDR_1_43",1
"O43345_IDR_59_142",1
"O43353_IDR_312_431",1
"O43361_IDR_23_130",1
"O43364_IDR_1_376",1
"O43365_IDR_1_238",0.446577848696871
"O43365_IDR_241_360",0.299309588098309
"O43365_IDR_371_409",0.25411256320482
"O43379_IDR_1_55",0.362285288862059
"O43379_IDR_760_1403",0.637714711137941
"O43390_IDR_505_596",1
"O43395_IDR_73_324",1
"O43399_IDR_128_206",0.487437638864609
"O43399_IDR_1_40",0.512562361135391
"O43405_IDR_126_159",1
"O43414_IDR_1_137",1
"O43422_IDR_93_154",1
"O43497_IDR_1545_1589",0.129483783585834
"O43497_IDR_1857_2377",0.268778018505714
"O43497_IDR_453_720",0.298718141558109
"O43505_IDR_1_53",1
"O43497_IDR_970_1229",0.174425483057476
"O43506_IDR_693_726",1
"O43508_IDR_1_121",1
"O43511_IDR_593_645",0.481290818810055
"O43511_IDR_735_780",0.518709181189945
"O43513_IDR_173_213",1
"O43516_IDR_1_503",1
"O43520_IDR_1182_1251",0.405223228015386
"O43520_IDR_1_59",0.594776771984614
"O43521_IDR_1_96",1
"O43524_IDR_1_156",0.339701763251706
"O43524_IDR_239_592",0.660298236748294
"O43525_IDR_1_100",0.41866940741436
"O43525_IDR_410_864",0.58133059258564
"O43526_IDR_25_69",0.157971191037186
"O43572_IDR_172_289",0.347811285196686
"O43572_IDR_515_562",0.29409596571451
"O43581_IDR_1_134",1
"O43583_IDR_70_113",1
"O43586_IDR_290_364",1
"O43593_IDR_1_108",0.202414283581036
"O43593_IDR_113_144",0.255283054463242
"O43593_IDR_189_548",0.288275620793698
"O43593_IDR_688_829",0.254027041162024
"O43597_IDR_1_172",1
"O43602_IDR_268_365",1
"O43603_IDR_312_379",1
"O43609_IDR_1_174",1
"O43610_IDR_1_142",1
"O43612_IDR_1_35",0.494270263705095
"O43612_IDR_99_131",0.505729736294905
"O43613_IDR_249_292",0.477469932322269
"O43613_IDR_380_425",0.522530067677731
"O43711_IDR_1_60",0.376652165946405
"O43711_IDR_219_262",0.274986550094678
"O43711_IDR_93_171",0.348361283958917
"O43719_IDR_1_42",0.369757267425287
"O43719_IDR_376_737",0.337977287920266
"O43719_IDR_78_123",0.292265444654447
"O43734_IDR_1_240",0.562517551558466
"O43734_IDR_250_404",0.437482448441534
"O43741_IDR_1_73",1
"O43747_IDR_588_699",1
"O43752_IDR_107_166",1
"O43763_IDR_1_163",1
"O43765_IDR_249_286",1
"O43768_IDR_1_64",0.597555638008237
"O43768_IDR_67_121",0.402444361991763
"O43781_IDR_1_137",0.608658893413324
"O43781_IDR_525_588",0.391341106586676
"O43790_IDR_438_486",1
"O43809_IDR_1_33",1
"O43896_IDR_638_803",0.130733003156676
"O43896_IDR_806_1103",0.687360491294211
"O43897_IDR_78_151",1
"O43900_IDR_369_615",1
"O43903_IDR_169_205",1
"O43908_IDR_1_102",1
"O43909_IDR_1_62",1
"O43914_IDR_69_113",1
"O43915_IDR_1_42",1
"O43918_IDR_101_206",0.261749092500174
"O60240_IDR_194_397",0.382222979955915
"O60240_IDR_401_522",0.302673094900667
"O60241_IDR_1245_1325",0.258250882569695
"O60241_IDR_1328_1542",0.452982474873243
"O60241_IDR_770_809",0.288766642557062
"O60242_IDR_1162_1309",0.244549996609153
"O60242_IDR_1313_1469",0.498626797090484
"O60242_IDR_242_282",0.256823206300363
"O60244_IDR_1_45",0.290651448576437
"O60244_IDR_974_1166",0.709348551423563
"O60245_IDR_186_221",0.398432737267828
"O60245_IDR_846_880",0.308418606854552
"O60245_IDR_905_1060",0.29314865587762
"O60248_IDR_1_58",0.297617410645624
"O60248_IDR_60_233",0.702382589354376
"O60258_IDR_1_48",1
"O60260_IDR_77_117",1
"O60264_IDR_1016_1052",0.295440134782247
"O60264_IDR_108_162",0.314312978904905
"O60264_IDR_1_85",0.390246886312848
"O60282_IDR_371_442",0.458055816400394
"O60282_IDR_896_957",0.541944183599606
"O60284_IDR_1_913",1
"O60285_IDR_1_51",0.563483781844451
"O60285_IDR_339_597",0.2026880412104
"O60285_IDR_606_636",0.233828176945148
"O60287_IDR_2012_2047",1
"O60290_IDR_1092_1169",0.354970189892462
"O60290_IDR_370_461",0.299190460521294
"O60290_IDR_69_134",0.345839349586244
"O60291_IDR_329_552",1
"O60292_IDR_1043_1712",0.292936541534406
"O60292_IDR_1_39",0.188143272798045
"O60292_IDR_248_330",0.146794848804002
"O60292_IDR_361_420",0.173351498935762
"O60292_IDR_43_148",0.198773837927785
"O60293_IDR_1_1139",1
"O60296_IDR_1_32",0.194290445672565
"O60296_IDR_139_177",0.193397530962988
"O60296_IDR_179_559",0.222430236751887
"O60309_IDR_1088_1141",0.209198657171808
"O60309_IDR_1146_1457",0.192785964336133
"O60309_IDR_1529_1634",0.137043252807974
"O60312_IDR_1313_1499",0.440390471768885
"O60312_IDR_615_687",0.559609528231115
"O60313_IDR_181_219",0.538403867784229
"O60313_IDR_33_72",0.461596132215771
"O60315_IDR_1058_1214",0.156700427429668
"O60315_IDR_1_1056",0.843299572570332
"O60318_IDR_1_477",0.2519744037138
"O60318_IDR_1912_1946",0.253839014555319
"O60318_IDR_479_620",0.260658043610023
"O60318_IDR_969_1129",0.233528538120858
"O60320_IDR_1_58",0.239974548296791
"O60320_IDR_210_280",0.335199999250722
"O60320_IDR_285_491",0.424825452452487
"O60331_IDR_1_67",0.336343972891341
"O60331_IDR_323_375",0.298590026271768
"O60331_IDR_447_632",0.36506600083689
"O60333_IDR_400_463",0.171209059363906
"O60381_IDR_121_188",0.321556721566081
"O60381_IDR_346_433",0.316228990814951
"O60383_IDR_1_51",0.517860579571031
"O60383_IDR_281_341",0.482139420428969
"O60391_IDR_884_1043",1
"O60393_IDR_1_691",1
"O60422_IDR_1_320",1
"O60423_IDR_1_102",0.49993252179402
"O60423_IDR_1221_1300",0.50006747820598
"O60447_IDR_1_130",0.450670059781825
"O60447_IDR_674_810",0.549329940218175
"O60462_IDR_602_635",0.570518707999265
"O60462_IDR_818_853",0.429481292000735
"O60469_IDR_1569_1602",0.440437021883154
"O60469_IDR_1618_2008",0.559562978116846
"O60476_IDR_1_107",0.674629298408597
"O60476_IDR_118_174",0.325370701591404
"O60478_IDR_1_32",1
"O60479_IDR_1_287",1
"O60512_IDR_345_393",0.541387984465626
"O60513_IDR_1_72",1
"O60516_IDR_51_100",1
"O60522_IDR_1164_1287",0.235675908797901
"O60522_IDR_1704_1775",0.234369250541223
"O60522_IDR_1898_1974",0.244673704986801
"O60522_IDR_675_743",0.285281135674074
"O60524_IDR_415_455",0.433098285701594
"O60524_IDR_669_975",0.566901714298406
"O60542_IDR_23_61",1
"O60548_IDR_1_125",0.298689762310799
"O60548_IDR_190_495",0.701310237689201
"O60551_IDR_1_111",1
"O60563_IDR_250_663",0.794925563756659
"O60563_IDR_670_726",0.205074436243341
"O60565_IDR_1_85",1
"O60566_IDR_202_718",1
"O60568_IDR_1_32",1
"O60573_IDR_1_52",1
"O60583_IDR_253_708",1
"O60673_IDR_2184_2260",0.170469066286868
"O60674_IDR_1_34",1
"O60675_IDR_123_156",1
"O60678_IDR_1_44",0.537376313577428
"O60678_IDR_164_216",0.462623686422572
"O60682_IDR_1_114",1
"O60684_IDR_1_78",1
"O60704_IDR_1_56",1
"O60706_IDR_622_666",0.530867892894419
"O60706_IDR_916_969",0.469132107105581
"O60711_IDR_12_136",1
"O60716_IDR_1_361",0.38342909736982
"O60716_IDR_599_645",0.286979470620215
"O60716_IDR_854_943",0.329591432009966
"O60721_IDR_1_386",0.298159489960834
"O60721_IDR_401_436",0.385075022667902
"O60721_IDR_618_896",0.316765487371264
"O60729_IDR_1_45",0.642699501916206
"O60729_IDR_379_498",0.357300498083794
"O60732_IDR_1_901",1
"O60828_IDR_81_265",1
"O60829_IDR_1_102",1
"O60830_IDR_140_172",1
"O60832_IDR_1_32",0.461638054374865
"O60832_IDR_420_514",0.538361945625135
"O60840_IDR_1599_1896",0.25235087536267
"O60840_IDR_1_66",0.229397673584958
"O60840_IDR_413_499",0.25877875695453
"O60840_IDR_765_829",0.259472694097842
"O60841_IDR_1_362",0.377998540402327
"O60841_IDR_369_626",0.622001459597673
"O60861_IDR_111_171",1
"O60869_IDR_1_69",1
"O60870_IDR_208_277",1
"O60882_IDR_1_31",1
"O60883_IDR_1_113",0.395910460176032
"O60883_IDR_438_480",0.604089539823968
"O60884_IDR_377_412",1
"O60885_IDR_1_58",0.251070998169183
"O60885_IDR_175_348",0.207810039061285
"O75078_IDR_202_235",1
"O75081_IDR_1_653",1
"O75084_IDR_1_45",0.447504473026285
"O75084_IDR_162_202",0.552495526973715
"O75095_IDR_1_34",1
"O75096_IDR_1650_1696",0.486180027779438
"O75096_IDR_1844_1905",0.513819972220562
"O75106_IDR_1_51",1
"O75112_IDR_501_538",0.394478000524234
"O75112_IDR_86_499",0.605521999475766
"O75113_IDR_194_343",0.280369366351277
"O75113_IDR_373_596",0.358397570754319
"O75113_IDR_789_851",0.361233062894403
"O75150_IDR_243_652",0.332709010959616
"O75151_IDR_444_1096",1
"O75152_IDR_85_770",1
"O75153_IDR_1262_1309",0.326543083790842
"O75153_IDR_1_37",0.388286088123486
"O75153_IDR_632_692",0.285170828085672
"O75154_IDR_1_206",0.304015333623462
"O75154_IDR_269_483",0.371630155658532
"O75154_IDR_627_664",0.324354510718007
"O75155_IDR_313_345",1
"O75157_IDR_1_780",1
"O75159_IDR_20_356",1
"O75264_IDR_1_130",1
"O75290_IDR_60_163",1
"O75298_IDR_1_339",1
"O75311_IDR_1_39",0.466695232909428
"O75311_IDR_349_417",0.533304767090572
"O75319_IDR_250_358",1
"O75323_IDR_7_45",1
"O75326_IDR_1_47",1
"O75330_IDR_1_95",0.482462761388423
"O75330_IDR_660_724",0.517537238611577
"O75333_IDR_1_58",0.523204722923271
"O75333_IDR_243_317",0.476795277076729
"O75334_IDR_1_888",0.610303472010628
"O75334_IDR_954_999",0.389696527989372
"O75335_IDR_1_822",0.467887493452574
"O75335_IDR_886_929",0.532112506547426
"O75339_IDR_1135_1184",0.477066299488421
"O75339_IDR_1_48",0.522933700511579
"O75351_IDR_78_111",1
"O75354_IDR_1_96",1
"O75398_IDR_1_149",0.299994915854612
"O75398_IDR_154_190",0.20897392836938
"O75398_IDR_275_515",0.269425470024811
"O75398_IDR_521_565",0.221605685751196
"O75410_IDR_1_595",1
"O75417_IDR_1_65",0.309892288651477
"O75417_IDR_840_877",0.312962536042047
"O75417_IDR_899_1821",0.377145175306476
"O75419_IDR_124_167",1
"O75420_IDR_535_889",0.445210440647756
"O75420_IDR_71_470",0.202593390675038
"O75420_IDR_966_1010",0.352196168677206
"O75425_IDR_138_184",1
"O75426_IDR_1_34",1
"O75427_IDR_1_31",0.431111084917709
"O75427_IDR_264_535",0.568888915082291
"O75439_IDR_1_44",1
"O75444_IDR_1_256",1
"O75487_IDR_480_556",0.509885168429836
"O75489_IDR_1_50",1
"O75494_IDR_89_262",1
"O75496_IDR_160_209",0.536730907151994
"O75496_IDR_1_88",0.463269092848006
"O75509_IDR_1_48",0.273585362653174
"O75509_IDR_216_344",0.448224343047829
"O75509_IDR_500_535",0.278190294298996
"O75525_IDR_161_336",1
"O75526_IDR_83_392",1
"O75528_IDR_176_309",0.534957095892399
"O75528_IDR_69_148",0.465042904107601
"O75530_IDR_1_72",1
"O75533_IDR_1_376",1
"O75541_IDR_1_338",1
"O75553_IDR_171_588",1
"O75554_IDR_193_376",0.591797862841054
"O75554_IDR_83_125",0.408202137158946
"O75563_IDR_64_103",0.475158626913988
"O75610_IDR_226_258",1
"O75616_IDR_262_295",0.335730701325239
"O75616_IDR_54_86",0.664269298674761
"O75618_IDR_102_199",1
"O75626_IDR_1_43",0.12711736114428
"O75626_IDR_213_574",0.480321994894304
"O75626_IDR_708_752",0.127331349827278
"O75626_IDR_765_825",0.265229294134137
"O75628_IDR_1_76",0.55185750543078
"O75628_IDR_249_294",0.44814249456922
"O75629_IDR_1_45",1
"O75631_IDR_236_287",1
"O75636_IDR_1_85",1
"O75638_IDR_1_84",1
"O75643_IDR_184_256",0.340816278407057
"O75643_IDR_1_90",0.339337704764759
"O75643_IDR_366_404",0.319846016828184
"O75665_IDR_449_1012",1
"O75674_IDR_155_196",0.392863910370563
"O75783_IDR_1_60",1
"O75791_IDR_182_263",1
"O75794_IDR_48_79",1
"O75807_IDR_51_552",0.407065820779532
"O75807_IDR_622_674",0.592934179220468
"O75808_IDR_18_51",0.436452613137622
"O75808_IDR_60_413",0.563547386862378
"O75815_IDR_1_114",0.567270701880964
"O75815_IDR_265_477",0.432729298119036
"O75820_IDR_59_146",1
"O75821_IDR_174_236",1
"O75822_IDR_1_116",0.494915503735235
"O75822_IDR_212_245",0.505084496264765
"O75829_IDR_213_258",0.474657761483619
"O75829_IDR_23_63",0.525342238516381
"O75840_IDR_45_214",1
"O75843_IDR_591_666",1
"O75844_IDR_291_322",1
"O75845_IDR_261_299",1
"O75864_IDR_1_43",0.223204021108357
"O75914_IDR_145_260",0.486299766089519
"O75916_IDR_423_577",1
"O75920_IDR_1_74",1
"O75923_IDR_137_211",1
"O75925_IDR_418_459",0.186658772052859
"O75925_IDR_466_641",0.478492788080289
"O75925_IDR_67_131",0.334848439866851
"O75928_IDR_428_471",0.405555454684406
"O75928_IDR_475_616",0.322888564376856
"O75928_IDR_67_140",0.271555980938738
"O75940_IDR_126_171",1
"O75943_IDR_1_86",0.380251770827241
"O75943_IDR_348_399",0.260365359913788
"O75943_IDR_585_670",0.359382869258971
"O75949_IDR_367_472",0.438422650384593
"O75949_IDR_67_183",0.561577349615407
"O75952_IDR_67_493",1
"O75953_IDR_126_167",1
"O75956_IDR_1_70",1
"O75962_IDR_1_42",0.181488658669253
"O75976_IDR_1339_1380",0.320084364182507
"O75976_IDR_1_54",0.339786810522409
"O75976_IDR_875_906",0.340128825295085
"O75995_IDR_1_169",0.426986988428571
"O75995_IDR_316_351",0.573013011571429
"O76009_IDR_368_404",1
"O76013_IDR_1_36",0.498278262075804
"O76013_IDR_402_440",0.501721737924196
"O76014_IDR_1_65",0.519671293742048
"O76014_IDR_416_449",0.480328706257952
"O76015_IDR_1_64",0.492105574295793
"O76015_IDR_413_456",0.507894425704207
"O76021_IDR_275_490",1
"O76024_IDR_1_84",0.526642711018075
"O76024_IDR_206_237",0.473357288981925
"O76031_IDR_68_100",1
"O76039_IDR_303_918",1
"O76041_IDR_860_917",1
"O76050_IDR_1_55",0.391358008420227
"O76050_IDR_231_266",0.311519427068654
"O94761_IDR_857_892",0.350105195882576
"O94762_IDR_474_539",0.502550934008756
"O94762_IDR_614_909",0.497449065991244
"O94763_IDR_149_535",1
"O94766_IDR_1_71",1
"O94768_IDR_299_351",1
"O94769_IDR_159_302",0.512583454091772
"O94769_IDR_1_59",0.487416545908228
"O94776_IDR_321_360",0.246629998420135
"O94776_IDR_405_605",0.499937354968258
"O94776_IDR_612_660",0.253432646611607
"O94782_IDR_112_144",0.309957430912645
"O94782_IDR_1_68",0.215080690391556
"O94782_IDR_221_421",0.182206367999443
"O94782_IDR_647_732",0.292755510696356
"O94804_IDR_311_586",0.427808477696061
"O94804_IDR_921_968",0.572191522303939
"O94806_IDR_1_55",0.416953358571427
"O94806_IDR_203_252",0.258814581749356
"O94806_IDR_323_397",0.324232059679216
"O94842_IDR_265_569",0.560155513974476
"O94844_IDR_302_363",1
"O94850_IDR_1_711",1
"O94851_IDR_1062_1124",0.448278208462351
"O94851_IDR_629_990",0.551721791537649
"O94855_IDR_1_265",1
"O94864_IDR_1_142",0.246159169898708
"O94864_IDR_262_414",0.753840830101292
"O94868_IDR_416_466",0.51374091380826
"O94868_IDR_630_740",0.48625908619174
"O94874_IDR_398_471",1
"O94875_IDR_1_515",0.310241472448055
"O94875_IDR_520_874",0.689758527551945
"O94876_IDR_1_526",1
"O94880_IDR_1_315",0.163221012037426
"O94880_IDR_499_559",0.202285121249048
"O94913_IDR_1096_1277",0.256947864739958
"O94913_IDR_1279_1315",0.15563540443199
"O94913_IDR_1486_1555",0.402663425699593
"O94915_IDR_1471_1511",0.238496582055487
"O94915_IDR_1513_1548",0.197421805183979
"O94915_IDR_1902_1976",0.19028134683732
"O94915_IDR_2255_2293",0.181537813220088
"O94915_IDR_2301_2658",0.192262452703125
"O94916_IDR_1_262",0.283333292713877
"O94916_IDR_1461_1531",0.191245355452082
"O94916_IDR_547_1441",0.525421351834041
"O94919_IDR_287_330",1
"O94921_IDR_1_130",1
"O94923_IDR_42_98",1
"O94985_IDR_915_971",0.479192319047633
"O94986_IDR_1_257",0.439031591738034
"O94986_IDR_383_625",0.254115037744742
"O94986_IDR_974_1710",0.306853370517224
"O94988_IDR_235_711",0.271242796686205
"O94988_IDR_713_775",0.353800976040969
"O94988_IDR_849_943",0.374956227272826
"O94989_IDR_1_391",1
"O94991_IDR_1_37",0.371424598609208
"O94991_IDR_311_354",0.330563805507945
"O94991_IDR_599_830",0.298011595882847
"O94992_IDR_1_259",1
"O94993_IDR_1_707",1
"O95072_IDR_106_313",0.550890302989774
"O95072_IDR_371_479",0.449109697010226
"O95073_IDR_117_236",1
"O95076_IDR_1_343",1
"O95081_IDR_147_481",1
"O95096_IDR_1_135",1
"O95104_IDR_138_493",0.575115171810821
"O95104_IDR_631_1147",0.424884828189178
"O95125_IDR_128_238",0.555750348143806
"O95125_IDR_283_394",0.444249651856194
"O95136_IDR_310_353",1
"O95149_IDR_297_360",0.543552396196635
"O95149_IDR_53_94",0.456447603803365
"O95150_IDR_1_92",1
"O95153_IDR_1081_1621",0.137653807886664
"O95153_IDR_1_121",0.156506951462674
"O95153_IDR_1710_1761",0.14567886923047
"O95153_IDR_267_337",0.154096952695802
"O95153_IDR_517_650",0.207904694625147
"O95153_IDR_731_785",0.198158724099243
"O95196_IDR_428_566",0.698907379208014
"O95197_IDR_1_831",1
"O95198_IDR_1_31",1
"O95201_IDR_1_130",0.604167824825519
"O95201_IDR_135_305",0.395832175174481
"O95202_IDR_1_146",0.479170116779964
"O95202_IDR_449_538",0.520829883220036
"O95206_IDR_714_1003",1
"O95208_IDR_137_635",1
"O95210_IDR_27_83",0.469250040986934
"O95210_IDR_86_200",0.530749959013066
"O95218_IDR_1_330",1
"O95219_IDR_1_51",1
"O95229_IDR_228_277",1
"O95231_IDR_1_92",1
"O95232_IDR_231_432",1
"O95235_IDR_230_289",0.293195868490784
"O95235_IDR_512_567",0.270567335643738
"O95235_IDR_577_685",0.181473581082388
"O95238_IDR_1_52",0.612624743551208
"O95259_IDR_711_933",1
"O95260_IDR_105_268",1
"O95263_IDR_1_117",0.51864774767971
"O95263_IDR_385_441",0.234517279447475
"O95263_IDR_490_537",0.246834972872815
"O95267_IDR_1_40",0.498941988702155
"O95267_IDR_595_723",0.501058011297845
"O95271_IDR_1_179",0.695572528514018
"O95271_IDR_964_1026",0.304427471485982
"O95274_IDR_224_346",1
"O95279_IDR_255_346",0.302340195309586
"O95279_IDR_351_404",0.355081416326243
"O95279_IDR_425_469",0.342578388364171
"O95292_IDR_128_243",1
"O95297_IDR_187_232",1
"O95319_IDR_1_36",0.43171923264473
"O95319_IDR_261_363",0.56828076735527
"O95342_IDR_1_41",0.522996936698572
"O95342_IDR_659_735",0.477003063301428
"O95343_IDR_19_81",0.54534168754865
"O95399_IDR_14_98",1
"O95400_IDR_1_82",0.490963187773942
"O95400_IDR_233_277",0.509036812226058
"O95402_IDR_87_525",1
"O95405_IDR_24_687",0.334381561096064
"O95405_IDR_768_830",0.314489648445157
"O95405_IDR_838_890",0.35112879045878
"O95407_IDR_1_31",1
"O95409_IDR_1_143",0.485532074393677
"O95409_IDR_190_237",0.25704702621336
"O95409_IDR_403_528",0.257420899392963
"O95415_IDR_1_67",1
"O95416_IDR_73_211",1
"O95425_IDR_1337_1369",0.245992326640978
"O95425_IDR_1_33",0.256056510504691
"O95425_IDR_1382_1418",0.28019739414563
"O95425_IDR_43_1308",0.217753768708702
"O95428_IDR_583_615",0.479561940440997
"O95428_IDR_809_839",0.520438059559003
"O95429_IDR_1_377",1
"O95486_IDR_1_338",1
"O95487_IDR_1_468",0.722651681765914
"O95487_IDR_491_522",0.277348318234086
"O95490_IDR_1105_1404",0.696552978656589
"O95490_IDR_421_454",0.303447021343411
"O95500_IDR_188_232",1
"O95502_IDR_104_287",0.597926836673545
"O95502_IDR_28_85",0.402073163326455
"O95503_IDR_64_355",1
"O95544_IDR_1_71",1
"O95684_IDR_138_393",1
"O95685_IDR_1_98",1
"O95696_IDR_393_440",0.315653304113964
"O95696_IDR_66_114",0.345078643969635
"O95696_IDR_753_924",0.339268051916402
"O95704_IDR_420_465",0.544153837453302
"O95704_IDR_62_107",0.455846162546698
"O95707_IDR_44_84",1
"O95714_IDR_1556_1610",0.202915758223075
"O95714_IDR_960_997",0.195311996149327
"O95810_IDR_1_156",0.581193694163308
"O95810_IDR_162_425",0.418806305836692
"O95813_IDR_1_130",1
"O95817_IDR_500_575",0.361845313064891
"O95817_IDR_53_418",0.638154686935109
"O95819_IDR_307_913",1
"O95822_IDR_1_35",1
"O95831_IDR_26_85",0.351370220319462
"O95831_IDR_513_558",0.354979568445466
"O95831_IDR_87_122",0.293650211235072
"O95905_IDR_495_596",0.472879372028867
"O95907_IDR_198_237",0.502500255103514
"O95907_IDR_438_504",0.497499744896486
"O95922_IDR_387_423",1
"O95926_IDR_1_62",1
"O95931_IDR_65_210",1
"O95935_IDR_1_135",0.465406768945776
"O95935_IDR_313_496",0.534593231054224
"O95936_IDR_1_180",0.299460193285536
