"","GO0000981_DNA_binding_transcription_factor_activity._RNA_polymerase_II_specific"
"H3BQW9_IDR_1_95",1
"H3BR10_IDR_1_33",0.478779286175768
"H3BR10_IDR_58_107",0.521220713824232
"H3BSY2_IDR_176_601",0.452270217842234
"H3BSY2_IDR_22_121",0.547729782157766
"H3BTG2_IDR_84_121",1
"H3BU77_IDR_1_48",1
"H3BUK9_IDR_1_90",0.454316970219132
"H3BUK9_IDR_325_492",0.545683029780868
"H3BV12_IDR_1_125",0.534100194374196
"H3BV12_IDR_277_604",0.465899805625804
"H3BV60_IDR_179_288",1
"H7BZ55_IDR_1249_1370",0.672686582870183
"H7BZ55_IDR_1_520",0.327313417129817
"M0QZC1_IDR_116_157",0.318280644629156
"M0QZC1_IDR_159_314",0.355768824323226
"M0QZC1_IDR_1_59",0.325950531047619
"M0R2J8_IDR_1_39",0.248250986165559
"M0R2J8_IDR_1480_1524",0.174881060336373
"M0R2J8_IDR_1550_1603",0.174893993872191
"M0R2J8_IDR_1619_1658",0.188302213909605
"M0R2J8_IDR_61_162",0.213671745716273
"O00110_IDR_33_92",1
"O00116_IDR_1_32",0.570143031411351
"O00116_IDR_48_82",0.429856968588649
"O00139_IDR_556_611",0.554072852898109
"O00139_IDR_65_190",0.445927147101891
"O00141_IDR_61_91",1
"O00142_IDR_1_48",1
"O00144_IDR_1_35",0.317178109778915
"O00144_IDR_145_194",0.240278352689029
"O00144_IDR_547_591",0.442543537532056
"O00148_IDR_1_33",1
"O00151_IDR_90_253",1
"O00154_IDR_1_48",1
"O00155_IDR_325_361",1
"O00160_IDR_923_1043",1
"O00161_IDR_1_149",1
"O00165_IDR_100_199",0.507007187066678
"O00165_IDR_14_60",0.492992812933322
"O00167_IDR_182_265",1
"O00168_IDR_1_92",1
"O00178_IDR_1_60",0.550997402490571
"O00178_IDR_578_669",0.449002597509429
"O00213_IDR_279_364",0.476784372207416
"O00217_IDR_1_35",1
"O00219_IDR_1_78",1
"O00220_IDR_1_119",0.487944526459123
"O00220_IDR_289_352",0.512055473540877
"O00221_IDR_1_242",1
"O00222_IDR_1_33",0.423062293365197
"O00222_IDR_849_908",0.576937706634803
"O00230_IDR_1_39",0.535012266417571
"O00230_IDR_59_92",0.464987733582429
"O00237_IDR_523_605",1
"O00253_IDR_1_83",1
"O00254_IDR_1_36",1
"O00255_IDR_464_615",1
"O00257_IDR_65_529",1
"O00258_IDR_1_35",1
"O00267_IDR_1_132",0.499008984790363
"O00267_IDR_669_702",0.500991015209637
"O00268_IDR_1013_1052",0.30103348078021
"O00268_IDR_1_457",0.369806205232021
"O00268_IDR_469_851",0.329160313987768
"O00273_IDR_202_234",1
"O00287_IDR_1_44",0.482009243522956
"O00287_IDR_53_220",0.517990756477044
"O00291_IDR_1_37",0.474919369505932
"O00291_IDR_300_381",0.525080630494068
"O00292_IDR_224_258",1
"O00294_IDR_14_285",1
"O00295_IDR_1_268",1
"O00303_IDR_1_84",1
"O00327_IDR_444_599",0.647750280255852
"O00330_IDR_140_177",0.551343922065859
"O00330_IDR_221_270",0.448656077934141
"O00337_IDR_1_60",1
"O00339_IDR_1_48",1
"O00341_IDR_484_548",1
"O00358_IDR_138_358",0.578552614289585
"O00358_IDR_1_52",0.421447385710415
"O00391_IDR_546_692",1
"O00400_IDR_1_67",1
"O00401_IDR_141_216",0.536474957023154
"O00401_IDR_264_502",0.463525042976846
"O00408_IDR_908_941",1
"O00409_IDR_1_112",0.459897513820862
"O00409_IDR_204_490",0.540102486179138
"O00411_IDR_76_219",0.403285670550115
"O00411_IDR_9_62",0.596714329449885
"O00418_IDR_12_77",0.617167617039802
"O00418_IDR_330_499",0.382832382960198
"O00423_IDR_70_176",1
"O00425_IDR_159_192",1
"O00429_IDR_513_638",1
"O00443_IDR_1_366",1
"O00444_IDR_271_592",0.546011111722003
"O00444_IDR_809_884",0.453988888277997
"O00445_IDR_56_106",1
"O00451_IDR_1_33",0.486206607923906
"O00451_IDR_358_464",0.513793392076094
"O00458_IDR_1_75",0.53538945801359
"O00458_IDR_419_451",0.46461054198641
"O00482_IDR_131_255",0.483575302743524
"O00482_IDR_1_75",0.516424697256476
"O00488_IDR_1_59",0.427912794922382
"O00488_IDR_73_134",0.572087205077618
"O00499_IDR_276_516",1
"O00505_IDR_16_69",1
"O00506_IDR_294_379",1
"O00507_IDR_1595_1638",0.29682579946647
"O00507_IDR_1_64",0.274519575852209
"O00507_IDR_2477_2555",0.428654624681321
"O00512_IDR_1_1426",1
"O00515_IDR_1_517",1
"O00533_IDR_1115_1170",1
"O00541_IDR_257_316",0.571416121569915
"O00541_IDR_446_588",0.428583878430085
"O00548_IDR_574_700",1
"O00555_IDR_1_54",0.254083007411417
"O00555_IDR_1975_2502",0.254829505889818
"O00555_IDR_406_448",0.20315204252384
"O00555_IDR_801_1212",0.287935444174925
"O00559_IDR_111_158",0.250871529824167
"O00559_IDR_160_213",0.249010640445356
"O00559_IDR_1_62",0.219977924262329
"O00559_IDR_64_109",0.280139905468148
"O00560_IDR_1_44",1
"O00562_IDR_1194_1244",0.285100358057382
"O00562_IDR_256_332",0.24622655980823
"O00562_IDR_379_421",0.212292705778587
"O00562_IDR_581_682",0.256380376355801
"O00566_IDR_100_364",0.305998900423963
"O00592_IDR_1_353",1
"O00602_IDR_58_111",1
"O00629_IDR_1_69",1
"O00712_IDR_186_388",1
"O00716_IDR_1_175",0.46243315552497
"O00716_IDR_355_418",0.53756684447503
"O00746_IDR_1_34",1
"O00750_IDR_1_318",1
"O00763_IDR_171_231",0.507371751721519
"O00763_IDR_26_159",0.492628248278481
"O00767_IDR_1_65",1
"Q9Y6X0_IDR_1_1596",1
"Q9Y6X1_IDR_1_38",1
"Q9Y6X2_IDR_409_448",0.322560931757198
"Q9Y6X2_IDR_452_620",0.320813071748267
"Q9Y6X2_IDR_66_118",0.356625996494535
"Q9Y6X4_IDR_259_670",1
"Q9Y6X6_IDR_1175_1411",0.184540516161027
"Q9Y6X6_IDR_1419_1781",0.255779493942537
"Q9Y6X6_IDR_1817_1847",0.176997421509605
"Q9Y6X6_IDR_366_396",0.19656954840242
"Q9Y6X6_IDR_959_1011",0.186113019984411
"Q9Y6X8_IDR_1_151",0.197415170616133
"Q9Y6X8_IDR_158_280",0.165748086593128
"Q9Y6X8_IDR_314_486",0.118997847484622
"Q9Y6X8_IDR_488_562",0.159644451702807
"Q9Y6X8_IDR_564_635",0.211168229842585
"Q9Y6X8_IDR_761_837",0.147026213760726
"Q9Y6X9_IDR_530_800",0.395873834941991
"Q9Y6X9_IDR_829_905",0.604126165058009
"Q9Y6Y1_IDR_1172_1403",0.0964634341786252
"Q9Y6Y1_IDR_1407_1485",0.147551114281675
"Q9Y6Y1_IDR_1606_1673",0.133172549927742
"Q9Y6Y1_IDR_186_736",0.377268536960943
"Q9Y6Y1_IDR_779_862",0.112958963190527
"Q9Y6Y1_IDR_988_1031",0.132585401460488
"Q9Y6Y8_IDR_1_262",0.417010045356427
"Q9Y6Y8_IDR_598_656",0.150026503240421
"Q9Y6Y8_IDR_692_753",0.121206587205677
"Q9Y6Y8_IDR_892_934",0.311756864197475
"Q9Y6Z7_IDR_1_128",1
"U3KPV4_IDR_1_39",1
"O14513_IDR_516_668",0.20294268979506
"O14513_IDR_674_1909",0.204474289096559
"O14514_IDR_1199_1347",0.303554749114947
"O14514_IDR_1350_1557",0.433917329168458
"O14514_IDR_1_36",0.262527921716596
"O14519_IDR_1_58",1
"O14520_IDR_283_342",1
"O14521_IDR_1_36",1
"O14522_IDR_783_859",1
"O14523_IDR_33_80",0.525587143650991
"O14523_IDR_410_706",0.474412856349009
"O14524_IDR_392_444",1
"O14526_IDR_257_613",1
"O14529_IDR_1124_1167",0.175081357711603
"O14529_IDR_113_956",0.35888085707972
"O14529_IDR_1224_1457",0.250691030371467
"O14529_IDR_962_1043",0.21534675483721
"O14530_IDR_189_226",1
"O14531_IDR_507_572",1
"O14544_IDR_1_353",1
"O14607_IDR_376_834",0.351278063912404
"O14607_IDR_839_874",0.200875614298021
"O14607_IDR_994_1024",0.186565238194636
"O14613_IDR_1_39",0.414507275645396
"O14613_IDR_46_182",0.585492724354604
"O14617_IDR_630_914",1
"O14627_IDR_1_172",0.71230665977097
"O14627_IDR_226_284",0.28769334022903
"O14628_IDR_57_213",1
"O14633_IDR_1_109",1
"O14638_IDR_1_46",1
"O14639_IDR_337_372",0.293836874310395
"O14639_IDR_375_667",0.706163125689605
"O14640_IDR_376_408",0.233903943987969
"O14640_IDR_507_674",0.526894067774454
"O14640_IDR_90_243",0.239201988237577
"O14641_IDR_512_575",0.322523845702489
"O14641_IDR_578_715",0.468783174659305
"O14641_IDR_96_259",0.208692979638206
"O14645_IDR_20_60",1
"O14681_IDR_34_77",1
"O14686_IDR_1604_4707",0.47575574087897
"O14686_IDR_1_61",0.0994135811674937
"O14686_IDR_356_389",0.119679280006817
"O14686_IDR_396_1358",0.107206643687606
"O14686_IDR_4908_4975",0.197944754259113
"O14709_IDR_123_343",1
"O14713_IDR_1_57",1
"O14730_IDR_1_180",1
"O14733_IDR_1_88",1
"O14737_IDR_1_37",1
"O14745_IDR_113_148",0.503326253981064
"O14787_IDR_319_367",1
"O14788_IDR_1_57",1
"O14791_IDR_22_63",1
"O14792_IDR_1_50",1
"O14793_IDR_1_38",1
"O14795_IDR_152_377",1
"O14810_IDR_1_134",1
"O14813_IDR_1_284",1
"O14827_IDR_694_890",1
"O14828_IDR_1_132",1
"O14829_IDR_311_343",1
"O14830_IDR_314_402",1
"O14836_IDR_108_223",1
"O14843_IDR_299_346",1
"O14862_IDR_87_148",1
"O14863_IDR_54_105",1
"O14867_IDR_131_521",0.702709976692753
"O14867_IDR_654_718",0.297290023307247
"O14874_IDR_1_50",1
"O14896_IDR_120_185",1
"O14974_IDR_287_930",1
"O14976_IDR_325_371",0.577613732797891
"O14976_IDR_751_1172",0.422386267202109
"O14978_IDR_104_224",0.56785673231199
"O14978_IDR_227_375",0.43214326768801
"O14979_IDR_1_90",0.489318455009598
"O14979_IDR_92_146",0.510681544990402
"O14981_IDR_152_253",0.465753499170337
"O14981_IDR_976_1013",0.534246500829663
"O14986_IDR_279_320",0.448126627707396
"O14986_IDR_401_535",0.551873372292604
"O14990_IDR_1_202",1
"O14994_IDR_1_88",0.60178155948915
"O14994_IDR_399_562",0.398218440510849
"O15013_IDR_1223_1261",0.26948103249044
"O15013_IDR_1277_1326",0.317924606028185
"O15013_IDR_1_397",0.412594361481375
"O15014_IDR_1_33",0.123055156279689
"O15014_IDR_334_1411",0.742726464552091
"O15014_IDR_41_330",0.13421837916822
"O15034_IDR_1021_1052",0.303619816514931
"O15037_IDR_198_416",0.403242256721924
"O15037_IDR_595_628",0.596757743278076
"O15040_IDR_374_792",1
"O15041_IDR_736_775",1
"O15042_IDR_1_120",0.375452687419308
"O15042_IDR_126_268",0.364980705039346
"O15042_IDR_680_1029",0.259566607541346
"O15047_IDR_190_623",0.588857525784788
"O15047_IDR_833_1414",0.411142474215212
"O15049_IDR_1_477",0.512099028742378
"O15049_IDR_511_544",0.487900971257622
"O15050_IDR_1078_1140",0.228094002472116
"O15050_IDR_2891_2925",0.25958639775791
"O15050_IDR_609_678",0.250932137433046
"O15050_IDR_704_772",0.261387462336927
"O15054_IDR_1_1123",0.777670141346945
"O15054_IDR_1291_1321",0.222329858653055
"O15055_IDR_1_107",0.277797629137045
"O15055_IDR_475_845",0.263519962778862
"O15075_IDR_282_374",0.255836808459637
"O15075_IDR_653_740",0.34587042083446
"O15078_IDR_1021_1051",0.0853807024304878
"O15078_IDR_1412_1448",0.138305127987578
"O15078_IDR_1477_1535",0.0749450250882327
"O15078_IDR_1580_1620",0.0842738137359947
"O15078_IDR_1783_1902",0.0530234888444354
"O15078_IDR_1991_2082",0.0644287680935239
"O15078_IDR_2095_2127",0.0866014861716041
"O15078_IDR_2355_2385",0.0988617574653355
"O15078_IDR_2433_2479",0.0814227416078615
"O15078_IDR_491_612",0.0665109253173404
"O15078_IDR_63_175",0.0845172401092893
"O15078_IDR_636_785",0.081728923148317
"O15079_IDR_1_417",1
"O15083_IDR_1_374",0.254177297347867
"O15083_IDR_635_667",0.178176253873291
"O15083_IDR_740_806",0.140556500001617
"O15083_IDR_867_955",0.427089948777226
"O15085_IDR_1_40",0.182968949281586
"O15151_IDR_113_185",0.295247292903029
"O15151_IDR_209_275",0.38447057800131
"O15151_IDR_334_432",0.320282129095661
"O15156_IDR_145_344",0.501442561817242
"O15156_IDR_451_539",0.498557438182758
"O15162_IDR_42_82",1
"O15164_IDR_1013_1050",0.257172880063669
"O15164_IDR_1_49",0.201959687642132
"O15164_IDR_430_824",0.540867432294199
"O15165_IDR_33_306",1
"O15169_IDR_1_79",0.466659491405748
"O15169_IDR_214_778",0.533340508594252
"O15173_IDR_1_48",1
"O15178_IDR_1_38",0.233681955156815
"O15178_IDR_250_435",0.766318044843185
"O15194_IDR_1_39",1
"O15195_IDR_722_795",1
"O15198_IDR_210_249",1
"O15204_IDR_1_33",1
"O15209_IDR_151_423",0.357065656847757
"O15265_IDR_1_144",0.247144618580349
"O15265_IDR_153_892",0.752855381419651
"O15266_IDR_1_292",1
"O15270_IDR_1_61",1
"O15297_IDR_35_93",0.502089674129234
"O15297_IDR_379_597",0.497910325870766
"O15315_IDR_351_384",1
"O15327_IDR_1_34",0.323096373627972
"O15327_IDR_478_520",0.407263467930086
"O15327_IDR_527_570",0.269640158441942
"O15347_IDR_163_200",1
"O15350_IDR_300_354",0.166786315764027
"O15350_IDR_33_112",0.309463051898748
"O15350_IDR_374_489",0.523750632337224
"O15353_IDR_1_266",0.516020789578495
"O15353_IDR_365_520",0.28019785918116
"O15353_IDR_552_605",0.203781351240345
"O15354_IDR_1_246",0.481858114279185
"O15354_IDR_572_611",0.518141885720815
"O15399_IDR_897_1336",0.547979435385467
"O15400_IDR_121_164",1
"O15403_IDR_206_279",0.542543866078151
"O15403_IDR_475_523",0.457456133921849
"O15405_IDR_1_576",1
"O15409_IDR_1_338",0.242194126139164
"O15409_IDR_397_483",0.248847396618253
"O15409_IDR_582_715",0.508958477242583
"O15417_IDR_1_2777",1
"O15427_IDR_411_465",1
"O15431_IDR_1_41",1
"O15432_IDR_56_86",1
"O15438_IDR_855_946",1
"O15439_IDR_632_693",1
"O15440_IDR_1_87",0.410973188217794
"O15440_IDR_505_566",0.289427153019004
"O15440_IDR_787_838",0.299599658763202
"O15444_IDR_94_150",1
"O15446_IDR_124_510",1
"O15457_IDR_1_151",1
"O15503_IDR_12_78",1
"O15504_IDR_206_386",0.505781052926145
"O15504_IDR_24_112",0.494218947073855
"O15516_IDR_1_44",0.461437957176165
"O15516_IDR_382_846",0.538562042823835
"O15519_IDR_176_238",1
"O15520_IDR_8_68",1
"O15522_IDR_1_88",1
"O15523_IDR_1_138",1
"O15524_IDR_1_54",1
"O15529_IDR_299_346",1
"O15530_IDR_1_77",0.504437372534676
"O15530_IDR_366_443",0.495562627465324
"O15534_IDR_1_172",0.212131754527118
"O15534_IDR_1207_1290",0.322246297706417
"O15534_IDR_504_870",0.240076753693258
"O15534_IDR_944_1120",0.225545194073208
"O15535_IDR_136_253",1
"O15541_IDR_102_180",0.606007911630319
"O15541_IDR_21_99",0.393992088369681
"O43159_IDR_1_236",1
"O43164_IDR_169_411",0.29284729740762
"O43164_IDR_445_522",0.319195030137892
"O43164_IDR_50_159",0.387957672454488
"O43166_IDR_1030_1741",0.310719074958173
"O43166_IDR_1_203",0.243047477020401
"O43166_IDR_205_321",0.201016077273715
"O43166_IDR_356_406",0.245217370747711
"O43167_IDR_131_293",0.267279642604262
"O43167_IDR_651_697",0.732720357395738
"O43169_IDR_103_150",1
"O43172_IDR_1_31",0.496850700241459
"O43172_IDR_34_72",0.503149299758541
"O43173_IDR_1_63",1
"O43174_IDR_1_38",1
"O43181_IDR_1_52",1
"O43182_IDR_1_186",0.26822389972356
"O43182_IDR_299_402",0.24872444137154
"O43182_IDR_631_946",0.4830516589049
"O43184_IDR_1_37",0.522720679782856
"O43255_IDR_1_70",1
"O43257_IDR_1_77",1
"O43278_IDR_1_47",1
"O43281_IDR_60_430",1
"O43283_IDR_1_111",0.370117911614639
"O43283_IDR_448_966",0.629882088385361
"O43286_IDR_1_31",0.531701372703859
"O43286_IDR_57_95",0.468298627296141
"O43290_IDR_1_197",0.251827597373422
"O43290_IDR_282_350",0.24796205487997
"O43290_IDR_353_645",0.218851329425649
"O43290_IDR_649_697",0.281359018320959
"O43291_IDR_93_128",1
"O43293_IDR_281_313",1
"O43294_IDR_1_223",1
"O43295_IDR_183_219",0.22413013677185
"O43295_IDR_452_498",0.242680035216431
"O43295_IDR_718_753",0.251077153781017
"O43295_IDR_804_1099",0.282112674230703
"O43313_IDR_600_823",0.32397361013879
"O43314_IDR_898_1243",1
"O43318_IDR_301_502",1
"O43323_IDR_1_43",1
"O43345_IDR_59_142",1
"O43353_IDR_312_431",1
"O43361_IDR_23_130",1
"O43364_IDR_1_376",1
"O43365_IDR_1_238",0.469991999143281
"O43365_IDR_241_360",0.296255188672884
"O43365_IDR_371_409",0.233752812183835
"O43379_IDR_1_55",0.329284576426269
"O43379_IDR_760_1403",0.670715423573731
"O43390_IDR_505_596",1
"O43395_IDR_73_324",1
"O43399_IDR_128_206",0.560790243275166
"O43399_IDR_1_40",0.439209756724834
"O43405_IDR_126_159",1
"O43414_IDR_1_137",1
"O43422_IDR_93_154",1
"O43497_IDR_1545_1589",0.119462483352151
"O43497_IDR_1857_2377",0.232478887932386
"O43497_IDR_453_720",0.344825842903064
"O43505_IDR_1_53",1
"O43497_IDR_970_1229",0.171702968045385
"O43506_IDR_693_726",1
"O43508_IDR_1_121",1
"O43511_IDR_593_645",0.457299455049206
"O43511_IDR_735_780",0.542700544950794
"O43513_IDR_173_213",1
"O43516_IDR_1_503",1
"O43520_IDR_1182_1251",0.451079092999336
"O43520_IDR_1_59",0.548920907000664
"O43521_IDR_1_96",1
"O43524_IDR_1_156",0.33100798596663
"O43524_IDR_239_592",0.66899201403337
"O43525_IDR_1_100",0.357457651678244
"O43525_IDR_410_864",0.642542348321756
"O43526_IDR_25_69",0.147678760871588
"O43572_IDR_172_289",0.299276005061289
"O43572_IDR_515_562",0.296987401915122
"O43581_IDR_1_134",1
"O43583_IDR_70_113",1
"O43586_IDR_290_364",1
"O43593_IDR_1_108",0.210274257279351
"O43593_IDR_113_144",0.273310654122836
"O43593_IDR_189_548",0.26631038446305
"O43593_IDR_688_829",0.250104704134763
"O43597_IDR_1_172",1
"O43602_IDR_268_365",1
"O43603_IDR_312_379",1
"O43609_IDR_1_174",1
"O43610_IDR_1_142",1
"O43612_IDR_1_35",0.510253084760921
"O43612_IDR_99_131",0.489746915239079
"O43613_IDR_249_292",0.477812587360053
"O43613_IDR_380_425",0.522187412639946
"O43711_IDR_1_60",0.388887140834217
"O43711_IDR_219_262",0.274224789790445
"O43711_IDR_93_171",0.336888069375338
"O43719_IDR_1_42",0.437208598316814
"O43719_IDR_376_737",0.292147684258997
"O43719_IDR_78_123",0.270643717424188
"O43734_IDR_1_240",0.5376011634279
"O43734_IDR_250_404",0.4623988365721
"O43741_IDR_1_73",1
"O43747_IDR_588_699",1
"O43752_IDR_107_166",1
"O43763_IDR_1_163",1
"O43765_IDR_249_286",1
"O43768_IDR_1_64",0.601818710490216
"O43768_IDR_67_121",0.398181289509784
"O43781_IDR_1_137",0.594130441811906
"O43781_IDR_525_588",0.405869558188094
"O43790_IDR_438_486",1
"O43809_IDR_1_33",1
"O43896_IDR_638_803",0.126442873946854
"O43896_IDR_806_1103",0.705284008343799
"O43897_IDR_78_151",1
"O43900_IDR_369_615",1
"O43903_IDR_169_205",1
"O43908_IDR_1_102",1
"O43909_IDR_1_62",1
"O43914_IDR_69_113",1
"O43915_IDR_1_42",1
"O43918_IDR_101_206",0.239799716896714
"O60240_IDR_194_397",0.346095092283842
"O60240_IDR_401_522",0.312454961225312
"O60241_IDR_1245_1325",0.266743554517808
"O60241_IDR_1328_1542",0.458848404950938
"O60241_IDR_770_809",0.274408040531253
"O60242_IDR_1162_1309",0.270260420423671
"O60242_IDR_1313_1469",0.45458485787331
"O60242_IDR_242_282",0.275154721703019
"O60244_IDR_1_45",0.296508625163164
"O60244_IDR_974_1166",0.703491374836836
"O60245_IDR_186_221",0.307660441445482
"O60245_IDR_846_880",0.324499598868325
"O60245_IDR_905_1060",0.367839959686194
"O60248_IDR_1_58",0.286447915877682
"O60248_IDR_60_233",0.713552084122318
"O60258_IDR_1_48",1
"O60260_IDR_77_117",1
"O60264_IDR_1016_1052",0.318167388429252
"O60264_IDR_108_162",0.310921163907061
"O60264_IDR_1_85",0.370911447663687
"O60282_IDR_371_442",0.441106904126342
"O60282_IDR_896_957",0.558893095873658
"O60284_IDR_1_913",1
"O60285_IDR_1_51",0.492186654458173
"O60285_IDR_339_597",0.221608351712588
"O60285_IDR_606_636",0.286204993829239
"O60287_IDR_2012_2047",1
"O60290_IDR_1092_1169",0.359467408553655
"O60290_IDR_370_461",0.303296552534614
"O60290_IDR_69_134",0.337236038911732
"O60291_IDR_329_552",1
"O60292_IDR_1043_1712",0.297250045373523
"O60292_IDR_1_39",0.212642093284244
"O60292_IDR_248_330",0.133351995031811
"O60292_IDR_361_420",0.182271617873062
"O60292_IDR_43_148",0.17448424843736
"O60293_IDR_1_1139",1
"O60296_IDR_1_32",0.19228339820655
"O60296_IDR_139_177",0.181952745727491
"O60296_IDR_179_559",0.211069020614037
"O60309_IDR_1088_1141",0.217769740197969
"O60309_IDR_1146_1457",0.184372764241649
"O60309_IDR_1529_1634",0.172881759663299
"O60312_IDR_1313_1499",0.476058821435309
"O60312_IDR_615_687",0.523941178564691
"O60313_IDR_181_219",0.544141296234899
"O60313_IDR_33_72",0.455858703765101
"O60315_IDR_1058_1214",0.112450327836882
"O60315_IDR_1_1056",0.887549672163118
"O60318_IDR_1_477",0.232892856607141
"O60318_IDR_1912_1946",0.250305928065648
"O60318_IDR_479_620",0.250312131236129
"O60318_IDR_969_1129",0.266489084091081
"O60320_IDR_1_58",0.219676899335066
"O60320_IDR_210_280",0.35870657993255
"O60320_IDR_285_491",0.421616520732384
"O60331_IDR_1_67",0.330056490142367
"O60331_IDR_323_375",0.325255840986935
"O60331_IDR_447_632",0.344687668870697
"O60333_IDR_400_463",0.152887645612175
"O60381_IDR_121_188",0.291021489279627
"O60381_IDR_346_433",0.316712927016435
"O60383_IDR_1_51",0.583566999538146
"O60383_IDR_281_341",0.416433000461854
"O60391_IDR_884_1043",1
"O60393_IDR_1_691",1
"O60422_IDR_1_320",1
"O60423_IDR_1_102",0.457246087936246
"O60423_IDR_1221_1300",0.542753912063754
"O60447_IDR_1_130",0.424519478072699
"O60447_IDR_674_810",0.575480521927301
"O60462_IDR_602_635",0.537874361411587
"O60462_IDR_818_853",0.462125638588413
"O60469_IDR_1569_1602",0.440391680453572
"O60469_IDR_1618_2008",0.559608319546428
"O60476_IDR_1_107",0.694178589056877
"O60476_IDR_118_174",0.305821410943123
"O60478_IDR_1_32",1
"O60479_IDR_1_287",1
"O60512_IDR_345_393",0.454377586200126
"O60513_IDR_1_72",1
"O60516_IDR_51_100",1
"O60522_IDR_1164_1287",0.221857687971221
"O60522_IDR_1704_1775",0.248827743187004
"O60522_IDR_1898_1974",0.265881223431354
"O60522_IDR_675_743",0.263433345410421
"O60524_IDR_415_455",0.496253888065428
"O60524_IDR_669_975",0.503746111934572
"O60542_IDR_23_61",1
"O60548_IDR_1_125",0.242295162861528
"O60548_IDR_190_495",0.757704837138472
"O60551_IDR_1_111",1
"O60563_IDR_250_663",0.68996143275727
"O60563_IDR_670_726",0.31003856724273
"O60565_IDR_1_85",1
"O60566_IDR_202_718",1
"O60568_IDR_1_32",1
"O60573_IDR_1_52",1
"O60583_IDR_253_708",1
"O60673_IDR_2184_2260",0.152452825374808
"O60674_IDR_1_34",1
"O60675_IDR_123_156",1
"O60678_IDR_1_44",0.532483729031867
"O60678_IDR_164_216",0.467516270968133
"O60682_IDR_1_114",1
"O60684_IDR_1_78",1
"O60704_IDR_1_56",1
"O60706_IDR_622_666",0.55512587976229
"O60706_IDR_916_969",0.44487412023771
"O60711_IDR_12_136",1
"O60716_IDR_1_361",0.405927586183302
"O60716_IDR_599_645",0.285134346698437
"O60716_IDR_854_943",0.30893806711826
"O60721_IDR_1_386",0.303541979594052
"O60721_IDR_401_436",0.419413722767541
"O60721_IDR_618_896",0.277044297638407
"O60729_IDR_1_45",0.582848392972612
"O60729_IDR_379_498",0.417151607027388
"O60732_IDR_1_901",1
"O60828_IDR_81_265",1
"O60829_IDR_1_102",1
"O60830_IDR_140_172",1
"O60832_IDR_1_32",0.536228707901655
"O60832_IDR_420_514",0.463771292098345
"O60840_IDR_1599_1896",0.292359005395736
"O60840_IDR_1_66",0.221870989064765
"O60840_IDR_413_499",0.255702294566624
"O60840_IDR_765_829",0.230067710972875
"O60841_IDR_1_362",0.392271378003967
"O60841_IDR_369_626",0.607728621996033
"O60861_IDR_111_171",1
"O60869_IDR_1_69",1
"O60870_IDR_208_277",1
"O60882_IDR_1_31",1
"O60883_IDR_1_113",0.407778672991638
"O60883_IDR_438_480",0.592221327008362
"O60884_IDR_377_412",1
"O60885_IDR_1_58",0.274598523622467
"O60885_IDR_175_348",0.180565011503699
"O75078_IDR_202_235",1
"O75081_IDR_1_653",1
"O75084_IDR_1_45",0.503895637539649
"O75084_IDR_162_202",0.496104362460351
"O75095_IDR_1_34",1
"O75096_IDR_1650_1696",0.465533018164166
"O75096_IDR_1844_1905",0.534466981835834
"O75106_IDR_1_51",1
"O75112_IDR_501_538",0.370879343463503
"O75112_IDR_86_499",0.629120656536497
"O75113_IDR_194_343",0.276241226441395
"O75113_IDR_373_596",0.36620340630145
"O75113_IDR_789_851",0.357555367257155
"O75150_IDR_243_652",0.315157133369971
"O75151_IDR_444_1096",1
"O75152_IDR_85_770",1
"O75153_IDR_1262_1309",0.306562945815395
"O75153_IDR_1_37",0.408816499444763
"O75153_IDR_632_692",0.284620554739842
"O75154_IDR_1_206",0.27207497055819
"O75154_IDR_269_483",0.405701071042629
"O75154_IDR_627_664",0.322223958399181
"O75155_IDR_313_345",1
"O75157_IDR_1_780",1
"O75159_IDR_20_356",1
"O75264_IDR_1_130",1
"O75290_IDR_60_163",1
"O75298_IDR_1_339",1
"O75311_IDR_1_39",0.536418661469524
"O75311_IDR_349_417",0.463581338530476
"O75319_IDR_250_358",1
"O75323_IDR_7_45",1
"O75326_IDR_1_47",1
"O75330_IDR_1_95",0.520548438820082
"O75330_IDR_660_724",0.479451561179918
"O75333_IDR_1_58",0.521318539228103
"O75333_IDR_243_317",0.478681460771897
"O75334_IDR_1_888",0.536170565597646
"O75334_IDR_954_999",0.463829434402354
"O75335_IDR_1_822",0.390892202334937
"O75335_IDR_886_929",0.609107797665064
"O75339_IDR_1135_1184",0.443877097511198
"O75339_IDR_1_48",0.556122902488802
"O75351_IDR_78_111",1
"O75354_IDR_1_96",1
"O75398_IDR_1_149",0.278307064850556
"O75398_IDR_154_190",0.201491953147967
"O75398_IDR_275_515",0.266824812771146
"O75398_IDR_521_565",0.25337616923033
"O75410_IDR_1_595",1
"O75417_IDR_1_65",0.277025123047376
"O75417_IDR_840_877",0.301062163556718
"O75417_IDR_899_1821",0.421912713395906
"O75419_IDR_124_167",1
"O75420_IDR_535_889",0.396915158127296
"O75420_IDR_71_470",0.205580718841956
"O75420_IDR_966_1010",0.397504123030748
"O75425_IDR_138_184",1
"O75426_IDR_1_34",1
"O75427_IDR_1_31",0.463496436569824
"O75427_IDR_264_535",0.536503563430176
"O75439_IDR_1_44",1
"O75444_IDR_1_256",1
