"","GO0007018_microtubule_based_movement"
"Q5F1R6_IDR_353_481",0.49403116794812
"Q5FBB7_IDR_101_539",0.514538196395333
"Q5FBB7_IDR_1_92",0.485461803604667
"Q5FWE3_IDR_20_454",0.487783892011379
"Q5FWE3_IDR_721_972",0.512216107988621
"Q5FWF4_IDR_499_619",0.484330358593257
"Q5FWF4_IDR_646_721",0.515669641406743
"Q5FWF5_IDR_1_610",1
"Q5FWF6_IDR_73_174",1
"Q5FYB0_IDR_1_73",0.505021572527195
"Q5FYB0_IDR_559_599",0.494978427472805
"Q5GH72_IDR_117_172",0.327078131029333
"Q5GH72_IDR_1_48",0.336142582398478
"Q5GH72_IDR_446_497",0.336779286572189
"Q5H9J7_IDR_1_68",1
"Q5H9L2_IDR_1_206",1
"Q5H9L4_IDR_1_93",0.441607259980094
"Q5H9L4_IDR_286_391",0.558392740019906
"Q5H9M0_IDR_102_389",0.566235469129482
"Q5H9M0_IDR_506_539",0.433764530870518
"Q5H9R7_IDR_502_873",1
"Q5HY64_IDR_1_50",0.325267756824666
"Q5HY64_IDR_52_854",0.332128709651596
"Q5HY64_IDR_897_931",0.342603533523738
"Q5HY92_IDR_81_460",1
"Q5HYC2_IDR_1_72",0.347860618664612
"Q5HYC2_IDR_217_252",0.330483624645589
"Q5HYC2_IDR_489_2103",0.321655756689799
"Q5HYI7_IDR_246_312",1
"Q5HYJ3_IDR_140_260",0.258638986200745
"Q5HYJ3_IDR_1_77",0.241030105167611
"Q5HYJ3_IDR_301_339",0.257679011384666
"Q5HYJ3_IDR_83_126",0.242651897246978
"Q5HYK3_IDR_1_52",1
"Q5HYK7_IDR_1_412",1
"Q5HYK9_IDR_66_254",1
"Q5HYM0_IDR_1_104",0.259285885777011
"Q5HYM0_IDR_151_187",0.245916097849901
"Q5HYM0_IDR_349_514",0.244465315890844
"Q5HYM0_IDR_542_574",0.250332700482245
"Q5HYN5_IDR_1_118",1
"Q5JNZ3_IDR_118_248",0.52305725800463
"Q5JPB2_IDR_1_1672",1
"Q5JPH6_IDR_1_33",1
"Q5JPI3_IDR_103_133",1
"Q5JQC4_IDR_1_107",0.473695501055617
"Q5JQC4_IDR_147_288",0.526304498944384
"Q5JQC9_IDR_283_324",0.322208137044196
"Q5JQC9_IDR_452_637",0.33932879393479
"Q5JQC9_IDR_640_753",0.338463069021014
"Q5JQS6_IDR_1_64",1
"Q5JR12_IDR_1_67",1
"Q5JR59_IDR_1_1002",0.48756541014757
"Q5JR59_IDR_1336_1369",0.51243458985243
"Q5JR98_IDR_1_102",1
"Q5JRA6_IDR_126_1149",0.364921791586791
"Q5JRA6_IDR_1416_1486",0.227629920748596
"Q5JRA6_IDR_1554_1642",0.247186552139476
"Q5JRA6_IDR_1644_1907",0.160261735525137
"Q5JRC9_IDR_1_600",1
"Q5JRK9_IDR_1_111",1
"Q5JRM2_IDR_15_338",1
"Q5JRV8_IDR_1_46",0.529680246580477
"Q5JRV8_IDR_248_328",0.470319753419523
"Q5JRX3_IDR_806_836",1
"Q5JS13_IDR_1_37",0.494649868702015
"Q5JS13_IDR_284_417",0.505350131297985
"Q5JSH3_IDR_1_478",0.530897858323428
"Q5JSH3_IDR_553_589",0.469102141676572
"Q5JSJ4_IDR_563_766",1
"Q5JTD0_IDR_1_173",0.509667840593867
"Q5JTD0_IDR_182_557",0.490332159406133
"Q5JTH9_IDR_1044_1147",0.35856446552162
"Q5JTH9_IDR_1159_1297",0.312228826876913
"Q5JTH9_IDR_1_96",0.329206707601467
"Q5JTV8_IDR_23_343",1
"Q5JTW2_IDR_325_470",0.485292081607762
"Q5JTW2_IDR_543_689",0.514707918392238
"Q5JTY5_IDR_1_38",1
"Q5JTZ5_IDR_84_239",1
"Q5JTZ9_IDR_1_35",1
"Q5JU00_IDR_1_59",1
"Q5JU67_IDR_1_38",0.495493181902079
"Q5JU67_IDR_413_453",0.504506818097921
"Q5JU85_IDR_1092_1488",0.479889838589714
"Q5JU85_IDR_1_753",0.520110161410286
"Q5JUK2_IDR_111_304",0.504304643223138
"Q5JUK2_IDR_1_60",0.495695356776862
"Q5JUK3_IDR_1030_1116",0.375893218947658
"Q5JUK3_IDR_1_48",0.309745127929788
"Q5JUK3_IDR_621_729",0.314361653122554
"Q5JUK9_IDR_1_113",1
"Q5JUX0_IDR_1_46",1
"Q5JVG2_IDR_59_209",1
"Q5JVS0_IDR_33_288",0.534380098593291
"Q5JVS0_IDR_363_400",0.465619901406709
"Q5JVX7_IDR_1_168",0.546437170057514
"Q5JVX7_IDR_260_310",0.453562829942486
"Q5JWF2_IDR_1_659",1
"Q5JWR5_IDR_549_674",0.230729316362955
"Q5JY77_IDR_1_1117",1
"Q5JYT7_IDR_1055_1200",0.482771879870631
"Q5JYT7_IDR_192_561",0.517228120129369
"Q5K4E3_IDR_1_43",1
"Q5K4L6_IDR_118_161",1
"Q5K651_IDR_80_155",1
"Q5KSL6_IDR_1_214",0.468329869351702
"Q5KSL6_IDR_726_839",0.531670130648298
"Q5KU26_IDR_394_605",1
"Q5M775_IDR_1_395",0.373297970218504
"Q5M775_IDR_532_584",0.297296457848439
"Q5M775_IDR_716_956",0.329405571933058
"Q5M7Z0_IDR_1_139",1
"Q5M8T2_IDR_305_382",1
"Q5M9N0_IDR_1_101",0.470701696382203
"Q5M9N0_IDR_797_1113",0.529298303617797
"Q5M9Q1_IDR_1_294",1
"Q5MAI5_IDR_292_379",1
"Q5MCW4_IDR_61_185",1
"Q5MIZ7_IDR_684_849",1
"Q5MJ07_IDR_1_46",1
"Q5MJ10_IDR_1_55",0.493911559251801
"Q5MJ10_IDR_58_180",0.506088440748199
"Q5MJ68_IDR_1_53",0.499843163862288
"Q5MJ68_IDR_220_250",0.500156836137712
"Q5MJ70_IDR_1_63",0.508686619581629
"Q5MJ70_IDR_211_307",0.491313380418371
"Q5MNV8_IDR_1_37",1
"Q5QGZ9_IDR_13_103",1
"Q5QJ38_IDR_93_904",1
"Q5QJE6_IDR_1_488",0.522243246438907
"Q5QJE6_IDR_494_641",0.477756753561093
"Q5QNW6_IDR_1_36",1
"Q5QP82_IDR_1_60",1
"Q5R372_IDR_462_502",0.519684659718212
"Q5R372_IDR_66_125",0.480315340281789
"Q5R3F8_IDR_261_295",0.253323339749346
"Q5R3F8_IDR_448_495",0.261650551401534
"Q5R3F8_IDR_508_546",0.258531550081628
"Q5R3F8_IDR_557_730",0.226494558767492
"Q5RHP9_IDR_101_280",0.467172540946384
"Q5RHP9_IDR_403_1530",0.532827459053616
"Q5RIA9_IDR_1_38",1
"Q5RKV6_IDR_1_31",1
"Q5RL73_IDR_144_305",1
"Q5SGD2_IDR_47_79",1
"Q5SNT2_IDR_372_629",1
"Q5SQ80_IDR_221_524",1
"Q5SQH8_IDR_1_111",1
"Q5SQI0_IDR_193_394",1
"Q5SQQ9_IDR_1_118",0.506118956039765
"Q5SQQ9_IDR_122_334",0.493881043960235
"Q5SQS8_IDR_115_154",0.310216674499311
"Q5SQS8_IDR_1_33",0.314118655314917
"Q5SQS8_IDR_156_274",0.375664670185772
"Q5SR56_IDR_1_39",0.4738484426855
"Q5SR56_IDR_451_506",0.5261515573145
"Q5SRE5_IDR_1506_1542",1
"Q5SVQ8_IDR_735_765",0.446247675928052
"Q5SVZ6_IDR_1_46",0.491368835240478
"Q5SVZ6_IDR_315_429",0.508631164759522
"Q5SW24_IDR_1_745",1
"Q5SW79_IDR_102_1416",0.604503971257705
"Q5SW79_IDR_1504_1584",0.395496028742296
"Q5SW96_IDR_178_308",1
"Q5SWH9_IDR_1_86",1
"Q5SWX8_IDR_386_424",1
"Q5SXM1_IDR_1_94",1
"Q5SXM2_IDR_1391_1469",0.248430114657306
"Q5SXM2_IDR_1_79",0.322947084171818
"Q5SXM2_IDR_501_790",0.228733244655274
"Q5SXM2_IDR_811_1269",0.199889556515602
"Q5SXM8_IDR_1_63",1
"Q5SY16_IDR_1_110",0.482295879516429
"Q5SY16_IDR_672_702",0.517704120483571
"Q5SYB0_IDR_1347_1395",0.486073292717166
"Q5SYB0_IDR_505_1325",0.513926707282834
"Q5SYC1_IDR_273_327",1
"Q5T036_IDR_1_140",1
"Q5T089_IDR_390_428",0.481261583461399
"Q5T089_IDR_467_497",0.518738416538601
"Q5T0B9_IDR_1_310",1
"Q5T0D9_IDR_1_58",1
"Q5T0F9_IDR_1_308",0.366611432816715
"Q5T0F9_IDR_325_418",0.305821160685908
"Q5T0F9_IDR_430_532",0.327567406497377
"Q5T0J7_IDR_107_172",1
"Q5T0L3_IDR_121_168",0.33746234045229
"Q5T0L3_IDR_226_261",0.33198339107952
"Q5T0L3_IDR_5_82",0.33055426846819
"Q5T0N5_IDR_284_373",0.473315281954075
"Q5T0N5_IDR_438_534",0.526684718045925
"Q5T0T0_IDR_1_76",0.484520850194597
"Q5T0T0_IDR_244_291",0.515479149805403
"Q5T0W9_IDR_284_1011",1
"Q5T0Z8_IDR_1_35",0.526174194672502
"Q5T0Z8_IDR_85_1188",0.473825805327498
"Q5T292_IDR_66_105",1
"Q5T2D2_IDR_126_275",1
"Q5T2D3_IDR_1_49",0.325431523104737
"Q5T2D3_IDR_191_254",0.328488940535179
"Q5T2D3_IDR_273_388",0.346079536360084
"Q5T2E6_IDR_323_355",1
"Q5T2R2_IDR_1_90",1
"Q5T2S8_IDR_312_444",1
"Q5T2T1_IDR_302_345",1
"Q5T2W1_IDR_472_519",1
"Q5T3F8_IDR_737_771",0.483411833495829
"Q5T3F8_IDR_778_832",0.516588166504171
"Q5T3J3_IDR_237_292",0.188101429009617
"Q5T3J3_IDR_295_350",0.194229819428591
"Q5T3J3_IDR_373_569",0.208699320946606
"Q5T3J3_IDR_590_728",0.210172573260326
"Q5T3J3_IDR_61_147",0.198796857354861
"Q5T3U5_IDR_824_864",1
"Q5T440_IDR_1_44",1
"Q5T442_IDR_107_203",0.54384520384708
"Q5T4S7_IDR_2708_2965",0.145255350419235
"Q5T4S7_IDR_3334_3387",0.134257706287141
"Q5T4T6_IDR_405_709",1
"Q5T4W7_IDR_19_120",1
"Q5T5A4_IDR_1_41",1
"Q5T5A8_IDR_1_94",1
"Q5T5B0_IDR_1_92",1
"Q5T5C0_IDR_1038_1113",0.252138403681116
"Q5T5C0_IDR_1_35",0.250025921750484
"Q5T5C0_IDR_554_595",0.244559715126608
"Q5T5C0_IDR_675_790",0.253275959441792
"Q5T5D7_IDR_61_139",1
"Q5T5J6_IDR_1_385",0.379501355027059
"Q5T5J6_IDR_542_573",0.302749959117819
"Q5T5J6_IDR_712_747",0.317748685855122
"Q5T5M9_IDR_266_321",1
"Q5T5N4_IDR_66_178",1
"Q5T5P2_IDR_1_158",0.252932493127357
"Q5T5P2_IDR_1451_1943",0.2224695268924
"Q5T5P2_IDR_267_792",0.257428115209347
"Q5T5P2_IDR_795_1443",0.267169864770896
"Q5T5S1_IDR_1_38",0.317594379584703
"Q5T5S1_IDR_226_294",0.334956584492042
"Q5T5S1_IDR_459_509",0.347449035923255
"Q5T5U3_IDR_1042_1120",0.255868660669529
"Q5T5U3_IDR_1342_1954",0.268145341614415
"Q5T5U3_IDR_1_40",0.231533684919216
"Q5T5U3_IDR_170_927",0.24445231279684
"Q5T5X7_IDR_1_214",0.251574643098463
"Q5T5X7_IDR_344_385",0.250241196678482
"Q5T681_IDR_178_223",0.238158869712306
"Q5T681_IDR_82_117",0.259186297257069
"Q5T686_IDR_63_147",1
"Q5T6C5_IDR_1_78",0.527577317626063
"Q5T6C5_IDR_85_722",0.472422682373937
"Q5T6F0_IDR_1_38",1
"Q5T6F2_IDR_1_1116",1
"Q5T6S3_IDR_1_35",0.471958243857956
"Q5T6S3_IDR_348_541",0.528041756142043
"Q5T6X4_IDR_1_67",1
"Q5T6X5_IDR_852_926",1
"Q5T749_IDR_1_579",1
"Q5T750_IDR_1_224",1
"Q5T751_IDR_1_118",1
"Q5T752_IDR_1_114",1
"Q5T753_IDR_1_117",1
"Q5T754_IDR_1_117",1
"Q5T7B8_IDR_186_216",0.338014714076663
"Q5T7B8_IDR_544_1281",0.316286298117884
"Q5T7B8_IDR_68_168",0.345698987805453
"Q5T7M4_IDR_1_67",1
"Q5T7M9_IDR_14_45",1
"Q5T7N2_IDR_1_208",0.367637394610946
"Q5T7N2_IDR_318_362",0.274772395140007
"Q5T7N2_IDR_364_622",0.357590210249047
"Q5T7N3_IDR_1_38",0.470555224716181
"Q5T7N3_IDR_47_743",0.529444775283819
"Q5T7P2_IDR_1_110",1
"Q5T7P8_IDR_83_132",0.476171583894995
"Q5T870_IDR_1_85",1
"Q5T871_IDR_45_98",1
"Q5T8A7_IDR_1_1209",1
"Q5T8D3_IDR_150_442",1
"Q5T8I3_IDR_151_301",1
"Q5T8P6_IDR_335_371",0.150970711884431
"Q5T8P6_IDR_427_524",0.164687469283478
"Q5T8P6_IDR_608_737",0.152386192072285
"Q5T8P6_IDR_793_879",0.168541042472056
"Q5T8P6_IDR_85_294",0.176593526539973
"Q5T8P6_IDR_962_1007",0.186821057747777
"Q5T953_IDR_49_351",1
"Q5T9C2_IDR_156_317",1
"Q5T9C9_IDR_1_38",0.489428623656221
"Q5T9C9_IDR_292_323",0.510571376343779
"Q5T9L3_IDR_497_541",1
"Q5T9S5_IDR_1_168",0.323583154382587
"Q5T9S5_IDR_1266_1454",0.354134672288193
"Q5T9S5_IDR_356_522",0.32228217332922
"Q5T9Z0_IDR_232_273",1
"Q5TA76_IDR_1_89",1
"Q5TA77_IDR_1_95",1
"Q5TA79_IDR_1_104",1
"Q5TA81_IDR_1_108",1
"Q5TA82_IDR_1_108",1
"Q5TA89_IDR_121_159",1
"Q5TAB7_IDR_1_32",1
"Q5TAX3_IDR_1284_1505",0.220196673736015
"Q5TAX3_IDR_31_284",0.301826220301344
"Q5TAX3_IDR_579_617",0.237161127309697
"Q5TAX3_IDR_714_892",0.240815978652944
"Q5TB30_IDR_108_179",0.373718610550679
"Q5TB30_IDR_311_345",0.299656718310952
"Q5TB30_IDR_351_562",0.326624671138369
"Q5TB80_IDR_1030_1180",0.299350189684478
"Q5TB80_IDR_1_788",0.51082619489869
"Q5TB80_IDR_930_960",0.189823615416832
"Q5TBA9_IDR_1523_1591",0.141003555582202
"Q5TBA9_IDR_1_53",0.117846496754418
"Q5TBA9_IDR_1743_1785",0.131668446836258
"Q5TBA9_IDR_1937_1977",0.142185840635569
"Q5TBA9_IDR_1987_2035",0.127893121882638
"Q5TBA9_IDR_2343_2417",0.133290716613783
"Q5TBA9_IDR_2419_2656",0.206111821695131
"Q5TBB1_IDR_236_296",1
"Q5TBK1_IDR_1_39",0.519999235183689
"Q5TBK1_IDR_190_243",0.480000764816311
"Q5TC12_IDR_97_140",1
"Q5TC79_IDR_130_364",0.528888958634053
"Q5TC79_IDR_460_503",0.471111041365946
"Q5TC82_IDR_398_1133",1
"Q5TC84_IDR_1_90",0.49668107766773
"Q5TCM9_IDR_1_116",1
"Q5TC84_IDR_316_451",0.50331892233227
"Q5TCQ9_IDR_204_289",0.182950266490682
"Q5TCQ9_IDR_539_571",0.156370424157486
"Q5TCQ9_IDR_659_711",0.166095186805891
"Q5TCX8_IDR_486_1036",0.539264326809826
"Q5TCY1_IDR_313_543",0.471204338923745
"Q5TCY1_IDR_548_1321",0.528795661076255
"Q5TCZ1_IDR_132_163",0.25152633227585
"Q5TCZ1_IDR_325_447",0.251043062045419
"Q5TCZ1_IDR_505_836",0.243099931987699
"Q5TCZ1_IDR_900_1068",0.254330673691033
"Q5TD94_IDR_1_203",0.504758653327043
"Q5TD94_IDR_376_425",0.495241346672957
"Q5TDH0_IDR_365_399",0.533103858917234
"Q5TDH0_IDR_80_133",0.466896141082766
"Q5TDP6_IDR_1_63",1
"Q5TEA6_IDR_1_37",1
"Q5TEC3_IDR_1_262",1
"Q5TEJ8_IDR_544_631",1
"Q5TEU4_IDR_1_42",1
"Q5TF21_IDR_1_807",0.624124287524762
"Q5TF21_IDR_894_925",0.375875712475238
"Q5TF39_IDR_148_227",0.412682036425358
"Q5THJ4_IDR_1558_1610",0.167484353224881
"Q5THJ4_IDR_1741_1779",0.157978562777289
"Q5THJ4_IDR_2419_2460",0.16141304873188
"Q5THJ4_IDR_2597_2633",0.162646981469182
"Q5THJ4_IDR_747_793",0.180475251454656
"Q5THJ4_IDR_908_945",0.170001802342111
"Q5THK1_IDR_1_1608",0.560468434297166
"Q5THK1_IDR_1891_2040",0.439531565702834
"Q5THR3_IDR_1247_1304",0.229492474001816
"Q5THR3_IDR_1_52",0.248698066460828
"Q5THR3_IDR_245_275",0.265115848284576
"Q5THR3_IDR_575_617",0.25669361125278
"Q5TID7_IDR_1_376",1
"Q5TIE3_IDR_608_806",0.505855390789607
"Q5TIE3_IDR_921_1139",0.494144609210393
"Q5TKA1_IDR_1_99",0.510904818263398
"Q5TKA1_IDR_288_333",0.489095181736602
"Q5TYW1_IDR_61_190",1
"Q5TYW2_IDR_222_517",1
"Q5TZF3_IDR_1_34",1
"Q5VSG8_IDR_1_98",1
"Q5VSL9_IDR_1_64",0.490350964825046
"Q5VSL9_IDR_318_435",0.509649035174954
"Q5VST9_IDR_4780_4812",0.172375977490418
"Q5VST9_IDR_5489_5524",0.165462784190109
"Q5VST9_IDR_5545_5597",0.171009862512067
"Q5VST9_IDR_6241_6297",0.162284957025551
"Q5VST9_IDR_6725_6757",0.167706403280598
"Q5VST9_IDR_6770_7273",0.161160015501257
"Q5VSY0_IDR_22_251",1
"Q5VT03_IDR_136_314",0.313034555253526
"Q5VT03_IDR_16_134",0.323391807103707
"Q5VT03_IDR_331_806",0.363573637642767
"Q5VT06_IDR_1_2842",0.790523078565773
"Q5VT06_IDR_2876_2908",0.209476921434227
"Q5VT25_IDR_412_443",0.18919061012779
"Q5VT25_IDR_455_485",0.184276659996623
"Q5VT25_IDR_644_705",0.237203733335975
"Q5VT25_IDR_934_1020",0.205692364507313
"Q5VTR2_IDR_112_174",0.255376589650575
"Q5VTR2_IDR_259_650",0.493160348392219
"Q5VTT5_IDR_1_94",1
"Q5VU36_IDR_1_1336",1
"Q5VU43_IDR_2020_2170",0.233121445676647
"Q5VU43_IDR_515_1886",0.493171385891205
"Q5VU43_IDR_94_283",0.273707168432148
"Q5VU57_IDR_445_503",1
"Q5VU65_IDR_1841_1888",1
"Q5VU92_IDR_1_46",1
"Q5VU97_IDR_1126_1172",0.34462956539614
"Q5VU97_IDR_1199_1254",0.341664902021308
"Q5VU97_IDR_1_35",0.313705532582552
"Q5VUA4_IDR_1_2279",1
"Q5VUB5_IDR_327_708",0.468001079758753
"Q5VUB5_IDR_712_890",0.531998920241247
"Q5VUE5_IDR_1_71",1
"Q5VUG0_IDR_1_39",0.331758649655294
"Q5VUG0_IDR_480_521",0.307355952321389
"Q5VUG0_IDR_647_818",0.360885398023316
"Q5VV43_IDR_163_265",0.482733797642938
"Q5VV43_IDR_984_1072",0.517266202357062
"Q5VV52_IDR_1_198",1
"Q5VV67_IDR_142_298",0.409993587522831
"Q5VV67_IDR_1_58",0.304142101143857
"Q5VV67_IDR_368_1536",0.285864311333312
"Q5VVJ2_IDR_1_33",0.224673518094427
"Q5VVJ2_IDR_468_504",0.223663069108388
"Q5VVJ2_IDR_515_554",0.219909025497115
"Q5VVJ2_IDR_79_371",0.33175438730007
"Q5VVM6_IDR_1_310",0.535782566942886
"Q5VVM6_IDR_571_783",0.464217433057114
"Q5VVP1_IDR_1_1332",1
"Q5VVW2_IDR_422_472",0.477894576726772
"Q5VVW2_IDR_808_995",0.522105423273228
"Q5VVX9_IDR_239_297",1
"Q5VW00_IDR_1_47",1
"Q5VWG9_IDR_95_849",1
"Q5VW22_IDR_144_254",0.505759381550133
"Q5VW22_IDR_322_384",0.494240618449866
"Q5VW32_IDR_377_407",1
"Q5VW38_IDR_560_600",1
"Q5VWI1_IDR_1_37",0.321319464463476
"Q5VWI1_IDR_384_445",0.367660569167385
"Q5VWI1_IDR_85_338",0.311019966369139
"Q5VWJ9_IDR_1_86",1
"Q5VWK0_IDR_1_638",1
"Q5VWN6_IDR_218_261",0.151139206633243
"Q5VWN6_IDR_283_746",0.157671898984187
"Q5VWN6_IDR_757_791",0.159786032512808
"Q5VWW1_IDR_36_120",1
"Q5VWX1_IDR_164_287",1
"Q5VX71_IDR_432_490",1
"Q5VXD3_IDR_1_44",1
"Q5VXT5_IDR_241_272",1
"Q5VXU3_IDR_1_75",1
"Q5VXU9_IDR_1102_1425",0.289478247282655
"Q5VXU9_IDR_206_287",0.307468607542777
"Q5VXU9_IDR_369_577",0.403053145174568
"Q5VY09_IDR_1_305",1
"Q5VY43_IDR_798_1037",1
"Q5VYM1_IDR_93_1034",1
"Q5VYP0_IDR_1_31",0.477620929047326
"Q5VYP0_IDR_34_1333",0.522379070952674
"Q5VYS8_IDR_1_209",0.252452522968182
"Q5VYS8_IDR_1362_1436",0.264400268274987
"Q5VYS8_IDR_1460_1495",0.207519873678551
"Q5VYS8_IDR_639_940",0.27562733507828
"Q5VYV0_IDR_92_424",1
"Q5VYV7_IDR_124_408",1
"Q5VZ18_IDR_1_383",1
"Q5VZ19_IDR_107_139",1
"Q5VZ46_IDR_1_1109",1
"Q5VZ66_IDR_1_33",0.304443401777119
"Q5VZ66_IDR_138_527",0.387372899980079
"Q5VZ66_IDR_590_677",0.308183698242801
"Q5VZ89_IDR_1539_1679",0.49352868370436
"Q5VZ89_IDR_900_1536",0.50647131629564
"Q5VZB9_IDR_1_333",1
"Q5VZP5_IDR_356_388",0.140891245631312
"Q5VZP5_IDR_405_450",0.159680176184417
"Q5VZP5_IDR_452_551",0.168570712717293
"Q5VZP5_IDR_555_1134",0.23244487930063
"Q6ZS81_IDR_939_975",0.233734952061543
"Q6ZS82_IDR_106_235",1
"Q6ZSB9_IDR_121_393",1
"Q6ZSC3_IDR_173_216",1
"Q6ZSG1_IDR_16_175",1
"Q6ZSG2_IDR_1_355",0.487610491525238
"Q6ZSG2_IDR_389_479",0.512389508474762
"Q6ZSJ9_IDR_132_483",0.543582509514582
"Q6ZSJ9_IDR_1_88",0.456417490485418
"Q6ZSM3_IDR_1_39",0.327663843387951
"Q6ZSM3_IDR_230_260",0.346715602574199
"Q6ZSM3_IDR_469_516",0.32562055403785
"Q6ZSS3_IDR_65_143",1
"Q6ZSS7_IDR_1_48",0.331570289877408
"Q6ZSS7_IDR_395_430",0.320349050844112
"Q6ZSS7_IDR_626_791",0.34808065927848
"Q6ZT07_IDR_1066_1204",0.352386208173955
"Q6ZT07_IDR_940_999",0.329130745078375
"Q6ZT12_IDR_1002_1083",0.332366904824849
"Q6ZT12_IDR_1159_1191",0.32803629034959
"Q6ZT12_IDR_1193_1229",0.33959680482556
"Q6ZT52_IDR_210_329",1
"Q6ZT98_IDR_1_37",0.297666207210902
"Q6ZT98_IDR_387_437",0.311339144279598
"Q6ZT98_IDR_486_682",0.3909946485095
"Q6ZTA4_IDR_252_298",0.484503840295378
"Q6ZTA4_IDR_41_154",0.515496159704622
"Q6ZTI6_IDR_1_81",1
"Q6ZTQ3_IDR_109_183",0.548446707575712
"Q6ZTQ3_IDR_185_215",0.451553292424288
"Q6ZTQ4_IDR_839_885",1
"Q6ZTR5_IDR_1457_1518",0.502584038880832
"Q6ZTR5_IDR_3140_3187",0.497415961119168
"Q6ZTR7_IDR_228_304",1
"Q6ZTW0_IDR_1_33",1
"Q6ZTZ1_IDR_136_234",0.532321371937895
"Q6ZTZ1_IDR_1_43",0.467678628062105
"Q6ZU15_IDR_401_432",1
"Q6ZU35_IDR_1096_1164",0.152535424729207
"Q6ZU35_IDR_16_535",0.29074470978152
"Q6ZU35_IDR_551_584",0.133070260778837
"Q6ZU35_IDR_620_666",0.144926101915365
"Q6ZU35_IDR_678_857",0.138917243122536
"Q6ZU35_IDR_860_1089",0.139806259672535
"Q6ZU52_IDR_1_694",1
"Q6ZU69_IDR_378_1335",0.340194157596178
"Q6ZU80_IDR_1_216",0.533699541742341
"Q6ZU80_IDR_954_1094",0.466300458257659
"Q6ZUB0_IDR_33_525",0.476035435148387
"Q6ZUB0_IDR_534_884",0.523964564851613
"Q6ZUB1_IDR_87_1445",1
"Q6ZUI0_IDR_1_51",1
"Q6ZUJ4_IDR_33_123",1
"Q6ZUJ8_IDR_143_174",0.304187359269655
"Q6ZUJ8_IDR_398_631",0.395039779525008
"Q6ZV65_IDR_1_224",0.518586214970359
"Q6ZV65_IDR_265_296",0.481413785029641
"Q6ZV73_IDR_1286_1319",0.496263100847604
"Q6ZV73_IDR_1_869",0.503736899152396
"Q6ZV89_IDR_152_265",1
"Q6ZVC0_IDR_1_841",1
"Q6ZVD7_IDR_223_975",1
"Q6ZVD8_IDR_1051_1111",0.323907189780795
"Q6ZVD8_IDR_1177_1254",0.321691284078775
"Q6ZVD8_IDR_1279_1318",0.35440152614043
"Q6ZVF9_IDR_1_680",0.479400202336238
"Q6ZVF9_IDR_721_776",0.520599797663762
"Q6ZVH7_IDR_327_798",0.501452572252104
"Q6ZVH7_IDR_931_974",0.498547427747896
"Q6ZVL6_IDR_1207_1816",0.470710865615485
"Q6ZVL6_IDR_1_818",0.529289134384515
"Q6ZVM7_IDR_155_212",0.332018130747695
"Q6ZVM7_IDR_308_440",0.336368898747211
"Q6ZWK4_IDR_39_108",1
"Q6ZWT7_IDR_465_520",1
"Q701N2_IDR_1_237",1
"Q701N4_IDR_1_177",1
"Q702N8_IDR_1_42",0.186281541155019
"Q702N8_IDR_561_729",0.225438873817384
"Q702N8_IDR_734_791",0.194875918912111
"Q702N8_IDR_863_909",0.201460851661966
"Q702N8_IDR_935_1843",0.191942814453519
"Q709C8_IDR_1375_1417",0.319873137521491
"Q709C8_IDR_1889_1929",0.326351956155337
"Q709C8_IDR_838_904",0.353774906323172
"Q70CQ1_IDR_287_328",0.457413509011108
"Q70CQ1_IDR_86_255",0.542586490988892
"Q70CQ2_IDR_3331_3513",0.348623933610261
"Q70CQ2_IDR_479_848",0.318671646331002
"Q70CQ2_IDR_85_144",0.332704420058737
"Q70YC5_IDR_1_173",0.443372507612079
"Q70YC5_IDR_186_407",0.556627492387921
"Q70Z44_IDR_362_399",1
"Q70Z53_IDR_1_70",0.499683898307759
"Q70Z53_IDR_219_289",0.500316101692241
"Q711Q0_IDR_1_1435",1
"Q712K3_IDR_193_238",1
"Q717R9_IDR_1_77",0.482339522255112
"Q717R9_IDR_80_158",0.517660477744888
"Q71DI3_IDR_1_41",1
"Q71F23_IDR_1_245",1
"Q71F56_IDR_1522_1670",0.186973433130851
"Q71F56_IDR_2050_2088",0.205825912886723
"Q71F56_IDR_291_856",0.207288648062968
"Q71F56_IDR_874_911",0.201598448148563
"Q71F56_IDR_959_1100",0.198313557770896
"Q71H61_IDR_213_637",1
"Q71RC2_IDR_24_96",0.337346082521498
"Q71RC2_IDR_280_333",0.332546493936727
"Q71RC2_IDR_337_724",0.330107423541774
"Q76KD6_IDR_32_436",1
"Q76KP1_IDR_1_103",0.429899899018297
"Q76KP1_IDR_409_669",0.570100100981703
"Q76KX8_IDR_1_197",1
"Q76L83_IDR_379_1395",0.438749015616294
"Q76L83_IDR_84_377",0.561250984383706
"Q76LX8_IDR_32_76",1
"Q76M96_IDR_24_137",0.517236782864446
"Q76M96_IDR_272_609",0.482763217135554
"Q76MJ5_IDR_407_508",1
"Q76N32_IDR_1_620",1
"Q76N89_IDR_1042_1109",0.242365026975915
"Q76N89_IDR_1_34",0.239667214097951
"Q76N89_IDR_348_828",0.253040922124666
"Q76N89_IDR_863_1014",0.264926836801468
"Q76NI1_IDR_1376_1411",0.268140422231182
"Q76NI1_IDR_208_440",0.24372896771131
"Q76NI1_IDR_686_887",0.23235184185406
"Q76NI1_IDR_963_1076",0.255778768203447
"Q7KZ85_IDR_1_268",0.367654209748036
