"","GO0010562_positive_regulation_of_phosphorus_metabolic_process"
"P24593_IDR_99_188",1
"P24723_IDR_308_347",1
"P24863_IDR_249_283",1
"P24864_IDR_1_102",1
"P25054_IDR_1_71",0.257474578163454
"P25054_IDR_182_308",0.256675168893143
"P25054_IDR_735_2843",0.22051153502876
"P25054_IDR_76_138",0.265338717914643
"P25063_IDR_1_60",1
"P25067_IDR_1_572",1
"P25092_IDR_1019_1055",1
"P25100_IDR_1_90",0.335954148837266
"P25705_IDR_1_45",1
"P25929_IDR_342_384",1
"P25940_IDR_222_1508",1
"P25942_IDR_217_277",1
"P25963_IDR_1_42",1
"P26006_IDR_863_897",1
"P26022_IDR_1_64",0.527598531378135
"P26022_IDR_66_168",0.472401468621865
"P26038_IDR_368_416",0.50347417843615
"P26038_IDR_423_516",0.49652582156385
"P26045_IDR_347_503",1
"P26196_IDR_1_71",1
"P26358_IDR_661_729",0.533418675166729
"P26358_IDR_94_349",0.466581324833271
"P26367_IDR_115_326",1
"P26368_IDR_102_144",0.509799597114639
"P26368_IDR_1_92",0.490200402885361
"P27487_IDR_1_38",1
"P27540_IDR_1_99",0.500358701079276
"P27540_IDR_466_763",0.499641298920724
"P27544_IDR_313_350",1
"P27658_IDR_35_592",1
"P27694_IDR_114_181",1
"P27695_IDR_1_57",1
"P27708_IDR_1814_1914",1
"P27797_IDR_357_417",1
"P27815_IDR_1_336",0.338318627720127
"P27815_IDR_712_840",0.330983785078534
"P27815_IDR_842_886",0.33069758720134
"P27816_IDR_53_1152",1
"P27824_IDR_1_55",0.553176231859457
"P27824_IDR_504_592",0.446823768140543
"P27986_IDR_82_112",1
"P27987_IDR_17_570",0.503113336386236
"P27987_IDR_573_641",0.496886663613764
"P28039_IDR_1_38",1
"P28358_IDR_1_153",0.538309996483307
"P28358_IDR_155_274",0.461690003516693
"P28360_IDR_1_175",1
"P28370_IDR_112_164",0.508552458339377
"P28370_IDR_1_84",0.491447541660623
"P28472_IDR_1_31",0.530124525210658
"P28472_IDR_336_436",0.469875474789342
"P28476_IDR_1_54",0.478123810087237
"P28476_IDR_355_427",0.521876189912763
"P28562_IDR_315_367",1
"P28566_IDR_214_282",1
"P28698_IDR_105_383",0.491895670669063
"P28698_IDR_1_68",0.508104329330938
"P28702_IDR_1_200",0.489712097254085
"P28702_IDR_271_334",0.510287902745915
"P28715_IDR_1024_1157",0.512722231945561
"P28715_IDR_296_736",0.487277768054439
"P28749_IDR_332_375",0.249333427774489
"P28749_IDR_616_691",0.249475455974406
"P29350_IDR_528_595",0.487846913363047
"P29353_IDR_1_143",0.478942762902591
"P29353_IDR_326_479",0.521057237097409
"P29371_IDR_1_40",0.525224097569195
"P29371_IDR_381_465",0.474775902430805
"P29372_IDR_1_74",1
"P29374_IDR_1203_1257",0.210243315933668
"P29374_IDR_128_169",0.211536516969103
"P29374_IDR_270_307",0.202767200795972
"P29374_IDR_406_608",0.188846657034359
"P29374_IDR_615_1167",0.186606309266898
"P29375_IDR_1277_1436",0.342914876228828
"P29375_IDR_1475_1609",0.327058557810901
"P29375_IDR_182_287",0.33002656596027
"P29376_IDR_244_276",0.49990210402971
"P29376_IDR_797_864",0.50009789597029
"P29400_IDR_1_1445",1
"P29466_IDR_86_131",1
"P29474_IDR_1_65",0.328231751835245
"P29474_IDR_595_641",0.337135331202529
"P30260_IDR_783_824",0.510697487555929
"P30273_IDR_47_86",1
"P30291_IDR_1_281",0.503298811463085
"P30291_IDR_603_646",0.496701188536915
"P30304_IDR_1_334",1
"P30305_IDR_1_378",1
"P30307_IDR_1_264",1
"P30405_IDR_1_43",1
"P30411_IDR_1_44",0.511616854398006
"P30411_IDR_354_391",0.488383145601994
"P30414_IDR_1284_1462",0.537202921234986
"P30414_IDR_180_1262",0.462797078765014
"P30419_IDR_1_85",1
"P30518_IDR_1_31",1
"P30519_IDR_1_31",0.496514694999323
"P30519_IDR_250_292",0.503485305000677
"P30531_IDR_1_43",1
"P30532_IDR_1_41",1
"P30533_IDR_1_51",1
"P30550_IDR_1_33",0.504439985750476
"P30989_IDR_387_418",0.493513013871987
"P31146_IDR_394_437",1
"P31152_IDR_336_415",0.486353047361222
"P31152_IDR_467_587",0.513646952638778
"P31249_IDR_1_432",1
"P31260_IDR_1_351",1
"P31267_IDR_1_156",1
"P31268_IDR_1_162",0.534193625340439
"P31268_IDR_186_230",0.46580637465956
"P31269_IDR_17_214",1
"P31270_IDR_1_247",1
"P31271_IDR_183_225",0.500796788964539
"P31271_IDR_25_169",0.499203211035461
"P31273_IDR_1_195",0.515143050869081
"P31273_IDR_205_242",0.484856949130919
"P31274_IDR_1_201",1
"P31275_IDR_1_94",0.524924892521661
"P31275_IDR_99_220",0.475075107478339
"P31276_IDR_21_176",0.318526609006317
"P31645_IDR_1_78",1
"P31689_IDR_367_397",1
"P31749_IDR_111_142",1
"P31751_IDR_112_143",1
"P31785_IDR_338_369",1
"P31948_IDR_188_223",1
"P31994_IDR_254_310",1
"P32004_IDR_1154_1218",1
"P32019_IDR_226_305",1
"P32121_IDR_350_382",1
"P32238_IDR_241_316",0.483100444375495
"P32238_IDR_390_428",0.516899555624505
"P32239_IDR_252_334",0.487644651937431
"P32239_IDR_412_447",0.512355348062569
"P32241_IDR_410_457",1
"P32242_IDR_1_354",1
"P32243_IDR_1_283",1
"P32247_IDR_1_35",0.512136324568552
"P32247_IDR_351_399",0.487863675431448
"P32248_IDR_1_38",1
"P32745_IDR_333_418",0.483690683056837
"P32780_IDR_271_373",0.489939693573259
"P32780_IDR_418_450",0.510060306426741
"P32926_IDR_865_914",1
"P32927_IDR_529_629",0.26317472565977
"P32927_IDR_634_756",0.264155972284854
"P32927_IDR_769_800",0.2368539859255
"P32927_IDR_831_862",0.235815316129876
"P32942_IDR_514_547",1
"P32970_IDR_1_48",1
"P32971_IDR_1_32",1
"P33032_IDR_1_32",1
"P33151_IDR_1_43",0.509689142354693
"P33151_IDR_666_700",0.490310857645307
"P33176_IDR_370_438",0.475325361576792
"P33176_IDR_886_963",0.524674638423208
"P33240_IDR_194_534",1
"P33241_IDR_1_221",0.49511189261496
"P33241_IDR_240_315",0.50488810738504
"P33316_IDR_1_109",1
"P33402_IDR_1_83",1
"P33527_IDR_269_306",0.501638090975165
"P33527_IDR_872_952",0.498361909024835
"P33778_IDR_1_35",1
"P33897_IDR_1_64",1
"P33908_IDR_1_189",1
"P33981_IDR_197_512",1
"P33991_IDR_1_146",1
"P34741_IDR_1_201",1
"P34969_IDR_1_73",0.341939081097971
"P34969_IDR_272_319",0.330529241478121
"P34969_IDR_408_479",0.327531677423907
"P34972_IDR_322_360",1
"P34981_IDR_224_260",0.486527657729974
"P34981_IDR_338_398",0.513472342270026
"P34995_IDR_1_38",0.343178721501569
"P34995_IDR_236_321",0.323115434286409
"P34995_IDR_371_402",0.333705844212022
"P34998_IDR_414_444",1
"P35052_IDR_402_443",0.490814374032652
"P35052_IDR_472_558",0.509185625967348
"P35070_IDR_143_178",0.486844647883815
"P35070_IDR_32_65",0.513155352116185
"P35125_IDR_1142_1306",0.489518013441404
"P35125_IDR_484_535",0.510481986558596
"P35212_IDR_109_141",0.475137298891479
"P35212_IDR_242_333",0.524862701108521
"P35221_IDR_635_673",0.503683376557166
"P35221_IDR_863_897",0.496316623442834
"P35222_IDR_1_64",0.509262017736485
"P35222_IDR_74_121",0.490737982263515
"P35226_IDR_232_326",1
"P35227_IDR_234_344",1
"P35228_IDR_13_79",1
"P35236_IDR_1_43",1
"P35240_IDR_443_528",1
"P35321_IDR_1_89",1
"P35325_IDR_1_72",1
"P35346_IDR_1_36",0.50822402735109
"P35346_IDR_324_364",0.49177597264891
"P35348_IDR_217_263",0.519580454994974
"P35348_IDR_350_423",0.480419545005026
"P35367_IDR_224_410",1
"P35368_IDR_1_39",0.250148915432323
"P35368_IDR_238_285",0.254169411674063
"P35368_IDR_369_478",0.252129070549124
"P35368_IDR_480_520",0.24355260234449
"P35372_IDR_1_64",0.499613553126125
"P35372_IDR_358_400",0.500386446873875
"P35398_IDR_119_238",0.502529600146519
"P35398_IDR_1_65",0.497470399853481
"P35408_IDR_220_272",0.484648017850782
"P35408_IDR_353_468",0.515351982149218
"P35414_IDR_328_380",1
"P35568_IDR_1152_1224",0.243333553668968
"P35579_IDR_1899_1960",1
"P35580_IDR_1906_1976",1
"P35590_IDR_788_828",1
"P35606_IDR_826_906",1
"P35610_IDR_1_42",0.500571180851574
"P35610_IDR_84_118",0.499428819148426
"P35611_IDR_1_37",0.266284164986395
"P35611_IDR_388_420",0.252469102955844
"P35611_IDR_422_574",0.24897924677723
"P35611_IDR_581_737",0.232267485280532
"P35613_IDR_349_385",1
"P35637_IDR_1_283",0.497882848406489
"P35637_IDR_373_526",0.502117151593511
"P35638_IDR_33_126",1
"P35658_IDR_408_699",0.245189029997647
"P35658_IDR_733_775",0.257688379155557
"P35659_IDR_1_76",0.506049234298265
"P35658_IDR_784_819",0.257687348156677
"P35658_IDR_886_2090",0.239435242690119
"P35869_IDR_1_36",0.311706073761247
"P35869_IDR_385_758",0.356208926450813
"P35869_IDR_805_848",0.33208499978794
"P35900_IDR_1_31",1
"P35908_IDR_1_110",0.499977730849659
"P35908_IDR_507_629",0.500022269150341
"P35913_IDR_819_854",1
"P35916_IDR_1177_1328",0.500965962819248
"P35916_IDR_962_1004",0.499034037180752
"P35968_IDR_1169_1304",0.51725390465935
"P35968_IDR_941_995",0.48274609534065
"P36021_IDR_1_90",0.490887196734865
"P36021_IDR_505_539",0.509112803265135
"P36269_IDR_1_34",1
"P36382_IDR_240_358",1
"P36383_IDR_104_166",0.508598780593883
"P36383_IDR_298_396",0.491401219406117
"P36507_IDR_1_41",0.502143501521252
"P36507_IDR_282_313",0.497856498478748
"P36508_IDR_365_422",1
"P37231_IDR_1_135",0.477356734703381
"P37231_IDR_187_251",0.522643265296619
"P37275_IDR_1_961",0.464643787354257
"P37275_IDR_964_1124",0.535356212645743
"P37288_IDR_1_45",0.343222146976512
"P37288_IDR_249_285",0.328791145681119
"P37288_IDR_369_418",0.327986707342369
"P37840_IDR_1_140",1
"P38159_IDR_82_391",1
"P38398_IDR_100_179",0.503421504836896
"P38398_IDR_184_1646",0.496578495163104
"P38432_IDR_99_447",1
"P38435_IDR_727_758",1
"P38570_IDR_158_198",1
"P38646_IDR_1_42",1
"P38935_IDR_649_725",0.508771897264143
"P38935_IDR_783_879",0.491228102735856
"P38936_IDR_81_164",1
"P39023_IDR_1_31",1
"P39059_IDR_1_36",0.53684491878443
"P40189_IDR_698_887",1
"P40197_IDR_474_505",1
"P40198_IDR_195_225",1
"P40200_IDR_384_446",0.498268780039256
"P40200_IDR_448_481",0.501731219960744
"P40222_IDR_1_172",0.488503345843139
"P40222_IDR_486_546",0.511496654156861
"P40225_IDR_174_353",1
"P40238_IDR_201_231",1
"P40305_IDR_1_50",1
"P40337_IDR_1_59",1
"P40424_IDR_1_80",0.335112005523005
"P40424_IDR_259_430",0.325668240257756
"P40424_IDR_85_148",0.339219754219239
"P40425_IDR_1_89",0.331057262769343
"P40425_IDR_289_430",0.329554729093749
"P40425_IDR_96_159",0.339388008136908
"P40426_IDR_1_45",0.340144349831835
"P40426_IDR_295_434",0.326811043365602
"P40426_IDR_90_151",0.333044606802562
"P41146_IDR_339_370",1
"P41161_IDR_1_290",1
"P41162_IDR_131_496",1
"P41180_IDR_877_961",0.493855897571645
"P41180_IDR_983_1061",0.506144102428355
"P41181_IDR_240_271",1
"P41182_IDR_130_516",1
"P41212_IDR_137_234",0.335019687426863
"P41212_IDR_1_48",0.368644875235046
"P41212_IDR_272_329",0.296335437338091
"P41214_IDR_181_258",1
"P41218_IDR_88_205",1
"P41219_IDR_1_86",1
"P41220_IDR_1_34",1
"P41221_IDR_1_34",1
"P41225_IDR_1_446",1
"P41227_IDR_160_235",1
"P41229_IDR_1316_1418",0.332877817611945
"P41229_IDR_1427_1560",0.330106529008076
"P41229_IDR_174_319",0.33701565337998
"P41231_IDR_320_377",1
"P41235_IDR_133_179",0.328736408570169
"P41235_IDR_1_54",0.348722574494101
"P41235_IDR_378_474",0.32254101693573
"P41236_IDR_1_205",1
"P42126_IDR_1_41",1
"P42127_IDR_20_99",1
"P42166_IDR_1_38",0.520102258815762
"P42166_IDR_48_454",0.479897741184238
"P42226_IDR_653_745",1
"P42229_IDR_708_794",1
"P42261_IDR_858_906",1
"P42263_IDR_855_886",1
"P42285_IDR_1_97",1
"P42345_IDR_1809_1868",0.477923148610047
"P42345_IDR_2434_2486",0.522076851389953
"P42566_IDR_298_896",1
"P42568_IDR_139_498",1
"P42574_IDR_1_34",1
"P42575_IDR_123_169",1
"P42658_IDR_1_127",1
"P42679_IDR_1_44",1
"P42680_IDR_148_180",1
"P42681_IDR_22_79",1
"P42684_IDR_1_106",0.517257051671272
"P42684_IDR_549_1081",0.482742948328728
"P42695_IDR_1267_1412",0.514665582900847
"P42695_IDR_154_200",0.485334417099153
"P43003_IDR_1_35",0.503788862896409
"P43003_IDR_505_542",0.496211137103591
"P43004_IDR_1_32",0.513646393819577
"P43004_IDR_505_536",0.486353606180423
"P43005_IDR_473_507",1
"P43007_IDR_485_532",1
"P43088_IDR_326_359",1
"P43115_IDR_1_51",1
"P43119_IDR_216_248",0.512630943927448
"P43119_IDR_313_385",0.487369056072552
"P43121_IDR_524_559",0.493880329690586
"P43121_IDR_588_646",0.506119670309414
"P43363_IDR_1_128",1
"P43364_IDR_1_216",1
"P43365_IDR_1_103",1
"P43366_IDR_1_104",0.492518929580062
"P43366_IDR_316_347",0.507481070419938
"P43403_IDR_258_314",1
"P43405_IDR_297_346",1
"P43487_IDR_167_201",1
"P43489_IDR_129_165",0.488360586326886
"P43489_IDR_167_277",0.511639413673114
"P43629_IDR_365_397",1
"P43630_IDR_362_455",1
"P43657_IDR_305_344",1
"P43681_IDR_365_557",1
"P43686_IDR_1_33",1
"P43694_IDR_1_210",0.557343033020968
"P43694_IDR_305_423",0.442656966979032
"P43699_IDR_1_207",0.537776167374931
"P43699_IDR_213_358",0.462223832625069
"P45378_IDR_1_191",1
"P46093_IDR_309_362",1
"P46095_IDR_1_66",1
"P46098_IDR_360_410",1
"P46108_IDR_196_229",1
"P46109_IDR_186_224",1
"Q6UB99_IDR_1_2435",1
"Q6UE05_IDR_227_265",1
"Q6ULP2_IDR_1_739",0.494050000138934
"Q6ULP2_IDR_741_893",0.505949999861066
"Q6UQ28_IDR_149_180",1
"Q6UUV7_IDR_1_549",1
"Q6UUV9_IDR_1_600",1
"Q6UVJ0_IDR_448_657",1
"Q6UVK1_IDR_2181_2305",1
"Q6UVM3_IDR_566_669",0.517412951699659
"Q6UVM3_IDR_981_1044",0.482587048300341
"Q6UVW9_IDR_1_50",1
"Q6UW15_IDR_1_32",1
"Q6UW49_IDR_137_210",0.52403871844892
"Q6UW49_IDR_50_119",0.47596128155108
"Q6UW88_IDR_1_51",1
"Q6UWP7_IDR_1_53",1
"Q6UWP8_IDR_1_570",1
"Q6UWS5_IDR_27_81",1
"Q6UWT2_IDR_35_76",1
"Q6UWV2_IDR_181_215",1
"Q6UWV7_IDR_94_154",1
"Q6UWW9_IDR_104_135",1
"Q6UWX4_IDR_1_32",0.546113622535612
"Q6UWX4_IDR_603_724",0.453886377464388
"Q6UWZ7_IDR_256_298",0.492853879861158
"Q6UWZ7_IDR_300_409",0.507146120138842
"Q6UX04_IDR_178_379",1
"Q6UX06_IDR_1_65",1
"Q6UX07_IDR_314_377",1
"Q6UX15_IDR_1_31",1
"Q6UX27_IDR_160_202",1
"Q6UX34_IDR_1_87",1
"Q6UX39_IDR_1_209",1
"Q6UX41_IDR_467_500",1
"Q6UX46_IDR_51_84",1
"Q6UX68_IDR_330_397",0.327611127580765
"Q6UX68_IDR_416_541",0.331377370919625
"Q6UX68_IDR_547_658",0.34101150149961
"Q6UX71_IDR_369_457",0.496356985170785
"Q6UX71_IDR_67_106",0.503643014829215
"Q6UX72_IDR_29_75",1
"Q6UXA7_IDR_22_197",1
"Q6UXB0_IDR_139_366",0.514930639233928
"Q6UXB0_IDR_45_132",0.485069360766072
"Q6UXB2_IDR_1_41",0.52205886715733
"Q6UXI9_IDR_298_379",1
"Q6UXK2_IDR_378_478",0.502292696358918
"Q6UXK2_IDR_623_732",0.497707303641082
"Q6UXM1_IDR_835_1119",1
"Q6UXN2_IDR_134_200",1
"Q6UXN8_IDR_15_66",1
"Q6UXT8_IDR_21_59",1
"Q6UXT9_IDR_1_63",0.503716608212279
"Q6UXT9_IDR_426_468",0.496283391787721
"Q6UXU4_IDR_277_308",0.508423281577385
"Q6UXU4_IDR_37_80",0.491576718422615
"Q6UXU6_IDR_49_159",1
"Q6UXV4_IDR_1_31",0.499405850816539
"Q6UXV4_IDR_185_268",0.500594149183461
"Q6UXX5_IDR_615_669",0.332448281093246
"Q6UXX5_IDR_671_931",0.316421016909132
"Q6UXX5_IDR_946_981",0.351130701997622
"Q6UXX9_IDR_199_243",1
"Q6UXY1_IDR_222_340",0.506345965837641
"Q6UXY8_IDR_1_369",0.533057423252627
"Q6VN20_IDR_345_504",0.503570286149878
"Q6VUC0_IDR_1_57",0.547494094461538
"Q6VUC0_IDR_68_206",0.452505905538462
"Q6VY07_IDR_1_95",0.249974550312615
"Q6VY07_IDR_259_335",0.248806770854324
"Q6VY07_IDR_345_542",0.248827424276947
"Q6VY07_IDR_761_813",0.252391254556114
"Q6W0C5_IDR_1_57",0.48941311986675
"Q6W0C5_IDR_77_130",0.51058688013325
"Q6W2J9_IDR_1_1456",1
"Q6W3E5_IDR_493_623",1
"Q6W4X9_IDR_1224_2285",0.514263216913374
"Q6W4X9_IDR_2295_2343",0.485736783086626
"Q6W5P4_IDR_1_39",1
"Q6WKZ4_IDR_155_1218",1
"Q6WRI0_IDR_667_744",0.326196197800887
"Q6WRI0_IDR_861_916",0.330646429408674
"Q6WRI0_IDR_935_1398",0.343157372790439
"Q6X4T0_IDR_1_34",0.496978012647808
"Q6X4T0_IDR_60_127",0.503021987352192
"Q6Y2X3_IDR_654_702",0.476980578984074
"Q6Y7W6_IDR_1047_1119",0.24643369567439
"Q6Y7W6_IDR_1197_1269",0.238342301745911
"Q6Y7W6_IDR_595_1045",0.240588988814254
"Q6Y7W6_IDR_86_524",0.274635013765444
"Q6YBV0_IDR_1_56",1
"Q6YI46_IDR_1_128",0.503059016902473
"Q6YI46_IDR_348_380",0.496940983097527
"Q6YP21_IDR_1_41",1
"Q6ZMB0_IDR_1_79",1
"Q6ZMB5_IDR_1_43",1
"Q6ZMC9_IDR_291_328",1
"Q6ZMD2_IDR_1_38",1
"Q6ZMG9_IDR_334_384",1
"Q6ZMH5_IDR_1_32",0.360160127043518
"Q6ZMH5_IDR_308_379",0.314379385932073
"Q6ZMH5_IDR_70_153",0.32546048702441
"Q6ZMI0_IDR_149_263",0.204431779199512
"Q6ZMI0_IDR_30_112",0.193839072055314
"Q6ZMI0_IDR_446_700",0.191828986107148
"Q6ZMT4_IDR_479_941",0.456199841888971
"Q6ZMT9_IDR_1_164",1
"Q6ZMV5_IDR_653_832",1
"Q6ZMV9_IDR_380_423",0.338050363222954
"Q6ZMV9_IDR_433_556",0.32735788642236
"Q6ZMV9_IDR_692_782",0.334591750354686
"Q6ZMW2_IDR_61_270",1
"Q6ZMW3_IDR_1277_1355",0.507323752745218
"Q6ZMW3_IDR_607_671",0.492676247254782
"Q6ZMY3_IDR_1178_1216",0.263784140647138
"Q6ZMY3_IDR_1_605",0.251232238702076
"Q6ZMY3_IDR_700_859",0.245777475411238
"Q6ZMY3_IDR_990_1096",0.239206145239548
"Q6ZMY9_IDR_64_177",1
"Q6ZMZ0_IDR_1_114",0.443201184458274
"Q6ZMZ0_IDR_443_732",0.556798815541726
"Q6ZMZ3_IDR_890_926",1
"Q6ZN01_IDR_1_371",1
"Q6ZN04_IDR_1_60",0.330802175796073
"Q6ZN04_IDR_244_320",0.335188242695117
"Q6ZN19_IDR_1_87",1
"Q6ZN28_IDR_1_67",0.498675966308327
"Q6ZN28_IDR_99_135",0.501324033691673
"Q6ZN30_IDR_265_819",0.215837745744663
"Q6ZN30_IDR_52_83",0.26870632514412
"Q6ZN30_IDR_874_918",0.253238686194385
"Q6ZN30_IDR_966_1022",0.262217242916832
"Q6ZN32_IDR_147_215",0.49586925582266
"Q6ZN32_IDR_280_361",0.50413074417734
"Q6ZN44_IDR_357_427",1
"Q6ZN54_IDR_1_129",1
"Q6ZN57_IDR_1_103",1
"Q6ZN79_IDR_60_171",1
"Q6ZN84_IDR_174_345",1
"Q6ZNA4_IDR_1_830",0.480734729077665
"Q6ZNA4_IDR_892_938",0.519265270922335
"Q6ZNB6_IDR_1_126",1
"Q6ZNC4_IDR_1_386",1
"Q6ZNE5_IDR_404_434",0.500704257567905
"Q6ZNE5_IDR_436_471",0.499295742432095
"Q6ZNE9_IDR_177_409",1
"Q6ZNG0_IDR_64_169",1
"Q6ZNG2_IDR_131_187",0.252508331740665
"Q6ZNG2_IDR_1_41",0.249391688741154
"Q6ZNG2_IDR_239_339",0.252949505751222
"Q6ZNG2_IDR_47_99",0.245150473766959
"Q6ZNG9_IDR_445_492",1
"Q6ZNH5_IDR_1_189",1
"Q6ZQN5_IDR_188_296",0.487810821521965
"Q6ZQN5_IDR_48_80",0.512189178478035
"Q6ZQN7_IDR_1_85",0.500269130789381
"Q6ZQN7_IDR_694_724",0.499730869210619
"Q6ZQQ2_IDR_45_1576",1
"Q6ZQR2_IDR_1_111",0.322222494875631
"Q6ZQR2_IDR_182_219",0.354295448742254
"Q6ZQR2_IDR_221_271",0.323482056382115
"Q6ZQY2_IDR_1_50",1
"Q6ZR08_IDR_1_86",1
"Q6ZR62_IDR_1_55",0.521120297577199
"Q6ZR62_IDR_224_263",0.478879702422801
"Q6ZRC1_IDR_106_242",0.498981779660692
"Q6ZRC1_IDR_1_50",0.501018220339307
"Q6ZRF8_IDR_358_408",0.525925031038865
"Q6ZRF8_IDR_546_634",0.474074968961135
"Q6ZRH7_IDR_1121_1159",1
"Q6ZRI0_IDR_1475_2050",0.502051955821904
"Q6ZRI0_IDR_1_92",0.497948044178096
"Q6ZRI6_IDR_1_764",0.532855374340476
"Q6ZRI6_IDR_927_996",0.467144625659524
"Q6ZRI8_IDR_130_225",0.490897589080029
"Q6ZRI8_IDR_457_547",0.509102410919971
"Q6ZRK6_IDR_166_1079",1
"Q6ZRP0_IDR_1_53",0.486827550708054
"Q6ZRP0_IDR_169_262",0.513172449291946
"Q6ZRP7_IDR_1_50",0.486707429439721
"Q6ZRP7_IDR_566_698",0.513292570560279
"Q6ZRS2_IDR_1_92",0.169827826275668
"Q6ZRS2_IDR_224_600",0.163732831615601
"Q6ZS11_IDR_141_254",0.504821132213166
"Q6ZS11_IDR_533_566",0.495178867786834
"Q6ZS17_IDR_1_71",0.319731866461122
"Q6ZS17_IDR_325_790",0.323545224942503
"Q6ZS17_IDR_831_889",0.356722908596375
"Q6ZS27_IDR_1_156",1
"Q6ZS30_IDR_1279_1434",0.498096875564412
"Q6ZS30_IDR_1853_1883",0.501903124435588
"Q6ZS72_IDR_1_127",1
"Q6ZS81_IDR_1_38",0.247969730617021
"Q6ZS81_IDR_1833_1867",0.251269870447392
"Q6ZS81_IDR_2293_2369",0.250845324025152
"P46199_IDR_57_87",1
"P46527_IDR_1_33",0.510306912214248
"P46527_IDR_91_198",0.489693087785752
"P46531_IDR_1775_1838",0.32898409858334
"P46531_IDR_2120_2519",0.331800117558376
"P46531_IDR_2521_2555",0.339215783858284
"P46695_IDR_1_141",1
"P46721_IDR_627_670",1
"P46734_IDR_1_43",1
"P46776_IDR_1_38",1
"P46781_IDR_163_194",1
"P46783_IDR_95_165",1
"P46821_IDR_504_2352",1
"P46934_IDR_126_194",0.145509880229576
"P46934_IDR_1_33",0.141451685142382
"P47872_IDR_410_440",1
"P47897_IDR_190_225",1
"P47898_IDR_1_38",0.517537059403308
"P47898_IDR_232_274",0.482462940596692
"P47900_IDR_1_40",0.490658610837943
"P47900_IDR_340_373",0.509341389162057
"P47901_IDR_238_274",0.494072041169516
"P47901_IDR_359_424",0.505927958830484
"P47902_IDR_1_160",0.518659093874973
"P47902_IDR_205_265",0.481340906125027
"P47914_IDR_1_159",1
"P47928_IDR_115_161",0.493386940477476
"P47928_IDR_1_60",0.506613059522524
"P47972_IDR_87_216",1
"P47974_IDR_19_153",0.519626194880036
"P47974_IDR_219_482",0.480373805119964
"P47985_IDR_1_63",1
"P48023_IDR_27_141",1
"P48029_IDR_1_52",0.494777172217737
"P48378_IDR_275_334",0.505717003458003
"P48378_IDR_673_723",0.494282996541997
"P48380_IDR_1_31",0.336462757922329
"P48380_IDR_264_324",0.33260431733734
"P48380_IDR_658_749",0.330932924740331
"P48382_IDR_170_207",0.518569057733282
"P48382_IDR_233_616",0.481430942266718
"P48426_IDR_288_330",1
"P48431_IDR_1_317",1
"P48436_IDR_1_440",0.4681264814991
"P48436_IDR_457_497",0.5318735185009
"P48443_IDR_1_133",1
"P48444_IDR_159_268",1
"P48454_IDR_465_512",1
"P48544_IDR_1_48",0.479449979696461
"P48544_IDR_373_419",0.520550020303539
"P48546_IDR_413_466",1
"P48547_IDR_451_511",1
"P48549_IDR_1_43",0.500070136123583
"P48549_IDR_367_501",0.499929863876417
"P48736_IDR_1_33",1
"P48742_IDR_306_389",1
"P48751_IDR_1_316",0.344857062989425
"P48751_IDR_428_501",0.316403041279356
"P48751_IDR_630_673",0.338739895731219
"P48764_IDR_1_38",0.532289734262727
"P48764_IDR_549_834",0.467710265737273
"P48775_IDR_1_37",1
"P48788_IDR_141_182",1
"P48995_IDR_1_38",1
"P49006_IDR_1_195",1
"P49019_IDR_314_381",1
"P49023_IDR_1_347",1
"P49069_IDR_1_181",1
"P49116_IDR_180_353",1
"P49137_IDR_1_53",0.503615010474616
"P49137_IDR_367_400",0.496384989525384
"P49146_IDR_1_42",0.508510590375931
"P49448_IDR_1_61",1
"P49450_IDR_1_44",1
"P49454_IDR_1065_1791",0.2061597433766
"P49454_IDR_1_306",0.19032881093754
"P49454_IDR_1834_1885",0.196696344274218
"P49454_IDR_2788_3114",0.207590783484159
"P49454_IDR_606_846",0.199224317927483
"P49585_IDR_1_56",0.474590378937072
"P49585_IDR_303_367",0.525409621062928
"P49591_IDR_476_514",1
"P49593_IDR_421_454",1
"P49619_IDR_80_154",1
"P49640_IDR_1_186",0.490706980772907
"P49640_IDR_355_407",0.509293019227093
"P49641_IDR_1_41",1
"P49643_IDR_458_509",1
"P49674_IDR_297_416",1
"P49683_IDR_1_49",1
"P49685_IDR_322_360",1
"P49711_IDR_1_524",0.518699030814523
"P49771_IDR_163_235",1
"P49788_IDR_1_53",1
"P49790_IDR_1_58",0.521376297415817
"P49790_IDR_60_1475",0.478623702584183
"P49792_IDR_1136_1167",0.129269335043496
"P49792_IDR_1308_1344",0.126206142038689
"P49792_IDR_1806_1853",0.124315364934784
"P49792_IDR_2152_2306",0.123160454803218
"P49792_IDR_2445_2629",0.121311591551285
"P49792_IDR_2741_2836",0.124628421284045
"P49792_IDR_751_860",0.120681725995216
"P49792_IDR_978_1134",0.130426964349268
"P49795_IDR_1_76",1
"P49796_IDR_1002_1059",0.324447843945959
"P49796_IDR_381_420",0.341448617875057
"P49796_IDR_670_999",0.334103538178985
"P49802_IDR_205_252",0.499571991925414
"P49802_IDR_452_495",0.500428008074586
"P49810_IDR_1_103",1
"P49815_IDR_922_978",0.199472015030756
"P50747_IDR_25_157",1
"P50749_IDR_73_173",1
"P50750_IDR_322_372",1
"P50851_IDR_1_34",0.252303100782504
"P50851_IDR_1462_1535",0.257803117388235
"P50851_IDR_1548_1804",0.250427513939117
"P50851_IDR_930_1300",0.239466267890145
