"","GO0061630_ubiquitin_protein_ligase_activity"
"P15927_IDR_172_202",0.517366644606182
"P15976_IDR_1_284",0.523243877245692
"P15976_IDR_288_413",0.476756122754308
"P16070_IDR_149_643",1
"P16112_IDR_679_2281",1
"P16118_IDR_1_37",1
"P16144_IDR_1405_1436",1
"P16150_IDR_1_400",1
"P16410_IDR_192_223",1
"P16415_IDR_45_162",1
"P16455_IDR_177_207",1
"P16471_IDR_346_406",0.517971343719103
"P16471_IDR_409_500",0.482028656280897
"P16499_IDR_821_860",1
"P16519_IDR_600_638",1
"P16591_IDR_386_452",1
"P16860_IDR_1_134",1
"P16871_IDR_1_33",0.470659246865897
"P16871_IDR_316_448",0.529340753134103
"P16885_IDR_1206_1265",1
"P16989_IDR_167_372",0.506088221109861
"P16989_IDR_1_83",0.493911778890139
"P17010_IDR_259_408",1
"P17014_IDR_59_177",1
"P17017_IDR_1_140",1
"P17020_IDR_1_238",1
"P17021_IDR_48_188",1
"P17022_IDR_1_36",0.478678150103331
"P17041_IDR_1_104",1
"P17096_IDR_1_107",1
"P17097_IDR_19_195",1
"P17098_IDR_491_529",0.513120437460345
"P17098_IDR_78_247",0.486879562539655
"P17181_IDR_509_557",1
"P17252_IDR_294_330",1
"P17275_IDR_1_273",1
"P17302_IDR_241_382",1
"P17342_IDR_1_47",1
"P17844_IDR_1_39",0.478720843686242
"P17844_IDR_478_614",0.521279156313758
"P17861_IDR_1_261",1
"P17936_IDR_112_208",1
"P17947_IDR_83_167",1
"P17948_IDR_1163_1292",0.490207453673556
"P17948_IDR_932_989",0.509792546326444
"P17980_IDR_1_34",1
"P18031_IDR_292_401",1
"P18065_IDR_1_79",0.530515656184184
"P19113_IDR_480_617",1
"P19174_IDR_1231_1290",1
"P19235_IDR_1_32",0.497583297164444
"P19235_IDR_340_425",0.502416702835556
"P19237_IDR_129_187",1
"P19338_IDR_1_304",0.477063558630649
"P19338_IDR_649_710",0.522936441369351
"P19404_IDR_1_35",1
"P19419_IDR_90_366",1
"P20073_IDR_1_170",1
"P20138_IDR_265_335",1
"P20226_IDR_1_158",1
"P20248_IDR_1_169",1
"P20265_IDR_1_266",0.537694397816541
"P20265_IDR_408_443",0.462305602183459
"P20290_IDR_1_51",0.514446409918033
"P20290_IDR_171_206",0.485553590081967
"P20309_IDR_266_486",1
"P20333_IDR_202_376",0.510891960064617
"P20333_IDR_390_461",0.489108039935383
"P20339_IDR_184_215",1
"P20849_IDR_248_921",1
"P20908_IDR_1_32",0.485902794645819
"P20908_IDR_241_1604",0.514097205354181
"P20916_IDR_537_591",1
"P20930_IDR_90_4057",1
"P20936_IDR_1_168",1
"P20941_IDR_37_75",1
"P20963_IDR_58_164",1
"P21127_IDR_1_420",1
"P21128_IDR_46_94",1
"P21246_IDR_1_168",1
"P21817_IDR_4249_4538",0.244657097545543
"P21854_IDR_17_121",1
"P21817_IDR_4585_4625",0.27218307763629
"P21860_IDR_981_1317",1
"P21912_IDR_1_36",1
"P21917_IDR_1_32",0.520038533071336
"P21917_IDR_226_349",0.479961466928664
"P21918_IDR_1_38",0.514198795971103
"P21918_IDR_397_477",0.485801204028897
"P21953_IDR_1_67",1
"P22459_IDR_1_170",0.55356382207864
"P22459_IDR_572_653",0.44643617792136
"P22460_IDR_1_116",0.372833345311046
"P22460_IDR_280_315",0.33022005107005
"P22460_IDR_527_613",0.296946603618904
"P22466_IDR_1_33",0.49784193556547
"P22466_IDR_45_79",0.50215806443453
"P22492_IDR_112_207",0.497349422207182
"P22492_IDR_1_40",0.502650577792818
"P22528_IDR_1_89",1
"P22557_IDR_1_85",0.513490615510891
"P22557_IDR_98_136",0.486509384489109
"P22607_IDR_1_44",0.512253020543433
"P22607_IDR_763_806",0.487746979456567
"P22626_IDR_189_353",1
"P22670_IDR_107_433",0.291913204187344
"P22670_IDR_1_101",0.240679318445243
"P22670_IDR_515_572",0.23182389217896
"P23284_IDR_1_37",1
"P23327_IDR_24_624",1
"P23352_IDR_1_40",1
"P23378_IDR_1_54",1
"P23381_IDR_1_81",1
"P23409_IDR_1_137",0.490281749177278
"P23409_IDR_146_242",0.509718250822722
"P23415_IDR_1_34",0.50092206884765
"P23415_IDR_344_408",0.49907793115235
"P23416_IDR_1_40",0.499621154749092
"P23416_IDR_352_411",0.500378845250907
"P23443_IDR_19_65",0.504249909936108
"P23443_IDR_423_525",0.495750090063892
"P23458_IDR_1_31",1
"P23468_IDR_1291_1332",1
"P23469_IDR_1_109",1
"P23470_IDR_447_788",1
"P23471_IDR_412_1662",1
"P23497_IDR_1_42",0.336230101170393
"P24468_IDR_141_171",0.475907372078372
"P24530_IDR_28_86",0.522488596005681
"P24530_IDR_408_442",0.477511403994319
"P24534_IDR_71_113",1
"P24539_IDR_1_52",1
"P24557_IDR_291_323",1
"P24588_IDR_1_335",1
"P24592_IDR_88_162",1
"P24593_IDR_99_188",1
"P24723_IDR_308_347",1
"P24863_IDR_249_283",1
"P24864_IDR_1_102",1
"P25054_IDR_1_71",0.244945480495557
"P25054_IDR_182_308",0.260136234971684
"P25054_IDR_735_2843",0.239344725189074
"P25054_IDR_76_138",0.255573559343686
"P25063_IDR_1_60",1
"P25067_IDR_1_572",1
"P25092_IDR_1019_1055",1
"P25100_IDR_1_90",0.341561202280825
"P25705_IDR_1_45",1
"P25929_IDR_342_384",1
"P25940_IDR_222_1508",1
"P25942_IDR_217_277",1
"P25963_IDR_1_42",1
"P26006_IDR_863_897",1
"P26022_IDR_1_64",0.464739249062871
"P26022_IDR_66_168",0.535260750937129
"P26038_IDR_368_416",0.516361840564399
"P26038_IDR_423_516",0.483638159435601
"P26045_IDR_347_503",1
"P26196_IDR_1_71",1
"P26358_IDR_661_729",0.492031117391429
"P26358_IDR_94_349",0.507968882608571
"P26367_IDR_115_326",1
"P26368_IDR_102_144",0.512467991524837
"P26368_IDR_1_92",0.487532008475163
"P27487_IDR_1_38",1
"P27540_IDR_1_99",0.455017720745153
"P27540_IDR_466_763",0.544982279254847
"P27544_IDR_313_350",1
"P27658_IDR_35_592",1
"P27694_IDR_114_181",1
"P27695_IDR_1_57",1
"P27708_IDR_1814_1914",1
"P27797_IDR_357_417",1
"P27815_IDR_1_336",0.315860408402461
"P27815_IDR_712_840",0.358167877809772
"P27815_IDR_842_886",0.325971713787768
"P27816_IDR_53_1152",1
"P27824_IDR_1_55",0.528164616959998
"P27824_IDR_504_592",0.471835383040002
"P27986_IDR_82_112",1
"P27987_IDR_17_570",0.578243583135473
"P27987_IDR_573_641",0.421756416864527
"P28039_IDR_1_38",1
"P28358_IDR_1_153",0.514233736522267
"P28358_IDR_155_274",0.485766263477733
"P28360_IDR_1_175",1
"P28370_IDR_112_164",0.508797530516327
"P28370_IDR_1_84",0.491202469483673
"P28472_IDR_1_31",0.500668478331897
"P28472_IDR_336_436",0.499331521668103
"P28476_IDR_1_54",0.486637122781971
"P28476_IDR_355_427",0.513362877218029
"P28562_IDR_315_367",1
"P28566_IDR_214_282",1
"P28698_IDR_105_383",0.510812989011694
"P28698_IDR_1_68",0.489187010988306
"P28702_IDR_1_200",0.525136421529334
"P28702_IDR_271_334",0.474863578470666
"P28715_IDR_1024_1157",0.488648534144037
"P28715_IDR_296_736",0.511351465855963
"P28749_IDR_332_375",0.249175300201303
"P28749_IDR_616_691",0.250265238596834
"P29350_IDR_528_595",0.493679092071561
"P29353_IDR_1_143",0.521187407179807
"P29353_IDR_326_479",0.478812592820193
"P29371_IDR_1_40",0.511184770173246
"P29371_IDR_381_465",0.488815229826754
"P29372_IDR_1_74",1
"P29374_IDR_1203_1257",0.201356079118334
"P29374_IDR_128_169",0.209333984158605
"P29374_IDR_270_307",0.200331155711668
"P29374_IDR_406_608",0.198877849373385
"P29374_IDR_615_1167",0.190100931638008
"P29375_IDR_1277_1436",0.348509274545496
"P29375_IDR_1475_1609",0.324498020372502
"P29375_IDR_182_287",0.326992705082003
"P29376_IDR_244_276",0.503385500919263
"P29376_IDR_797_864",0.496614499080737
"P29400_IDR_1_1445",1
"P29466_IDR_86_131",1
"P29474_IDR_1_65",0.340939395652381
"P29474_IDR_595_641",0.32541806561328
"P30260_IDR_783_824",0.510231693925815
"P30273_IDR_47_86",1
"P30291_IDR_1_281",0.525649699078118
"P30291_IDR_603_646",0.474350300921882
"P30304_IDR_1_334",1
"P30305_IDR_1_378",1
"P30307_IDR_1_264",1
"P30405_IDR_1_43",1
"P30411_IDR_1_44",0.504818380859555
"P30411_IDR_354_391",0.495181619140445
"P30414_IDR_1284_1462",0.556081018319538
"P30414_IDR_180_1262",0.443918981680462
"P30419_IDR_1_85",1
"P30518_IDR_1_31",1
"P30519_IDR_1_31",0.514745514670219
"P30519_IDR_250_292",0.485254485329781
"P30531_IDR_1_43",1
"P30532_IDR_1_41",1
"P30533_IDR_1_51",1
"P30550_IDR_1_33",0.50030233051801
"P30989_IDR_387_418",0.484240090915942
"P31146_IDR_394_437",1
"P31152_IDR_336_415",0.503824611581919
"P31152_IDR_467_587",0.496175388418081
"P31249_IDR_1_432",1
"P31260_IDR_1_351",1
"P31267_IDR_1_156",1
"P31268_IDR_1_162",0.519403902367723
"P31268_IDR_186_230",0.480596097632277
"P31269_IDR_17_214",1
"P31270_IDR_1_247",1
"P31271_IDR_183_225",0.492224267958684
"P31271_IDR_25_169",0.507775732041316
"P31273_IDR_1_195",0.518183849288008
"P31273_IDR_205_242",0.481816150711992
"P31274_IDR_1_201",1
"P31275_IDR_1_94",0.509258713374331
"P31275_IDR_99_220",0.490741286625669
"P31276_IDR_21_176",0.33343949229358
"P31645_IDR_1_78",1
"P31689_IDR_367_397",1
"P31749_IDR_111_142",1
"P31751_IDR_112_143",1
"P31785_IDR_338_369",1
"P31948_IDR_188_223",1
"P31994_IDR_254_310",1
"P32004_IDR_1154_1218",1
"P32019_IDR_226_305",1
"P32121_IDR_350_382",1
"P32238_IDR_241_316",0.492474101375079
"P32238_IDR_390_428",0.507525898624921
"P32239_IDR_252_334",0.496190320503304
"P32239_IDR_412_447",0.503809679496696
"P32241_IDR_410_457",1
"P32242_IDR_1_354",1
"P32243_IDR_1_283",1
"P32247_IDR_1_35",0.497162474985536
"P32247_IDR_351_399",0.502837525014463
"P32248_IDR_1_38",1
"P32745_IDR_333_418",0.499905577601115
"P32780_IDR_271_373",0.487095923577185
"P32780_IDR_418_450",0.512904076422815
"P32926_IDR_865_914",1
"P32927_IDR_529_629",0.253251409815344
"P32927_IDR_634_756",0.26309473170803
"P32927_IDR_769_800",0.248156607357488
"P32927_IDR_831_862",0.235497251119138
"P32942_IDR_514_547",1
"P32970_IDR_1_48",1
"P32971_IDR_1_32",1
"P33032_IDR_1_32",1
"P33151_IDR_1_43",0.510273405085131
"P33151_IDR_666_700",0.489726594914869
"P33176_IDR_370_438",0.489093557326946
"P33176_IDR_886_963",0.510906442673054
"P33240_IDR_194_534",1
"P33241_IDR_1_221",0.553729856971914
"P33241_IDR_240_315",0.446270143028086
"P33316_IDR_1_109",1
"P33402_IDR_1_83",1
"P33527_IDR_269_306",0.499769262501505
"P33527_IDR_872_952",0.500230737498494
"P33778_IDR_1_35",1
"P33897_IDR_1_64",1
"P33908_IDR_1_189",1
"P33981_IDR_197_512",1
"P33991_IDR_1_146",1
"P34741_IDR_1_201",1
"P34969_IDR_1_73",0.35365354353769
"P34969_IDR_272_319",0.326449556940137
"P34969_IDR_408_479",0.319896899522173
"P34972_IDR_322_360",1
"P34981_IDR_224_260",0.493353496481426
"P34981_IDR_338_398",0.506646503518574
"P34995_IDR_1_38",0.343195626467183
"P34995_IDR_236_321",0.331637215615655
"P34995_IDR_371_402",0.325167157917163
"P34998_IDR_414_444",1
"P35052_IDR_402_443",0.470631343143913
"P35052_IDR_472_558",0.529368656856087
"P35070_IDR_143_178",0.486885510049603
"P35070_IDR_32_65",0.513114489950397
"P35125_IDR_1142_1306",0.548293421806059
"P35125_IDR_484_535",0.451706578193941
"P35212_IDR_109_141",0.497954295478065
"P35212_IDR_242_333",0.502045704521935
"P35221_IDR_635_673",0.509227291161259
"P35221_IDR_863_897",0.490772708838741
"P35222_IDR_1_64",0.495424077485832
"P35222_IDR_74_121",0.504575922514168
"P35226_IDR_232_326",1
"P35227_IDR_234_344",1
"P35228_IDR_13_79",1
"P35236_IDR_1_43",1
"P35240_IDR_443_528",1
"P35321_IDR_1_89",1
"P35325_IDR_1_72",1
"P35346_IDR_1_36",0.498430330682636
"P35346_IDR_324_364",0.501569669317364
"P35348_IDR_217_263",0.511594568753369
"P35348_IDR_350_423",0.488405431246631
"P35367_IDR_224_410",1
"P35368_IDR_1_39",0.250338615265069
"P35368_IDR_238_285",0.249724384699693
"P35368_IDR_369_478",0.252864233932706
"P35368_IDR_480_520",0.247072766102532
"P35372_IDR_1_64",0.518511537332687
"P35372_IDR_358_400",0.481488462667313
"P35398_IDR_119_238",0.492251973679032
"P35398_IDR_1_65",0.507748026320968
"P35408_IDR_220_272",0.474378219056288
"P35408_IDR_353_468",0.525621780943712
"P35414_IDR_328_380",1
"P35568_IDR_1152_1224",0.250277730158355
"P35579_IDR_1899_1960",1
"P35580_IDR_1906_1976",1
"P35590_IDR_788_828",1
"P35606_IDR_826_906",1
"P35610_IDR_1_42",0.499730479014654
"P35610_IDR_84_118",0.500269520985346
"P35611_IDR_1_37",0.263892098766343
"P35611_IDR_388_420",0.25177367563525
"P35611_IDR_422_574",0.239257454308595
"P35611_IDR_581_737",0.245076771289812
"P35613_IDR_349_385",1
"P35637_IDR_1_283",0.530910568370188
"P35637_IDR_373_526",0.469089431629813
"P35638_IDR_33_126",1
"P35658_IDR_408_699",0.248029581933072
"P35658_IDR_733_775",0.248942309155192
"P35659_IDR_1_76",0.505734266570789
"P35658_IDR_784_819",0.244959989514801
"P35658_IDR_886_2090",0.258068119396935
"P35869_IDR_1_36",0.325930804227294
"P35869_IDR_385_758",0.326265709354356
"P35869_IDR_805_848",0.34780348641835
"P35900_IDR_1_31",1
"P35908_IDR_1_110",0.476426997614832
"P35908_IDR_507_629",0.523573002385168
"P35913_IDR_819_854",1
"P35916_IDR_1177_1328",0.498392452319052
"P35916_IDR_962_1004",0.501607547680948
"P35968_IDR_1169_1304",0.482674723142096
"P35968_IDR_941_995",0.517325276857904
"P36021_IDR_1_90",0.512306964198609
"P36021_IDR_505_539",0.487693035801391
"P36269_IDR_1_34",1
"P36382_IDR_240_358",1
"P36383_IDR_104_166",0.512482814012513
"P36383_IDR_298_396",0.487517185987487
"P36507_IDR_1_41",0.477999261219698
"P36507_IDR_282_313",0.522000738780302
"P36508_IDR_365_422",1
"P37231_IDR_1_135",0.497735324111596
"P37231_IDR_187_251",0.502264675888404
"P37275_IDR_1_961",0.460565424350362
"P37275_IDR_964_1124",0.539434575649637
"P37288_IDR_1_45",0.337058222727335
"P37288_IDR_249_285",0.330178191503776
"P37288_IDR_369_418",0.332763585768889
"P37840_IDR_1_140",1
"P38159_IDR_82_391",1
"P38398_IDR_100_179",0.50269691521427
"P38398_IDR_184_1646",0.49730308478573
"P38432_IDR_99_447",1
"P38435_IDR_727_758",1
"P38570_IDR_158_198",1
"P38646_IDR_1_42",1
"P38935_IDR_649_725",0.517447668259458
"P38935_IDR_783_879",0.482552331740542
"P38936_IDR_81_164",1
"P39023_IDR_1_31",1
"P39059_IDR_1_36",0.496174960558345
"P40189_IDR_698_887",1
"P40197_IDR_474_505",1
"P40198_IDR_195_225",1
"P40200_IDR_384_446",0.509244115582471
"P40200_IDR_448_481",0.490755884417529
"P40222_IDR_1_172",0.468289541993239
"P40222_IDR_486_546",0.531710458006761
"P40225_IDR_174_353",1
"P40238_IDR_201_231",1
"P40305_IDR_1_50",1
"P40337_IDR_1_59",1
"P40424_IDR_1_80",0.331869820028346
"P40424_IDR_259_430",0.326159497345728
"P40424_IDR_85_148",0.341970682625927
"P40425_IDR_1_89",0.331521269873376
"P40425_IDR_289_430",0.332856726158486
"P40425_IDR_96_159",0.335622003968138
"P40426_IDR_1_45",0.33541316138296
"P40426_IDR_295_434",0.329304504866132
"P40426_IDR_90_151",0.335282333750908
"P41146_IDR_339_370",1
"P41161_IDR_1_290",1
"P41162_IDR_131_496",1
"P41180_IDR_877_961",0.486471061160676
"P41180_IDR_983_1061",0.513528938839324
"P41181_IDR_240_271",1
"P41182_IDR_130_516",1
"P41212_IDR_137_234",0.341818695505426
"P41212_IDR_1_48",0.320695208376653
"P41212_IDR_272_329",0.337486096117921
"P41214_IDR_181_258",1
"P41218_IDR_88_205",1
"P41219_IDR_1_86",1
"P41220_IDR_1_34",1
"P41221_IDR_1_34",1
"P41225_IDR_1_446",1
"P41227_IDR_160_235",1
"P41229_IDR_1316_1418",0.370917457782038
"P41229_IDR_1427_1560",0.317948568839612
"P41229_IDR_174_319",0.31113397337835
"P41231_IDR_320_377",1
"P41235_IDR_133_179",0.32155597308285
"P41235_IDR_1_54",0.345082170141765
"P41235_IDR_378_474",0.333361856775385
"P41236_IDR_1_205",1
"P42126_IDR_1_41",1
"P42127_IDR_20_99",1
"P42166_IDR_1_38",0.503980173343674
"P42166_IDR_48_454",0.496019826656326
"P42226_IDR_653_745",1
"P42229_IDR_708_794",1
"P42261_IDR_858_906",1
"P42263_IDR_855_886",1
"P42285_IDR_1_97",1
"P42345_IDR_1809_1868",0.501733699355496
"P42345_IDR_2434_2486",0.498266300644504
"P42566_IDR_298_896",1
"P42568_IDR_139_498",1
"P42574_IDR_1_34",1
"P42575_IDR_123_169",1
"P42658_IDR_1_127",1
"P42679_IDR_1_44",1
"P42680_IDR_148_180",1
"P42681_IDR_22_79",1
"P42684_IDR_1_106",0.482024175798472
"P42684_IDR_549_1081",0.517975824201528
"P42695_IDR_1267_1412",0.550806544251762
"P42695_IDR_154_200",0.449193455748238
"P43003_IDR_1_35",0.506147872688309
"P43003_IDR_505_542",0.493852127311691
"P43004_IDR_1_32",0.505045697294667
"P43004_IDR_505_536",0.494954302705333
"P43005_IDR_473_507",1
"P43007_IDR_485_532",1
"P43088_IDR_326_359",1
"P43115_IDR_1_51",1
"P43119_IDR_216_248",0.507001313065861
"P43119_IDR_313_385",0.492998686934139
"P43121_IDR_524_559",0.503601928988076
"P43121_IDR_588_646",0.496398071011924
"P43363_IDR_1_128",1
"P43364_IDR_1_216",1
"P43365_IDR_1_103",1
"P43366_IDR_1_104",0.503429615211205
"P43366_IDR_316_347",0.496570384788795
"P43403_IDR_258_314",1
"P43405_IDR_297_346",1
"P43487_IDR_167_201",1
"P43489_IDR_129_165",0.471918767444013
"P43489_IDR_167_277",0.528081232555987
"P43629_IDR_365_397",1
"P43630_IDR_362_455",1
"P43657_IDR_305_344",1
"P43681_IDR_365_557",1
"P43686_IDR_1_33",1
"P43694_IDR_1_210",0.550765258820986
"P43694_IDR_305_423",0.449234741179014
"P43699_IDR_1_207",0.498547906300063
"P43699_IDR_213_358",0.501452093699937
"P45378_IDR_1_191",1
"P46093_IDR_309_362",1
"P46095_IDR_1_66",1
"P46098_IDR_360_410",1
"P46108_IDR_196_229",1
"P46109_IDR_186_224",1
"Q6UB99_IDR_1_2435",1
"Q6UE05_IDR_227_265",1
"Q6ULP2_IDR_1_739",0.49574491182853
"Q6ULP2_IDR_741_893",0.50425508817147
"Q6UQ28_IDR_149_180",1
"Q6UUV7_IDR_1_549",1
"Q6UUV9_IDR_1_600",1
"Q6UVJ0_IDR_448_657",1
"Q6UVK1_IDR_2181_2305",1
"Q6UVM3_IDR_566_669",0.496176292599683
"Q6UVM3_IDR_981_1044",0.503823707400317
"Q6UVW9_IDR_1_50",1
"Q6UW15_IDR_1_32",1
"Q6UW49_IDR_137_210",0.515533026939769
"Q6UW49_IDR_50_119",0.484466973060231
"Q6UW88_IDR_1_51",1
"Q6UWP7_IDR_1_53",1
"Q6UWP8_IDR_1_570",1
"Q6UWS5_IDR_27_81",1
"Q6UWT2_IDR_35_76",1
"Q6UWV2_IDR_181_215",1
"Q6UWV7_IDR_94_154",1
"Q6UWW9_IDR_104_135",1
"Q6UWX4_IDR_1_32",0.526796316699993
"Q6UWX4_IDR_603_724",0.473203683300007
"Q6UWZ7_IDR_256_298",0.500690995733668
"Q6UWZ7_IDR_300_409",0.499309004266332
"Q6UX04_IDR_178_379",1
"Q6UX06_IDR_1_65",1
"Q6UX07_IDR_314_377",1
"Q6UX15_IDR_1_31",1
"Q6UX27_IDR_160_202",1
"Q6UX34_IDR_1_87",1
"Q6UX39_IDR_1_209",1
"Q6UX41_IDR_467_500",1
"Q6UX46_IDR_51_84",1
"Q6UX68_IDR_330_397",0.322412288313535
"Q6UX68_IDR_416_541",0.313857633514024
"Q6UX68_IDR_547_658",0.363730078172441
"Q6UX71_IDR_369_457",0.487526145111232
"Q6UX71_IDR_67_106",0.512473854888768
"Q6UX72_IDR_29_75",1
"Q6UXA7_IDR_22_197",1
"Q6UXB0_IDR_139_366",0.529440368719713
"Q6UXB0_IDR_45_132",0.470559631280287
"Q6UXB2_IDR_1_41",0.514831972497295
"Q6UXI9_IDR_298_379",1
"Q6UXK2_IDR_378_478",0.498506461322989
"Q6UXK2_IDR_623_732",0.501493538677011
"Q6UXM1_IDR_835_1119",1
"Q6UXN2_IDR_134_200",1
"Q6UXN8_IDR_15_66",1
"Q6UXT8_IDR_21_59",1
"Q6UXT9_IDR_1_63",0.51062406750176
"Q6UXT9_IDR_426_468",0.48937593249824
"Q6UXU4_IDR_277_308",0.505706253256685
"Q6UXU4_IDR_37_80",0.494293746743315
"Q6UXU6_IDR_49_159",1
"Q6UXV4_IDR_1_31",0.501091307853563
"Q6UXV4_IDR_185_268",0.498908692146437
"Q6UXX5_IDR_615_669",0.333626342163457
"Q6UXX5_IDR_671_931",0.32062458877823
"Q6UXX5_IDR_946_981",0.345749069058313
"Q6UXX9_IDR_199_243",1
"Q6UXY1_IDR_222_340",0.512711021953373
"Q6UXY8_IDR_1_369",0.529980718612478
"Q6VN20_IDR_345_504",0.497722533783421
"Q6VUC0_IDR_1_57",0.503695814712585
"Q6VUC0_IDR_68_206",0.496304185287415
"Q6VY07_IDR_1_95",0.259298543199688
"Q6VY07_IDR_259_335",0.230482572044122
"Q6VY07_IDR_345_542",0.259152080183213
"Q6VY07_IDR_761_813",0.251066804572977
"Q6W0C5_IDR_1_57",0.489282759979423
"Q6W0C5_IDR_77_130",0.510717240020577
"Q6W2J9_IDR_1_1456",1
"Q6W3E5_IDR_493_623",1
"Q6W4X9_IDR_1224_2285",0.565277976214608
"Q6W4X9_IDR_2295_2343",0.434722023785392
"Q6W5P4_IDR_1_39",1
"Q6WKZ4_IDR_155_1218",1
"Q6WRI0_IDR_667_744",0.339886545062726
"Q6WRI0_IDR_861_916",0.319464951988244
"Q6WRI0_IDR_935_1398",0.34064850294903
"Q6X4T0_IDR_1_34",0.488831365006072
"Q6X4T0_IDR_60_127",0.511168634993928
"Q6Y2X3_IDR_654_702",0.469695757194066
"Q6Y7W6_IDR_1047_1119",0.233102049112576
"Q6Y7W6_IDR_1197_1269",0.226798273590803
"Q6Y7W6_IDR_595_1045",0.259925299157464
"Q6Y7W6_IDR_86_524",0.280174378139157
"Q6YBV0_IDR_1_56",1
"Q6YI46_IDR_1_128",0.531317302090666
"Q6YI46_IDR_348_380",0.468682697909334
"Q6YP21_IDR_1_41",1
"Q6ZMB0_IDR_1_79",1
"Q6ZMB5_IDR_1_43",1
"Q6ZMC9_IDR_291_328",1
"Q6ZMD2_IDR_1_38",1
"Q6ZMG9_IDR_334_384",1
"Q6ZMH5_IDR_1_32",0.325121188154733
"Q6ZMH5_IDR_308_379",0.350691295323815
"Q6ZMH5_IDR_70_153",0.324187516521453
"Q6ZMI0_IDR_149_263",0.204128817816021
"Q6ZMI0_IDR_30_112",0.197570258233651
"Q6ZMI0_IDR_446_700",0.196394504254938
"Q6ZMT4_IDR_479_941",0.48818493050278
"Q6ZMT9_IDR_1_164",1
"Q6ZMV5_IDR_653_832",1
"Q6ZMV9_IDR_380_423",0.326789687834956
"Q6ZMV9_IDR_433_556",0.319176698880312
"Q6ZMV9_IDR_692_782",0.354033613284733
"Q6ZMW2_IDR_61_270",1
"Q6ZMW3_IDR_1277_1355",0.494717794623845
"Q6ZMW3_IDR_607_671",0.505282205376155
"Q6ZMY3_IDR_1178_1216",0.273621738552547
"Q6ZMY3_IDR_1_605",0.255239510576104
"Q6ZMY3_IDR_700_859",0.237617730341265
"Q6ZMY3_IDR_990_1096",0.233521020530084
"Q6ZMY9_IDR_64_177",1
"Q6ZMZ0_IDR_1_114",0.49635536328801
"Q6ZMZ0_IDR_443_732",0.50364463671199
"Q6ZMZ3_IDR_890_926",1
"Q6ZN01_IDR_1_371",1
"Q6ZN04_IDR_1_60",0.319684415739609
"Q6ZN04_IDR_244_320",0.300132746100398
"Q6ZN19_IDR_1_87",1
"Q6ZN28_IDR_1_67",0.49897285654568
"Q6ZN28_IDR_99_135",0.50102714345432
"Q6ZN30_IDR_265_819",0.245153033849573
"Q6ZN30_IDR_52_83",0.263395132626912
"Q6ZN30_IDR_874_918",0.242031141387656
"Q6ZN30_IDR_966_1022",0.249420692135859
"Q6ZN32_IDR_147_215",0.505148117576937
"Q6ZN32_IDR_280_361",0.494851882423063
"Q6ZN44_IDR_357_427",1
"Q6ZN54_IDR_1_129",1
"Q6ZN57_IDR_1_103",1
"Q6ZN79_IDR_60_171",1
"Q6ZN84_IDR_174_345",1
"Q6ZNA4_IDR_1_830",0.593904135759574
"Q6ZNA4_IDR_892_938",0.406095864240426
"Q6ZNB6_IDR_1_126",1
"Q6ZNC4_IDR_1_386",1
"Q6ZNE5_IDR_404_434",0.500285302189632
"Q6ZNE5_IDR_436_471",0.499714697810368
"Q6ZNE9_IDR_177_409",1
"Q6ZNG0_IDR_64_169",1
"Q6ZNG2_IDR_131_187",0.250522317855211
"Q6ZNG2_IDR_1_41",0.248569037420102
"Q6ZNG2_IDR_239_339",0.243197833852068
"Q6ZNG2_IDR_47_99",0.257710810872618
"Q6ZNG9_IDR_445_492",1
"Q6ZNH5_IDR_1_189",1
"Q6ZQN5_IDR_188_296",0.504823309940764
"Q6ZQN5_IDR_48_80",0.495176690059236
"Q6ZQN7_IDR_1_85",0.526473934843957
"Q6ZQN7_IDR_694_724",0.473526065156043
"Q6ZQQ2_IDR_45_1576",1
"Q6ZQR2_IDR_1_111",0.331657437534891
"Q6ZQR2_IDR_182_219",0.340618092800831
"Q6ZQR2_IDR_221_271",0.327724469664277
"Q6ZQY2_IDR_1_50",1
"Q6ZR08_IDR_1_86",1
"Q6ZR62_IDR_1_55",0.50480353295048
"Q6ZR62_IDR_224_263",0.49519646704952
"Q6ZRC1_IDR_106_242",0.496373702108973
"Q6ZRC1_IDR_1_50",0.503626297891027
"Q6ZRF8_IDR_358_408",0.507875875108985
"Q6ZRF8_IDR_546_634",0.492124124891015
"Q6ZRH7_IDR_1121_1159",1
"Q6ZRI0_IDR_1475_2050",0.579332481660791
"Q6ZRI0_IDR_1_92",0.420667518339209
"Q6ZRI6_IDR_1_764",0.515811927180071
"Q6ZRI6_IDR_927_996",0.484188072819929
"Q6ZRI8_IDR_130_225",0.50799039974183
"Q6ZRI8_IDR_457_547",0.49200960025817
"Q6ZRK6_IDR_166_1079",1
"Q6ZRP0_IDR_1_53",0.499259495243449
"Q6ZRP0_IDR_169_262",0.500740504756552
"Q6ZRP7_IDR_1_50",0.506898709708692
"Q6ZRP7_IDR_566_698",0.493101290291308
"Q6ZRS2_IDR_1_92",0.150276643769664
"Q6ZRS2_IDR_224_600",0.143843051646738
"Q6ZS11_IDR_141_254",0.501873651740597
"Q6ZS11_IDR_533_566",0.498126348259403
"Q6ZS17_IDR_1_71",0.29919162175829
"Q6ZS17_IDR_325_790",0.390726909537254
"Q6ZS17_IDR_831_889",0.310081468704456
