"","GO0006355_regulation_of_transcription._DNA_templated"
"A6NCW0_IDR_470_528",0.32352252949277
"A6NCW7_IDR_1_56",0.357399523471303
"A6NCW7_IDR_379_448",0.31849272475475
"A6NCW7_IDR_471_525",0.324107751773947
"A6ND36_IDR_311_430",0.253293044803998
"A6ND36_IDR_433_823",0.404887245900142
"A6ND36_IDR_76_110",0.34181970929586
"A6NDA9_IDR_494_550",1
"A6NDB9_IDR_1_673",1
"A6NDD5_IDR_1_156",0.510074363637597
"A6NDY2_IDR_1_464",1
"A6NDZ8_IDR_1_158",1
"A6NE01_IDR_207_239",0.373524717484221
"A6NE01_IDR_291_330",0.274525950225557
"A6NE01_IDR_332_2102",0.351949332290222
"A6NE21_IDR_1_464",1
"A6NE52_IDR_1091_1164",0.336639601446838
"A6NE52_IDR_1362_1435",0.346097854326959
"A6NE52_IDR_898_941",0.317262544226202
"A6NE82_IDR_1_158",1
"A6NEE1_IDR_254_287",0.468891547193271
"A6NEE1_IDR_413_478",0.531108452806729
"A6NEH6_IDR_1_125",1
"A6NEL2_IDR_728_793",0.542824063025617
"A6NEL2_IDR_79_589",0.457175936974383
"A6NEN9_IDR_115_183",1
"A6NEQ0_IDR_69_496",1
"A6NEQ2_IDR_1_66",0.288901536043434
"A6NEQ2_IDR_294_368",0.309317260891434
"A6NEQ2_IDR_74_282",0.401781203065132
"A6NEV1_IDR_108_266",0.544717676539058
"A6NEV1_IDR_1_53",0.455282323460942
"A6NEW6_IDR_1_464",1
"A6NF34_IDR_349_425",0.464107645392783
"A6NF34_IDR_516_631",0.535892354607217
"A6NF83_IDR_1_97",1
"A6NFA0_IDR_122_258",0.480017398638517
"A6NFA0_IDR_269_338",0.519982601361483
"A6NFI3_IDR_636_683",0.163242352457928
"A6NFI3_IDR_938_970",0.211526495192132
"A6NFK2_IDR_1_111",1
"A6NFN3_IDR_1_100",1
"A6NFN9_IDR_359_442",1
"A6NFQ7_IDR_70_107",1
"A6NFX1_IDR_1_36",1
"A6NFY7_IDR_77_115",1
"A6NFZ4_IDR_1_60",1
"A6NGA9_IDR_219_273",1
"A6NGB7_IDR_1_58",0.428498611272573
"A6NGB7_IDR_179_265",0.571501388727427
"A6NGB9_IDR_1_483",1
"A6NGC4_IDR_228_264",1
"A6NGD5_IDR_124_351",0.442933069443356
"A6NGD5_IDR_1_39",0.557066930556644
"A6NGE4_IDR_1_137",0.477636661637987
"A6NGE4_IDR_560_600",0.522363338362013
"A6NGG8_IDR_1_171",0.542432046992508
"A6NGG8_IDR_332_1256",0.457567953007492
"A6NGQ2_IDR_1_32",1
"A6NGR9_IDR_30_90",1
"A6NGS2_IDR_79_130",1
"A6NGY1_IDR_1_173",0.528184203296758
"A6NGY1_IDR_250_282",0.471815796703242
"A6NGY3_IDR_1_54",1
"A6NHJ4_IDR_1_229",1
"A6NHN0_IDR_1_342",1
"A6NI87_IDR_1_53",0.529131784420557
"A6NI87_IDR_202_242",0.470868215579443
"A6NIH7_IDR_1_54",1
"A6NIK2_IDR_228_292",1
"A6NIN4_IDR_110_147",1
"A6NIR3_IDR_103_147",0.323953048993229
"A6NIR3_IDR_170_277",0.336646675522052
"A6NIR3_IDR_346_407",0.339400275484719
"A6NIX2_IDR_1_197",1
"A6NIY4_IDR_1_166",1
"A6NJ08_IDR_1_156",1
"A6NJ46_IDR_1_59",0.305485576408208
"A6NJ46_IDR_190_241",0.421075746697461
"A6NJ46_IDR_92_145",0.273438676894331
"A6NJ64_IDR_73_397",1
"A6NJB7_IDR_1_57",0.283784379378193
"A6NJB7_IDR_194_265",0.367036942027659
"A6NJB7_IDR_92_142",0.349178678594148
"A6NJG2_IDR_1_107",0.436711671210266
"A6NJG2_IDR_242_315",0.563288328789734
"A6NJG6_IDR_1_315",1
"A6NJI1_IDR_1_68",1
"A6NJI9_IDR_197_227",1
"A6NJJ6_IDR_1_81",1
"A6NJL1_IDR_126_350",0.466012784894021
"A6NJL1_IDR_1_39",0.533987215105979
"A6NJQ4_IDR_1_464",1
"A6NJT0_IDR_1_531",1
"A6NK89_IDR_133_408",0.220068779595516
"A6NK89_IDR_41_80",0.310268249864719
"A6NK89_IDR_438_499",0.469662970539765
"A6NKB5_IDR_1878_2137",0.3476187603509
"A6NKB5_IDR_733_803",0.329862570465486
"A6NKB5_IDR_93_695",0.322518669183614
"A6NKC0_IDR_1_464",1
"A6NKC9_IDR_145_451",1
"A6NKD2_IDR_1_105",1
"A6NKD9_IDR_153_378",0.711297525092343
"A6NKD9_IDR_38_147",0.288702474907657
"A6NKF2_IDR_1_95",0.46779650171282
"A6NKF2_IDR_220_362",0.53220349828718
"A6NKF7_IDR_1_57",0.464095134340211
"A6NKF7_IDR_59_95",0.535904865659789
"A6NKG5_IDR_1_188",0.537535375136384
"A6NKG5_IDR_1252_1282",0.462464624863616
"A6NKL6_IDR_1_37",0.277700407998625
"A6NKL6_IDR_212_593",0.328810561326584
"A6NKL6_IDR_79_147",0.393489030674791
"A6NKN8_IDR_1_68",1
"A6NKP2_IDR_1_32",1
"A6NKU9_IDR_1_383",1
"A6NKW6_IDR_94_150",1
"A6NL88_IDR_119_538",0.72822030351823
"A6NLW8_IDR_155_204",0.496775112400917
"A6NLW8_IDR_69_102",0.503224887599083
"A6NLX3_IDR_1_79",1
"A6NLX4_IDR_107_147",1
"A6NM10_IDR_248_295",1
"A6NM11_IDR_1_1457",0.427633494315854
"A6NM11_IDR_1529_1623",0.279964135144993
"A6NM11_IDR_1658_1700",0.292402370539153
"A6NM28_IDR_67_150",1
"A6NM62_IDR_236_305",0.2915154478988
"A6NM62_IDR_321_355",0.316814796627875
"A6NM62_IDR_360_1247",0.391669755473325
"A6NMA1_IDR_35_69",1
"A6NMB9_IDR_100_366",1
"A6NMD0_IDR_1_133",1
"A6NMD2_IDR_1_125",0.307475064484499
"A6NMD2_IDR_182_220",0.380958294417991
"A6NMD2_IDR_276_609",0.31156664109751
"A6NMK8_IDR_1_407",0.600988318885613
"A6NMK8_IDR_482_535",0.399011681114387
"A6NMN3_IDR_1_101",0.353704186371417
"A6NMN3_IDR_152_185",0.254438854685818
"A6NMN3_IDR_246_283",0.391856958942765
"A6NMS7_IDR_1047_1138",0.20282665230903
"A6NMS7_IDR_1147_1456",0.185093654398371
"A6NNJ1_IDR_1_464",1
"A6NNL0_IDR_1_522",0.488797404908768
"A6NNL0_IDR_525_878",0.511202595091232
"A6NNM3_IDR_1199_1449",0.303646991170318
"A6NNM3_IDR_209_380",0.224189915778052
"A6NNM3_IDR_681_828",0.235069113042189
"A6NNM3_IDR_90_191",0.237093980009441
"A6NNM8_IDR_1_84",0.227030776278386
"A6NNM8_IDR_431_477",0.235538506589891
"A6NNM8_IDR_496_723",0.30490159275009
"A6NNM8_IDR_725_774",0.232529124381632
"A6NNP5_IDR_155_214",1
"A6NNT2_IDR_1029_1141",0.447564073566068
"A6NNT2_IDR_39_700",0.552435926433932
"A6NNW6_IDR_178_219",0.460813304398426
"A6NNW6_IDR_587_625",0.539186695601574
"A6NP61_IDR_107_218",1
"A6PVL3_IDR_82_124",1
"A6PVS8_IDR_263_414",1
"A6PVY3_IDR_112_158",1
"A6QL63_IDR_1_46",0.323760773064275
"A6QL63_IDR_258_342",0.365383838337663
"A6QL63_IDR_387_418",0.310855388598061
"A6XGL0_IDR_1_58",1
"A7XYQ1_IDR_272_873",0.455100667464361
"A7XYQ1_IDR_49_180",0.187991588886968
"A8CG34_IDR_1_64",0.41935807227685
"A8CG34_IDR_70_1229",0.58064192772315
"A8K0R7_IDR_1_349",0.537217137759805
"A8K0R7_IDR_450_726",0.462782862240195
"A8K0Z3_IDR_371_465",0.530694598352402
"A8K0Z3_IDR_97_368",0.469305401647598
"A8K5M9_IDR_1_142",1
"A8K830_IDR_1_63",1
"A8K855_IDR_184_263",1
"A8K8P3_IDR_1_74",0.578518135720313
"A8K8P3_IDR_933_1149",0.421481864279687
"A8K8V0_IDR_82_170",1
"A8K979_IDR_242_412",0.534019801327014
"A8K979_IDR_416_549",0.465980198672986
"A8MPX8_IDR_14_55",0.315690550910271
"A8MPX8_IDR_300_348",0.310007414924381
"A8MPX8_IDR_518_588",0.374302034165349
"A8MPY1_IDR_1_58",0.517908187883665
"A8MPY1_IDR_392_430",0.482091812116335
"A8MQ03_IDR_1_101",1
"A8MT70_IDR_397_598",0.321084600941419
"A8MT70_IDR_601_716",0.199587800151935
"A8MT70_IDR_747_785",0.226365283819891
"A8MTA8_IDR_1_166",1
"A8MTJ6_IDR_1_127",0.500946886570816
"A8MTJ6_IDR_231_382",0.499053113429184
"A8MTL3_IDR_114_300",1
"A8MTQ0_IDR_1_78",0.52203223116557
"A8MTQ0_IDR_208_251",0.47796776883443
"A8MTY0_IDR_57_197",1
"A8MTY7_IDR_1_169",1
"A8MTZ7_IDR_145_207",0.353436247725577
"A8MTZ7_IDR_1_75",0.342231419718753
"A8MTZ7_IDR_227_269",0.30433233255567
"A8MU46_IDR_1_376",1
"A8MU93_IDR_1_118",1
"A8MUK1_IDR_1_54",0.358971873139564
"A8MUK1_IDR_379_462",0.333968410688238
"A8MUK1_IDR_470_528",0.307059716172197
"A8MUX0_IDR_1_517",1
"A8MUZ8_IDR_57_170",1
"A8MV65_IDR_113_326",0.425636015967313
"A8MV65_IDR_15_79",0.574363984032687
"A8MVA2_IDR_1_152",1
"A8MVS5_IDR_182_230",1
"A8MVW0_IDR_342_653",0.659837658839847
"A8MVW0_IDR_659_826",0.340162341160154
"A8MW92_IDR_138_677",0.425237900650891
"A8MW92_IDR_809_924",0.574762099349109
"A8MXT2_IDR_1_105",1
"A8MXV6_IDR_1_196",1
"A8MXY4_IDR_57_143",1
"A8MXZ1_IDR_1_464",1
"A8MXZ3_IDR_1_250",1
"A8MYA2_IDR_1_482",1
"A8MYU2_IDR_1046_1149",0.560090118496973
"A8MYU2_IDR_632_682",0.439909881503027
"A8MYZ0_IDR_1_91",1
"A8MYZ6_IDR_171_436",0.549962943986459
"A8MYZ6_IDR_1_86",0.45003705601354
"A8MZ36_IDR_97_187",1
"A8MZ59_IDR_28_122",1
"A8MZA4_IDR_1_110",0.47331578115073
"A8MZA4_IDR_147_401",0.52668421884927
"A8MZG2_IDR_1_86",0.514292621380595
"A8MZG2_IDR_89_182",0.485707378619405
"A8TX70_IDR_1474_1692",0.497955779425725
"A8TX70_IDR_2584_2615",0.502044220574275
"A9QM74_IDR_15_66",1
"B0FP48_IDR_215_263",1
"B0YJ81_IDR_1_67",1
"B1AJZ9_IDR_100_352",0.263975489705832
"B1AJZ9_IDR_1060_1279",0.181281327945426
"B1AJZ9_IDR_1356_1412",0.184616809459269
"B1AJZ9_IDR_590_699",0.176138390116426
"B1AJZ9_IDR_921_1001",0.193987982773047
"B1AK53_IDR_331_362",0.683613374866727
"B1ANS9_IDR_1030_1081",1
"B1ATL7_IDR_1_163",1
"B2RC85_IDR_646_758",0.503823630760906
"B2RC85_IDR_779_870",0.496176369239095
"B2RNN3_IDR_15_196",1
"B2RTY4_IDR_1132_1843",0.273039860492295
"B2RTY4_IDR_2278_2531",0.349169168288578
"B2RTY4_IDR_739_823",0.377790971219127
"B2RU33_IDR_361_524",1
"B2RXF0_IDR_1_48",0.452985557933973
"B2RXF0_IDR_184_235",0.547014442066027
"B2RXF5_IDR_120_290",1
"B2RXH2_IDR_343_506",1
"B2RXH4_IDR_118_370",0.357847002309587
"B2RXH4_IDR_374_463",0.642152997690413
"B2RXH8_IDR_86_293",1
"B3KS81_IDR_1_715",1
"B3KU38_IDR_1_55",0.446023888369724
"B3KU38_IDR_63_486",0.553976111630276
"B4DJY2_IDR_1_31",1
"B4DS77_IDR_112_155",0.443997502329939
"B4DS77_IDR_159_423",0.556002497670061
"B4DU55_IDR_68_202",1
"B5ME19_IDR_1_47",0.328164971566664
"B5ME19_IDR_162_301",0.282410637211432
"B5ME19_IDR_880_914",0.389424391221904
"B7U540_IDR_1_42",0.528483468327962
"C9J069_IDR_1_659",0.539216036573173
"C9J069_IDR_826_869",0.460783963426827
"C9J302_IDR_136_202",1
"Q6NX49_IDR_67_221",1
"Q6NXP0_IDR_148_179",0.567241767147975
"Q6NXP0_IDR_270_350",0.432758232852025
"Q6NXP2_IDR_179_280",1
"Q6NXS1_IDR_1_205",1
"Q6NXT1_IDR_1_59",1
"Q6NZ36_IDR_46_145",0.489641822138194
"Q6NZ67_IDR_82_158",1
"Q6NZI2_IDR_1_153",0.573402732195528
"Q6NZI2_IDR_158_390",0.426597267804472
"Q6NZY4_IDR_129_164",0.544234486708252
"Q6NZY4_IDR_371_655",0.455765513291748
"Q6NZY7_IDR_1_31",0.489242499249991
"Q6NZY7_IDR_38_148",0.510757500750009
"Q6P047_IDR_166_211",0.511301615598822
"Q6P047_IDR_239_294",0.488698384401178
"Q6P050_IDR_208_247",1
"Q6P087_IDR_30_61",1
"Q6P0N0_IDR_276_372",0.314745467965592
"Q6P0N0_IDR_480_1132",0.297403524778296
"Q6P0N0_IDR_98_238",0.387851007256112
"Q6P0Q8_IDR_1193_1789",0.262736487933562
"Q6P0Q8_IDR_1_317",0.526443302652782
"Q6P0Q8_IDR_815_1097",0.210820209413656
"Q6P158_IDR_1_94",0.319351822189914
"Q6P158_IDR_431_512",0.319481005105266
"Q6P158_IDR_754_792",0.361167172704821
"Q6P179_IDR_1_51",1
"Q6P1J9_IDR_103_142",0.494235850876515
"Q6P1J9_IDR_260_356",0.505764149123485
"Q6P1L5_IDR_1_354",0.472908991182094
"Q6P1L5_IDR_359_589",0.527091008817906
"Q6P1L6_IDR_1_59",0.449201251374079
"Q6P1L6_IDR_77_237",0.550798748625921
"Q6P1M3_IDR_635_708",0.389177246184689
"Q6P1M3_IDR_938_1020",0.610822753815311
"Q6P1W5_IDR_1_49",0.361394040708459
"Q6P1W5_IDR_516_558",0.378540399294003
"Q6P1W5_IDR_75_472",0.260065559997539
"Q6P1X5_IDR_991_1199",1
"Q6P1X6_IDR_1_36",1
"Q6P280_IDR_1_46",0.450707840506038
"Q6P280_IDR_49_169",0.549292159493962
"Q6P2C0_IDR_238_268",1
"Q6P2C8_IDR_101_155",1
"Q6P2D0_IDR_23_133",1
"Q6P2D8_IDR_435_608",0.566680143309317
"Q6P2D8_IDR_45_81",0.433319856690683
"Q6P2E9_IDR_1226_1258",0.299135159835309
"Q6P2E9_IDR_24_70",0.274357846501668
"Q6P2E9_IDR_528_965",0.426506993663024
"Q6P2H3_IDR_1_327",0.287677263568687
"Q6P2H3_IDR_350_394",0.237975091512435
"Q6P2H3_IDR_531_572",0.225882916423511
"Q6P2H3_IDR_596_666",0.248464728495366
"Q6P387_IDR_108_162",0.162120076801465
"Q6P387_IDR_1_42",0.168137033829919
"Q6P387_IDR_176_213",0.147646766667683
"Q6P387_IDR_253_292",0.162959246556879
"Q6P387_IDR_329_365",0.202866140806262
"Q6P387_IDR_48_105",0.156270735337792
"Q6P3R8_IDR_279_655",0.606123535168387
"Q6P3R8_IDR_672_708",0.393876464831613
"Q6P3S1_IDR_449_775",1
"Q6P3S6_IDR_1_43",0.389852638984407
"Q6P4D5_IDR_1_174",1
"Q6P4E1_IDR_1_436",1
"Q6P4F1_IDR_1_74",1
"Q6P4F2_IDR_1_66",1
"Q6P4F7_IDR_254_810",0.534103100366419
"Q6P4F7_IDR_817_947",0.465896899633581
"Q6P4H8_IDR_1_32",1
"Q6P4Q7_IDR_1_40",0.286674304418444
"Q6P4Q7_IDR_648_688",0.332857507016353
"Q6P4Q7_IDR_727_775",0.380468188565204
"Q6P4R8_IDR_202_369",0.637787787073663
"Q6P4R8_IDR_654_1299",0.362212212926337
"Q6P531_IDR_1_99",1
"Q6P582_IDR_82_158",1
"Q6P5Q4_IDR_28_72",0.295810196410066
"Q6P5Q4_IDR_355_519",0.390645970092734
"Q6P5Q4_IDR_76_195",0.313543833497199
"Q6P5S7_IDR_1_38",1
"Q6P5W5_IDR_233_264",0.412717600534594
"Q6P5W5_IDR_426_488",0.587282399465406
"Q6P5X7_IDR_101_244",0.5296433201788
"Q6PCB5_IDR_1_339",0.4872144142906
"Q6PCB5_IDR_696_843",0.5127855857094
"Q6PCB6_IDR_49_84",1
"Q6PCB8_IDR_285_327",1
"Q6PCD5_IDR_1_283",1
"Q6PCT2_IDR_1_36",0.4243319909793
"Q6PCT2_IDR_151_420",0.5756680090207
"Q6PD62_IDR_855_1173",1
"Q6PD74_IDR_177_257",1
"Q6PDB4_IDR_60_183",1
"Q6PEV8_IDR_133_176",0.30940414839921
"Q6PEV8_IDR_264_357",0.370240043773751
"Q6PEV8_IDR_65_102",0.32035580782704
"Q6PEW0_IDR_276_350",1
"Q6PEW1_IDR_227_343",1
"Q6PEX3_IDR_1_189",1
"Q6PEX7_IDR_76_145",1
"Q6PF04_IDR_53_233",1
"Q6PF05_IDR_24_55",1
"Q6PIF6_IDR_1031_1086",0.529943721861125
"Q6PIF6_IDR_876_974",0.470056278138875
"Q6PII3_IDR_1_452",1
"Q6PIJ6_IDR_474_914",1
"Q6PIS1_IDR_1_33",0.527792052460546
"Q6PIS1_IDR_572_610",0.472207947539454
"Q6PIU1_IDR_1_32",1
"Q6PIV2_IDR_70_168",1
"Q6PIW4_IDR_92_373",1
"Q6PIY5_IDR_408_440",1
"Q6PIY7_IDR_1_130",1
"Q6PIZ9_IDR_35_163",1
"Q6PJ21_IDR_17_60",0.485069538986194
"Q6PJ21_IDR_321_355",0.514930461013806
"Q6PJ61_IDR_18_446",1
"Q6PJE2_IDR_53_85",1
"Q6PJF5_IDR_1_366",1
"Q6PJG2_IDR_100_631",0.363777665103277
"Q6PJG2_IDR_1_96",0.302320418497892
"Q6PJG2_IDR_679_714",0.161323657862528
"Q6PJW8_IDR_1_164",0.327114220220786
"Q6PJW8_IDR_237_267",0.310457431290718
"Q6PJW8_IDR_270_601",0.362428348488496
"Q6PK04_IDR_1_193",0.466288065859416
"Q6PK04_IDR_207_289",0.533711934140584
"Q6PK18_IDR_1_34",1
"Q6PK81_IDR_60_146",1
"Q6PKC3_IDR_1_74",0.483202651935148
"Q6PKC3_IDR_934_985",0.516797348064851
"Q6PKG0_IDR_1029_1096",0.199757513216609
"Q6PKG0_IDR_1_354",0.324271518265997
"Q6PKG0_IDR_491_632",0.150589001581244
"Q6PKG0_IDR_725_795",0.32538196693615
"Q6PKX4_IDR_235_331",1
"Q6PL18_IDR_1111_1318",0.347096347611053
"Q6PL18_IDR_1_390",0.338461678157908
"Q6PL18_IDR_732_780",0.314441974231039
"Q6PL24_IDR_1_153",0.538546043962231
"Q6PL24_IDR_228_271",0.461453956037769
"Q6PL45_IDR_1_57",1
"Q6PML9_IDR_71_120",1
"Q6PUV4_IDR_1_134",1
"Q6Q0C0_IDR_1_116",1
"Q6Q4G3_IDR_13_86",1
"Q6Q6R5_IDR_79_116",1
"Q6Q759_IDR_144_208",0.0873660341542997
"Q6Q759_IDR_378_419",0.0988820639778616
"Q6Q759_IDR_655_761",0.116286007054985
"Q6QNY1_IDR_1_34",1
"Q6R2W3_IDR_559_595",1
"Q6R327_IDR_1014_1524",0.401006074946285
"Q6R327_IDR_1531_1599",0.598993925053715
"Q6R6M4_IDR_1_57",0.50027295817688
"Q6R6M4_IDR_379_449",0.49972704182312
"Q6RFH5_IDR_324_385",1
"Q6RI45_IDR_1262_1299",0.279348063183552
"Q6RI45_IDR_1439_1802",0.454470171448388
"Q6RI45_IDR_656_916",0.26618176536806
"Q6RSH7_IDR_1_40",1
"Q6RW13_IDR_124_159",1
"Q6S5L8_IDR_21_177",0.480348234638279
"Q6S5L8_IDR_470_511",0.519651765361721
"Q6S9Z5_IDR_1_89",0.481127693132067
"Q6S9Z5_IDR_249_284",0.264925775562204
"Q6S9Z5_IDR_307_364",0.253946531305729
"Q6SA08_IDR_298_328",1
"Q6SJ93_IDR_1_76",0.55970433398333
"Q6SJ93_IDR_273_351",0.44029566601667
"Q6SJ96_IDR_1_195",1
"Q6STE5_IDR_1_105",1
"Q6T310_IDR_202_242",1
"Q6T4P5_IDR_286_396",0.211582469207237
"Q6TFL3_IDR_1049_1082",0.112610756606031
"Q6TFL3_IDR_1149_1182",0.109747231443207
"Q6TFL3_IDR_1223_1326",0.180361107056496
"Q6TFL3_IDR_983_1028",0.138455526024404
"Q6TFL4_IDR_1_38",1
"Q6U7Q0_IDR_1_128",1
"Q6U841_IDR_1_36",0.295538150007697
"Q6U841_IDR_222_317",0.344622948646108
"Q6U841_IDR_57_90",0.359838901346194
"Q6UB35_IDR_1_69",1
"Q6UB98_IDR_1_235",0.292028034382455
"Q6UB98_IDR_301_1831",0.707971965617545
"C9J3V5_IDR_1_63",1
"C9J6K1_IDR_1_46",1
"C9J7I0_IDR_28_81",1
"C9JDP6_IDR_192_229",1
"C9JE40_IDR_1_185",0.655004941265924
"C9JE40_IDR_213_256",0.344995058734076
"C9JFL3_IDR_1_82",1
"C9JH25_IDR_26_57",0.315839793181823
"C9JH25_IDR_623_874",0.350308308610506
"C9JH25_IDR_64_341",0.333851898207671
"C9JI98_IDR_124_176",1
"C9JJH3_IDR_1_60",0.507120641833211
"C9JJH3_IDR_377_528",0.492879358166789
"C9JSJ3_IDR_132_309",0.331103542434573
"C9JSJ3_IDR_332_541",0.305173312986731
"C9JTQ0_IDR_179_218",0.459023732967918
"C9JTQ0_IDR_226_380",0.540976267032082
"C9JUS6_IDR_1_35",0.51561005008331
"C9JUS6_IDR_63_103",0.48438994991669
"C9JVI0_IDR_1_57",0.356827368386215
"C9JVI0_IDR_379_464",0.333096364015766
"C9JVI0_IDR_469_528",0.310076267598019
"C9JVW0_IDR_59_142",1
"C9JXX5_IDR_30_86",1
"D3W0D1_IDR_40_73",1
"D6R901_IDR_1_56",0.352742746656918
"D6R901_IDR_379_452",0.338317080122713
"D6R901_IDR_470_528",0.308940173220369
"D6R9N7_IDR_1_56",0.358607423996949
"D6R9N7_IDR_379_465",0.332655297003782
"D6R9N7_IDR_469_528",0.308737278999269
"D6RA61_IDR_1_57",0.349935011779007
"D6RA61_IDR_379_451",0.340181449465347
"E5RIL1_IDR_215_263",1
"E5RJM6_IDR_1_36",1
"E7ERA6_IDR_1_45",0.53639380439819
"E7ERA6_IDR_166_249",0.46360619560181
"E7ETH6_IDR_108_160",0.33932488920376
"E7ETH6_IDR_173_222",0.316126371933239
"E7ETH6_IDR_61_100",0.344548738863001
"E7EW31_IDR_1_1015",1
"E9PAV3_IDR_1_1948",0.544439796043856
"E9PAV3_IDR_1988_2040",0.455560203956144
"E9PGG2_IDR_189_307",0.443813000399181
"E9PGG2_IDR_315_353",0.556186999600819
"E9PI22_IDR_161_279",0.503507346824911
"E9PI22_IDR_1_74",0.496492653175089
"H3BNL1_IDR_132_184",0.469006625111753
"H3BPF8_IDR_1_120",0.416528799675919
"H3BPF8_IDR_248_595",0.583471200324081
"H3BQB6_IDR_1_260",1
"H3BQL2_IDR_1_130",0.499053378813434
"H3BQL2_IDR_276_599",0.500946621186566
"H3BQW9_IDR_1_95",1
"H3BR10_IDR_1_33",0.485448148145408
"H3BR10_IDR_58_107",0.514551851854592
"H3BSY2_IDR_176_601",0.53904135104176
"H3BSY2_IDR_22_121",0.46095864895824
"H3BTG2_IDR_84_121",1
"H3BU77_IDR_1_48",1
"H3BUK9_IDR_1_90",0.465876101700691
"H3BUK9_IDR_325_492",0.534123898299309
"H3BV12_IDR_1_125",0.491121561106538
"H3BV12_IDR_277_604",0.508878438893462
"H3BV60_IDR_179_288",1
"H7BZ55_IDR_1249_1370",0.586051363231978
"H7BZ55_IDR_1_520",0.413948636768022
"M0QZC1_IDR_116_157",0.318387902831314
"M0QZC1_IDR_159_314",0.358643684242079
"M0QZC1_IDR_1_59",0.322968412926607
"M0R2J8_IDR_1_39",0.236765197476035
"M0R2J8_IDR_1480_1524",0.178948226305127
"M0R2J8_IDR_1550_1603",0.17971150332383
"M0R2J8_IDR_1619_1658",0.197383107859593
"M0R2J8_IDR_61_162",0.207191965035415
"O00110_IDR_33_92",1
"O00116_IDR_1_32",0.63711953182436
"O00116_IDR_48_82",0.36288046817564
"O00139_IDR_556_611",0.441430583368793
"O00139_IDR_65_190",0.558569416631207
"O00141_IDR_61_91",1
"O00142_IDR_1_48",1
"O00144_IDR_1_35",0.285873722619632
"O00144_IDR_145_194",0.281092177545123
"O00144_IDR_547_591",0.433034099835245
"O00148_IDR_1_33",1
"O00151_IDR_90_253",1
"O00154_IDR_1_48",1
"O00155_IDR_325_361",1
"O00160_IDR_923_1043",1
"O00161_IDR_1_149",1
"O00165_IDR_100_199",0.51896037695629
"O00165_IDR_14_60",0.48103962304371
"O00167_IDR_182_265",1
"O00168_IDR_1_92",1
"O00178_IDR_1_60",0.47579139352293
"O00178_IDR_578_669",0.52420860647707
"O00213_IDR_279_364",0.412228406012262
"O00217_IDR_1_35",1
"O00219_IDR_1_78",1
"O00220_IDR_1_119",0.48018270963026
"O00220_IDR_289_352",0.51981729036974
"O00221_IDR_1_242",1
"O00222_IDR_1_33",0.422107418113737
"O00222_IDR_849_908",0.577892581886263
"O00230_IDR_1_39",0.51836857922425
"O00230_IDR_59_92",0.48163142077575
"O00237_IDR_523_605",1
"O00253_IDR_1_83",1
"O00254_IDR_1_36",1
"O00255_IDR_464_615",1
"O00257_IDR_65_529",1
"O00258_IDR_1_35",1
"O00267_IDR_1_132",0.465627280890114
"O00267_IDR_669_702",0.534372719109886
"O00268_IDR_1013_1052",0.269310051131594
"O00268_IDR_1_457",0.464212043983258
"O00268_IDR_469_851",0.266477904885148
"O00273_IDR_202_234",1
"O00287_IDR_1_44",0.491163740896225
"O00287_IDR_53_220",0.508836259103775
"O00291_IDR_1_37",0.491351825546356
"O00291_IDR_300_381",0.508648174453644
"O00292_IDR_224_258",1
"O00294_IDR_14_285",1
"O00295_IDR_1_268",1
"O00303_IDR_1_84",1
"O00327_IDR_444_599",0.660712766911737
"O00330_IDR_140_177",0.550110309649725
"O00330_IDR_221_270",0.449889690350275
"O00337_IDR_1_60",1
"O00339_IDR_1_48",1
"O00341_IDR_484_548",1
"O00358_IDR_138_358",0.494108232181937
"O00358_IDR_1_52",0.505891767818063
"O00391_IDR_546_692",1
"O00400_IDR_1_67",1
"O00401_IDR_141_216",0.492855246478721
"O00401_IDR_264_502",0.507144753521279
"O00408_IDR_908_941",1
"O00409_IDR_1_112",0.442134275273906
"O00409_IDR_204_490",0.557865724726094
"O00411_IDR_76_219",0.448037580677001
"O00411_IDR_9_62",0.551962419322999
"O00418_IDR_12_77",0.561813768085141
"O00418_IDR_330_499",0.438186231914859
"O00423_IDR_70_176",1
"O00425_IDR_159_192",1
"O00429_IDR_513_638",1
"O00443_IDR_1_366",1
"O00444_IDR_271_592",0.597145642559987
"O00444_IDR_809_884",0.402854357440013
"O00445_IDR_56_106",1
"O00451_IDR_1_33",0.504743706600599
"O00451_IDR_358_464",0.495256293399401
"O00458_IDR_1_75",0.536726397065127
"O00458_IDR_419_451",0.463273602934873
"O00482_IDR_131_255",0.476445247912436
"O00482_IDR_1_75",0.523554752087564
"O00488_IDR_1_59",0.465180712205435
"O00488_IDR_73_134",0.534819287794565
"O00499_IDR_276_516",1
"O00505_IDR_16_69",1
"O00506_IDR_294_379",1
"O00507_IDR_1595_1638",0.300770474532779
"O00507_IDR_1_64",0.282841440356759
"O00507_IDR_2477_2555",0.416388085110462
"O00512_IDR_1_1426",1
"O00515_IDR_1_517",1
"O00533_IDR_1115_1170",1
"O00541_IDR_257_316",0.521773502107815
"O00541_IDR_446_588",0.478226497892185
"O00548_IDR_574_700",1
"O00555_IDR_1_54",0.245255269182598
"O00555_IDR_1975_2502",0.254633309615214
"O00555_IDR_406_448",0.17384613037793
"O00555_IDR_801_1212",0.326265290824259
"O00559_IDR_111_158",0.240717254172542
