"","GO0003723_RNA_binding"
"O15083_IDR_740_806",0.238188003434377
"O15083_IDR_867_955",0.238056049538641
"O15085_IDR_1_40",0.147022196364973
"O15151_IDR_113_185",0.361242136384612
"O15151_IDR_209_275",0.344588265970646
"O15151_IDR_334_432",0.294169597644742
"O15156_IDR_145_344",0.448114155346648
"O15156_IDR_451_539",0.551885844653352
"O15162_IDR_42_82",1
"O15164_IDR_1013_1050",0.320771697753257
"O15164_IDR_1_49",0.38652738319333
"O15164_IDR_430_824",0.292700919053414
"O15165_IDR_33_306",1
"O15169_IDR_1_79",0.4986165741296
"O15169_IDR_214_778",0.5013834258704
"O15173_IDR_1_48",1
"O15178_IDR_1_38",0.54791641394327
"O15178_IDR_250_435",0.45208358605673
"O15194_IDR_1_39",1
"O15195_IDR_722_795",1
"O15198_IDR_210_249",1
"O15204_IDR_1_33",1
"O15209_IDR_151_423",0.303392909291306
"O15265_IDR_1_144",0.503373747127077
"O15265_IDR_153_892",0.496626252872923
"O15266_IDR_1_292",1
"O15270_IDR_1_61",1
"O15297_IDR_35_93",0.585966631440098
"O15297_IDR_379_597",0.414033368559902
"O15315_IDR_351_384",1
"O15327_IDR_1_34",0.319149356978864
"O15327_IDR_478_520",0.38479254986029
"O15327_IDR_527_570",0.296058093160845
"O15347_IDR_163_200",1
"O15350_IDR_300_354",0.390632001275038
"O15350_IDR_33_112",0.302688372632558
"O15350_IDR_374_489",0.306679626092404
"O15353_IDR_1_266",0.353519433283964
"O15353_IDR_365_520",0.323802923244722
"O15353_IDR_552_605",0.322677643471314
"O15354_IDR_1_246",0.686715394825562
"O15354_IDR_572_611",0.313284605174438
"O15399_IDR_897_1336",0.821916561942203
"O15400_IDR_121_164",1
"O15403_IDR_206_279",0.485429361003024
"O15403_IDR_475_523",0.514570638996976
"O15405_IDR_1_576",1
"O15409_IDR_1_338",0.318842639405672
"O15409_IDR_397_483",0.359883347397633
"O15409_IDR_582_715",0.321274013196695
"O15417_IDR_1_2777",1
"O15427_IDR_411_465",1
"O15431_IDR_1_41",1
"O15432_IDR_56_86",1
"O15438_IDR_855_946",1
"O15439_IDR_632_693",1
"O15440_IDR_1_87",0.279629600160226
"O15440_IDR_505_566",0.385795732885319
"O15440_IDR_787_838",0.334574666954455
"O15444_IDR_94_150",1
"O15446_IDR_124_510",1
"O15457_IDR_1_151",1
"O15503_IDR_12_78",1
"O15504_IDR_206_386",0.198345040602783
"O15504_IDR_24_112",0.801654959397217
"O15516_IDR_1_44",0.558769021324434
"O15516_IDR_382_846",0.441230978675566
"O15519_IDR_176_238",1
"O15520_IDR_8_68",1
"O15522_IDR_1_88",1
"O15523_IDR_1_138",1
"O15524_IDR_1_54",1
"O15529_IDR_299_346",1
"O15530_IDR_1_77",0.501121357406481
"O15530_IDR_366_443",0.498878642593519
"O15534_IDR_1_172",0.261454851338552
"O15534_IDR_1207_1290",0.264771588778121
"O15534_IDR_504_870",0.271995574951549
"O15534_IDR_944_1120",0.201777984931779
"O15535_IDR_136_253",1
"O15541_IDR_102_180",0.353703204456313
"O15541_IDR_21_99",0.646296795543687
"O43159_IDR_1_236",1
"O43164_IDR_169_411",0.3675047034681
"O43164_IDR_445_522",0.329612459746958
"O43164_IDR_50_159",0.302882836784942
"O43166_IDR_1030_1741",0.242155562202977
"O43166_IDR_1_203",0.249548429036932
"O43166_IDR_205_321",0.271189388524426
"O43166_IDR_356_406",0.237106620235664
"O43167_IDR_131_293",0.640300302854665
"O43167_IDR_651_697",0.359699697145335
"O43169_IDR_103_150",1
"O43172_IDR_1_31",0.511444809035955
"O43172_IDR_34_72",0.488555190964045
"O43173_IDR_1_63",1
"O43174_IDR_1_38",1
"O43181_IDR_1_52",1
"O43182_IDR_1_186",0.250174905907538
"O43182_IDR_299_402",0.433974070591017
"O43182_IDR_631_946",0.315851023501445
"O43184_IDR_1_37",0.512229424555145
"O43255_IDR_1_70",1
"O43257_IDR_1_77",1
"O43278_IDR_1_47",1
"O43281_IDR_60_430",1
"O43283_IDR_1_111",0.479276561350893
"O43283_IDR_448_966",0.520723438649107
"O43286_IDR_1_31",0.440078751004639
"O43286_IDR_57_95",0.559921248995361
"O43290_IDR_1_197",0.308587121919032
"O43290_IDR_282_350",0.212678475512311
"O43290_IDR_353_645",0.254752020486748
"O43290_IDR_649_697",0.223982382081909
"O43291_IDR_93_128",1
"O43293_IDR_281_313",1
"O43294_IDR_1_223",1
"O43295_IDR_183_219",0.272465607947301
"O43295_IDR_452_498",0.219241672071523
"O43295_IDR_718_753",0.233551061058256
"O43295_IDR_804_1099",0.27474165892292
"O43313_IDR_600_823",0.213212256510554
"O43314_IDR_898_1243",1
"O43318_IDR_301_502",1
"O43323_IDR_1_43",1
"O43345_IDR_59_142",1
"O43353_IDR_312_431",1
"O43361_IDR_23_130",1
"O43364_IDR_1_376",1
"O43365_IDR_1_238",0.325171019588531
"O43365_IDR_241_360",0.354054339288922
"O43365_IDR_371_409",0.320774641122547
"O43379_IDR_1_55",0.57486948538886
"O43379_IDR_760_1403",0.42513051461114
"O43390_IDR_505_596",1
"O43395_IDR_73_324",1
"O43399_IDR_128_206",0.495142068299887
"O43399_IDR_1_40",0.504857931700113
"O43405_IDR_126_159",1
"O43414_IDR_1_137",1
"O43422_IDR_93_154",1
"O43497_IDR_1545_1589",0.257620109783998
"O43497_IDR_1857_2377",0.137649089949415
"O43497_IDR_453_720",0.216502293077939
"O43505_IDR_1_53",1
"O43497_IDR_970_1229",0.176960342353118
"O43506_IDR_693_726",1
"O43508_IDR_1_121",1
"O43511_IDR_593_645",0.539793350330555
"O43511_IDR_735_780",0.460206649669445
"O43513_IDR_173_213",1
"O43516_IDR_1_503",1
"O43520_IDR_1182_1251",0.597412064735258
"O43520_IDR_1_59",0.402587935264742
"O43521_IDR_1_96",1
"O43524_IDR_1_156",0.564656013591413
"O43524_IDR_239_592",0.435343986408587
"O43525_IDR_1_100",0.497293718937626
"O43525_IDR_410_864",0.502706281062374
"O43526_IDR_25_69",0.218726057099416
"O43572_IDR_172_289",0.305827159102413
"O43572_IDR_515_562",0.369193509888901
"O43581_IDR_1_134",1
"O43583_IDR_70_113",1
"O43586_IDR_290_364",1
"O43593_IDR_1_108",0.248556156470777
"O43593_IDR_113_144",0.249700673405843
"O43593_IDR_189_548",0.24769479016598
"O43593_IDR_688_829",0.254048379957399
"O43597_IDR_1_172",1
"O43602_IDR_268_365",1
"O43603_IDR_312_379",1
"O43609_IDR_1_174",1
"O43610_IDR_1_142",1
"O43612_IDR_1_35",0.39917537379857
"O43612_IDR_99_131",0.60082462620143
"O43613_IDR_249_292",0.520043557468428
"O43613_IDR_380_425",0.479956442531572
"O43711_IDR_1_60",0.343754257641324
"O43711_IDR_219_262",0.309276038334845
"O43711_IDR_93_171",0.346969704023831
"O43719_IDR_1_42",0.248963735394034
"O43719_IDR_376_737",0.464109188677949
"O43719_IDR_78_123",0.286927075928017
"O43734_IDR_1_240",0.426608499407643
"O43734_IDR_250_404",0.573391500592357
"O43741_IDR_1_73",1
"O43747_IDR_588_699",1
"O43752_IDR_107_166",1
"O43763_IDR_1_163",1
"O43765_IDR_249_286",1
"O43768_IDR_1_64",0.512567397477629
"O43768_IDR_67_121",0.487432602522371
"O43781_IDR_1_137",0.541221523978412
"O43781_IDR_525_588",0.458778476021588
"O43790_IDR_438_486",1
"O43809_IDR_1_33",1
"O43896_IDR_638_803",0.15767812277756
"O43896_IDR_806_1103",0.698638108139102
"O43897_IDR_78_151",1
"O43900_IDR_369_615",1
"O43903_IDR_169_205",1
"O43908_IDR_1_102",1
"O43909_IDR_1_62",1
"O43914_IDR_69_113",1
"O43915_IDR_1_42",1
"O43918_IDR_101_206",0.240321375314717
"O60240_IDR_194_397",0.289232794165934
"O60240_IDR_401_522",0.422079010171214
"O60241_IDR_1245_1325",0.330271624244164
"O60241_IDR_1328_1542",0.317134996914639
"O60241_IDR_770_809",0.352593378841198
"O60242_IDR_1162_1309",0.321519696500958
"O60242_IDR_1313_1469",0.317466837297222
"O60242_IDR_242_282",0.36101346620182
"O60244_IDR_1_45",0.449796566330978
"O60244_IDR_974_1166",0.550203433669022
"O60245_IDR_186_221",0.420384996228979
"O60245_IDR_846_880",0.294143334459241
"O60245_IDR_905_1060",0.285471669311781
"O60248_IDR_1_58",0.464107394406652
"O60248_IDR_60_233",0.535892605593348
"O60258_IDR_1_48",1
"O60260_IDR_77_117",1
"O60264_IDR_1016_1052",0.310852941303008
"O60264_IDR_108_162",0.306410529793588
"O60264_IDR_1_85",0.382736528903404
"O60282_IDR_371_442",0.453360001008878
"O60282_IDR_896_957",0.546639998991122
"O60284_IDR_1_913",1
"O60285_IDR_1_51",0.435206748826785
"O60285_IDR_339_597",0.286581484244474
"O60285_IDR_606_636",0.27821176692874
"O60287_IDR_2012_2047",1
"O60290_IDR_1092_1169",0.34928991111216
"O60290_IDR_370_461",0.303976877893029
"O60290_IDR_69_134",0.346733210994811
"O60291_IDR_329_552",1
"O60292_IDR_1043_1712",0.198890992888423
"O60292_IDR_1_39",0.188274596751488
"O60292_IDR_248_330",0.204428199570841
"O60292_IDR_361_420",0.159149387745033
"O60292_IDR_43_148",0.249256823044215
"O60293_IDR_1_1139",1
"O60296_IDR_1_32",0.230257851091861
"O60296_IDR_139_177",0.218964299421325
"O60296_IDR_179_559",0.166807445139973
"O60309_IDR_1088_1141",0.1903304335248
"O60309_IDR_1146_1457",0.200227733746892
"O60309_IDR_1529_1634",0.230448530511747
"O60312_IDR_1313_1499",0.498587116232386
"O60312_IDR_615_687",0.501412883767614
"O60313_IDR_181_219",0.449818989108608
"O60313_IDR_33_72",0.550181010891392
"O60315_IDR_1058_1214",0.687063222939195
"O60315_IDR_1_1056",0.312936777060805
"O60318_IDR_1_477",0.359936806024523
"O60318_IDR_1912_1946",0.235975350382295
"O60318_IDR_479_620",0.219068772987619
"O60318_IDR_969_1129",0.185019070605563
"O60320_IDR_1_58",0.330399215926671
"O60320_IDR_210_280",0.352043162103639
"O60320_IDR_285_491",0.31755762196969
"O60331_IDR_1_67",0.36117651194067
"O60331_IDR_323_375",0.359230011133926
"O60331_IDR_447_632",0.279593476925404
"O60333_IDR_400_463",0.154863990995251
"O60381_IDR_121_188",0.335575549028367
"O60381_IDR_346_433",0.345184053452802
"O60383_IDR_1_51",0.401627623198975
"O60383_IDR_281_341",0.598372376801025
"O60391_IDR_884_1043",1
"O60393_IDR_1_691",1
"O60422_IDR_1_320",1
"O60423_IDR_1_102",0.535698019649114
"O60423_IDR_1221_1300",0.464301980350886
"O60447_IDR_1_130",0.463073180601778
"O60447_IDR_674_810",0.536926819398222
"O60462_IDR_602_635",0.487857287571973
"O60462_IDR_818_853",0.512142712428027
"O60469_IDR_1569_1602",0.543023405990846
"O60469_IDR_1618_2008",0.456976594009154
"O60476_IDR_1_107",0.497410543885799
"O60476_IDR_118_174",0.502589456114201
"O60478_IDR_1_32",1
"O60479_IDR_1_287",1
"O60512_IDR_345_393",0.580546122445537
"O60513_IDR_1_72",1
"O60516_IDR_51_100",1
"O60522_IDR_1164_1287",0.248130450560428
"O60522_IDR_1704_1775",0.250574280771606
"O60522_IDR_1898_1974",0.22524623218552
"O60522_IDR_675_743",0.276049036482446
"O60524_IDR_415_455",0.430047957542805
"O60524_IDR_669_975",0.569952042457195
"O60542_IDR_23_61",1
"O60548_IDR_1_125",0.553990084583207
"O60548_IDR_190_495",0.446009915416793
"O60551_IDR_1_111",1
"O60563_IDR_250_663",0.530168425436192
"O60563_IDR_670_726",0.469831574563808
"O60565_IDR_1_85",1
"O60566_IDR_202_718",1
"O60568_IDR_1_32",1
"O60573_IDR_1_52",1
"O60583_IDR_253_708",1
"O60673_IDR_2184_2260",0.210734955754597
"O60674_IDR_1_34",1
"O60675_IDR_123_156",1
"O60678_IDR_1_44",0.596723185302098
"O60678_IDR_164_216",0.403276814697902
"O60682_IDR_1_114",1
"O60684_IDR_1_78",1
"O60704_IDR_1_56",1
"O60706_IDR_622_666",0.491543754098731
"O60706_IDR_916_969",0.508456245901269
"O60711_IDR_12_136",1
"O60716_IDR_1_361",0.352953410163266
"O60716_IDR_599_645",0.342736055262249
"O60716_IDR_854_943",0.304310534574485
"O60721_IDR_1_386",0.226432612733192
"O60721_IDR_401_436",0.251352025040572
"O60721_IDR_618_896",0.522215362226236
"O60729_IDR_1_45",0.580891523737731
"O60729_IDR_379_498",0.419108476262269
"O60732_IDR_1_901",1
"O60828_IDR_81_265",1
"O60829_IDR_1_102",1
"O60830_IDR_140_172",1
"O60832_IDR_1_32",0.402733992135629
"O60832_IDR_420_514",0.597266007864371
"O60840_IDR_1599_1896",0.215204600957556
"O60840_IDR_1_66",0.24181817563856
"O60840_IDR_413_499",0.223696862819615
"O60840_IDR_765_829",0.319280360584269
"O60841_IDR_1_362",0.536917719491914
"O60841_IDR_369_626",0.463082280508086
"O60861_IDR_111_171",1
"O60869_IDR_1_69",1
"O60870_IDR_208_277",1
"O60882_IDR_1_31",1
"O60883_IDR_1_113",0.578864610431273
"O60883_IDR_438_480",0.421135389568727
"O60884_IDR_377_412",1
"O60885_IDR_1_58",0.17713809975525
"O60885_IDR_175_348",0.204155722023735
"O75078_IDR_202_235",1
"O75081_IDR_1_653",1
"O75084_IDR_1_45",0.468833545162882
"O75084_IDR_162_202",0.531166454837118
"O75095_IDR_1_34",1
"O75096_IDR_1650_1696",0.531403984142424
"O75096_IDR_1844_1905",0.468596015857576
"O75106_IDR_1_51",1
"O75112_IDR_501_538",0.505777732958982
"O75112_IDR_86_499",0.494222267041018
"O75113_IDR_194_343",0.347527811116235
"O75113_IDR_373_596",0.30651856608138
"O75113_IDR_789_851",0.345953622802385
"O75150_IDR_243_652",0.302724379337908
"O75151_IDR_444_1096",1
"O75152_IDR_85_770",1
"O75153_IDR_1262_1309",0.33384432683619
"O75153_IDR_1_37",0.361871220142624
"O75153_IDR_632_692",0.304284453021186
"O75154_IDR_1_206",0.377452531404309
"O75154_IDR_269_483",0.26952044206232
"O75154_IDR_627_664",0.35302702653337
"O75155_IDR_313_345",1
"O75157_IDR_1_780",1
"O75159_IDR_20_356",1
"O75264_IDR_1_130",1
"O75290_IDR_60_163",1
"O75298_IDR_1_339",1
"O75311_IDR_1_39",0.395689245456876
"O75311_IDR_349_417",0.604310754543124
"O75319_IDR_250_358",1
"O75323_IDR_7_45",1
"O75326_IDR_1_47",1
"O75330_IDR_1_95",0.476147149612317
"O75330_IDR_660_724",0.523852850387683
"O75333_IDR_1_58",0.473252939423423
"O75333_IDR_243_317",0.526747060576577
"O75334_IDR_1_888",0.478979464888228
"O75334_IDR_954_999",0.521020535111772
"O75335_IDR_1_822",0.465712791614556
"O75335_IDR_886_929",0.534287208385444
"O75339_IDR_1135_1184",0.693324351648855
"O75339_IDR_1_48",0.306675648351145
"O75351_IDR_78_111",1
"O75354_IDR_1_96",1
"O75398_IDR_1_149",0.241655270771596
"O75398_IDR_154_190",0.250341141107075
"O75398_IDR_275_515",0.212343284521217
"O75398_IDR_521_565",0.295660303600112
"O75410_IDR_1_595",1
"O75417_IDR_1_65",0.356988998399643
"O75417_IDR_840_877",0.35833751821001
"O75417_IDR_899_1821",0.284673483390347
"O75419_IDR_124_167",1
"O75420_IDR_535_889",0.227660676826313
"O75420_IDR_71_470",0.558377840360607
"O75420_IDR_966_1010",0.21396148281308
"O75425_IDR_138_184",1
"O75426_IDR_1_34",1
"O75427_IDR_1_31",0.383118168239442
"O75427_IDR_264_535",0.616881831760558
"O75439_IDR_1_44",1
"O75444_IDR_1_256",1
"O75487_IDR_480_556",0.442235267063994
"O75489_IDR_1_50",1
"O75494_IDR_89_262",1
"O75496_IDR_160_209",0.543479686912316
"O75496_IDR_1_88",0.456520313087684
"O75509_IDR_1_48",0.279257030277058
"O75509_IDR_216_344",0.384616478471644
"O75509_IDR_500_535",0.336126491251299
"O75525_IDR_161_336",1
"O75526_IDR_83_392",1
"O75528_IDR_176_309",0.454457153035066
"O75528_IDR_69_148",0.545542846964934
"O75530_IDR_1_72",1
"O75533_IDR_1_376",1
"O75541_IDR_1_338",1
"O75553_IDR_171_588",1
"O75554_IDR_193_376",0.568583286212853
"O75554_IDR_83_125",0.431416713787147
"O75563_IDR_64_103",0.470635718627671
"O75610_IDR_226_258",1
"O75616_IDR_262_295",0.553272196263866
"O75616_IDR_54_86",0.446727803736134
"O75618_IDR_102_199",1
"O75626_IDR_1_43",0.246257009939805
"O75626_IDR_213_574",0.222395843893612
"O75626_IDR_708_752",0.281266767851783
"O75626_IDR_765_825",0.2500803783148
"O75628_IDR_1_76",0.504738980232379
"O75628_IDR_249_294",0.495261019767621
"O75629_IDR_1_45",1
"O75631_IDR_236_287",1
"O75636_IDR_1_85",1
"O75638_IDR_1_84",1
"O75643_IDR_184_256",0.327092996444803
"O75643_IDR_1_90",0.318834902668068
"O75643_IDR_366_404",0.354072100887129
"O75665_IDR_449_1012",1
"O75674_IDR_155_196",0.546593626676517
"O75783_IDR_1_60",1
"O75791_IDR_182_263",1
"O75794_IDR_48_79",1
"O75807_IDR_51_552",0.619859473976822
"O75807_IDR_622_674",0.380140526023178
"O75808_IDR_18_51",0.577859402096407
"O75808_IDR_60_413",0.422140597903593
"O75815_IDR_1_114",0.502252942872495
"O75815_IDR_265_477",0.497747057127505
"O75820_IDR_59_146",1
"O75821_IDR_174_236",1
"O75822_IDR_1_116",0.523780865147019
"O75822_IDR_212_245",0.476219134852981
"O75829_IDR_213_258",0.647420740443752
"O75829_IDR_23_63",0.352579259556248
"O75840_IDR_45_214",1
"O75843_IDR_591_666",1
"O75844_IDR_291_322",1
"O75845_IDR_261_299",1
"O75864_IDR_1_43",0.317398050298602
"O75914_IDR_145_260",0.508691862730931
"O75916_IDR_423_577",1
"O75920_IDR_1_74",1
"O75923_IDR_137_211",1
"O75925_IDR_418_459",0.434175728705505
"O75925_IDR_466_641",0.290097481123455
"O75925_IDR_67_131",0.27572679017104
"O75928_IDR_428_471",0.383089332306767
"O75928_IDR_475_616",0.317281637477145
"O75928_IDR_67_140",0.299629030216087
"O75940_IDR_126_171",1
"O75943_IDR_1_86",0.347456727073137
"O75943_IDR_348_399",0.328014416467931
"O75943_IDR_585_670",0.324528856458933
"O75949_IDR_367_472",0.447938296217212
"O75949_IDR_67_183",0.552061703782788
"O75952_IDR_67_493",1
"O75953_IDR_126_167",1
"O75956_IDR_1_70",1
"O75962_IDR_1_42",0.205611509341202
"O75976_IDR_1339_1380",0.352570814688575
"O75976_IDR_1_54",0.288872061901486
"O75976_IDR_875_906",0.35855712340994
"O75995_IDR_1_169",0.416963709140045
"O75995_IDR_316_351",0.583036290859955
"O76009_IDR_368_404",1
"O76013_IDR_1_36",0.487551710847296
"O76013_IDR_402_440",0.512448289152704
"O76014_IDR_1_65",0.494420834463273
"O76014_IDR_416_449",0.505579165536727
"O76015_IDR_1_64",0.498323067917578
"O76015_IDR_413_456",0.501676932082422
"O76021_IDR_275_490",1
"O76024_IDR_1_84",0.501169431243942
"O76024_IDR_206_237",0.498830568756058
"O76031_IDR_68_100",1
"O76039_IDR_303_918",1
"O76041_IDR_860_917",1
"O76050_IDR_1_55",0.34147390758976
"O76050_IDR_231_266",0.325797191500784
"O94761_IDR_857_892",0.328544828041161
"O94762_IDR_474_539",0.536562672742302
"O94762_IDR_614_909",0.463437327257698
"O94763_IDR_149_535",1
"O94766_IDR_1_71",1
"O94768_IDR_299_351",1
"O94769_IDR_159_302",0.64218636003162
"O94769_IDR_1_59",0.35781363996838
"O94776_IDR_321_360",0.339100118123184
"O94776_IDR_405_605",0.350329505444058
"O94776_IDR_612_660",0.310570376432758
"O94782_IDR_112_144",0.234940226475813
"O94782_IDR_1_68",0.211769311607339
"O94782_IDR_221_421",0.322442373097385
"O94782_IDR_647_732",0.230848088819463
"O94804_IDR_311_586",0.470557813984217
"O94804_IDR_921_968",0.529442186015783
"O94806_IDR_1_55",0.30718971670296
"O94806_IDR_203_252",0.306491319216885
"O94806_IDR_323_397",0.386318964080155
"O94842_IDR_265_569",0.569393072550826
"O94844_IDR_302_363",1
"O94850_IDR_1_711",1
"O94851_IDR_1062_1124",0.523033192119727
"O94851_IDR_629_990",0.476966807880273
"O94855_IDR_1_265",1
"O94864_IDR_1_142",0.483517021847805
"O94864_IDR_262_414",0.516482978152195
"O94868_IDR_416_466",0.470399018361456
"O94868_IDR_630_740",0.529600981638544
"O94874_IDR_398_471",1
"O94875_IDR_1_515",0.588353415858576
"O94875_IDR_520_874",0.411646584141424
"O94876_IDR_1_526",1
"O94880_IDR_1_315",0.291897822093007
"O94880_IDR_499_559",0.177818530494659
"O94913_IDR_1096_1277",0.184485375096438
"O94913_IDR_1279_1315",0.216129055799185
"O94913_IDR_1486_1555",0.187110965730516
"O94915_IDR_1471_1511",0.19805427881173
"O94915_IDR_1513_1548",0.215268374810671
"O94915_IDR_1902_1976",0.213419883029103
"O94915_IDR_2255_2293",0.187549585848719
"O94915_IDR_2301_2658",0.185707877499777
"O94916_IDR_1_262",0.379469326342048
"O94916_IDR_1461_1531",0.313816235763617
"O94916_IDR_547_1441",0.306714437894335
"O94919_IDR_287_330",1
"O94921_IDR_1_130",1
"O94923_IDR_42_98",1
"O94985_IDR_915_971",0.568746018509965
"O94986_IDR_1_257",0.402415000407062
"O94986_IDR_383_625",0.287346996422348
"O94986_IDR_974_1710",0.310238003170591
"O94988_IDR_235_711",0.394295519522691
"O94988_IDR_713_775",0.307928549073461
"O94988_IDR_849_943",0.297775931403849
"O94989_IDR_1_391",1
"O94991_IDR_1_37",0.302208642730686
"O94991_IDR_311_354",0.382851480872576
"O94991_IDR_599_830",0.314939876396738
"O94992_IDR_1_259",1
"O94993_IDR_1_707",1
"O95072_IDR_106_313",0.470412736792089
"O95072_IDR_371_479",0.529587263207911
"O95073_IDR_117_236",1
"O95076_IDR_1_343",1
"O95081_IDR_147_481",1
"O95096_IDR_1_135",1
"O95104_IDR_138_493",0.204604351523729
"O95104_IDR_631_1147",0.795395648476271
"O95125_IDR_128_238",0.517402743681368
"O95125_IDR_283_394",0.482597256318632
"O95136_IDR_310_353",1
"O95149_IDR_297_360",0.485213821316147
"O95149_IDR_53_94",0.514786178683852
"O95150_IDR_1_92",1
"O95153_IDR_1081_1621",0.331817808854466
"O95153_IDR_1_121",0.129775624518746
"O95153_IDR_1710_1761",0.155140813634552
"O95153_IDR_267_337",0.134236166676872
"O95153_IDR_517_650",0.115074078929733
"O95153_IDR_731_785",0.13395550738563
"O95196_IDR_428_566",0.444780176644192
"O95197_IDR_1_831",1
"O95198_IDR_1_31",1
"O95201_IDR_1_130",0.482327296950257
"O95201_IDR_135_305",0.517672703049743
"O95202_IDR_1_146",0.484870339936391
"O95202_IDR_449_538",0.515129660063609
"O95206_IDR_714_1003",1
"O95208_IDR_137_635",1
"O95210_IDR_27_83",0.646057921188239
"O95210_IDR_86_200",0.353942078811761
"O95218_IDR_1_330",1
"O95219_IDR_1_51",1
"O95229_IDR_228_277",1
"O95231_IDR_1_92",1
"O95232_IDR_231_432",1
"O95235_IDR_230_289",0.268959174303046
"O95235_IDR_512_567",0.239557390649208
"O95235_IDR_577_685",0.263710218808804
"O95238_IDR_1_52",0.491688585519054
"O95259_IDR_711_933",1
"O95260_IDR_105_268",1
"O95263_IDR_1_117",0.362112714311272
"O95263_IDR_385_441",0.330006410199929
"O95263_IDR_490_537",0.307880875488799
"O95267_IDR_1_40",0.539617832110785
"O95267_IDR_595_723",0.460382167889215
"O95271_IDR_1_179",0.549379132357485
"O95271_IDR_964_1026",0.450620867642515
"O95274_IDR_224_346",1
"O95279_IDR_255_346",0.328349013216708
"O95279_IDR_351_404",0.323834741941133
"O95279_IDR_425_469",0.347816244842158
"O95292_IDR_128_243",1
"O95297_IDR_187_232",1
"O95319_IDR_1_36",0.572409340563782
"O95319_IDR_261_363",0.427590659436218
"O95342_IDR_1_41",0.49733769195086
"O95342_IDR_659_735",0.50266230804914
"O95343_IDR_19_81",0.448507346682201
"O95399_IDR_14_98",1
"O95400_IDR_1_82",0.474776432271112
"O95400_IDR_233_277",0.525223567728888
"O95402_IDR_87_525",1
"O95405_IDR_24_687",0.314141527805058
"O95405_IDR_768_830",0.354129638899372
"O95405_IDR_838_890",0.331728833295571
"O95407_IDR_1_31",1
"O95409_IDR_1_143",0.33384153381687
"O95409_IDR_190_237",0.37305806512535
"O95409_IDR_403_528",0.293100401057779
"O95415_IDR_1_67",1
"O95416_IDR_73_211",1
"O95425_IDR_1337_1369",0.239051458922165
"O95425_IDR_1_33",0.243382339129603
"O95425_IDR_1382_1418",0.237263266428095
"O95425_IDR_43_1308",0.280302935520138
"O95428_IDR_583_615",0.406655646270358
"O95428_IDR_809_839",0.593344353729642
"O95429_IDR_1_377",1
"O95486_IDR_1_338",1
"O95487_IDR_1_468",0.514616205992892
"O95487_IDR_491_522",0.485383794007108
"O95490_IDR_1105_1404",0.476474592495997
"O95490_IDR_421_454",0.523525407504003
"O95500_IDR_188_232",1
"O95502_IDR_104_287",0.485514092816157
"O95502_IDR_28_85",0.514485907183843
"O95503_IDR_64_355",1
"O95544_IDR_1_71",1
"O95684_IDR_138_393",1
"O95685_IDR_1_98",1
"O95696_IDR_393_440",0.424449269301742
"O95696_IDR_66_114",0.319692866746641
"O95696_IDR_753_924",0.255857863951617
"O95704_IDR_420_465",0.507748743813995
"O95704_IDR_62_107",0.492251256186005
"O95707_IDR_44_84",1
"O95714_IDR_1556_1610",0.199776976640594
"O95714_IDR_960_997",0.204673922996264
"O95810_IDR_1_156",0.430272416467584
"O95810_IDR_162_425",0.569727583532416
"O95813_IDR_1_130",1
"O95817_IDR_500_575",0.408528931304074
"O95817_IDR_53_418",0.591471068695926
"O95819_IDR_307_913",1
"O95822_IDR_1_35",1
"O95831_IDR_26_85",0.290164863566013
"O95831_IDR_513_558",0.363825744286198
"O95831_IDR_87_122",0.34600939214779
"O95905_IDR_495_596",0.474761131324523
"O95907_IDR_198_237",0.519453100732511
"O95907_IDR_438_504",0.480546899267489
"O95922_IDR_387_423",1
"O95926_IDR_1_62",1
"O95931_IDR_65_210",1
"O95935_IDR_1_135",0.531462188133399
"O95935_IDR_313_496",0.468537811866601
"O95936_IDR_1_180",0.292904648830631
"O95936_IDR_183_262",0.232136540750868
"O95936_IDR_460_550",0.230275360297157
"O95936_IDR_558_667",0.244683450121344
"O95944_IDR_133_258",1
"O95947_IDR_19_84",0.50892100974451
"O95947_IDR_273_406",0.49107899025549
"O95948_IDR_1_331",1
"O95972_IDR_1_40",0.45231893533345
"O95972_IDR_251_287",0.54768106466655
"O95976_IDR_178_241",1
"O95977_IDR_330_384",1
"O96017_IDR_498_543",0.505063098353879
"O96018_IDR_1_208",1
"O96020_IDR_1_96",1
"O96028_IDR_1203_1237",0.273950910858006
"O96028_IDR_1_214",0.180121125784722
"O96028_IDR_1329_1365",0.228723910035684
"O96028_IDR_352_665",0.317204053321588
"P00367_IDR_1_61",1
"P00390_IDR_1_60",1
"P00403_IDR_15_51",1
"P00451_IDR_732_1681",1
"P00519_IDR_1_60",0.467543788430917
"P00519_IDR_501_1029",0.532456211569083
"P00533_IDR_985_1126",1
"P00540_IDR_1_39",1
"P00742_IDR_175_228",1
"P00748_IDR_1_34",0.431665999602788
"P00748_IDR_297_366",0.568334000397212
"P00973_IDR_350_391",1
"P01011_IDR_1_44",1
"P01275_IDR_1_56",1
"P01282_IDR_22_82",1
"P01303_IDR_1_32",0.471895689435089
"P01303_IDR_65_96",0.528104310564911
"P01308_IDR_51_88",1
"P01344_IDR_86_180",1
"P01350_IDR_1_101",1
"P01374_IDR_1_62",1
"P01375_IDR_1_85",1
"P01583_IDR_1_32",1
"P01584_IDR_1_38",1
"P01589_IDR_189_272",0.399172389490637
