"","GO0051650_establishment_of_vesicle_localization"
"Q5T5D7_IDR_61_139",1
"Q5T5J6_IDR_1_385",0.351153716489205
"Q5T5J6_IDR_542_573",0.319028220712549
"Q5T5J6_IDR_712_747",0.329818062798246
"Q5T5M9_IDR_266_321",1
"Q5T5N4_IDR_66_178",1
"Q5T5P2_IDR_1_158",0.252960604487627
"Q5T5P2_IDR_1451_1943",0.219970864128472
"Q5T5P2_IDR_267_792",0.27153397197476
"Q5T5P2_IDR_795_1443",0.255534559409141
"Q5T5S1_IDR_1_38",0.324745864012739
"Q5T5S1_IDR_226_294",0.331115190652363
"Q5T5S1_IDR_459_509",0.344138945334898
"Q5T5U3_IDR_1042_1120",0.263615065267294
"Q5T5U3_IDR_1342_1954",0.270009830967516
"Q5T5U3_IDR_1_40",0.229591477172005
"Q5T5U3_IDR_170_927",0.236783626593185
"Q5T5X7_IDR_1_214",0.249874429528407
"Q5T5X7_IDR_344_385",0.250193553664739
"Q5T681_IDR_178_223",0.241628119768488
"Q5T681_IDR_82_117",0.259545458375492
"Q5T686_IDR_63_147",1
"Q5T6C5_IDR_1_78",0.518403511863857
"Q5T6C5_IDR_85_722",0.481596488136143
"Q5T6F0_IDR_1_38",1
"Q5T6F2_IDR_1_1116",1
"Q5T6S3_IDR_1_35",0.49182430417178
"Q5T6S3_IDR_348_541",0.50817569582822
"Q5T6X4_IDR_1_67",1
"Q5T6X5_IDR_852_926",1
"Q5T749_IDR_1_579",1
"Q5T750_IDR_1_224",1
"Q5T751_IDR_1_118",1
"Q5T752_IDR_1_114",1
"Q5T753_IDR_1_117",1
"Q5T754_IDR_1_117",1
"Q5T7B8_IDR_186_216",0.345400159337825
"Q5T7B8_IDR_544_1281",0.314466515719515
"Q5T7B8_IDR_68_168",0.34013332494266
"Q5T7M4_IDR_1_67",1
"Q5T7M9_IDR_14_45",1
"Q5T7N2_IDR_1_208",0.368943299987835
"Q5T7N2_IDR_318_362",0.288289366892936
"Q5T7N2_IDR_364_622",0.342767333119229
"Q5T7N3_IDR_1_38",0.478143422011565
"Q5T7N3_IDR_47_743",0.521856577988434
"Q5T7P2_IDR_1_110",1
"Q5T7P8_IDR_83_132",0.485210163943537
"Q5T870_IDR_1_85",1
"Q5T871_IDR_45_98",1
"Q5T8A7_IDR_1_1209",1
"Q5T8D3_IDR_150_442",1
"Q5T8I3_IDR_151_301",1
"Q5T8P6_IDR_335_371",0.161628758382294
"Q5T8P6_IDR_427_524",0.165104887709771
"Q5T8P6_IDR_608_737",0.167888653625713
"Q5T8P6_IDR_793_879",0.170993156228178
"Q5T8P6_IDR_85_294",0.163798065191148
"Q5T8P6_IDR_962_1007",0.170586478862897
"Q5T953_IDR_49_351",1
"Q5T9C2_IDR_156_317",1
"Q5T9C9_IDR_1_38",0.498968440967894
"Q5T9C9_IDR_292_323",0.501031559032106
"Q5T9L3_IDR_497_541",1
"Q5T9S5_IDR_1_168",0.31282061700186
"Q5T9S5_IDR_1266_1454",0.381731940826332
"Q5T9S5_IDR_356_522",0.305447442171807
"Q5T9Z0_IDR_232_273",1
"Q5TA76_IDR_1_89",1
"Q5TA77_IDR_1_95",1
"Q5TA79_IDR_1_104",1
"Q5TA81_IDR_1_108",1
"Q5TA82_IDR_1_108",1
"Q5TA89_IDR_121_159",1
"Q5TAB7_IDR_1_32",1
"Q5TAX3_IDR_1284_1505",0.21873157202309
"Q5TAX3_IDR_31_284",0.292175703775213
"Q5TAX3_IDR_579_617",0.260738596166145
"Q5TAX3_IDR_714_892",0.228354128035552
"Q5TB30_IDR_108_179",0.369269779735917
"Q5TB30_IDR_311_345",0.310863457134727
"Q5TB30_IDR_351_562",0.319866763129356
"Q5TB80_IDR_1030_1180",0.279433482808812
"Q5TB80_IDR_1_788",0.502895332478514
"Q5TB80_IDR_930_960",0.217671184712675
"Q5TBA9_IDR_1523_1591",0.143503787957473
"Q5TBA9_IDR_1_53",0.126681007121861
"Q5TBA9_IDR_1743_1785",0.134838660435962
"Q5TBA9_IDR_1937_1977",0.152082040492284
"Q5TBA9_IDR_1987_2035",0.132381685432176
"Q5TBA9_IDR_2343_2417",0.137135522792564
"Q5TBA9_IDR_2419_2656",0.17337729576768
"Q5TBB1_IDR_236_296",1
"Q5TBK1_IDR_1_39",0.51949760154445
"Q5TBK1_IDR_190_243",0.48050239845555
"Q5TC12_IDR_97_140",1
"Q5TC79_IDR_130_364",0.529154217235318
"Q5TC79_IDR_460_503",0.470845782764682
"Q5TC82_IDR_398_1133",1
"Q5TC84_IDR_1_90",0.486330306882295
"Q5TCM9_IDR_1_116",1
"Q5TC84_IDR_316_451",0.513669693117705
"Q5TCQ9_IDR_204_289",0.180371334944677
"Q5TCQ9_IDR_539_571",0.158557881180107
"Q5TCQ9_IDR_659_711",0.163211094215462
"Q5TCX8_IDR_486_1036",0.517595339565629
"Q5TCY1_IDR_313_543",0.475426448636836
"Q5TCY1_IDR_548_1321",0.524573551363164
"Q5TCZ1_IDR_132_163",0.241589916400428
"Q5TCZ1_IDR_325_447",0.249356856471489
"Q5TCZ1_IDR_505_836",0.263757831992394
"Q5TCZ1_IDR_900_1068",0.245295395135689
"Q5TD94_IDR_1_203",0.482378793254838
"Q5TD94_IDR_376_425",0.517621206745163
"Q5TDH0_IDR_365_399",0.516046008400453
"Q5TDH0_IDR_80_133",0.483953991599547
"Q5TDP6_IDR_1_63",1
"Q5TEA6_IDR_1_37",1
"Q5TEC3_IDR_1_262",1
"Q5TEJ8_IDR_544_631",1
"Q5TEU4_IDR_1_42",1
"Q5TF21_IDR_1_807",0.570453131557105
"Q5TF21_IDR_894_925",0.429546868442895
"Q5TF39_IDR_148_227",0.45073748119176
"Q5THJ4_IDR_1558_1610",0.164787752754204
"Q5THJ4_IDR_1741_1779",0.155485554396233
"Q5THJ4_IDR_2419_2460",0.164566386165583
"Q5THJ4_IDR_2597_2633",0.165168189908604
"Q5THJ4_IDR_747_793",0.179224901465263
"Q5THJ4_IDR_908_945",0.170767215310114
"Q5THK1_IDR_1_1608",0.465643345847764
"Q5THK1_IDR_1891_2040",0.534356654152236
"Q5THR3_IDR_1247_1304",0.239167033576081
"Q5THR3_IDR_1_52",0.239051243593352
"Q5THR3_IDR_245_275",0.263098793980356
"Q5THR3_IDR_575_617",0.258682928850211
"Q5TID7_IDR_1_376",1
"Q5TIE3_IDR_608_806",0.493992088491098
"Q5TIE3_IDR_921_1139",0.506007911508902
"Q5TKA1_IDR_1_99",0.495764150448505
"Q5TKA1_IDR_288_333",0.504235849551495
"Q5TYW1_IDR_61_190",1
"Q5TYW2_IDR_222_517",1
"Q5TZF3_IDR_1_34",1
"Q5VSG8_IDR_1_98",1
"Q5VSL9_IDR_1_64",0.476099189701161
"Q5VSL9_IDR_318_435",0.523900810298839
"Q5VST9_IDR_4780_4812",0.174803125660705
"Q5VST9_IDR_5489_5524",0.167481848841994
"Q5VST9_IDR_5545_5597",0.167708715369069
"Q5VST9_IDR_6241_6297",0.162360513067073
"Q5VST9_IDR_6725_6757",0.164963762045138
"Q5VST9_IDR_6770_7273",0.162682035016021
"Q5VSY0_IDR_22_251",1
"Q5VT03_IDR_136_314",0.315196924154696
"Q5VT03_IDR_16_134",0.329066951427897
"Q5VT03_IDR_331_806",0.355736124417407
"Q5VT06_IDR_1_2842",0.752123782453318
"Q5VT06_IDR_2876_2908",0.247876217546682
"Q5VT25_IDR_412_443",0.193195666694846
"Q5VT25_IDR_455_485",0.187563375907459
"Q5VT25_IDR_644_705",0.237339176368367
"Q5VT25_IDR_934_1020",0.201120364342444
"Q5VTR2_IDR_112_174",0.283193320246981
"Q5VTR2_IDR_259_650",0.439879059673824
"Q5VTT5_IDR_1_94",1
"Q5VU36_IDR_1_1336",1
"Q5VU43_IDR_2020_2170",0.289627659348872
"Q5VU43_IDR_515_1886",0.412374891809251
"Q5VU43_IDR_94_283",0.297997448841877
"Q5VU57_IDR_445_503",1
"Q5VU65_IDR_1841_1888",1
"Q5VU92_IDR_1_46",1
"Q5VU97_IDR_1126_1172",0.350212185537031
"Q5VU97_IDR_1199_1254",0.33723406086748
"Q5VU97_IDR_1_35",0.312553753595489
"Q5VUA4_IDR_1_2279",1
"Q5VUB5_IDR_327_708",0.465371929652095
"Q5VUB5_IDR_712_890",0.534628070347905
"Q5VUE5_IDR_1_71",1
"Q5VUG0_IDR_1_39",0.34795442764377
"Q5VUG0_IDR_480_521",0.310296329380302
"Q5VUG0_IDR_647_818",0.341749242975928
"Q5VV43_IDR_163_265",0.490285966379802
"Q5VV43_IDR_984_1072",0.509714033620198
"Q5VV52_IDR_1_198",1
"Q5VV67_IDR_142_298",0.38998849875734
"Q5VV67_IDR_1_58",0.312358469167861
"Q5VV67_IDR_368_1536",0.297653032074799
"Q5VVJ2_IDR_1_33",0.247828300822732
"Q5VVJ2_IDR_468_504",0.241123906526311
"Q5VVJ2_IDR_515_554",0.235760804031642
"Q5VVJ2_IDR_79_371",0.275286988619315
"Q5VVM6_IDR_1_310",0.529886303468172
"Q5VVM6_IDR_571_783",0.470113696531828
"Q5VVP1_IDR_1_1332",1
"Q5VVW2_IDR_422_472",0.501436831239896
"Q5VVW2_IDR_808_995",0.498563168760104
"Q5VVX9_IDR_239_297",1
"Q5VW00_IDR_1_47",1
"Q5VWG9_IDR_95_849",1
"Q5VW22_IDR_144_254",0.502913279002564
"Q5VW22_IDR_322_384",0.497086720997436
"Q5VW32_IDR_377_407",1
"Q5VW38_IDR_560_600",1
"Q5VWI1_IDR_1_37",0.324421208308041
"Q5VWI1_IDR_384_445",0.362126293485498
"Q5VWI1_IDR_85_338",0.313452498206461
"Q5VWJ9_IDR_1_86",1
"Q5VWK0_IDR_1_638",1
"Q5VWN6_IDR_218_261",0.163729189357671
"Q5VWN6_IDR_283_746",0.161396332237898
"Q5VWN6_IDR_757_791",0.171061142585597
"Q5VWW1_IDR_36_120",1
"Q5VWX1_IDR_164_287",1
"Q5VX71_IDR_432_490",1
"Q5VXD3_IDR_1_44",1
"Q5VXT5_IDR_241_272",1
"Q5VXU3_IDR_1_75",1
"Q5VXU9_IDR_1102_1425",0.314238071051366
"Q5VXU9_IDR_206_287",0.325638283221898
"Q5VXU9_IDR_369_577",0.360123645726736
"Q5VY09_IDR_1_305",1
"Q5VY43_IDR_798_1037",1
"Q5VYM1_IDR_93_1034",1
"Q5VYP0_IDR_1_31",0.505504541889997
"Q5VYP0_IDR_34_1333",0.494495458110003
"Q5VYS8_IDR_1_209",0.265505673076391
"Q5VYS8_IDR_1362_1436",0.257820423334479
"Q5VYS8_IDR_1460_1495",0.221639026475684
"Q5VYS8_IDR_639_940",0.255034877113445
"Q5VYV0_IDR_92_424",1
"Q5VYV7_IDR_124_408",1
"Q5VZ18_IDR_1_383",1
"Q5VZ19_IDR_107_139",1
"Q5VZ46_IDR_1_1109",1
"Q5VZ66_IDR_1_33",0.326843094039103
"Q5VZ66_IDR_138_527",0.358745173546723
"Q5VZ66_IDR_590_677",0.314411732414174
"Q5VZ89_IDR_1539_1679",0.503153165073188
"Q5VZ89_IDR_900_1536",0.496846834926812
"Q5VZB9_IDR_1_333",1
"Q5VZP5_IDR_356_388",0.150514680637586
"Q5VZP5_IDR_405_450",0.154530568433193
"Q5VZP5_IDR_452_551",0.150063251521796
"Q5VZP5_IDR_555_1134",0.232816393130957
"Q6ZS81_IDR_939_975",0.24295136242706
"Q6ZS82_IDR_106_235",1
"Q6ZSB9_IDR_121_393",1
"Q6ZSC3_IDR_173_216",1
"Q6ZSG1_IDR_16_175",1
"Q6ZSG2_IDR_1_355",0.483753451722759
"Q6ZSG2_IDR_389_479",0.516246548277241
"Q6ZSJ9_IDR_132_483",0.521928262608956
"Q6ZSJ9_IDR_1_88",0.478071737391044
"Q6ZSM3_IDR_1_39",0.336217998809623
"Q6ZSM3_IDR_230_260",0.3340023162527
"Q6ZSM3_IDR_469_516",0.329779684937677
"Q6ZSS3_IDR_65_143",1
"Q6ZSS7_IDR_1_48",0.342620967196035
"Q6ZSS7_IDR_395_430",0.313963080204006
"Q6ZSS7_IDR_626_791",0.343415952599959
"Q6ZT07_IDR_1066_1204",0.339595892974822
"Q6ZT07_IDR_940_999",0.332421695196052
"Q6ZT12_IDR_1002_1083",0.331386217225938
"Q6ZT12_IDR_1159_1191",0.331291756452945
"Q6ZT12_IDR_1193_1229",0.337322026321117
"Q6ZT52_IDR_210_329",1
"Q6ZT98_IDR_1_37",0.317229466801654
"Q6ZT98_IDR_387_437",0.335494276365849
"Q6ZT98_IDR_486_682",0.347276256832497
"Q6ZTA4_IDR_252_298",0.492049702937827
"Q6ZTA4_IDR_41_154",0.507950297062173
"Q6ZTI6_IDR_1_81",1
"Q6ZTQ3_IDR_109_183",0.518544495067951
"Q6ZTQ3_IDR_185_215",0.481455504932049
"Q6ZTQ4_IDR_839_885",1
"Q6ZTR5_IDR_1457_1518",0.503949974905305
"Q6ZTR5_IDR_3140_3187",0.496050025094695
"Q6ZTR7_IDR_228_304",1
"Q6ZTW0_IDR_1_33",1
"Q6ZTZ1_IDR_136_234",0.535369047084831
"Q6ZTZ1_IDR_1_43",0.464630952915169
"Q6ZU15_IDR_401_432",1
"Q6ZU35_IDR_1096_1164",0.160781556049356
"Q6ZU35_IDR_16_535",0.221993562701447
"Q6ZU35_IDR_551_584",0.144453131453651
"Q6ZU35_IDR_620_666",0.159928421717991
"Q6ZU35_IDR_678_857",0.149627635307582
"Q6ZU35_IDR_860_1089",0.163215692769974
"Q6ZU52_IDR_1_694",1
"Q6ZU69_IDR_378_1335",0.335865289037869
"Q6ZU80_IDR_1_216",0.531266155063982
"Q6ZU80_IDR_954_1094",0.468733844936018
"Q6ZUB0_IDR_33_525",0.478833464005061
"Q6ZUB0_IDR_534_884",0.521166535994939
"Q6ZUB1_IDR_87_1445",1
"Q6ZUI0_IDR_1_51",1
"Q6ZUJ4_IDR_33_123",1
"Q6ZUJ8_IDR_143_174",0.319039210653768
"Q6ZUJ8_IDR_398_631",0.364009481221698
"Q6ZV65_IDR_1_224",0.50001560911271
"Q6ZV65_IDR_265_296",0.49998439088729
"Q6ZV73_IDR_1286_1319",0.500049132746641
"Q6ZV73_IDR_1_869",0.499950867253359
"Q6ZV89_IDR_152_265",1
"Q6ZVC0_IDR_1_841",1
"Q6ZVD7_IDR_223_975",1
"Q6ZVD8_IDR_1051_1111",0.322680630459073
"Q6ZVD8_IDR_1177_1254",0.326287971258036
"Q6ZVD8_IDR_1279_1318",0.351031398282891
"Q6ZVF9_IDR_1_680",0.488476886179117
"Q6ZVF9_IDR_721_776",0.511523113820883
"Q6ZVH7_IDR_327_798",0.488578975186091
"Q6ZVH7_IDR_931_974",0.511421024813909
"Q6ZVL6_IDR_1207_1816",0.462684948312832
"Q6ZVL6_IDR_1_818",0.537315051687168
"Q6ZVM7_IDR_155_212",0.325008299265544
"Q6ZVM7_IDR_308_440",0.344202702832761
"Q6ZWK4_IDR_39_108",1
"Q6ZWT7_IDR_465_520",1
"Q701N2_IDR_1_237",1
"Q701N4_IDR_1_177",1
"Q702N8_IDR_1_42",0.19650290989268
"Q702N8_IDR_561_729",0.202464779565168
"Q702N8_IDR_734_791",0.201080950777852
"Q702N8_IDR_863_909",0.205517889288644
"Q702N8_IDR_935_1843",0.194433470475656
"Q709C8_IDR_1375_1417",0.322395189818513
"Q709C8_IDR_1889_1929",0.323219018563062
"Q709C8_IDR_838_904",0.354385791618425
"Q70CQ1_IDR_287_328",0.457352264937102
"Q70CQ1_IDR_86_255",0.542647735062898
"Q70CQ2_IDR_3331_3513",0.342310041011077
"Q70CQ2_IDR_479_848",0.320378603567108
"Q70CQ2_IDR_85_144",0.337311355421815
"Q70YC5_IDR_1_173",0.45378632724902
"Q70YC5_IDR_186_407",0.54621367275098
"Q70Z44_IDR_362_399",1
"Q70Z53_IDR_1_70",0.494964256809118
"Q70Z53_IDR_219_289",0.505035743190882
"Q711Q0_IDR_1_1435",1
"Q712K3_IDR_193_238",1
"Q717R9_IDR_1_77",0.495969695337883
"Q717R9_IDR_80_158",0.504030304662117
"Q71DI3_IDR_1_41",1
"Q71F23_IDR_1_245",1
"Q71F56_IDR_1522_1670",0.19457388336734
"Q71F56_IDR_2050_2088",0.205064575567239
"Q71F56_IDR_291_856",0.199205790228052
"Q71F56_IDR_874_911",0.202246304490702
"Q71F56_IDR_959_1100",0.198909446346667
"Q71H61_IDR_213_637",1
"Q71RC2_IDR_24_96",0.336644955131577
"Q71RC2_IDR_280_333",0.333078712555813
"Q71RC2_IDR_337_724",0.33027633231261
"Q76KD6_IDR_32_436",1
"Q76KP1_IDR_1_103",0.433812046948037
"Q76KP1_IDR_409_669",0.566187953051963
"Q76KX8_IDR_1_197",1
"Q76L83_IDR_379_1395",0.476861143942683
"Q76L83_IDR_84_377",0.523138856057317
"Q76LX8_IDR_32_76",1
"Q76M96_IDR_24_137",0.49261491189786
"Q76M96_IDR_272_609",0.50738508810214
"Q76MJ5_IDR_407_508",1
"Q76N32_IDR_1_620",1
"Q76N89_IDR_1042_1109",0.256645775219143
"Q76N89_IDR_1_34",0.257316343429037
"Q76N89_IDR_348_828",0.233601583887172
"Q76N89_IDR_863_1014",0.252436297464649
"Q76NI1_IDR_1376_1411",0.258404239874743
"Q76NI1_IDR_208_440",0.25029836521361
"Q76NI1_IDR_686_887",0.239754362646304
"Q76NI1_IDR_963_1076",0.251543032265343
"Q7KZ85_IDR_1_268",0.358924115198109
"Q7L2E3_IDR_145_233",0.518749912247801
"Q7L2J0_IDR_1_411",1
"Q7L2K0_IDR_44_195",1
"Q7L2R6_IDR_49_154",1
"Q7L2Z9_IDR_1_70",1
"Q7L311_IDR_30_378",1
"Q7L3B6_IDR_114_157",0.509488565603886
"Q7L3B6_IDR_1_87",0.490511434396114
"Q7L3S4_IDR_1_146",1
"Q7L3T8_IDR_1_35",1
"Q7L3V2_IDR_232_364",1
"Q7L4E1_IDR_260_302",0.5254514175543
"Q7L4E1_IDR_68_172",0.4745485824457
"Q7L4I2_IDR_1_323",1
"Q7L4P6_IDR_246_286",0.482244856097336
"Q7L4P6_IDR_78_187",0.517755143902664
"Q7L4S7_IDR_31_112",1
"Q7L513_IDR_263_316",1
"Q7L590_IDR_18_242",0.517737518581974
"Q7L9B9_IDR_200_237",0.495255746025537
"Q7LBC6_IDR_1127_1331",0.501331848364212
"Q7LBC6_IDR_258_890",0.498668151635788
"Q7LBE3_IDR_572_655",0.481359577555462
"Q7LBE3_IDR_742_791",0.518640422444538
"Q7LC44_IDR_1_204",0.49667204097261
"Q7LC44_IDR_362_396",0.50332795902739
"Q7LDG7_IDR_553_596",1
"Q7LFL8_IDR_1_313",1
"Q7LGA3_IDR_1_67",1
"Q7LGC8_IDR_1_130",1
"Q7M4L6_IDR_1_308",1
"Q7RTM1_IDR_1_53",0.498325424049904
"Q7RTM1_IDR_479_529",0.501674575950096
"Q7RTN6_IDR_26_57",0.503414884971518
"Q7RTN6_IDR_307_344",0.496585115028482
"Q7RTP6_IDR_629_801",0.403520774067235
"Q7RTP6_IDR_822_1894",0.596479225932764
"Q7RTR2_IDR_1_59",1
"Q7RTS1_IDR_1_83",0.518270785506575
"Q7RTX7_IDR_316_356",0.326014523728761
"Q7RTX7_IDR_414_472",0.362490153951886
"Q7RTX9_IDR_215_283",1
"Q7RTY1_IDR_193_285",1
"Q7RTY8_IDR_28_92",1
"Q7RTZ2_IDR_1_57",0.327902705744238
"Q7RTZ2_IDR_379_451",0.339961855394474
"Q7RTZ2_IDR_470_528",0.332135438861288
"Q7Z2H8_IDR_1_44",1
"Q7Z2K6_IDR_1_83",1
"Q7Z2K8_IDR_1_1008",1
"Q7Z2Q7_IDR_411_451",1
"Q7Z2T5_IDR_1_82",0.521145615513505
"Q7Z2T5_IDR_696_733",0.478854384486495
"Q7Z2W4_IDR_225_508",1
"Q7Z2W7_IDR_1_37",1
"Q7Z2W9_IDR_1_58",1
"Q7Z2X7_IDR_1_111",1
"Q7Z2Y5_IDR_331_1182",1
"Q7Z2Z1_IDR_504_539",0.358362155330835
"Q7Z3E2_IDR_625_898",0.625605953868034
"Q7Z3E5_IDR_277_308",0.434075154183824
"Q7Z3E5_IDR_573_818",0.565924845816176
"Q7Z3F1_IDR_1_33",0.348963013009433
"Q5VZV1_IDR_1_55",1
"Q5W041_IDR_612_697",1
"Q5W0A0_IDR_1_350",0.527130131046631
"Q5W0A0_IDR_414_455",0.472869868953369
"Q5W0B1_IDR_56_726",1
"Q5W0B7_IDR_154_220",1
"Q5W0Q7_IDR_502_934",0.492081734389081
"Q5W0Q7_IDR_94_218",0.507918265610919
"Q5W0V3_IDR_177_255",0.519117847011669
"Q5W0V3_IDR_533_564",0.480882152988331
"Q5W0Z9_IDR_300_365",1
"Q5W186_IDR_1_40",1
"Q5W5W9_IDR_130_170",1
"Q5XG99_IDR_123_239",0.325293555780725
"Q5XG99_IDR_241_296",0.315917218797627
"Q5XG99_IDR_32_68",0.358789225421648
"Q5XKE5_IDR_1_62",0.505969937536934
"Q5XKE5_IDR_474_535",0.494030062463066
"Q5XKK7_IDR_1_138",1
"Q5XKL5_IDR_152_184",1
"Q5XKR4_IDR_1_110",0.517243134679831
"Q5XKR4_IDR_154_325",0.482756865320169
"Q5XKR9_IDR_1_83",1
"Q5XPI4_IDR_683_740",1
"Q5XUX0_IDR_10_61",0.467679107465579
"Q5XUX0_IDR_379_441",0.532320892534421
"Q63HQ0_IDR_261_302",0.487478130329441
"Q63HQ0_IDR_75_259",0.512521869670559
"Q63HQ2_IDR_1_31",1
"Q63HR2_IDR_462_652",0.336777900311748
"Q63HR2_IDR_681_1127",0.310112347854397
"Q63HR2_IDR_84_122",0.353109751833854
"Q63ZY3_IDR_1_585",1
"Q641Q2_IDR_1_43",0.244029528939233
"Q641Q2_IDR_189_1341",0.490354726766211
"Q641Q2_IDR_53_186",0.265615744294555
"Q643R3_IDR_491_524",1
"Q64ET8_IDR_1_168",0.506061502099473
"Q64ET8_IDR_248_278",0.493938497900527
"Q64LD2_IDR_1_207",1
"Q658L1_IDR_1_346",1
"Q658Y4_IDR_334_371",0.495598286018097
"Q658Y4_IDR_663_716",0.504401713981903
"Q659A1_IDR_372_720",0.339739451782742
"Q659A1_IDR_48_81",0.320776922698696
"Q659A1_IDR_933_982",0.339483625518562
"Q659C4_IDR_1_166",0.194032396818298
"Q659C4_IDR_285_475",0.218577372134947
"Q659C4_IDR_477_519",0.204212547573345
"Q659C4_IDR_527_616",0.189765735852997
"Q659C4_IDR_851_914",0.193411947620413
"Q66GS9_IDR_1099_1140",0.234258762350351
"Q66GS9_IDR_378_509",0.287459826687116
"Q66GS9_IDR_518_561",0.233306140757677
"Q66GS9_IDR_73_203",0.244975270204856
"Q66K14_IDR_399_458",0.321480744233056
"Q66K79_IDR_589_629",1
"Q66K89_IDR_1_433",1
"Q66LE6_IDR_380_415",1
"Q674R7_IDR_1_173",0.474175185602324
"Q674R7_IDR_734_924",0.525824814397676
"Q674X7_IDR_1_430",0.564771066781072
"Q674X7_IDR_685_763",0.435228933218928
"Q676U5_IDR_234_268",0.482135271184753
"Q676U5_IDR_48_85",0.517864728815247
"Q684P5_IDR_1_54",0.334601835375241
"Q684P5_IDR_496_676",0.32886429908372
"Q7Z3F1_IDR_543_655",0.311626854283535
"Q7Z3F1_IDR_838_870",0.339410132707031
"Q7Z3G6_IDR_1_31",0.516701686966385
"Q7Z3G6_IDR_312_842",0.483298313033615
"Q7Z3H0_IDR_323_429",1
"Q7Z3H4_IDR_1_309",0.497517874090835
"Q7Z3H4_IDR_403_446",0.502482125909165
"Q7Z3I7_IDR_1_245",1
"Q7Z3J2_IDR_11_111",1
"Q7Z3J3_IDR_995_1032",1
"Q7Z3K3_IDR_1_369",0.191448542415135
"Q7Z3Z0_IDR_1_64",0.469339378196706
"Q7Z3Z0_IDR_391_450",0.530660621803294
"Q7Z3Z2_IDR_134_195",1
"Q7Z3Z3_IDR_1_120",1
"Q7Z3Z4_IDR_1_101",1
"Q7Z401_IDR_1509_1622",0.440154348675947
"Q7Z401_IDR_891_1436",0.559845651324053
"Q7Z402_IDR_1_97",1
"Q7Z403_IDR_1_149",1
"Q7Z406_IDR_1927_1995",1
"Q7Z417_IDR_1_648",1
"Q7Z418_IDR_178_280",1
"Q7Z422_IDR_1_152",1
"Q7Z429_IDR_107_145",0.504456656718164
"Q7Z429_IDR_1_50",0.495543343281836
"Q7Z434_IDR_477_513",0.520413792800706
"Q7Z434_IDR_98_458",0.479586207199295
"Q7Z443_IDR_973_1147",1
"Q7Z444_IDR_1_36",1
"Q7Z460_IDR_231_294",0.331443466527543
"Q7Z4P5_IDR_19_83",0.492050160901442
"Q7Z4P5_IDR_287_346",0.507949839098558
"Q7Z4Q2_IDR_1_37",0.496833853432589
"Q7Z4Q2_IDR_308_408",0.503166146567411
"Q7Z4R8_IDR_1_32",0.47308191136998
"Q7Z4R8_IDR_140_191",0.52691808863002
"Q7Z4S6_IDR_1071_1318",0.30035492810283
"Q7Z4S6_IDR_404_455",0.296469314444907
"Q7Z4S6_IDR_494_1041",0.403175757452263
"Q7Z4T8_IDR_32_89",1
"Q7Z4T9_IDR_406_515",1
"Q7Z4V0_IDR_100_440",0.237901504468294
"Q7Z4V0_IDR_1_94",0.244292074580693
"Q7Z4V0_IDR_447_478",0.255183099567618
"Q7Z4V0_IDR_600_649",0.262623321383395
"Q7Z4V5_IDR_549_671",0.540286385518636
"Q7Z4V5_IDR_91_469",0.459713614481364
"Q7Z569_IDR_26_57",0.516897880663052
"Q7Z569_IDR_82_120",0.483102119336948
"Q7Z570_IDR_77_461",0.513949736730968
"Q7Z5H3_IDR_1_35",0.517087328328775
"Q7Z5H3_IDR_351_599",0.482912671671225
"Q7Z5J4_IDR_1_1592",0.32247865948917
"Q7Z5J4_IDR_1614_1678",0.353703786271203
"Q7Z5J4_IDR_1693_1817",0.323817554239626
"Q7Z5J8_IDR_1351_1393",1
"Q7Z5K2_IDR_1051_1109",0.481589552893496
"Q7Z5K2_IDR_1_636",0.518410447106504
"Q7Z5L2_IDR_1_634",1
"Q7Z5L3_IDR_1_31",0.515870971574319
"Q7Z5L3_IDR_37_149",0.484129028425681
"Q7Z5L7_IDR_1_46",1
"Q7Z5L9_IDR_67_501",1
"Q7Z5M5_IDR_1_46",0.346830711820554
"Q7Z5M5_IDR_732_879",0.310079857400984
"Q7Z5M5_IDR_995_1056",0.343089430778462
"Q7Z5N4_IDR_1_79",0.494992664374344
"Q7Z5N4_IDR_2039_2137",0.505007335625656
"Q7Z5Q5_IDR_1_192",0.505815277924811
"Q7Z5Q5_IDR_861_900",0.494184722075189
"Q7Z6B7_IDR_713_769",0.20119575983991
"Q7Z6B7_IDR_802_1085",0.189357235565077
"Q7Z6E9_IDR_229_283",0.295133646767577
"Q7Z6E9_IDR_325_1792",0.397433373402373
"Q7Z6E9_IDR_81_141",0.30743297983005
"Q7Z6G3_IDR_193_247",1
"Q7Z6G8_IDR_1195_1248",0.339641412779356
"Q7Z6G8_IDR_287_809",0.316844292719226
"Q7Z6G8_IDR_945_1030",0.343514294501418
"Q7Z6I6_IDR_1024_1101",0.483484171845019
"Q7Z6I6_IDR_217_1020",0.516515828154981
"Q7Z6I8_IDR_1_188",1
"Q7Z6J0_IDR_258_445",0.343115405826637
"Q7Z6J0_IDR_509_827",0.321904406868955
"Q7Z6J0_IDR_77_123",0.334980187304408
"Q7Z6J2_IDR_1_56",0.477840929617945
"Q7Z6J2_IDR_196_395",0.522159070382055
"Q7Z6J4_IDR_1_101",1
"Q7Z6J6_IDR_299_507",1
"Q7Z6Z7_IDR_2259_2669",0.0758609164544506
"Q7Z6Z7_IDR_2682_3016",0.0739694049487873
"Q7Z6Z7_IDR_3140_3172",0.06709464620523
